RA_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
RA50,389550,241438,281386,287341,254814,220872,175656,96991,38908,1986947,290,226,320,328,295,430,476,338,156,2859,66,209,288,245,219,224,207,67,11,1540,91,139,272,226,217,283,249,64,9,1554,42,75,156,188,211,251,156,30,3,1113,16,32,85,93,137,118,72,32,5,577,6117,7690,7994,6217,5617,5243,4214,2585,1405,47084,20,20,44,44,57,93,127,28,7,438,31,29,68,69,43,50,32,8,0,330,20,23,56,33,23,21,15,4,0,188,10,4,8,10,15,17,17,5,0,83,6409,8214,8967,7124,6543,6303,5085,2816,1441,52905,6701,8438,9293,7451,6839,6740,5560,3156,1592,55770,396249,249878,290682,294791,261655,227611,181210,100145,40499,2042711
RA51,41941,22278,22653,27129,29346,28825,24614,12609,4208,213593,62,56,70,66,79,104,132,97,25,692,9,20,49,31,16,31,29,4,0,185,20,18,42,28,28,42,62,5,4,244,15,11,33,21,23,59,67,10,0,238,12,6,4,10,39,21,6,13,0,122,962,1345,1588,1240,1283,1683,1343,517,209,10174,3,9,20,13,8,31,23,7,0,115,0,6,18,4,13,11,0,0,0,60,0,5,0,5,0,7,6,0,0,27,0,0,0,0,0,3,5,0,0,7,1030,1429,1743,1349,1413,1887,1543,551,211,11165,1090,1479,1815,1412,1488,1989,1680,648,235,11852,43030,23760,24468,28546,30835,30818,26293,13256,4443,225447
RA52,33180,17733,19188,20404,22286,23804,19444,10455,3686,170190,43,52,44,56,61,88,110,67,36,546,16,11,22,26,18,74,108,20,0,289,18,10,31,24,23,74,172,12,3,366,14,8,36,27,43,91,109,8,0,332,3,8,15,14,14,64,99,19,0,242,918,1535,1891,1687,1821,2144,1500,596,178,12262,0,9,13,9,12,33,39,6,0,110,6,0,0,11,12,12,9,6,0,53,0,0,3,5,4,4,7,0,0,22,0,4,0,0,0,0,0,0,0,4,972,1581,2012,1799,1936,2491,2039,669,178,13675,1011,1634,2052,1857,1992,2579,2152,731,212,14222,34196,19368,21244,22258,24285,26383,21591,11185,3903,184417
RA53,18705,7848,12381,12887,10833,9369,5519,2465,734,80745,52,43,39,28,48,61,48,17,8,335,89,42,76,107,137,188,222,33,3,896,129,22,86,126,116,299,406,73,5,1264,54,17,88,142,155,258,213,28,3,955,23,16,51,62,82,150,192,39,0,611,752,1162,2583,2440,2684,3220,3031,1070,122,17059,14,4,23,18,27,64,49,15,0,208,3,7,32,15,12,37,10,6,0,135,10,0,4,7,0,10,10,0,0,48,0,0,0,0,0,0,0,0,0,0,1080,1271,2945,2916,3209,4219,4142,1263,137,21172,1130,1309,2985,2951,3251,4274,4190,1279,140,21509,19832,9158,15363,15836,14085,13653,9712,3746,870,102253
RA54,11320,6463,10594,9098,7851,6500,3211,1155,245,56448,49,48,76,60,87,68,48,22,0,468,202,67,272,292,251,495,564,53,4,2196,374,72,208,349,361,691,781,90,4,2937,145,86,276,396,384,634,560,67,0,2549,86,55,138,166,198,342,383,63,0,1431,1123,2639,9022,8147,8623,7808,5282,1480,124,44245,36,19,34,58,75,131,93,7,0,456,38,23,89,70,69,77,39,3,0,407,32,8,9,29,21,27,27,0,0,142,0,0,0,0,0,0,0,0,0,0,2040,2964,10047,9509,9982,10211,7727,1767,126,54372,2087,3014,10124,9573,10068,10274,7778,1791,130,54837,13408,9478,20714,18673,17922,16781,10989,2952,374,111284
RA55,0,42,113,170,111,60,13,0,0,511,0,0,0,0,0,0,0,0,0,0,0,7,3,24,59,23,22,0,0,134,0,4,8,11,32,21,8,0,0,82,0,4,24,68,28,40,24,0,0,192,0,0,11,20,13,16,3,0,0,64,0,81,342,647,628,346,104,29,0,2175,0,0,4,3,18,18,5,0,0,42,0,0,17,10,8,6,0,0,0,47,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,93,403,785,784,472,161,32,0,2739,3,93,403,785,784,472,161,32,0,2739,3,137,518,957,896,533,176,32,0,3250
RA59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
