RA_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
RA50,41,21,13,22,3,44,4,69,24,3971,54,4268,13,27,0,3,0,18,0,157,21,1316,18,1566,4,31,0,5,0,22,4,261,29,872,13,1238,4,7,0,5,0,17,3,192,19,642,4,890,15,105,3,18,0,57,4,487,41,3770,40,4543,15,144,4,42,4,144,16,849,67,2232,27,3554,32,357,20,96,10,440,43,1556,146,15599,175,18479,91,646,22,232,20,935,56,2012,170,8910,79,13172,183,1190,39,689,57,1912,92,2020,203,8131,77,14594,626,1585,70,2182,113,2265,155,1844,216,7212,106,16380,687,886,40,2516,141,2176,127,1052,172,2162,31,9982,1687,857,74,3019,186,1970,138,869,195,2417,30,11449,7946,1387,168,6353,578,3983,287,1266,373,2692,66,25092,8345,826,203,5407,604,1297,281,616,148,1277,36,19036,7446,502,182,3505,507,1438,180,439,139,850,41,15228,5692,294,137,1778,383,413,114,183,41,396,8,9433,12578,857,302,4373,862,2937,264,949
RA51,15,8,0,9,0,6,0,5,9,413,5,474,12,12,0,0,0,7,0,26,3,188,4,241,0,6,4,3,0,4,4,34,4,125,0,180,0,0,0,3,0,5,0,25,0,118,0,154,12,21,6,17,4,13,3,77,9,605,13,779,4,13,4,10,3,29,3,137,4,336,7,549,22,59,4,25,4,63,4,248,34,2723,42,3227,33,96,13,49,4,122,12,311,35,1366,16,2056,45,179,11,102,11,263,17,307,48,1208,16,2214,127,232,17,324,19,264,20,276,37,1034,12,2370,106,115,13,293,21,270,19,123,25,264,4,1262,237,103,16,391,28,272,23,114,30,341,4,1562,853,201,45,812,91,502,56,142,77,343,13,3131,763,96,39,737,77,145,47,63,28,147,3,2143,698,66,28,430,82,146,36,29,21,107,4,1643,468,30,18,187,41,35,24,13,4,24,0,855,839,112,43,408,80,248,34,67
RA52,23,8,3,7,5,8,0,9,4,286,11,363,7,5,0,3,0,5,0,11,4,140,0,182,6,5,0,6,0,7,0,26,0,89,4,137,5,0,0,0,0,4,0,22,4,59,0,91,25,31,0,14,0,14,7,59,9,422,8,588,3,16,0,8,0,28,0,95,8,240,5,415,34,50,10,36,4,72,13,215,27,1986,34,2474,51,99,9,48,3,127,6,245,27,898,25,1536,94,158,16,122,7,252,11,225,41,681,15,1624,143,183,18,290,24,205,19,213,36,669,14,1803,114,91,12,255,14,195,24,85,27,149,0,963,246,103,28,295,27,192,21,64,30,204,7,1208,804,156,37,671,70,364,47,89,44,194,12,2489,768,80,33,506,70,108,40,48,19,104,3,1785,601,53,22,358,60,130,21,30,17,73,7,1362,440,31,9,153,37,30,17,11,0,33,4,760,892,78,27,344,67,165,25,32
RA53,17,4,0,9,0,5,0,0,6,73,4,115,0,0,0,0,0,0,0,3,0,32,0,47,0,0,0,0,0,0,0,4,0,13,0,23,0,0,0,4,0,5,0,3,0,14,0,19,6,5,0,3,0,7,0,16,4,98,0,145,4,3,3,12,0,10,0,29,0,41,3,99,10,13,0,13,0,16,0,52,5,404,6,515,30,19,3,8,0,36,0,58,10,191,3,361,36,40,0,34,3,77,3,52,10,146,5,407,65,43,5,77,6,70,7,46,11,131,5,458,46,14,3,62,5,68,5,16,0,26,0,252,109,35,6,107,5,63,8,21,4,32,3,393,414,46,19,237,31,124,12,31,15,51,5,979,408,34,9,224,25,56,9,16,3,24,0,807,429,25,7,174,36,64,18,10,13,27,0,789,320,8,15,91,22,21,0,6,7,15,0,499,844,40,36,220,71,102,14,20
RA54,8,0,0,0,0,0,0,0,0,49,5,64,5,0,0,0,0,0,0,0,0,17,0,20,0,0,0,0,0,0,0,3,0,15,0,24,0,0,0,0,0,0,0,6,0,14,0,20,3,0,0,4,0,3,0,11,0,165,4,204,0,0,0,0,0,3,0,15,0,42,0,63,10,8,4,4,0,11,0,22,4,243,9,317,12,4,5,11,0,19,0,26,0,98,3,172,21,20,4,16,0,34,0,10,0,74,0,184,29,18,6,41,0,43,0,25,7,66,3,240,23,11,0,21,0,37,0,3,4,22,0,133,57,14,6,36,5,39,7,3,5,15,0,189,191,20,10,76,14,81,8,12,13,21,0,436,215,11,13,86,27,17,3,4,0,15,0,389,207,10,11,60,13,39,9,4,5,8,5,362,163,11,3,41,8,7,4,0,0,3,0,239,354,6,12,65,33,38,10,0
RA55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
