RA_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
RA50,88485,111590,32575,6861,44013,39467,8592,18663,128597,8970,100225,794034,49570,1238174,4872,5374,1859,247,2961,2445,442,1123,4849,521,4302,40192,2427,62527,29723,15348,10439,2750,13565,13656,2515,6823,19207,3061,19901,108881,7111,201480,4533,2266,1839,610,2135,2518,426,1051,2806,547,3577,26729,1185,42114,8143,2067,2650,1405,5398,4381,937,1279,3733,1125,5193,29180,1780,52242,1332,1002,403,128,1463,720,209,169,1146,172,1729,18263,857,24899,5580,5532,2209,631,8233,3402,905,742,3927,834,8995,94516,3286,127514,910,772,582,118,1606,623,185,139,946,167,2344,40259,764,47671,3167,2340,931,353,5586,2299,481,515,1828,382,3874,74145,1997,91452,1773,1683,764,125,1000,729,143,290,2180,173,2162,20029,681,28365,4000,4030,1759,297,3357,2040,418,622,4390,394,5193,53757,2034,75101,64035,40419,23436,6664,45296,32815,6659,12755,45013,7382,57274,505948,22118,753361,2017,920,646,547,1145,1045,286,528,1169,339,1032,6194,84410,96134,154535,152933,56656,14069,90455,73329,15543,31944,174779,16687,158528,1306171,156093,2087667,49822,81475,18869,249
RA51,16498,15166,5435,1011,7736,6518,1416,3121,17419,1552,13237,102461,9054,169798,687,571,248,35,336,282,65,162,550,68,474,4137,435,6855,3621,1525,1152,298,1543,1424,262,829,1904,383,1942,9057,758,18671,514,196,205,64,254,277,34,126,274,67,339,2258,143,3853,366,91,106,56,252,215,47,63,149,54,187,983,132,1997,28,15,17,3,28,13,5,8,22,5,20,312,135,546,150,152,51,11,215,96,23,26,97,17,214,3333,230,4329,21,27,14,0,24,9,0,3,17,0,48,1064,73,1257,79,39,32,5,106,39,12,16,31,7,94,1296,137,1722,139,115,38,10,72,67,8,33,142,21,137,1116,70,1706,345,322,149,31,184,166,16,57,340,37,361,3114,212,4724,5956,3042,1999,509,3015,2592,480,1313,3514,658,3805,26668,2314,45662,475,199,149,73,213,204,45,117,259,66,185,1347,13503,15985,22925,18402,7583,1590,10952,9322,1949,4551,21195,2280,17229,130482,24869,231450,7397,8771,2385,39
RA52,13389,12549,4497,1015,7151,5771,1322,2787,13617,1322,10475,80888,6462,134571,539,525,202,29,326,255,58,140,414,59,376,3889,289,6108,2304,856,699,211,1022,991,177,512,1139,238,1295,4715,373,10552,394,139,128,54,187,193,32,95,190,44,222,1387,86,2502,214,46,71,41,159,152,32,42,88,28,143,688,49,1309,11,9,8,0,12,8,0,0,15,0,14,241,22,318,164,158,45,9,235,69,27,15,93,12,235,3623,170,4576,16,12,11,0,9,11,0,0,16,0,15,673,32,775,51,48,20,4,110,47,7,11,35,4,62,1253,55,1586,117,68,42,11,63,55,7,25,96,17,127,686,35,1134,231,200,99,15,158,109,12,24,247,24,233,2396,99,3468,4048,2065,1317,378,2289,1879,353,869,2329,435,2728,19550,1201,32341,421,188,134,84,228,203,47,109,222,60,192,1248,14986,17319,17855,14804,5952,1479,9667,7858,1721,3764,16167,1814,13391,101683,22652,184237,6075,7317,2017,42
RA53,3799,4931,1374,217,2501,1724,477,836,4414,366,3553,41679,2871,61278,207,245,79,6,130,98,11,56,164,16,147,2166,118,3151,387,227,116,24,211,196,40,93,271,47,238,1808,108,3099,90,40,31,4,53,32,8,21,56,10,53,783,35,1090,33,14,11,7,26,28,5,10,19,7,18,363,18,491,6,3,6,0,3,3,0,0,6,0,4,123,7,157,64,54,21,3,108,35,20,5,32,8,90,2107,90,2534,8,10,3,0,8,0,0,0,10,0,21,406,10,469,21,22,5,0,49,13,0,3,9,5,28,818,12,952,26,28,14,0,19,8,0,3,44,4,38,461,13,601,68,57,26,6,61,37,6,3,97,7,68,1074,39,1447,914,702,311,47,660,444,101,201,707,100,704,10109,455,13990,106,95,36,11,83,60,24,38,69,22,50,582,11204,12159,4827,5731,1719,279,3239,2231,602,1078,5185,491,4306,52373,14533,87426,2300,3383,804,14
RA54,1766,2582,605,148,2209,1311,432,499,2162,195,2072,28110,2373,40056,108,137,42,4,100,66,17,31,100,7,67,1751,75,2339,179,128,75,9,106,74,15,55,126,20,144,1166,60,1837,47,25,9,5,28,24,4,12,26,3,29,586,21,760,46,10,17,0,29,24,7,12,13,5,29,351,13,476,4,3,0,0,0,4,0,0,0,0,8,124,0,140,25,44,15,0,50,9,8,0,22,8,54,1185,61,1431,3,3,4,0,8,0,0,0,4,0,9,306,9,345,10,12,4,0,19,5,0,4,3,4,7,348,8,407,17,23,3,0,13,10,0,4,20,0,22,365,12,462,20,29,16,0,32,13,3,9,35,0,52,697,27,896,458,419,177,34,385,235,57,127,350,54,424,6884,290,9086,57,46,28,9,69,50,13,15,39,11,38,505,10800,11532,2288,3049,813,183,2660,1593,499,641,2547,259,2534,35494,13466,60672,1125,1771,390,19
RA55,3,10,4,0,0,8,0,0,7,0,5,124,0,151,0,5,0,0,0,4,0,0,0,0,0,18,0,28,0,3,0,0,0,0,0,0,0,0,0,24,0,30,0,0,0,0,0,0,0,0,0,0,0,14,0,18,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,6,40,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,15,7,4,0,0,0,6,0,0,4,0,7,124,3,146,0,0,0,0,0,0,0,0,0,0,0,0,211,217,14,16,8,0,0,9,0,0,8,3,8,248,226,514,13,17,4,0
RA59,293,303,99,0,151,136,32,73,567,28,340,1899,1589,4775,27,19,4,0,8,17,0,3,24,0,16,141,61,271,48,21,19,0,21,12,3,10,34,7,35,238,53,431,10,6,5,0,3,4,0,0,9,0,6,117,19,166,3,0,0,0,3,5,0,0,3,0,0,64,25,95,3,0,0,0,0,0,0,0,6,0,0,26,13,41,0,3,3,0,4,0,0,0,8,0,8,74,8,106,0,0,0,0,0,0,0,0,6,0,0,27,5,40,5,0,0,0,0,0,0,0,5,0,0,47,8,63,7,5,0,0,3,3,0,6,9,0,3,72,16,116,6,5,0,0,5,0,0,0,4,0,13,61,11,97,99,66,33,9,49,41,4,20,108,10,85,864,211,1429,6,3,3,0,9,4,0,4,13,0,8,27,1795,1851,399,371,130,11,198,185,33,103,688,40,430,2794,3591,8055,76,126,20,0
