RA_CODE_2021,M_15_19y_DUDW_LT_5_h,M_15_19y_DUDW_5_14_h,M_15_19y_DUDW_15_29_h,M_15_19y_DUDW_30_h_mo,M_15_19y_DNUDW,M_15_19y_UDW_NS,M_15_19y_Total,M_20_24y_DUDW_LT_5_h,M_20_24y_DUDW_5_14_h,M_20_24y_DUDW_15_29_h,M_20_24y_DUDW_30_h_mo,M_20_24y_DNUDW,M_20_24y_UDW_NS,M_20_24y_Total,M_25_34y_DUDW_LT_5_h,M_25_34y_DUDW_5_14_h,M_25_34y_DUDW_15_29_h,M_25_34y_DUDW_30_h_mo,M_25_34y_DNUDW,M_25_34y_UDW_NS,M_25_34y_Total,M_35_44y_DUDW_LT_5_h,M_35_44y_DUDW_5_14_h,M_35_44y_DUDW_15_29_h,M_35_44y_DUDW_30_h_mo,M_35_44y_DNUDW,M_35_44y_UDW_NS,M_35_44y_Total,M_45_54y_DUDW_LT_5_h,M_45_54y_DUDW_5_14_h,M_45_54y_DUDW_15_29_h,M_45_54y_DUDW_30_h_mo,M_45_54y_DNUDW,M_45_54y_UDW_NS,M_45_54y_Total,M_55_64y_DUDW_LT_5_h,M_55_64y_DUDW_5_14_h,M_55_64y_DUDW_15_29_h,M_55_64y_DUDW_30_h_mo,M_55_64y_DNUDW,M_55_64y_UDW_NS,M_55_64y_Total,M_65_74y_DUDW_LT_5_h,M_65_74y_DUDW_5_14_h,M_65_74y_DUDW_15_29_h,M_65_74y_DUDW_30_h_mo,M_65_74y_DNUDW,M_65_74y_UDW_NS,M_65_74y_Total,M_75_84y_DUDW_LT_5_h,M_75_84y_DUDW_5_14_h,M_75_84y_DUDW_15_29_h,M_75_84y_DUDW_30_h_mo,M_75_84y_DNUDW,M_75_84y_UDW_NS,M_75_84y_Total,M_85y_ov_DUDW_LT_5_h,M_85y_ov_DUDW_5_14_h,M_85y_ov_DUDW_15_29_h,M_85y_ov_DUDW_30_h_mo,M_85y_ov_DNUDW,M_85y_ov_UDW_NS,M_85y_ov_Total,M_Tot_DUDW_LT_5_h,M_Tot_DUDW_5_14_h,M_Tot_DUDW_15_29_h,M_Tot_DUDW_30_h_mo,M_Tot_DNUDW,M_Tot_UDW_NS,M_Tot_Total,F_15_19y_DUDW_LT_5_h,F_15_19y_DUDW_5_14_h,F_15_19y_DUDW_15_29_h,F_15_19y_DUDW_30_h_mo,F_15_19y_DNUDW,F_15_19y_UDW_NS,F_15_19y_Total,F_20_24y_DUDW_LT_5_h,F_20_24y_DUDW_5_14_h,F_20_24y_DUDW_15_29_h,F_20_24y_DUDW_30_h_mo,F_20_24y_DNUDW,F_20_24y_UDW_NS,F_20_24y_Total,F_25_34y_DUDW_LT_5_h,F_25_34y_DUDW_5_14_h,F_25_34y_DUDW_15_29_h,F_25_34y_DUDW_30_h_mo,F_25_34y_DNUDW,F_25_34y_UDW_NS,F_25_34y_Total,F_35_44y_DUDW_LT_5_h,F_35_44y_DUDW_5_14_h,F_35_44y_DUDW_15_29_h,F_35_44y_DUDW_30_h_mo,F_35_44y_DNUDW,F_35_44y_UDW_NS,F_35_44y_Total,F_45_54y_DUDW_LT_5_h,F_45_54y_DUDW_5_14_h,F_45_54y_DUDW_15_29_h,F_45_54y_DUDW_30_h_mo,F_45_54y_DNUDW,F_45_54y_UDW_NS,F_45_54y_Total,F_55_64y_DUDW_LT_5_h,F_55_64y_DUDW_5_14_h,F_55_64y_DUDW_15_29_h,F_55_64y_DUDW_30_h_mo,F_55_64y_DNUDW,F_55_64y_UDW_NS,F_55_64y_Total,F_65_74y_DUDW_LT_5_h,F_65_74y_DUDW_5_14_h,F_65_74y_DUDW_15_29_h,F_65_74y_DUDW_30_h_mo,F_65_74y_DNUDW,F_65_74y_UDW_NS,F_65_74y_Total,F_75_84y_DUDW_LT_5_h,F_75_84y_DUDW_5_14_h,F_75_84y_DUDW_15_29_h,F_75_84y_DUDW_30_h_mo,F_75_84y_DNUDW,F_75_84y_UDW_NS,F_75_84y_Total,F_85y_ov_DUDW_LT_5_h,F_85y_ov_DUDW_5_14_h,F_85y_ov_DUDW_15_29_h,F_85y_ov_DUDW_30_h_mo,F_85y_ov_DNUDW,F_85y_ov_UDW_NS,F_85y_ov_Total,F_Tot_DUDW_LT_5_h,F_Tot_DUDW_5_14_h,F_Tot_DUDW_15_29_h,F_Tot_DUDW_30_h_mo,F_Tot_DNUDW,F_Tot_UDW_NS,F_Tot_Total,P_15_19y_DUDW_LT_5_h,P_15_19y_DUDW_5_14_h,P_15_19y_DUDW_15_29_h,P_15_19y_DUDW_30_h_mo,P_15_19y_DNUDW,P_15_19y_UDW_NS,P_15_19y_Total,P_20_24y_DUDW_LT_5_h,P_20_24y_DUDW_5_14_h,P_20_24y_DUDW_15_29_h,P_20_24y_DUDW_30_h_mo,P_20_24y_DNUDW,P_20_24y_UDW_NS,P_20_24y_Total,P_25_34y_DUDW_LT_5_h,P_25_34y_DUDW_5_14_h,P_25_34y_DUDW_15_29_h,P_25_34y_DUDW_30_h_mo,P_25_34y_DNUDW,P_25_34y_UDW_NS,P_25_34y_Total,P_35_44y_DUDW_LT_5_h,P_35_44y_DUDW_5_14_h,P_35_44y_DUDW_15_29_h,P_35_44y_DUDW_30_h_mo,P_35_44y_DNUDW,P_35_44y_UDW_NS,P_35_44y_Total,P_45_54y_DUDW_LT_5_h,P_45_54y_DUDW_5_14_h,P_45_54y_DUDW_15_29_h,P_45_54y_DUDW_30_h_mo,P_45_54y_DNUDW,P_45_54y_UDW_NS,P_45_54y_Total,P_55_64y_DUDW_LT_5_h,P_55_64y_DUDW_5_14_h,P_55_64y_DUDW_15_29_h,P_55_64y_DUDW_30_h_mo,P_55_64y_DNUDW,P_55_64y_UDW_NS,P_55_64y_Total,P_65_74y_DUDW_LT_5_h,P_65_74y_DUDW_5_14_h,P_65_74y_DUDW_15_29_h,P_65_74y_DUDW_30_h_mo,P_65_74y_DNUDW,P_65_74y_UDW_NS,P_65_74y_Total,P_75_84y_DUDW_LT_5_h,P_75_84y_DUDW_5_14_h,P_75_84y_DUDW_15_29_h,P_75_84y_DUDW_30_h_mo,P_75_84y_DNUDW,P_75_84y_UDW_NS,P_75_84y_Total,P_85y_ov_DUDW_LT_5_h,P_85y_ov_DUDW_5_14_h,P_85y_ov_DUDW_15_29_h,P_85y_ov_DUDW_30_h_mo
RA50,27818,4663,376,205,26285,2841,62185,23195,9812,1172,510,27140,4263,66092,42582,38030,6517,2891,45245,11856,147123,38082,48782,12124,5227,34746,10743,149710,34843,44389,10355,4330,30657,8764,133337,28623,36761,9284,4139,29431,6612,114846,16511,26579,10733,5361,25683,4301,89170,7241,11453,5604,3402,16464,3249,47410,2036,2540,1177,857,7066,1994,15662,220936,223012,57344,26916,242718,54614,825535,27588,6566,692,292,21554,2651,59342,22667,15096,2765,1707,18937,3425,64600,29296,46412,17629,20332,31012,8602,153281,16710,46846,29723,30844,22327,6934,153391,15832,48918,27651,18984,19696,5591,136666,14072,40610,23719,16158,21962,4667,121194,7828,23732,20624,17331,24119,4376,98001,4717,10336,8854,8348,17936,4217,54408,2664,3391,1849,1376,12053,3572,24896,141368,241912,133511,115372,189600,44036,865795,55404,11236,1061,498,47834,5492,121530,45862,24906,3941,2219,46081,7685,130689,71877,84444,24149,23217,76258,20454,300403,54790,95633,41848,36076,57074,17676,303100,50679,93307,38008,23316,50352,14350,270009,42693,77377,33000,20297,51391,11277,236044,24343,50308,31356,22687,49805,8676,187175,11953,21789,14455,11752,34405,7468,101828,4697,5928,3026,2232
RA51,3098,553,48,20,2714,537,6974,1833,912,141,41,1997,784,5707,3262,3034,668,354,3131,2154,12603,3284,4493,1247,623,2654,2166,14470,3752,5076,1403,654,3055,1974,15915,3548,4885,1532,813,3571,1481,15831,2389,3825,1914,1242,3536,1021,13931,967,1500,912,665,2126,591,6760,223,294,150,134,752,256,1810,22352,24571,8018,4548,23541,10968,93996,3100,814,95,34,2043,481,6562,1350,1251,331,243,1259,382,4817,1698,3503,1752,2529,1914,848,12248,1266,4571,3161,3554,1448,888,14876,1735,5940,3313,2378,1833,936,16134,1611,5254,3554,2681,2351,917,16363,953,2991,3062,3020,2891,847,13762,545,1232,1190,1285,2061,664,6973,304,375,232,195,1187,392,2676,12559,25928,16682,15914,16974,6349,94409,6196,1365,142,55,4758,1019,13537,3181,2165,473,286,3253,1169,10528,4956,6538,2421,2884,5047,2999,24852,4542,9061,4402,4173,4097,3058,29343,5492,11012,4719,3031,4886,2914,32047,5157,10141,5086,3495,5920,2394,32193,3343,6817,4970,4258,6431,1871,27697,1507,2735,2101,1951,4192,1250,13733,521,666,381,330
RA52,2216,461,56,31,2117,589,5476,1439,750,132,55,1678,554,4600,2753,2698,569,280,2719,1466,10485,2674,3195,911,455,2063,1465,10765,2967,3758,960,433,2599,1458,12168,3073,3938,1149,635,3187,1334,13319,1983,2970,1330,949,2975,1046,11243,842,1194,606,532,1871,640,5682,211,251,151,122,695,251,1681,18159,19216,5865,3492,19895,8800,75423,2127,676,68,42,1603,532,5050,968,1195,283,262,1031,440,4175,1350,2892,1446,2080,1505,973,10247,950,3307,2318,2332,1169,1076,11148,1239,4319,2444,1655,1482,1069,12213,1231,4087,2665,1945,2062,1027,13017,699,2270,2171,2350,2247,930,10676,448,915,912,1109,1703,650,5725,236,278,193,175,1038,352,2272,9248,19938,12500,11949,13836,7048,74522,4349,1138,129,75,3719,1121,10528,2404,1944,416,311,2708,992,8776,4099,5592,2015,2357,4222,2441,20730,3622,6504,3230,2787,3225,2540,21911,4208,8080,3401,2087,4079,2523,24378,4308,8029,3815,2581,5248,2360,26343,2687,5237,3499,3297,5219,1977,21921,1285,2105,1518,1647,3573,1287,11411,448,527,345,296
RA53,784,219,23,18,933,387,2359,671,371,70,26,705,433,2271,1753,1580,282,141,1572,1190,6525,1783,2096,504,225,1262,1171,7038,1532,1781,402,190,1364,1073,6343,1403,1461,365,207,1422,906,5758,612,762,315,215,999,482,3385,207,281,149,99,453,216,1405,54,61,28,16,145,65,368,8802,8610,2135,1135,8853,5918,35449,770,262,44,19,600,349,2048,441,543,139,100,467,327,2004,970,1919,837,1131,1013,1020,6881,529,2004,1222,1288,709,901,6663,601,1849,1028,615,715,756,5574,472,1458,793,669,765,592,4755,188,577,538,554,631,365,2853,109,227,192,220,371,195,1313,38,70,27,41,185,89,447,4119,8912,4821,4638,5465,4587,32531,1550,480,66,43,1529,735,4404,1109,912,202,121,1178,756,4280,2720,3492,1122,1269,2587,2208,13402,2317,4101,1724,1513,1967,2080,13702,2135,3637,1431,807,2079,1826,11917,1871,2916,1154,884,2189,1496,10505,796,1338,859,765,1633,841,6236,321,505,341,315,828,409,2719,90,137,58,59
RA54,501,184,49,19,492,324,1561,472,306,93,40,659,555,2125,1229,1152,305,169,1723,1740,6320,1087,1182,369,207,1304,1503,5656,960,1021,287,182,1289,1306,5044,843,809,249,137,1143,954,4137,348,411,166,122,654,374,2079,98,113,68,67,225,136,709,13,15,4,6,51,17,111,5559,5200,1592,953,7541,6904,27745,441,246,70,28,376,266,1425,422,402,152,99,400,357,1834,823,1208,567,607,907,905,5020,512,1085,615,580,557,719,4069,499,1014,498,298,535,601,3442,419,844,373,294,577,514,3019,170,325,215,211,351,233,1496,61,103,64,82,163,106,577,16,20,9,7,57,32,147,3366,5251,2566,2203,3930,3727,21036,942,433,119,43,870,585,2991,889,711,243,144,1053,913,3963,2044,2363,872,777,2633,2646,11339,1603,2265,983,796,1867,2218,9719,1461,2030,788,480,1823,1903,8486,1265,1659,628,427,1721,1464,7161,519,734,381,335,1003,603,3574,161,214,138,142,389,239,1286,35,34,16,10
RA55,0,0,0,0,3,7,7,0,0,0,0,15,13,25,4,3,0,0,46,44,99,14,7,3,9,57,68,157,5,4,0,0,47,46,103,0,3,5,4,23,20,55,0,0,0,0,6,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,4,8,196,195,455,0,0,0,0,0,0,3,0,0,0,0,3,5,11,3,0,0,0,8,4,14,0,0,0,0,3,3,11,0,0,0,0,5,8,9,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,19,21,61,0,0,0,0,5,3,6,0,0,0,0,16,15,31,6,3,0,0,51,47,116,12,7,5,9,62,76,170,5,4,0,0,51,51,109,0,3,4,4,25,21,62,0,0,0,0,9,3,18,0,0,0,0,0,0,0,0,0,0,0
RA59,27,15,4,0,34,45,118,47,25,5,4,88,131,295,112,95,28,15,180,390,822,97,101,28,24,143,529,926,80,66,19,8,143,514,842,74,84,17,12,148,338,667,62,60,17,17,139,145,444,3,17,7,3,33,48,118,0,0,0,0,6,9,14,498,464,132,85,912,2151,4247,28,17,7,5,38,59,147,49,39,11,7,45,105,256,98,94,39,46,145,268,692,50,97,44,68,71,279,613,47,63,41,18,73,228,468,63,112,36,26,77,160,477,31,64,20,18,87,89,316,0,4,4,0,15,14,38,0,0,0,0,8,12,16,372,501,204,191,559,1211,3030,54,30,7,5,71,104,261,91,67,17,13,135,234,562,211,189,64,64,331,657,1512,151,201,77,94,218,809,1543,128,137,65,35,216,737,1313,135,196,52,37,225,495,1144,94,127,44,37,220,237,758,10,19,9,3,50,61,155,4,0,0,0
