RA_CODE_2021,A_0_4_y_Indigenous_M,A_0_4_y_Indigenous_F,A_0_4_y_Indigenous_P,A_0_4_y_Non_Indigenous_M,A_0_4_y_Non_Indigenous_F,A_0_4_y_Non_Indigenous_P,A_0_4_y_Indig_stat_ns_M,A_0_4_y_Indig_stat_ns_F,A_0_4_y_Indig_stat_ns_P,A_0_4_y_Tot_M,A_0_4_y_Tot_F,A_0_4_y_Tot_P,A_5_9_y_Indigenous_M,A_5_9_y_Indigenous_F,A_5_9_y_Indigenous_P,A_5_9_y_Non_Indigenous_M,A_5_9_y_Non_Indigenous_F,A_5_9_y_Non_Indigenous_P,A_5_9_y_Indig_stat_ns_M,A_5_9_y_Indig_stat_ns_F,A_5_9_y_Indig_stat_ns_P,A_5_9_y_Tot_M,A_5_9_y_Tot_F,A_5_9_y_Tot_P,A_10_14_y_Indigenous_M,A_10_14_y_Indigenous_F,A_10_14_y_Indigenous_P,A_10_14_y_Non_Indig_M,A_10_14_y_Non_Indig_F,A_10_14_y_Non_Indig_P,A_10_14_y_Indig_stat_ns_M,A_10_14_y_Indig_stat_ns_F,A_10_14_y_Indig_stat_ns_P,A_10_14_y_Tot_M,A_10_14_y_Tot_F,A_10_14_y_Tot_P,A_15_19_y_Indigenous_M,A_15_19_y_Indigenous_F,A_15_19_y_Indigenous_P,A_15_19_y_Non_Indig_M,A_15_19_y_Non_Indig_F,A_15_19_y_Non_Indig_P,A_15_19_y_Indig_stat_ns_M,A_15_19_y_Indig_stat_ns_F,A_15_19_y_Indig_stat_ns_P,A_15_19_y_Tot_M,A_15_19_y_Tot_F,A_15_19_y_Tot_P,A_20_24_y_Indigenous_M,A_20_24_y_Indigenous_F,A_20_24_y_Indigenous_P,A_20_24_y_Non_Indig_M,A_20_24_y_Non_Indig_F,A_20_24_y_Non_Indig_P,A_20_24_y_Indig_stat_ns_M,A_20_24_y_Indig_stat_ns_F,A_20_24_y_Indig_stat_ns_P,A_20_24_y_Tot_M,A_20_24_y_Tot_F,A_20_24_y_Tot_P,A_25_29_y_Indigenous_M,A_25_29_y_Indigenous_F,A_25_29_y_Indigenous_P,A_25_29_y_Non_Indig_M,A_25_29_y_Non_Indig_F,A_25_29_y_Non_Indig_P,A_25_29_y_Indig_stat_ns_M,A_25_29_y_Indig_stat_ns_F,A_25_29_y_Indig_stat_ns_P,A_25_29_y_Tot_M,A_25_29_y_Tot_F,A_25_29_y_Tot_P,A_30_34_y_Indigenous_M,A_30_34_y_Indigenous_F,A_30_34_y_Indigenous_P,A_30_34_y_Non_Indig_M,A_30_34_y_Non_Indig_F,A_30_34_y_Non_Indig_P,A_30_34_y_Indig_stat_ns_M,A_30_34_y_Indig_stat_ns_F,A_30_34_y_Indig_stat_ns_P,A_30_34_y_Tot_M,A_30_34_y_Tot_F,A_30_34_y_Tot_P,A_35_39_y_Indigenous_M,A_35_39_y_Indigenous_F,A_35_39_y_Indigenous_P,A_35_39_y_Non_Indig_M,A_35_39_y_Non_Indig_F,A_35_39_y_Non_Indig_P,A_35_39_y_Indig_stat_ns_M,A_35_39_y_Indig_stat_ns_F,A_35_39_y_Indig_stat_ns_P,A_35_39_y_Tot_M,A_35_39_y_Tot_F,A_35_39_y_Tot_P,A_40_44_y_Indigenous_M,A_40_44_y_Indigenous_F,A_40_44_y_Indigenous_P,A_40_44_y_Non_Indig_M,A_40_44_y_Non_Indig_F,A_40_44_y_Non_Indig_P,A_40_44_y_Indig_stat_ns_M,A_40_44_y_Indig_stat_ns_F,A_40_44_y_Indig_stat_ns_P,A_40_44_y_Tot_M,A_40_44_y_Tot_F,A_40_44_y_Tot_P,A_45_49_y_Indigenous_M,A_45_49_y_Indigenous_F,A_45_49_y_Indigenous_P,A_45_49_y_Non_Indig_M,A_45_49_y_Non_Indig_F,A_45_49_y_Non_Indig_P,A_45_49_y_Indig_stat_ns_M,A_45_49_y_Indig_stat_ns_F,A_45_49_y_Indig_stat_ns_P,A_45_49_y_Tot_M,A_45_49_y_Tot_F,A_45_49_y_Tot_P,A_50_54_y_Indigenous_M,A_50_54_y_Indigenous_F,A_50_54_y_Indigenous_P,A_50_54_y_Non_Indig_M,A_50_54_y_Non_Indig_F,A_50_54_y_Non_Indig_P,A_50_54_y_Indig_stat_ns_M,A_50_54_y_Indig_stat_ns_F,A_50_54_y_Indig_stat_ns_P,A_50_54_y_Tot_M,A_50_54_y_Tot_F,A_50_54_y_Tot_P,A_55_59_y_Indigenous_M,A_55_59_y_Indigenous_F,A_55_59_y_Indigenous_P,A_55_59_y_Non_Indig_M,A_55_59_y_Non_Indig_F,A_55_59_y_Non_Indig_P,A_55_59_y_Indig_stat_ns_M,A_55_59_y_Indig_stat_ns_F,A_55_59_y_Indig_stat_ns_P,A_55_59_y_Tot_M,A_55_59_y_Tot_F,A_55_59_y_Tot_P,A_60_64_y_Indigenous_M,A_60_64_y_Indigenous_F,A_60_64_y_Indigenous_P,A_60_64_y_Non_Indig_M,A_60_64_y_Non_Indig_F,A_60_64_y_Non_Indig_P,A_60_64_y_Indig_stat_ns_M,A_60_64_y_Indig_stat_ns_F,A_60_64_y_Indig_stat_ns_P,A_60_64_y_Tot_M,A_60_64_y_Tot_F,A_60_64_y_Tot_P,A_65_y_ov_Indigenous_M,A_65_y_ov_Indigenous_F,A_65_y_ov_Indigenous_P,A_65_y_ov_Non_Indig_M,A_65_y_ov_Non_Indig_F,A_65_y_ov_Non_Indig_P,A_65_y_ov_Indig_stat_ns_M,A_65_y_ov_Indig_stat_ns_F,A_65_y_ov_Indig_stat_ns_P,A_65_y_ov_Tot_M,A_65_y_ov_Tot_F,A_65_y_ov_Tot_P,Tot_Indigenous_M,Tot_Indigenous_F,Tot_Indigenous_P,Tot_Non_Indigenous_M,Tot_Non_Indigenous_F,Tot_Non_Indigenous_P,Tot_Indig_status_ns_M,Tot_Indig_status_ns_F,Tot_Indig_status_ns_P,Tot_Tot_M,Tot_Tot_F,Tot_Tot_P
RA50,2395,2237,4635,61456,58117,119572,2075,1920,4001,65931,62274,128206,2441,2209,4646,64223,61280,125501,2329,2287,4615,68994,65768,134760,2362,2316,4677,63987,60290,124280,2297,2120,4420,68643,64733,133372,2077,1977,4051,58088,55449,113536,2023,1917,3939,62185,59342,121530,1877,1798,3674,61197,60272,121465,3017,2533,5550,66092,64600,130689,1702,1758,3458,64750,66520,131271,4093,3360,7455,70548,71636,142183,1479,1513,2992,70469,76866,147333,4633,3269,7897,76581,81646,158226,1188,1227,2421,73924,77544,151471,4445,3144,7584,79554,81920,161472,961,994,1952,65244,68169,133410,3950,2314,6262,70150,71475,141632,936,991,1921,62677,65722,128403,3667,2353,6023,67276,69067,136341,804,976,1783,61692,64448,126137,3563,2175,5740,66062,67599,133658,722,820,1545,56731,60081,116810,3124,2027,5151,60572,62939,123506,534,622,1155,51269,55842,107115,2471,1790,4262,54271,58262,112534,826,1061,1886,145126,169184,314309,6296,7071,13365,152245,177319,329559,20293,20513,40806,960829,999780,1960606,47981,38278,86256,1029106,1058569,2087667
RA51,410,330,737,5628,5331,10956,315,294,606,6351,5951,12302,443,378,819,6859,6320,13178,398,379,777,7700,7076,14776,416,408,816,7392,6855,14250,464,437,901,8262,7703,15968,387,366,751,6185,5844,12027,400,352,753,6974,6562,13537,378,249,620,4844,4240,9081,484,329,820,5707,4817,10528,361,218,576,5062,5017,10078,515,389,901,5936,5622,11555,357,186,543,5808,6071,11882,500,368,871,6667,6630,13291,259,180,441,6334,6938,13268,574,400,972,7168,7517,14684,228,188,418,6516,6782,13296,556,392,946,7297,7362,14662,228,180,411,6888,7227,14118,643,410,1052,7755,7820,15578,151,175,325,7324,7702,15030,683,430,1113,8158,8311,16469,164,157,326,7191,7527,14720,603,428,1033,7963,8115,16078,126,124,247,7204,7718,14920,542,408,947,7871,8246,16116,183,204,389,20979,21806,42787,1341,1396,2740,22500,23412,45912,4076,3347,7426,104217,105383,209593,8011,6413,14424,116314,115138,231450
RA52,569,511,1074,4351,4148,8501,411,373,788,5332,5034,10358,585,539,1127,4918,4658,9574,527,507,1034,6031,5704,11734,622,650,1268,5084,4785,9871,547,498,1045,6259,5928,12191,556,539,1094,4499,4114,8608,428,403,827,5476,5050,10528,456,375,828,3731,3432,7161,415,369,778,4600,4175,8776,430,338,769,4266,4158,8425,510,407,921,5211,4902,10113,341,297,640,4419,4595,9009,522,452,972,5277,5343,10620,310,285,594,4648,4837,9482,534,487,1018,5487,5606,11091,296,281,575,4394,4782,9178,587,477,1060,5278,5542,10816,294,290,588,4945,5129,10076,584,454,1042,5826,5877,11706,262,303,563,5433,5521,10951,651,511,1163,6343,6335,12677,261,276,536,5787,5754,11544,618,503,1127,6665,6539,13205,211,232,447,5859,5819,11675,581,432,1014,6659,6476,13137,330,447,779,16757,16800,33555,1523,1427,2947,18610,18677,37290,5518,5367,10888,79090,78529,157616,8432,7298,15727,93046,91191,184237
RA53,582,501,1082,2409,2302,4713,357,307,662,3345,3112,6456,589,523,1110,2487,2402,4894,458,431,888,3532,3357,6889,567,577,1146,2116,2042,4158,412,392,801,3095,2999,6098,490,455,944,1568,1334,2898,302,261,560,2359,2048,4404,415,372,786,1503,1357,2858,347,284,631,2271,2004,4280,354,401,756,2117,2244,4357,456,415,868,2921,3055,5978,417,374,795,2648,2970,5624,525,482,1010,3599,3827,7425,353,326,678,2879,2966,5848,533,459,990,3760,3748,7513,308,315,620,2501,2233,4735,470,366,837,3277,2914,6189,269,268,531,2459,2243,4702,491,369,863,3212,2883,6097,247,283,525,2431,2073,4508,452,334,785,3126,2686,5819,215,257,476,2364,1989,4355,435,312,749,3019,2558,5573,181,201,383,2185,1750,3935,367,248,609,2738,2195,4930,247,326,577,4289,3745,8033,618,537,1158,5159,4609,9769,5237,5176,10411,33969,31642,65613,6224,5184,11409,45432,42002,87426
RA54,865,792,1662,1025,967,1992,247,231,479,2137,1991,4129,921,858,1780,1003,854,1857,303,290,595,2223,2005,4230,834,859,1687,700,677,1379,226,236,467,1764,1766,3531,824,797,1617,523,448,974,218,176,400,1561,1425,2991,694,742,1436,959,790,1750,477,302,778,2125,1834,3963,687,685,1371,1558,1338,2897,776,375,1148,3016,2399,5418,684,683,1365,1840,1506,3346,780,434,1210,3303,2621,5925,623,660,1281,1664,1240,2897,749,356,1108,3033,2254,5282,546,554,1094,1483,986,2469,601,273,868,2624,1811,4439,505,504,1009,1412,918,2328,583,251,833,2501,1670,4170,470,523,995,1471,972,2441,605,276,882,2541,1770,4313,356,395,751,1381,947,2328,506,251,756,2235,1592,3832,307,304,612,1207,907,2113,387,214,604,1898,1426,3330,443,556,995,2008,1381,3389,444,294,733,2895,2228,5123,8761,8898,17659,18218,13937,32152,6892,3964,10860,33874,26800,60672
RA55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,5,7,3,6,0,0,0,9,5,15,13,5,15,25,11,31,0,0,0,26,8,32,22,3,21,49,7,54,0,0,0,28,5,32,22,0,22,48,5,54,4,0,5,44,4,45,40,3,39,85,10,92,0,0,0,46,0,44,33,0,36,79,0,82,0,0,0,30,0,35,22,0,23,51,3,57,4,0,4,28,0,30,24,0,18,48,3,54,0,0,0,15,0,15,11,0,11,26,0,26,0,0,0,18,5,22,11,0,14,27,3,34,0,0,0,6,5,10,7,0,8,14,4,18,7,3,9,256,32,293,193,19,218,455,58,514
RA59,36,37,69,92,91,188,25,16,42,149,153,300,17,30,48,103,86,193,8,11,20,132,127,259,18,14,30,83,76,159,13,7,25,116,101,212,28,42,68,74,91,166,18,13,31,118,147,261,61,61,119,194,145,344,43,51,93,295,256,562,59,59,115,248,244,497,77,59,137,385,358,744,61,66,127,291,226,518,80,43,123,433,339,773,87,72,155,286,210,500,74,37,109,449,315,769,121,79,202,277,192,467,76,30,107,476,298,770,99,67,165,260,139,400,83,36,116,433,244,680,87,51,145,249,150,392,71,27,92,404,228,631,43,30,69,227,164,387,60,35,94,330,226,552,47,32,80,231,177,407,59,38,101,339,250,588,46,40,84,434,281,715,94,53,150,578,373,951,819,683,1495,3052,2281,5333,778,450,1228,4639,3416,8055
