RA_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
RA50,2645,7974,1598,793,685,474,604,666,161,15598,3041,9006,2646,705,1072,767,1217,1028,196,19683,17068,26399,53782,2918,4892,2801,10869,7393,1574,127681,4815,2767,18425,864,1289,710,3072,3621,487,36047,1245,1322,1949,325,349,311,831,1182,106,7614,2035,13983,1053,3125,603,405,790,720,199,22909,1753,7670,589,1039,378,233,643,407,102,12821,18675,19325,4142,3596,7796,5149,4595,3539,927,67746,3857,9496,1704,6610,2237,1223,1837,1946,395,29314,1216,3918,1765,1063,791,1045,859,992,115,11762,1853,393,6637,1290,686,751,2190,1608,156,15560,29,28,90,34,24,43,78,118,24,464,776,951,1315,636,420,256,984,595,238,6173,1072,848,2817,662,483,443,1532,1327,1961,11149,60079,104086,98516,23656,21699,14615,30083,25144,6645,384521,1577,6610,1950,1463,1839,793,154,483,141,15005,618,1953,440,647,882,386,116,425,70,5537,1192,4072,1616,842,1156,541,562,781,99,10862,499,1871,706,366,678,424,60,153,32,4792,574,1291,729,428,632,305,116,415,40,4523
RA51,181,379,125,32,29,20,54,80,11,909,124,190,167,48,45,62,56,97,8,803,1495,1212,7837,251,375,249,1698,1051,226,14400,525,143,2362,102,83,72,590,545,63,4495,521,232,358,58,42,58,219,319,38,1839,161,942,125,195,36,18,92,73,18,1658,245,762,109,107,27,35,118,65,12,1484,944,676,399,192,311,315,315,282,60,3498,218,396,126,509,88,78,119,175,13,1719,75,158,120,62,16,39,52,87,7,631,219,34,691,107,47,78,291,220,15,1696,0,3,6,6,0,10,11,12,0,54,76,70,139,52,18,17,138,68,22,606,163,60,379,50,24,63,273,190,205,1411,4942,5264,12943,1777,1156,1127,4046,3268,707,35208,117,337,189,85,116,40,13,69,9,966,22,35,23,26,52,14,5,35,5,224,92,133,201,51,95,56,93,72,18,805,47,92,51,25,67,24,5,21,4,344,151,192,153,88,132,81,39,147,14,1007
RA52,164,324,78,25,11,9,32,48,5,702,56,100,101,30,31,33,61,63,11,474,1406,828,5650,227,194,210,1357,976,150,11000,448,102,1440,97,51,61,354,311,37,2904,918,263,319,69,48,88,285,374,25,2392,121,731,55,157,32,7,61,48,9,1220,196,666,61,72,18,18,77,40,10,1153,786,448,191,137,213,209,215,179,28,2400,160,329,90,433,50,60,94,116,8,1338,44,86,70,45,24,41,38,54,10,416,133,22,440,56,28,65,200,148,19,1110,0,5,4,3,0,5,8,13,0,41,69,41,94,59,14,4,70,49,16,417,172,60,272,61,23,47,181,196,127,1139,4682,3990,8866,1476,733,863,3012,2614,463,26691,100,278,88,64,85,24,12,44,4,700,21,26,10,15,38,15,11,19,0,157,54,89,97,57,58,29,52,57,7,504,21,48,38,15,27,19,8,9,0,183,222,166,113,92,162,87,42,175,16,1063
RA53,67,66,56,8,10,5,7,22,0,238,41,27,53,11,15,16,15,20,8,198,911,623,3565,100,178,93,686,443,126,6740,240,46,743,37,30,26,239,203,30,1588,450,99,113,20,23,25,117,135,8,989,70,276,31,60,13,6,43,12,4,521,93,288,51,30,12,10,41,24,8,555,482,172,202,76,127,93,123,103,31,1406,100,154,52,190,30,13,54,47,7,649,20,42,45,12,10,10,13,29,0,180,83,13,213,28,17,15,79,58,0,513,0,0,0,0,0,0,5,0,0,10,38,33,87,23,14,8,48,35,17,303,83,38,195,34,15,19,115,112,108,709,2672,1886,5401,633,501,330,1585,1238,347,14599,61,114,40,29,58,13,6,11,0,334,13,3,7,15,17,8,3,6,0,70,44,72,122,23,45,21,41,43,8,423,17,20,18,5,13,0,5,8,3,92,104,66,41,30,63,25,24,51,10,415
RA54,44,128,44,14,3,7,25,11,0,270,9,18,16,9,4,4,21,7,0,87,394,413,2267,93,65,27,603,285,80,4226,124,38,399,39,26,16,226,130,27,1025,148,72,49,26,17,5,81,74,9,483,33,162,22,64,13,7,41,25,0,378,66,189,28,30,13,0,53,11,3,390,208,84,117,63,63,35,104,66,14,763,46,93,42,157,19,10,59,51,4,482,16,21,17,13,6,7,23,14,0,126,49,3,199,32,12,15,92,50,13,454,0,0,0,0,0,3,0,0,3,10,17,18,45,19,4,0,47,24,7,184,60,26,126,32,8,18,121,79,68,541,1212,1282,3371,582,256,158,1496,841,223,9416,20,61,29,38,25,8,8,19,3,211,6,8,3,3,9,0,3,4,0,42,23,56,47,20,19,6,43,23,0,238,3,8,0,8,9,0,10,8,0,54,54,54,19,26,46,9,16,30,4,261
RA55,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,25,43,0,6,0,10,23,6,113,0,0,5,0,0,0,5,10,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,0,0,0,5,0,10,4,34,59,0,3,0,20,49,12,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA59,0,6,5,0,0,0,0,0,0,15,5,3,3,0,0,0,0,0,0,14,14,43,100,6,3,3,37,25,0,230,5,0,34,0,0,3,9,11,4,70,0,3,0,0,0,0,0,8,0,14,3,9,0,3,0,0,0,4,0,23,0,5,5,0,0,0,0,3,0,14,11,13,6,5,8,6,6,11,0,60,4,12,4,10,4,0,4,5,0,49,0,9,4,4,3,0,0,0,0,21,0,0,14,0,0,3,5,7,0,38,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,0,0,0,17,3,0,3,0,0,0,8,3,10,25,40,106,188,38,25,15,72,95,13,595,0,7,0,7,0,0,0,8,0,21,0,0,0,0,0,0,0,0,0,6,0,3,0,0,5,0,3,0,0,16,0,0,0,0,0,0,0,0,0,5,0,5,0,4,0,0,0,4,0,14
