RA_CODE_2021,M_Neg_Nil_income_15_19_yrs,M_Neg_Nil_income_20_24_yrs,M_Neg_Nil_income_25_34_yrs,M_Neg_Nil_income_35_44_yrs,M_Neg_Nil_income_45_54_yrs,M_Neg_Nil_income_55_64_yrs,M_Neg_Nil_income_65_74_yrs,M_Neg_Nil_income_75_84_yrs,M_Negtve_Nil_incme_85_yrs_ovr,M_Neg_Nil_income_Tot,M_1_149_15_19_yrs,M_1_149_20_24_yrs,M_1_149_25_34_yrs,M_1_149_35_44_yrs,M_1_149_45_54_yrs,M_1_149_55_64_yrs,M_1_149_65_74_yrs,M_1_149_75_84_yrs,M_1_149_85ov,M_1_149_Tot,M_150_299_15_19_yrs,M_150_299_20_24_yrs,M_150_299_25_34_yrs,M_150_299_35_44_yrs,M_150_299_45_54_yrs,M_150_299_55_64_yrs,M_150_299_65_74_yrs,M_150_299_75_84_yrs,M_150_299_85ov,M_150_299_Tot,M_300_399_15_19_yrs,M_300_399_20_24_yrs,M_300_399_25_34_yrs,M_300_399_35_44_yrs,M_300_399_45_54_yrs,M_300_399_55_64_yrs,M_300_399_65_74_yrs,M_300_399_75_84_yrs,M_300_399_85ov,M_300_399_Tot,M_400_499_15_19_yrs,M_400_499_20_24_yrs,M_400_499_25_34_yrs,M_400_499_35_44_yrs,M_400_499_45_54_yrs,M_400_499_55_64_yrs,M_400_499_65_74_yrs,M_400_499_75_84_yrs,M_400_499_85ov,M_400_499_Tot,M_500_649_15_19_yrs,M_500_649_20_24_yrs,M_500_649_25_34_yrs,M_500_649_35_44_yrs,M_500_649_45_54_yrs,M_500_649_55_64_yrs,M_500_649_65_74_yrs,M_500_649_75_84_yrs,M_500_649_85ov,M_500_649_Tot,M_650_799_15_19_yrs,M_650_799_20_24_yrs,M_650_799_25_34_yrs,M_650_799_35_44_yrs,M_650_799_45_54_yrs,M_650_799_55_64_yrs,M_650_799_65_74_yrs,M_650_799_75_84_yrs,M_650_799_85ov,M_650_799_Tot,M_800_999_15_19_yrs,M_800_999_20_24_yrs,M_800_999_25_34_yrs,M_800_999_35_44_yrs,M_800_999_45_54_yrs,M_800_999_55_64_yrs,M_800_999_65_74_yrs,M_800_999_75_84_yrs,M_800_999_85ov,M_800_999_Tot,M_1000_1249_15_19_yrs,M_1000_1249_20_24_yrs,M_1000_1249_25_34_yrs,M_1000_1249_35_44_yrs,M_1000_1249_45_54_yrs,M_1000_1249_55_64_yrs,M_1000_1249_65_74_yrs,M_1000_1249_75_84_yrs,M_1000_1249_85ov,M_1000_1249_Tot,M_1250_1499_15_19_yrs,M_1250_1499_20_24_yrs,M_1250_1499_25_34_yrs,M_1250_1499_35_44_yrs,M_1250_1499_45_54_yrs,M_1250_1499_55_64_yrs,M_1250_1499_65_74_yrs,M_1250_1499_75_84_yrs,M_1250_1499_85ov,M_1250_1499_Tot,M_1500_1749_15_19_yrs,M_1500_1749_20_24_yrs,M_1500_1749_25_34_yrs,M_1500_1749_35_44_yrs,M_1500_1749_45_54_yrs,M_1500_1749_55_64_yrs,M_1500_1749_65_74_yrs,M_1500_1749_75_84_yrs,M_1500_1749_85ov,M_1500_1749_Tot,M_1750_1999_15_19_yrs,M_1750_1999_20_24_yrs,M_1750_1999_25_34_yrs,M_1750_1999_35_44_yrs,M_1750_1999_45_54_yrs,M_1750_1999_55_64_yrs,M_1750_1999_65_74_yrs,M_1750_1999_75_84_yrs,M_1750_1999_85ov,M_1750_1999_Tot,M_2000_2999_15_19_yrs,M_2000_2999_20_24_yrs,M_2000_2999_25_34_yrs,M_2000_2999_35_44_yrs,M_2000_2999_45_54_yrs,M_2000_2999_55_64_yrs,M_2000_2999_65_74_yrs,M_2000_2999_75_84_yrs,M_2000_2999_85ov,M_2000_2999_Tot,M_3000_3499_15_19_yrs,M_3000_3499_20_24_yrs,M_3000_3499_25_34_yrs,M_3000_3499_35_44_yrs,M_3000_3499_45_54_yrs,M_3000_3499_55_64_yrs,M_3000_3499_65_74_yrs,M_3000_3499_75_84_yrs,M_3000_3499_85ov,M_3000_3499_Tot,M_3500_more_15_19_yrs,M_3500_more_20_24_yrs,M_3500_more_25_34_yrs,M_3500_more_35_44_yrs,M_3500_more_45_54_yrs,M_3500_more_55_64_yrs,M_3500_more_65_74_yrs,M_3500_more_75_84_yrs,M_3500_more_85ov,M_3500_more_Tot,M_PI_NS_15_19_yrs,M_PI_NS_ns_20_24_yrs,M_PI_NS_ns_25_34_yrs,M_PI_NS_ns_35_44_yrs,M_PI_NS_ns_45_54_yrs,M_PI_NS_ns_55_64_yrs,M_PI_NS_ns_65_74_yrs,M_PI_NS_ns_75_84_yrs,M_PI_NS_ns_85_yrs_ovr,M_PI_NS_ns_Tot,M_Tot_15_19_yrs,M_Tot_20_24_yrs,M_Tot_25_34_yrs,M_Tot_35_44_yrs,M_Tot_45_54_yrs,M_Tot_55_64_yrs,M_Tot_65_74_yrs,M_Tot_75_84_yrs,M_Tot_85ov,M_Tot_Tot,F_Neg_Nil_income_15_19_yrs,F_Neg_Nil_income_20_24_yrs,F_Neg_Nil_income_25_34_yrs,F_Neg_Nil_income_35_44_yrs,F_Neg_Nil_income_45_54_yrs,F_Neg_Nil_income_55_64_yrs,F_Neg_Nil_income_65_74_yrs,F_Neg_Nil_income_75_84_yrs,F_Neg_Nil_incme_85_yrs_ovr,F_Neg_Nil_income_Tot,F_1_149_15_19_yrs,F_1_149_20_24_yrs,F_1_149_25_34_yrs,F_1_149_35_44_yrs,F_1_149_45_54_yrs,F_1_149_55_64_yrs,F_1_149_65_74_yrs,F_1_149_75_84_yrs,F_1_149_85ov,F_1_149_Tot,F_150_299_15_19_yrs,F_150_299_20_24_yrs,F_150_299_25_34_yrs,F_150_299_35_44_yrs,F_150_299_45_54_yrs,F_150_299_55_64_yrs,F_150_299_65_74_yrs,F_150_299_75_84_yrs,F_150_299_85ov,F_150_299_Tot
RA50,27401,5588,4572,3219,3524,5677,6216,2558,724,59474,11987,2713,1013,697,816,1609,2506,1022,324,22683,6815,5688,3232,2231,2472,3423,5000,2832,816,32517,2767,5048,4548,3262,3604,5089,12288,10248,3176,50030,2522,4447,3837,2638,3070,4362,10293,7601,2913,41677,2930,6020,5393,3405,3458,4350,8915,5732,1598,41808,1954,6748,6895,4433,3618,4497,6651,4065,1169,40035,1386,7739,12782,8238,6932,6928,6303,2752,745,53794,768,7115,19127,14142,11312,10784,6705,2264,510,72727,297,4216,16628,13696,10765,9323,4577,1272,251,61020,163,2547,15156,14632,11791,9824,3690,959,266,59022,88,1378,11392,13203,11054,8090,2513,503,132,48347,84,1801,21068,30679,26213,17897,4430,809,189,103171,18,280,4919,9339,8355,5180,1303,250,62,29709,42,213,4691,15076,17193,10778,2976,753,171,51891,2973,4547,11879,10823,9162,7043,4799,3787,2631,57637,62185,66092,147123,149710,133337,114846,89170,47410,15662,825535,22884,4811,13443,15208,11369,15249,10061,3156,1269,97464,14246,3022,3236,4022,3058,4112,3900,1416,487,37493,8509,6579,5784,6001,4888,6306,7191,3580,1182,50020
RA51,2560,312,267,262,366,681,758,248,62,5506,1364,95,49,80,94,226,367,160,40,2463,593,287,264,267,292,478,808,399,124,3513,271,249,373,342,437,772,2332,1666,396,6838,356,243,307,302,423,706,1788,1135,358,5616,463,398,421,385,445,752,1441,802,174,5278,330,636,574,397,486,732,1133,551,138,4984,227,770,1004,746,838,1039,940,367,72,6005,111,685,1459,1319,1348,1514,1031,306,50,7817,45,428,1222,1241,1272,1245,568,155,20,6197,32,294,1119,1343,1386,1263,455,114,32,6044,17,188,918,1178,1377,1134,298,60,9,5168,9,254,1735,2759,3079,2325,504,78,17,10751,0,30,416,765,886,618,143,14,4,2879,9,32,300,868,1152,776,255,64,20,3477,578,810,2178,2222,2039,1580,1107,635,297,11440,6974,5707,12603,14470,15915,15831,13931,6760,1810,93996,2144,304,1138,1112,1160,2064,1197,308,97,9520,1652,143,391,481,343,549,500,164,83,4300,749,302,594,726,626,994,951,475,153,5580
RA52,1914,229,245,225,325,574,594,222,74,4399,902,56,62,59,96,211,287,125,36,1824,448,223,260,249,291,485,684,298,95,3034,181,177,299,307,419,737,1729,1319,366,5532,264,181,250,279,378,677,1468,1023,299,4822,406,316,343,297,420,600,1052,597,180,4214,294,490,475,346,431,665,810,452,121,4071,215,672,888,678,722,931,748,272,82,5213,138,580,1230,996,1065,1345,804,215,48,6421,54,324,960,909,968,982,483,116,17,4818,39,296,1004,954,1096,1046,388,110,31,4959,13,174,844,875,998,886,298,67,17,4166,14,233,1478,1954,2150,1741,456,78,14,8117,0,43,385,571,568,457,113,20,8,2167,0,23,293,587,717,545,218,53,18,2453,597,579,1490,1488,1509,1422,1120,728,286,9218,5476,4600,10485,10765,12168,13319,11243,5682,1681,75423,1621,254,889,726,679,1309,848,249,111,6685,1168,126,262,262,235,397,351,103,38,2949,543,239,487,463,483,735,748,331,103,4145
RA53,721,110,128,105,138,190,176,61,8,1634,354,26,18,27,35,52,59,30,6,605,203,75,107,95,111,152,161,77,16,999,80,67,117,110,144,269,432,266,69,1557,75,63,101,85,139,200,379,242,65,1346,133,116,85,99,118,202,293,121,33,1203,119,175,169,130,152,172,181,97,29,1221,96,214,319,235,244,259,179,73,18,1637,77,253,558,451,383,461,252,61,9,2509,43,206,490,441,438,401,160,30,11,2227,22,162,587,563,517,444,146,31,6,2480,7,105,500,588,478,412,132,20,4,2252,11,177,1221,1519,1247,884,157,28,5,5254,5,38,450,550,444,297,55,8,4,1838,5,35,461,885,661,414,118,39,5,2627,402,455,1212,1161,1092,944,500,228,68,6055,2359,2271,6525,7038,6343,5758,3385,1405,368,35449,597,110,547,435,322,452,251,67,21,2793,423,45,140,142,80,115,74,31,17,1055,196,87,261,233,169,216,171,72,24,1428
RA54,505,83,107,85,78,123,125,37,7,1145,129,24,39,41,39,35,47,12,3,363,241,272,426,376,274,210,116,48,12,1972,54,149,235,189,224,199,252,120,22,1439,37,50,103,91,122,170,259,125,22,977,69,51,98,91,115,109,147,64,8,749,29,73,133,97,96,127,96,37,6,691,39,126,248,157,149,166,97,33,8,1028,30,142,345,227,248,237,114,26,4,1370,21,134,321,241,258,204,87,17,0,1284,15,96,392,283,267,264,72,9,4,1393,17,107,380,336,300,255,67,9,0,1464,13,183,1055,1057,860,611,128,7,0,3908,0,35,351,398,343,233,43,3,0,1399,4,22,298,459,345,222,34,9,0,1397,371,578,1784,1542,1336,982,396,158,21,7166,1561,2125,6320,5656,5044,4137,2079,709,111,27745,436,94,279,178,127,201,105,22,11,1459,150,32,93,80,59,59,28,7,0,496,201,257,395,386,307,225,133,54,3,1965
RA55,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,3,0,3,0,0,0,17,0,3,3,4,0,0,0,0,0,14,0,0,8,5,7,0,0,0,0,24,0,3,3,5,9,3,0,0,0,21,0,0,17,31,12,14,0,0,0,77,0,3,3,14,0,0,0,0,0,26,0,0,9,17,16,4,0,0,0,50,3,13,44,71,42,20,7,0,0,197,7,25,99,157,103,55,14,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA59,35,18,36,36,41,29,22,3,3,233,13,10,10,22,13,25,8,0,0,98,20,61,106,143,136,77,27,7,0,574,3,21,71,116,110,100,80,28,0,534,4,18,27,45,31,36,74,19,0,257,5,21,33,25,28,30,39,17,0,191,0,19,30,16,15,18,16,4,0,124,4,19,41,23,23,25,16,11,5,158,0,12,64,35,29,29,14,0,0,192,0,10,33,28,20,18,14,0,0,125,0,3,34,36,25,20,5,0,0,126,0,0,26,20,18,17,5,0,0,82,0,3,47,51,45,20,8,0,0,174,0,0,16,13,7,11,0,0,0,48,0,6,12,21,18,7,4,0,0,71,27,74,233,287,287,198,120,30,11,1261,118,295,822,926,842,667,444,118,14,4247,33,13,41,36,37,53,23,0,0,238,13,9,14,20,10,22,8,0,0,93,46,31,62,102,72,41,22,3,4,382
