RA_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
RA50,..,1012,36169,80628,76077,67408,56866,30639,7458,356252,..,6671,31761,19070,12800,8832,4321,1321,223,84998,..,179,1121,3481,5443,3587,1621,758,468,16664,193778,..,..,..,..,..,..,..,..,193778,..,51278,..,..,..,..,..,..,..,51278,..,37005,21456,7041,4249,1840,333,3,0,71933,..,6075,5474,2048,1653,1927,1578,883,457,20090,..,3083,4620,1851,1148,713,363,129,20,11922,..,8069,13936,4599,3213,2852,1924,702,151,35442,..,3691,14086,14115,14066,15581,13768,7970,3479,86762,2173,2640,2832,2077,1541,1229,999,504,151,14143,195947,119693,131456,134916,120186,103974,81772,42902,12412,943266,..,2409,54277,90858,79608,67344,51777,22291,3538,372092,..,10734,36237,19086,12859,7943,3299,856,106,91118,..,1594,9633,17457,19386,10767,4687,2983,2003,68510,183491,..,..,..,..,..,..,..,..,183491,..,52749,..,..,..,..,..,..,..,52749,..,25928,13028,3179,2054,1479,377,13,0,46055,..,5530,3550,1207,1631,3808,4538,2805,1690,24751,..,2892,2952,888,536,429,193,56,22,7966
RA51,..,100,2676,6371,7670,8258,7968,4187,853,38081,..,842,2704,2003,1787,1500,831,215,31,9915,..,28,128,461,645,324,176,88,56,1891,20695,..,..,..,..,..,..,..,..,20695,..,3918,..,..,..,..,..,..,..,3918,..,4225,1546,676,448,195,32,0,0,7120,..,479,307,148,141,198,230,95,47,1640,..,301,376,176,134,97,61,21,9,1168,..,391,689,324,347,400,299,95,17,2562,..,340,1010,1123,1608,2058,2088,1067,411,9705,346,394,365,308,272,315,294,115,29,2437,21039,11010,9798,11585,13044,13347,11976,5879,1440,99123,..,201,4104,7978,8662,8799,7374,2994,417,40529,..,1258,3191,2230,2012,1472,597,150,11,10920,..,214,1175,2114,2007,834,428,303,182,7249,19246,..,..,..,..,..,..,..,..,19246,..,4147,..,..,..,..,..,..,..,4147,..,2778,835,293,229,152,47,0,0,4332,..,341,160,68,128,344,391,288,186,1899,..,338,255,106,75,65,38,14,5,910
RA52,..,98,2343,4581,5462,6354,5837,3138,737,28550,..,888,2473,1592,1420,1306,653,181,33,8543,..,26,119,339,486,316,149,95,51,1579,15650,..,..,..,..,..,..,..,..,15650,..,2440,..,..,..,..,..,..,..,2440,..,3106,1143,533,385,176,22,0,0,5372,..,476,287,152,138,217,186,91,49,1589,..,236,240,117,102,84,43,13,0,822,..,428,595,273,258,304,204,91,14,2160,..,534,1081,1033,1624,2287,2114,1071,402,10152,293,350,296,245,311,320,352,147,39,2346,15940,8575,8565,8861,10191,11356,9570,4816,1333,79207,..,222,3293,5586,6050,6596,5338,2299,333,29721,..,1361,2675,1728,1562,1179,478,130,12,9131,..,201,940,1482,1330,665,324,256,149,5354,14801,..,..,..,..,..,..,..,..,14801,..,2607,..,..,..,..,..,..,..,2607,..,1808,586,212,174,125,33,0,0,2948,..,393,137,68,152,247,291,198,107,1589,..,238,137,50,40,42,22,10,0,552
RA53,..,43,1369,2968,2546,2316,1543,676,147,11606,..,414,1649,1193,841,545,206,49,3,4893,..,22,57,163,172,125,50,22,16,620,8432,..,..,..,..,..,..,..,..,8432,..,950,..,..,..,..,..,..,..,950,..,1193,425,156,124,39,3,0,0,1931,..,258,145,87,86,95,65,40,9,777,..,111,143,66,48,40,12,3,0,432,..,154,328,169,151,148,79,14,3,1051,..,299,680,632,820,1018,668,315,92,4512,180,186,187,146,160,168,110,33,16,1196,8618,3627,4978,5580,4939,4493,2747,1150,284,36410,..,76,1992,3221,2572,2157,1296,483,71,11871,..,641,1908,1150,777,481,130,33,5,5119,..,89,408,601,439,201,110,66,26,1938,7984,..,..,..,..,..,..,..,..,7984,..,918,..,..,..,..,..,..,..,918,..,682,168,70,43,22,5,0,0,994,..,229,88,40,80,135,109,57,26,756,..,98,134,31,35,17,0,4,6,331
RA54,..,106,768,1219,1114,1035,639,257,34,5172,..,269,941,647,477,377,153,42,0,2914,..,10,59,119,144,95,48,18,10,506,4930,..,..,..,..,..,..,..,..,4930,..,404,..,..,..,..,..,..,..,404,..,784,294,155,76,26,0,0,0,1339,..,408,212,152,122,98,59,28,12,1091,..,58,73,39,32,28,20,3,0,249,..,87,186,81,83,96,47,14,0,595,..,117,376,366,524,592,494,162,26,2659,128,110,133,134,127,110,61,14,0,823,5061,2354,3039,2908,2698,2459,1532,547,82,20678,..,142,1034,1360,1100,974,494,169,15,5291,..,420,1048,672,503,306,100,21,8,3076,..,134,417,445,354,182,111,56,20,1720,4636,..,..,..,..,..,..,..,..,4636,..,409,..,..,..,..,..,..,..,409,..,627,152,71,46,23,0,0,0,920,..,293,138,104,139,178,108,45,21,1030,..,61,51,19,16,18,9,6,0,180
RA55,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
RA59,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,96,148,195,182,126,107,64,21,8,953,96,148,195,182,126,107,64,21,8,953,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
