RA_CODE_2021,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
RA50,329,585,4693,3192,646,6257,2139,8998,432,27267,1694,5567,12409,6064,2565,5853,4997,8350,956,48450,10829,27708,32266,8566,6839,5669,13527,12173,2507,120075,21254,31099,30088,6630,7325,4271,14029,9320,2368,126391,21765,23714,24676,5508,6544,3971,13165,8110,2029,109482,15299,16503,17698,4056,5515,3251,11807,7067,1351,82547,4446,6055,4259,1076,1715,1440,3185,2460,471,25105,675,941,330,95,232,225,239,375,152,3266,45,61,10,4,28,21,4,21,49,239,76325,112226,126427,35186,31408,30959,63084,56876,10319,542823,355,684,1000,8064,1734,12832,437,3876,407,29387,2081,7648,3026,14102,7355,9145,1010,3250,682,48297,10116,38509,7470,19720,19456,8191,2166,5938,1711,113282,13229,38023,6118,17721,22205,6708,1857,6219,1582,113659,12458,28982,4943,16610,23464,7366,1962,6968,1297,104051,7437,18240,3275,11724,19318,6221,1450,5768,868,74304,1610,4597,728,2470,5196,1610,313,1492,275,18293,163,356,50,142,444,140,22,163,114,1582,12,13,6,0,24,7,0,10,40,103,47470,137054,26606,90547,99197,52218,9217,33686,6977,502963
RA51,48,34,884,272,40,745,198,1149,72,3436,125,175,1617,261,98,288,500,924,56,4037,751,853,3544,463,224,354,1305,1557,180,9238,1492,1302,3659,473,332,298,1850,1330,246,10991,2073,1533,3438,533,435,400,2330,1222,278,12246,1811,1313,2609,485,454,373,2250,1234,205,10732,928,492,596,123,167,183,628,404,79,3596,254,61,38,7,24,32,41,64,31,547,39,3,0,3,0,4,0,9,11,71,7524,5766,16379,2615,1780,2668,9097,7879,1178,54896,37,37,186,1016,185,1399,58,605,69,3595,168,364,328,937,499,544,114,432,63,3442,710,1879,740,1521,1402,749,261,905,94,8268,1198,2744,763,1914,2072,915,261,1015,157,11048,1387,2582,707,2197,2583,1080,350,1252,165,12301,1063,1860,494,1686,2165,946,272,1009,98,9591,405,480,111,318,526,231,63,275,45,2444,89,22,11,24,48,8,8,39,25,267,12,0,0,0,0,0,0,0,3,17,5064,9968,3338,9614,9482,5875,1388,5536,711,50968
RA52,61,29,771,168,32,521,162,862,62,2669,180,161,1264,168,59,243,424,768,57,3332,876,823,2721,402,181,299,1233,1286,130,7952,1607,978,2270,391,218,280,1307,1027,130,8208,2002,1024,2165,508,260,293,1751,1004,171,9180,2000,955,1839,432,314,317,1946,1052,169,9033,1203,367,495,115,117,120,595,415,72,3509,387,43,41,15,24,30,46,79,38,703,56,4,0,0,0,0,0,10,12,87,8364,4388,11567,2203,1209,2105,7458,6504,860,44661,29,43,142,678,154,963,55,442,52,2557,105,430,261,701,439,420,142,319,42,2847,533,1761,483,1250,1271,588,226,664,82,6866,983,1930,423,1400,1575,611,267,716,91,7987,1260,1863,486,1551,1816,761,306,917,124,9075,1156,1423,378,1325,1693,674,239,940,116,7933,611,365,79,293,506,180,57,263,49,2397,145,30,8,14,52,15,8,51,31,355,10,0,0,0,0,0,0,0,4,18,4826,7845,2256,7215,7507,4202,1289,4314,580,40035
RA53,25,10,306,69,14,217,87,336,39,1101,120,67,567,71,35,83,216,323,37,1520,676,523,1771,231,141,148,662,638,109,4896,1137,583,1791,230,198,121,798,491,144,5485,1175,444,1236,201,172,99,855,436,124,4741,1091,344,765,118,140,107,857,419,91,3933,486,92,180,41,49,39,237,133,29,1276,151,7,11,3,8,11,11,26,13,240,15,0,0,0,0,0,0,0,10,28,4878,2068,6617,963,756,815,3729,2806,589,23224,12,18,69,220,109,335,23,160,29,973,60,208,96,290,269,150,81,128,23,1301,466,1242,331,698,908,323,202,378,65,4608,682,1095,283,728,1017,286,154,421,85,4744,746,726,216,590,826,312,160,359,49,3984,609,498,129,402,579,238,112,342,45,2942,227,127,22,103,170,42,30,93,11,832,56,9,0,8,6,6,5,24,4,115,4,0,0,0,0,0,0,0,0,4,2857,3918,1142,3045,3885,1691,759,1895,311,19509
RA54,10,18,93,27,13,77,42,145,18,437,41,106,290,80,29,42,195,247,20,1035,280,475,1189,273,67,82,716,506,103,3687,447,344,1097,206,112,33,758,292,79,3372,505,257,769,160,87,39,809,313,84,3022,427,208,510,156,90,39,682,252,55,2418,173,63,105,45,27,19,175,73,17,699,43,10,7,0,3,0,14,11,9,103,3,0,0,0,0,0,0,0,0,17,1931,1481,4052,941,423,338,3389,1845,391,14786,4,14,26,117,41,90,12,84,15,404,30,136,60,176,142,63,72,135,32,846,223,684,201,515,456,136,201,315,60,2798,335,447,152,391,442,132,169,222,48,2340,328,349,102,314,360,124,169,226,43,2014,301,300,70,225,299,131,86,199,28,1634,87,72,11,42,68,39,11,57,17,410,20,5,0,5,8,5,3,4,9,51,0,0,0,0,0,0,0,0,0,4,1326,2007,629,1783,1820,717,730,1238,248,10502
RA55,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,6,0,12,0,3,15,0,0,0,5,21,0,60,0,12,27,0,4,0,8,30,4,92,4,8,12,0,0,0,5,15,6,55,0,9,13,0,0,0,3,0,0,30,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32,77,0,10,0,25,86,12,246,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,8,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,15,0,29
RA59,0,0,3,0,0,0,5,9,5,19,0,0,20,15,3,11,17,34,8,101,11,37,76,15,12,7,38,65,6,268,28,36,64,13,9,5,39,30,5,211,6,23,53,8,0,0,53,17,4,156,8,8,17,10,6,3,32,20,4,115,0,3,4,0,0,0,9,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,115,232,51,36,29,182,169,19,899,0,0,0,13,7,6,0,11,0,33,4,15,4,22,12,5,7,12,5,84,14,47,9,57,22,10,8,57,7,234,17,35,7,31,23,12,7,13,3,138,7,9,7,17,28,5,7,9,0,91,5,17,6,29,23,3,3,18,0,102,0,5,3,0,11,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,139,34,172,112,47,31,120,11,715
