RA_CODE_2021,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
RA50,35,45,32,115,85,107,192,306,1221,18,1548,18,94,8,125,40,33,70,194,308,0,501,20,222,24,267,109,95,204,470,626,5,1103,40,403,41,487,180,178,357,836,1121,18,1976,78,689,57,823,181,260,439,1266,2093,22,3378,216,1721,165,2104,284,439,719,2827,3050,16,5892,572,2438,204,3216,213,278,494,3703,2793,13,6511,1464,2690,218,4374,143,193,338,4713,3437,29,8173,2652,2837,213,5703,150,138,287,5983,3010,25,9021,3005,2282,203,5491,134,102,238,5730,2201,21,7948,2933,1440,185,4557,85,64,151,4714,1520,16,6245,2824,1042,163,4028,59,45,103,4123,1147,11,5283,5266,1638,292,7199,84,52,129,7328,1609,21,8960,2198,681,136,3021,46,42,91,3105,841,3,3949,1856,424,111,2395,27,18,45,2435,349,7,2786,701,156,45,894,7,4,17,905,200,0,1112,2223,425,98,2745,36,17,51,2795,454,10,3258,2465,1332,321,4127,140,104,243,4362,1953,133,6454,89,58
RA51,8,4,0,15,9,5,11,28,87,3,111,0,7,0,9,0,3,3,11,40,0,49,5,26,7,32,9,14,28,55,59,0,120,4,60,0,67,13,26,34,99,141,0,245,7,102,8,125,19,21,42,166,279,0,449,42,241,19,306,33,58,87,396,411,0,805,91,380,28,498,21,19,37,536,334,0,871,199,387,34,618,22,10,37,659,400,6,1059,319,389,34,743,10,15,25,763,339,4,1105,322,244,19,586,7,10,15,604,250,0,859,263,153,22,440,4,5,8,448,125,0,574,253,91,20,358,7,6,12,369,88,0,455,453,111,30,591,8,3,9,610,129,4,736,156,68,25,247,6,0,6,249,65,0,315,115,32,13,157,3,0,3,157,18,0,182,48,10,3,59,0,0,0,62,14,0,78,92,21,8,118,0,4,0,127,29,0,156,311,191,42,541,13,14,32,570,243,18,832,14,7
RA52,5,4,0,5,4,3,11,23,73,4,95,0,12,0,16,0,4,6,21,24,0,52,8,21,0,26,16,9,31,55,74,0,127,7,30,3,40,22,20,42,78,119,7,209,7,84,7,97,27,25,52,149,230,8,385,24,178,22,228,17,31,46,275,314,3,597,73,263,20,354,21,21,36,395,287,7,680,137,217,26,377,14,10,20,401,342,5,747,234,214,26,470,6,6,10,486,255,5,748,246,168,16,418,5,11,18,440,152,0,596,219,116,14,344,5,0,8,348,95,0,443,196,72,19,282,3,4,7,291,78,0,369,315,75,29,416,0,3,7,419,106,0,529,118,37,10,170,0,5,5,173,63,4,234,117,20,3,146,0,0,0,145,22,0,163,48,7,0,55,6,0,6,61,3,0,65,94,17,11,119,0,0,0,123,25,0,151,214,131,18,364,10,3,15,380,199,17,599,4,3
RA53,4,6,0,8,5,0,0,15,33,0,45,0,0,0,0,4,0,3,3,14,0,12,0,5,0,6,6,4,9,13,41,0,54,0,18,3,18,11,9,18,36,55,0,93,6,19,0,24,0,5,8,32,99,0,135,5,53,3,60,10,12,24,83,78,0,161,21,69,8,93,3,5,12,98,63,0,165,59,53,0,114,3,3,5,122,79,0,201,85,51,3,141,4,9,5,151,68,0,218,90,36,8,140,3,0,5,142,51,0,191,115,23,7,155,0,0,0,154,25,0,178,90,19,9,121,0,4,5,124,27,0,157,181,37,14,227,0,3,3,231,32,3,268,54,11,0,64,0,0,0,64,16,0,85,72,10,3,91,0,0,0,91,5,0,97,32,3,3,34,0,0,0,34,3,0,36,77,9,0,91,0,0,0,97,13,0,107,97,45,20,166,6,8,12,178,79,8,260,6,4
RA54,0,0,0,0,0,3,3,0,21,0,23,0,0,0,0,0,0,0,0,14,0,20,0,16,3,16,5,0,5,26,128,0,152,0,15,5,17,5,7,13,29,122,3,157,9,27,0,34,4,12,14,47,145,0,196,8,35,4,43,9,11,17,57,113,0,172,6,26,12,50,5,11,14,59,141,0,198,29,23,5,61,4,8,8,73,111,0,180,46,33,4,84,5,3,7,95,89,0,185,48,19,7,70,3,0,3,75,59,0,136,59,13,3,70,7,5,6,77,32,0,109,51,9,7,65,0,0,0,67,24,0,93,80,23,6,106,0,0,0,108,25,0,133,35,10,5,46,0,0,0,46,10,0,58,20,6,6,29,0,0,0,29,9,0,42,8,4,5,13,0,0,0,13,0,0,14,24,3,6,26,0,0,0,29,9,0,34,68,30,9,101,3,0,4,106,100,9,212,7,6
RA55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
