RA_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
RA50,70,14,16,18,62065,62185,1295,79,43,34,64642,66092,42370,1978,2117,122,100533,147123,90652,5505,7905,214,45443,149710,85084,6610,13983,743,26909,133337,75809,5107,16661,1718,15549,114846,62987,3355,13045,3464,6326,89170,34183,1318,5172,4771,1980,47410,9199,263,960,4761,482,15662,401653,24228,59883,15837,323933,825535,62,21,14,17,59232,59342,2916,209,79,34,61363,64600,59083,3715,3575,203,86709,153281,96076,7377,11280,837,37822,153391,84442,7901,19867,2228,22228,136666,73778,5917,23847,5773,11886,121194,57450,3372,19013,13203,4962,98001,25112,1042,7856,18694,1707,54408,4806,170,1787,17503,624,24896,403732,29728,87307,58496,286535,865795,135,33,28,35,121304,121530,4213,294,123,63,126004,130689,101458,5692,5690,326,187245,300403,186726,12880,19181,1053,83266,303100,169530,14513,33849,2979,49135,270009,149584,11027,40501,7493,27440,236044,120434,6728,32056,16664,11290,187175,59299,2357,13024,23457,3684,101828,14003,436,2743,22266,1109,40566,805384,53956,147186,74334,610468,1691327
RA51,7,0,0,4,6964,6974,165,12,0,5,5530,5707,3542,233,171,14,8639,12603,7871,655,826,28,5085,14470,9408,918,1772,81,3735,15915,10058,791,2569,251,2162,15831,9713,553,2258,588,831,13931,4899,193,755,706,205,6760,1061,23,122,542,59,1810,46719,3388,8468,2216,33208,93996,14,3,0,0,6539,6562,218,16,0,7,4574,4817,4509,357,311,32,7045,12248,8652,841,1147,106,4130,14876,9505,1028,2347,296,2952,16134,10220,775,3109,729,1539,16363,8762,447,2391,1635,524,13762,3531,113,824,2342,164,6973,537,17,178,1889,51,2676,45944,3589,10305,7035,27532,94409,17,3,4,3,13503,13537,375,33,0,10,10103,10528,8051,590,482,45,15687,24852,16524,1497,1975,128,9217,29343,18912,1946,4118,385,6694,32047,20278,1564,5675,977,3697,32193,18470,995,4647,2223,1360,27697,8429,306,1575,3047,368,13733,1599,45,294,2431,115,4482,92666,6974,18773,9245,60739,188402
RA52,16,0,9,0,5455,5476,149,12,0,3,4432,4600,3020,163,144,10,7145,10485,5768,457,541,29,3969,10765,6757,694,1307,85,3321,12168,7826,726,2098,286,2373,13319,7305,548,1857,542,997,11243,3805,204,696,664,308,5682,950,30,113,523,68,1681,35604,2841,6770,2141,28066,75423,8,3,0,0,5042,5050,253,34,5,9,3881,4175,3733,247,220,29,6011,10247,6285,608,802,101,3363,11148,6996,727,1635,241,2606,12213,7907,661,2296,633,1516,13017,6560,384,1747,1490,504,10676,2785,107,681,2019,135,5725,464,21,138,1613,40,2272,34992,2789,7520,6137,23084,74522,20,3,9,7,10492,10528,402,43,7,9,8307,8776,6751,415,370,39,13160,20730,12052,1069,1340,127,7329,21911,13760,1420,2939,332,5928,24378,15738,1387,4392,921,3897,26343,13864,932,3607,2026,1490,21921,6593,314,1380,2678,444,11411,1417,46,252,2132,104,3958,70593,5630,14298,8281,51155,149948
RA53,4,0,0,0,2354,2359,62,4,0,0,2203,2271,1817,99,85,5,4519,6525,3892,228,378,16,2526,7038,3556,350,651,40,1752,6343,3260,330,932,102,1134,5758,2064,223,570,183,349,3385,875,50,195,194,98,1405,208,14,27,103,15,368,15738,1295,2832,639,14939,35449,5,0,0,0,2038,2048,86,3,4,0,1915,2004,2393,137,139,14,4202,6881,3871,269,395,56,2073,6663,3241,297,634,86,1320,5574,2820,226,800,240,671,4755,1687,115,455,418,183,2853,632,39,145,458,41,1313,97,10,24,301,12,447,14830,1096,2595,1567,12445,32531,14,0,0,0,4389,4404,154,6,4,0,4114,4280,4204,234,227,23,8720,13402,7759,498,772,73,4592,13702,6800,653,1281,121,3067,11917,6082,556,1732,341,1804,10505,3746,333,1024,595,533,6236,1510,84,339,649,135,2719,302,23,55,404,33,815,30571,2391,5430,2209,27383,67980
RA54,35,0,0,3,1522,1561,169,13,6,4,1937,2125,1550,99,92,12,4568,6320,2609,268,323,16,2437,5656,2414,324,610,30,1667,5044,2085,290,723,94,943,4137,1034,113,454,113,360,2079,373,47,121,89,81,709,50,0,5,39,13,111,10307,1158,2323,407,13545,27745,48,0,0,0,1382,1425,163,14,7,0,1648,1834,1423,114,70,12,3396,5020,1917,197,221,30,1702,4069,1588,210,406,80,1155,3442,1455,203,523,211,626,3019,719,73,226,278,197,1496,244,13,69,211,43,577,27,0,6,110,13,147,7582,818,1531,941,10161,21036,79,0,3,3,2908,2991,335,25,16,7,3582,3963,2973,212,160,26,7963,11339,4525,465,541,45,4145,9719,4002,529,1008,114,2825,8486,3541,493,1246,308,1575,7161,1754,188,681,395,564,3574,616,60,190,304,121,1286,74,7,10,148,18,258,17892,1979,3855,1347,23702,48779
RA55,0,0,0,0,7,7,0,0,0,0,25,25,25,0,0,0,69,99,75,13,9,0,64,157,61,3,11,0,24,103,35,5,9,0,3,55,9,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,205,30,37,3,189,455,0,0,0,0,3,3,0,0,0,0,11,11,4,0,0,0,7,14,0,0,5,0,7,11,3,0,0,0,0,9,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,33,61,0,0,0,0,6,6,0,0,0,0,31,31,32,0,0,0,83,116,75,13,11,0,72,170,66,8,17,0,27,109,33,5,16,0,7,62,14,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,217,25,44,3,227,516
RA59,0,0,0,0,114,118,4,3,0,0,294,295,71,28,30,4,686,822,190,91,66,0,579,926,131,128,117,12,460,842,212,88,155,12,204,667,198,30,119,35,61,444,49,7,32,17,16,118,0,4,9,0,7,14,861,371,524,83,2408,4247,0,0,0,0,145,147,13,0,0,0,248,256,104,24,25,0,531,692,143,55,56,8,347,613,113,34,97,15,216,468,231,34,118,18,74,477,164,17,81,23,22,316,19,0,3,16,0,38,0,0,3,9,4,16,791,175,385,93,1589,3030,0,0,0,0,259,261,10,3,0,0,539,562,180,60,56,4,1220,1512,336,141,119,16,924,1543,241,166,211,24,673,1313,442,126,271,30,277,1144,371,48,199,57,83,758,65,8,33,33,15,155,0,4,5,14,3,30,1648,548,909,175,3998,7285
