RA_CODE_2021,F_300_399_15_19_yrs,F_300_399_20_24_yrs,F_300_399_25_34_yrs,F_300_399_35_44_yrs,F_300_399_45_54_yrs,F_300_399_55_64_yrs,F_300_399_65_74_yrs,F_300_399_75_84_yrs,F_300_399_85ov,F_300_399_Tot,F_400_499_15_19_yrs,F_400_499_20_24_yrs,F_400_499_25_34_yrs,F_400_499_35_44_yrs,F_400_499_45_54_yrs,F_400_499_55_64_yrs,F_400_499_65_74_yrs,F_400_499_75_84_yrs,F_400_499_85ov,F_400_499_Tot,F_500_649_15_19_yrs,F_500_649_20_24_yrs,F_500_649_25_34_yrs,F_500_649_35_44_yrs,F_500_649_45_54_yrs,F_500_649_55_64_yrs,F_500_649_65_74_yrs,F_500_649_75_84_yrs,F_500_649_85ov,F_500_649_Tot,F_650_799_15_19_yrs,F_650_799_20_24_yrs,F_650_799_25_34_yrs,F_650_799_35_44_yrs,F_650_799_45_54_yrs,F_650_799_55_64_yrs,F_650_799_65_74_yrs,F_650_799_75_84_yrs,F_650_799_85ov,F_650_799_Tot,F_800_999_15_19_yrs,F_800_999_20_24_yrs,F_800_999_25_34_yrs,F_800_999_35_44_yrs,F_800_999_45_54_yrs,F_800_999_55_64_yrs,F_800_999_65_74_yrs,F_800_999_75_84_yrs,F_800_999_85ov,F_800_999_Tot,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1749_15_19_yrs,F_1500_1749_20_24_yrs,F_1500_1749_25_34_yrs,F_1500_1749_35_44_yrs,F_1500_1749_45_54_yrs,F_1500_1749_55_64_yrs,F_1500_1749_65_74_yrs,F_1500_1749_75_84_yrs,F_1500_1749_85ov,F_1500_1749_Tot,F_1750_1999_15_19_yrs,F_1750_1999_20_24_yrs,F_1750_1999_25_34_yrs,F_1750_1999_35_44_yrs,F_1750_1999_45_54_yrs,F_1750_1999_55_64_yrs,F_1750_1999_65_74_yrs,F_1750_1999_75_84_yrs,F_1750_1999_85ov,F_1750_1999_Tot,F_2000_2999_15_19_yrs,F_2000_2999_20_24_yrs,F_2000_2999_25_34_yrs,F_2000_2999_35_44_yrs,F_2000_2999_45_54_yrs,F_2000_2999_55_64_yrs,F_2000_2999_65_74_yrs,F_2000_2999_75_84_yrs,F_2000_2999_85ov,F_2000_2999_Tot,F_3000_3499_15_19_yrs,F_3000_3499_20_24_yrs,F_3000_3499_25_34_yrs,F_3000_3499_35_44_yrs,F_3000_3499_45_54_yrs,F_3000_3499_55_64_yrs,F_3000_3499_65_74_yrs,F_3000_3499_75_84_yrs,F_3000_3499_85ov,F_3000_3499_Tot,F_3500_more_15_19_yrs,F_3500_more_20_24_yrs,F_3500_more_25_34_yrs,F_3500_more_35_44_yrs,F_3500_more_45_54_yrs,F_3500_more_55_64_yrs,F_3500_more_65_74_yrs,F_3500_more_75_84_yrs,F_3500_more_85ov,F_3500_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_149_15_19_yrs,P_1_149_20_24_yrs,P_1_149_25_34_yrs,P_1_149_35_44_yrs,P_1_149_45_54_yrs,P_1_149_55_64_yrs,P_1_149_65_74_yrs,P_1_149_75_84_yrs,P_1_149_85ov,P_1_149_Tot,P_150_299_15_19_yrs,P_150_299_20_24_yrs,P_150_299_25_34_yrs,P_150_299_35_44_yrs,P_150_299_45_54_yrs,P_150_299_55_64_yrs,P_150_299_65_74_yrs,P_150_299_75_84_yrs,P_150_299_85ov,P_150_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_499_15_19_yrs,P_400_499_20_24_yrs,P_400_499_25_34_yrs,P_400_499_35_44_yrs,P_400_499_45_54_yrs,P_400_499_55_64_yrs,P_400_499_65_74_yrs,P_400_499_75_84_yrs,P_400_499_85ov,P_400_499_Tot,P_500_649_15_19_yrs,P_500_649_20_24_yrs,P_500_649_25_34_yrs,P_500_649_35_44_yrs,P_500_649_45_54_yrs,P_500_649_55_64_yrs,P_500_649_65_74_yrs,P_500_649_75_84_yrs,P_500_649_85ov,P_500_649_Tot
RA50,3583,6192,6827,6887,6506,8629,16100,10491,2828,68048,2410,5673,7376,7311,6777,8205,16476,13439,7051,74713,2136,7413,11788,11153,9687,9411,11688,7119,3160,73549,1263,6900,12936,12417,10593,9042,7579,3805,1451,65981,813,7255,15754,14084,12964,10011,5710,2296,936,69812,371,6117,18209,15811,14652,11671,4639,1325,484,73278,165,3728,15208,12642,11551,8701,2804,697,242,55727,79,1820,13102,11383,10462,7513,2177,615,270,47429,24,635,8308,8366,7764,5140,1361,313,102,32026,31,653,9903,14216,13358,8102,1877,422,174,48735,11,90,1475,2718,2538,1585,464,172,65,9120,30,95,1244,4123,4525,2452,910,438,152,13963,2790,3606,8686,7065,5979,5082,5066,5122,5047,48449,59342,64600,153281,153391,136666,121194,98001,54408,24896,865795,50288,10401,18017,18426,14892,20925,16275,5711,1996,156932,26232,5733,4252,4712,3867,5719,6404,2437,811,60177,15332,12269,9014,8231,7351,9732,12190,6413,2004,82540,6351,11240,11377,10151,10106,13715,28387,20735,6006,118078,4935,10116,11211,9942,9852,12563,26772,21036,9961,116389,5066,13439,17182,14553,13142,13760,20606,12849,4759,115350
RA51,347,331,698,821,858,1348,2776,1479,327,8982,315,332,826,941,946,1354,2472,1691,780,9663,376,560,1201,1395,1446,1418,1688,900,333,9320,258,644,1220,1541,1646,1364,1037,510,161,8377,137,721,1416,1627,1729,1409,700,275,95,8108,61,506,1319,1562,1844,1437,554,168,40,7486,11,287,901,1056,1219,1026,272,66,26,4876,3,159,645,906,1084,758,227,73,30,3894,4,50,431,604,772,515,126,28,9,2546,3,64,482,859,1043,779,182,39,17,3467,0,10,57,144,172,115,37,17,7,564,5,7,59,169,251,192,89,31,13,814,487,410,870,932,992,1029,947,752,499,6909,6562,4817,12248,14876,16134,16363,13762,6973,2676,94409,4702,613,1405,1378,1528,2746,1958,551,157,15030,3017,237,437,557,435,775,873,318,118,6768,1344,591,861,993,917,1480,1759,872,279,9091,619,578,1073,1160,1298,2116,5108,3140,727,15822,672,579,1127,1243,1371,2062,4259,2822,1140,15274,837,959,1622,1784,1891,2173,3133,1707,512,14601
RA52,225,246,512,564,655,1058,1991,1188,278,6709,238,243,612,652,731,1009,1800,1323,578,7185,260,463,920,1057,988,1116,1205,725,289,7016,212,542,1020,1100,1082,1015,773,371,109,6216,146,548,988,1137,1287,1186,575,233,97,6192,70,475,1114,1099,1357,1253,427,140,39,5976,25,298,760,844,894,761,269,75,14,3945,20,173,721,677,863,699,186,83,31,3452,4,63,401,518,586,463,143,41,6,2240,8,53,435,700,925,642,190,42,22,3022,0,6,61,123,135,103,45,12,9,484,4,11,64,141,199,162,93,41,9,730,512,440,1007,1072,1117,1097,1038,761,535,7583,5050,4175,10247,11148,12213,13017,10676,5725,2272,74522,3535,479,1128,953,1002,1878,1437,474,186,11081,2063,186,321,323,329,603,640,229,75,4773,993,461,745,715,772,1226,1433,630,200,7174,406,425,805,865,1076,1800,3720,2503,640,12246,499,425,862,938,1115,1688,3265,2348,880,12011,667,780,1258,1353,1407,1720,2255,1321,470,11227
RA53,84,96,266,295,245,309,439,238,53,2025,68,103,248,287,222,253,397,296,110,1985,91,123,388,419,324,270,252,136,58,2048,82,196,450,431,395,296,213,81,27,2172,53,241,563,557,446,375,146,41,15,2442,52,244,682,626,576,483,155,38,8,2859,17,196,560,524,445,342,82,18,5,2196,13,127,597,508,411,293,67,26,4,2050,4,52,480,363,327,215,74,12,0,1539,4,64,502,649,596,342,72,12,0,2248,0,7,94,106,82,78,14,10,0,396,4,8,95,182,150,90,40,15,0,584,343,322,1012,906,776,630,404,219,102,4714,2048,2004,6881,6663,5574,4755,2853,1313,447,32531,1322,223,666,531,463,642,421,131,31,4435,775,64,159,167,113,155,134,59,25,1658,403,159,367,329,280,365,334,144,40,2423,161,166,383,400,389,573,876,505,121,3586,143,161,351,380,357,454,775,538,171,3336,220,240,474,519,438,470,541,260,92,3255
RA54,61,140,315,275,250,265,253,95,27,1690,40,94,217,167,170,185,179,133,40,1236,73,110,307,257,166,149,120,57,8,1247,52,116,290,222,169,149,84,28,4,1106,50,158,341,252,217,183,85,27,12,1312,30,158,436,305,279,248,67,11,0,1537,15,138,405,277,251,195,43,6,0,1337,9,64,341,271,234,171,40,5,4,1133,6,41,232,197,183,131,30,3,0,823,6,54,335,305,284,242,52,9,0,1291,0,3,67,60,64,40,4,0,0,238,0,3,37,70,69,42,13,3,0,242,296,373,934,751,620,540,269,118,41,3938,1425,1834,5020,4069,3442,3019,1496,577,147,21036,941,177,388,266,205,323,227,66,16,2603,281,58,126,115,91,92,77,13,0,863,442,528,822,761,577,433,255,102,20,3939,117,284,553,467,474,468,505,217,44,3133,80,147,318,268,294,352,432,264,62,2213,140,165,405,354,285,257,265,118,17,1995
RA55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,0,0,7,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,8,0,0,0,0,23,3,11,14,11,9,3,4,0,0,61,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,3
RA59,17,22,63,94,68,47,65,10,0,387,6,23,37,31,47,41,53,10,3,240,5,14,49,37,29,36,24,8,0,194,4,24,59,23,15,18,13,0,0,164,0,19,57,24,16,23,12,0,0,155,3,20,58,26,22,29,7,0,0,154,0,4,29,28,15,13,3,0,0,82,0,5,17,15,15,13,0,0,0,70,0,0,18,12,4,10,3,0,0,43,0,0,21,21,9,3,0,0,0,58,0,0,0,3,0,4,0,0,0,11,0,3,6,13,0,0,0,0,0,27,25,66,158,132,119,125,81,11,10,736,147,256,692,613,468,477,316,38,16,3030,63,29,83,78,78,91,43,6,3,472,21,22,26,39,23,46,13,0,0,193,67,93,167,241,210,119,47,10,4,958,21,48,136,212,184,151,146,37,0,923,8,44,66,77,79,79,130,20,3,496,9,28,83,65,50,60,63,20,0,384
