RA_CODE_2021,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
RA50,2139,498,603,28,590,222,488,2137,102,6809,9130,17945,16667,564,5664,223,14094,3537,992,68823,8762,5424,16195,809,5735,2713,7518,7326,631,55117,1857,2759,2104,56,2017,225,1489,845,238,11589,11498,6582,42152,378,10034,1356,6683,12694,1093,92469,5343,3583,3506,93,4133,3596,4300,1714,317,26569,13907,4473,5033,964,4996,49738,4494,9178,455,93236,9932,886,9533,19685,1916,8808,1755,14809,376,67700,4582,3760,2255,1685,9656,1364,21189,2214,519,47227,1374,3190,1614,82,1128,1037,123,316,90,8951,3675,9469,319,194,10565,901,55,103,511,25793,2304,1538,820,146,3111,6297,388,707,210,15514,10795,45752,9752,313,12299,805,842,877,650,82084,3124,4127,3410,2481,3867,513,1254,13626,337,32735,7836,15174,4425,15264,14772,242,814,2622,1127,62264,7108,50835,3116,19899,7488,243,146,3114,402,92354,7857,59314,5770,46498,20793,782,1125,5065,921,148121,2944,3512,1561,6217,1710,898,130,1253,198,18428,3637,3692,16671,7946,4076,623,606,3270,264,40785,5991,6789,7542,2436,6047,2601,4809,5145,7855,49220
RA51,2551,135,347,13,266,62,318,1469,63,5209,612,813,3159,76,405,20,3285,501,146,9022,1111,593,2437,177,588,387,1346,1668,102,8400,170,139,652,10,238,13,308,212,54,1787,1040,306,5210,33,1124,113,1455,1790,108,11170,390,159,303,7,327,415,280,144,17,2035,1425,252,631,89,486,5318,326,1156,44,9736,1273,48,982,1931,354,852,157,2012,49,7658,375,175,254,85,736,111,1913,194,42,3883,76,146,100,7,51,98,3,25,4,508,152,367,5,8,594,45,0,11,14,1206,132,75,74,10,330,589,62,58,9,1340,320,1709,690,13,863,52,49,82,30,3813,277,245,461,221,266,28,173,1571,27,3268,614,1004,554,1423,1282,26,175,485,82,5652,594,4285,362,2222,597,16,15,461,34,8583,568,4439,497,4815,1761,81,85,502,79,12822,164,249,210,299,115,47,12,139,24,1248,313,276,2022,592,438,51,78,332,34,4136,442,316,774,218,453,215,453,589,915,4379
RA52,5804,264,605,21,448,106,542,2276,78,10132,529,840,2410,45,409,22,3048,384,89,7766,462,180,1105,35,329,160,522,892,46,3730,92,50,291,0,120,10,181,117,27,880,650,112,3083,22,672,54,819,892,49,6358,333,195,428,7,289,462,366,137,24,2240,1083,179,525,63,412,3925,244,976,27,7432,962,23,637,1309,221,560,108,1471,26,5315,415,179,293,65,666,109,2017,226,38,4006,48,118,72,10,47,60,5,14,3,370,108,239,8,7,443,43,6,10,11,871,103,36,79,7,196,381,43,63,11,919,208,1159,531,12,633,23,48,83,27,2727,111,157,272,112,165,24,78,1065,11,1990,540,765,392,1416,944,25,273,466,72,4897,572,3671,314,1803,528,18,22,469,28,7408,495,3560,385,3678,1439,60,60,490,61,10228,107,151,75,204,51,31,5,86,11,731,228,163,1743,428,379,65,43,272,15,3346,337,195,573,182,339,179,341,429,779,3345
RA53,3496,92,222,19,265,42,314,880,29,5345,402,420,2316,37,396,13,1584,321,146,5631,149,83,496,16,97,58,130,91,19,1136,72,38,171,0,92,10,146,78,23,619,346,60,1410,14,337,13,449,480,42,3146,170,85,209,0,140,208,194,53,26,1082,480,84,193,26,120,1425,83,370,12,2786,515,30,353,522,183,243,25,699,22,2593,356,303,282,66,472,80,1059,216,44,2873,31,50,47,0,22,22,4,4,0,178,44,56,0,0,160,7,0,0,3,277,88,22,72,7,113,199,22,45,5,574,81,375,169,13,188,8,16,24,14,885,100,86,215,77,120,6,62,589,7,1282,389,400,207,718,574,14,182,174,45,2709,359,1847,126,888,259,7,4,194,17,3700,283,1621,143,1257,652,32,16,132,23,4157,64,84,38,81,40,12,5,21,8,356,137,86,727,188,199,35,32,114,13,1534,181,176,357,88,209,79,163,208,406,1871
RA54,979,108,104,9,98,10,111,566,18,2007,300,513,2134,62,240,4,2747,416,106,6529,31,12,122,13,25,13,61,45,3,334,31,11,55,0,25,0,68,36,8,242,150,53,690,4,143,3,348,319,18,1737,41,13,78,0,31,49,48,19,8,276,273,36,85,27,54,671,34,156,9,1336,350,24,335,313,148,81,22,456,16,1735,113,134,60,42,183,53,338,68,9,1000,5,25,12,3,12,0,0,6,3,65,23,11,0,4,35,3,0,3,4,81,38,3,47,6,55,64,17,40,7,271,36,158,147,22,91,7,24,29,9,514,83,93,124,93,79,22,106,330,17,945,220,247,120,581,376,14,70,176,31,1829,254,997,105,661,147,3,6,112,21,2294,157,721,64,671,307,22,18,114,18,2084,56,164,18,40,34,0,3,25,4,341,62,64,274,97,88,8,12,73,12,690,66,92,110,66,75,26,84,112,344,974
RA55,0,3,3,0,0,0,0,28,0,41,0,11,40,0,0,0,12,17,0,74,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,5,0,0,13,0,0,0,12,13,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,6,0,9,5,0,0,0,6,16,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,0,0,0,3,16,0,35
RA59,5,4,13,4,4,0,13,59,0,101,0,14,54,0,5,0,82,21,3,188,10,6,11,0,0,0,8,19,0,67,0,0,0,0,0,0,4,4,0,12,8,0,65,0,15,0,33,40,0,168,5,5,3,0,6,6,6,3,0,22,8,4,9,6,8,38,5,12,0,88,13,0,34,80,16,17,0,67,7,231,4,13,3,4,11,5,34,9,0,88,0,6,0,0,0,3,0,0,0,17,0,7,3,0,9,0,0,0,0,16,3,0,0,0,0,0,3,0,0,9,9,42,7,5,20,4,0,0,0,92,5,8,9,11,0,0,3,27,0,62,9,15,5,19,11,0,0,9,3,66,4,31,0,25,0,0,0,0,0,69,4,68,9,56,17,0,3,0,0,157,7,3,4,0,7,0,0,4,0,25,7,0,23,11,4,0,0,5,0,52,4,7,9,4,10,0,16,21,14,78
