RA_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
RA50,506,864,82,63279,2637,477,273,2706,393,1491,243,642,300,1206,20367,30735,147,16,151,157,56,72,22,18,63,100,795,1600,54282,10663,2186,79895,9831,44653,3622,11797,3409,15476,21700,257513
RA51,64,35,7,3689,408,85,37,458,60,205,44,78,40,167,2854,4440,25,3,18,31,7,16,3,0,4,10,88,201,4604,1060,298,7749,858,3731,544,1021,423,1356,2986,24619
RA52,34,27,4,2750,374,56,26,352,53,132,29,53,15,114,1711,2920,10,3,14,16,3,6,5,5,10,12,77,161,3855,762,208,5507,666,2760,313,748,287,941,1836,17891
RA53,48,7,6,2447,273,23,15,220,25,71,9,18,15,29,757,1455,9,0,8,12,6,0,3,0,3,13,41,99,2431,267,120,2783,455,1402,161,212,167,348,836,9185
RA54,4,0,5,682,113,13,9,64,10,34,3,14,9,75,345,692,8,0,3,5,0,0,4,5,0,16,45,96,956,142,83,881,161,594,73,194,90,863,418,4465
RA55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
