RA_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
RA50,412,1264,739,424,171,0,0,0,3006,208,477,368,330,268,0,0,0,1654,270,1781,3164,5395,6514,9347,6247,3132,35841,888,3515,4272,6154,6952,9347,6247,3132,40495,121046,132626,135538,119141,101873,76075,38281,10575,735155,6348,10982,9898,8038,6022,3755,2883,1959,49879,128278,147123,149710,133337,114846,89170,47410,15662,825535,220,323,166,71,27,0,0,0,809,53,125,90,82,36,0,0,0,393,107,379,744,1334,1424,1117,708,433,6247,382,832,1006,1485,1485,1117,708,433,7442,118186,144619,146080,130201,115614,93093,49783,20868,818449,5373,7836,6308,4984,4095,3788,3921,3597,39900,123943,153281,153391,136666,121194,98001,54408,24896,865795,633,1589,904,500,200,0,0,0,3813,261,603,458,411,308,0,0,0,2039,377,2156,3915,6729,7930,10457,6953,3564,42092,1267,4341,5273,7639,8436,10457,6953,3564,47946,239232,277239,281623,249342,217493,169169,88064,31444,1553599,11716,18819,16204,13023,10117,7546,6807,5550,89782,252219,300403,303100,270009,236044,187175,101828,40566,1691327
RA51,189,124,42,29,15,0,0,0,392,11,15,18,25,22,0,0,0,93,23,113,313,725,927,1698,953,445,5205,215,259,374,780,965,1698,953,445,5690,11190,10234,11969,13241,13468,11312,5301,1124,77841,1272,2112,2123,1897,1397,919,511,241,10468,12683,12603,14470,15915,15831,13931,6760,1810,93996,64,29,13,0,4,0,0,0,112,4,4,11,0,0,0,0,0,26,3,28,80,191,234,215,107,49,908,74,60,97,197,236,215,107,49,1042,10498,11371,13946,15047,15298,12783,6270,2266,87476,809,815,833,888,830,765,595,356,5888,11377,12248,14876,16134,16363,13762,6973,2676,94409,250,149,54,31,22,0,0,0,500,16,27,27,27,25,0,0,0,115,27,148,388,917,1158,1915,1061,494,6113,293,318,475,975,1203,1915,1061,494,6731,21692,21603,25908,28292,28765,24097,11566,3389,165313,2078,2925,2956,2780,2228,1688,1106,597,16355,24058,24852,29343,32047,32193,27697,13733,4482,188402
RA52,6,5,5,8,9,0,0,0,36,12,32,18,30,17,0,0,0,103,10,94,198,483,718,1345,658,383,3883,28,132,223,512,738,1345,658,383,4023,8971,8949,9139,10256,11337,8955,4469,1085,63163,1077,1403,1407,1393,1246,946,561,210,8241,10078,10485,10765,12168,13319,11243,5682,1681,75423,9,5,3,0,0,0,0,0,14,0,0,4,4,0,0,0,0,5,6,15,59,113,147,144,58,43,589,13,20,63,118,149,144,58,43,608,8306,9292,10062,11093,11904,9668,5091,1880,67293,909,927,1019,1001,965,865,579,349,6613,9228,10247,11148,12213,13017,10676,5725,2272,74522,12,8,11,4,9,0,0,0,51,12,34,17,28,18,0,0,0,107,17,116,258,601,865,1488,714,423,4474,40,160,287,636,885,1488,714,423,4634,17278,18239,19200,21355,23239,18626,9559,2970,130466,1983,2334,2427,2392,2207,1813,1135,561,14854,19297,20730,21911,24378,26343,21921,11411,3958,149948
RA53,12,12,17,17,6,0,0,0,55,0,35,17,12,3,0,0,0,65,5,76,160,234,287,351,133,80,1320,19,120,196,262,295,351,133,80,1443,3811,5248,5716,5065,4599,2585,1085,233,28331,802,1156,1131,1025,862,448,191,59,5673,4631,6525,7038,6343,5758,3385,1405,368,35449,0,0,0,5,0,0,0,0,11,0,3,6,3,5,0,0,0,17,4,13,42,54,61,40,21,0,228,11,20,47,66,59,40,21,0,254,3404,5892,5726,4769,4129,2463,1120,358,27853,646,976,887,739,570,352,173,85,4422,4050,6881,6663,5574,4755,2853,1313,447,32531,8,12,23,24,6,0,0,0,62,0,40,22,22,4,0,0,0,80,11,87,199,285,343,385,153,82,1544,25,133,240,322,357,385,153,82,1695,7208,11141,11443,9828,8721,5050,2197,595,56188,1447,2131,2022,1762,1427,804,360,141,10093,8681,13402,13702,11917,10505,6236,2719,815,67980
RA54,0,18,16,12,0,0,0,0,40,8,10,14,9,5,0,0,0,43,11,77,132,174,215,232,78,19,936,17,105,159,194,220,232,78,19,1027,2825,4514,4016,3577,2984,1496,508,72,19997,849,1705,1474,1272,935,351,124,15,6728,3691,6320,5656,5044,4137,2079,709,111,27745,0,3,4,3,0,0,0,0,9,0,3,0,0,0,0,0,0,7,3,14,21,36,38,9,3,0,130,7,19,21,44,38,9,3,0,146,2667,4119,3347,2832,2493,1268,473,112,17313,588,878,703,570,492,219,96,37,3580,3261,5020,4069,3442,3019,1496,577,147,21036,0,24,18,14,0,0,0,0,50,8,14,15,8,5,0,0,0,52,15,88,152,210,251,240,82,22,1066,24,123,183,236,256,240,82,22,1172,5497,8627,7366,6412,5476,2763,986,186,37305,1434,2582,2174,1838,1424,574,224,53,10301,6952,11339,9719,8486,7161,3574,1286,258,48779
RA55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,4,3,0,0,0,0,8,20,56,91,51,26,10,0,0,247,14,44,69,46,20,4,0,0,197,30,99,157,103,55,14,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,8,4,5,5,5,0,0,35,9,3,3,8,0,0,0,0,19,13,14,11,9,3,4,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,11,0,0,3,3,0,0,0,0,13,27,66,90,55,34,14,0,0,281,21,46,74,51,21,3,0,0,221,42,116,170,109,62,18,0,0,516
RA59,0,6,6,0,0,0,0,0,13,0,0,0,0,3,0,0,0,5,4,19,33,38,36,39,12,0,185,5,27,39,40,37,39,12,0,201,320,573,617,526,442,303,73,10,2860,85,220,275,280,181,109,34,9,1194,414,822,926,842,667,444,118,14,4247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,0,0,24,4,0,3,4,6,7,0,0,31,313,528,479,346,352,230,25,12,2298,88,166,123,119,118,77,13,5,713,410,692,613,468,477,316,38,16,3030,0,6,6,0,0,0,0,0,16,0,0,0,0,3,0,0,0,5,8,21,36,42,43,45,13,0,212,8,24,42,42,46,45,13,0,229,636,1101,1094,873,795,526,101,14,5149,181,385,401,398,301,187,44,15,1902,820,1512,1543,1313,1144,758,155,30,7285
