RA_CODE_2021,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot
RA50,17966,51447,103550,103562,79588,57587,42827,18986,4794,480308,2769,4570,12636,13000,13249,11126,6083,2699,592,66717,3485,5284,17011,18726,26432,31933,25151,11616,3040,142677,997,730,2053,2596,3166,4256,5137,4061,1565,24550,260,277,873,1283,1543,2327,4119,5165,2723,18569,51,148,706,876,1007,930,798,624,360,5500,2207,3508,10167,9562,8258,6607,4993,4223,2585,52115,27733,65965,147002,149612,133243,114756,89109,47373,15655,790433,18811,53410,119961,117966,88951,63673,40829,17601,5654,526864,1781,3319,9765,10206,13310,14343,8213,3411,964,65306,2581,4009,12890,14455,23594,30583,31842,15942,5751,141644,736,524,1406,1949,2462,3768,5604,4845,2583,23870,210,185,785,1342,1824,2629,4956,6117,4352,22403,44,88,621,998,1110,1244,1097,938,795,6934,2063,2948,7750,6385,5323,4874,5374,5510,4774,45006,26231,64477,153181,153291,136573,121110,97928,54359,24871,832026,36781,104856,223511,221530,168539,121261,83660,36595,10445,1007167,4547,7886,22395,23205,26557,25463,14297,6111,1558,132024,6063,9292,29903,33186,50029,62512,56988,27552,8790,284318,1733,1251,3456,4544,5625,8021,10742,8908,4150,48424
RA51,1439,3316,6023,6865,6388,5300,4816,1978,399,36516,529,710,1617,1904,2089,1635,1037,420,79,10019,699,957,3089,3684,5008,6220,5098,2015,338,27112,147,101,322,392,557,907,1142,749,212,4530,38,38,129,137,188,323,722,861,443,2872,6,13,51,62,98,90,53,44,30,438,416,567,1374,1415,1583,1353,1068,698,310,8778,3272,5706,12595,14461,15910,15826,13929,6753,1807,90268,1578,3404,7935,9528,8418,6716,4522,1849,494,44446,300,399,1323,1686,2126,2386,1420,480,117,10233,452,551,1837,2448,4126,5378,5318,2281,654,23052,116,77,210,231,342,644,917,697,331,3563,16,28,68,89,121,220,547,794,540,2409,3,7,37,27,26,37,38,35,34,244,355,355,841,862,958,983,1000,832,511,6692,2818,4817,12247,14868,16124,16363,13757,6968,2677,90639,3021,6720,13955,16398,14807,12018,9334,3828,882,80962,832,1105,2940,3590,4220,4015,2462,894,192,20252,1142,1513,4929,6135,9139,11600,10415,4293,992,50156,267,179,532,628,901,1544,2058,1445,538,8094
RA52,1032,2549,5226,5150,4841,4206,3452,1356,321,28138,492,630,1330,1331,1555,1366,889,331,75,7995,688,796,2344,2513,3642,5151,3948,1567,360,21005,152,98,240,344,498,794,996,718,212,4056,41,41,103,134,197,364,755,890,409,2925,12,9,60,71,71,77,52,59,37,441,466,470,1183,1222,1360,1368,1149,754,264,8233,2882,4592,10477,10761,12156,13314,11241,5680,1683,72793,1038,2697,6575,6764,6071,5092,3352,1405,426,33417,289,377,1067,1138,1622,1979,1157,396,78,8093,398,569,1428,1819,2951,4037,3870,1685,538,17289,107,86,150,234,303,502,744,665,266,3051,26,27,64,96,130,252,462,713,455,2217,4,15,29,47,66,47,69,60,43,384,429,410,932,1039,1069,1103,1023,809,470,7277,2298,4169,10247,11136,12210,13008,10669,5722,2271,71733,2073,5239,11805,11919,10910,9300,6802,2767,742,61553,778,1005,2388,2462,3173,3341,2040,731,159,16085,1082,1366,3770,4340,6593,9188,7812,3248,894,38291,263,182,388,577,800,1295,1745,1380,484,7108
RA53,477,1275,3393,3502,2506,1711,916,281,68,14141,194,254,715,811,781,699,242,84,11,3785,201,282,1078,1375,1695,1961,1152,400,76,8224,59,52,167,194,204,309,314,151,45,1493,13,14,41,52,98,140,242,242,96,929,6,3,10,33,23,28,16,17,11,153,331,395,1092,1074,1029,909,499,231,69,5631,1279,2271,6509,7040,6344,5758,3385,1405,368,34352,457,1291,4528,4136,2694,1754,818,301,77,16059,99,162,557,617,731,722,282,88,15,3278,121,196,702,842,1147,1360,969,369,92,5805,34,31,82,101,148,196,190,148,56,997,15,12,22,52,66,96,170,173,100,689,0,3,9,16,21,20,15,11,11,113,278,304,976,893,769,605,403,223,96,4538,1006,2004,6879,6662,5571,4748,2848,1313,447,31479,937,2572,7928,7636,5202,3469,1730,588,149,30201,290,415,1273,1424,1511,1421,532,174,25,7069,320,483,1787,2221,2840,3321,2123,769,166,14027,95,83,246,294,352,502,505,299,97,2491
RA54,243,912,2589,2086,1453,976,472,126,20,8867,155,221,705,663,601,389,130,37,0,2900,219,350,1050,1089,1231,1279,625,143,19,6010,96,67,172,196,246,262,172,77,10,1300,54,32,96,109,174,217,219,132,26,1059,8,4,29,29,54,40,43,45,13,266,279,537,1677,1480,1282,969,413,142,23,6804,1053,2124,6316,5646,5035,4134,2075,703,111,27196,293,904,2686,1919,1279,929,371,104,24,8510,125,214,534,494,428,395,121,33,0,2347,181,266,686,709,818,840,424,121,34,4081,85,46,115,132,154,146,123,57,17,869,55,28,70,64,114,140,159,113,22,768,6,6,13,13,31,33,45,40,25,214,210,361,907,717,617,535,251,110,41,3754,953,1829,5016,4060,3443,3017,1496,577,147,20543,535,1819,5272,4007,2727,1909,844,234,36,17386,273,438,1236,1160,1027,781,254,68,5,5246,396,614,1740,1805,2050,2124,1052,260,49,10087,180,114,287,330,401,405,295,135,20,2162
RA55,0,9,34,47,28,19,6,0,0,139,0,0,8,16,12,3,0,0,0,38,0,0,8,27,15,10,0,0,0,59,0,0,6,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,44,72,45,20,4,0,0,197,7,25,99,157,99,55,14,0,0,453,0,9,8,9,6,0,5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,8,0,0,0,0,20,3,11,14,11,9,3,4,0,0,61,3,13,49,54,34,18,4,0,0,173,0,0,8,16,12,3,0,0,0,38,0,0,11,27,15,13,0,0,0,61,0,0,6,0,0,0,0,0,0,16
RA59,16,105,277,218,148,112,99,22,3,994,9,21,41,47,42,40,29,8,0,231,23,36,81,108,110,140,96,24,0,617,3,5,16,17,19,26,40,0,0,137,5,4,8,5,8,11,25,15,0,78,0,0,3,6,0,0,4,0,0,10,40,133,398,529,508,336,154,48,10,2158,94,298,821,926,842,667,444,118,14,4222,28,113,339,226,118,135,70,4,0,1030,6,17,32,34,42,56,19,0,0,205,15,16,46,49,61,117,98,9,0,410,4,10,8,14,13,12,25,0,0,90,3,0,0,5,3,0,14,4,7,36,0,3,3,3,0,3,0,0,0,14,65,106,263,281,227,158,94,21,12,1212,121,256,692,613,468,477,316,39,16,3007,42,213,616,443,261,244,168,28,3,2024,12,34,72,79,89,94,47,4,0,438,37,49,128,158,176,254,195,27,0,1024,11,11,21,29,36,39,65,0,0,225
