RA_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
RA50,37,14,8,33,0,47,6,22,26,609,15,816,5,11,0,6,0,13,0,31,6,133,3,207,10,12,3,7,0,21,7,86,6,212,5,367,3,6,0,12,0,33,0,92,11,199,0,352,9,19,0,14,8,66,11,207,18,490,4,842,18,53,3,35,4,139,17,375,43,549,16,1266,46,158,15,119,9,441,17,679,87,1088,18,2671,69,300,12,273,25,1200,39,902,114,1103,30,4067,157,604,27,731,79,2593,87,1296,205,1587,40,7416,444,979,62,2330,175,3848,153,1266,242,1451,52,10999,575,815,65,3318,299,4044,164,1028,279,1176,36,11801,1071,821,76,4351,417,4051,184,778,264,1016,52,13075,5178,1652,233,11585,1238,8658,500,1479,571,1699,82,32882,6640,1338,282,13411,1484,3187,571,792,279,969,43,29005,7271,1014,240,11296,1477,3994,459,640,278,680,33,27384,6927,625,195,7351,1166,1352,325,336,112,335,31,18761,23036,1771,525,22148,2997,9411,803,1129
RA51,8,3,3,3,0,7,0,4,3,31,0,65,4,3,0,0,0,0,0,0,0,11,0,20,0,0,0,4,0,0,0,5,0,16,0,26,3,0,0,3,0,3,0,8,0,11,0,31,0,0,0,3,0,7,0,10,0,40,0,68,3,6,0,3,0,15,5,29,6,42,4,111,11,16,3,15,0,30,3,59,9,112,0,261,20,27,0,31,3,77,6,80,10,114,5,368,31,64,13,113,16,226,12,104,17,155,5,749,57,109,14,280,24,363,16,151,22,174,6,1218,67,84,14,442,28,373,25,98,41,95,4,1269,129,85,10,527,44,385,33,79,29,83,0,1408,492,170,42,1353,132,827,65,119,88,123,3,3408,690,153,32,1460,143,319,95,62,37,60,5,3055,688,86,37,1121,115,312,83,51,39,49,0,2585,608,48,18,676,68,120,40,23,16,11,6,1640,1367,107,63,1229,206,452,114,57
RA52,7,4,0,7,0,5,0,4,5,20,3,58,5,0,0,3,0,0,0,3,0,0,0,20,0,5,0,0,0,8,0,5,0,16,0,32,0,4,0,6,0,3,0,5,0,3,0,16,3,0,0,4,0,5,0,13,0,31,0,61,7,0,0,12,0,9,0,22,7,30,0,98,6,6,0,22,0,39,0,52,6,87,7,222,17,22,4,48,8,75,0,65,15,97,3,354,35,58,3,88,3,160,13,80,22,124,0,576,51,85,3,241,17,268,19,103,19,99,0,911,67,54,14,299,33,316,21,69,20,70,4,958,107,67,13,420,34,266,22,51,24,61,7,1076,402,124,36,994,124,597,46,96,47,84,11,2561,539,109,22,1053,84,202,49,44,26,36,0,2164,579,63,20,717,94,252,28,33,25,20,5,1845,474,29,12,393,65,77,31,10,12,8,0,1112,1163,73,37,837,135,338,59,38
RA53,5,0,0,4,0,0,0,0,0,11,0,27,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,17,0,41,0,0,0,5,0,3,0,8,0,14,0,38,6,4,0,8,0,10,4,3,0,31,0,68,6,7,0,14,0,26,0,20,4,31,3,119,10,12,3,40,4,63,0,21,11,37,0,204,23,17,0,82,3,100,0,22,7,47,4,301,22,22,4,108,13,103,6,16,6,21,3,323,34,19,4,162,7,106,6,16,13,23,0,386,183,36,15,335,54,287,23,38,28,23,5,1014,254,29,12,419,66,97,25,15,10,16,0,939,306,25,13,375,71,147,25,6,22,8,5,1007,272,16,9,270,48,57,18,4,0,0,3,690,1013,55,45,727,150,319,47,23
RA54,4,0,0,4,0,0,0,0,0,6,0,17,0,0,0,4,0,0,0,0,0,14,0,16,0,0,0,0,0,3,0,0,3,14,0,20,0,0,0,0,0,0,0,5,0,12,0,17,0,4,0,4,0,4,0,15,0,128,0,160,0,7,0,0,0,8,0,18,0,89,0,121,3,3,0,5,0,14,3,24,3,170,0,225,5,6,0,6,0,20,0,23,0,119,0,191,9,16,0,14,4,43,0,22,7,85,4,195,10,12,3,36,0,47,0,25,4,46,4,187,14,9,0,28,0,53,4,10,3,17,6,138,28,8,4,50,6,61,4,12,9,16,8,194,106,17,12,121,15,124,13,25,10,23,3,459,100,11,16,168,27,37,9,6,4,10,0,401,145,10,11,125,15,69,14,8,13,3,4,420,105,4,5,79,25,13,3,0,4,4,0,237,313,18,14,176,48,75,21,9
RA55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
