RA_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
RA50,897,1741,4317,4253,3525,2294,715,183,39,17960,29387,48297,113282,113659,104051,74304,18293,1582,103,502963,257,487,1291,1310,1395,1229,622,190,23,6809,446,3554,17555,20266,16147,9161,1596,103,5,68823,2135,3995,10699,12905,12962,9808,2328,269,13,55117,155,522,2449,3221,2834,2000,382,19,0,11589,3183,7918,22908,23022,18588,13409,3170,248,13,92469,721,1850,5456,6466,6254,4525,1154,146,15,26569,14603,16830,18896,14788,13700,10860,3201,337,23,93236,20097,13045,13722,9056,6192,4314,1159,111,9,67700,883,3084,9818,10891,10396,9151,2751,244,9,47227,428,911,2179,2185,1730,1141,316,61,0,8951,169,1304,5856,7359,6218,3707,1011,165,12,25793,233,1003,3105,3487,3437,2694,1252,276,27,15514,675,5777,20219,23239,17295,10554,3768,521,30,82084,930,3077,7752,7431,6558,5206,1596,178,10,32735,552,3352,12859,15397,15251,11897,2711,231,10,62264,2340,5800,17152,20912,23050,17813,4864,404,15,92354,2157,12129,35429,34331,31548,25161,6832,521,15,148121,2352,2871,4267,3477,2646,1928,750,130,8,18428
RA51,124,133,265,383,381,286,98,47,4,1730,3595,3442,8268,11048,12301,9591,2444,267,17,50968,214,287,781,797,926,1075,814,276,39,5209,116,500,1691,2357,2485,1619,244,11,0,9022,453,659,1587,1990,1941,1385,356,38,0,8400,33,98,268,404,475,422,78,8,0,1787,542,942,2125,2480,2467,2063,514,40,4,11170,96,141,311,413,526,399,123,20,0,2035,1659,997,1523,1654,1826,1622,410,46,0,9736,2294,791,1195,1199,1073,807,272,24,6,7658,74,170,453,618,1007,1094,426,34,3,3883,56,52,108,99,93,63,33,3,0,508,7,52,205,278,332,242,73,11,0,1206,31,86,224,241,325,273,137,19,3,1340,57,177,632,925,944,704,320,42,3,3813,101,205,524,703,825,676,207,26,0,3268,111,431,865,1140,1513,1294,286,21,0,5652,156,255,1110,1988,2525,2011,505,32,4,8583,287,738,2137,2827,3182,2930,676,40,0,12822,157,107,233,235,240,191,72,14,0,1248
RA52,102,99,199,235,279,254,116,40,0,1344,2557,2847,6866,7987,9075,7933,2397,355,18,40035,320,567,1435,1645,1974,2088,1522,506,72,10132,162,570,1810,1892,1813,1306,207,10,0,7766,238,330,784,745,734,671,196,31,0,3730,22,42,142,203,194,220,43,3,0,880,353,569,1292,1250,1210,1278,379,31,0,6358,83,226,452,445,503,420,99,15,0,2240,1338,798,1149,1148,1365,1190,396,52,0,7432,1452,554,839,773,720,685,246,44,0,5315,72,164,504,638,1021,1125,433,55,0,4006,26,37,79,80,54,65,22,0,0,370,14,71,162,206,221,161,37,4,0,871,21,67,174,164,198,195,81,21,0,919,81,179,521,600,568,525,228,23,4,2727,64,125,336,387,476,446,135,22,0,1990,73,176,764,1005,1345,1205,300,28,0,4897,98,326,1112,1671,2013,1738,419,36,0,7408,203,642,1873,2051,2424,2326,650,51,0,10228,74,57,115,124,146,152,47,14,0,731
RA53,46,62,153,164,125,81,40,12,0,692,973,1301,4608,4744,3984,2942,832,115,4,19509,116,289,832,1002,1106,1172,607,198,18,5345,72,302,1490,1812,1184,681,96,3,0,5631,71,85,300,277,217,142,37,9,0,1136,18,27,118,169,155,104,19,0,0,619,131,234,816,738,585,502,135,3,0,3146,62,78,259,256,204,176,48,6,0,1082,495,243,519,506,484,425,103,15,0,2786,465,255,616,423,365,340,112,13,0,2593,65,136,582,682,660,545,182,13,0,2873,16,15,41,37,36,24,12,0,0,178,8,21,82,74,48,32,8,4,0,277,16,54,136,121,133,82,22,8,0,574,29,53,224,252,164,133,39,3,0,885,48,99,285,301,288,202,60,6,0,1282,53,132,542,690,660,497,125,14,0,2709,44,171,821,1004,897,603,151,5,0,3700,111,277,1009,996,848,716,186,8,0,4157,36,19,74,83,75,40,23,3,0,356
RA54,22,43,88,67,63,54,27,4,0,372,404,846,2798,2340,2014,1634,410,51,4,10502,87,176,417,342,404,346,165,52,7,2007,65,434,1833,1817,1381,855,132,5,0,6529,11,32,72,79,73,42,16,0,0,334,0,15,48,65,47,60,15,0,0,242,52,148,437,384,333,304,72,0,0,1737,18,15,76,62,52,45,8,3,0,276,163,120,288,232,237,217,63,10,0,1336,132,176,522,304,250,249,89,7,0,1735,21,82,207,190,196,212,87,10,0,1000,6,0,16,22,9,18,7,0,0,65,0,5,24,22,20,10,0,0,0,81,10,20,73,54,61,41,10,8,0,271,8,29,145,120,102,88,21,4,0,514,24,70,251,208,196,150,37,0,0,945,33,91,424,424,419,343,81,5,0,1829,34,177,603,527,493,362,93,9,0,2294,51,109,534,464,402,415,112,5,0,2084,20,35,89,67,63,56,8,0,0,341
RA55,0,0,0,0,0,0,0,0,0,5,0,5,8,9,5,0,0,0,0,29,3,4,12,9,3,0,0,0,0,41,0,0,9,34,19,12,0,0,0,74,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,5,0,0,13,16,8,0,0,0,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,5,10,12,13,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,4,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA59,0,0,14,6,4,7,0,0,0,30,33,84,234,138,91,102,18,0,0,715,0,16,43,9,8,14,0,0,0,101,0,14,56,41,48,30,0,0,0,188,3,0,27,18,7,7,0,0,0,67,0,0,6,0,5,0,0,0,0,12,4,7,47,43,39,16,3,0,0,168,0,5,6,3,7,0,0,0,0,22,3,17,28,10,9,10,6,0,0,88,22,42,91,23,27,25,0,0,0,231,6,13,21,15,14,15,0,0,0,88,0,6,8,0,0,0,0,0,0,17,0,0,6,7,5,0,0,0,0,16,0,0,0,0,3,5,0,0,0,9,0,9,28,38,9,7,0,0,0,92,0,14,26,19,3,7,3,0,0,62,5,3,17,23,14,14,5,0,0,66,0,7,15,13,11,10,3,0,0,69,4,16,38,38,25,31,3,0,0,157,3,3,9,3,0,3,0,0,0,25
