Age group,Sex,Date,NSW_Population,Vic_Population,Qld_Population,WA_Population,SA_Population,Tas_Population,ACT_Population,NT_Population,National_Population
35-39,Male,2019-03-31,280812,233816,168333,97802,56279,15635,17277,10262,880400
35-39,Male,2019-06-30,282828,235996,169586,98682,56811,15769,17465,10277,887593
35-39,Male,2019-12-31,571106,478770,343036,199965,115024,32254,35345,20491,1796352
35-39,Male,2020-03-31,288292,242665,173560,101426,58389,16484,17922,10264,909186
35-39,Male,2020-06-30,289492,244261,174547,102179,58768,16678,18087,10274,914471
35-39,Male,2020-12-31,580356,489211,351508,206157,118447,33935,36392,20596,1836972
35-39,Male,2021-03-31,291222,245260,177312,104138,59742,17313,18320,10303,923797
35-39,Male,2021-06-30,292156,245935,178566,104869,60167,17533,18438,10277,928128
35-39,Male,2021-12-31,582927,494775,359334,210590,120356,35456,36819,20688,1861326
35-39,Male,2022-03-31,291964,249129,181043,106033,60739,17993,18497,10471,936062
35-39,Male,2022-06-30,292656,250569,181893,106752,61046,18082,18556,10556,940305
35-39,Male,2022-12-31,587413,505786,366000,215754,122734,36516,37152,21196,1892944
35-39,Male,2023-03-31,295139,255591,184379,109350,61722,18363,18617,10682,954041
35-39,Total,2012-03-31,502419,393643,314788,169202,104890,30671,27786,18134,1561754
35-39,Total,2012-06-30,500140,392892,313805,169367,104381,30289,27802,18191,1557083
35-39,Total,2012-12-31,997606,787078,626088,340764,207810,59882,55751,36662,3112064
35-39,Total,2013-03-31,497546,394368,312006,171248,103432,29590,27989,18488,1554873
35-39,Total,2013-06-30,496631,394553,310880,171448,103045,29449,28058,18534,1552804
35-39,Total,2013-12-31,994172,791508,619701,344339,206060,58479,56593,37130,3108394
35-39,Total,2014-03-31,497459,397009,308902,172883,103066,29032,28459,18582,1555603
35-39,Total,2014-06-30,497223,397403,308098,173045,103076,28910,28517,18566,1555049
35-39,Total,2014-12-31,999101,800399,616678,347375,206410,57478,57405,37263,3122520
35-39,Total,2015-03-31,502135,403610,308697,174387,103474,28609,28965,18697,1568779
35-39,Total,2015-06-30,503584,405526,308896,174676,103541,28551,29170,18812,1572958
35-39,Total,2015-12-31,1015002,820347,620461,351348,207697,57229,59094,37806,3169386
35-39,Total,2016-03-31,512028,415373,311949,176703,104284,28650,30037,19047,1598273
35-39,Total,2016-06-30,515059,418903,313222,177188,104593,28673,30340,19168,1607462
35-39,Total,2016-12-31,1043179,850686,632692,358896,210672,58066,61768,38771,3255352
35-39,Total,2017-03-31,528152,432272,319613,181622,106197,29434,31556,19573,1648735
35-39,Total,2017-06-30,532319,436486,321862,182906,106841,29734,31977,19777,1662217
35-39,Total,2017-12-31,1078370,887172,652858,370540,216287,60283,65100,39835,3371085
35-39,Total,2018-03-31,546071,451313,331289,187628,109543,30620,33206,20034,1710035
35-39,Total,2018-06-30,550456,456068,334565,189314,110410,30919,33561,20174,1725799
35-39,Total,2018-12-31,1113127,926415,677530,383423,223986,62905,68301,40387,3496736
35-39,Total,2019-03-31,562788,470469,342898,194380,113530,31978,34828,20263,1771473
35-39,Total,2019-06-30,566557,474739,345425,196127,114622,32289,35236,20340,1785674
35-39,Total,2019-12-31,1144132,963475,699058,397748,232051,65963,71372,40798,3615273
35-39,Total,2020-03-31,577524,488444,353718,201812,117722,33691,36240,20504,1829999
35-39,Total,2020-06-30,579948,491594,355604,203310,118487,34063,36558,20597,1840508
35-39,Total,2020-12-31,1162806,985090,715871,410239,238685,69073,73557,41349,3697365
35-39,Total,2021-03-31,583531,494017,360883,207211,120313,35115,37016,20727,1859166
35-39,Total,2021-06-30,585183,495332,363160,208617,121046,35475,37231,20699,1867096
35-39,Total,2021-12-31,1169726,995638,731235,419185,242587,71512,74260,41720,3746564
35-39,Total,2022-03-31,586547,501284,368793,211337,122490,36142,37301,21058,1885304
35-39,Total,2022-06-30,588217,504218,370743,212905,123151,36282,37347,21201,1894419
35-39,Total,2022-12-31,1181674,1018188,745995,430443,247869,73272,74955,42663,3815772
35-39,Total,2023-03-31,594064,514694,375734,218101,124763,36912,37613,21496,1923732
40-44,Female,2012-03-31,258786,208457,165927,88078,57985,17807,13669,8714,819526
40-44,Female,2012-06-30,260511,210121,167389,88857,58207,17867,13825,8778,825658
40-44,Female,2012-12-31,524968,422508,337805,178984,116414,35696,27912,17573,1662081
40-44,Female,2013-03-31,264293,212485,170298,90075,58224,17824,14105,8797,836212
40-44,Female,2013-06-30,265414,213178,171229,90304,58186,17803,14163,8816,839206
40-44,Female,2013-12-31,531844,427270,343060,180404,115788,35351,28408,17616,1679965
40-44,Female,2014-03-31,266509,214021,171945,90131,57597,17540,14249,8764,840862
40-44,Female,2014-06-30,266758,214179,172137,90035,57379,17441,14240,8715,840987
40-44,Female,2014-12-31,532920,428135,343367,179536,113697,34608,28547,17337,1678352
40-44,Female,2015-03-31,266117,213998,171280,89479,56362,17197,14359,8623,837514
40-44,Female,2015-06-30,265661,213856,170964,89266,56015,17119,14401,8582,835962
40-44,Female,2015-12-31,527558,425074,339203,176846,110636,33709,28658,17061,1658941
40-44,Female,2016-03-31,261889,211363,168459,87598,54586,16571,14252,8465,823279
40-44,Female,2016-06-30,260535,210522,167683,87060,54121,16402,14215,8441,819136
40-44,Female,2016-12-31,518072,419083,333485,173035,107492,32280,28490,16835,1629074
40-44,Female,2017-03-31,257462,208641,165891,85994,53348,15926,14285,8352,810050
40-44,Female,2017-06-30,256328,207887,165298,85625,53063,15786,14285,8299,806717
40-44,Female,2017-12-31,511135,415822,329584,171237,105648,31435,28507,16657,1610303
40-44,Female,2018-03-31,254609,207969,164245,85617,52641,15664,14332,8341,803551
40-44,Female,2018-06-30,253926,207845,163920,85623,52522,15618,14353,8335,802274
40-44,Female,2018-12-31,508429,416856,328209,171958,105262,31261,28869,16704,1607812
40-44,Female,2019-03-31,254378,209086,164340,86470,52729,15686,14570,8369,805764
40-44,Female,2019-06-30,254373,209349,164423,86734,52756,15688,14637,8385,806480
40-44,Female,2019-12-31,511337,422017,330867,174935,106215,31485,29749,16938,1623817
40-44,Female,2020-03-31,257024,212571,166494,88320,53526,15836,15157,8533,817600
40-44,Female,2020-06-30,257525,213034,166906,88684,53662,15876,15283,8576,819684
40-44,Female,2020-12-31,518956,428615,336183,179531,108200,32072,31073,17296,1652206
40-44,Female,2021-03-31,261655,215739,169554,90949,54594,16235,15812,8721,833401
40-44,Female,2021-06-30,263153,216784,170605,91759,54941,16367,16009,8740,838500
40-44,Female,2021-12-31,530210,437928,345438,185640,110648,33065,32371,17523,1693118
40-44,Female,2022-03-31,267645,221667,174939,94109,55881,16744,16402,8883,856425
40-44,Female,2022-06-30,269350,223615,176283,94991,56277,16870,16560,8947,863052
40-44,Female,2022-12-31,545326,454621,357938,193473,114122,33991,33675,18046,1751512
40-44,Female,2023-03-31,276067,231176,181802,98574,57892,17090,17110,9054,888927
40-44,Male,2012-03-31,251141,200883,162372,90524,58011,17235,13528,9255,803085
40-44,Male,2012-06-30,252802,202120,163592,91470,58162,17296,13634,9338,808553
40-44,Male,2012-12-31,508738,406317,329881,184396,116078,34441,27484,18840,1626451
40-44,Male,2013-03-31,255956,204239,166128,92832,57846,17117,13847,9496,817599
40-44,Male,2013-06-30,256983,204864,166825,93125,57744,17019,13921,9543,820161
40-44,Male,2013-12-31,515654,410561,334095,185776,114792,33738,27951,19094,1641937
40-44,Male,2014-03-31,258791,205713,167439,92658,57097,16735,14022,9621,822215
40-44,Male,2014-06-30,259272,205924,167652,92432,56880,16599,14062,9599,822560
40-44,Male,2014-12-31,518887,411644,334327,184046,112944,32774,28222,19128,1642237
40-44,Male,2015-03-31,259672,205954,166771,91629,56120,16192,14194,9491,820151
40-44,Male,2015-06-30,259688,205997,166463,91330,55858,16065,14254,9469,819248
40-44,Male,2015-12-31,516986,411088,330235,180841,110578,31750,28429,18727,1628876
40-44,Male,2016-03-31,257412,205397,163958,89542,54725,15678,14193,9274,810297
40-44,Male,2016-06-30,256703,205273,163289,88901,54384,15527,14172,9217,807640
40-44,Male,2016-12-31,511017,409922,324710,176617,107881,30697,28373,18302,1607855
40-44,Male,2017-03-31,254409,204664,161405,87818,53506,15188,14296,9075,800523
40-44,Male,2017-06-30,253567,204423,160772,87379,53220,15096,14326,9049,797993
40-44,Male,2017-12-31,506046,409246,319737,174357,105834,30113,28817,17922,1592384
40-44,Male,2018-03-31,252248,204771,158922,86946,52732,15014,14478,8872,794137
40-44,Male,2018-06-30,251675,204731,158270,86825,52581,14974,14548,8861,792616
40-44,Male,2018-12-31,502915,410737,315902,173907,105044,29980,29294,17516,1585593
40-44,Male,2019-03-31,251195,205905,157709,87150,52423,15027,14746,8689,792988
40-44,Male,2019-06-30,250782,206163,157466,87272,52361,15013,14798,8636,792633
40-44,Male,2019-12-31,503493,415260,315885,175925,104861,30099,29873,17150,1592827
40-44,Male,2020-03-31,252810,208982,158496,88638,52542,15124,15087,8514,800335
40-44,Male,2020-06-30,253126,209348,158637,88915,52523,15133,15151,8502,801478
40-44,Male,2020-12-31,509283,420111,319373,179582,105562,30347,30658,17084,1612289
40-44,Male,2021-03-31,256419,210880,160965,90806,53115,15246,15535,8586,811699
40-44,Male,2021-06-30,257741,211582,161969,91493,53385,15290,15675,8608,815891
40-44,Male,2021-12-31,519383,428163,328449,185363,107375,30964,31791,17257,1649044
40-44,Male,2022-03-31,262284,216766,166586,94084,54258,15703,16124,8662,834619
40-44,Male,2022-06-30,264215,218821,167986,95102,54613,15854,16296,8707,841749
40-44,Male,2022-12-31,535776,445752,341633,194072,110915,32109,33003,17639,1711227
40-44,Male,2023-03-31,271944,227087,173835,99140,56351,16218,16758,8905,870410
40-44,Total,2012-03-31,509927,409340,328299,178602,115996,35042,27197,17969,1622611
40-44,Total,2012-06-30,513313,412241,330981,180327,116369,35163,27459,18116,1634211
40-44,Total,2012-12-31,1033706,828825,667686,363380,232492,70137,55396,36413,3288532
40-44,Total,2013-03-31,520249,416724,336426,182907,116070,34941,27952,18293,1653811
40-44,Total,2013-06-30,522397,418042,338054,183429,115930,34822,28084,18359,1659367
40-44,Total,2013-12-31,1047498,837831,677155,366180,230580,69089,56359,36710,3321902
40-44,Total,2014-03-31,525300,419734,339384,182789,114694,34275,28271,18385,1663077
40-44,Total,2014-06-30,526030,420103,339789,182467,114259,34040,28302,18314,1663547
40-44,Total,2014-12-31,1051807,839779,677694,363582,226641,67382,56769,36465,3320589
40-44,Total,2015-03-31,525789,419952,338051,181108,112482,33389,28553,18114,1657665
40-44,Total,2015-06-30,525349,419853,337427,180596,111873,33184,28655,18051,1655210
40-44,Total,2015-12-31,1044544,836162,669438,357687,221214,65459,57087,35788,3287817
40-44,Total,2016-03-31,519301,416760,332417,177140,109311,32249,28445,17739,1633576
40-44,Total,2016-06-30,517238,415795,330972,175961,108505,31929,28387,17658,1626776
40-44,Total,2016-12-31,1029089,829005,658195,349652,215373,62977,56863,35137,3236929
40-44,Total,2017-03-31,511871,413305,327296,173812,106854,31114,28581,17427,1610573
40-44,Total,2017-06-30,509895,412310,326070,173004,106283,30882,28611,17348,1604710
40-44,Total,2017-12-31,1017181,825068,649321,345594,211482,61548,57324,34579,3202687
40-44,Total,2018-03-31,506857,412740,323167,172563,105373,30678,28810,17213,1597688
40-44,Total,2018-06-30,505601,412576,322190,172448,105103,30592,28901,17196,1594890
40-44,Total,2018-12-31,1011344,827593,644111,345865,210306,61241,58163,34220,3193405
40-44,Total,2019-03-31,505573,414991,322049,173620,105152,30713,29316,17058,1598752
40-44,Total,2019-06-30,505155,415512,321889,174006,105117,30701,29435,17021,1599113
40-44,Total,2019-12-31,1014830,837277,646752,350860,211076,61584,59622,34088,3216644
40-44,Total,2020-03-31,509834,421553,324990,176958,106068,30960,30244,17047,1617935
40-44,Total,2020-06-30,510651,422382,325543,177599,106185,31009,30434,17078,1621162
40-44,Total,2020-12-31,1028239,848726,655556,359113,213762,62419,61731,34380,3264495
40-44,Total,2021-03-31,518074,426619,330519,181755,107709,31481,31347,17307,1645100
40-44,Total,2021-06-30,520894,428366,332574,183252,108326,31657,31684,17348,1654391
40-44,Total,2021-12-31,1049593,866091,673887,371003,218023,64029,64162,34780,3342162
40-44,Total,2022-03-31,529929,438433,341525,188193,110139,32447,32526,17545,1691044
40-44,Total,2022-06-30,533565,442436,344269,190093,110890,32724,32856,17654,1704801
40-44,Total,2022-12-31,1081102,900373,699571,387545,225037,66100,66678,35685,3462739
40-44,Total,2023-03-31,548011,458263,355637,197714,114243,33308,33868,17959,1759337
45-49,Female,2012-03-31,247576,192970,156378,82835,57128,17810,12633,7717,775137
45-49,Female,2012-06-30,246708,193056,156374,83049,56960,17696,12578,7741,774249
45-49,Female,2012-12-31,491646,387432,312940,166653,113706,35169,25303,15511,1548532
45-49,Female,2013-03-31,245014,194484,156534,83570,56769,17487,12660,7764,774368
45-49,Female,2013-06-30,244397,194855,156570,83625,56680,17410,12638,7784,774044
45-49,Female,2013-12-31,489295,392442,314408,168054,113372,34760,25334,15718,1553567
45-49,Female,2014-03-31,244923,197649,157861,84309,56724,17354,12712,7894,779523
45-49,Female,2014-06-30,245021,198463,158231,84466,56698,17321,12745,7943,780988
45-49,Female,2014-12-31,492488,400578,318973,169583,113698,34621,25661,16056,1571863
45-49,Female,2015-03-31,247473,202224,160737,85153,56986,17326,12919,8094,791014
45-49,Female,2015-06-30,248241,203396,161492,85372,57079,17351,12972,8144,794148
45-49,Female,2015-12-31,502278,412392,327271,172127,114724,35004,26219,16424,1606649
45-49,Female,2016-03-31,254035,209194,165930,86797,57660,17637,13236,8284,812874
45-49,Female,2016-06-30,256022,211117,167493,87223,57863,17732,13326,8318,819262
45-49,Female,2016-12-31,517318,426579,338507,175916,116278,35759,27046,16682,1654425
45-49,Female,2017-03-31,261269,215585,171062,88774,58390,17999,13734,8363,835350
45-49,Female,2017-06-30,262990,216943,172214,89282,58612,18075,13875,8371,840539
45-49,Female,2017-12-31,528816,435779,346961,179167,117201,36290,28122,16678,1689376
45-49,Female,2018-03-31,265687,218867,174838,89950,58618,18203,14251,8282,848881
45-49,Female,2018-06-30,266407,219513,175781,90234,58628,18254,14393,8258,851655
45-49,Female,2018-12-31,533403,439337,352530,180411,116749,36337,28959,16535,1704624
45-49,Female,2019-03-31,266916,219889,176809,90169,58146,18102,14557,8255,853022
45-49,Female,2019-06-30,266926,219932,177080,90188,57957,18029,14609,8220,853117
45-49,Female,2019-12-31,533611,439633,354344,180637,115333,35943,29372,16256,1705470
45-49,Female,2020-03-31,266818,219697,177375,90546,57404,17906,14755,8043,852708
45-49,Female,2020-06-30,266456,219276,177216,90547,57177,17826,14811,8003,851473
45-49,Female,2020-12-31,528394,433257,351994,180158,113220,35180,29476,15927,1687921
45-49,Female,2021-03-31,262075,214071,174957,89683,56096,17374,14670,7901,836978
45-49,Female,2021-06-30,260715,212510,174377,89410,55755,17225,14636,7845,832618
45-49,Female,2021-12-31,516987,421771,347581,177768,110617,34113,29128,15674,1653919
45-49,Female,2022-03-31,256761,209555,173310,88510,54906,16889,14529,7776,822372
45-49,Female,2022-06-30,255637,208775,172895,88299,54639,16729,14501,7736,819342
45-49,Female,2022-12-31,509811,417596,345098,176899,108946,33175,28930,15461,1636177
45-49,Female,2023-03-31,254100,208726,172220,88633,54309,16441,14445,7730,816734
45-49,Male,2012-03-31,242577,186661,152638,84457,56661,17188,12124,8333,760770
45-49,Male,2012-06-30,241505,186585,152606,84721,56492,16999,12116,8347,759500
45-49,Male,2012-12-31,480699,374260,305489,169987,112657,33752,24338,16774,1518209
45-49,Male,2013-03-31,239182,187636,152746,85207,56167,16748,12191,8389,758390
45-49,Male,2013-06-30,238241,187926,152638,85225,56060,16641,12180,8424,757455
45-49,Male,2013-12-31,475575,377942,305563,170832,111921,33106,24436,16882,1516491
45-49,Male,2014-03-31,237303,189978,152832,85591,55893,16425,12265,8457,758855
45-49,Male,2014-06-30,236800,190595,152876,85616,55824,16345,12266,8481,758910
45-49,Male,2014-12-31,474780,383975,307356,171819,111757,32725,24777,17085,1524495
45-49,Male,2015-03-31,237979,193389,154521,86194,55968,16405,12502,8566,765637
45-49,Male,2015-06-30,238324,194287,154981,86353,55983,16432,12587,8622,767682
45-49,Male,2015-12-31,480622,392388,313113,173611,112304,33096,25560,17469,1548388
45-49,Male,2016-03-31,242270,198279,158322,87273,56300,16676,13019,8862,781113
45-49,Male,2016-06-30,243631,199647,159511,87501,56420,16754,13105,8931,785668
45-49,Male,2016-12-31,493385,403952,322981,176754,113609,33799,26651,17872,1589347
45-49,Male,2017-03-31,249690,204284,163481,89303,57128,17062,13572,8934,803633
45-49,Male,2017-06-30,251757,205786,164746,89873,57397,17169,13669,8932,809509
45-49,Male,2017-12-31,508360,413822,332442,180807,114758,34439,27594,17847,1630434
45-49,Male,2018-03-31,256241,208087,167818,90890,57387,17255,13909,8899,820673
45-49,Male,2018-06-30,257574,208795,168839,91311,57394,17259,13989,8895,824246
45-49,Male,2018-12-31,517395,418740,339566,182760,114530,34411,28240,17658,1653684
45-49,Male,2019-03-31,259781,209803,170756,91506,57138,17163,14256,8742,829341
45-49,Male,2019-06-30,260244,210007,171263,91553,57056,17151,14347,8679,830500
45-49,Male,2019-12-31,521272,420486,343149,183150,113664,34146,28873,17138,1662271
45-49,Male,2020-03-31,260980,210319,171969,91673,56684,17020,14531,8455,831824
45-49,Male,2020-06-30,261043,210083,171954,91636,56519,16970,14596,8397,831387
45-49,Male,2020-12-31,518678,416820,341845,182554,112017,33656,29052,16634,1651614
45-49,Male,2021-03-31,257703,206828,170042,91004,55533,16713,14465,8220,820682
45-49,Male,2021-06-30,256646,205788,169461,90830,55242,16636,14418,8157,817346
45-49,Male,2021-12-31,508147,409187,337716,180467,109327,32923,28717,16211,1623020
45-49,Male,2022-03-31,252101,203566,168043,89733,54254,16249,14328,8060,806493
45-49,Male,2022-06-30,250748,202983,167315,89410,54008,16092,14326,8013,803051
45-49,Male,2022-12-31,499249,405858,332920,178957,107406,31977,28699,15884,1601252
45-49,Male,2023-03-31,248505,202912,165655,89615,53434,15864,14371,7833,798336
45-49,Total,2012-03-31,490153,379631,309016,167292,113789,34998,24757,16050,1535907
45-49,Total,2012-06-30,488213,379641,308980,167770,113452,34695,24694,16088,1533749
45-49,Total,2012-12-31,972345,761692,618429,336640,226363,68921,49641,32285,3066741
45-49,Total,2013-03-31,484196,382120,309280,168777,112936,34235,24851,16153,1532758
45-49,Total,2013-06-30,482638,382781,309208,168850,112740,34051,24818,16208,1531499
45-49,Total,2013-12-31,964870,770384,619971,338886,225293,67866,49770,32600,3070058
45-49,Total,2014-03-31,482226,387627,310693,169900,112617,33779,24977,16351,1538378
45-49,Total,2014-06-30,481821,389058,311107,170082,112522,33666,25011,16424,1539898
45-49,Total,2014-12-31,967268,784553,626329,341402,225455,67346,50438,33141,3096358
45-49,Total,2015-03-31,485452,395613,315258,171347,112954,33731,25421,16660,1556651
45-49,Total,2015-06-30,486565,397683,316473,171725,113062,33783,25559,16766,1561830
45-49,Total,2015-12-31,982900,804780,640384,345738,227028,68100,51779,33893,3155037
45-49,Total,2016-03-31,496305,407473,324252,174070,113960,34313,26255,17146,1593987
45-49,Total,2016-06-30,499653,410764,327004,174724,114283,34486,26431,17249,1604930
45-49,Total,2016-12-31,1010703,830531,661488,352670,229887,69558,53697,34554,3243772
45-49,Total,2017-03-31,510959,419869,334543,178077,115518,35061,27306,17297,1638983
45-49,Total,2017-06-30,514747,422729,336960,179155,116009,35244,27544,17303,1650048
45-49,Total,2017-12-31,1037176,849601,679403,359974,231959,70729,55716,34525,3319810
45-49,Total,2018-03-31,521928,426954,342656,180840,116005,35458,28160,17181,1669554
45-49,Total,2018-06-30,523981,428308,344620,181545,116022,35513,28382,17153,1675901
45-49,Total,2018-12-31,1050798,858077,692096,363171,231279,70748,57199,34193,3358308
45-49,Total,2019-03-31,526697,429692,347565,181675,115284,35265,28813,16997,1682363
45-49,Total,2019-06-30,527170,429939,348343,181741,115013,35180,28956,16899,1683617
45-49,Total,2019-12-31,1054883,860119,697493,363787,228997,70089,58245,33394,3367741
45-49,Total,2020-03-31,527798,430016,349344,182219,114088,34926,29286,16498,1684532
45-49,Total,2020-06-30,527499,429359,349170,182183,113696,34796,29407,16400,1682860
45-49,Total,2020-12-31,1047072,850077,693839,362712,225237,68836,58528,32561,3339535
45-49,Total,2021-03-31,519778,420899,344999,180687,111629,34087,29135,16121,1657660
45-49,Total,2021-06-30,517361,418298,343838,180240,110997,33861,29054,16002,1649964
45-49,Total,2021-12-31,1025134,830958,685297,358235,219944,67036,57845,31885,3276939
45-49,Total,2022-03-31,508862,413121,341353,178243,109160,33138,28857,15836,1628865
45-49,Total,2022-06-30,506385,411758,340210,177709,108647,32821,28827,15749,1622393
45-49,Total,2022-12-31,1009060,823454,678018,355856,216352,65152,57629,31345,3237429
45-49,Total,2023-03-31,502605,411638,337875,178248,107743,32305,28816,15563,1615070
5-9,Female,2012-03-31,219932,165298,145267,74506,46937,14926,10828,8528,686302
5-9,Female,2012-06-30,220957,166300,146152,75211,47185,14934,10872,8491,690179
5-9,Female,2012-12-31,445182,336235,295746,152548,95061,30031,21974,17040,1393968
5-9,Female,2013-03-31,224554,170108,149561,77425,47836,15129,11120,8511,704316
5-9,Female,2013-06-30,225847,171429,150588,78129,48054,15184,11180,8533,709016
5-9,Female,2013-12-31,455925,346766,303958,157816,96829,30616,22618,17147,1431816
5-9,Female,2014-03-31,230258,175444,153525,79654,48803,15457,11435,8604,723252
5-9,Female,2014-06-30,231727,176737,154430,80075,49075,15541,11533,8611,727801
5-9,Female,2014-12-31,468152,357707,311314,161546,98841,31118,23497,17321,1469639
5-9,Female,2015-03-31,236525,181240,157008,81564,49862,15597,11992,8706,742565
5-9,Female,2015-06-30,238021,182911,157987,82024,50143,15606,12110,8741,747615
5-9,Female,2015-12-31,479267,369463,317791,164825,100787,31187,24372,17530,1505367
5-9,Female,2016-03-31,241375,186860,160110,82912,50717,15620,12271,8805,758748
5-9,Female,2016-06-30,242693,188285,160999,83151,50966,15638,12363,8833,763062
5-9,Female,2016-12-31,487789,379250,323292,166741,102107,31265,25129,17785,1533624
5-9,Female,2017-03-31,244987,191107,162390,83683,51122,15632,12811,8935,770803
5-9,Female,2017-06-30,245470,191957,162880,83869,51222,15643,12939,8987,773103
5-9,Female,2017-12-31,491828,386684,326520,168189,102541,31322,26325,17945,1551616
5-9,Female,2018-03-31,246469,194867,163699,84411,51315,15675,13396,8949,778908
5-9,Female,2018-06-30,246745,195725,164032,84596,51320,15688,13504,8938,780673
5-9,Female,2018-12-31,494256,393367,328521,169906,102773,31305,27282,17796,1565456
5-9,Female,2019-03-31,247441,197759,164665,85459,51495,15654,13772,8856,785228
5-9,Female,2019-06-30,247598,198336,164666,85826,51553,15661,13849,8843,786460
5-9,Female,2019-12-31,494692,397841,329094,172283,103194,31457,27970,17633,1574416
5-9,Female,2020-03-31,247197,199502,164486,86584,51702,15757,14120,8820,788293
5-9,Female,2020-06-30,246598,199227,164156,86648,51695,15731,14146,8809,787135
5-9,Female,2020-12-31,492150,397626,327482,173789,103333,31380,28340,17681,1572041
5-9,Female,2021-03-31,245718,198396,163524,87202,51666,15652,14219,8858,785370
5-9,Female,2021-06-30,245467,198141,163433,87381,51643,15622,14254,8848,784926
5-9,Female,2021-12-31,488846,395485,326679,174833,102811,31076,28356,17633,1565994
5-9,Female,2022-03-31,243890,197899,163422,87617,51343,15527,14129,8788,782753
5-9,Female,2022-06-30,243578,198082,163304,87873,51297,15497,14127,8742,782639
5-9,Female,2022-12-31,485847,396414,326364,176594,102468,30820,28086,17217,1564095
5-9,Female,2023-03-31,242538,198510,163128,88897,51173,15296,13933,8483,782105
5-9,Male,2012-03-31,233680,174103,153739,77399,49152,16063,11516,9035,724774
5-9,Male,2012-06-30,234736,175408,154776,78179,49305,16053,11614,9052,729212
5-9,Male,2012-12-31,472872,354746,312949,158840,99286,32344,23498,18186,1472895
5-9,Male,2013-03-31,238347,179597,158352,80781,49935,16283,11882,9081,744344
5-9,Male,2013-06-30,239589,181032,159609,81622,50260,16372,11972,9077,749620
5-9,Male,2013-12-31,483372,366335,322245,164812,101250,32914,24303,18230,1513637
5-9,Male,2014-03-31,243828,185307,162785,83276,51000,16578,12330,9124,764316
5-9,Male,2014-06-30,245216,186653,163781,83778,51282,16658,12422,9117,768999
5-9,Male,2014-12-31,494567,377875,329829,168963,103346,33372,25199,18289,1551625
5-9,Male,2015-03-31,249594,191422,166225,85279,52145,16738,12803,9211,783509
5-9,Male,2015-06-30,251133,193053,167157,85810,52453,16783,12927,9238,788647
5-9,Male,2015-12-31,505569,389973,335626,172333,105371,33580,26148,18581,1587367
5-9,Male,2016-03-31,254582,197283,168783,86694,52951,16803,13274,9370,799835
5-9,Male,2016-06-30,255762,198930,169527,86999,53196,16841,13404,9405,804219
5-9,Male,2016-12-31,514042,400598,340007,174679,106912,33657,27219,18927,1616352
5-9,Male,2017-03-31,258287,201908,170515,87725,53713,16810,13824,9488,812429
5-9,Male,2017-06-30,258935,202816,170870,87942,53886,16804,13953,9517,814885
5-9,Male,2017-12-31,519378,408477,342702,176678,108001,33541,28226,19025,1636360
5-9,Male,2018-03-31,260563,205759,171962,88787,54113,16719,14290,9461,821823
5-9,Male,2018-06-30,261029,206613,172359,89096,54205,16703,14432,9435,824043
5-9,Male,2018-12-31,522974,415285,345427,178711,108704,33377,29062,18795,1652674
5-9,Male,2019-03-31,261935,208647,173046,89770,54493,16671,14637,9346,828715
5-9,Male,2019-06-30,262031,209261,173150,89992,54604,16664,14701,9329,829903
5-9,Male,2019-12-31,524160,419894,346667,181042,109066,33282,29559,18581,1662590
5-9,Male,2020-03-31,262241,210704,173568,91056,54617,16616,14891,9287,833149
5-9,Male,2020-06-30,261782,210533,173354,91227,54519,16579,14917,9268,832349
5-9,Male,2020-12-31,522971,420215,346146,183360,108909,33061,29870,18498,1663358
5-9,Male,2021-03-31,261291,209778,172975,92195,54410,16489,14952,9241,831488
5-9,Male,2021-06-30,261143,209607,172978,92535,54346,16445,14956,9217,831381
5-9,Male,2021-12-31,519726,418297,346209,185588,108159,32744,29797,18334,1659153
5-9,Male,2022-03-31,259197,209256,173259,93183,54018,16346,14859,9181,829444
5-9,Male,2022-06-30,258776,209479,173221,93555,53949,16327,14882,9142,829474
5-9,Male,2022-12-31,515740,419224,345868,187901,107840,32556,29558,18222,1657195
5-9,Male,2023-03-31,257199,209882,172667,94427,53914,16216,14716,9059,828223
5-9,Total,2012-03-31,453612,339401,299006,151905,96089,30989,22344,17563,1411076
5-9,Total,2012-06-30,455693,341708,300928,153390,96490,30987,22486,17543,1419391
5-9,Total,2012-12-31,918054,690981,608695,311388,194347,62375,45472,35226,2866863
5-9,Total,2013-03-31,462901,349705,307913,158206,97771,31412,23002,17592,1448660
5-9,Total,2013-06-30,465436,352461,310197,159751,98314,31556,23152,17610,1458636
5-9,Total,2013-12-31,939297,713101,626203,322628,198079,63530,46921,35377,2945453
5-9,Total,2014-03-31,474086,360751,316310,162930,99803,32035,23765,17728,1487568
5-9,Total,2014-06-30,476943,363390,318211,163853,100357,32199,23955,17728,1496800
5-9,Total,2014-12-31,962719,735582,641143,330509,202187,64490,48696,35610,3021264
5-9,Total,2015-03-31,486119,372662,323233,166843,102007,32335,24795,17917,1526074
5-9,Total,2015-06-30,489154,375964,325144,167834,102596,32389,25037,17979,1536262
5-9,Total,2015-12-31,984836,759436,653417,337158,206158,64767,50520,36111,3092734
5-9,Total,2016-03-31,495957,384143,328893,169606,103668,32423,25545,18175,1558583
5-9,Total,2016-06-30,498455,387215,330526,170150,104162,32479,25767,18238,1567281
5-9,Total,2016-12-31,1001831,779848,663299,341420,209019,64922,52348,36712,3149976
