Date,Sex,Age group,Region,Population
30-06-2017,Female,0-4,WA,84638
31-12-2017,Female,0-4,WA,84666
31-12-2017,Female,0-4,WA,84504
31-03-2018,Female,0-4,WA,84429
30-06-2018,Female,0-4,WA,84275
31-12-2018,Female,0-4,WA,84083
31-12-2018,Female,0-4,WA,83930
31-03-2019,Female,0-4,WA,83814
30-06-2019,Female,0-4,WA,83773
31-12-2019,Female,0-4,WA,83757
31-12-2019,Female,0-4,WA,83837
31-03-2020,Female,0-4,WA,83812
30-06-2020,Female,0-4,WA,83464
31-12-2020,Female,0-4,WA,83131
31-12-2020,Female,0-4,WA,82641
31-03-2021,Female,0-4,WA,82759
30-06-2021,Female,0-4,WA,82778
31-12-2021,Female,0-4,WA,82767
31-12-2021,Female,0-4,WA,82708
31-03-2022,Female,0-4,WA,82743
30-06-2022,Female,0-4,WA,82612
31-12-2022,Female,0-4,WA,82423
31-12-2022,Female,0-4,WA,82257
31-03-2023,Female,0-4,WA,82779
31-03-2012,Male,80-84,Qld,34240
30-06-2012,Male,80-84,Qld,34408
31-12-2012,Male,80-84,Qld,34414
31-12-2012,Male,80-84,Qld,34640
31-03-2013,Male,80-84,Qld,34802
30-06-2013,Male,80-84,Qld,34990
31-12-2013,Male,80-84,Qld,35058
31-12-2013,Male,80-84,Qld,35235
31-03-2014,Male,80-84,Qld,35426
30-06-2014,Male,80-84,Qld,35557
31-12-2014,Male,80-84,Qld,35631
31-12-2014,Male,80-84,Qld,35818
31-03-2015,Male,80-84,Qld,35990
30-06-2015,Male,80-84,Qld,36100
31-12-2015,Male,80-84,Qld,36398
31-12-2015,Male,80-84,Qld,36753
31-03-2016,Male,80-84,Qld,37090
30-06-2016,Male,80-84,Qld,37411
31-12-2016,Male,80-84,Qld,37807
31-12-2016,Male,80-84,Qld,38241
31-03-2017,Male,80-84,Qld,38713
30-06-2017,Male,80-84,Qld,39135
31-12-2017,Male,80-84,Qld,39562
31-12-2017,Male,80-84,Qld,40146
31-03-2018,Male,80-84,Qld,40708
30-06-2018,Male,80-84,Qld,41223
31-12-2018,Male,80-84,Qld,41756
31-12-2018,Male,80-84,Qld,42391
31-03-2019,Male,80-84,Qld,43095
30-06-2019,Male,80-84,Qld,43718
31-12-2019,Male,80-84,Qld,44367
31-12-2019,Male,80-84,Qld,45100
31-03-2020,Male,80-84,Qld,45859
30-06-2020,Male,80-84,Qld,46562
31-12-2020,Male,80-84,Qld,47189
31-12-2020,Male,80-84,Qld,47858
31-03-2021,Male,80-84,Qld,48559
30-06-2021,Male,80-84,Qld,49187
31-12-2021,Male,80-84,Qld,49865
31-12-2021,Male,80-84,Qld,50594
31-03-2022,Male,80-84,Qld,51312
30-06-2022,Male,80-84,Qld,51923
31-12-2022,Male,80-84,Qld,52423
31-12-2022,Male,80-84,Qld,53122
31-03-2023,Male,80-84,Qld,53724
31-03-2012,Total,25-29,Tas,30544
30-06-2012,Total,25-29,Tas,30502
31-12-2012,Total,25-29,Tas,30458
31-12-2012,Total,25-29,Tas,30501
31-03-2013,Total,25-29,Tas,30493
30-06-2013,Total,25-29,Tas,30361
31-12-2013,Total,25-29,Tas,30365
31-12-2013,Total,25-29,Tas,30414
31-03-2014,Total,25-29,Tas,30383
30-06-2014,Total,25-29,Tas,30265
31-12-2014,Total,25-29,Tas,30320
31-12-2014,Total,25-29,Tas,30329
31-03-2015,Total,25-29,Tas,30350
30-06-2015,Total,25-29,Tas,30274
31-12-2015,Total,25-29,Tas,30319
31-12-2015,Total,25-29,Tas,30380
31-03-2016,Total,25-29,Tas,30466
30-06-2016,Total,25-29,Tas,30537
31-12-2016,Total,25-29,Tas,30943
31-12-2016,Total,25-29,Tas,31408
31-03-2017,Total,25-29,Tas,31920
30-06-2017,Total,25-29,Tas,32362
31-12-2017,Total,25-29,Tas,32871
31-12-2017,Total,25-29,Tas,33290
31-03-2018,Total,25-29,Tas,33923
30-06-2018,Total,25-29,Tas,34471
31-12-2018,Total,25-29,Tas,35073
31-12-2018,Total,25-29,Tas,35612
31-03-2019,Total,25-29,Tas,36150
30-06-2019,Total,25-29,Tas,36614
31-12-2019,Total,25-29,Tas,36906
31-12-2019,Total,25-29,Tas,37596
31-03-2020,Total,25-29,Tas,37856
30-06-2020,Total,25-29,Tas,38019
31-12-2020,Total,25-29,Tas,38296
31-12-2020,Total,25-29,Tas,38860
31-03-2021,Total,25-29,Tas,39473
30-06-2021,Total,25-29,Tas,40096
31-12-2021,Total,25-29,Tas,39495
31-12-2021,Total,25-29,Tas,39448
31-03-2022,Total,25-29,Tas,39427
30-06-2022,Total,25-29,Tas,39192
31-12-2022,Total,25-29,Tas,38796
31-12-2022,Total,25-29,Tas,38580
31-03-2023,Total,25-29,Tas,38249
31-03-2012,Male,45-49,ACT,12124
30-06-2012,Male,45-49,ACT,12116
31-12-2012,Male,45-49,ACT,12156
31-12-2012,Male,45-49,ACT,12182
31-03-2013,Male,45-49,ACT,12191
30-06-2013,Male,45-49,ACT,12180
31-12-2013,Male,45-49,ACT,12196
31-12-2013,Male,45-49,ACT,12240
31-03-2014,Male,45-49,ACT,12265
30-06-2014,Male,45-49,ACT,12266
31-12-2014,Male,45-49,ACT,12355
31-12-2014,Male,45-49,ACT,12422
31-03-2015,Male,45-49,ACT,12502
30-06-2015,Male,45-49,ACT,12587
31-12-2015,Male,45-49,ACT,12708
31-12-2015,Male,45-49,ACT,12852
31-03-2016,Male,45-49,ACT,13019
30-06-2016,Male,45-49,ACT,13105
31-12-2016,Male,45-49,ACT,13243
31-12-2016,Male,45-49,ACT,13408
31-03-2017,Male,45-49,ACT,13572
30-06-2017,Male,45-49,ACT,13669
31-12-2017,Male,45-49,ACT,13782
31-12-2017,Male,45-49,ACT,13812
31-03-2018,Male,45-49,ACT,13909
30-06-2018,Male,45-49,ACT,13989
31-12-2018,Male,45-49,ACT,14064
31-12-2018,Male,45-49,ACT,14176
31-03-2019,Male,45-49,ACT,14256
30-06-2019,Male,45-49,ACT,14347
31-12-2019,Male,45-49,ACT,14408
31-12-2019,Male,45-49,ACT,14465
31-03-2020,Male,45-49,ACT,14531
30-06-2020,Male,45-49,ACT,14596
31-12-2020,Male,45-49,ACT,14548
31-12-2020,Male,45-49,ACT,14504
31-03-2021,Male,45-49,ACT,14465
30-06-2021,Male,45-49,ACT,14418
31-12-2021,Male,45-49,ACT,14375
31-12-2021,Male,45-49,ACT,14342
31-03-2022,Male,45-49,ACT,14328
30-06-2022,Male,45-49,ACT,14326
31-12-2022,Male,45-49,ACT,14339
31-12-2022,Male,45-49,ACT,14360
31-03-2023,Male,45-49,ACT,14371
31-03-2012,Total,25-29,WA,194670
30-06-2012,Total,25-29,WA,197839
31-12-2012,Total,25-29,WA,200474
31-12-2012,Total,25-29,WA,202280
31-03-2013,Total,25-29,WA,204759
30-06-2013,Total,25-29,WA,206288
31-12-2013,Total,25-29,WA,206880
31-12-2013,Total,25-29,WA,206938
31-03-2014,Total,25-29,WA,207629
30-06-2014,Total,25-29,WA,207356
31-12-2014,Total,25-29,WA,207232
31-12-2014,Total,25-29,WA,206666
31-03-2015,Total,25-29,WA,206777
30-06-2015,Total,25-29,WA,206322
31-12-2015,Total,25-29,WA,205399
31-12-2015,Total,25-29,WA,204021
31-03-2016,Total,25-29,WA,203291
30-06-2016,Total,25-29,WA,201703
31-12-2016,Total,25-29,WA,200621
31-12-2016,Total,25-29,WA,198866
31-03-2017,Total,25-29,WA,197891
30-06-2017,Total,25-29,WA,196300
31-12-2017,Total,25-29,WA,195245
31-12-2017,Total,25-29,WA,193975
31-03-2018,Total,25-29,WA,193283
30-06-2018,Total,25-29,WA,191913
31-12-2018,Total,25-29,WA,191317
31-12-2018,Total,25-29,WA,190307
31-03-2019,Total,25-29,WA,190144
30-06-2019,Total,25-29,WA,189426
31-12-2019,Total,25-29,WA,189443
31-12-2019,Total,25-29,WA,189309
31-03-2020,Total,25-29,WA,189725
30-06-2020,Total,25-29,WA,188320
31-12-2020,Total,25-29,WA,187064
31-12-2020,Total,25-29,WA,186155
31-03-2021,Total,25-29,WA,185606
30-06-2021,Total,25-29,WA,184957
31-12-2021,Total,25-29,WA,184046
31-12-2021,Total,25-29,WA,183837
31-03-2022,Total,25-29,WA,184935
30-06-2022,Total,25-29,WA,186238
31-12-2022,Total,25-29,WA,188967
31-12-2022,Total,25-29,WA,191550
31-03-2023,Total,25-29,WA,195666
31-03-2012,Total,80-84,NT,1162
30-06-2012,Total,80-84,NT,1175
31-12-2012,Total,80-84,NT,1176
31-12-2012,Total,80-84,NT,1184
31-03-2013,Total,80-84,NT,1186
30-06-2013,Total,80-84,NT,1191
31-12-2013,Total,80-84,NT,1197
31-12-2013,Total,80-84,NT,1204
31-03-2014,Total,80-84,NT,1198
30-06-2014,Total,80-84,NT,1203
31-12-2014,Total,80-84,NT,1220
31-12-2014,Total,80-84,NT,1231
31-03-2015,Total,80-84,NT,1237
30-06-2015,Total,80-84,NT,1232
31-12-2015,Total,80-84,NT,1246
31-12-2015,Total,80-84,NT,1265
31-03-2016,Total,80-84,NT,1264
30-06-2016,Total,80-84,NT,1276
31-12-2016,Total,80-84,NT,1300
31-12-2016,Total,80-84,NT,1309
31-03-2017,Total,80-84,NT,1314
30-06-2017,Total,80-84,NT,1327
31-12-2017,Total,80-84,NT,1360
31-12-2017,Total,80-84,NT,1396
31-03-2018,Total,80-84,NT,1418
30-06-2018,Total,80-84,NT,1441
31-12-2018,Total,80-84,NT,1448
31-12-2018,Total,80-84,NT,1452
31-03-2019,Total,80-84,NT,1466
30-06-2019,Total,80-84,NT,1485
31-12-2019,Total,80-84,NT,1536
31-12-2019,Total,80-84,NT,1591
31-03-2020,Total,80-84,NT,1648
30-06-2020,Total,80-84,NT,1696
31-12-2020,Total,80-84,NT,1764
31-12-2020,Total,80-84,NT,1814
31-03-2021,Total,80-84,NT,1880
30-06-2021,Total,80-84,NT,1925
31-12-2021,Total,80-84,NT,1981
31-12-2021,Total,80-84,NT,2029
31-03-2022,Total,80-84,NT,2085
30-06-2022,Total,80-84,NT,2126
31-12-2022,Total,80-84,NT,2158
31-12-2022,Total,80-84,NT,2182
31-03-2023,Total,80-84,NT,2218
31-03-2012,Total,0-4,WA,160834
30-06-2012,Total,0-4,WA,162498
31-12-2012,Total,0-4,WA,163929
31-12-2012,Total,0-4,WA,165278
31-03-2013,Total,0-4,WA,166731
30-06-2013,Total,0-4,WA,167791
31-12-2013,Total,0-4,WA,168596
31-12-2013,Total,0-4,WA,168922
31-03-2014,Total,0-4,WA,169833
30-06-2014,Total,0-4,WA,170668
31-12-2014,Total,0-4,WA,171172
31-12-2014,Total,0-4,WA,171348
31-03-2015,Total,0-4,WA,171925
30-06-2015,Total,0-4,WA,172124
31-12-2015,Total,0-4,WA,172427
31-12-2015,Total,0-4,WA,172271
31-03-2016,Total,0-4,WA,172852
30-06-2016,Total,0-4,WA,172998
31-12-2016,Total,0-4,WA,173467
31-12-2016,Total,0-4,WA,173530
31-03-2017,Total,0-4,WA,173948
30-06-2017,Total,0-4,WA,174070
31-12-2017,Total,0-4,WA,174082
31-12-2017,Total,0-4,WA,173816
31-03-2018,Total,0-4,WA,173709
30-06-2018,Total,0-4,WA,173495
31-12-2018,Total,0-4,WA,173305
31-12-2018,Total,0-4,WA,173086
31-03-2019,Total,0-4,WA,173181
30-06-2019,Total,0-4,WA,173177
31-12-2019,Total,0-4,WA,173177
31-12-2019,Total,0-4,WA,173127
31-03-2020,Total,0-4,WA,172997
30-06-2020,Total,0-4,WA,172340
31-12-2020,Total,0-4,WA,171498
31-12-2020,Total,0-4,WA,170613
31-03-2021,Total,0-4,WA,170775
30-06-2021,Total,0-4,WA,170773
31-12-2021,Total,0-4,WA,170602
31-12-2021,Total,0-4,WA,170533
31-03-2022,Total,0-4,WA,170487
30-06-2022,Total,0-4,WA,170115
31-12-2022,Total,0-4,WA,169699
31-12-2022,Total,0-4,WA,169398
31-03-2023,Total,0-4,WA,170419
31-03-2012,Male,All ages,NSW,3617039
30-06-2012,Male,All ages,NSW,3626400
31-12-2012,Male,All ages,NSW,3637647
31-12-2012,Male,All ages,NSW,3650035
31-03-2013,Male,All ages,NSW,3664409
30-06-2013,Male,All ages,NSW,3674410
31-12-2013,Male,All ages,NSW,3687294
31-12-2013,Male,All ages,NSW,3698220
31-03-2014,Male,All ages,NSW,3714264
30-06-2014,Male,All ages,NSW,3724215
31-12-2014,Male,All ages,NSW,3737719
31-12-2014,Male,All ages,NSW,3750061
31-03-2015,Male,All ages,NSW,3766915
30-06-2015,Male,All ages,NSW,3776574
31-12-2015,Male,All ages,NSW,3790716
31-12-2015,Male,All ages,NSW,3803289
31-03-2016,Male,All ages,NSW,3821409
30-06-2016,Male,All ages,NSW,3833807
31-12-2016,Male,All ages,NSW,3851341
31-12-2016,Male,All ages,NSW,3865361
31-03-2017,Male,All ages,NSW,3884979
30-06-2017,Male,All ages,NSW,3896830
31-12-2017,Male,All ages,NSW,3912293
31-12-2017,Male,All ages,NSW,3921301
31-03-2018,Male,All ages,NSW,3939656
30-06-2018,Male,All ages,NSW,3950763
31-12-2018,Male,All ages,NSW,3966560
31-12-2018,Male,All ages,NSW,3976266
31-03-2019,Male,All ages,NSW,3991886
30-06-2019,Male,All ages,NSW,3999452
31-12-2019,Male,All ages,NSW,4011787
31-12-2019,Male,All ages,NSW,4019498
31-03-2020,Male,All ages,NSW,4031001
30-06-2020,Male,All ages,NSW,4030710
31-12-2020,Male,All ages,NSW,4025030
31-12-2020,Male,All ages,NSW,4022460
31-03-2021,Male,All ages,NSW,4022559
30-06-2021,Male,All ages,NSW,4025393
31-12-2021,Male,All ages,NSW,4019892
31-12-2021,Male,All ages,NSW,4026436
31-03-2022,Male,All ages,NSW,4044454
30-06-2022,Male,All ages,NSW,4059694
31-12-2022,Male,All ages,NSW,4079943
31-12-2022,Male,All ages,NSW,4098396
31-03-2023,Male,All ages,NSW,4124626
31-03-2012,Female,15-19,WA,75787
30-06-2012,Female,15-19,WA,75873
31-12-2012,Female,15-19,WA,76041
31-12-2012,Female,15-19,WA,76024
31-03-2013,Female,15-19,WA,76261
30-06-2013,Female,15-19,WA,76096
31-12-2013,Female,15-19,WA,76250
31-12-2013,Female,15-19,WA,76174
31-03-2014,Female,15-19,WA,76366
30-06-2014,Female,15-19,WA,76186
31-12-2014,Female,15-19,WA,76139
31-12-2014,Female,15-19,WA,75900
31-03-2015,Female,15-19,WA,76052
30-06-2015,Female,15-19,WA,75866
31-12-2015,Female,15-19,WA,75813
31-12-2015,Female,15-19,WA,75567
31-03-2016,Female,15-19,WA,75639
30-06-2016,Female,15-19,WA,75442
31-12-2016,Female,15-19,WA,75552
31-12-2016,Female,15-19,WA,75266
31-03-2017,Female,15-19,WA,75394
30-06-2017,Female,15-19,WA,75232
31-12-2017,Female,15-19,WA,75326
31-12-2017,Female,15-19,WA,75145
31-03-2018,Female,15-19,WA,75390
30-06-2018,Female,15-19,WA,75312
31-12-2018,Female,15-19,WA,75454
31-12-2018,Female,15-19,WA,75304
31-03-2019,Female,15-19,WA,75591
30-06-2019,Female,15-19,WA,75528
31-12-2019,Female,15-19,WA,75839
31-12-2019,Female,15-19,WA,75784
31-03-2020,Female,15-19,WA,76093
30-06-2020,Female,15-19,WA,75958
31-12-2020,Female,15-19,WA,76185
31-12-2020,Female,15-19,WA,76430
31-03-2021,Female,15-19,WA,76744
30-06-2021,Female,15-19,WA,77023
31-12-2021,Female,15-19,WA,77507
31-12-2021,Female,15-19,WA,78193
31-03-2022,Female,15-19,WA,79237
30-06-2022,Female,15-19,WA,80071
31-12-2022,Female,15-19,WA,81203
31-12-2022,Female,15-19,WA,82159
31-03-2023,Female,15-19,WA,83508
31-03-2012,Female,50-54,NT,7268
30-06-2012,Female,50-54,NT,7315
31-12-2012,Female,50-54,NT,7355
31-12-2012,Female,50-54,NT,7399
31-03-2013,Female,50-54,NT,7431
30-06-2013,Female,50-54,NT,7450
31-12-2013,Female,50-54,NT,7484
31-12-2013,Female,50-54,NT,7486
31-03-2014,Female,50-54,NT,7486
30-06-2014,Female,50-54,NT,7504
31-12-2014,Female,50-54,NT,7502
31-12-2014,Female,50-54,NT,7483
31-03-2015,Female,50-54,NT,7457
30-06-2015,Female,50-54,NT,7449
31-12-2015,Female,50-54,NT,7455
31-12-2015,Female,50-54,NT,7459
31-03-2016,Female,50-54,NT,7497
30-06-2016,Female,50-54,NT,7509
31-12-2016,Female,50-54,NT,7491
31-12-2016,Female,50-54,NT,7458
31-03-2017,Female,50-54,NT,7438
30-06-2017,Female,50-54,NT,7440
31-12-2017,Female,50-54,NT,7451
31-12-2017,Female,50-54,NT,7454
31-03-2018,Female,50-54,NT,7451
30-06-2018,Female,50-54,NT,7443
31-12-2018,Female,50-54,NT,7449
31-12-2018,Female,50-54,NT,7433
31-03-2019,Female,50-54,NT,7440
30-06-2019,Female,50-54,NT,7468
31-12-2019,Female,50-54,NT,7505
31-12-2019,Female,50-54,NT,7528
31-03-2020,Female,50-54,NT,7593
30-06-2020,Female,50-54,NT,7641
31-12-2020,Female,50-54,NT,7680
31-12-2020,Female,50-54,NT,7717
31-03-2021,Female,50-54,NT,7760
30-06-2021,Female,50-54,NT,7799
31-12-2021,Female,50-54,NT,7807
31-12-2021,Female,50-54,NT,7805
31-03-2022,Female,50-54,NT,7814
30-06-2022,Female,50-54,NT,7806
31-12-2022,Female,50-54,NT,7794
31-12-2022,Female,50-54,NT,7794
31-03-2023,Female,50-54,NT,7787
31-03-2012,Total,60-64,SA,97574
30-06-2012,Total,60-64,SA,97385
31-12-2012,Total,60-64,SA,97651
31-12-2012,Total,60-64,SA,97954
31-03-2013,Total,60-64,SA,98246
30-06-2013,Total,60-64,SA,98572
31-12-2013,Total,60-64,SA,98847
31-12-2013,Total,60-64,SA,99140
31-03-2014,Total,60-64,SA,99352
30-06-2014,Total,60-64,SA,99572
31-12-2014,Total,60-64,SA,99804
31-12-2014,Total,60-64,SA,99968
31-03-2015,Total,60-64,SA,100148
30-06-2015,Total,60-64,SA,100289
31-12-2015,Total,60-64,SA,100477
31-12-2015,Total,60-64,SA,100746
31-03-2016,Total,60-64,SA,100957
30-06-2016,Total,60-64,SA,101192
31-12-2016,Total,60-64,SA,101670
31-12-2016,Total,60-64,SA,102155
31-03-2017,Total,60-64,SA,102617
30-06-2017,Total,60-64,SA,103025
31-12-2017,Total,60-64,SA,103476
31-12-2017,Total,60-64,SA,103862
31-03-2018,Total,60-64,SA,104311
30-06-2018,Total,60-64,SA,104786
31-12-2018,Total,60-64,SA,105366
31-12-2018,Total,60-64,SA,105986
31-03-2019,Total,60-64,SA,106587
30-06-2019,Total,60-64,SA,107316
31-12-2019,Total,60-64,SA,108145
31-12-2019,Total,60-64,SA,109133
31-03-2020,Total,60-64,SA,109983
30-06-2020,Total,60-64,SA,110589
31-12-2020,Total,60-64,SA,111168
31-12-2020,Total,60-64,SA,111724
31-03-2021,Total,60-64,SA,112300
30-06-2021,Total,60-64,SA,112908
31-12-2021,Total,60-64,SA,113292
31-12-2021,Total,60-64,SA,113665
31-03-2022,Total,60-64,SA,114127
30-06-2022,Total,60-64,SA,114567
31-12-2022,Total,60-64,SA,114843
31-12-2022,Total,60-64,SA,115145
31-03-2023,Total,60-64,SA,115489
31-03-2012,Total,40-44,Vic,409340
30-06-2012,Total,40-44,Vic,412241
31-12-2012,Total,40-44,Vic,413642
31-12-2012,Total,40-44,Vic,415183
31-03-2013,Total,40-44,Vic,416724
30-06-2013,Total,40-44,Vic,418042
31-12-2013,Total,40-44,Vic,418659
31-12-2013,Total,40-44,Vic,419172
31-03-2014,Total,40-44,Vic,419734
30-06-2014,Total,40-44,Vic,420103
31-12-2014,Total,40-44,Vic,419884
31-12-2014,Total,40-44,Vic,419895
31-03-2015,Total,40-44,Vic,419952
30-06-2015,Total,40-44,Vic,419853
31-12-2015,Total,40-44,Vic,418582
31-12-2015,Total,40-44,Vic,417580
31-03-2016,Total,40-44,Vic,416760
30-06-2016,Total,40-44,Vic,415795
31-12-2016,Total,40-44,Vic,414919
31-12-2016,Total,40-44,Vic,414086
31-03-2017,Total,40-44,Vic,413305
30-06-2017,Total,40-44,Vic,412310
31-12-2017,Total,40-44,Vic,412489
31-12-2017,Total,40-44,Vic,412579
31-03-2018,Total,40-44,Vic,412740
30-06-2018,Total,40-44,Vic,412576
31-12-2018,Total,40-44,Vic,413412
31-12-2018,Total,40-44,Vic,414181
31-03-2019,Total,40-44,Vic,414991
30-06-2019,Total,40-44,Vic,415512
31-12-2019,Total,40-44,Vic,417594
31-12-2019,Total,40-44,Vic,419683
31-03-2020,Total,40-44,Vic,421553
30-06-2020,Total,40-44,Vic,422382
31-12-2020,Total,40-44,Vic,423737
31-12-2020,Total,40-44,Vic,424989
31-03-2021,Total,40-44,Vic,426619
30-06-2021,Total,40-44,Vic,428366
31-12-2021,Total,40-44,Vic,431542
31-12-2021,Total,40-44,Vic,434549
31-03-2022,Total,40-44,Vic,438433
30-06-2022,Total,40-44,Vic,442436
31-12-2022,Total,40-44,Vic,447447
31-12-2022,Total,40-44,Vic,452926
31-03-2023,Total,40-44,Vic,458263
31-03-2012,Total,80-84,National,444806
30-06-2012,Total,80-84,National,445093
31-12-2012,Total,80-84,National,444085
31-12-2012,Total,80-84,National,444500
31-03-2013,Total,80-84,National,445029
30-06-2013,Total,80-84,National,445445
31-12-2013,Total,80-84,National,445214
31-12-2013,Total,80-84,National,445812
31-03-2014,Total,80-84,National,446705
30-06-2014,Total,80-84,National,446948
31-12-2014,Total,80-84,National,446428
31-12-2014,Total,80-84,National,447091
31-03-2015,Total,80-84,National,447803
30-06-2015,Total,80-84,National,448137
31-12-2015,Total,80-84,National,448985
31-12-2015,Total,80-84,National,451047
31-03-2016,Total,80-84,National,453309
30-06-2016,Total,80-84,National,455103
31-12-2016,Total,80-84,National,457829
31-12-2016,Total,80-84,National,461308
31-03-2017,Total,80-84,National,465145
30-06-2017,Total,80-84,National,468433
31-12-2017,Total,80-84,National,471265
31-12-2017,Total,80-84,National,475524
31-03-2018,Total,80-84,National,480290
30-06-2018,Total,80-84,National,484511
31-12-2018,Total,80-84,National,488863
31-12-2018,Total,80-84,National,493999
31-03-2019,Total,80-84,National,499379
30-06-2019,Total,80-84,National,504001
31-12-2019,Total,80-84,National,508947
31-12-2019,Total,80-84,National,515251
31-03-2020,Total,80-84,National,521286
30-06-2020,Total,80-84,National,526735
31-12-2020,Total,80-84,National,531214
31-12-2020,Total,80-84,National,536149
31-03-2021,Total,80-84,National,541098
30-06-2021,Total,80-84,National,545418
31-12-2021,Total,80-84,National,550184
31-12-2021,Total,80-84,National,555643
31-03-2022,Total,80-84,National,560893
30-06-2022,Total,80-84,National,565455
31-12-2022,Total,80-84,National,569013
31-12-2022,Total,80-84,National,573980
31-03-2023,Total,80-84,National,578641
31-03-2012,Total,35-39,NT,18134
30-06-2012,Total,35-39,NT,18191
31-12-2012,Total,35-39,NT,18283
31-12-2012,Total,35-39,NT,18379
31-03-2013,Total,35-39,NT,18488
30-06-2013,Total,35-39,NT,18534
31-12-2013,Total,35-39,NT,18570
31-12-2013,Total,35-39,NT,18560
31-03-2014,Total,35-39,NT,18582
30-06-2014,Total,35-39,NT,18566
31-12-2014,Total,35-39,NT,18629
31-12-2014,Total,35-39,NT,18634
31-03-2015,Total,35-39,NT,18697
30-06-2015,Total,35-39,NT,18812
31-12-2015,Total,35-39,NT,18866
31-12-2015,Total,35-39,NT,18940
31-03-2016,Total,35-39,NT,19047
30-06-2016,Total,35-39,NT,19168
31-12-2016,Total,35-39,NT,19311
31-12-2016,Total,35-39,NT,19460
31-03-2017,Total,35-39,NT,19573
30-06-2017,Total,35-39,NT,19777
31-12-2017,Total,35-39,NT,19886
31-12-2017,Total,35-39,NT,19949
31-03-2018,Total,35-39,NT,20034
30-06-2018,Total,35-39,NT,20174
31-12-2018,Total,35-39,NT,20213
31-12-2018,Total,35-39,NT,20174
31-03-2019,Total,35-39,NT,20263
30-06-2019,Total,35-39,NT,20340
31-12-2019,Total,35-39,NT,20401
31-12-2019,Total,35-39,NT,20397
31-03-2020,Total,35-39,NT,20504
30-06-2020,Total,35-39,NT,20597
31-12-2020,Total,35-39,NT,20655
31-12-2020,Total,35-39,NT,20694
31-03-2021,Total,35-39,NT,20727
30-06-2021,Total,35-39,NT,20699
31-12-2021,Total,35-39,NT,20837
31-12-2021,Total,35-39,NT,20883
31-03-2022,Total,35-39,NT,21058
30-06-2022,Total,35-39,NT,21201
31-12-2022,Total,35-39,NT,21303
31-12-2022,Total,35-39,NT,21360
31-03-2023,Total,35-39,NT,21496
31-03-2012,Male,35-39,SA,52610
30-06-2012,Male,35-39,SA,52409
31-12-2012,Male,35-39,SA,52317
31-12-2012,Male,35-39,SA,52133
31-03-2013,Male,35-39,SA,52069
30-06-2013,Male,35-39,SA,51874
31-12-2013,Male,35-39,SA,51887
31-12-2013,Male,35-39,SA,51844
31-03-2014,Male,35-39,SA,51894
30-06-2014,Male,35-39,SA,51904
31-12-2014,Male,35-39,SA,51932
31-12-2014,Male,35-39,SA,51936
31-03-2015,Male,35-39,SA,52007
30-06-2015,Male,35-39,SA,51983
31-12-2015,Male,35-39,SA,52011
31-12-2015,Male,35-39,SA,52039
31-03-2016,Male,35-39,SA,52156
30-06-2016,Male,35-39,SA,52277
31-12-2016,Male,35-39,SA,52474
31-12-2016,Male,35-39,SA,52601
31-03-2017,Male,35-39,SA,52870
30-06-2017,Male,35-39,SA,53115
31-12-2017,Male,35-39,SA,53564
31-12-2017,Male,35-39,SA,53900
31-03-2018,Male,35-39,SA,54424
30-06-2018,Male,35-39,SA,54836
31-12-2018,Male,35-39,SA,55354
31-12-2018,Male,35-39,SA,55765
31-03-2019,Male,35-39,SA,56279
30-06-2019,Male,35-39,SA,56811
31-12-2019,Male,35-39,SA,57268
31-12-2019,Male,35-39,SA,57756
31-03-2020,Male,35-39,SA,58389
30-06-2020,Male,35-39,SA,58768
31-12-2020,Male,35-39,SA,59055
31-12-2020,Male,35-39,SA,59392
31-03-2021,Male,35-39,SA,59742
30-06-2021,Male,35-39,SA,60167
31-12-2021,Male,35-39,SA,60063
31-12-2021,Male,35-39,SA,60293
31-03-2022,Male,35-39,SA,60739
30-06-2022,Male,35-39,SA,61046
31-12-2022,Male,35-39,SA,61264
31-12-2022,Male,35-39,SA,61470
31-03-2023,Male,35-39,SA,61722
31-03-2012,Total,70-74,WA,71368
30-06-2012,Total,70-74,WA,72122
31-12-2012,Total,70-74,WA,72651
31-12-2012,Total,70-74,WA,73200
31-03-2013,Total,70-74,WA,73742
30-06-2013,Total,70-74,WA,74293
31-12-2013,Total,70-74,WA,75097
31-12-2013,Total,70-74,WA,75909
31-03-2014,Total,70-74,WA,76694
30-06-2014,Total,70-74,WA,77416
31-12-2014,Total,70-74,WA,78137
31-12-2014,Total,70-74,WA,78901
31-03-2015,Total,70-74,WA,79612
30-06-2015,Total,70-74,WA,80273
31-12-2015,Total,70-74,WA,81067
31-12-2015,Total,70-74,WA,81927
31-03-2016,Total,70-74,WA,82749
30-06-2016,Total,70-74,WA,83569
31-12-2016,Total,70-74,WA,85298
31-12-2016,Total,70-74,WA,87082
31-03-2017,Total,70-74,WA,88854
30-06-2017,Total,70-74,WA,90676
31-12-2017,Total,70-74,WA,92435
31-12-2017,Total,70-74,WA,94213
31-03-2018,Total,70-74,WA,96040
30-06-2018,Total,70-74,WA,97860
31-12-2018,Total,70-74,WA,99192
31-12-2018,Total,70-74,WA,100692
31-03-2019,Total,70-74,WA,102176
30-06-2019,Total,70-74,WA,103692
31-12-2019,Total,70-74,WA,105336
31-12-2019,Total,70-74,WA,107328
31-03-2020,Total,70-74,WA,109128
