LGA_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,8,3,25,9,30,17,13,3,4,0,102,35,120,72,170,129,118,87,20,3,750,0,0,0,0,0,0,0,0,0,0,65,206,115,256,183,165,110,43,5,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,14,30,22,6,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51680,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,10,0,0,3,10,6,7,8,0,3,43,4,15,30,47,34,56,30,19,3,241,147,404,309,619,472,484,310,144,40,2924,0,0,0,0,0,0,0,0,0,0,288,737,496,855,548,517,358,159,38,3991,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,15,50,88,148,199,120,57,19,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA51710,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,8,45,21,19,6,4,0,113,41,96,58,215,109,99,52,14,0,685,0,0,0,3,0,0,0,0,0,4,73,153,76,185,77,83,36,6,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,6,4,0,0,33,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA51750,0,4,3,3,3,0,0,0,0,10,0,0,0,3,0,6,4,0,0,15,0,0,0,4,4,7,0,0,0,20,0,16,14,81,38,29,20,15,4,226,4,22,46,65,29,29,33,38,34,292,187,642,758,1262,785,703,648,571,344,5909,0,0,0,0,0,0,0,0,0,0,375,1052,1149,1361,850,672,699,682,325,7170,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,0,3,0,20,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,4,3,8,18,9,14,8,9,4,66,0,0,0,9,4,4,0,0,0,12,0,30,49,94,50,16,22,5,0,276,0,0,0,0,3,4,0,0,0,9,0,0,0,0,0,0,3,0,0,7,13,45,84,172,136,180,145,126,70,969,0,0,0,4,0,0,0,0,0,4,0,3,10,21,11,5,0,0,0,45
LGA51820,0,14,16,65,46,26,12,0,0,175,0,0,6,29,24,29,14,4,4,115,0,9,37,121,44,32,18,4,0,273,7,79,142,952,437,496,368,193,64,2742,101,213,215,670,245,226,189,167,109,2136,3764,7411,6964,18611,7977,6705,4876,2497,1115,59910,0,0,0,23,6,6,3,0,0,40,7482,12884,10362,20245,8633,6315,4308,1974,701,72904,0,6,13,81,21,8,0,0,0,129,0,0,4,125,67,87,52,23,0,357,3,9,7,166,22,13,6,5,0,229,0,0,6,13,3,0,0,0,0,23,3,17,27,137,47,52,18,6,0,301,0,0,3,37,42,26,21,5,0,147,4,60,137,767,293,157,127,31,5,1580,0,0,8,157,86,204,308,188,119,1076,0,6,8,20,9,12,18,17,9,97,10,249,463,1824,1366,1709,1136,660,212,7632,0,3,4,18,3,19,9,0,0,53,0,6,9,172,44,26,8,7,3,273
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,4,5,18,4,12,3,4,0,53,15,39,29,76,31,54,32,12,0,292,0,0,0,0,0,0,0,0,0,0,33,83,42,88,34,82,44,25,11,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51890,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,5,0,0,0,7,0,0,0,4,4,4,13,0,3,26,13,36,34,77,41,45,36,31,10,312,210,527,439,967,600,642,567,286,101,4347,0,0,0,0,0,0,0,0,0,0,441,1001,851,1580,904,954,894,386,120,7129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,42,120,100,61,15,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
LGA51960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,6,4,0,0,23,15,50,63,104,49,47,24,9,0,362,109,220,220,429,229,212,128,32,7,1601,0,0,0,0,0,0,0,0,0,4,186,328,261,502,286,292,167,48,13,2086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,11,30,18,4,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,4,6,11,9,10,10,7,5,59,25,34,31,91,55,88,96,48,13,482,0,0,0,0,0,0,0,0,0,0,53,71,47,130,77,161,171,76,14,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,12,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,3,4,8,3,6,0,0,33,37,60,28,109,57,72,77,38,25,505,0,0,0,0,0,0,0,0,0,0,55,103,77,182,90,122,122,57,34,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,15,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52170,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,5,0,3,0,9,0,0,0,5,0,3,5,0,0,12,0,11,3,37,12,21,17,5,3,113,0,3,11,46,14,24,17,24,30,169,157,424,499,902,581,556,482,283,125,4027,0,0,0,0,0,0,0,0,0,0,324,742,860,1146,716,716,651,377,125,5660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,4,0,8,9,12,0,0,0,40,0,0,0,5,5,0,0,0,0,12,0,0,0,9,8,8,0,0,0,30,0,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,3,0,0,4,4,46,39,112,129,134,109,70,18,664,0,0,0,0,0,0,0,0,0,0,0,3,5,16,3,5,0,0,0,35
LGA52240,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,5,5,0,16,6,10,10,5,0,60,28,73,45,120,70,77,62,38,5,532,0,0,0,0,0,0,0,0,0,0,58,138,72,160,109,128,92,44,12,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,8,19,16,20,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,11,7,4,7,0,0,40,15,52,42,71,69,81,65,23,8,426,0,0,0,0,0,0,0,0,0,0,34,90,66,119,114,113,107,40,7,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,16,16,4,5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,16,3,4,5,11,8,16,24,5,0,73,0,0,0,0,0,0,0,0,0,0,0,0,15,36,19,24,31,9,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,5,12,3,0,11,0,3,50,39,90,94,151,62,68,73,22,13,618,0,0,0,0,0,0,0,0,0,0,79,155,164,228,96,120,109,44,19,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,15,15,13,7,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,5,0,0,0,3,7,17,7,27,16,14,7,7,0,99,64,102,50,184,72,89,43,33,27,660,0,0,0,0,0,0,0,0,0,0,93,139,82,223,97,135,88,44,30,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,15,9,7,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
LGA52590,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,0,8,6,0,23,7,3,10,41,18,24,30,20,5,150,76,123,100,359,185,300,270,127,41,1567,0,0,0,0,0,0,0,0,0,0,153,281,180,486,303,415,427,185,53,2486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,25,25,39,41,25,0,157,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,6
LGA52660,0,0,0,9,0,4,0,0,0,20,0,0,0,4,0,0,3,3,0,9,0,0,10,16,11,7,0,0,0,41,0,3,0,20,16,14,3,10,4,70,10,32,20,66,51,54,38,60,39,375,465,975,740,1899,960,920,736,510,195,7406,0,0,0,4,0,0,0,0,0,6,926,1854,1324,2850,1335,1249,1056,567,209,11364,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,26,4,4,0,0,0,30,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,13,22,119,107,180,169,125,32,765,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,11
LGA52730,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,3,5,4,0,12,0,0,0,0,0,5,12,0,0,19,0,0,0,12,9,9,15,3,3,58,10,36,23,61,49,44,49,27,10,311,148,383,248,601,441,533,528,260,86,3226,0,0,0,0,0,0,0,0,0,0,271,689,452,777,544,615,587,246,70,4240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,9,48,74,170,168,132,44,652,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,3,0,13
LGA52800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,22,0,5,0,0,0,30,30,86,79,185,71,56,30,14,4,562,264,525,535,1125,419,373,188,61,20,3510,0,0,0,0,0,0,0,0,0,0,472,887,845,1675,648,546,290,85,27,5477,0,0,0,4,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,9,28,11,0,0,73,0,0,0,4,3,0,0,0,0,14,0,0,0,8,0,0,0,0,0,8
LGA52870,0,3,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,6,0,0,6,5,0,9,10,0,0,32,4,18,15,31,31,31,36,16,0,189,161,345,239,628,432,535,462,236,72,3112,0,0,0,5,0,0,0,0,0,11,292,655,464,886,607,693,638,278,83,4592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,42,65,119,121,77,11,452,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,3,0,0,10
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,3,4,5,4,0,0,0,25,19,55,19,71,38,42,63,19,10,337,0,0,0,0,0,0,0,0,0,0,37,98,57,118,67,66,95,37,10,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,13,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,12,10,7,5,4,0,49,28,50,24,75,45,52,44,12,0,323,0,0,0,0,0,0,0,0,0,0,38,73,32,122,63,74,71,26,0,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,3,0,0,4,3,5,0,18,10,16,5,4,0,58,9,23,23,77,47,68,38,17,0,305,0,0,0,3,0,0,0,0,0,3,21,35,45,72,69,77,60,28,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,4,8,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53150,0,0,0,0,0,0,0,0,0,5,0,8,0,10,0,5,8,0,0,26,0,0,0,0,0,6,0,0,0,15,3,3,10,42,20,16,11,5,4,111,3,15,6,41,12,15,11,19,43,181,177,526,464,885,626,573,438,259,149,4102,0,0,0,0,0,0,0,0,0,0,344,881,790,1100,838,690,561,253,117,5574,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,5,0,10,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,5,0,8,3,7,3,0,0,36,0,0,0,0,0,0,0,0,0,8,0,4,0,11,0,0,3,0,0,13,0,0,0,0,3,0,11,0,0,20,0,0,0,0,0,0,3,3,0,7,7,28,39,126,122,159,118,58,24,677,0,0,0,0,3,0,0,0,0,3,0,0,0,10,6,6,0,0,0,22
LGA53220,0,0,0,4,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,5,0,3,3,11,0,3,0,0,0,20,0,8,10,44,9,7,0,0,0,81,25,58,75,275,79,57,12,5,3,579,265,490,448,1485,409,291,85,25,5,3504,0,0,0,3,0,0,0,0,0,3,505,819,668,2118,624,441,148,32,9,5352,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,12,0,0,0,5,0,0,0,0,0,5,0,0,0,25,4,4,4,0,0,38,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,22,98,67,62,12,0,0,254,0,0,3,4,3,5,0,0,0,18,0,0,3,21,0,0,0,0,0,21
LGA53290,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,22,0,5,3,26,6,18,10,3,3,74,29,109,67,183,104,97,75,56,13,746,400,942,693,1646,930,911,732,466,171,6891,0,0,0,0,0,0,0,0,0,0,733,1613,1249,2325,1400,1322,1071,627,204,10535,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,13,0,0,0,6,0,0,0,0,0,6,0,0,3,11,4,4,0,0,0,23,0,0,0,7,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,80,63,125,91,75,27,492,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,10
LGA53360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,5,30,4,3,0,3,0,41,3,11,17,55,19,20,10,8,0,137,91,174,161,542,188,169,108,46,9,1476,0,0,0,0,0,0,0,0,0,0,164,326,255,675,303,263,143,65,8,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,9,0,0,6,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,20,38,22,10,0,140,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,9
