LGA_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
LGA55810,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,14,0,16,0,16,..,3,0,3,179,183,164,15,0,18,179,363,138,..,..,..,..,138,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA55880,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,24,24,220,0,0,3,24,244,197,..,..,..,..,197,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA55950,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,41,41,267,3,0,5,41,313,233,..,..,..,..,233,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA56090,0,19,0,19,..,7,0,12,0,12,..,43,0,43,0,43,..,12,0,12,0,12,..,85,0,81,0,81,..,34,5,40,0,40,..,9,4,14,0,14,..,24,0,26,0,26,..,4,0,4,0,4,..,10,5,10,0,10,..,186,28,210,5,214,..,873,92,967,5,972,..,46,5,50,2772,2819,16541,922,96,1017,2775,20336,16846,..,..,..,..,16846,..,49,0,49,0,45,..,0,0,0,0,0,..,24,0,24,0,23,..,3,0,7,0,7,..,62,17,81,5,84,..,3,0,3,0,3,..,76,17,91,5,96,..,25,0,28,0,28,..,51,0,51,0,51,..,81,3,86,0,86,..,8,0,8,0,8,..,7,0,7,0,7,..,8,0,8,0,8,..,10,0,8,0,13,..,0,0,0,0,0,..,18,6,24,0,24,..,7,0,10,0,10,..,0,0,0,0,0,..,0,0,0
LGA56160,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,3,3,48,0,0,0,3,49,37,..,..,..,..,37,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA56230,0,18,0,18,..,6,0,8,0,8,..,19,0,21,0,21,..,4,0,4,0,4,..,37,5,43,0,43,..,3,0,3,0,3,..,6,0,6,0,6,..,5,3,9,0,9,..,0,0,0,0,0,..,0,0,0,0,3,..,40,11,53,0,56,..,213,17,234,3,237,..,54,4,53,685,742,8003,265,23,286,686,8975,8182,..,..,..,..,8182,..,57,0,57,0,57,..,0,0,0,0,0,..,9,0,9,0,8,..,8,4,12,0,12,..,13,0,16,0,16,..,0,0,0,0,0,..,21,0,26,0,26,..,0,0,0,0,0,..,5,0,5,0,5,..,11,0,16,0,16,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA56300,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,24,0,24,0,24,..,0,0,0,102,102,661,24,0,24,102,790,634,..,..,..,..,634,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA56370,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,18,0,18,0,15,..,0,0,0,73,72,324,17,0,17,75,415,300,..,..,..,..,300,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA56460,0,25,0,26,..,3,0,3,0,3,..,27,0,27,0,29,..,3,3,5,0,5,..,56,3,61,3,59,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,48,7,58,4,55,..,184,13,202,7,208,..,4,0,8,256,266,1881,190,15,206,260,2350,1965,..,..,..,..,1965,..,30,0,30,0,30,..,0,0,0,0,0,..,5,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,8,3,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0
LGA56580,0,5,0,5,..,54,0,54,0,54,..,4,0,4,0,4,..,18,0,18,0,18,..,78,0,77,0,77,..,39,0,38,0,38,..,36,0,36,0,36,..,8,0,8,0,6,..,0,0,0,0,0,..,30,0,35,0,35,..,135,7,142,0,143,..,1448,105,1548,13,1560,..,27,3,33,300,337,9023,1471,108,1581,316,10920,9016,..,..,..,..,9016,..,28,0,28,0,28,..,31,0,31,0,25,..,4,0,4,0,4,..,163,8,175,3,173,..,405,85,491,4,494,..,57,4,62,0,62,..,622,103,725,9,728,..,13,0,11,0,11,..,71,0,75,0,75,..,62,0,64,0,64,..,35,0,37,0,37,..,13,0,13,0,13,..,11,0,8,0,8,..,41,3,42,0,42,..,0,0,0,0,0,..,15,0,15,0,15,..,28,0,27,0,27,..,15,0,16,0,16,..,9,0,6
LGA56620,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,467,42,512,4,521,..,473,42,513,9,522,..,12,9,18,42,59,73,486,47,534,52,656,64,..,..,..,..,64,..,0,0,0,0,0,..,0,0,0,0,0,..,529,34,562,13,574,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA56730,0,28,0,28,..,5,0,8,0,8,..,34,0,34,0,34,..,0,0,0,0,0,..,69,0,76,0,76,..,3,0,3,0,3,..,7,0,7,0,7,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,6,0,6,..,40,6,46,0,45,..,249,23,272,9,275,..,19,0,19,863,882,4585,270,23,290,870,5744,4752,..,..,..,..,4752,..,13,0,15,0,15,..,4,0,8,0,8,..,19,0,17,0,17,..,3,9,6,0,6,..,6,5,12,0,12,..,0,0,0,0,0,..,11,8,18,0,18,..,3,0,3,0,3,..,9,0,9,0,9,..,18,0,18,0,18,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,3,0,3,0,3,..,5,0,7,0,7,..,0,0,0
LGA56790,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,28,3,28,0,29,..,11,0,11,230,241,1434,37,3,42,232,1708,1277,..,..,..,..,1277,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA56860,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,8,..,0,0,0,27,27,105,4,0,3,27,136,88,..,..,..,..,88,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA56930,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,9,0,9,0,9,..,7,0,7,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,64,0,64,0,64,..,0,0,0,24,28,592,64,0,64,24,684,780,..,..,..,..,780,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,20,8,24,0,24,..,0,0,0,0,0,..,21,7,26,0,26,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0
LGA57000,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,20,0,27,0,27,..,0,0,0,133,137,232,21,0,24,133,390,168,..,..,..,..,168,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA57080,0,56,0,56,..,177,21,192,0,199,..,62,0,63,0,63,..,46,4,53,0,53,..,346,22,368,0,372,..,320,18,337,5,337,..,97,3,101,4,103,..,71,11,80,0,80,..,12,0,12,0,12,..,131,26,158,0,153,..,364,40,411,8,418,..,4609,477,5084,47,5132,..,55,5,62,1585,1651,8214,4662,480,5143,1630,14996,6717,..,..,..,..,6717,..,56,0,56,0,62,..,110,9,119,5,124,..,14,0,12,0,12,..,311,60,370,6,374,..,1098,189,1292,3,1295,..,63,8,72,0,72,..,1471,265,1736,6,1744,..,20,4,22,0,22,..,119,4,126,0,124,..,47,0,48,0,52,..,27,0,27,0,27,..,72,3,79,0,79,..,40,0,47,0,47,..,172,10,184,0,179,..,94,6,97,0,96,..,44,0,40,0,40,..,51,0,55,0,55,..,80,0,82,3,86,..,47,6,54
LGA57140,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,23,0,23,0,23,..,0,0,0,22,23,485,23,0,27,22,534,442,..,..,..,..,442,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA57210,0,14,0,14,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,23,0,23,0,23,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,64,27,86,0,86,..,139,33,167,0,167,..,7,0,12,354,361,2244,143,31,176,354,2775,2181,..,..,..,..,2181,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,5,5,8,0,8,..,0,0,0,0,0,..,5,5,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,24,0,23,0,23,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA57280,0,73,0,73,..,26,0,29,0,27,..,101,0,102,0,102,..,118,10,133,3,131,..,314,12,331,9,338,..,13,0,14,0,14,..,11,0,11,0,11,..,19,5,25,0,25,..,3,0,3,0,6,..,16,0,14,0,14,..,317,29,342,11,354,..,1044,65,1113,17,1127,..,99,3,107,1284,1388,5708,1150,70,1214,1303,8229,5200,..,..,..,..,5200,..,44,0,47,0,47,..,10,0,10,0,10,..,150,11,166,5,169,..,9,0,9,0,9,..,35,9,43,0,40,..,3,0,3,0,3,..,49,10,55,0,54,..,3,0,3,0,3,..,8,0,11,0,11,..,21,0,20,0,19,..,3,4,8,0,8,..,0,0,0,0,0,..,30,6,39,0,43,..,19,0,19,0,19,..,3,0,3,0,3,..,11,0,15,0,15,..,10,4,16,0,16,..,8,0,8,0,8,..,5,0,5
LGA57350,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,7,..,7,0,7,117,122,324,20,0,20,119,459,364,..,..,..,..,364,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA57420,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,20,0,20,..,61,3,66,0,66,..,5,0,5,115,122,911,66,3,71,115,1095,843,..,..,..,..,843,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,4,0,4,..,0,0,0,0,0,..,5,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA57490,0,146,3,152,..,96,5,102,0,102,..,241,8,249,0,251,..,99,10,108,0,108,..,590,22,610,0,613,..,195,18,208,5,217,..,63,0,63,0,65,..,96,4,100,6,101,..,8,0,10,0,10,..,82,32,115,0,115,..,1063,128,1185,23,1210,..,4477,428,4909,59,4967,..,252,15,270,4304,4574,57543,4731,447,5174,4360,67085,59190,..,..,..,..,59190,..,472,12,481,5,485,..,100,7,111,6,116,..,67,3,73,0,73,..,63,18,85,0,85,..,218,54,269,0,270,..,10,0,14,0,14,..,290,78,368,0,369,..,73,14,84,0,82,..,125,6,132,0,131,..,202,10,215,0,216,..,27,0,28,0,28,..,25,0,25,0,27,..,16,3,22,0,22,..,74,4,80,0,80,..,28,7,34,0,34,..,190,19,208,3,215,..,19,6,17,0,17,..,29,3,34,0,34,..,7,0,7
LGA57630,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,24,24,45,0,0,0,24,70,26,..,..,..,..,26,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA57700,0,35,0,35,..,19,3,17,0,17,..,74,0,79,4,78,..,21,0,20,0,20,..,149,7,156,4,159,..,25,0,23,0,23,..,47,3,49,0,49,..,9,0,8,0,8,..,3,0,3,0,3,..,12,5,11,0,11,..,406,34,445,12,456,..,1523,118,1643,21,1660,..,54,7,62,1098,1154,13250,1579,124,1705,1114,16069,13646,..,..,..,..,13646,..,130,0,125,0,130,..,14,3,22,0,22,..,12,0,12,0,12,..,15,4,17,0,17,..,60,10,74,0,74,..,5,0,5,0,5,..,81,14,98,0,98,..,0,0,3,0,3,..,39,0,37,0,41,..,30,0,31,0,32,..,7,0,10,0,10,..,11,0,11,0,11,..,30,0,30,0,30,..,44,0,44,0,49,..,0,0,0,0,0,..,243,34,277,4,281,..,17,4,23,0,23,..,43,0,43,0,43,..,7,0,7
