LGA_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
LGA50840,0,0,0,0,0,0,0,0,130,9,7,3,154,12,0,12,161,5,0,164,257,45,12,9,323,4,0,4,324,9,0,330,7,0,4,5,17,0,0,0,17,3,0,21,4,0,0,3,11,0,0,0,10,0,0,10,405,53,22,14,502,12,0,12,510,15,0,528,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,3,0,0,0,3,0,0,8,3,0,0,0,3,0,0,0,3,7,0,4,408,53,22,14,508,12,0,12,517,20,0,534,122,15,12,4,148,3,0,3,153,25,0,176,0,0,0,0,0,0,0,0,0,0,0,0,532,70,34,19,653,15,0,15,666,44,0,710
LGA50910,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,16,3,0,18,46,0,0,0,50,0,0,0,50,0,0,50,3,0,7,0,7,0,0,0,7,0,0,7,0,0,0,10,10,0,0,0,10,0,0,10,65,0,6,10,83,0,0,0,83,3,0,86,3,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,6,0,0,0,6,0,0,6,7,0,0,0,7,0,0,0,7,0,0,7,79,0,6,10,89,0,0,0,89,3,0,96,13,0,0,0,13,0,0,0,19,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,90,0,6,10,106,0,0,0,106,7,0,111
LGA50980,4,0,0,0,4,0,0,3,660,100,19,19,794,6,3,4,801,59,0,867,682,78,22,17,800,11,0,11,809,28,5,847,97,12,23,0,137,0,0,0,140,7,0,148,13,3,0,6,24,0,0,0,27,7,3,40,1451,194,65,44,1751,15,5,20,1776,108,19,1903,22,0,0,0,22,20,0,20,43,0,0,44,11,0,4,0,10,3,8,8,21,0,0,20,30,0,4,0,38,21,8,26,61,3,0,68,1482,197,71,44,1793,41,5,51,1843,109,16,1968,224,45,29,18,311,25,9,36,349,187,6,540,3,0,0,4,6,0,0,0,6,4,9,21,1710,241,98,60,2107,68,19,83,2191,300,29,2529
LGA51080,0,0,0,0,0,0,0,0,22,3,0,0,21,0,0,0,21,0,0,21,77,0,0,0,80,0,0,0,79,11,0,92,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,4,0,4,107,4,0,0,111,0,0,0,108,14,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,4,0,0,111,0,0,0,108,14,0,122,15,3,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,6,6,121,3,0,0,127,0,0,0,128,14,6,148
LGA51120,0,0,0,0,0,0,0,0,42,3,5,0,49,0,0,0,49,0,0,49,42,4,0,0,42,0,3,3,41,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,82,11,5,0,90,0,3,3,94,0,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,11,5,0,96,0,3,3,100,0,5,98,38,0,0,0,35,0,0,0,35,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,112,12,5,0,127,0,3,3,128,4,5,133
LGA51190,18,0,0,0,18,4,0,23,678,82,27,0,786,14,3,18,807,42,0,852,1401,166,35,11,1612,7,3,14,1628,70,3,1701,94,27,30,0,150,3,0,3,151,8,0,157,16,0,0,16,31,0,0,0,31,3,6,44,2184,273,95,25,2580,27,8,33,2616,124,8,2750,18,4,0,0,21,9,0,9,30,0,0,34,53,7,4,0,67,6,0,6,71,3,0,71,68,9,4,0,81,23,0,23,102,6,0,106,2252,287,98,28,2662,46,8,50,2720,128,8,2855,697,103,49,22,870,22,11,32,898,119,0,1015,0,0,0,8,8,0,0,0,8,0,11,20,2954,388,141,56,3545,65,13,79,3625,243,19,3891
LGA51260,19,0,0,0,19,0,0,18,1185,196,51,7,1440,5,0,8,1447,75,0,1525,2369,354,143,23,2890,19,7,24,2912,100,0,3016,146,36,41,3,225,0,0,5,233,4,0,232,17,0,3,28,43,0,0,0,48,0,0,50,3721,581,237,55,4603,26,12,36,4644,178,3,4828,17,0,3,0,25,5,0,5,30,5,0,32,47,0,7,0,58,5,0,3,63,3,0,69,67,3,12,0,85,3,0,4,91,7,0,97,3791,588,253,55,4686,28,13,44,4735,186,3,4928,789,131,47,24,985,20,0,21,1007,96,0,1106,9,0,0,0,6,0,0,0,12,0,15,23,4583,721,296,83,5683,52,13,63,5747,286,27,6057
LGA51310,241,6,0,6,245,20,0,260,1622,227,18,0,1871,32,9,42,1910,93,3,2010,2636,254,34,8,2940,15,9,21,2961,47,3,3014,148,24,44,0,215,0,0,0,215,3,0,221,17,0,0,16,35,0,0,0,35,0,3,40,4422,508,98,32,5063,43,14,60,5123,145,7,5282,31,0,0,0,33,0,0,0,33,0,0,33,94,0,3,0,97,3,0,3,97,0,0,101,121,0,4,0,130,3,0,3,132,0,0,140,4547,511,104,32,5191,49,15,65,5255,148,7,5416,1009,95,8,6,1118,22,6,27,1144,55,0,1200,5,0,0,0,11,0,0,0,11,0,6,19,5557,605,115,43,6321,66,25,93,6410,204,19,6633
LGA51330,653,24,7,31,682,84,5,773,4220,582,66,28,4893,88,31,120,5010,265,10,5286,5253,914,83,42,6293,105,34,140,6430,238,15,6692,409,55,66,0,533,4,0,4,539,15,0,552,51,7,0,51,115,0,0,0,116,8,15,135,9928,1566,218,123,11831,201,59,266,12096,528,38,12666,178,47,8,3,229,24,6,34,259,11,0,271,323,69,9,7,408,36,0,37,444,12,0,450,502,111,13,14,639,61,9,68,700,23,0,729,10428,1678,233,131,12468,259,68,331,12798,553,40,13392,3283,643,82,78,4087,146,45,195,4282,564,7,4855,21,3,0,44,65,0,0,0,65,0,23,91,13732,2322,320,251,16624,406,114,520,17143,1115,74,18338
LGA51400,33,0,0,0,33,0,0,35,700,100,13,14,829,12,0,16,842,39,0,881,1295,118,69,11,1487,8,3,11,1505,33,0,1535,114,8,15,0,134,0,0,0,134,0,0,133,5,0,0,11,22,0,0,0,22,0,3,24,2114,224,95,33,2468,24,5,29,2498,70,5,2572,11,0,0,0,11,12,0,12,19,4,0,23,24,11,6,0,32,4,0,4,37,0,0,39,30,11,6,0,41,10,0,10,56,5,0,60,2147,236,101,33,2512,34,5,43,2553,75,5,2634,570,42,21,6,633,18,0,18,655,59,0,713,3,3,0,12,21,0,0,0,21,0,10,30,2719,282,115,48,3168,51,5,59,3226,134,12,3367
LGA51470,0,0,0,0,0,0,0,0,10,0,3,0,15,0,0,0,15,0,0,15,8,3,0,0,12,0,0,0,12,0,0,12,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,5,0,31,0,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,3,0,3,3,0,0,3,20,9,5,0,31,3,0,3,30,0,0,30,9,3,0,0,10,0,0,0,10,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,31,12,5,0,44,3,0,3,50,4,0,51
LGA51540,4,0,0,0,4,0,0,4,154,15,7,3,184,0,0,0,184,15,0,195,138,35,0,0,170,3,0,3,172,11,0,190,26,0,0,0,26,4,0,4,28,0,0,28,3,0,0,3,4,0,0,0,4,0,0,4,322,52,7,6,387,6,0,6,389,29,0,417,0,0,0,0,0,3,0,3,3,0,0,3,8,0,0,0,8,0,0,0,10,0,0,10,8,0,0,0,8,4,0,8,12,0,0,12,327,52,7,6,393,13,0,13,404,29,0,436,51,11,3,0,62,9,0,9,78,47,0,126,0,0,0,0,0,0,0,0,0,0,0,0,377,61,8,6,457,20,0,22,482,73,0,554
LGA51610,0,0,0,0,0,0,0,0,82,7,3,0,93,0,0,0,91,0,0,98,64,6,11,8,85,0,0,0,85,0,0,91,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,3,5,0,0,0,5,0,0,5,160,7,13,6,183,0,0,0,190,9,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,7,13,6,183,0,0,0,190,9,0,193,44,3,0,3,49,0,0,0,49,4,0,50,0,0,0,0,0,0,0,0,0,0,0,0,203,13,13,13,237,0,0,0,236,7,5,248
LGA51680,17,0,0,0,17,0,0,17,230,17,0,0,247,0,0,0,250,24,0,274,290,37,11,12,357,0,5,7,359,4,0,368,26,7,5,0,42,0,0,0,42,0,0,44,5,0,0,7,12,0,0,0,12,0,0,12,549,60,23,18,660,4,5,3,665,28,0,697,3,0,0,0,3,0,0,0,3,0,0,3,11,0,0,0,13,0,0,0,13,0,0,13,12,0,0,0,18,0,0,0,18,0,0,18,565,60,31,18,674,4,5,3,678,28,0,709,170,16,13,6,209,0,0,0,212,28,0,230,0,0,3,5,4,0,0,0,4,0,0,4,737,79,44,32,891,3,5,8,899,52,0,949
LGA51710,0,0,0,0,0,0,0,0,75,4,0,0,86,0,0,0,86,0,0,86,76,5,0,0,86,0,0,0,86,0,0,86,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,5,6,0,0,0,6,0,0,6,164,14,0,4,184,0,0,0,184,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,162,14,0,4,187,0,0,0,187,0,0,186,29,0,5,0,39,0,0,0,39,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,196,18,5,6,221,0,0,0,221,0,0,228
LGA51750,73,0,0,3,81,13,0,89,496,54,9,0,552,11,0,14,565,32,0,604,630,88,8,0,725,7,6,9,737,14,4,752,60,4,5,0,70,0,0,0,70,0,0,71,7,0,0,0,7,0,0,0,10,0,0,10,1188,144,18,3,1351,26,5,29,1383,52,6,1438,10,0,0,0,10,4,0,4,12,4,0,15,21,8,0,0,22,10,0,10,35,0,0,38,28,8,0,0,40,6,0,6,46,0,0,49,1218,150,18,3,1387,31,5,36,1427,53,6,1484,294,40,5,4,341,8,0,8,349,37,4,394,0,0,0,0,0,0,0,0,0,0,0,0,1513,186,20,8,1732,36,5,47,1777,94,9,1876
LGA51820,534,13,0,16,550,51,4,608,4691,541,99,26,5363,63,28,89,5454,231,0,5687,7839,805,200,60,8899,62,20,83,8981,260,16,9252,852,90,126,4,1068,0,3,6,1070,19,5,1098,60,3,0,58,127,6,0,6,126,3,7,144,13439,1438,424,149,15452,130,52,176,15633,514,32,16183,99,15,8,6,125,11,0,11,141,19,0,158,295,29,5,12,341,16,0,18,361,14,0,373,390,52,11,14,465,29,0,36,499,26,0,532,13833,1489,436,165,15921,160,52,207,16135,542,32,16711,3311,337,106,50,3806,75,19,89,3895,364,21,4286,15,8,0,10,33,3,0,3,39,0,33,76,17160,1834,544,227,19763,235,69,307,20069,909,88,21066
LGA51860,0,0,0,0,0,0,0,0,33,0,0,0,31,0,0,0,31,0,0,38,16,15,0,0,31,0,0,0,31,6,0,35,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,50,16,0,0,67,0,0,0,67,6,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,16,0,0,67,0,0,0,67,6,0,71,11,15,0,0,24,0,0,0,24,0,0,27,3,0,0,0,3,0,0,0,3,0,0,3,67,32,0,0,95,0,0,0,95,3,0,105
LGA51890,3,0,0,0,3,0,0,3,169,16,0,9,196,8,0,6,201,14,0,215,406,35,20,0,462,0,0,0,470,15,3,491,30,4,9,0,50,5,0,5,48,0,0,48,3,0,0,10,8,0,0,0,8,0,6,11,612,53,24,19,713,12,0,11,728,33,8,769,3,0,0,0,11,0,0,0,14,0,0,14,13,0,0,0,13,0,0,0,13,3,0,19,20,0,0,0,28,0,0,0,27,3,0,29,636,61,24,19,737,18,0,15,755,33,8,796,189,19,14,17,239,13,0,8,247,70,6,326,7,0,0,0,5,0,0,0,5,0,0,11,828,74,42,32,983,26,0,28,1011,103,9,1127
LGA51960,0,0,0,0,0,0,0,0,84,9,3,0,94,0,3,0,95,11,0,108,83,21,14,0,113,0,0,0,113,3,0,120,9,0,5,0,13,0,0,0,13,0,0,13,0,0,0,7,7,0,0,0,7,0,0,7,175,24,21,3,229,0,3,0,235,7,0,239,0,4,5,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,9,7,6,5,5,0,12,0,0,0,12,0,9,19,178,27,22,3,240,0,3,0,243,7,9,257,113,3,15,0,133,0,3,3,134,21,0,160,0,0,0,0,0,0,0,0,0,0,0,0,291,30,36,8,367,0,5,6,373,31,3,416
LGA52030,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,13,0,0,13,36,8,5,0,47,0,0,0,47,0,0,47,5,0,0,0,5,0,0,0,5,0,0,5,4,0,0,0,4,0,0,0,4,0,0,4,63,8,5,0,70,0,0,0,70,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,8,5,0,70,0,0,0,70,0,0,74,17,0,0,0,17,0,0,0,17,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,80,8,5,0,92,0,0,0,92,9,0,95
LGA52100,0,0,0,0,0,0,0,0,41,3,0,0,49,0,0,0,49,0,0,49,55,3,0,0,65,3,0,3,63,0,0,63,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,110,7,0,0,119,3,0,3,124,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,5,0,0,5,114,7,0,0,120,3,0,3,121,0,0,121,8,3,0,3,22,3,0,3,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,123,10,0,3,138,6,0,6,149,0,0,149
LGA52170,65,0,0,0,67,5,0,74,308,52,6,0,364,5,5,7,374,26,0,400,529,57,15,3,600,0,3,5,607,19,0,622,48,3,11,0,62,0,0,0,62,5,0,63,12,0,0,3,12,0,0,0,12,0,0,12,894,112,36,9,1044,9,3,11,1056,45,0,1102,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,29,0,0,0,29,0,0,29,29,0,0,0,29,0,0,0,30,0,0,30,928,112,36,9,1074,9,3,11,1088,45,0,1134,312,39,5,11,365,0,5,3,366,17,0,384,0,0,0,3,3,0,0,0,3,0,3,4,1240,146,38,19,1444,15,7,17,1460,62,3,1527
LGA52240,0,0,0,0,0,0,0,0,17,0,0,0,22,0,0,0,22,5,0,27,56,6,5,0,63,0,0,0,63,6,0,65,5,0,0,0,10,0,0,0,10,0,0,10,4,0,0,0,4,0,0,0,4,0,0,4,78,14,5,0,91,0,0,0,91,8,0,100,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,79,14,5,0,95,0,0,0,95,8,0,102,29,0,4,3,38,6,0,6,43,6,0,52,0,0,0,0,0,0,0,0,0,0,0,0,108,9,4,3,131,6,0,6,136,14,0,150
LGA52310,0,0,0,0,0,0,0,0,28,0,0,0,28,0,0,0,28,6,0,33,33,3,0,0,36,0,0,0,36,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,6,0,0,6,61,3,0,3,65,0,0,0,65,10,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,0,3,69,0,0,0,69,10,0,79,15,0,0,0,15,0,0,0,17,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,75,3,0,3,87,0,0,0,87,16,0,100
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52450,0,0,0,0,0,0,0,0,38,7,4,0,47,0,0,0,47,0,0,42,87,9,0,0,96,0,0,0,97,0,0,97,14,3,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,140,15,4,0,150,0,0,0,156,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,15,4,0,154,0,0,0,153,0,0,157,53,4,3,0,59,0,0,0,61,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,187,16,6,0,212,0,0,0,217,0,0,215
LGA52520,0,0,0,0,0,0,0,0,43,0,3,0,48,0,0,0,48,0,0,48,93,6,0,0,104,0,0,0,104,0,0,105,15,4,0,0,14,0,0,0,14,0,0,14,6,0,0,4,5,0,0,0,5,0,0,5,158,6,3,4,167,0,0,0,167,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,6,3,4,167,0,0,0,167,0,0,169,49,0,0,0,53,0,0,0,53,6,0,59,0,0,0,0,0,0,0,0,0,0,0,0,207,8,4,4,221,0,0,0,221,7,0,230
LGA52590,0,0,0,0,0,0,0,0,56,11,3,0,69,0,0,0,68,9,0,75,139,16,3,0,158,6,0,6,161,0,0,161,10,0,0,0,19,0,0,0,19,0,0,20,7,0,0,0,6,0,0,0,6,0,0,6,210,28,7,3,247,10,0,10,250,4,0,257,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,4,7,0,0,0,7,0,0,7,3,0,0,4,8,0,0,0,8,0,0,8,214,28,7,9,252,10,0,10,262,4,0,267,52,3,0,0,60,0,0,0,60,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,262,36,9,7,312,10,0,10,323,7,0,330
LGA52660,11,0,0,0,11,0,0,9,433,35,19,0,491,3,0,3,491,21,0,514,989,95,38,10,1134,14,7,14,1155,14,0,1172,79,4,12,4,97,4,0,4,106,0,0,106,9,0,0,5,15,0,0,0,15,0,3,21,1521,141,67,19,1745,16,7,23,1769,39,3,1813,5,0,0,0,5,0,0,0,5,0,0,5,31,0,0,0,31,7,0,7,39,3,0,40,36,0,0,0,36,7,0,7,44,3,0,46,1558,141,67,19,1784,23,7,26,1811,40,3,1854,415,59,22,18,514,14,3,23,538,10,0,552,0,0,0,8,10,0,0,0,10,0,9,15,1979,200,84,45,2307,36,10,49,2356,57,12,2424
LGA52730,0,0,0,0,0,0,0,0,153,35,3,3,199,3,0,3,204,27,0,230,267,113,9,8,393,0,0,0,397,18,0,417,16,0,6,0,27,0,0,0,27,3,0,29,4,0,0,3,5,0,0,0,5,0,0,6,444,154,24,14,628,6,0,6,635,47,0,684,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,16,0,0,0,15,0,0,15,8,5,0,0,16,0,0,0,15,0,0,15,449,161,24,14,643,6,0,5,651,47,0,702,79,31,7,6,124,9,0,9,128,24,0,147,0,0,0,0,0,0,0,0,0,0,0,0,525,190,34,16,770,11,0,13,782,67,0,848
LGA52800,0,0,0,0,0,0,0,0,149,18,7,0,179,0,0,0,179,28,0,204,59,34,0,0,94,0,3,3,98,27,0,127,15,4,0,0,19,0,0,0,19,3,0,20,0,0,0,10,10,0,0,0,10,5,0,12,224,57,10,10,299,0,3,3,308,58,0,362,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,7,0,9,6,11,0,0,15,4,0,0,0,4,0,9,6,18,6,0,19,231,57,10,10,310,4,7,14,320,66,0,384,70,31,0,7,112,8,0,13,128,346,3,473,0,4,0,0,4,0,0,0,4,0,17,18,301,98,10,10,425,17,13,31,454,406,17,879
LGA52870,3,0,0,0,3,0,0,4,130,18,3,0,153,0,0,0,158,11,0,162,278,27,19,5,323,3,0,3,327,8,0,334,35,7,13,0,54,0,0,0,54,0,0,54,0,0,0,15,14,0,0,0,14,0,0,18,438,50,39,19,546,3,0,4,550,19,0,571,4,0,0,0,4,0,0,0,9,0,0,9,11,0,0,0,11,0,0,0,11,0,0,11,20,0,0,0,20,0,0,0,17,0,0,17,453,50,39,19,562,3,0,7,570,19,0,589,201,24,15,9,248,6,0,6,256,21,0,274,0,0,0,0,0,0,0,0,0,0,4,4,650,71,55,27,809,5,0,7,825,35,4,864
LGA52940,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,18,0,0,18,52,3,0,0,57,5,0,5,64,0,0,64,0,0,3,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,73,5,3,0,86,5,0,5,87,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,5,3,0,84,5,0,5,88,0,0,88,9,6,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,87,12,3,0,103,5,0,5,106,0,0,106
LGA53010,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,57,5,0,0,63,0,0,0,63,0,0,63,4,4,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,66,6,0,0,78,0,0,0,78,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,0,6,0,0,0,0,0,6,0,6,6,0,0,6,66,6,0,0,78,6,0,6,81,0,0,81,19,0,0,0,15,0,0,0,15,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,85,6,5,0,92,6,0,6,100,0,0,101
LGA53080,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,11,4,0,16,0,0,0,0,5,0,0,0,5,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,18,0,0,0,18,14,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,18,0,0,0,18,14,0,26,0,0,0,0,3,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,4,4,15,0,0,0,15,0,0,0,24,17,4,38
