LGA_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
LGA50080,0,0,0,0,0,0,0,0,0,5,0,16,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,5,0,11,0,15,0,0,0,3,0,0,0,3,0,3,0,11,3,0,0,6,0,8,0,9,0,18,3,42,0,8,0,10,0,11,0,18,0,18,0,65,0,18,0,25,0,37,0,19,0,26,0,136,12,32,0,76,5,83,3,21,0,27,0,260,16,16,5,80,9,81,3,16,10,23,0,257,21,14,4,107,9,59,4,10,4,9,0,249,110,43,10,264,30,103,13,24,4,16,3,608,139,23,3,237,20,41,15,7,7,9,0,494,125,19,0,181,20,29,3,12,0,4,0,397,88,11,6,80,12,9,6,0,4,4,0,211,171,13,9,148,19,53,6,7
LGA50210,4,0,0,5,0,5,0,3,3,35,0,49,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,4,0,10,0,14,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,15,3,27,0,43,3,3,0,0,0,13,0,15,0,25,0,67,0,6,0,3,0,32,0,33,0,70,0,152,4,14,0,9,0,84,7,46,7,65,0,236,9,34,0,40,3,205,3,58,20,84,3,460,15,49,3,156,19,306,9,64,15,92,3,739,35,38,3,240,16,319,12,67,24,51,0,800,63,48,7,294,26,288,11,35,18,46,0,854,355,75,10,745,83,506,30,95,36,64,5,2004,418,71,20,722,80,174,32,24,12,29,0,1584,427,47,20,522,75,225,25,22,10,20,0,1391,322,19,6,288,48,55,20,11,5,0,0,774,745,48,17,504,84,287,33,25
LGA50250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,3,0,4,0,0,0,0,0,22,4,5,0,20,4,31,3,5,4,0,0,71,5,0,3,39,7,8,4,0,0,0,0,62,24,5,7,32,8,28,4,0,8,0,0,104,20,4,6,22,12,4,5,0,0,0,0,66,81,5,7,45,9,27,4,0
LGA50280,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,4,0,0,0,5,0,5,0,18,0,4,0,5,0,7,4,8,0,4,0,36,3,12,0,12,4,21,7,13,0,7,0,73,8,23,3,28,3,24,4,17,0,7,0,118,3,19,0,54,4,16,3,4,3,11,0,127,18,16,0,63,8,13,5,8,0,4,0,132,44,22,3,122,8,39,7,11,4,3,0,273,47,13,3,103,11,22,3,0,0,0,0,218,31,11,4,80,11,17,6,4,5,9,0,177,33,6,0,49,5,7,3,7,0,0,0,113,52,14,10,52,12,25,15,3
LGA50350,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,8,0,13,0,3,0,6,0,4,0,11,0,9,0,23,4,9,0,3,0,12,0,6,0,14,0,46,4,9,0,13,0,20,0,11,0,13,4,75,0,5,0,18,4,31,4,11,3,7,0,84,6,12,0,24,0,31,0,10,0,9,0,88,26,19,0,97,7,63,0,14,0,14,0,247,52,17,3,105,9,14,7,3,0,11,0,222,55,11,0,114,12,33,3,9,0,0,0,228,53,7,3,57,19,13,9,0,0,0,0,166,152,17,3,147,21,28,4,5
LGA50420,0,0,0,0,0,0,0,0,0,19,0,28,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,4,0,3,0,10,0,0,0,0,0,0,0,4,0,6,0,11,0,0,0,0,0,3,0,12,0,13,0,31,0,3,0,5,0,8,0,10,0,18,0,49,0,4,0,4,0,18,0,31,0,42,0,102,0,13,0,9,0,39,0,40,6,45,0,153,7,22,0,38,3,86,0,46,4,76,3,281,22,45,0,76,7,129,4,33,5,63,0,388,14,18,3,108,8,109,6,29,8,46,0,360,46,29,3,134,11,103,5,28,8,35,5,401,162,54,4,326,45,243,7,48,12,67,0,968,174,47,0,396,47,102,13,26,11,39,0,858,228,36,4,410,54,115,15,27,5,19,0,909,228,23,8,242,39,44,11,17,0,9,0,618,663,43,15,648,106,223,21,27
LGA50490,0,0,0,0,0,3,0,0,0,25,0,23,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,5,0,9,0,0,0,3,0,0,0,0,0,14,0,12,0,0,0,0,0,0,0,5,0,14,0,19,0,0,0,0,0,6,0,10,0,15,0,37,0,6,0,0,0,14,0,17,3,30,0,70,0,10,0,5,0,34,0,24,7,37,0,124,6,10,0,16,0,70,0,32,3,38,0,189,7,22,0,53,4,89,4,33,5,30,0,249,13,16,0,63,3,87,4,9,3,27,0,228,20,11,5,69,4,70,0,16,4,14,0,215,90,26,3,191,21,173,9,25,8,28,0,583,121,22,5,189,35,59,9,13,4,16,0,466,119,14,3,158,30,58,7,4,0,11,0,396,125,13,3,104,26,15,12,5,0,4,0,300,263,13,5,223,33,99,6,12
LGA50560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,5,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,3,3,0,0,0,0,0,13,3,3,0,7,0,0,0,0,0,6,0,20,0,0,0,4,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,9,3,0,0,6,0,0,0,0
LGA50630,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,9,0,6,0,0,0,0,0,17,0,0,0,3,0,9,0,0,0,0,0,21,0,0,0,8,0,4,3,0,0,0,0,14,3,0,0,3,4,9,0,0,0,0,0,21,11,0,0,0,0,3,0,0,0,0,0,13,14,0,0,5,0,6,5,0
LGA50770,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,5,4,0,0,4,0,6,0,0,0,0,0,9,3,0,0,4,0,0,0,0,0,0,0,12,4,3,0,11,4,7,0,0,0,0,0,28,0,3,0,9,0,0,0,0,0,0,0,16,3,4,0,5,0,0,0,0,0,0,0,9,5,0,0,5,0,0,0,0,0,0,0,10,8,0,0,5,0,5,0,0
