LGA_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,19,0,0,0,0,0,9,6,0,19,18,19,35,29,37,42,15,5,197,3,0,11,10,0,7,6,0,36,21,22,50,41,36,57,18,3,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,26,32,26,43,31,9,3,182,3,4,9,0,0,4,4,0,37,24,37,43,28,46,35,13,4,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,6,0,20,0,0,0,3,0,9,6,0,20,34,56,69,48,76,72,27,7,383,10,6,18,12,4,6,10,0,71,41,62,95,64,82,86,33,11,473
LGA51540,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,9,6,21,34,10,7,87,0,5,4,16,21,34,10,7,91,215,263,235,324,324,254,98,24,1725,76,81,60,72,50,34,18,5,398,287,353,298,404,391,323,130,29,2216,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,16,0,7,5,3,5,0,0,0,19,216,294,262,298,314,204,96,23,1712,54,67,49,59,44,32,16,11,336,273,363,318,355,367,237,114,40,2060,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,4,5,13,23,31,13,7,102,0,10,9,18,23,31,13,7,114,430,559,498,622,633,460,191,46,3432,132,148,113,123,98,63,42,15,735,558,715,617,767,753,556,241,70,4280
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,10,3,0,36,0,0,0,9,7,10,3,0,35,64,54,82,110,109,72,31,7,514,12,5,16,23,19,6,0,0,78,71,61,91,139,134,83,37,8,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,8,0,0,0,3,5,0,0,0,8,60,66,82,107,103,78,15,3,511,11,4,20,22,13,3,0,0,78,72,71,100,129,118,87,20,3,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,10,3,0,41,0,0,0,13,11,10,3,0,42,117,115,162,217,213,148,50,6,1026,21,6,36,43,31,16,3,0,153,142,127,194,274,254,169,53,9,1226
LGA51680,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,13,37,32,52,15,9,161,0,3,14,39,39,52,15,9,171,320,224,297,381,420,255,129,17,2046,33,25,18,53,47,23,22,3,228,356,248,328,466,503,334,164,33,2441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,16,6,0,0,39,0,0,8,13,16,6,0,0,43,279,245,331,429,428,283,133,35,2161,31,19,18,30,39,21,15,3,176,309,264,351,472,484,310,144,40,2376,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,6,0,0,12,51,52,53,21,9,203,0,3,19,53,50,53,21,9,214,599,468,629,806,852,537,258,56,4206,65,45,39,85,87,50,36,9,407,665,516,682,942,988,642,309,77,4820
LGA51710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,5,0,0,18,0,0,0,3,3,5,0,0,19,39,89,70,96,92,103,17,4,510,30,134,72,50,13,17,0,0,327,71,221,146,152,111,128,16,4,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,75,102,94,83,46,13,0,460,8,23,20,10,18,5,3,0,83,58,94,117,109,99,52,14,0,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,5,0,0,18,0,0,0,6,3,5,0,0,21,87,164,168,190,172,149,31,4,971,39,156,97,68,27,29,0,0,414,127,319,271,263,210,178,32,4,1406
LGA51750,0,12,9,0,0,0,0,0,19,4,5,0,0,0,0,0,0,15,4,8,7,26,21,57,84,46,255,9,23,11,33,22,57,84,46,286,775,540,509,630,539,461,347,114,3922,39,50,24,29,22,24,27,24,241,823,616,539,693,581,542,461,189,4439,5,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,7,5,6,8,8,28,5,3,0,10,5,6,8,8,39,711,586,611,748,678,617,529,304,4786,50,42,29,22,19,28,31,37,250,758,629,632,785,703,648,571,344,5074,5,12,9,3,0,0,0,0,28,4,4,0,5,0,0,0,0,15,4,7,8,33,28,61,88,59,277,8,23,15,40,28,61,88,59,319,1488,1123,1119,1378,1219,1080,883,416,8703,82,89,50,57,40,53,59,59,491,1583,1244,1175,1475,1286,1196,1030,529,9513
LGA51820,25,133,50,20,10,0,0,0,243,4,29,28,26,10,0,0,0,101,17,118,222,312,312,396,262,114,1754,50,283,303,363,332,396,262,114,2101,6649,7854,8348,7100,5633,3911,1839,492,41826,311,523,536,392,270,182,148,90,2459,7013,8664,9189,7856,6237,4491,2247,697,46388,10,26,16,10,0,0,0,0,61,3,4,0,0,0,0,0,0,14,8,24,45,80,70,51,20,14,319,25,54,66,88,74,51,20,14,394,6692,8804,8992,7636,6405,4638,2268,948,46388,249,372,320,254,228,184,200,149,1950,6964,9232,9379,7977,6705,4876,2497,1115,48736,42,156,67,29,10,0,0,0,307,12,38,34,27,12,0,0,0,121,16,147,278,395,388,447,282,128,2079,69,341,373,448,406,447,282,128,2499,13341,16657,17344,14734,12031,8554,4108,1439,88215,561,902,846,648,496,363,347,235,4404,13975,17894,18564,15830,12939,9368,4740,1811,95118
LGA51860,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,4,0,0,0,7,18,18,34,23,40,27,17,5,180,5,11,7,6,13,5,3,0,43,18,32,45,27,53,30,18,3,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,32,23,40,26,7,0,190,5,5,6,4,15,3,0,0,47,29,36,42,31,54,32,12,0,236,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,4,0,0,0,7,38,51,66,43,82,50,25,6,373,7,17,17,6,26,8,8,0,91,49,65,85,53,111,63,33,11,467
LGA51890,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,19,49,96,41,21,245,0,3,15,17,49,96,41,21,247,463,398,426,453,562,519,207,33,3071,42,41,44,48,40,40,27,18,314,507,440,489,523,652,656,285,77,3630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,3,0,30,0,0,0,3,12,6,3,0,29,398,439,450,563,603,521,243,69,3283,42,36,38,31,32,38,36,33,297,439,474,493,600,642,567,286,101,3611,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,18,18,61,105,46,21,271,6,5,15,22,61,105,46,21,273,860,837,873,1014,1161,1039,456,104,6354,86,76,86,82,74,75,64,51,608,947,920,976,1120,1301,1220,568,183,7239
LGA51960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,26,18,8,0,90,0,0,7,22,26,18,8,0,90,145,194,149,200,216,126,31,4,1062,43,76,73,84,59,27,10,4,374,187,266,235,308,300,176,49,8,1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,9,0,0,3,0,4,0,0,0,7,160,149,175,184,178,106,28,7,985,60,43,59,42,34,19,13,0,268,220,191,241,229,212,128,32,7,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,31,21,8,0,95,0,4,11,24,31,21,8,0,98,303,337,326,389,390,232,64,10,2051,107,120,130,122,94,47,19,4,641,412,461,471,533,513,297,86,14,2789
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,3,5,23,0,0,0,0,4,14,3,5,25,22,37,40,46,111,91,45,6,396,9,8,0,13,22,14,7,6,79,30,53,44,60,133,118,55,13,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,6,0,0,0,0,0,4,5,0,6,25,45,39,43,81,91,38,8,357,6,7,11,9,7,10,4,5,54,31,49,45,55,88,96,48,13,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,3,5,28,0,0,0,0,4,14,3,5,29,47,82,77,87,191,185,84,8,757,10,13,12,21,28,17,12,14,133,60,98,89,107,220,215,103,23,922
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,5,19,0,0,0,0,4,9,4,5,19,50,47,57,53,65,70,29,9,382,6,0,0,6,6,9,0,0,24,56,50,61,55,70,84,33,19,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,25,51,60,48,69,69,34,22,371,3,4,0,4,4,5,9,3,32,28,50,55,57,72,77,38,25,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,5,26,0,0,0,0,6,6,0,5,23,78,100,115,99,131,139,62,28,753,9,4,0,9,8,11,8,6,55,84,105,118,110,147,156,75,42,833
LGA52170,0,13,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,3,0,9,15,26,9,28,38,21,142,0,18,19,24,10,28,38,21,159,495,382,363,473,516,433,234,55,2945,15,35,35,9,27,14,20,18,173,514,438,411,509,559,472,292,91,3282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,5,14,0,4,0,5,7,0,5,5,18,490,443,418,569,527,471,251,94,3263,9,25,15,12,24,11,27,26,157,499,472,431,581,556,482,283,125,3437,0,12,0,0,0,0,0,0,14,0,7,0,0,0,0,0,0,10,0,9,17,31,15,28,38,20,157,0,23,23,30,19,28,38,20,179,982,822,772,1037,1050,900,489,153,6209,27,62,55,25,47,30,42,40,329,1014,908,841,1094,1113,959,577,219,6722
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,21,0,0,0,3,6,5,0,0,21,34,41,55,72,85,61,39,4,398,11,3,3,10,7,3,3,0,47,45,44,59,82,99,77,43,4,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,38,42,71,66,69,49,35,6,371,6,3,6,6,9,6,5,3,45,45,43,80,70,77,62,38,5,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,11,0,0,19,0,0,0,9,9,11,0,0,19,73,85,121,134,153,115,76,10,772,11,9,12,13,16,14,12,3,89,87,90,132,159,178,134,85,15,882
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,9,6,0,30,0,0,0,8,7,9,6,0,30,34,35,35,67,72,68,24,8,338,0,3,8,3,5,6,5,0,32,34,35,43,72,83,85,39,10,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,5,0,0,9,34,34,28,60,73,59,19,8,315,10,3,3,4,4,4,6,0,29,42,40,35,69,81,65,23,8,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,16,6,0,36,0,0,0,5,8,16,6,0,36,64,68,63,126,149,128,47,13,658,11,5,8,12,10,4,12,0,63,72,74,75,142,166,151,61,12,756
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,9,0,0,9,11,29,9,21,18,17,4,0,111,0,6,5,6,0,5,0,0,16,12,33,10,25,18,36,12,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,8,14,16,5,0,58,4,0,3,0,0,4,0,0,12,5,8,5,8,16,24,5,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,12,0,0,0,0,0,8,0,0,12,16,31,15,31,25,39,13,0,164,4,3,7,7,7,7,0,0,28,19,35,20,31,35,58,11,0,209
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,6,5,25,0,0,3,0,0,9,6,5,29,98,80,63,60,84,65,26,11,485,0,3,8,12,4,3,3,0,43,106,83,70,75,91,76,36,14,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,81,63,78,60,67,64,19,10,439,6,3,10,3,0,10,4,4,46,94,67,86,62,68,73,22,13,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,6,6,28,0,0,3,0,0,9,6,6,29,189,138,137,126,147,124,50,14,922,11,10,17,12,11,17,6,4,86,201,152,155,136,154,151,64,27,1039
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,16,0,0,3,3,4,3,0,0,16,57,71,88,67,92,52,20,10,468,8,15,18,17,16,14,0,4,99,68,91,115,86,115,72,25,7,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,79,80,56,72,40,30,21,421,4,9,17,18,11,9,10,6,80,50,88,98,72,89,43,33,27,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,18,0,0,3,3,4,3,0,0,18,103,152,172,128,169,92,48,29,880,15,23,40,25,35,22,10,8,179,118,176,211,155,204,118,63,36,1081
LGA52590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,34,15,4,94,0,0,0,14,22,34,15,4,94,110,149,152,192,246,262,114,17,1230,15,31,35,31,28,34,12,5,194,122,182,186,234,287,335,141,25,1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,4,0,17,0,0,0,6,8,5,4,0,14,89,158,164,164,272,240,108,31,1231,11,27,11,17,18,22,15,5,123,100,185,176,185,300,270,127,41,1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,40,14,4,107,0,0,0,18,27,40,14,4,110,198,308,315,356,512,502,224,48,2464,24,57,49,45,50,57,30,12,313,224,368,364,413,589,599,265,65,2885
LGA52660,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,3,6,16,46,47,91,54,38,306,3,11,25,46,52,91,54,38,317,752,837,866,775,777,606,305,85,4996,32,62,72,70,58,51,32,36,416,792,914,956,892,883,753,394,154,5732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,8,14,12,7,3,51,0,5,5,8,14,12,7,3,52,714,884,942,913,868,679,441,139,5582,20,42,27,44,38,41,62,55,325,740,931,974,960,920,736,510,195,5961,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,9,3,12,22,54,60,109,68,39,359,6,13,23,54,62,109,68,39,371,1470,1718,1806,1688,1642,1290,735,226,10584,53,104,97,112,97,90,101,91,748,1526,1843,1927,1851,1805,1489,900,347,11691
LGA52730,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,3,7,21,22,60,36,9,158,0,3,12,23,20,60,36,9,162,242,148,272,329,451,424,224,47,2134,34,19,29,40,47,32,22,10,237,272,169,308,390,520,512,277,67,2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,9,0,4,28,0,0,4,3,3,9,0,4,28,221,200,340,392,496,475,234,72,2436,26,25,32,43,34,41,29,8,233,248,226,376,441,533,528,260,86,2695,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,3,12,22,21,65,34,16,179,0,3,12,23,22,65,34,16,185,463,346,613,724,947,892,457,125,4569,60,46,62,85,81,75,51,18,471,522,393,691,833,1055,1042,542,155,5225
LGA52800,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,17,11,14,17,27,4,0,82,7,18,10,14,17,27,4,0,93,390,456,366,332,301,164,46,12,2063,98,152,100,87,91,50,11,0,584,498,624,480,429,405,234,61,10,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,11,6,0,6,0,4,0,0,0,13,433,518,389,345,308,157,50,18,2221,97,120,91,74,60,32,13,4,492,535,646,483,419,373,188,61,20,2723,0,10,3,0,0,0,0,0,10,3,0,0,0,0,0,0,0,3,3,14,12,11,24,26,4,0,97,8,18,13,11,24,26,4,0,108,829,978,750,675,614,318,92,28,4285,195,271,191,160,145,79,20,8,1071,1036,1270,958,858,781,421,119,29,5466
LGA52870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,30,24,53,33,11,156,0,4,0,30,24,53,33,11,161,274,204,288,356,418,426,176,36,2172,24,23,30,32,29,35,15,3,189,296,233,322,410,472,511,224,47,2521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,6,3,24,0,0,0,9,5,4,6,3,23,222,253,341,398,506,434,218,65,2434,17,15,17,32,24,27,15,7,146,239,270,361,432,535,462,236,72,2609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,31,26,58,37,11,180,0,4,6,31,26,58,37,11,181,495,462,632,758,923,852,393,104,4614,38,36,47,58,57,61,35,8,335,537,502,684,847,1009,978,460,127,5132
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,14,0,0,0,0,4,4,4,0,13,33,26,32,48,36,57,15,4,251,0,5,3,5,0,4,4,0,28,37,23,40,53,47,64,23,3,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,18,24,48,35,39,59,20,5,252,4,0,0,3,5,0,0,0,18,19,27,47,38,42,63,19,10,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,14,0,0,0,0,4,4,5,0,18,50,51,76,80,76,117,33,11,497,7,3,3,10,7,5,5,0,44,60,55,86,90,84,126,45,10,557
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,6,0,24,0,0,0,5,4,8,6,0,24,21,30,42,35,42,32,14,0,209,4,6,12,8,11,11,6,0,60,23,37,48,44,56,52,25,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,17,36,35,35,43,34,13,0,207,5,0,4,9,7,7,4,0,39,24,34,39,45,52,44,12,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,6,0,26,0,0,0,9,4,3,6,0,26,35,65,75,67,82,66,26,6,420,8,9,14,16,19,21,7,0,97,39,74,93,89,102,96,44,0,540
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,8,0,24,0,0,0,3,0,11,8,0,25,25,36,17,39,54,37,18,5,228,8,16,0,19,13,8,3,0,65,36,54,21,55,67,53,25,5,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,4,21,37,26,35,53,35,18,0,222,3,8,9,13,9,5,5,0,51,23,42,33,47,68,38,17,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,8,0,31,0,0,0,3,6,11,8,0,28,47,70,44,75,111,73,35,5,449,16,24,9,27,27,15,8,0,119,62,96,53,109,133,95,49,3,600
LGA53150,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,3,4,11,29,17,43,32,28,162,6,7,12,26,17,43,32,28,174,436,323,368,516,474,379,159,57,2712,10,21,34,24,19,16,15,19,154,443,347,408,576,506,438,216,103,3046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,13,8,5,3,3,37,0,0,8,16,8,5,3,3,41,460,349,482,599,544,418,228,117,3204,6,22,27,14,15,15,23,29,146,464,369,517,626,573,438,259,149,3394,3,0,0,0,0,0,0,0,9,0,0,3,3,0,0,0,0,8,3,4,18,38,26,47,42,33,201,5,11,21,42,26,47,42,33,215,887,667,851,1117,1019,803,391,175,5914,12,41,55,41,33,34,39,50,304,912,717,925,1198,1081,876,471,254,6439
LGA53220,0,0,0,7,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,18,37,41,37,15,5,0,144,4,21,39,41,35,15,5,0,153,438,980,891,679,474,115,16,3,3600,136,483,458,346,234,34,4,0,1686,577,1482,1381,1069,747,164,22,3,5440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,0,0,0,15,0,3,3,5,5,0,0,0,17,372,669,530,330,229,76,21,3,2232,75,168,105,76,57,11,5,3,501,448,844,638,409,291,85,25,5,2746,0,0,0,7,0,0,0,0,3,0,0,3,0,0,0,0,0,9,0,20,39,41,39,15,5,0,157,4,26,42,47,40,15,5,0,170,810,1652,1421,1005,707,190,31,7,5823,213,652,561,419,289,47,6,3,2188,1026,2324,2020,1476,1035,251,44,13,8186
