LGA_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
LGA50080,3,18,0,253,0,0,0,4,0,4,0,4,0,16,250,282,0,4,0,0,0,0,0,0,0,40,25,76,716,314,50,677,81,365,61,397,68,1735,312,4786
LGA50210,9,20,0,566,11,4,0,3,3,6,3,0,0,34,518,584,7,0,5,4,0,0,0,5,6,45,47,119,1922,325,76,1231,170,900,75,556,87,2394,589,8311
LGA50250,0,0,0,125,0,0,0,0,0,0,0,0,0,0,38,41,0,0,0,0,0,0,0,0,0,0,0,5,197,8,17,48,23,37,3,3,8,26,50,419
LGA50280,3,7,0,111,0,0,0,0,0,0,0,0,0,4,150,162,4,0,0,0,0,0,0,0,0,10,4,26,269,185,28,321,30,115,30,138,37,547,168,1856
LGA50350,0,5,0,191,0,0,0,5,0,0,0,0,0,3,105,116,4,0,0,0,0,0,0,0,0,6,7,15,440,55,11,244,33,180,18,106,24,446,121,1672
LGA50420,6,18,0,926,6,0,3,5,0,8,0,4,7,20,470,517,0,0,0,4,0,4,5,0,0,26,34,74,2040,372,46,1194,144,665,47,472,71,2162,541,7754
LGA50490,0,9,0,418,4,0,0,0,0,9,0,0,6,0,357,379,3,0,0,0,0,0,0,3,0,7,26,47,1248,241,36,710,76,464,46,256,58,925,400,4455
LGA50560,0,0,0,12,0,0,0,0,0,0,0,0,0,0,21,18,0,0,0,0,0,0,0,0,0,3,4,6,25,16,3,26,10,24,5,29,3,98,28,257
LGA50630,0,0,0,19,0,0,0,0,0,0,0,0,0,0,21,25,0,0,0,0,0,0,0,0,0,0,3,3,23,6,5,26,9,17,4,9,3,59,20,197
LGA50770,0,0,0,10,0,0,0,0,0,0,0,0,0,4,17,20,0,0,0,0,0,0,0,0,0,0,0,7,50,16,4,46,4,18,0,17,9,80,23,254
LGA50840,0,0,0,38,0,0,0,0,0,0,0,0,0,4,51,53,0,0,0,0,0,0,0,0,0,0,7,12,90,43,11,101,16,63,9,66,14,321,69,798
LGA50910,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,3,22,8,0,18,4,6,0,12,4,37,9,125
LGA50980,0,0,0,166,0,0,0,6,0,3,0,0,0,5,158,172,4,0,0,0,0,0,0,0,0,8,13,31,473,61,10,182,30,97,9,55,16,173,184,1298
LGA51080,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,3,6,35,0,0,28,0,13,0,14,7,18,10,128
LGA51120,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,23,5,0,15,0,11,0,15,0,29,6,112
LGA51190,4,18,0,280,0,5,0,0,0,0,0,0,0,18,218,252,0,0,0,3,0,0,0,4,0,15,17,39,617,160,26,557,69,344,23,306,45,1344,262,3736
LGA51260,5,54,0,371,3,4,0,6,0,4,0,6,0,18,360,399,4,0,0,0,0,4,0,4,0,30,32,76,679,313,53,710,73,299,61,400,52,2089,431,5171
LGA51310,0,85,0,840,6,0,4,0,3,3,0,0,0,7,143,169,0,0,0,0,0,0,0,0,0,14,5,20,584,165,16,382,39,265,22,267,28,935,150,2851
LGA51330,13,37,0,695,6,5,0,6,0,8,3,4,0,22,435,495,4,0,0,6,0,4,0,6,0,33,39,93,1552,528,55,1248,126,877,68,735,82,2896,506,8669
LGA51400,0,3,0,178,0,0,0,0,0,0,0,0,0,3,147,157,3,0,0,0,0,0,0,0,0,10,10,28,376,70,25,304,42,189,17,128,30,561,162,1903
LGA51470,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,17,0,6,0,5,0,13,11,83
LGA51540,0,0,0,44,0,0,0,0,0,0,0,0,0,0,40,43,0,0,4,0,0,0,0,0,0,8,3,15,154,23,13,67,12,59,3,26,8,103,46,511
LGA51610,0,0,0,13,0,0,0,0,0,0,0,0,0,0,17,20,0,0,0,0,0,0,0,0,0,3,3,7,41,17,4,31,11,27,0,14,3,48,18,213
LGA51680,3,7,0,72,0,0,0,0,0,3,0,0,0,0,63,66,5,0,0,0,0,4,0,0,0,0,4,14,132,35,12,101,7,98,14,42,15,230,71,760
LGA51710,0,0,0,24,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,32,7,5,22,6,20,0,6,3,7,14,116
LGA51750,4,73,0,345,0,0,0,0,0,0,0,3,0,10,58,68,0,0,0,0,0,0,0,0,0,3,6,9,203,57,3,130,17,117,10,118,10,458,67,1186
LGA51820,6,29,0,1203,8,0,4,4,4,11,3,8,3,29,740,812,10,0,0,6,0,0,0,4,0,34,57,115,3021,485,61,1882,240,1190,118,746,112,3143,840,11831
LGA51860,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,6,0,9,0,4,0,27,9,69
LGA51890,0,0,0,41,0,0,0,0,0,0,0,0,0,6,64,68,3,0,0,0,0,0,0,0,0,8,10,25,110,36,8,120,17,113,10,90,23,443,81,1047
LGA51960,0,0,0,60,0,0,0,0,0,0,0,0,0,4,25,38,0,0,0,0,0,0,0,0,0,5,4,12,79,18,4,35,5,67,3,11,0,61,32,318
LGA52030,0,3,0,16,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,5,6,37,8,3,19,0,11,0,10,3,75,17,188
LGA52100,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,3,35,9,0,30,5,12,3,9,4,40,11,148
LGA52170,0,56,0,348,0,0,0,0,0,0,0,0,0,4,55,64,0,0,0,0,0,0,0,0,0,6,3,12,138,63,4,120,17,81,6,111,12,304,61,915
LGA52240,0,0,0,11,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,3,0,3,35,6,4,25,0,15,5,4,4,40,9,134
LGA52310,0,0,0,6,0,0,0,0,0,0,0,0,0,0,17,18,0,0,0,0,0,0,0,0,0,0,0,0,30,13,3,22,0,14,0,16,0,34,17,143
