LGA_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
LGA55250,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,6,0,6,8,9,8,3,0,0,0,29,0,0,0,0,0,0,3,4,0,6,0,0,0,4,4,5,4,0,0,19,60,45,60,32,28,18,9,4,0,244,18,18,30,13,18,11,7,0,0,125,81,74,101,60,62,62,26,14,0,485,0,0,3,0,8,19,10,6,0,43,0,9,5,10,4,11,12,0,0,56,0,0,0,0,0,7,6,0,0,16,0,0,0,0,0,0,0,3,0,5,0,6,0,5,13,22,16,8,0,75,5,4,0,6,7,16,9,6,0,51,0,0,0,3,0,3,0,0,0,11,0,0,0,0,3,5,3,0,0,22,0,7,14,13,7,10,5,0,0,53,0,0,0,0,0,0,3,4,0,6,6,4,4,6,9,11,6,3,0,40,138,95,164,94,67,65,26,5,0,650
LGA55320,5,8,10,15,18,41,74,74,87,330,11,4,13,22,46,109,212,204,122,732,156,913,803,729,697,630,410,239,180,4748,6,0,12,12,24,31,92,125,119,414,303,399,437,520,637,790,800,534,372,4790,7561,4463,3785,5048,4646,3806,2731,1034,365,33440,462,380,344,354,419,368,344,221,188,3086,8777,6384,5568,7101,7217,6890,6265,3597,2089,53880,27,58,119,284,727,1380,2221,1882,1148,7847,866,893,820,984,927,852,739,409,202,6689,18,30,42,126,319,624,989,804,363,3314,4,3,0,0,0,21,104,325,513,969,27,62,66,179,367,797,1223,859,374,3959,19,17,27,75,206,612,1252,1187,763,4160,3,17,20,35,43,96,163,190,168,733,19,11,14,33,89,207,382,411,227,1391,313,1358,1250,1203,1191,1008,668,378,240,7608,8,3,14,19,47,84,189,264,218,846,758,694,716,833,1073,1318,1422,891,561,8259,15141,9369,7759,9601,9059,7268,5080,1965,616,65863
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,16,7,10,4,11,9,3,0,0,71,0,11,6,0,3,9,0,0,0,21,16,20,19,12,21,34,7,6,0,128,0,0,0,4,3,9,4,0,0,23,0,3,6,4,3,7,6,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,3,0,0,23,0,0,0,0,0,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,3,4,4,0,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,3,0,0,21,29,36,58,56,50,26,13,3,0,269
LGA55460,0,0,0,0,0,3,5,0,4,16,0,0,0,0,3,16,8,3,0,35,9,28,36,21,29,26,15,3,3,166,0,0,0,0,0,0,7,7,0,17,7,9,9,12,13,19,16,9,4,106,233,91,96,109,99,79,65,20,10,802,39,27,23,26,12,30,20,6,3,196,301,167,179,185,182,214,167,75,40,1517,0,0,15,12,49,76,90,51,26,308,35,41,29,40,41,46,31,17,11,280,0,0,0,0,15,27,27,17,7,95,0,0,0,0,0,0,3,6,12,20,0,5,5,8,27,54,44,22,11,173,0,0,3,8,14,27,46,23,10,131,0,0,5,0,5,9,8,9,5,32,0,0,0,4,4,25,23,8,5,76,8,47,47,40,51,46,26,5,3,266,0,0,0,0,3,5,13,10,0,30,24,15,17,24,35,35,33,17,7,199,452,213,231,221,202,181,128,44,14,1692
LGA55530,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,4,0,14,36,4,11,14,15,6,9,0,0,90,6,0,0,0,5,7,6,3,0,30,42,8,22,28,26,26,17,13,3,185,0,0,0,0,5,14,10,8,0,34,0,0,0,5,3,6,4,0,0,27,0,0,0,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,10,8,0,23,0,0,0,0,0,0,9,8,0,14,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,4,0,0,0,4,0,0,5,0,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,6,9,7,8,0,0,27,70,18,28,29,27,26,16,4,6,224
LGA55600,0,0,0,0,3,3,0,3,0,11,0,0,0,0,0,6,4,11,3,21,6,11,21,17,21,17,14,5,0,115,0,0,0,0,0,0,0,5,0,8,9,0,6,10,13,20,11,13,0,80,161,74,69,62,76,71,49,20,3,583,33,12,12,17,21,21,21,9,6,154,220,110,120,124,161,152,133,76,40,1133,3,3,4,12,22,50,55,37,21,210,31,27,31,30,22,28,17,11,0,197,0,0,0,0,11,10,17,14,10,64,0,0,0,0,0,0,5,8,9,24,5,0,4,3,18,34,34,22,9,123,0,0,0,3,13,21,29,27,15,105,0,0,0,0,8,6,6,3,3,23,0,0,0,0,0,10,13,15,3,38,12,19,28,27,37,24,17,9,0,184,0,0,0,0,3,7,8,8,0,26,15,3,9,17,18,28,21,15,6,127,321,153,140,134,179,158,93,39,10,1233
LGA55670,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,8,0,0,4,8,0,3,4,0,0,24,0,0,0,0,0,0,0,0,0,10,0,0,7,6,6,3,4,4,0,29,51,16,16,21,11,19,9,3,0,149,17,13,4,4,4,5,15,4,8,71,69,37,33,35,32,45,48,26,8,327,0,0,0,4,12,5,24,6,4,60,10,8,7,6,9,8,8,6,5,58,0,0,0,0,3,5,0,8,0,20,0,0,0,0,0,0,8,0,0,10,0,0,0,0,8,6,13,4,0,39,0,0,0,0,0,9,7,8,3,26,0,0,0,0,0,0,0,6,5,16,0,0,0,0,0,0,0,3,0,7,4,3,4,10,9,3,3,4,0,45,0,0,0,4,0,0,4,5,0,10,3,4,5,6,14,7,8,4,0,45,88,38,42,38,34,42,27,3,4,310
LGA55740,0,0,0,0,0,0,4,4,4,16,0,6,0,0,3,12,17,15,8,70,16,78,69,57,65,71,39,21,5,427,0,0,0,0,4,5,13,11,5,37,19,37,34,40,40,70,52,38,19,352,709,490,369,427,481,299,226,87,22,3099,41,51,38,34,44,47,44,27,27,348,814,681,528,585,681,578,504,309,126,4818,3,4,7,19,59,129,185,159,56,614,45,77,77,86,85,72,49,57,12,552,0,0,0,12,38,54,101,70,24,314,0,0,0,0,0,4,21,29,32,87,6,9,4,11,23,61,68,48,20,251,0,4,0,11,17,48,99,113,53,345,0,0,0,0,8,7,12,11,14,43,3,5,0,0,6,16,44,30,15,123,32,113,114,100,116,120,76,45,10,738,0,0,0,0,3,12,26,44,10,94,44,62,59,71,87,120,120,74,33,664,1328,876,711,811,912,629,433,158,32,5892
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,10,0,0,0,5,4,3,3,4,0,23,0,0,0,0,0,0,5,0,0,6,0,0,0,8,0,0,0,0,0,9,25,4,3,17,14,19,5,0,0,91,29,18,16,27,21,18,9,0,0,143,57,24,24,57,41,49,26,6,0,290,0,0,0,0,4,10,12,4,0,32,0,3,0,4,7,9,7,0,0,29,0,0,0,0,3,5,4,6,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,3,8,0,10,3,0,25,0,0,0,5,0,3,0,5,0,20,0,0,0,0,0,6,4,0,0,13,0,0,0,0,0,10,11,0,0,20,4,3,8,5,5,7,3,4,0,37,0,0,0,0,0,0,3,0,0,9,10,5,0,3,0,4,0,0,0,24,38,16,23,27,35,33,12,5,0,199
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,5,7,4,10,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,3,0,5,0,16,32,5,12,12,17,20,14,3,0,113,5,3,4,3,4,4,0,0,0,22,41,14,22,28,35,44,19,6,12,219,0,0,0,7,8,11,5,3,8,40,3,0,7,6,10,13,0,0,3,48,0,0,0,0,0,6,0,0,0,18,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,8,5,0,0,25,0,0,0,0,3,6,10,4,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,5,3,3,7,9,0,0,0,36,0,0,0,0,0,0,0,0,0,3,0,3,0,3,6,9,0,5,0,25,62,14,32,32,37,44,25,7,3,249
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,4,3,9,0,7,3,0,0,23,0,0,0,0,0,0,0,4,0,0,0,3,0,3,9,6,0,0,0,26,39,9,24,18,19,21,14,12,0,153,4,5,6,3,4,3,3,7,0,30,47,14,27,28,36,39,28,26,3,265,0,0,0,0,3,5,16,8,0,44,3,11,9,11,8,7,12,0,0,54,0,0,0,0,0,0,3,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,8,3,0,27,0,0,0,0,0,4,11,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,5,5,8,4,14,6,0,0,41,0,0,0,0,0,0,3,4,0,4,3,7,0,4,8,11,5,0,0,51,96,28,40,37,34,40,29,18,3,330
LGA56090,3,3,5,10,22,19,22,37,30,154,3,0,3,10,33,67,134,84,26,364,79,355,320,355,380,294,207,77,36,2101,0,0,0,5,5,25,44,47,22,152,120,149,160,220,273,335,324,178,114,1873,2563,1274,1109,1425,1589,1405,850,306,68,10583,194,129,140,132,178,177,153,89,51,1248,3127,1975,1822,2287,2767,2829,2330,1244,457,18832,6,23,66,153,371,829,1077,756,267,3532,413,360,344,396,495,459,381,225,57,3132,7,8,15,57,130,275,435,340,97,1357,0,0,0,0,7,6,32,107,124,277,17,23,28,86,210,373,504,340,90,1679,3,7,3,37,105,263,500,467,185,1583,10,5,8,13,33,43,54,81,50,296,9,7,4,13,45,136,264,192,65,739,167,541,521,546,623,509,362,151,60,3479,0,5,4,12,18,50,98,119,47,360,320,258,263,345,437,604,558,320,166,3283,5257,2841,2314,2794,3161,2805,1692,620,126,21620
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,4,4,4,0,0,0,32,4,0,0,0,0,0,0,0,0,5,17,0,8,4,8,7,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,3,13,7,7,7,7,0,0,61
LGA56230,3,0,0,3,6,13,31,41,11,107,0,0,0,7,28,45,86,63,16,255,42,142,188,181,160,169,125,42,4,1051,0,3,0,0,11,12,19,21,16,95,68,58,79,96,115,151,150,74,20,804,1246,621,505,582,610,563,413,173,33,4744,154,112,87,95,108,112,111,70,43,892,1596,981,914,1033,1148,1259,1258,701,203,9090,0,13,32,101,215,441,670,501,117,2097,226,145,166,194,210,218,227,136,37,1555,0,5,16,34,52,153,268,200,52,776,0,0,0,0,0,5,14,36,23,84,8,19,24,46,106,215,335,232,49,1035,8,4,6,10,46,153,317,252,81,878,3,0,3,9,13,29,62,72,21,210,7,0,5,10,35,93,192,148,45,538,105,225,267,295,277,281,231,98,17,1803,0,3,0,4,30,37,70,55,27,222,169,102,127,150,216,275,262,132,40,1480,2483,1245,1071,1160,1219,1126,808,343,73,9524
LGA56300,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,8,8,3,4,26,0,3,5,14,12,24,14,7,3,82,0,0,0,0,0,0,0,3,0,3,0,0,0,3,5,13,25,0,0,64,77,16,34,43,45,62,43,15,0,332,22,5,9,16,15,16,20,17,4,119,108,31,51,85,83,151,151,71,14,751,0,0,0,0,18,52,82,37,12,196,10,4,5,22,15,24,28,17,5,124,0,0,0,0,0,16,30,13,0,60,0,0,0,0,0,0,0,0,6,5,0,0,0,0,11,20,27,16,0,78,0,0,0,0,6,15,32,19,7,81,0,0,0,0,3,3,5,0,0,11,0,0,0,0,0,10,20,6,4,41,9,8,8,30,15,44,30,8,8,153,0,0,0,0,0,6,6,7,0,22,8,5,3,13,11,31,48,4,9,119,146,54,61,103,95,125,127,40,5,743
LGA56370,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,9,0,3,7,7,3,5,6,4,0,28,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,4,3,0,0,16,56,10,28,18,25,22,17,5,5,194,13,4,3,3,6,4,3,11,10,57,71,18,45,33,44,58,36,40,27,371,0,0,4,0,3,18,21,17,8,73,3,3,15,8,13,10,3,5,4,65,0,0,0,0,3,3,5,7,5,27,0,0,0,0,0,0,0,9,0,8,0,0,0,0,3,6,8,9,3,32,0,0,0,0,0,5,14,13,4,27,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,5,4,15,0,3,10,6,6,7,10,4,0,50,0,0,0,0,0,0,0,4,0,11,4,0,3,0,9,4,3,0,0,28,117,36,63,42,57,52,31,15,7,421
LGA56460,0,0,0,0,4,0,5,11,5,29,0,0,0,3,10,14,7,10,6,57,3,42,52,44,49,58,30,16,20,316,0,0,0,0,0,7,3,7,9,32,8,23,15,19,33,38,28,39,47,248,329,181,145,175,141,158,99,42,12,1269,56,35,39,39,34,31,21,13,6,281,419,289,266,288,289,343,262,174,100,2427,0,0,9,12,59,105,140,116,65,505,31,62,52,35,52,61,42,29,11,375,0,0,3,3,10,28,35,29,26,130,0,0,0,0,0,0,7,27,31,71,0,6,9,16,42,61,69,44,20,259,0,0,0,5,18,46,63,68,47,257,0,0,0,0,5,0,5,17,8,39,4,0,0,3,16,27,24,25,13,109,17,74,72,58,74,84,49,27,29,473,0,0,0,0,0,6,13,14,16,52,19,38,28,33,60,60,58,65,60,408,632,375,316,322,308,309,220,78,17,2587
LGA56580,0,0,0,0,8,13,11,16,23,67,0,0,0,3,10,16,22,44,28,124,30,201,129,124,132,95,74,50,29,863,0,0,0,0,9,10,17,26,21,81,78,104,61,84,126,142,182,114,93,990,1710,985,585,961,1147,859,551,229,79,7119,84,78,55,59,79,78,66,58,44,604,1976,1440,890,1315,1657,1460,1300,782,397,11211,4,10,26,43,136,267,481,404,178,1549,218,248,144,166,204,197,174,92,26,1466,6,6,12,18,81,153,224,216,83,803,0,0,0,0,0,3,17,55,76,149,4,10,16,29,47,114,191,164,68,637,3,6,8,12,48,124,261,294,148,912,0,9,3,6,9,13,26,39,26,138,0,3,0,4,18,27,46,71,40,219,70,323,221,214,232,156,120,80,40,1458,0,0,3,8,9,15,36,53,39,163,206,176,103,146,218,262,332,191,120,1765,3551,2224,1305,1773,2201,1648,1078,445,133,14348
LGA56620,0,0,0,0,5,8,3,3,0,22,0,0,0,4,0,0,5,3,0,13,0,0,4,0,3,6,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,12,3,3,0,49,111,105,90,63,44,22,8,0,0,445,23,9,13,11,11,7,0,0,0,83,140,116,123,103,98,73,31,10,0,697,0,0,0,0,3,3,0,0,0,8,0,0,9,8,8,10,5,0,0,46,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,6,0,9,0,16,0,3,9,25,33,34,23,4,0,131,3,0,5,13,23,21,7,4,0,76,0,0,0,4,11,9,3,4,0,38,0,0,0,3,0,0,5,3,0,14,6,0,10,3,6,5,3,0,0,37,0,0,0,0,0,0,4,3,0,5,8,7,4,16,20,25,7,6,0,90,233,211,170,127,88,49,21,0,3,894
LGA56730,0,0,3,6,6,6,19,16,5,63,0,0,0,0,19,26,40,30,9,130,18,81,101,110,149,128,73,18,6,692,0,0,0,6,8,12,6,15,10,60,34,23,51,58,95,105,60,47,17,482,741,364,318,322,360,341,230,74,22,2761,163,73,45,88,92,77,64,44,28,670,1006,575,553,634,783,848,707,361,147,5619,0,8,27,42,146,287,367,251,85,1216,137,101,122,118,139,155,107,69,14,972,3,3,7,15,30,79,134,91,15,383,0,0,0,0,0,7,16,30,31,73,5,15,10,41,93,181,260,122,20,753,3,3,8,19,48,107,187,130,55,562,0,5,10,4,15,20,45,27,13,131,3,3,0,7,33,58,95,53,16,270,46,131,156,168,226,197,127,34,15,1106,4,0,0,8,12,23,42,37,17,155,89,45,81,92,159,176,133,71,27,874,1500,787,655,650,691,699,453,155,35,5629
LGA56790,0,0,0,0,0,8,5,4,3,22,0,0,0,0,3,14,16,7,0,40,0,13,5,13,26,22,18,7,4,110,0,0,0,0,0,0,0,0,3,14,9,0,3,11,14,24,26,13,18,115,162,47,77,105,101,142,108,24,6,766,43,19,24,29,30,41,38,20,7,255,225,89,121,170,174,302,271,122,50,1522,0,0,6,10,24,90,135,68,39,368,24,22,25,24,20,45,36,26,5,222,0,0,0,0,9,23,39,28,10,111,0,0,0,0,0,0,4,7,11,20,5,0,4,3,10,50,61,43,8,190,0,0,0,3,5,39,56,38,20,159,0,0,0,0,3,7,13,13,4,37,0,0,0,0,3,27,33,12,4,80,5,17,18,28,52,41,40,11,9,215,0,0,0,0,4,7,11,9,5,38,13,6,13,18,25,42,52,26,22,213,349,120,145,203,224,295,213,73,7,1623
LGA56860,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,3,3,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,5,0,3,9,9,0,0,0,43,3,7,0,0,11,0,9,0,0,30,18,14,6,8,24,24,21,5,0,120,0,3,0,0,3,9,9,3,0,24,0,0,0,0,3,7,3,0,0,17,0,0,0,0,0,0,9,0,0,16,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,8,4,0,19,0,0,0,0,0,5,10,6,3,13,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,4,0,0,8,0,3,4,3,9,0,10,0,0,27,0,0,0,0,0,0,4,0,0,7,0,4,0,0,0,3,8,0,0,15,24,12,7,9,15,19,7,0,0,107
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,6,26,8,11,10,7,8,0,0,58,0,0,0,0,0,0,0,5,0,4,4,14,0,4,8,9,9,5,3,53,132,151,43,44,86,72,52,16,14,611,9,17,0,8,3,7,7,10,3,64,164,218,53,68,121,114,99,64,26,912,0,0,5,0,8,11,33,33,9,92,17,22,9,3,16,18,18,7,5,113,0,0,0,0,6,10,18,20,11,63,0,0,0,0,0,0,0,3,0,9,0,3,0,4,3,3,5,9,0,31,0,0,0,0,0,16,12,14,8,56,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,5,3,0,13,4,27,9,10,18,8,9,4,0,87,0,0,0,0,0,4,0,7,0,15,7,16,4,9,8,18,16,12,6,95,227,233,90,77,150,133,89,37,16,1050
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,28,17,13,11,22,17,9,4,0,124,13,11,7,19,9,11,6,0,0,64,39,26,24,32,40,40,23,11,3,239,0,0,0,5,4,16,14,4,3,39,5,6,3,6,3,6,3,0,0,41,0,0,0,0,4,9,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,18,0,0,0,0,0,5,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,7,0,5,3,0,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,4,0,0,22,58,28,44,38,58,47,22,13,0,305
LGA57080,0,0,7,6,4,11,12,11,4,60,0,0,3,10,8,23,42,23,17,122,4,392,402,153,103,107,65,31,23,1270,0,0,0,0,4,11,12,10,11,54,25,126,208,128,93,111,107,62,36,896,847,1716,2967,1519,758,606,385,130,30,8955,83,285,375,189,122,114,90,41,15,1319,971,2580,4068,2060,1193,1137,899,412,151,13471,0,26,73,70,95,239,307,191,92,1093,51,343,480,270,155,142,121,48,18,1622,6,16,23,28,55,129,147,117,30,551,0,3,6,0,0,8,9,32,41,92,0,27,44,61,90,119,210,102,28,689,5,11,21,16,49,119,200,150,60,622,0,4,12,12,14,19,21,31,15,136,0,3,6,10,15,46,74,49,28,236,13,589,713,340,233,200,127,58,29,2293,0,0,4,4,10,26,29,48,13,140,54,199,340,247,188,228,199,111,59,1623,1702,3376,6235,3452,1659,1317,791,279,47,18861
LGA57140,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,4,3,3,0,15,0,5,8,4,18,6,10,8,3,53,0,0,0,0,0,0,6,0,0,10,0,0,0,0,11,12,14,4,3,44,63,19,30,28,24,41,26,10,6,251,10,8,9,0,7,9,3,4,4,54,76,30,51,43,61,88,81,54,13,502,0,0,3,0,9,23,43,34,9,129,15,9,7,13,15,9,13,5,0,93,0,0,0,0,10,10,15,9,0,48,0,0,0,0,0,0,0,3,3,7,0,6,3,0,4,23,13,16,4,68,0,0,0,3,6,13,23,15,8,62,0,0,0,0,0,0,4,4,0,13,0,0,0,0,0,11,14,6,0,31,4,12,13,16,17,17,17,10,3,113,0,0,0,0,0,0,7,0,0,13,6,0,3,5,13,22,19,9,3,82,132,54,53,61,63,79,50,25,10,512
LGA57210,0,0,0,0,5,4,8,3,5,17,0,5,0,0,3,14,19,13,7,59,11,31,42,46,67,66,37,15,5,318,0,0,0,0,0,10,14,11,0,36,13,10,19,30,43,51,48,14,16,245,324,141,126,163,178,209,135,38,12,1319,52,31,33,31,42,50,42,11,0,292,418,226,233,279,383,459,396,160,61,2610,0,10,5,31,69,163,207,112,45,637,68,55,40,43,69,88,57,26,10,451,0,0,4,6,16,52,75,54,12,217,0,0,0,0,0,0,4,16,19,45,3,0,3,8,37,44,93,60,13,264,0,0,5,3,24,42,103,76,33,284,0,0,0,0,4,13,13,10,7,47,4,5,0,3,12,32,48,32,7,135,29,60,65,73,97,104,59,31,9,531,0,0,0,0,3,14,29,30,6,77,43,31,31,41,74,101,89,28,22,462,667,310,270,322,392,424,289,74,23,2759
LGA57280,0,0,5,6,17,10,7,0,3,41,3,0,3,3,9,8,12,3,0,39,26,61,155,110,67,39,11,4,0,459,0,0,0,4,11,11,9,0,3,38,62,27,78,85,60,53,26,3,3,408,1484,515,979,814,469,287,54,8,0,4618,285,158,266,214,167,109,35,8,3,1246,1930,803,1561,1323,893,653,223,49,16,7449,3,5,25,67,99,156,95,17,5,474,165,98,211,199,115,127,43,10,6,972,0,0,3,23,33,53,26,8,5,151,0,0,0,0,0,9,0,6,4,18,10,11,24,64,124,151,86,26,6,497,7,3,12,19,58,81,49,23,3,253,0,0,11,8,20,21,18,6,3,91,8,0,4,7,14,35,24,9,0,94,35,100,217,186,112,76,17,6,0,748,0,0,0,3,17,26,16,4,3,71,131,42,122,128,112,95,52,15,13,710,2954,1100,1979,1780,1129,749,135,24,4,9855
