LGA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
LGA55740,0,0,0,0,4,4,10,12,0,3,0,4,0,0,0,48,0,0,3,6,21,0,4,6,0,0,0,0,0,0,0,42,0,4,9,7,6,16,22,4,0,5,0,0,6,4,0,96,0,0,7,11,21,10,69,26,4,4,0,6,7,0,3,184,0,0,0,3,6,5,15,5,0,0,0,5,0,0,0,39,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,4,5,0,4,0,0,3,32,12,32,119,101,84,113,221,121,10,10,10,23,10,0,13,874,0,0,3,16,11,19,17,10,0,6,7,6,10,0,3,102,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,15,3,21,23,38,41,56,110,85,24,29,41,89,15,0,9,589,42,94,208,252,306,369,676,396,67,81,89,196,79,24,58,2948
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,5,0,6,6,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,14,4,7,11,8,7,13,19,12,0,0,3,5,0,0,4,82
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,16,9,3,0,6,6,0,0,0,0,0,0,0,41
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,4,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,8,0,0,6,7,6,0,0,0,0,0,0,8,52
LGA56090,0,0,0,7,23,17,75,53,3,7,5,10,4,0,6,222,4,0,3,6,33,5,4,7,0,3,0,3,0,0,4,59,4,0,7,11,6,10,8,3,0,3,3,0,0,0,0,71,0,5,10,19,37,58,155,62,7,7,10,13,0,8,25,418,0,3,0,5,9,5,8,0,0,0,3,0,0,0,3,35,0,0,0,0,0,0,3,3,0,0,0,4,0,0,5,20,0,0,0,4,9,9,41,19,0,0,7,3,4,0,0,107,77,174,1134,784,607,376,695,242,19,6,10,12,12,8,162,4326,0,7,22,25,30,21,42,16,5,0,4,3,3,5,10,194,0,0,0,6,14,3,4,12,4,0,7,0,0,0,46,81,31,34,144,129,128,116,199,89,17,6,3,15,4,3,88,1006,205,506,1637,1336,1371,913,1690,757,98,59,64,68,47,28,570,9352
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8
LGA56230,0,0,0,0,6,9,26,28,11,4,6,10,0,0,5,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,7,5,4,0,0,0,0,0,0,0,0,17,0,0,0,9,9,15,86,29,0,5,0,4,0,0,0,166,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,11,0,0,0,0,0,0,0,42,41,103,517,322,215,94,229,97,10,5,0,5,0,0,85,1721,0,0,17,5,6,9,8,6,0,0,0,0,0,0,0,52,0,0,0,3,0,0,5,3,0,4,0,0,0,0,0,21,0,15,31,29,29,18,41,12,0,0,0,0,0,0,0,185,69,201,658,524,420,253,564,266,26,30,22,28,7,10,131,3207
LGA56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,44,23,29,8,14,0,0,0,0,0,0,0,8,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,0,8,5,0,9,0,4,0,0,4,35,5,20,62,45,65,31,49,11,4,9,3,5,0,0,14,321
LGA56370,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,3,7,0,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,12,5,3,4,12,13,5,0,5,0,0,0,4,75
LGA56460,0,0,0,0,3,3,20,39,6,5,20,10,5,9,4,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,32,12,3,3,0,5,8,6,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,70,34,17,13,21,5,0,0,4,0,0,0,8,207,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,4,0,10,13,8,3,16,15,3,5,3,6,4,22,5,107,15,37,101,75,62,44,139,109,31,13,30,38,21,23,31,782
LGA56580,0,0,0,0,14,4,12,3,0,0,0,6,0,0,3,48,0,0,0,0,34,6,3,0,0,0,3,0,0,0,0,51,3,3,16,59,68,48,55,23,8,9,5,8,11,0,4,317,0,5,13,27,78,72,168,60,7,13,7,7,3,8,0,471,4,0,3,24,27,15,22,19,0,0,0,0,4,0,0,125,0,0,0,8,45,8,8,4,0,0,0,0,0,0,3,75,0,0,0,3,3,8,8,8,0,0,7,0,3,0,0,39,36,92,268,246,232,221,368,192,23,26,12,30,30,16,26,1818,0,0,9,32,18,29,64,48,4,22,11,15,15,7,11,283,0,0,0,20,26,7,7,8,8,11,0,8,0,0,0,96,16,20,81,86,129,103,203,105,19,33,25,41,24,0,15,902,103,216,574,869,1199,923,1521,815,148,186,127,204,194,66,123,7261
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,4,3,3,8,14,0,0,0,0,0,0,0,40
LGA56730,0,0,0,3,10,12,48,53,11,4,9,11,11,4,7,177,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,18,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,6,12,12,22,10,4,0,0,0,0,0,3,73,0,0,0,0,0,0,8,0,0,0,0,0,0,0,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,3,0,0,0,16,18,35,216,133,73,43,58,39,0,0,0,0,0,0,32,649,0,0,0,3,5,4,0,5,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,3,0,0,3,0,0,0,26,41,11,9,18,17,22,13,28,16,0,0,0,5,3,0,97,240,76,98,285,249,199,142,274,233,34,15,19,33,21,8,370,2044
LGA56790,0,0,0,0,3,0,3,3,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,4,15,79,50,22,0,17,4,0,0,0,0,0,0,12,204,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,10,3,4,4,0,0,0,0,0,0,0,3,38,10,24,112,85,52,29,54,17,6,6,0,4,8,0,14,422
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,20
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,4,0,0,0,0,0,0,18,0,0,3,0,13,6,12,0,0,0,4,0,0,0,0,37,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,26,15,20,17,32,15,6,0,0,0,5,3,0,146,0,0,0,3,4,0,6,0,0,7,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,12,9,13,18,3,0,0,0,0,0,3,58,12,10,38,30,82,50,81,34,21,14,7,11,20,7,8,433
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,15,0,0,3,0,15,12,16,13,5,0,0,4,0,0,4,78
LGA57080,0,0,0,3,24,28,85,114,22,16,31,68,24,8,6,438,0,0,3,9,38,10,16,14,3,6,5,6,3,0,0,112,3,4,5,23,39,79,126,76,29,38,42,56,61,8,7,583,0,0,7,8,42,58,191,45,11,6,11,24,17,7,7,433,0,0,0,5,10,3,26,25,5,5,21,32,7,0,3,150,0,0,0,0,9,3,22,66,7,8,9,18,7,0,3,156,0,0,0,8,6,15,68,57,14,18,14,33,12,7,10,261,17,47,234,188,220,184,427,227,47,51,52,114,58,24,31,1936,0,0,8,10,13,27,46,37,8,10,23,47,31,16,17,281,0,0,0,23,35,23,37,58,18,29,29,45,17,0,5,332,11,14,65,77,131,196,441,457,145,187,279,491,241,38,55,2813,63,143,437,507,984,1115,2853,2579,771,926,1315,2037,1104,269,306,15406
LGA57140,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,16,9,0,6,5,0,0,0,0,0,0,4,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,15,40,28,27,17,17,16,0,0,0,0,0,0,4,170
LGA57210,0,0,0,0,0,5,8,13,5,0,3,9,3,0,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,24,3,0,0,0,0,0,0,4,48,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,7,6,27,156,104,69,28,38,7,0,0,6,0,0,0,18,463,0,0,4,8,0,5,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,6,9,16,17,6,21,3,0,4,4,0,0,0,3,87,11,48,205,157,141,91,157,79,17,14,15,27,14,0,53,1033
LGA57280,0,0,0,3,14,11,82,182,39,20,34,40,11,0,7,451,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,8,0,0,0,4,19,0,5,0,0,0,11,0,0,0,0,39,0,0,3,5,7,15,104,30,0,3,9,10,8,6,10,200,0,0,0,0,0,3,12,8,4,0,9,7,4,0,0,47,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,6,3,23,38,6,3,6,0,0,0,5,92,0,7,62,52,65,20,84,49,8,5,5,9,6,3,16,401,0,0,0,0,0,10,5,4,0,4,5,0,0,0,0,34,0,0,0,0,0,0,0,11,0,9,0,6,0,0,0,33,0,4,17,15,27,39,150,84,9,21,19,26,7,6,17,431,3,25,109,146,275,220,923,750,120,113,152,202,70,29,86,3226
LGA57350,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,18,6,7,0,3,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,0,0,0,0,0,12,3,3,24,11,13,12,12,0,0,4,7,0,0,0,0,91
LGA57420,0,0,0,0,4,0,3,7,0,0,0,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,15,0,0,4,3,4,0,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,7,3,16,31,12,13,13,20,12,0,0,5,3,0,0,5,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,4,0,5,9,7,0,3,0,0,0,0,4,53,4,15,43,27,42,26,76,57,7,19,14,13,13,5,22,398
LGA57490,0,0,0,17,125,100,440,437,67,72,41,55,20,12,24,1418,8,0,5,12,39,21,25,20,0,11,0,7,0,0,4,142,0,4,16,38,23,37,74,30,0,6,6,0,0,0,6,244,0,3,26,77,146,239,1164,535,72,58,57,60,33,6,29,2507,0,3,3,0,10,5,20,12,4,3,0,0,3,0,0,67,0,0,0,0,0,3,14,13,0,3,0,6,0,0,4,39,0,0,0,4,34,40,127,127,26,8,18,17,15,6,15,454,153,526,3867,2838,2414,1528,4686,2943,182,153,151,139,68,13,339,19995,4,6,21,33,63,57,112,65,11,18,8,11,8,4,3,432,3,0,0,5,26,24,75,51,12,7,11,11,9,3,8,239,37,69,332,343,382,472,1211,632,103,84,63,71,36,25,79,3937,301,1046,4874,4092,4537,3736,11303,7563,733,624,622,633,316,168,766,41310
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,16
LGA57700,0,0,0,0,17,8,111,117,12,8,11,6,7,5,5,308,0,0,0,0,7,3,4,3,0,0,0,0,0,0,0,15,0,0,5,5,7,10,47,20,0,3,5,0,3,0,3,101,0,0,0,18,33,63,282,120,7,7,10,8,6,5,14,575,0,0,0,0,7,6,12,8,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,4,19,5,6,0,0,0,0,0,9,48,23,75,649,556,470,322,559,205,15,12,8,5,3,3,96,2992,0,0,3,9,10,8,29,7,0,0,3,5,6,0,4,81,0,0,0,0,9,4,9,13,0,0,3,0,5,0,0,35,6,15,48,55,84,84,465,179,16,17,18,25,10,0,39,1056,50,200,817,796,964,804,2407,1290,119,86,112,129,70,25,253,8103
LGA57770,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,17,12,6,9,5,3,0,0,0,3,0,0,8,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,3,0,0,3,0,5,5,3,9,0,0,6,18,0,0,0,52,0,11,26,14,17,14,26,36,4,9,17,29,9,0,13,220
LGA57840,0,0,0,12,38,29,61,52,15,13,19,28,4,0,7,283,5,3,4,10,55,19,6,14,0,7,3,0,0,0,5,129,0,5,11,62,103,105,153,50,15,14,22,18,11,3,3,571,0,3,11,52,89,116,228,95,20,30,17,19,18,0,3,705,0,0,7,8,26,15,36,34,4,3,10,21,0,0,0,180,0,0,0,0,10,10,19,23,0,4,4,3,0,0,0,83,0,0,4,4,22,27,57,32,8,14,0,11,4,5,9,193,53,150,593,479,512,346,551,259,33,37,39,51,33,9,75,3228,0,4,17,17,34,24,63,43,7,9,13,12,13,0,13,263,0,0,0,41,57,28,20,24,19,3,11,12,9,4,0,229,27,31,152,159,258,285,520,373,94,79,107,189,97,20,46,2454,182,406,1113,1309,2156,1821,3106,2141,435,426,518,706,372,81,297,15075
LGA57910,0,0,12,47,204,175,457,492,122,84,89,87,39,15,29,1858,57,27,32,56,378,102,87,90,14,8,10,4,0,0,21,897,3,25,55,119,216,211,369,103,18,22,15,19,24,5,32,1225,3,10,54,236,600,866,1427,459,79,57,83,96,55,28,53,4110,7,12,38,62,102,67,164,119,16,17,35,116,42,0,10,802,0,0,0,6,39,36,79,165,22,26,26,32,0,0,10,441,3,0,10,23,87,92,272,189,52,33,32,37,24,6,24,888,212,626,2439,1973,2317,1524,2762,1588,173,138,194,182,120,41,309,14601,3,7,52,83,108,128,221,184,30,28,34,48,48,8,28,1006,0,0,0,452,1182,573,564,443,108,90,88,109,53,13,138,3812,166,206,747,880,1386,2391,4370,3173,1067,1061,1186,1645,621,59,352,19301,982,3199,6128,6102,10201,9592,18483,13820,2987,2736,3141,4082,1737,302,1777,85253
LGA57980,0,0,3,6,15,9,28,21,8,8,3,6,3,0,0,100,10,0,0,0,16,7,8,6,0,0,4,0,0,0,6,54,3,0,11,15,20,16,45,26,6,3,9,3,4,0,6,165,0,0,7,32,48,53,75,32,0,6,8,3,7,0,4,275,0,0,3,5,7,4,7,3,0,0,0,0,0,0,0,40,0,0,0,0,10,4,3,8,6,0,0,0,0,0,0,38,0,0,0,3,8,8,13,15,0,3,4,8,0,0,0,63,20,66,296,229,250,181,307,164,26,31,26,22,17,15,34,1692,0,0,7,15,25,10,39,27,13,3,9,4,12,5,0,177,0,0,0,14,17,9,8,13,0,0,5,5,0,0,0,69,12,10,58,53,99,122,223,184,47,47,59,77,39,8,15,1056,64,159,491,544,759,623,1232,942,184,199,239,274,184,68,125,6097
