LGA_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
LGA57080,8,53,116,53,30,28,9,0,0,297,349,1176,3015,1424,812,648,196,34,0,7655,5,9,29,8,6,3,4,0,0,62,7,106,594,430,212,150,30,3,0,1528,13,35,154,111,67,51,25,6,0,466,0,4,68,52,23,11,9,0,0,167,11,63,288,196,126,104,27,0,0,806,6,17,85,71,47,29,14,0,0,266,107,241,362,143,92,93,28,5,0,1081,193,569,869,311,113,75,27,4,0,2162,12,54,147,109,61,59,20,0,0,463,12,20,70,51,24,10,11,3,0,189,5,42,221,135,65,69,17,7,0,567,0,10,81,50,32,35,33,12,0,251,14,208,1024,609,229,208,90,29,0,2414,9,72,256,135,58,39,25,4,0,593,14,59,251,193,149,119,34,0,0,823,60,197,389,272,149,139,54,4,0,1260,28,181,917,416,254,215,61,11,0,2080,25,77,134,52,29,22,10,3,0,354
LGA57140,0,0,3,0,0,0,0,0,0,5,10,6,29,26,36,45,19,5,0,180,3,9,19,21,20,35,25,6,0,146,0,3,0,0,4,4,0,0,0,13,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,12,0,0,0,3,0,4,0,0,0,15,4,3,6,0,3,4,0,0,0,19,6,0,3,4,3,6,0,0,0,17,0,0,0,3,4,9,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,9,0,0,0,0,0,6,0,0,0,4,0,0,7,7,4,8,0,0,0,23,0,4,3,9,8,5,0,0,0,21,0,0,5,3,11,12,8,0,0,44,0,0,0,0,0,0,0,0,0,5
LGA57210,3,4,3,10,15,13,0,0,0,50,49,52,148,188,255,259,87,10,0,1060,28,32,92,90,116,117,98,28,4,596,0,0,9,24,23,19,0,0,0,67,12,11,34,27,45,20,12,5,0,164,0,0,0,0,0,0,0,0,0,11,10,11,18,24,28,32,17,3,0,137,3,5,14,7,15,12,0,0,0,52,23,11,24,15,39,42,6,0,0,162,25,8,10,14,18,13,11,4,0,106,4,3,14,16,23,35,15,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,3,6,0,0,17,0,0,0,6,4,3,0,0,0,17,0,5,12,14,12,14,7,0,0,63,0,0,3,14,13,12,3,0,0,44,0,6,11,21,56,30,14,0,0,146,0,3,14,49,49,48,15,0,0,181,4,17,29,33,53,67,24,0,0,232,0,0,7,3,3,6,0,0,0,22
LGA57280,6,11,31,32,23,13,3,0,0,128,176,255,1044,924,580,367,67,4,0,3425,6,0,7,0,0,4,0,0,0,19,34,113,592,670,374,223,24,0,0,2031,13,20,111,78,54,22,4,0,0,304,8,9,28,35,32,30,3,0,0,140,18,34,163,93,106,76,16,0,0,510,10,18,62,68,28,26,0,0,0,218,83,37,95,88,83,71,15,0,0,469,76,35,71,58,41,29,7,0,0,320,27,36,188,221,187,146,25,0,0,826,0,4,3,4,0,5,0,0,0,25,0,0,11,10,0,7,0,0,0,35,3,15,48,29,26,13,4,0,0,144,6,7,45,60,22,11,3,0,0,161,4,16,63,62,32,29,0,0,0,209,19,22,137,106,73,59,20,0,0,427,5,32,178,155,108,80,18,0,0,576,20,50,197,178,124,111,25,0,0,710,6,3,16,11,9,7,3,0,0,52
LGA57350,0,0,0,0,0,0,0,0,0,0,3,0,24,20,31,38,11,0,0,129,6,5,14,20,25,30,19,9,0,123,0,0,4,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,0,0,0,14,0,0,6,0,0,0,0,0,0,8,4,0,0,0,5,3,0,0,0,18,0,0,3,0,4,4,0,0,0,11,0,0,0,0,5,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,0,0,16,0,0,8,7,7,6,0,0,0,33,0,0,7,4,5,9,0,0,0,27,0,0,0,0,0,0,0,0,0,0
LGA57420,0,0,0,3,0,5,0,0,0,16,11,30,96,90,85,80,22,4,0,417,3,14,49,35,41,51,15,10,4,223,3,19,72,64,66,34,4,0,0,271,0,0,4,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,4,9,9,11,3,0,0,42,0,0,4,4,4,3,0,0,0,19,3,3,4,8,13,10,0,0,0,43,0,5,10,11,13,7,5,0,0,50,0,0,8,6,4,9,8,5,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,13,0,0,9,9,3,0,0,0,0,22,0,0,4,4,0,9,0,0,0,16,0,0,10,7,16,12,0,0,0,60,0,3,13,15,18,12,3,0,0,60,0,6,17,16,4,12,5,0,0,59,0,0,5,0,0,0,0,0,0,5
LGA57490,62,84,229,240,215,144,29,5,6,1005,2163,2833,6277,6726,6758,4470,793,52,5,30071,12,37,65,98,82,69,24,10,0,392,45,310,1261,1436,1248,744,112,6,0,5163,191,338,962,1048,1142,934,135,11,0,4754,24,53,179,188,215,151,9,0,0,819,290,583,1554,1531,1404,975,143,7,0,6482,59,96,345,315,335,256,43,5,0,1454,1007,996,1197,954,1035,723,144,4,0,6065,1583,637,506,444,321,196,61,5,0,3749,41,137,448,556,593,627,156,13,0,2569,44,48,90,73,62,36,8,4,0,354,5,44,253,246,221,125,18,0,0,909,19,51,155,162,177,144,39,7,0,761,40,167,588,718,608,353,109,3,0,2589,72,191,427,455,454,352,71,0,3,2025,86,590,1394,1252,1223,877,141,12,0,5578,114,312,906,1366,1446,947,207,16,0,5317,131,634,1580,1819,2004,1502,271,18,0,7963,122,114,196,130,117,78,33,3,0,791
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,0,0,0,16,0,0,0,0,4,5,0,0,0,13,0,0,0,3,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,24,25,75,70,48,37,8,6,0,295,577,652,1875,1762,1534,1036,216,18,3,7679,13,17,37,45,83,82,56,15,0,349,27,74,341,348,286,159,18,0,0,1252,48,95,278,279,239,194,36,4,0,1172,3,5,50,45,49,39,4,0,0,205,84,170,509,429,370,240,53,0,0,1864,14,34,130,154,103,79,11,0,0,525,199,185,321,302,244,169,34,3,0,1468,345,101,93,86,82,53,7,0,0,772,18,42,212,250,242,177,64,3,0,1007,10,12,11,14,11,8,3,0,0,73,10,8,54,65,53,30,5,0,0,217,8,17,54,48,50,35,4,0,0,218,14,57,161,197,156,104,22,4,0,719,21,32,115,114,98,69,18,0,0,473,9,39,186,229,224,162,36,6,0,885,34,82,255,289,251,182,41,4,0,1135,55,147,500,463,356,274,67,0,0,1862,27,42,48,50,35,22,8,3,0,243
LGA57770,0,0,0,0,0,0,0,0,0,5,9,14,63,37,44,48,8,0,0,226,0,3,0,0,3,8,3,0,0,21,0,0,20,24,16,12,0,0,0,70,0,0,0,6,0,0,0,0,0,16,0,0,0,0,4,0,0,0,0,7,0,0,5,8,3,10,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,14,3,8,12,5,0,0,44,4,12,41,15,10,14,4,0,0,97,0,0,0,4,3,9,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,8,4,6,4,3,0,0,27,5,0,14,10,11,10,0,0,0,44,0,0,0,9,0,9,0,0,0,27,0,0,4,3,0,3,0,0,0,12,0,5,4,6,0,4,0,0,0,22
LGA57840,13,35,79,72,54,52,27,5,4,345,550,1333,2683,2260,2127,1713,572,63,7,11302,13,14,15,25,23,21,17,13,0,142,12,81,422,424,397,241,39,5,0,1621,29,64,167,149,133,140,54,8,0,752,3,9,60,64,49,37,9,0,0,226,31,142,366,341,247,208,78,10,0,1419,7,45,76,97,96,82,28,5,0,439,293,398,361,203,208,169,89,13,0,1736,373,367,308,178,127,101,33,9,0,1493,16,75,166,150,158,133,52,9,0,762,14,24,73,46,46,33,12,0,0,242,5,39,167,212,228,124,70,9,0,850,9,35,88,102,97,101,57,10,0,497,13,255,747,749,548,434,192,26,0,2956,13,75,171,112,111,95,33,13,0,612,15,103,257,273,314,243,65,6,0,1270,74,226,523,493,534,474,198,13,0,2536,39,375,923,694,597,562,175,27,5,3385,66,106,121,89,55,48,28,3,0,517
LGA57910,77,191,535,501,346,218,87,25,4,1982,2609,5384,15406,13447,10970,7833,2255,202,11,58127,21,33,128,113,131,93,37,11,0,564,17,301,2140,2198,1367,696,130,8,0,6852,128,294,969,1055,994,789,228,36,5,4487,14,47,327,343,270,202,35,4,0,1239,249,710,2860,2608,1815,1324,359,37,6,9972,57,147,520,621,606,412,127,17,0,2515,1546,1873,2287,1662,1335,1113,380,48,4,10258,1630,1502,2043,1219,754,542,131,14,0,7835,50,271,1170,1067,865,692,241,30,0,4401,29,97,370,330,245,159,35,17,0,1279,17,189,841,1064,906,505,129,22,0,3682,12,105,422,441,389,334,175,44,4,1925,79,703,3091,3382,2435,1382,483,74,6,11628,76,334,1278,1090,718,588,200,25,0,4311,39,342,1573,1751,1609,1240,270,23,3,6845,227,668,2252,2291,2453,1981,591,43,0,10518,185,1374,5129,4189,3303,2657,882,63,0,17779,245,353,648,431,369,227,69,13,0,2350
LGA57980,6,3,40,35,35,19,7,5,0,138,184,453,1184,940,893,686,270,43,4,4660,0,4,7,5,0,16,10,0,3,42,0,25,163,206,200,72,27,3,0,702,17,10,41,52,50,43,16,0,0,239,0,8,25,20,27,12,8,0,0,89,9,27,73,92,80,52,24,0,0,359,4,8,32,41,30,25,14,0,0,150,87,117,121,63,68,50,27,11,0,535,144,120,102,43,25,25,16,0,0,487,4,12,21,37,42,40,14,4,0,171,4,15,38,16,11,23,6,0,0,118,0,13,65,96,48,54,27,10,0,322,0,4,34,18,35,35,26,10,0,165,11,107,441,387,338,220,108,17,0,1623,4,21,41,32,30,29,13,4,0,171,3,25,101,105,95,93,32,3,0,461,29,66,175,175,219,199,98,8,0,972,13,118,549,385,306,290,112,22,0,1794,24,36,58,28,29,26,7,6,0,214
LGA58050,81,144,333,352,285,190,47,8,4,1442,2229,3442,8519,8349,7537,5167,1059,85,10,36400,38,60,122,117,153,153,89,35,10,766,42,283,1411,1468,1175,662,106,3,0,5156,188,353,969,1232,1189,801,181,22,0,4936,14,42,182,201,191,150,27,4,0,807,297,698,1810,1714,1328,945,189,14,0,6995,68,173,586,655,570,411,97,8,0,2581,1173,1256,1776,1385,1159,877,192,5,0,7829,1522,753,810,665,524,353,73,3,0,4697,99,271,1071,1256,1068,867,254,20,0,4892,15,47,132,159,110,78,20,4,0,566,11,95,401,398,319,168,37,7,0,1436,17,75,248,248,210,153,50,13,0,1017,37,274,981,1088,696,440,145,11,0,3677,72,225,556,540,513,373,96,10,0,2389,37,264,973,1096,1118,878,180,14,4,4570,139,344,1094,1259,1315,966,221,15,0,5350,160,852,2479,2463,2140,1649,390,26,0,10162,126,152,258,231,155,137,50,13,0,1122
LGA58190,0,0,0,0,0,0,0,0,0,0,5,0,12,12,22,12,3,0,0,64,0,4,16,11,22,22,3,0,0,89,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,9,0,0,5,5,4,4,0,0,0,18,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
LGA58260,0,0,0,0,0,0,0,0,0,0,5,4,14,30,24,24,3,0,0,106,0,8,12,23,29,18,10,0,0,105,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,4,5,0,0,5,0,0,10,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,3,0,0,0,10,0,0,0,3,0,5,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,0,0,0,23,0,0,4,5,5,0,0,0,0,14,0,0,0,7,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0
LGA58330,4,0,5,0,9,11,4,0,0,32,52,38,101,139,225,255,77,5,0,895,0,9,7,17,25,37,27,10,0,136,0,9,25,39,59,57,9,0,0,199,15,6,13,13,23,17,11,0,0,91,0,0,0,5,0,4,0,0,0,14,13,13,31,34,49,62,16,0,0,209,3,3,0,7,20,19,4,0,0,54,23,8,16,17,24,34,4,0,0,128,21,11,7,4,13,18,3,0,0,75,0,4,9,11,23,33,18,0,0,86,0,0,0,3,0,0,5,0,0,7,0,0,3,7,6,6,0,0,0,21,0,5,4,4,0,6,4,0,0,23,0,0,4,8,12,19,13,5,0,64,3,0,11,4,11,17,8,0,0,52,0,5,15,21,51,50,15,0,0,161,5,0,19,29,26,48,9,0,0,143,0,6,26,37,55,85,20,5,0,226,0,0,0,3,6,5,3,0,0,21
LGA58400,0,0,0,0,0,0,0,0,0,0,0,5,11,4,14,11,9,0,0,50,0,5,11,3,8,17,9,6,0,56,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,4,0,6,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,5,0,0,16,0,0,0,0,0,0,0,0,0,0
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6,5,0,0,0,28,0,0,0,6,4,0,3,0,0,20,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,13,0,0,0,5,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA58510,7,26,93,72,39,29,12,0,4,284,400,1154,3002,2187,1610,1082,312,19,5,9766,8,8,15,11,9,10,9,0,0,64,3,73,514,448,297,154,26,4,0,1525,26,63,173,172,133,97,35,0,0,705,4,5,59,67,51,24,6,0,0,220,25,137,429,362,250,177,49,4,0,1430,9,34,123,110,90,74,12,5,0,447,169,307,482,206,130,115,53,3,0,1458,296,382,507,265,114,67,16,4,0,1641,12,72,243,207,167,130,33,3,0,871,8,28,61,58,33,20,0,0,0,208,5,38,151,147,117,73,7,0,0,543,0,35,84,75,75,43,30,5,0,344,11,160,761,722,349,188,63,3,0,2263,16,98,261,169,123,80,32,0,0,781,11,83,349,336,290,198,47,0,0,1323,45,131,476,396,362,286,84,3,0,1785,30,291,935,582,473,377,107,10,0,2808,42,84,145,106,54,43,18,4,0,496
LGA58540,0,0,0,0,0,4,0,0,0,7,5,8,26,35,35,56,18,4,0,184,6,9,31,30,40,57,22,10,0,203,0,0,0,5,4,3,0,0,0,11,0,3,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,5,6,3,11,0,0,0,29,5,0,6,0,3,0,0,0,0,15,6,0,0,0,0,5,3,4,0,19,0,0,0,0,6,3,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,7,0,3,9,3,0,0,14,0,0,6,7,5,3,0,0,0,22,0,0,0,3,7,5,0,0,0,13,0,0,0,0,0,0,0,0,0,3
LGA58570,8,39,102,70,57,23,13,0,0,312,358,1075,3510,2486,1837,1196,308,22,3,10789,0,3,26,11,12,11,3,3,0,76,5,76,526,525,285,137,13,4,0,1577,29,34,170,150,120,72,20,0,0,600,0,6,81,82,62,35,3,0,0,268,28,98,431,327,239,154,43,5,0,1333,5,22,100,108,95,53,11,0,0,390,179,301,401,228,202,124,51,6,0,1502,225,385,660,293,108,69,23,0,0,1760,8,38,145,131,117,86,21,0,0,546,0,19,115,78,52,28,5,6,0,302,0,42,253,223,153,89,14,0,0,783,0,21,94,108,84,51,23,4,0,391,9,191,1039,924,609,317,109,19,0,3215,12,68,194,146,85,78,23,5,0,613,6,73,407,376,325,272,47,3,0,1511,40,107,484,421,434,369,90,8,0,1946,22,222,1134,692,510,380,125,11,0,3105,45,72,199,137,84,57,21,0,0,613
LGA58610,0,0,0,0,10,5,0,0,0,15,19,19,58,66,78,79,34,3,0,362,11,8,27,33,40,40,31,5,0,196,0,0,5,4,0,6,0,0,0,22,0,3,10,10,5,0,0,0,0,37,0,0,0,0,0,5,0,0,0,5,0,5,6,5,9,19,0,0,0,42,0,0,9,8,10,3,0,0,0,34,7,0,8,11,8,10,6,0,0,55,5,0,4,0,0,5,0,0,0,22,0,0,0,7,10,10,3,0,0,36,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,7,0,3,4,9,0,5,4,0,0,19,0,0,5,0,0,0,0,0,0,5,0,0,9,3,7,18,5,0,0,51,4,0,0,16,12,9,4,0,0,46,0,3,24,17,18,23,9,0,0,87,0,0,0,0,0,0,0,0,0,8
LGA58680,0,0,0,0,0,0,0,0,0,5,0,3,10,17,27,20,7,3,0,90,6,11,3,15,23,23,11,6,0,95,0,0,3,10,3,7,0,0,0,32,5,0,8,0,9,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,9,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,5,0,0,13,0,0,3,0,3,4,0,0,0,10,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA58760,86,169,412,493,402,221,52,10,0,1857,3374,4935,10889,11810,11260,6847,1322,71,3,50519,34,72,257,258,247,196,86,8,0,1154,39,371,1678,1915,1649,836,111,5,0,6599,180,357,962,1250,1375,901,179,23,0,5239,20,78,213,315,302,215,34,0,0,1170,469,1093,3064,3029,2628,1650,294,23,0,12246,61,182,543,654,620,404,91,8,0,2562,1705,1880,2105,1861,1788,1186,262,28,0,10825,2304,1209,1023,850,659,434,76,10,0,6564,109,248,721,920,1011,886,235,18,5,4145,37,93,203,212,168,92,16,3,0,810,25,134,599,758,660,314,55,3,0,2557,15,93,248,297,293,201,49,10,0,1213,62,440,1337,1734,1291,667,191,19,0,5737,119,368,774,801,828,565,144,13,0,3611,51,289,1182,1455,1591,990,234,16,0,5803,211,468,1605,2145,2188,1306,276,15,0,8214,259,1266,3188,3539,3426,2391,513,23,0,14616,249,259,315,294,257,139,41,7,0,1559
LGA58820,0,3,8,0,5,6,0,3,0,30,55,50,111,159,187,170,48,5,0,790,3,6,19,27,22,24,21,5,0,131,6,15,43,69,63,46,10,0,0,249,14,12,29,39,65,52,11,0,0,224,0,4,0,9,8,0,0,0,0,27,13,18,38,41,55,46,19,0,0,231,0,0,3,5,3,5,0,0,0,20,25,8,11,22,28,16,7,3,0,122,22,4,3,7,14,9,0,0,0,58,0,0,9,7,14,17,10,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,0,0,19,0,0,0,3,8,4,0,0,0,21,0,6,7,11,5,3,4,0,0,34,0,9,6,10,10,16,0,0,0,53,3,3,11,15,18,25,9,0,0,84,6,0,15,33,33,28,3,0,0,116,0,7,21,24,42,48,18,0,0,157,5,0,3,4,3,5,0,0,0,19
