LGA_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
LGA53360,18,126,120,992,17,1278,0,0,4,68,5,78,20,6,4,11,0,32,4,3,3,16,0,22,29,12,4,8,3,57,305,108,93,666,25,1194,28,0,5,0,0,34,12,0,0,0,0,16,59,13,7,60,0,144,6,3,0,15,0,26,5,0,0,3,0,10,7,0,0,0,0,9,65,20,7,165,0,257,43,13,15,63,0,137,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,0,12,16,3,0,0,0,18,26,5,7,3,0,36,20,0,6,7,0,34,4,0,0,0,0,9,0,0,0,0,0,0,66,21,19,197,0,312,0,0,0,0,0,0,11,0,0,0,0,20,14,3,0,5,0,27,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,6,0,20,113,20,31,40,7,205,9,0,6,27,274,322,697,206,199,1665,325,3085
LGA53430,326,1699,1314,5571,52,8964,7,44,26,429,12,513,353,33,46,53,0,496,315,86,29,220,5,652,334,119,85,165,3,704,4528,1609,1317,5977,86,13510,148,3,16,3,0,173,316,56,47,57,4,483,645,134,127,533,9,1446,62,33,24,72,8,191,54,14,15,19,5,105,218,29,29,17,0,297,1343,423,337,2385,23,4505,1477,333,185,891,23,2903,26,7,10,0,0,38,24,0,4,11,0,35,17,4,4,12,0,33,32,15,3,19,5,80,88,21,10,9,0,132,136,53,26,30,0,240,193,36,38,59,0,325,76,15,14,20,0,124,15,3,0,0,0,14,1282,392,324,1882,8,3888,110,11,7,4,0,130,160,32,25,18,0,237,189,14,23,48,0,277,20,9,7,4,0,45,45,5,12,0,0,66,236,58,31,113,0,441,2241,415,374,448,24,3512,96,15,11,92,1864,2084,11637,3218,2512,12482,2072,31930
LGA53570,51,237,184,1503,40,2017,0,6,0,101,0,111,51,0,0,4,0,53,7,8,4,13,0,32,55,12,18,26,0,110,786,199,157,1226,33,2405,66,0,3,0,0,71,22,0,3,9,0,39,69,19,16,91,4,200,13,6,0,5,0,21,3,3,0,3,0,10,13,0,0,0,0,13,148,38,28,294,4,512,75,27,12,81,0,194,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,3,0,10,3,0,0,0,0,11,22,5,3,0,0,37,21,14,14,6,0,51,21,8,0,3,0,32,5,0,0,4,0,11,10,0,0,0,0,10,184,46,33,243,4,509,4,0,3,0,0,4,28,5,3,0,0,30,11,6,0,3,0,17,5,0,0,0,0,4,30,0,0,0,0,32,26,6,4,9,0,49,341,17,28,36,11,436,20,0,3,34,397,457,1720,381,302,2702,478,5576
LGA53640,3,41,49,422,9,528,0,5,3,80,0,87,0,3,0,0,0,3,0,0,0,0,0,0,20,0,5,8,0,30,77,45,29,327,5,489,56,0,0,0,0,56,0,0,0,0,0,0,12,4,4,33,0,51,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,18,13,4,55,3,86,3,4,0,13,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,14,3,0,4,0,0,10,3,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,4,7,78,0,109,0,0,0,0,0,0,4,0,0,0,0,9,6,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,19,0,16,15,0,44,0,5,0,5,89,101,219,75,65,753,105,1215
LGA53710,0,22,32,311,6,380,0,0,3,27,3,32,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,12,0,28,56,18,28,305,12,425,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,24,0,34,0,0,0,0,0,0,0,0,0,4,0,6,5,0,0,0,0,5,15,0,11,84,3,106,0,0,8,18,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,3,54,3,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,15,9,4,5,9,0,35,0,0,0,12,104,106,117,36,58,626,122,955
LGA53780,2433,4375,3588,17612,260,28271,46,198,119,2534,68,2967,11033,140,299,166,57,11694,191,56,45,164,0,459,1061,289,215,547,12,2125,13871,3919,3153,14052,312,35311,4214,22,177,22,8,4453,381,26,29,109,4,545,973,241,208,996,21,2443,109,41,31,109,3,295,116,22,12,41,0,192,7968,138,125,139,26,8395,2572,555,439,3060,35,6664,1465,500,261,1591,21,3842,680,6,19,6,0,716,247,35,28,36,0,343,43,3,7,33,0,83,97,37,14,48,0,199,1250,165,104,37,17,1569,605,227,114,66,3,1019,440,94,44,202,7,781,149,3,19,30,0,207,186,26,0,0,0,214,2794,767,561,3104,49,7283,188,15,12,15,0,230,1004,86,105,39,4,1239,426,30,17,59,0,534,673,19,7,4,6,718,678,25,41,11,0,750,414,73,61,151,0,703,27853,1199,1053,1115,172,31390,1179,48,78,276,6705,8280,72787,7749,6317,31906,7616,126376
LGA53800,239,1527,1221,12173,151,15301,10,145,58,3237,47,3496,206,19,20,64,5,308,32,23,7,107,3,168,300,92,64,211,5,675,2844,1380,1088,9860,147,15317,495,13,77,21,3,621,82,18,13,47,0,165,317,80,84,831,8,1317,36,22,15,36,0,108,26,11,0,7,0,49,280,20,12,33,0,345,493,287,179,2653,19,3635,374,171,83,890,13,1529,6,0,0,4,0,10,6,0,0,3,0,14,32,9,5,34,0,83,26,20,3,19,0,69,205,43,34,31,4,318,133,69,63,43,0,311,88,25,21,89,0,220,32,6,5,16,0,71,16,0,4,5,0,27,686,299,223,2208,26,3443,6,0,0,0,0,8,294,27,16,29,0,361,72,13,3,48,0,134,10,0,9,0,0,21,149,3,8,0,0,158,96,32,23,98,0,254,1366,250,271,676,19,2579,89,13,9,209,3643,3961,7184,2678,2046,23592,3990,39489
LGA53920,13,16,13,183,11,230,5,16,0,2524,69,2614,11,0,0,3,0,16,3,0,0,0,0,7,3,0,0,4,0,7,67,13,18,188,14,299,14,0,0,0,0,15,5,0,0,0,0,8,15,0,0,17,0,34,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,13,23,3,6,81,5,112,5,4,0,12,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,8,0,0,0,0,9,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,12,0,42,4,77,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,3,65,10,0,25,6,98,3,0,0,35,354,395,217,53,23,2845,439,3574
LGA53990,235,1299,1109,8733,75,11451,9,56,25,744,11,842,237,6,9,13,0,265,34,13,17,50,0,117,297,91,58,172,0,619,3129,1295,1036,7395,84,12947,587,4,30,3,4,630,60,13,4,35,0,115,264,64,52,522,12,921,15,15,5,77,0,107,16,7,0,8,0,33,199,10,6,28,0,247,629,174,177,1581,8,2578,581,253,76,1278,20,2209,48,0,15,0,0,63,3,4,0,0,0,12,4,4,0,8,0,19,4,5,10,17,0,36,354,61,37,10,4,467,174,103,49,37,8,371,97,26,28,85,3,241,19,0,3,16,0,37,17,3,0,0,0,21,664,233,206,1564,11,2681,18,3,0,3,0,23,249,23,32,8,0,305,43,15,10,39,0,111,3,0,0,0,0,7,17,0,0,0,0,17,85,31,13,72,6,199,935,161,180,265,9,1546,68,13,11,106,1289,1482,7173,2321,1830,15751,1490,28567
LGA54060,22,152,134,1283,35,1620,0,11,3,115,3,138,7,0,0,9,0,10,5,8,0,3,0,21,37,7,6,15,0,64,312,127,115,980,24,1564,7,0,0,0,0,7,6,0,0,0,0,9,25,10,11,89,0,145,0,0,0,9,0,8,0,0,0,0,0,4,3,0,0,0,0,7,51,16,15,238,4,318,18,13,3,45,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,5,0,5,33,3,4,0,0,37,18,10,8,5,0,45,6,6,4,15,0,31,0,0,0,0,0,4,0,0,0,0,0,4,87,27,22,189,5,326,6,0,0,0,0,3,0,3,0,0,0,6,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,4,14,5,0,14,0,30,61,12,16,42,0,133,4,0,0,7,373,383,594,255,195,2211,429,3680
LGA54130,6,24,38,464,5,537,0,0,0,39,0,39,3,0,0,0,0,3,0,0,0,0,0,6,9,0,5,0,0,12,62,23,36,344,0,462,3,0,0,0,0,0,5,0,0,0,0,0,19,0,7,27,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,9,3,60,0,87,6,12,0,29,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,16,10,0,6,0,0,20,0,3,0,0,0,5,5,0,0,0,0,4,0,0,0,0,0,0,13,4,6,79,0,107,0,0,0,0,0,0,12,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,6,21,3,5,16,0,54,0,3,0,8,99,111,158,53,65,779,106,1160
LGA54170,1891,8286,6924,31200,246,48541,28,128,85,1094,12,1346,3268,130,207,229,14,3847,540,203,97,550,0,1392,2156,467,300,804,8,3737,36000,7144,5853,24511,351,73865,771,48,150,40,6,1020,860,114,74,218,7,1270,2721,460,396,1906,22,5506,551,190,103,414,3,1257,297,59,32,52,4,440,2342,163,122,132,10,2764,9610,1437,1039,7231,75,19387,2975,1034,521,3024,35,7586,191,9,24,0,0,224,108,25,9,50,0,190,401,96,55,232,0,786,170,59,41,113,0,384,763,155,94,38,10,1053,1170,492,279,99,0,2046,1338,162,161,299,10,1963,376,24,49,50,4,503,65,7,8,0,0,82,8601,1506,1080,6327,61,17584,289,40,17,45,0,383,3431,243,185,30,3,3901,524,48,59,120,5,761,194,36,32,30,0,297,502,17,57,12,3,595,1656,180,131,362,6,2336,11112,1377,1527,1469,100,15584,608,81,66,390,4411,5559,74399,13791,11152,55459,5206,160003
LGA54200,721,3079,2377,13507,118,19799,18,110,54,1132,19,1319,1174,36,71,69,7,1350,135,70,33,203,0,441,746,205,155,358,10,1472,8997,2848,2179,10967,209,25196,893,13,55,23,0,990,241,30,24,78,9,371,738,205,147,899,25,2012,81,25,17,79,4,206,98,25,15,36,4,173,1357,60,58,49,5,1529,2020,519,352,2723,32,5640,1277,477,238,1549,16,3556,58,0,17,5,0,81,47,17,7,14,0,88,16,11,4,21,0,51,34,21,19,38,0,114,495,47,46,21,4,608,420,201,92,55,4,772,307,70,30,152,3,560,102,21,19,31,0,173,60,3,0,3,0,71,1996,551,439,2697,43,5732,76,19,8,20,0,122,422,62,57,23,4,567,124,16,10,54,0,208,95,17,8,17,0,128,95,8,9,10,0,120,306,72,34,119,0,524,4812,519,524,676,50,6581,199,28,25,211,2287,2746,22271,5326,4003,24435,2724,58762
LGA54280,259,1045,995,7448,106,9862,12,81,63,1670,70,1891,300,10,17,41,0,365,86,32,13,116,0,247,193,68,28,91,0,387,2397,850,787,5638,101,9774,784,9,79,13,3,888,70,3,6,35,4,121,299,70,62,541,11,990,27,7,9,41,0,85,11,4,0,12,0,31,469,10,15,20,0,514,602,169,124,1547,18,2457,188,103,61,618,15,980,35,0,0,0,0,36,9,0,0,7,0,16,3,3,3,13,0,23,8,3,6,14,0,31,981,91,85,21,22,1201,379,114,59,26,4,588,59,20,7,68,0,154,26,5,9,5,0,38,139,17,0,0,3,155,729,221,142,1331,16,2437,24,4,3,4,0,32,308,30,21,4,0,361,88,3,3,17,0,113,32,0,5,3,0,36,58,0,3,0,0,62,69,27,12,71,0,179,2239,164,198,311,25,2933,144,22,23,185,2963,3338,8584,1830,1595,14011,3289,29306
LGA54310,192,785,847,5410,45,7275,4,100,70,2055,32,2268,262,0,16,35,0,312,18,14,8,70,5,118,132,69,34,124,3,361,1597,677,677,3774,50,6778,516,6,55,18,3,595,70,6,3,25,0,106,158,70,61,417,0,696,18,10,5,45,0,74,7,3,7,10,0,29,322,11,8,11,0,349,454,107,116,932,10,1619,94,90,36,378,8,609,13,0,4,0,0,21,0,0,0,5,0,10,25,4,6,5,0,35,11,8,4,16,0,38,359,33,36,19,5,455,166,83,63,31,0,341,42,20,11,49,0,125,21,0,6,12,0,34,42,4,0,0,0,46,459,160,121,860,9,1602,15,3,3,0,0,22,144,14,32,14,3,207,54,0,4,10,0,67,23,3,6,0,0,30,47,0,5,0,0,45,41,11,9,34,0,93,1304,147,190,450,25,2112,82,9,12,111,3638,3849,5204,1398,1379,10422,3792,22199
LGA54340,20,160,113,1061,23,1385,0,20,4,288,15,324,40,0,6,3,0,44,0,3,0,4,0,5,34,14,10,16,0,67,268,100,101,807,33,1315,41,0,6,4,0,46,9,0,0,7,0,15,23,4,16,98,0,140,0,0,6,4,0,4,0,0,0,0,0,0,17,0,0,0,3,21,39,18,4,151,3,215,40,16,6,60,0,128,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,71,19,14,0,8,101,19,18,8,5,0,45,11,0,3,11,0,28,0,0,0,0,0,0,0,0,0,0,0,0,49,19,15,161,3,245,7,0,0,0,0,7,35,5,0,0,0,38,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,6,0,0,14,0,27,505,38,28,154,25,738,23,6,5,35,355,426,1074,270,199,2069,447,4057
LGA54410,10,44,32,366,16,464,0,0,4,52,3,64,3,0,0,0,0,3,0,0,0,4,0,9,11,0,0,0,0,14,71,43,19,320,9,461,7,0,0,0,0,7,4,0,0,0,0,3,5,4,0,15,0,24,0,0,0,0,0,4,0,0,0,0,0,9,6,0,0,0,0,8,17,5,3,64,0,90,7,4,0,14,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,10,7,3,10,0,0,20,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,7,9,67,0,100,0,0,0,0,0,0,3,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,0,3,13,0,45,4,0,0,4,114,125,171,76,57,701,140,1138
LGA54480,3,9,22,201,3,235,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,5,0,3,4,0,3,4,0,9,26,8,21,156,6,219,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,24,0,31,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,3,7,22,0,37,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,32,0,43,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,5,0,0,19,4,0,0,0,48,54,58,15,34,331,51,491
LGA54550,6,63,71,661,10,812,0,10,5,71,6,90,0,0,0,0,0,0,0,0,0,3,0,8,3,4,0,0,0,11,120,72,73,554,11,823,47,0,0,0,0,48,5,0,0,4,0,6,10,0,7,51,0,63,0,0,4,5,0,9,0,0,0,0,0,0,3,0,0,0,0,4,17,8,9,101,0,139,28,6,9,49,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,38,6,7,5,0,53,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13,19,125,9,188,0,0,0,0,0,0,7,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,10,0,19,33,0,4,16,5,64,6,0,0,10,140,163,307,121,123,1170,179,1901
LGA54620,6,27,34,282,14,360,0,0,0,59,0,53,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,11,54,29,31,234,8,353,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,17,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,5,59,4,86,4,0,3,14,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,7,3,0,3,0,9,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,21,6,4,44,3,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,10,11,0,0,5,0,20,0,0,0,0,98,104,109,39,53,526,120,847
LGA54690,0,10,16,127,5,157,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,6,119,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,3,33,0,43,3,4,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,37,0,49,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,4,12,19,56,21,25,247,18,361
LGA54760,0,21,29,304,0,359,0,0,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,48,28,19,229,4,323,3,0,0,0,0,3,3,0,0,0,0,3,4,5,0,16,0,25,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,55,0,79,8,5,0,22,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,4,0,6,0,0,0,0,0,0,15,5,6,46,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,4,5,81,88,86,40,46,506,87,769
LGA54830,726,2070,1692,8765,112,13366,10,93,73,1259,27,1455,945,24,44,36,11,1061,105,38,12,131,0,283,385,118,75,249,0,829,5885,1864,1570,6695,123,16132,3008,26,91,31,0,3164,160,8,23,36,0,227,435,123,89,561,10,1210,37,15,17,62,0,128,32,6,5,19,0,62,1844,47,26,29,3,1948,1055,258,186,1357,17,2878,398,248,100,850,12,1610,195,4,17,11,0,223,16,11,0,14,3,47,26,0,7,12,0,50,26,11,10,30,0,78,1006,113,90,49,13,1270,392,129,78,28,0,625,132,23,20,55,0,233,94,6,8,18,0,130,130,19,8,4,0,161,1382,348,259,1441,11,3440,150,23,3,19,0,197,521,53,41,14,9,637,239,16,8,28,0,292,102,6,0,8,0,116,100,0,18,4,0,129,240,28,27,89,0,394,5470,436,382,455,41,6777,323,19,32,164,3304,3842,20668,3492,2829,15247,3621,45867
LGA54900,13,41,37,461,7,558,0,3,0,25,0,25,10,0,0,0,0,10,0,0,0,3,0,5,16,3,5,7,0,27,105,37,41,361,7,549,9,0,0,0,0,13,0,0,0,3,0,3,6,3,3,28,0,42,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,9,18,9,5,88,0,126,8,3,0,18,0,35,3,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,13,5,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,4,82,0,117,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,5,3,15,0,51,0,0,0,11,74,83,224,72,66,815,87,1265
LGA54970,11,15,14,135,0,185,0,5,0,312,5,325,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,103,22,27,117,0,268,12,0,0,0,0,18,0,0,0,0,0,0,11,0,5,15,0,28,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,19,5,0,28,0,60,8,0,0,16,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,23,13,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,8,31,5,5,30,0,63,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,4,3,15,0,65,3,0,0,4,460,473,237,40,31,551,478,1333
LGA55040,9,62,33,277,0,384,0,4,0,136,0,141,6,0,0,0,0,7,3,0,0,0,0,8,7,3,4,5,0,19,131,47,33,199,0,415,27,0,0,0,0,30,0,0,0,0,0,3,19,0,0,25,0,38,7,0,0,4,0,7,0,0,0,0,0,0,10,0,0,0,0,8,22,10,5,58,0,96,6,6,0,18,0,37,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,49,8,0,0,0,54,19,0,6,0,0,31,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,35,8,4,39,0,95,0,0,0,0,0,0,5,0,0,0,0,5,8,0,0,4,0,7,0,0,0,0,0,4,0,0,0,0,0,0,7,4,3,6,0,13,97,12,10,10,0,130,5,0,3,0,494,503,357,92,70,567,497,1588
LGA55110,882,4264,3490,22745,335,31715,28,161,106,2200,47,2534,687,33,43,88,3,850,158,76,37,178,3,446,1102,241,185,417,11,1957,15767,4127,3380,19741,414,43424,1214,24,172,34,9,1452,303,29,24,111,0,478,985,221,191,1523,17,2936,98,46,15,120,0,283,100,15,7,30,0,157,708,34,37,42,0,825,2936,609,429,4619,72,8672,839,372,178,1440,25,2855,91,7,17,0,0,112,18,4,0,12,0,37,19,5,4,16,0,46,91,25,10,59,0,190,1114,190,99,71,11,1481,694,222,173,111,10,1205,323,48,41,167,0,589,139,22,15,32,4,202,113,22,0,0,0,148,3401,724,679,4316,65,9177,54,21,12,27,0,108,846,81,71,22,8,1035,206,27,17,100,4,356,69,10,3,7,0,92,143,0,19,6,0,170,663,107,80,209,0,1051,4107,575,552,813,47,6090,326,46,36,405,4779,5594,29947,7175,5785,41757,5641,90306
