LGA_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
LGA55740,0,0,0,0,243,243,10,0,0,0,256,263,111,4,3,0,365,484,337,16,21,0,180,557,449,21,68,3,119,652,345,16,71,10,124,568,311,12,80,16,71,491,197,10,33,22,20,289,45,5,9,19,0,82,1801,89,288,68,1376,3623,0,0,0,0,390,390,9,0,0,0,285,288,142,8,4,0,369,528,388,25,34,0,140,585,478,23,84,11,90,681,361,20,103,23,77,578,298,14,107,50,32,504,131,7,57,94,19,309,25,0,5,86,9,126,1829,94,402,265,1416,4006,0,0,0,0,638,638,11,0,0,0,538,553,255,13,9,0,737,1009,727,36,58,0,322,1139,921,47,154,13,203,1334,708,38,173,27,194,1141,608,26,192,73,104,995,326,14,95,115,45,594,69,5,16,106,11,211,3621,182,689,332,2792,7622
LGA55810,0,0,0,0,13,13,0,0,0,0,15,21,8,0,0,0,37,44,20,3,3,0,16,43,28,4,8,0,25,63,24,11,10,4,6,52,12,5,10,0,15,38,4,3,9,0,0,17,0,0,0,0,0,0,100,28,42,4,122,297,0,0,0,0,15,15,0,0,0,0,9,9,0,0,0,0,23,24,27,0,3,0,21,57,13,10,4,5,15,41,13,0,14,10,9,49,6,10,6,7,6,26,3,0,0,0,0,6,0,0,0,0,0,0,70,23,28,13,99,233,0,0,0,0,25,25,0,0,0,0,27,30,9,0,0,0,60,70,49,6,12,0,36,97,41,18,10,6,29,104,37,12,19,11,20,103,20,10,17,7,17,72,12,3,9,4,0,23,3,0,0,0,0,9,172,49,66,18,220,531
LGA55880,0,0,0,0,9,9,0,0,0,0,3,3,4,0,0,0,16,25,15,0,0,0,20,32,22,0,4,0,13,45,40,0,5,0,10,49,15,0,5,0,3,30,5,0,0,0,0,13,6,0,0,0,0,4,101,3,17,8,71,206,0,0,0,0,7,7,0,0,0,0,8,8,10,0,0,0,8,22,9,5,3,0,5,28,22,0,0,0,8,35,33,5,6,0,5,44,13,0,3,0,0,19,6,0,0,0,0,6,0,0,0,9,0,12,100,3,14,14,42,175,0,0,0,0,5,5,0,0,0,0,18,18,17,0,0,0,25,42,25,4,3,0,25,62,43,6,6,0,21,75,68,0,7,0,11,100,26,0,5,0,4,45,13,0,0,3,0,20,6,0,0,10,0,16,200,11,29,18,120,385
LGA55950,0,0,0,0,24,24,0,0,0,0,9,8,15,0,0,0,18,31,20,0,3,0,11,31,32,0,5,0,8,43,27,3,6,0,3,40,27,0,0,0,0,37,19,0,0,3,0,20,3,0,0,0,0,6,140,0,12,4,71,241,0,0,0,0,8,8,0,0,0,0,6,3,17,0,0,0,15,27,24,0,0,0,4,28,30,4,4,0,0,36,28,0,8,4,9,39,26,0,0,9,0,28,17,0,0,14,0,26,0,0,0,4,0,3,138,4,13,24,39,215,0,0,0,0,34,34,4,0,0,0,14,16,32,0,0,0,29,62,45,0,3,0,15,60,67,4,9,0,8,82,59,3,13,3,8,85,51,0,3,14,0,68,27,0,0,17,0,46,4,0,0,4,0,11,286,6,28,29,111,459
LGA56090,0,0,0,0,1227,1226,42,0,0,0,1097,1142,733,42,26,0,1615,2418,1403,123,142,3,983,2649,1787,138,297,14,648,2885,1899,154,411,37,383,2888,1596,73,321,94,128,2217,891,33,119,102,35,1187,186,11,27,87,8,318,8542,582,1345,345,6118,16925,0,0,0,0,1135,1134,29,0,0,0,815,841,725,39,40,0,1015,1822,1412,103,154,16,592,2287,1739,149,396,41,452,2767,1870,118,465,128,247,2829,1474,77,395,274,108,2330,622,22,178,394,23,1244,95,3,44,308,8,457,7971,520,1662,1160,4387,15701,0,0,0,0,2361,2359,66,3,0,5,1906,1982,1456,81,68,0,2635,4241,2814,227,297,23,1575,4932,3523,287,688,55,1100,5655,3775,273,882,165,625,5720,3075,152,710,372,235,4548,1520,58,294,497,60,2428,284,12,67,394,11,775,16515,1100,3014,1500,10502,32630
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,9,8,0,0,0,3,9,7,0,0,0,3,11,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,0,12,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,8,4,0,0,0,0,4,5,0,0,0,5,8,7,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,15,36,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10,13,8,0,0,0,7,17,11,0,0,0,8,17,11,0,0,0,0,10,4,0,4,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,38,6,4,0,23,72
LGA56230,0,0,0,0,490,490,14,0,0,0,406,422,269,7,12,0,565,853,490,37,62,0,386,973,637,80,159,15,247,1139,756,68,224,20,168,1241,855,54,220,55,69,1247,516,27,90,70,21,731,121,0,13,63,3,204,3655,276,782,223,2358,7298,0,0,0,0,571,575,26,0,0,0,380,406,347,24,19,5,518,914,548,80,105,12,288,1033,677,76,206,16,171,1148,806,59,236,57,102,1259,845,39,195,153,24,1258,384,21,64,224,11,701,52,0,20,130,0,203,3689,299,844,596,2073,7497,0,0,0,0,1060,1065,36,4,0,0,781,821,617,29,36,5,1084,1768,1039,118,170,11,677,2009,1314,154,362,30,425,2285,1560,121,467,77,271,2496,1697,93,415,201,96,2502,903,50,151,295,34,1433,178,0,31,191,9,409,7338,570,1630,819,4432,14791
LGA56300,0,0,0,0,36,36,0,0,0,0,11,11,10,0,5,0,29,43,42,0,3,0,47,93,45,5,8,0,39,97,67,12,25,3,21,130,113,14,36,4,16,180,53,3,7,9,7,79,4,0,0,4,0,15,339,32,92,26,206,687,0,0,0,0,26,26,0,0,0,0,3,3,20,0,4,0,26,51,43,8,0,0,32,85,42,7,15,0,22,83,88,11,33,6,13,151,99,4,24,16,11,151,38,0,9,20,0,71,5,0,0,7,0,14,342,31,83,54,137,644,0,0,0,0,65,65,0,0,0,0,16,16,29,0,3,0,57,94,90,5,5,0,77,178,89,17,27,0,57,182,158,20,55,8,36,280,211,18,57,23,24,336,96,3,23,26,8,151,13,0,5,15,0,30,683,65,172,77,341,1330
LGA56370,0,0,0,0,6,6,0,0,0,0,19,19,20,3,0,0,36,53,24,0,0,0,10,38,31,7,7,0,10,53,41,6,6,4,15,66,29,0,7,12,8,54,23,0,8,0,0,34,13,0,0,3,0,17,179,11,26,18,99,338,0,0,0,0,11,11,0,0,0,0,14,14,23,0,0,0,21,45,19,0,0,0,8,33,37,0,0,0,4,44,41,0,9,0,7,58,24,4,9,0,0,36,26,0,0,13,0,40,9,0,0,16,0,27,174,15,17,30,56,298,0,0,0,0,16,16,0,0,0,0,32,32,41,5,0,0,56,106,48,6,0,0,19,69,67,3,9,0,13,98,78,0,11,0,22,119,50,0,16,12,7,89,44,0,9,13,0,68,22,4,0,18,0,41,355,21,48,54,160,641
LGA56460,0,0,0,0,168,171,3,0,0,0,125,130,80,0,0,0,189,274,135,20,0,0,86,237,171,14,36,0,81,306,188,9,54,10,39,310,203,18,31,26,30,304,100,7,19,21,14,157,33,0,0,17,6,59,911,72,145,73,743,1941,0,0,0,0,154,159,3,0,0,0,125,134,93,11,3,0,157,266,161,19,15,7,89,288,149,23,42,3,66,289,212,15,58,23,37,343,162,13,33,39,12,262,62,7,26,75,5,174,18,0,5,74,0,100,865,93,184,216,654,2013,0,0,0,0,325,325,13,0,0,0,253,261,168,9,3,0,352,536,292,35,19,6,173,524,319,47,75,9,150,592,401,24,114,34,76,654,367,34,66,59,44,567,165,12,43,91,15,326,48,0,6,93,5,159,1774,163,331,293,1395,3953
LGA56580,0,0,0,0,883,883,0,0,0,0,723,731,217,3,8,0,750,977,852,25,38,0,222,1136,1210,34,84,8,147,1487,1062,36,100,14,105,1317,974,19,101,30,75,1204,570,11,66,43,23,713,178,7,6,64,0,257,5059,142,411,161,2931,8697,0,0,0,0,776,776,5,0,0,0,658,658,306,8,8,0,560,890,1041,34,71,4,168,1315,1313,48,139,14,134,1657,1073,32,199,42,111,1460,899,24,188,115,70,1300,412,13,106,207,42,782,78,6,41,259,16,397,5130,175,749,639,2535,9234,0,0,0,0,1655,1655,6,0,0,0,1382,1389,521,19,18,0,1304,1863,1890,58,107,8,387,2448,2524,83,229,20,288,3143,2137,71,299,54,220,2774,1875,47,290,147,147,2506,982,27,169,253,70,1499,259,8,50,325,16,650,10191,316,1161,804,5461,17937
LGA56620,9,0,0,0,57,69,21,0,0,0,31,55,50,5,3,0,48,107,62,0,0,4,35,104,43,9,4,0,31,84,42,6,5,0,10,60,14,3,0,4,0,27,0,0,0,5,0,6,0,0,0,0,0,0,241,17,23,14,214,504,8,0,0,0,57,60,25,0,3,0,28,56,65,3,0,0,47,123,56,11,8,8,20,103,56,14,6,4,25,98,24,6,9,21,10,73,13,4,0,7,0,31,0,0,0,8,0,10,0,0,0,0,0,0,249,42,25,61,188,561,24,0,0,0,113,135,47,0,3,0,62,107,120,6,3,0,95,230,116,15,11,9,59,210,95,19,17,4,48,180,63,10,13,29,24,135,24,4,0,15,0,52,0,0,0,16,0,14,0,0,0,0,0,3,487,62,47,75,395,1065
LGA56730,0,0,0,0,355,355,11,0,0,0,306,312,156,15,14,5,484,679,299,51,37,3,280,668,378,40,92,3,187,700,449,51,155,20,151,813,472,41,123,26,57,727,231,14,44,42,13,346,38,0,5,36,5,91,2031,217,469,138,1830,4685,0,0,0,0,321,321,9,0,0,0,243,256,204,22,11,3,315,553,309,42,51,4,220,634,380,79,131,15,186,783,456,52,186,52,96,848,419,28,109,113,35,707,155,6,40,142,16,361,18,0,18,112,0,147,1953,229,544,445,1435,4609,0,0,0,0,674,674,22,0,0,0,549,569,362,42,25,6,801,1227,614,89,88,11,502,1305,756,115,219,21,375,1488,904,104,343,70,241,1662,890,67,239,147,95,1438,389,17,81,185,33,706,58,0,24,152,7,237,3989,440,1011,589,3262,9299
LGA56790,0,0,0,0,71,71,0,0,0,0,47,47,32,0,0,6,89,121,76,4,4,0,80,159,101,15,23,3,83,227,166,16,49,7,67,307,195,14,56,19,32,326,101,9,18,19,10,157,22,4,0,5,0,37,688,68,153,57,473,1448,0,0,0,0,43,43,0,0,0,0,45,48,37,4,4,0,85,121,89,8,10,3,61,170,95,11,23,4,44,174,205,6,47,6,38,302,170,5,42,38,11,271,78,0,4,35,0,122,15,0,0,36,0,50,685,33,126,122,329,1301,0,0,0,0,110,110,0,0,0,0,92,97,65,5,0,6,165,239,158,13,12,3,144,324,198,29,50,7,130,408,366,23,99,15,100,606,369,21,101,64,42,597,180,15,19,56,13,282,37,4,0,40,0,86,1377,102,283,186,801,2744
LGA56860,0,0,0,0,10,10,0,0,0,0,14,14,0,0,0,0,7,8,0,0,3,0,3,12,11,5,0,0,3,14,10,8,0,0,4,23,14,0,3,0,5,22,5,0,0,0,0,3,0,0,3,0,0,5,48,10,18,6,41,112,0,0,0,0,6,6,0,0,0,0,9,9,6,0,0,0,3,6,3,0,3,0,0,8,13,3,3,0,6,24,17,0,4,0,0,24,18,0,5,0,0,21,0,0,0,6,0,5,0,0,0,0,0,0,46,3,12,6,29,102,0,0,0,0,12,12,0,0,0,0,19,19,8,0,0,0,9,17,7,0,7,0,0,20,15,9,3,0,8,37,22,9,8,7,7,46,28,3,5,0,5,44,4,0,5,6,0,14,0,0,3,4,0,4,89,13,30,13,67,217
LGA56930,0,0,0,0,59,59,0,0,0,0,47,47,5,0,0,0,51,59,31,0,3,0,11,49,76,3,9,0,10,97,89,0,7,0,7,105,75,6,7,5,0,84,42,0,7,0,0,54,19,0,0,0,0,23,344,8,27,6,191,582,0,0,0,0,164,164,0,0,0,0,54,54,10,0,0,0,39,53,46,0,4,0,18,68,94,3,11,0,13,121,93,0,11,5,7,114,63,0,12,7,8,99,37,0,0,21,0,64,10,0,0,14,0,26,356,6,44,42,303,748,0,0,0,0,219,219,0,0,0,0,104,104,20,0,0,0,91,112,81,0,9,0,31,119,168,5,20,0,23,215,186,0,21,4,12,220,135,6,20,12,10,183,86,0,0,22,4,114,27,0,3,14,0,41,696,13,69,47,498,1326
LGA57000,0,0,0,0,15,15,0,0,0,0,22,22,19,0,0,0,34,54,35,0,7,0,26,66,33,5,5,0,14,62,40,11,7,4,18,78,17,0,9,5,0,28,8,0,5,4,0,17,3,0,0,0,0,4,158,22,28,9,124,347,0,0,0,0,11,11,0,0,0,0,16,16,5,0,4,0,15,24,20,5,0,0,10,32,26,0,0,0,10,40,19,0,3,0,9,40,14,0,6,5,0,23,4,0,0,0,0,11,0,0,0,5,0,3,99,4,21,12,67,197,0,0,0,0,24,24,0,0,0,0,34,34,23,0,4,0,45,76,56,5,3,0,32,95,62,12,11,0,21,102,63,7,16,8,26,117,34,0,13,4,0,55,10,0,5,5,0,26,0,0,0,9,0,11,255,23,53,22,184,541
LGA57080,0,0,0,0,541,542,28,0,0,0,1715,1739,917,59,56,0,3450,4470,1152,118,190,5,1299,2764,597,153,249,6,489,1485,648,112,282,19,282,1343,550,60,229,30,145,1006,296,20,89,28,52,491,64,0,9,31,14,123,4254,518,1095,120,7979,13968,0,0,0,0,695,699,61,4,3,0,1809,1883,1142,56,121,4,2748,4068,999,79,207,11,768,2060,538,85,253,17,302,1193,620,63,271,41,142,1137,483,34,205,121,49,899,199,8,56,123,26,412,26,3,10,100,11,151,4075,340,1119,412,6554,12503,3,0,0,0,1237,1241,93,4,3,0,3520,3628,2061,109,173,4,6197,8545,2148,196,397,14,2069,4824,1137,233,499,17,789,2682,1262,174,551,61,419,2481,1037,91,434,148,195,1901,496,25,146,152,79,901,92,9,17,134,20,268,8328,861,2216,530,14532,26472
LGA57140,0,0,0,0,25,25,0,0,0,0,25,31,6,3,0,0,28,38,28,0,7,0,22,57,29,12,4,0,18,61,47,3,15,0,16,90,62,0,16,3,5,84,29,5,7,8,8,50,9,0,0,4,0,10,208,28,48,21,136,443,0,0,0,0,14,14,0,4,0,0,11,14,16,0,0,0,31,51,28,0,9,0,13,43,39,5,11,0,10,61,56,8,11,0,9,88,52,3,10,19,0,81,24,0,5,22,0,54,3,0,0,13,0,13,213,28,44,52,95,432,0,0,0,0,38,38,0,3,0,0,41,45,29,0,0,0,61,89,51,5,8,0,32,94,68,14,16,0,21,123,102,11,28,3,33,177,116,5,26,19,4,172,56,4,10,30,8,107,16,0,4,10,0,23,422,53,92,73,229,866
LGA57210,0,0,0,0,168,168,12,0,0,0,88,95,82,0,0,0,142,222,158,14,18,0,108,299,238,13,42,0,92,388,282,29,68,9,62,447,278,23,84,19,27,434,129,5,32,17,6,192,22,0,3,18,6,49,1201,83,243,67,699,2287,0,0,0,0,138,138,11,3,0,0,77,87,96,8,5,0,123,233,166,15,14,6,83,279,224,17,58,7,75,383,308,24,82,15,39,459,241,12,65,51,25,396,89,0,17,48,3,160,14,0,7,43,0,61,1146,78,242,170,562,2199,0,0,0,0,303,303,18,3,0,0,164,183,174,8,5,0,264,455,324,23,30,6,190,573,458,33,96,13,171,769,588,53,145,17,102,910,518,33,150,74,49,823,218,10,47,64,10,352,41,0,12,62,6,117,2342,161,486,236,1264,4488
LGA57280,0,0,0,0,438,436,17,0,0,0,406,420,415,20,31,0,1031,1506,780,63,97,3,562,1507,606,64,132,0,319,1130,522,65,151,16,199,959,120,26,47,21,39,247,20,0,18,15,14,61,0,0,3,4,3,13,2480,246,483,62,3006,6280,0,0,0,0,378,382,11,0,0,0,404,418,527,41,27,0,961,1561,754,52,80,6,424,1323,461,62,104,13,247,893,330,43,119,35,126,653,89,14,43,54,22,223,7,0,6,22,8,49,0,0,0,11,5,16,2184,220,385,150,2576,5520,6,0,0,0,817,820,28,0,0,0,813,844,946,64,59,3,1992,3066,1536,117,184,13,985,2832,1066,127,241,14,571,2024,854,112,270,52,320,1608,203,38,89,72,57,468,28,0,20,41,18,111,4,0,3,14,8,33,4673,467,869,215,5582,11803
LGA57350,0,0,0,0,15,15,0,0,0,0,11,11,8,0,0,0,21,32,26,0,0,0,10,40,36,0,4,0,18,54,41,3,12,9,13,77,65,8,18,5,6,104,28,3,3,3,9,41,4,0,3,9,0,16,212,11,42,23,100,392,0,0,0,0,13,13,0,0,0,0,7,7,22,5,0,0,31,50,26,0,6,0,7,37,44,3,9,0,13,68,50,10,14,9,8,91,56,0,9,17,0,87,17,0,3,17,4,42,5,0,5,14,0,23,213,25,40,58,83,419,0,0,0,0,29,29,0,0,0,0,21,21,30,5,0,0,49,87,54,0,3,0,18,81,80,3,11,0,31,121,90,16,23,12,19,160,118,5,28,24,15,190,46,3,4,22,7,81,10,0,3,22,0,39,431,31,82,77,183,812
LGA57420,0,0,0,0,31,31,0,0,0,0,45,45,56,0,0,0,94,153,71,12,9,0,56,135,86,5,30,0,51,171,103,14,32,0,22,177,76,3,21,3,15,122,43,8,4,5,3,57,6,0,0,0,0,11,433,42,98,13,317,902,0,0,0,0,28,28,0,0,6,0,37,40,62,0,4,0,79,147,62,5,9,0,37,115,75,3,20,4,18,126,90,4,26,14,17,143,58,5,13,16,10,99,34,0,8,22,0,70,4,0,0,16,0,18,399,16,80,66,226,784,0,0,0,0,58,58,0,0,6,0,84,84,121,0,6,0,169,297,130,17,21,0,95,257,158,15,49,3,67,299,194,18,54,10,38,323,138,3,36,19,24,221,79,3,9,28,3,126,9,0,0,18,0,32,835,60,180,81,540,1688
LGA57490,4,0,3,0,4532,4536,77,7,0,0,4052,4142,2529,195,178,11,6043,8950,4962,446,587,9,2856,8860,5380,519,1107,60,1680,8747,5091,409,1214,143,905,7755,3568,213,834,247,285,5146,2117,98,311,356,71,2947,468,12,70,285,23,853,24193,1898,4305,1097,20442,51935,0,0,3,0,4246,4249,171,16,9,0,3768,3968,3485,337,275,17,5259,9380,5446,659,820,61,2521,9524,5446,614,1481,165,1429,9141,4749,467,1566,386,632,7800,3395,239,1082,855,184,5757,1542,59,442,1175,56,3268,251,4,77,874,19,1225,24493,2411,5751,3538,18120,54306,3,0,7,0,8772,8784,253,25,9,0,7821,8106,6011,534,454,25,11307,18324,10413,1108,1409,76,5376,18382,10828,1140,2586,228,3111,17886,9839,876,2779,529,1537,15559,6965,451,1920,1100,467,10901,3657,155,747,1524,127,6210,720,20,149,1158,37,2083,48690,4310,10058,4634,38554,106248
LGA57630,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,9,9,0,0,0,0,10,12,4,0,0,0,4,10,8,0,3,0,7,16,5,0,3,0,0,15,6,5,0,4,0,15,0,0,0,0,0,0,18,5,9,6,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,4,0,3,7,8,0,5,0,0,10,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,20,0,5,0,7,37,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,13,13,5,0,0,0,10,7,4,0,6,0,8,11,19,0,9,4,3,31,9,3,5,0,0,22,3,5,0,4,0,15,0,0,0,0,0,0,36,8,15,8,39,113
LGA57700,0,0,0,0,961,961,43,0,0,0,823,869,886,54,47,0,1286,2276,1521,88,135,6,655,2403,1312,113,220,3,412,2064,1184,68,246,22,169,1690,798,30,140,50,48,1072,373,17,36,57,11,500,66,0,6,36,4,113,6192,369,837,179,4371,11948,0,0,0,0,1007,1007,71,3,0,0,788,869,1226,98,78,5,1215,2619,1499,124,177,7,555,2371,1274,98,279,40,310,2006,1107,90,287,92,118,1694,697,26,158,137,32,1049,248,5,65,123,13,455,33,0,8,93,0,138,6170,444,1058,494,4040,12207,0,0,0,0,1964,1969,121,3,0,0,1618,1740,2110,153,122,5,2505,4896,3026,208,314,11,1206,4765,2588,207,505,43,724,4066,2292,154,539,120,287,3391,1498,60,297,183,79,2123,624,25,104,180,22,955,100,0,9,126,5,249,12364,813,1896,673,8408,24159
LGA57770,0,0,0,0,13,13,0,0,0,0,20,20,8,4,0,0,54,66,44,0,0,0,25,75,25,0,5,0,28,68,44,3,17,0,23,86,38,3,23,5,11,81,19,0,5,7,5,39,0,0,0,0,0,0,187,13,52,10,173,433,0,0,0,0,15,14,0,0,0,0,25,25,18,0,0,0,69,90,43,5,3,0,17,65,26,0,8,0,19,60,44,6,17,0,12,82,33,5,10,14,4,65,12,0,4,11,3,22,0,0,0,0,0,3,184,16,45,29,168,431,0,0,0,0,24,28,0,0,0,0,49,49,27,4,0,0,118,152,83,4,0,0,40,133,55,3,10,0,52,124,90,5,35,0,31,166,75,6,27,19,13,145,34,0,7,16,7,63,0,0,0,0,0,8,367,28,91,40,339,860
LGA57840,5,0,4,0,1346,1352,25,0,0,0,1704,1729,740,32,35,0,2504,3307,1713,71,159,0,852,2797,1642,129,278,7,484,2538,1590,95,319,59,325,2388,1595,68,326,77,192,2263,784,23,139,102,75,1121,248,3,29,143,25,439,8337,428,1282,385,7500,17937,3,0,0,0,1093,1094,34,0,0,0,1703,1741,1013,60,75,0,2151,3302,1809,100,208,12,799,2920,1739,147,368,38,459,2739,1659,136,566,104,308,2771,1401,81,541,291,197,2508,572,30,229,451,107,1382,153,10,64,537,29,794,8384,556,2045,1428,6833,19244,6,0,4,3,2437,2449,62,0,0,0,3400,3465,1754,91,109,0,4654,6604,3521,172,363,11,1652,5719,3375,274,642,42,940,5276,3250,228,883,162,633,5155,2998,150,873,374,391,4773,1349,53,371,548,181,2503,397,17,92,680,51,1233,16718,982,3332,1816,14335,37180
LGA57910,8,0,0,0,5691,5700,161,16,5,4,6331,6505,5372,198,254,14,12320,18166,10101,548,877,28,5735,17286,8491,617,1501,63,3242,13918,7214,534,1850,139,1958,11691,6089,344,1520,322,883,9163,3952,162,660,486,296,5545,1340,43,137,648,68,2235,42724,2469,6793,1705,36524,90216,8,4,0,0,5455,5472,396,21,19,5,6429,6871,7222,394,434,20,11349,19413,10536,708,1329,85,4983,17640,8294,790,2142,231,2813,14275,6909,621,2778,592,1619,12516,5814,365,2490,1479,799,10941,3010,144,1185,2467,301,7100,672,18,276,2580,110,3659,42858,3064,10652,7452,33861,97883,18,4,0,3,11148,11170,551,35,22,3,12761,13378,12593,591,693,36,23672,37576,20634,1259,2201,113,10722,34928,16790,1403,3643,294,6062,28195,14120,1152,4625,721,3578,24207,11901,717,4008,1803,1679,20107,6960,306,1842,2945,592,12645,2010,63,414,3225,180,5894,85582,5534,17446,9154,70387,188101
LGA57980,0,0,0,0,426,426,10,0,0,0,442,447,258,6,8,0,970,1247,703,42,47,0,348,1133,651,47,98,8,209,1015,558,36,160,10,179,947,579,38,187,30,126,962,336,20,80,50,37,522,96,3,10,35,9,157,3198,195,600,124,2747,6864,0,0,0,0,366,366,5,0,0,0,555,566,357,19,25,0,1006,1414,804,45,77,3,345,1279,679,46,171,16,211,1120,551,47,234,38,171,1041,525,30,222,96,109,983,256,15,109,202,58,631,45,0,32,192,18,287,3226,208,868,541,2839,7681,0,0,0,0,792,792,14,0,0,0,999,1013,619,25,42,0,1977,2660,1504,87,125,9,687,2411,1330,97,269,18,419,2135,1113,85,398,47,351,1989,1111,68,407,129,236,1947,594,31,190,247,92,1153,150,4,46,223,27,439,6424,396,1468,672,5582,14538
