LGA_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
LGA50840,11,51,119,162,205,189,62,13,3,816,23,11,21,21,38,62,49,8,0,240,0,0,4,18,13,23,10,0,0,73,3,0,11,0,9,5,3,0,0,36,41,66,156,195,265,281,125,18,3,1157,5,0,4,9,8,10,0,0,0,33,8,0,0,0,0,3,0,0,0,21,14,0,4,9,10,14,3,0,0,52,55,69,159,199,277,297,128,18,3,1215,45,7,12,19,31,98,299,176,39,735,3,8,16,31,38,29,33,15,5,182,107,81,191,253,346,424,465,216,43,2132,9,26,45,89,116,97,23,5,0,409,45,24,77,111,135,158,43,7,0,605,0,0,14,3,12,18,13,0,0,63,5,0,3,0,3,3,3,0,0,28,59,50,134,208,267,279,89,15,0,1105,3,0,4,7,0,4,0,0,0,16,8,0,0,5,5,4,0,0,0,21,10,4,3,5,4,5,0,0,0,33
LGA50910,4,8,21,23,48,41,10,0,0,158,0,3,6,0,4,0,12,6,0,36,0,0,0,0,0,6,0,0,0,14,0,0,0,3,0,0,0,4,0,6,5,15,27,32,51,55,31,8,0,212,0,3,0,5,0,4,0,0,0,10,0,0,0,0,0,3,0,0,0,5,0,3,0,5,0,8,0,0,0,16,5,15,23,35,52,57,31,8,0,229,5,0,0,10,9,10,38,30,18,126,4,0,0,9,11,11,9,0,0,45,15,21,30,50,73,75,76,40,19,392,0,7,11,16,24,17,0,0,0,77,3,3,9,20,18,16,11,0,0,89,0,0,6,0,8,3,3,0,0,14,0,0,3,0,0,0,0,0,0,4,7,9,29,32,46,38,21,0,0,179,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,0,0,0,0,8
LGA50980,47,176,682,728,648,395,122,9,0,2807,117,51,109,107,106,88,61,8,0,642,8,13,38,43,40,35,16,0,0,191,5,11,32,23,16,14,5,0,0,104,174,245,852,904,805,538,200,18,0,3739,17,34,44,27,24,19,0,0,0,168,9,5,11,11,13,6,0,0,0,56,22,40,48,39,37,26,5,0,0,224,195,280,904,946,844,568,205,18,0,3963,186,85,166,141,151,190,244,107,31,1300,72,79,199,151,196,144,64,25,9,935,459,452,1265,1231,1194,903,512,149,37,6206,51,157,663,614,539,367,67,0,0,2461,161,89,294,370,220,167,63,15,0,1375,7,11,84,56,24,34,12,0,0,220,13,9,28,20,19,11,3,0,0,96,224,262,1066,1047,801,581,154,16,0,4149,18,9,26,18,13,9,0,0,0,92,15,8,17,17,17,6,0,0,0,93,33,18,47,34,28,15,0,0,0,179
LGA51080,6,11,35,45,45,51,24,5,0,215,0,7,8,4,6,6,6,0,0,38,0,0,0,0,0,6,0,0,0,14,0,0,3,0,0,0,0,0,0,5,8,15,47,42,53,61,27,10,0,269,0,0,5,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,0,0,9,5,15,49,47,54,67,31,10,0,277,13,5,3,6,7,20,22,21,4,103,3,0,4,4,11,7,5,0,0,39,22,25,54,58,69,95,59,31,4,419,0,5,13,16,15,26,0,0,0,85,0,8,16,32,20,18,10,0,0,106,0,3,8,0,4,0,0,0,0,13,0,0,0,0,0,3,0,0,0,9,3,14,35,49,40,50,14,4,0,202,0,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,8,3,0,0,0,3,0,0,0,0,10
LGA51120,8,13,39,39,43,39,17,5,0,198,0,0,4,7,0,3,6,0,0,26,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,8,20,36,49,42,45,29,6,0,233,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,8,24,40,49,46,51,26,6,0,241,11,3,4,0,3,11,42,16,10,103,5,4,3,11,15,14,17,8,0,73,20,31,48,58,59,70,90,27,8,413,0,3,13,19,31,11,8,0,0,90,3,8,14,14,16,19,3,0,0,81,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,9,12,27,39,50,35,14,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,0,0,0,0,8
LGA51190,138,440,1152,1209,1223,1045,234,15,0,5454,269,157,254,175,199,239,194,38,3,1531,19,23,58,52,82,97,37,7,3,374,8,16,43,24,23,13,0,0,0,126,434,632,1509,1463,1527,1394,466,61,3,7482,39,50,73,61,59,49,5,0,0,338,31,17,34,10,17,16,10,3,0,136,69,68,107,71,79,65,15,3,0,475,503,699,1615,1535,1600,1457,482,60,3,7951,324,131,354,368,325,570,1261,876,300,4511,39,61,185,150,162,121,105,60,38,915,864,892,2146,2045,2097,2138,1847,997,344,13376,74,319,707,558,802,573,75,5,0,3114,363,249,539,742,744,664,245,16,0,3566,31,35,92,67,55,91,22,7,0,393,8,12,24,19,15,10,4,0,0,100,475,613,1364,1383,1618,1339,345,27,0,7166,25,14,41,34,28,30,0,0,0,171,55,28,46,46,38,27,0,0,0,237,81,50,81,77,60,62,0,0,0,405
LGA51260,201,386,1127,1577,1674,1160,273,21,3,6417,462,167,252,281,334,470,343,50,5,2351,38,28,89,121,135,140,52,11,0,611,23,8,28,41,39,18,5,4,0,164,721,582,1486,2021,2180,1785,673,91,13,9546,18,26,49,28,38,23,0,0,0,182,40,10,14,16,8,13,13,0,0,122,58,39,65,45,48,38,9,0,0,305,780,623,1558,2061,2225,1823,678,93,13,9855,363,76,124,151,223,528,1857,1248,354,4927,47,41,175,197,201,159,131,111,41,1098,1192,739,1851,2408,2649,2518,2673,1447,404,15871,107,230,620,757,1036,613,89,7,0,3461,529,250,682,1242,1192,985,337,31,0,5247,46,29,113,119,97,134,47,3,0,586,13,13,13,33,18,17,6,5,0,120,696,519,1426,2144,2347,1747,477,53,5,9417,13,10,16,23,22,14,3,0,0,93,46,8,30,36,34,37,5,0,0,198,55,16,42,60,55,51,10,0,0,291
LGA51310,46,223,918,1370,1663,1053,217,26,8,5520,380,330,211,180,198,262,240,51,15,1868,17,16,32,29,39,59,19,4,0,218,6,5,16,20,18,5,3,0,0,70,445,575,1181,1597,1918,1387,475,79,20,7677,3,19,27,25,32,33,4,4,0,152,80,13,19,6,5,13,6,0,0,149,83,36,47,28,44,48,17,4,0,297,529,609,1227,1628,1961,1430,493,80,20,7977,528,110,83,57,110,267,719,625,304,2805,11,15,67,65,66,44,51,39,24,374,1069,729,1371,1749,2138,1746,1264,749,345,11155,12,171,734,691,891,547,81,9,0,3153,420,395,393,807,869,603,227,34,5,3754,10,24,71,73,47,63,23,7,0,324,4,12,18,21,12,12,8,0,0,79,452,607,1215,1593,1825,1218,339,50,4,7311,3,17,17,19,21,16,0,0,0,107,63,21,19,30,27,17,4,0,0,182,62,36,39,50,53,37,6,0,0,292
LGA51330,210,1171,4310,4735,3924,2566,531,35,0,17491,886,1590,1665,883,696,672,514,80,4,6998,30,59,134,120,121,151,45,0,0,661,15,102,200,83,81,35,12,4,0,532,1148,2925,6312,5815,4825,3424,1099,121,7,25681,50,122,209,173,187,131,24,0,0,891,228,179,108,45,41,42,26,0,0,660,274,303,317,216,227,174,52,0,0,1551,1420,3227,6628,6035,5049,3600,1147,123,7,27232,1492,725,666,468,563,1048,2562,1764,575,9869,83,228,513,360,274,215,107,99,51,1924,2996,4176,7804,6867,5879,4867,3817,1987,631,39025,74,835,2590,2460,2256,1432,246,12,0,9906,1142,1593,2123,2390,1903,1516,493,52,4,11222,34,85,277,200,111,141,44,5,0,904,13,64,109,63,41,33,8,0,0,328,1272,2581,5093,5116,4314,3124,786,69,4,22361,34,66,182,125,85,61,7,0,0,554,240,131,156,166,113,71,11,5,0,888,272,199,337,289,201,139,14,5,0,1445
LGA51400,105,271,595,802,941,642,128,9,0,3493,197,64,79,86,101,143,89,13,0,779,19,11,34,49,48,71,16,0,0,256,8,12,9,25,19,19,0,4,0,82,325,354,718,958,1110,871,234,28,0,4605,7,11,18,22,18,19,4,0,0,104,32,6,3,4,4,4,0,0,0,57,42,25,28,25,21,28,3,0,0,166,371,379,743,981,1138,896,243,28,0,4774,293,48,37,66,91,195,563,304,41,1635,33,23,40,74,89,70,53,21,10,423,693,452,821,1117,1318,1165,861,353,56,6833,73,168,309,404,564,317,35,3,0,1877,296,152,326,550,506,348,98,9,0,2279,18,14,58,48,46,55,15,0,0,242,9,4,7,17,13,11,0,0,0,65,393,334,700,1017,1130,734,142,11,0,4454,10,15,17,11,10,14,0,0,0,78,46,15,10,14,20,8,0,4,0,120,49,25,27,30,34,24,3,4,0,197
LGA51470,0,9,18,24,24,30,9,0,0,117,0,0,4,3,0,4,3,0,0,17,0,0,0,6,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,4,12,23,32,24,30,15,0,0,144,0,0,0,4,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,11,4,7,23,37,24,32,16,0,0,151,3,0,0,0,3,3,31,19,3,70,3,0,0,11,10,0,7,0,0,36,11,7,22,50,41,36,57,18,3,253,0,3,12,11,6,12,4,0,0,53,0,0,7,16,9,12,0,0,0,47,0,0,4,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,20,25,19,26,8,0,0,106,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,3,0,0,0,0,5,3,0,0,0,8
LGA51540,21,53,174,161,200,167,59,8,0,840,19,15,37,17,43,41,33,4,0,206,3,5,12,10,18,10,11,0,0,64,4,3,7,6,6,11,3,4,0,43,45,79,224,195,269,225,103,7,0,1148,8,8,11,6,13,8,0,0,0,61,4,0,4,0,0,4,0,0,0,16,8,7,10,16,19,15,3,0,0,71,50,83,239,211,278,238,101,11,3,1219,49,22,29,26,51,98,181,93,26,585,36,38,82,61,70,51,38,28,5,407,143,147,353,298,404,391,323,130,29,2216,13,55,133,121,160,130,41,0,0,661,29,23,71,86,68,83,23,0,0,380,3,9,15,11,6,17,5,0,0,62,3,0,7,3,0,6,3,0,0,29,52,90,224,220,238,231,74,7,0,1129,5,4,0,6,10,0,0,0,0,25,0,0,5,5,3,3,0,0,0,16,4,3,9,6,14,3,0,0,0,40
LGA51610,13,15,47,69,77,66,17,3,0,301,7,0,0,0,17,16,9,0,0,60,0,0,0,3,12,8,0,0,0,25,0,0,0,0,0,0,0,0,0,4,22,16,49,77,105,85,25,9,0,394,0,8,0,3,5,0,0,0,0,13,0,0,0,0,0,3,0,0,0,7,0,8,0,3,5,9,0,0,0,23,23,18,50,79,112,95,31,9,0,419,16,0,0,0,5,23,52,30,5,130,8,4,5,14,24,18,7,3,0,83,47,29,61,91,139,134,83,37,8,634,9,11,25,42,47,31,11,0,0,175,19,9,18,27,37,33,10,3,0,154,0,0,3,0,8,7,0,0,0,17,0,0,0,0,6,0,0,0,0,6,21,19,49,68,92,71,26,7,0,352,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,11
LGA51680,38,79,157,222,323,286,56,11,0,1170,23,23,26,32,29,59,32,13,4,239,5,5,9,15,24,26,8,0,0,87,3,5,11,3,6,9,0,0,0,48,70,106,196,279,381,379,102,21,3,1546,7,12,9,8,9,5,0,0,0,46,9,0,0,0,0,4,0,0,0,13,9,10,9,7,9,9,5,0,0,54,77,116,211,287,389,387,99,21,3,1602,119,9,23,29,27,68,202,125,24,621,15,12,20,19,50,47,26,15,5,219,213,143,248,328,466,503,334,164,33,2441,22,43,84,125,195,130,22,3,0,613,75,35,77,124,152,142,37,3,0,639,3,3,12,17,12,14,0,0,0,71,5,9,4,0,6,0,5,3,0,30,103,84,181,265,361,290,57,9,0,1347,3,10,5,3,5,0,0,0,0,19,4,5,3,0,10,7,0,0,0,31,10,10,6,7,8,3,0,0,0,52
LGA51710,3,21,67,68,72,66,44,0,0,347,9,4,12,0,11,12,9,0,0,54,0,0,0,0,9,4,5,0,0,11,0,0,7,0,4,3,5,0,0,19,7,18,86,76,96,84,60,0,0,427,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,18,86,76,96,84,60,0,0,431,10,20,105,56,29,9,43,21,4,304,4,8,29,24,27,9,18,0,0,119,22,52,221,146,152,111,128,16,4,856,5,3,41,51,65,35,5,0,0,200,17,10,17,30,21,12,14,0,0,114,0,0,4,0,0,3,0,0,0,13,0,0,0,0,0,5,0,0,0,10,22,15,62,86,82,59,22,0,0,345,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5
LGA51750,15,93,381,394,487,327,114,27,0,1834,145,146,92,56,75,96,106,49,7,767,6,6,24,12,10,9,3,0,0,81,6,7,5,4,3,0,0,0,0,25,167,251,503,463,573,430,230,76,5,2706,0,10,14,12,24,12,5,0,0,77,20,8,4,0,4,0,6,0,0,48,23,17,20,11,30,16,11,0,0,126,192,268,521,479,603,446,243,76,5,2835,264,69,40,40,61,114,273,358,155,1377,18,14,54,25,26,21,24,26,23,233,471,351,616,539,693,581,542,461,189,4439,7,102,308,231,316,218,49,0,0,1230,149,181,138,217,266,198,98,38,0,1283,10,8,42,19,12,19,10,3,0,133,0,8,9,5,6,0,3,4,0,29,163,295,495,473,607,430,159,45,0,2674,0,5,12,7,15,3,5,0,0,41,24,9,10,13,13,16,5,0,0,84,24,10,19,17,29,15,0,0,0,124
LGA51820,454,1590,5950,6748,5525,3567,680,38,0,24546,1064,1081,1003,826,721,806,516,66,0,6094,39,79,264,255,239,216,68,5,0,1176,25,53,138,128,82,51,19,3,0,492,1586,2806,7345,7955,6572,4634,1285,114,4,32304,77,170,217,180,180,142,20,0,0,990,244,127,76,37,41,65,32,3,0,629,318,293,293,220,222,209,52,4,0,1618,1909,3100,7642,8172,6794,4846,1335,118,4,33923,1292,422,502,490,671,1118,2967,1973,605,10046,109,179,519,527,384,273,182,155,89,2417,3309,3707,8664,9189,7856,6237,4491,2247,697,46388,198,1256,3880,3289,3281,1929,283,4,0,14123,1476,1538,2654,3553,2703,2059,579,59,3,14615,41,92,555,363,196,209,41,3,0,1501,28,53,95,63,61,56,16,4,6,374,1739,2930,7179,7268,6237,4253,913,66,7,30605,39,73,144,110,102,70,9,0,0,543,274,117,155,171,133,101,14,0,0,970,311,193,300,279,239,172,29,0,0,1514
LGA51860,0,5,18,24,15,27,3,0,0,90,0,4,3,12,9,10,0,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,18,38,22,38,4,0,0,129,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,23,38,22,38,4,0,0,132,0,4,0,0,0,7,22,15,3,56,0,3,11,7,6,11,5,3,0,44,8,20,32,45,27,53,30,18,3,229,0,8,10,15,13,13,3,0,0,62,4,4,9,8,4,8,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,23,24,18,22,3,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
LGA51890,48,107,239,298,310,267,47,6,0,1337,55,31,58,36,33,59,31,12,0,312,9,8,13,25,22,29,3,5,0,118,0,9,16,4,5,3,3,0,5,51,113,159,325,363,376,360,87,16,4,1811,10,13,41,26,12,18,4,0,0,123,9,10,0,5,8,5,3,0,0,35,15,19,40,30,20,23,10,0,0,157,127,180,367,389,397,382,99,16,4,1969,124,26,32,49,81,231,517,232,47,1338,35,13,43,50,41,41,45,33,21,323,289,219,440,489,523,652,656,285,77,3630,22,61,107,118,180,95,17,3,0,615,84,52,133,188,181,169,44,5,0,862,3,5,24,17,19,18,6,0,0,96,5,0,8,10,11,5,4,0,0,43,115,121,273,332,397,294,62,7,0,1608,13,3,17,4,16,13,3,0,0,73,13,5,3,9,14,13,0,0,0,59,22,10,21,16,34,22,3,0,0,134
LGA51960,17,42,133,115,144,132,29,0,0,613,10,4,8,10,25,18,18,3,0,96,0,0,9,13,9,12,6,0,0,47,3,4,7,6,10,9,0,0,0,36,32,46,168,144,183,175,43,9,0,797,3,9,6,0,6,9,0,0,0,37,6,0,0,3,4,0,0,0,0,9,3,6,7,4,13,7,0,0,0,45,36,58,171,145,195,186,44,9,0,847,40,13,23,17,31,56,102,32,3,308,14,21,71,76,82,59,31,12,3,371,97,94,266,235,308,300,176,49,8,1525,7,38,51,68,90,47,13,0,0,314,24,7,26,44,44,44,10,0,0,201,0,5,8,8,7,6,0,0,0,34,0,6,4,0,3,5,0,0,0,15,35,52,85,121,147,100,26,0,0,566,6,7,0,11,4,8,0,0,0,24,0,0,4,0,0,3,0,0,0,12,6,3,9,9,0,11,0,0,0,36
LGA52030,0,10,26,31,31,54,24,10,0,185,0,0,0,0,0,15,8,4,0,35,0,0,0,0,6,4,0,0,0,15,0,0,0,0,3,0,0,0,0,3,0,9,35,31,46,81,28,10,0,242,0,0,3,5,0,4,0,0,0,11,0,0,0,0,0,5,0,0,0,8,0,0,3,0,0,11,5,0,0,15,3,9,35,34,46,87,29,10,0,257,10,5,3,3,0,30,72,38,6,173,0,3,8,0,13,16,13,7,3,72,12,18,53,44,60,133,118,55,13,502,0,0,15,14,15,24,10,0,0,79,0,5,13,16,23,14,21,3,0,91,0,0,0,4,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,5,3,4,31,34,32,44,35,4,0,189,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,10
LGA52100,13,26,43,49,44,45,26,0,0,234,6,3,3,7,8,9,11,4,0,43,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,5,20,26,49,53,51,61,36,8,5,293,0,0,0,4,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,9,20,25,46,57,52,55,33,8,5,305,3,0,6,0,0,9,47,24,13,108,0,0,0,0,6,6,7,0,0,21,26,32,50,61,55,70,84,33,19,428,4,10,21,19,24,25,9,0,0,114,0,3,13,28,22,14,12,0,0,103,0,0,3,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,4,3,16,41,51,38,47,25,3,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3
LGA52170,12,55,298,290,380,314,93,17,0,1458,102,112,57,43,52,98,122,26,0,608,6,5,12,16,8,15,11,4,0,76,0,0,10,4,7,4,3,0,0,28,116,176,366,351,450,431,227,46,3,2169,0,0,6,7,9,15,3,0,0,41,23,16,4,3,3,0,0,0,0,50,21,16,9,4,14,15,7,0,0,87,137,192,384,360,462,441,232,46,3,2254,138,22,21,19,34,85,220,232,72,859,7,9,34,32,9,29,20,17,15,172,285,227,438,411,509,559,472,292,91,3282,0,68,248,143,207,135,23,0,0,826,119,110,100,146,214,202,93,20,0,996,3,8,25,21,12,17,12,0,0,101,6,7,3,0,5,0,0,3,0,34,125,195,381,313,442,345,126,23,0,1954,0,0,4,3,4,3,0,0,0,22,6,3,11,4,7,3,4,0,0,38,11,4,15,11,13,8,7,0,0,61
LGA52240,0,9,30,38,48,55,26,4,0,230,0,3,0,0,7,7,10,0,0,35,0,5,3,0,4,0,0,0,0,16,0,4,0,0,3,4,0,0,0,10,7,17,36,49,69,70,37,11,0,292,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,4,0,0,0,8,8,17,39,45,69,71,37,9,0,304,9,0,4,5,9,21,33,32,4,111,3,0,5,5,9,8,3,3,0,48,24,20,44,59,82,99,77,43,4,464,4,10,14,26,23,17,7,0,0,97,5,3,12,28,22,24,11,0,0,114,0,0,4,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,9,11,26,55,49,42,25,5,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,3,0,0,0,0,7
LGA52310,4,12,20,25,49,33,15,7,0,161,7,0,6,0,6,14,9,3,0,42,0,0,0,0,0,3,0,0,0,11,0,0,0,3,0,0,0,0,0,4,8,12,29,27,59,53,25,4,0,226,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,8,14,27,27,55,53,25,4,0,229,3,0,5,11,14,22,51,25,7,133,0,3,3,8,6,7,6,7,0,34,15,17,35,43,72,83,85,39,10,399,0,6,10,16,17,23,9,0,0,89,8,10,11,6,26,28,7,4,0,98,0,0,0,0,0,0,5,0,0,7,0,0,0,0,3,0,0,0,0,5,4,18,22,23,47,47,20,5,0,197,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
LGA52380,4,8,15,5,14,11,5,0,0,64,0,0,3,4,0,0,4,0,0,9,0,0,5,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,4,4,8,25,9,23,12,9,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,26,9,23,10,9,0,0,93,0,0,0,0,0,6,20,7,0,33,0,0,4,5,3,0,5,0,0,14,4,8,33,10,25,18,36,12,0,143,0,4,3,5,0,5,4,0,0,19,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,7,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
