LGA_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,5,10,4,17,11,8,0,0,0,49,0,0,0,0,0,0,0,0,0,0,3,9,0,15,10,5,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,0,0,0,5,3,0,0,0,0,10,0,5,11,13,19,19,6,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,16,0,3,5,0,0,0,0,0,0,7,0,0,0,0,3,10,0,6,0,20,0,0,0,4,0,3,4,0,0,15,0,0,0,15,17,16,18,14,6,79,29,68,67,187,114,112,103,57,18,749,486,1192,908,1825,1139,1241,1247,731,204,8975,0,0,0,0,0,0,0,0,0,0,420,1041,828,1551,779,824,817,393,118,6773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,18
LGA56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,9,3,13,8,21,26,14,20,13,0,115,23,74,48,132,97,130,180,79,15,790,0,0,0,0,0,0,0,0,0,0,22,59,25,78,50,97,92,40,10,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14,8,17,7,8,6,76,24,50,26,95,53,66,54,34,17,415,0,0,0,0,0,0,0,0,0,0,24,39,13,52,34,36,28,31,14,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56460,0,0,0,0,0,0,3,0,0,3,0,3,4,10,4,9,6,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,3,0,21,5,3,6,6,0,50,16,32,35,61,35,35,32,18,0,269,104,307,296,505,306,310,304,157,59,2350,0,0,0,0,0,0,0,0,0,0,105,236,239,362,201,247,183,121,75,1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56580,0,19,18,35,25,16,20,14,4,151,0,8,34,50,57,37,33,10,3,233,0,3,5,9,17,13,4,9,3,62,0,0,3,12,10,3,3,0,0,34,0,6,3,7,6,0,0,0,0,17,0,0,0,4,0,0,0,0,0,0,8,32,29,27,16,10,9,5,4,141,0,0,0,8,18,3,0,0,0,29,0,0,0,5,9,3,10,5,4,33,0,0,0,16,12,11,7,3,0,51,4,32,30,68,49,60,40,14,7,309,12,27,23,77,39,38,53,30,23,326,485,1735,1609,2114,1487,1317,1204,713,257,10920,0,0,0,0,0,0,0,0,0,0,486,1220,1115,1246,893,760,728,443,231,7121,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,17,0,0,0,4,0,0,0,0,0,0,0,3,3,24,16,12,5,3,0,83
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,10,14,0,0,0,50,42,107,118,208,84,60,27,6,0,656,0,0,0,0,0,0,0,0,0,0,38,95,115,202,89,55,23,10,0,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,0,0,0,0,0,0,4,0,0,4,0,0,3,11,8,10,8,3,0,32,0,0,4,15,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,9,0,0,4,15,5,0,0,0,0,35,0,0,0,0,0,4,0,3,0,8,0,0,0,6,0,0,0,0,0,14,0,0,6,49,19,13,15,9,3,121,23,77,67,128,80,89,63,41,13,583,296,755,669,1343,700,813,727,346,91,5744,0,0,0,0,0,0,0,0,0,0,255,605,476,879,561,568,463,212,94,4106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3
LGA56790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,17,6,31,21,46,37,34,58,26,12,267,63,197,119,280,227,307,326,157,37,1708,0,0,0,0,0,0,0,0,0,0,60,132,66,207,118,204,189,74,31,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,6,8,3,0,27,3,13,19,24,14,23,22,3,5,136,0,0,0,0,0,0,0,0,0,0,6,7,10,6,10,17,12,4,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,4,0,0,17,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,4,0,0,0,13,0,0,4,5,3,6,0,4,0,24,35,73,105,113,97,105,84,54,23,684,0,0,0,0,0,0,0,0,0,0,18,109,167,78,70,66,63,39,20,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,13,16,48,20,24,8,8,4,132,7,37,34,116,62,78,28,17,4,390,0,0,0,0,0,0,0,0,0,0,7,22,13,26,26,30,13,3,8,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,3,6,55,131,14,14,11,6,0,257,0,0,39,92,37,31,11,3,0,218,4,0,14,45,6,0,0,3,0,70,0,0,3,42,3,0,0,0,0,53,3,8,12,54,6,0,0,0,0,86,0,0,0,11,0,0,4,0,0,18,0,9,20,52,18,19,18,0,0,136,7,9,22,51,12,10,8,0,0,122,0,0,6,18,3,0,3,4,0,37,0,0,10,39,10,8,6,4,0,74,14,25,94,610,71,51,48,18,3,929,37,49,225,806,199,152,93,49,12,1621,473,551,2288,7237,1485,1343,1006,491,123,14996,0,0,0,0,0,0,0,0,0,5,325,254,1090,1482,409,448,357,183,71,4624,0,0,7,19,0,0,0,0,0,31,0,0,0,6,0,4,0,0,0,17,0,9,13,130,10,4,0,0,0,173,0,0,4,5,0,0,0,0,0,9,0,0,5,42,7,15,5,0,0,71
LGA57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9,3,8,6,0,0,28,24,69,52,87,61,90,84,50,10,534,0,0,0,0,0,0,0,0,0,0,24,50,25,75,46,60,55,38,8,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57210,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,6,8,9,16,4,0,44,16,36,28,52,45,46,47,22,18,320,132,350,266,520,388,447,434,192,49,2775,0,0,3,15,3,0,0,0,0,29,102,253,183,353,247,273,246,93,33,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA57280,0,5,0,3,3,0,6,0,0,23,0,3,10,32,32,13,0,0,0,102,0,3,0,18,4,4,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,3,0,0,0,13,0,0,0,0,0,5,0,0,0,9,0,0,0,3,0,3,4,0,0,10,0,0,3,5,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,4,0,0,7,12,26,14,0,0,0,65,0,10,7,46,28,35,12,0,0,140,67,152,141,507,198,182,46,7,0,1298,722,1228,858,3008,1130,959,247,61,13,8229,0,0,0,0,0,0,0,0,0,0,626,989,555,1687,497,365,114,25,14,4865,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,11
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,8,9,9,15,26,14,29,8,3,116,30,42,24,68,54,77,104,41,16,459,0,0,0,0,0,0,0,0,0,0,22,44,12,61,34,48,59,32,14,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57420,0,0,0,0,0,0,0,0,0,0,4,3,0,10,6,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,3,0,0,0,0,20,3,6,12,31,25,25,10,7,0,118,76,112,77,294,171,177,122,57,11,1095,0,0,0,0,0,0,0,0,0,0,67,104,60,173,75,92,61,46,9,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA57490,0,9,10,28,32,22,9,6,0,106,7,91,198,411,283,168,67,32,9,1260,0,0,0,12,5,0,0,4,0,39,0,0,0,8,0,0,0,0,0,13,0,26,20,14,3,0,0,0,0,65,0,0,0,0,0,4,0,0,0,8,5,17,29,65,24,39,20,10,0,213,0,13,17,35,16,11,7,0,0,91,0,14,29,62,43,66,45,33,13,300,0,18,46,99,73,48,20,6,0,313,0,75,118,321,246,234,174,120,30,1319,175,422,549,1532,647,490,280,223,127,4453,4816,10329,8679,17806,8747,7755,5146,2947,853,67085,0,0,0,0,0,0,0,0,0,3,4115,8403,5974,11995,4847,3723,2928,1362,511,43853,0,3,0,16,0,0,0,0,0,19,0,0,0,19,9,19,7,3,0,60,0,4,0,30,9,7,0,3,0,65,0,5,0,8,3,0,0,0,0,19,0,12,3,72,30,16,13,3,0,151
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,5,3,0,4,0,29,0,0,6,19,10,16,15,15,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,0,5,13,9,14,3,4,0,0,53,0,17,42,96,73,41,12,8,0,290,0,0,0,16,3,3,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,9,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,3,14,4,11,5,8,0,51,0,0,0,5,5,0,0,0,0,16,0,0,0,9,6,8,5,3,0,33,0,7,21,45,24,11,4,0,0,105,0,13,24,139,46,46,24,15,4,321,33,83,79,262,138,107,54,29,12,797,1407,2718,1832,4682,2064,1690,1072,500,113,16069,0,0,0,12,0,0,0,0,0,14,1342,2258,1510,3303,1224,902,556,180,67,11334,0,0,4,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,8,0,3,0,4,0,0,0,0,0,10,0,3,6,9,3,5,0,0,0,36
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,5,0,16,7,9,5,22,10,13,10,9,0,88,35,51,31,135,68,86,81,39,0,520,0,0,0,0,0,0,0,0,0,0,20,39,24,78,39,48,41,13,3,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57840,3,12,31,105,37,30,28,15,4,264,6,15,45,128,53,51,39,10,5,344,0,6,5,41,17,6,8,0,0,92,0,0,0,17,0,0,6,0,0,29,5,14,8,22,3,0,3,0,0,61,5,0,0,7,4,3,0,3,0,20,5,19,21,27,15,16,18,7,0,131,0,6,10,31,23,19,12,0,0,90,0,0,5,3,6,10,10,6,0,40,0,4,8,41,14,17,6,0,0,93,11,48,68,372,111,77,82,44,18,829,31,62,110,321,128,124,110,96,71,1055,1042,2260,3079,6102,2538,2388,2263,1121,439,21244,0,0,0,8,4,0,3,0,0,18,915,1626,2147,3167,1498,1387,1383,734,404,13251,0,3,0,9,0,3,0,0,0,10,0,0,0,9,0,8,0,0,0,20,0,0,3,52,4,3,0,0,0,64,0,0,0,7,3,0,4,0,0,19,0,0,4,31,12,11,10,0,0,72
LGA57910,9,34,31,183,88,63,90,31,11,537,8,70,209,736,343,297,214,89,21,1992,0,11,45,187,64,42,38,21,12,418,3,12,6,94,18,6,3,4,0,148,12,61,62,68,24,10,10,0,0,249,0,4,6,54,18,16,3,0,0,107,11,41,57,147,80,69,48,16,9,480,5,63,110,410,404,382,224,63,30,1695,0,6,6,76,36,40,37,26,5,222,0,3,28,197,81,79,42,12,0,442,50,528,581,3040,841,573,441,245,78,6377,249,454,507,2137,740,541,399,331,188,5551,6893,12761,12213,35454,13918,11691,9163,5545,2235,109870,4,11,17,73,15,11,9,5,0,153,5990,9917,8734,17556,7701,6441,5339,3573,1774,67028,0,3,5,35,6,4,7,0,0,57,0,0,5,130,58,121,47,13,5,386,7,21,28,589,50,17,9,0,0,725,0,3,0,33,10,18,3,5,0,77,0,5,24,177,72,45,31,13,6,377
LGA57980,3,9,11,29,12,5,8,3,0,75,0,6,12,40,24,15,15,11,0,121,0,0,4,3,6,0,0,0,0,12,0,0,7,3,0,0,0,0,0,12,0,3,3,5,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,8,0,8,11,31,8,10,12,3,0,87,0,0,5,9,6,4,4,3,0,32,0,0,0,5,4,3,4,4,0,17,0,0,0,11,5,3,7,4,0,27,6,28,22,144,63,42,18,19,10,351,9,34,27,120,54,49,57,26,15,407,405,950,870,2382,1015,947,962,522,157,8219,0,0,0,0,0,0,0,0,0,0,351,712,678,1394,625,585,578,369,163,5450,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,4,19,0,6,0,29,3,0,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,4,5,24,9,7,4,8,0,57
LGA58050,0,16,45,74,72,61,32,17,5,327,3,53,147,357,227,164,79,38,3,1065,0,10,29,95,56,23,40,15,5,274,0,0,3,27,3,0,0,0,0,39,0,36,37,78,12,6,0,0,0,173,0,0,0,9,5,3,0,0,0,20,0,21,19,53,15,45,23,9,4,197,4,32,60,312,232,198,102,20,8,977,0,4,4,32,31,35,25,6,4,136,4,16,68,166,98,71,33,7,0,463,13,131,338,1092,429,322,220,109,33,2687,188,445,390,1320,625,459,263,166,89,3947,5851,11366,9912,22537,9670,8202,5306,2443,712,75992,0,18,37,181,45,24,6,6,0,312,5126,9072,6662,12636,5351,4111,2622,1260,429,47266,0,8,0,39,5,9,11,0,0,73,0,0,0,72,39,41,30,7,5,194,0,3,0,50,9,3,5,0,0,79,0,3,3,42,22,18,15,5,0,105,0,8,11,39,13,20,11,4,0,113
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,15,4,3,0,29,8,32,23,39,31,46,17,12,0,217,0,0,0,0,0,0,0,0,0,0,6,16,7,33,20,12,10,7,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,6,0,13,4,9,6,3,0,45,24,32,22,72,34,44,41,25,4,296,0,0,0,0,0,0,0,0,0,0,19,36,16,43,29,22,23,12,3,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
