LGA_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
LGA51890,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,4,0,0,12,0,0,0,3,0,0,6,0,0,9,0,0,0,6,0,12,4,0,0,20,21,39,38,75,49,53,56,24,13,367,263,573,507,934,523,652,656,285,77,4468,0,0,0,0,0,0,0,0,0,0,196,484,392,804,488,464,422,195,72,3512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA51960,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,16,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,4,4,6,4,0,0,21,31,49,45,148,84,58,36,8,6,458,128,227,187,499,308,300,176,49,8,1881,0,0,0,0,0,0,0,0,0,0,92,162,133,236,125,112,69,15,3,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,15,11,21,14,8,3,82,36,39,30,92,60,133,118,55,13,577,0,0,0,0,0,0,0,0,0,0,27,27,25,62,37,67,72,32,8,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,6,0,0,0,0,4,6,3,3,0,22,23,50,56,114,55,70,84,33,19,503,0,0,0,0,0,0,0,0,0,0,29,55,25,88,41,61,50,37,17,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52170,0,7,3,0,3,0,0,0,0,14,0,5,3,17,11,11,12,3,0,67,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,8,6,10,3,4,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,3,0,11,0,0,0,7,3,5,4,0,0,19,0,3,5,20,11,23,13,5,0,90,4,8,17,60,10,29,16,19,19,179,193,464,514,849,509,559,472,292,91,3943,0,0,0,0,0,0,0,0,0,0,144,361,425,579,376,363,340,188,73,2842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,8,10,8,0,0,0,29
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,4,5,7,7,11,7,11,6,7,0,62,37,76,45,108,82,99,77,43,4,572,0,0,0,0,0,0,0,0,0,0,25,71,39,78,53,50,39,17,3,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,4,10,9,4,0,48,17,57,34,77,72,83,85,39,10,470,0,0,0,0,0,0,0,0,0,0,11,44,38,59,47,52,45,16,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,3,3,0,3,0,0,13,0,0,12,44,25,18,36,12,0,147,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,7,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,3,12,10,10,7,0,0,48,41,88,106,160,75,91,76,36,14,680,0,0,0,0,0,0,0,0,0,0,37,77,74,104,49,46,49,18,8,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,9,8,12,31,15,20,15,7,0,109,44,89,68,202,86,115,72,25,7,720,0,0,0,0,0,0,0,0,0,0,54,68,36,105,42,57,35,26,22,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52590,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,6,0,3,0,25,0,10,15,71,33,33,38,11,4,222,93,181,122,374,234,287,335,141,25,1790,0,0,0,0,0,0,0,0,0,0,64,115,83,244,135,208,193,89,38,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA52660,0,0,0,0,0,5,0,0,0,7,0,7,15,26,27,17,3,5,3,100,0,0,0,0,0,0,0,0,0,7,0,0,0,12,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,17,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,6,6,4,0,12,0,3,5,7,14,4,0,0,0,31,0,7,3,13,14,9,7,6,0,69,8,41,32,126,69,68,48,36,38,467,485,1068,792,1869,892,883,753,394,154,7281,0,0,0,0,0,0,0,0,0,0,450,889,646,1446,710,632,530,319,118,5744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
LGA52730,0,0,0,0,0,0,0,0,0,0,0,4,0,9,10,4,4,11,0,40,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,0,0,21,0,0,0,0,0,0,0,0,0,9,0,0,0,4,3,0,8,4,0,17,0,0,0,0,3,0,6,3,0,16,0,0,0,4,3,9,23,7,7,52,20,34,28,61,44,58,41,28,8,323,155,403,272,475,390,520,512,277,67,3084,0,0,0,0,0,0,0,0,0,0,132,334,214,421,284,315,294,123,41,2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12
LGA52800,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,10,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,13,6,5,6,0,0,30,30,77,71,144,61,82,52,12,0,520,282,551,498,1102,429,405,234,61,10,3568,0,0,0,0,0,0,0,0,0,0,221,430,432,817,317,269,136,43,15,2691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52870,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,3,3,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,3,0,0,12,0,0,0,0,0,0,5,0,0,11,0,0,0,7,3,8,7,4,0,34,6,22,17,49,38,38,38,28,0,234,146,375,296,555,410,472,511,224,47,3039,0,0,0,0,0,0,0,0,0,3,150,318,198,460,315,366,303,148,53,2310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,5,3,5,3,7,3,0,38,29,51,37,63,53,47,64,23,3,374,0,0,0,0,0,0,0,0,0,0,17,48,19,62,22,32,47,19,4,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,19,13,9,9,7,0,68,25,41,23,90,44,56,52,25,0,353,0,0,0,0,0,0,0,0,0,0,23,38,17,51,27,39,33,11,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,6,5,10,17,18,19,7,8,0,79,24,27,36,75,55,67,53,25,5,372,0,0,0,0,0,0,0,0,0,0,4,15,21,38,33,39,21,12,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53150,0,3,0,0,0,3,0,0,0,10,0,0,4,12,6,7,7,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,3,5,0,5,8,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,16,0,0,0,0,0,0,0,0,0,10,0,5,3,23,18,10,15,4,11,88,7,15,3,54,26,16,11,16,24,173,188,480,443,761,576,506,438,216,103,3721,0,0,0,0,0,0,0,0,0,0,167,458,400,596,455,364,301,142,72,2951,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,5,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,5,3,0,0,25
LGA53220,0,0,0,3,4,4,0,0,0,12,0,0,8,29,8,9,0,0,0,58,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,22,16,5,0,0,0,48,0,4,4,94,28,15,3,0,0,154,16,57,126,915,339,229,32,3,0,1721,296,519,577,2864,1069,747,164,22,3,6256,0,0,0,0,0,0,0,0,0,0,228,383,299,830,191,135,54,19,3,2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
LGA53290,0,0,0,0,5,0,0,0,0,4,0,3,12,30,14,14,3,3,0,85,0,4,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,4,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,0,0,6,3,0,0,0,0,20,0,4,4,11,10,4,3,9,0,49,32,110,85,171,132,112,89,63,13,815,409,967,798,1552,965,981,752,446,112,6990,0,0,0,0,0,0,0,0,0,0,361,792,577,1164,685,620,514,324,125,5169,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,6,0,0,0,11,0,4,0,0,0,21
LGA53360,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,3,4,0,30,13,21,17,56,24,24,17,9,3,178,97,202,166,497,235,214,133,59,8,1613,0,0,0,0,0,0,0,0,0,0,77,152,124,335,126,106,66,28,7,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9
LGA53430,0,9,4,11,5,8,3,0,0,44,0,6,16,52,33,22,20,9,0,160,0,0,0,4,0,0,0,0,0,10,0,0,0,8,0,0,0,0,0,5,0,3,3,4,0,0,0,0,0,13,0,0,0,0,4,0,0,0,0,7,5,3,17,51,21,25,20,8,0,144,0,0,0,3,10,0,4,0,0,13,0,0,0,13,11,18,8,0,3,60,0,0,4,15,7,10,8,0,0,41,0,10,31,161,88,97,82,55,13,542,29,70,84,358,170,144,90,57,30,1035,878,1458,1513,4425,2121,2177,1702,902,335,15510,0,0,0,0,0,0,0,0,0,0,758,1255,1331,2885,1351,1339,1062,505,200,10696,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,3,3,32,0,0,5,22,4,5,0,3,0,32,0,0,0,0,0,0,0,0,0,3,0,3,9,45,22,23,8,3,0,115
LGA53570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,17,0,0,0,5,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,3,4,7,0,0,0,13,0,0,0,3,5,0,4,0,0,13,0,0,0,0,3,0,0,0,0,15,0,0,15,57,7,6,10,13,0,111,4,24,21,62,54,48,54,33,7,301,126,269,255,555,417,471,510,269,42,2914,0,0,0,0,0,0,0,0,0,0,107,252,159,338,212,260,249,109,32,1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,3,19,5,9,8,0,0,65,56,77,51,164,83,112,86,22,5,650,0,0,0,0,0,0,0,0,0,0,46,60,35,109,56,55,41,10,7,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,4,0,4,7,9,8,5,11,8,0,63,24,61,41,98,64,73,86,36,12,486,0,0,0,0,0,0,0,0,0,0,19,62,28,66,43,57,50,21,11,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53780,4,49,105,186,135,154,108,35,0,766,3,44,123,206,185,133,60,30,3,779,5,39,74,342,139,63,31,20,0,726,3,10,0,78,7,5,7,0,0,111,0,39,84,86,10,4,5,0,0,239,0,8,7,41,20,8,7,4,0,94,7,10,27,37,24,33,25,12,0,163,0,17,16,92,41,43,24,7,4,243,0,0,0,18,15,24,26,14,5,96,0,14,29,70,57,34,11,5,0,223,12,192,325,786,367,279,178,110,28,2276,167,357,331,1036,481,315,242,127,104,3165,4340,9091,8462,18891,8278,6373,4954,2388,717,63485,0,63,165,440,88,45,24,10,0,836,3860,6688,4594,7118,3316,2579,2272,1067,459,31949,0,36,29,193,34,17,6,0,0,314,0,0,3,19,4,4,4,0,0,42,0,0,0,27,5,0,0,0,0,31,0,4,9,55,30,27,25,4,0,142,0,7,11,16,8,13,7,0,0,61
LGA53800,0,3,0,4,0,0,0,0,0,19,0,22,31,74,52,35,12,3,0,228,0,0,0,4,7,0,0,0,0,16,0,0,0,4,0,0,0,0,0,8,0,12,8,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,14,7,9,9,5,0,42,0,0,0,19,8,8,10,3,0,46,0,0,6,5,5,4,0,0,0,25,0,5,6,14,12,8,5,0,0,50,0,8,13,55,38,38,23,24,7,212,91,247,208,530,274,248,156,109,36,1904,1179,2812,2309,4675,2601,2602,1944,1023,355,19505,0,0,0,0,0,0,0,0,0,0,1040,2309,1905,3540,2005,1867,1466,764,321,15220,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,0,0,0,5,3,0,0,0,0,9,6,4,0,13,6,5,0,0,0,37
