LGA_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
LGA54690,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,27,0,0,0,0,27
LGA54760,10,0,0,0,0,10,9,0,0,0,0,9,8,0,0,0,0,8,4,0,0,0,0,4,4,0,0,0,0,4,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,44,0,0,0,0,44
LGA54830,252,0,6,0,0,261,121,0,4,0,0,128,104,3,3,0,0,111,203,0,3,0,0,212,366,15,16,0,0,392,1409,29,27,0,0,1458,1939,21,11,0,4,1977,2112,17,8,0,0,2138,694,3,0,0,0,699,371,3,0,0,0,379,222,0,0,0,0,220,410,7,0,0,0,415,8210,105,80,0,5,8400
LGA54900,13,0,0,0,0,13,7,0,0,0,0,7,4,0,0,0,0,4,12,0,0,0,0,12,7,0,0,0,0,7,21,0,0,0,0,19,14,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,8,90,4,0,0,0,92
LGA54970,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,14
LGA55040,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,22,0,3,5,0,26
LGA55110,461,46,13,0,0,519,211,25,5,0,0,248,185,28,6,0,0,224,361,36,7,3,0,406,487,58,14,3,0,563,1906,128,30,0,0,2065,2560,76,18,0,0,2648,2959,59,19,0,0,3043,1003,19,10,0,0,1035,695,15,21,0,0,734,472,11,11,0,0,497,702,31,12,0,0,747,12032,521,165,8,0,12729
LGA55180,69,0,0,0,0,69,49,0,0,0,0,49,27,0,0,0,0,30,77,0,0,0,0,77,104,3,0,0,0,114,239,3,0,0,0,240,148,0,0,0,0,153,134,0,0,0,0,133,47,0,0,0,0,47,52,0,0,0,0,52,33,0,0,0,0,40,59,0,0,0,0,62,1039,8,0,0,3,1057
LGA55250,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,3,14
LGA55320,635,88,17,0,0,740,173,23,9,0,0,198,169,26,8,0,0,202,212,53,6,0,0,274,294,59,24,0,0,377,824,248,75,0,0,1141,973,354,107,0,0,1436,2050,441,79,0,0,2571,1571,198,40,0,0,1807,1858,180,23,0,3,2062,1688,141,22,0,4,1853,638,109,23,0,0,772,11075,1920,425,0,7,13430
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55460,19,0,0,0,0,19,27,0,0,0,0,26,20,0,0,0,0,21,38,0,0,0,0,38,43,0,0,0,0,43,86,0,0,0,0,86,38,0,0,0,0,42,34,0,0,0,0,34,5,0,0,0,0,5,3,0,0,0,0,3,8,0,0,0,0,8,14,0,0,0,0,14,340,0,0,0,0,348
LGA55530,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,3,0,30
LGA55600,20,0,0,0,0,20,7,0,0,0,0,7,15,0,0,0,0,13,28,0,0,0,0,27,24,0,0,0,0,24,45,0,0,0,0,45,32,0,0,0,0,31,16,0,0,0,0,16,5,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,10,0,0,0,0,10,207,0,0,0,0,213
LGA55670,10,0,0,0,0,11,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,32,0,0,0,0,36
LGA55740,44,10,6,0,0,55,4,0,0,0,0,8,0,0,0,0,0,8,9,5,10,0,0,20,17,3,9,0,0,30,40,12,22,0,0,73,28,21,16,0,0,61,72,26,10,0,0,115,73,8,3,0,0,90,149,11,0,0,0,159,324,6,0,0,0,336,72,7,0,0,0,81,837,107,89,0,0,1033
LGA55810,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,3,0,16
LGA55880,5,0,0,0,0,5,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
LGA55950,0,0,0,0,0,0,5,0,0,0,0,5,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,36,0,0,0,0,36
LGA56090,289,6,0,0,0,296,102,0,0,0,0,107,90,0,0,0,0,91,171,0,0,0,0,169,252,8,0,0,0,259,658,15,0,0,0,676,1061,12,0,0,0,1071,1629,8,5,0,0,1640,786,0,0,0,0,779,630,0,0,0,0,631,394,0,0,0,0,392,374,5,0,0,0,378,6425,59,6,0,0,6498
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
LGA56230,108,0,0,0,0,109,42,0,0,5,0,51,43,0,0,0,0,43,80,4,0,0,0,88,111,0,0,0,0,115,366,4,0,0,0,375,475,4,0,4,0,480,586,4,0,0,0,587,271,0,0,0,0,271,230,0,0,0,0,234,130,0,0,0,0,130,155,0,0,0,0,155,2604,21,0,13,0,2634
LGA56300,10,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,4,14,0,0,0,0,14,34,0,0,0,0,34,24,0,0,0,0,24,26,0,0,0,0,25,6,0,0,0,0,6,7,0,0,0,0,7,6,0,0,0,0,6,16,0,0,0,0,15,159,0,0,0,0,162
LGA56370,12,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,6,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,48
LGA56460,30,0,0,0,0,30,18,0,0,0,0,20,21,0,0,0,0,21,56,0,0,0,0,56,54,0,0,0,0,54,124,0,0,0,0,124,85,0,0,0,0,85,48,0,0,0,0,48,23,0,0,0,0,23,13,0,0,0,0,13,7,0,0,0,0,7,31,0,0,0,0,36,516,0,0,0,0,518
LGA56580,147,12,4,0,0,166,23,0,0,0,0,23,20,5,0,0,0,26,24,5,0,0,0,28,23,4,0,0,0,31,72,7,8,0,0,88,68,18,12,0,0,97,181,23,14,0,0,213,133,16,5,0,0,159,282,39,3,0,0,326,914,31,10,0,0,961,149,14,4,0,0,165,2045,167,65,0,0,2278
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,76,0,0,0,0,79,42,0,0,0,0,42,59,0,0,0,0,60,94,0,0,0,0,99,122,0,0,0,0,123,310,0,0,0,0,314,264,0,0,0,0,262,226,0,0,0,0,228,114,0,0,0,0,114,62,0,0,0,0,68,39,0,0,0,0,39,67,0,0,0,0,71,1475,6,0,0,7,1489
LGA56790,22,0,0,0,0,21,9,0,0,0,0,11,10,0,0,0,0,9,16,0,0,0,0,20,14,0,0,0,0,16,43,4,0,0,0,48,34,0,0,0,0,34,31,0,0,0,0,31,19,0,0,0,0,19,14,0,0,0,0,14,6,0,0,0,4,14,21,0,0,0,0,24,241,3,0,6,4,259
LGA56860,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
LGA56930,15,3,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,5,5,0,0,0,0,5,4,0,0,0,0,10,0,0,0,0,0,4,5,5,0,0,0,13,69,0,0,0,0,76,15,4,0,0,0,19,127,10,9,0,0,146
LGA57000,5,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,31,0,0,0,3,31
LGA57080,3,14,99,0,0,113,0,4,25,0,0,29,0,0,18,0,0,21,0,3,30,0,0,36,4,7,72,0,0,78,0,22,282,0,0,301,11,19,344,0,0,370,7,23,419,0,0,454,11,13,194,0,0,223,22,27,192,0,0,241,21,35,143,0,0,195,10,12,91,0,0,114,81,165,1921,0,0,2174
LGA57140,12,0,0,0,0,12,6,0,0,0,0,6,4,0,0,0,0,4,12,0,0,0,0,12,14,0,0,0,0,14,16,0,0,0,0,16,3,0,0,0,0,3,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,102,0,0,0,0,102
LGA57210,36,0,0,0,0,36,26,0,0,0,0,26,31,0,0,0,0,31,53,0,0,0,0,49,40,0,0,0,0,42,137,0,0,0,0,140,98,0,0,0,0,97,77,0,0,0,0,77,23,0,0,0,0,23,12,0,0,0,0,12,19,0,0,0,0,19,37,0,0,0,0,37,580,4,0,5,0,587
LGA57280,25,3,0,0,0,26,17,4,0,0,0,22,11,8,0,0,0,19,46,9,0,0,0,53,63,15,0,4,0,81,131,15,3,0,0,156,112,8,0,0,0,121,109,12,0,3,0,130,52,4,0,0,0,53,67,0,0,0,0,67,53,4,0,0,4,59,53,0,0,0,0,53,739,84,12,14,0,848
LGA57350,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,9,0,0,0,0,9,7,0,0,0,0,7,10,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,57,0,0,0,0,57
LGA57420,24,0,0,0,0,24,4,0,0,0,0,4,8,0,0,0,0,8,9,0,0,0,0,9,8,0,0,0,0,8,29,0,0,0,0,34,18,0,0,0,0,18,8,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,119,0,0,0,0,129
LGA57490,683,37,11,0,0,721,312,18,6,0,0,330,253,8,4,0,0,273,507,34,11,5,0,554,753,52,26,0,0,834,3423,109,55,3,3,3590,5153,78,33,0,9,5262,6033,59,26,5,12,6127,2046,11,16,0,0,2074,1217,12,8,0,0,1245,736,6,6,0,0,751,1258,18,7,0,0,1294,22368,433,215,16,24,23053
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
LGA57700,162,0,0,0,0,162,48,0,4,0,0,49,47,0,0,0,0,47,81,0,0,0,0,83,156,6,0,0,0,161,704,7,4,0,0,718,1291,12,0,0,0,1304,1895,4,0,0,3,1905,848,0,0,0,3,851,549,0,0,0,0,549,312,0,0,0,0,317,324,0,0,0,0,326,6429,30,5,5,6,6473
LGA57770,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,4,4,0,0,0,0,4,12,0,0,0,0,11,8,0,0,0,0,6,4,0,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,37,7,0,5,0,47
LGA57840,187,96,24,0,0,303,44,21,4,0,0,67,46,18,12,0,0,77,60,38,9,0,0,107,56,38,17,0,0,115,174,193,92,0,0,460,229,220,90,0,0,549,472,303,89,0,0,866,413,149,42,0,0,596,522,137,38,0,0,701,745,109,26,0,0,884,189,78,24,0,0,292,3133,1395,482,0,7,5012
LGA57910,1103,359,72,0,0,1535,311,106,30,0,0,442,259,121,42,0,0,426,454,253,97,0,0,804,625,388,116,0,0,1129,2021,1486,378,0,0,3887,2526,1925,354,0,0,4808,3955,2111,239,0,4,6302,2510,834,67,0,0,3409,3034,628,66,0,0,3726,2596,318,45,4,0,2960,1218,453,69,0,0,1739,20615,8979,1572,5,7,31171
LGA57980,81,12,9,0,0,107,20,3,6,0,0,30,14,4,7,0,0,22,19,3,19,0,0,40,18,13,13,0,0,47,58,29,57,0,0,145,65,32,90,0,0,190,117,53,77,0,0,250,107,41,34,0,0,173,213,51,29,0,0,295,405,42,21,0,0,467,59,17,7,0,0,90,1165,311,372,3,0,1854
LGA58050,922,43,4,0,0,975,318,23,5,0,0,342,285,20,3,0,0,307,509,44,15,0,0,567,807,77,5,0,0,893,3427,270,37,0,4,3741,5612,271,21,0,4,5906,7686,242,12,3,7,7946,3100,58,3,0,4,3166,1858,42,3,0,0,1903,1100,10,0,0,4,1113,1449,48,4,0,6,1509,27079,1151,116,10,21,28374
LGA58190,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
LGA58260,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,34,0,0,0,0,34
LGA58330,32,0,0,0,0,35,15,0,0,0,0,19,24,0,0,0,0,24,40,0,0,0,0,40,46,0,0,0,0,42,102,0,0,0,0,102,136,0,0,0,0,140,120,0,0,0,0,126,64,0,0,0,0,66,36,0,0,0,0,36,26,0,0,0,0,23,44,0,0,0,0,44,683,3,0,0,4,693
LGA58400,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,17
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
LGA58510,147,40,17,0,0,209,51,12,6,0,0,76,38,7,13,0,0,60,65,21,11,0,0,98,81,25,25,0,0,135,319,121,93,0,0,522,405,189,122,0,0,719,742,233,99,4,0,1071,473,91,50,0,0,614,429,57,47,0,0,532,234,34,36,0,0,310,145,38,36,0,0,217,3137,864,553,4,3,4557
LGA58540,16,0,0,0,0,16,4,0,0,0,0,4,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,8,0,0,0,0,8,58,0,0,0,0,51
LGA58570,121,53,27,0,0,203,42,10,15,0,0,72,28,13,19,0,0,61,45,18,27,0,0,91,84,33,51,0,0,169,167,91,191,0,0,455,200,142,269,5,0,620,471,217,203,3,0,892,413,151,79,4,0,652,607,137,59,5,0,804,568,79,33,0,0,674,125,50,39,0,0,213,2870,988,1019,11,5,4897
LGA58610,16,0,0,0,0,16,14,0,0,0,0,14,19,0,0,0,0,19,28,0,0,0,0,28,22,0,0,0,0,23,30,0,0,0,0,30,23,0,0,0,0,23,8,0,0,0,0,8,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,188,0,0,0,0,185
LGA58680,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,6,0,0,0,0,6,5,0,0,0,0,5,4,0,0,0,0,4,14,0,0,0,0,14,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,53,0,0,0,0,53
LGA58760,1242,55,6,4,0,1305,408,24,0,0,0,431,396,33,0,0,0,423,700,47,0,0,0,752,1113,64,3,0,0,1183,4405,316,22,3,3,4745,7380,322,8,0,3,7711,10764,212,10,0,6,10993,4528,46,8,0,0,4581,2644,32,0,0,0,2678,1483,20,5,0,0,1509,2071,70,6,0,0,2147,37126,1234,77,8,17,38457
LGA58820,22,0,0,0,0,22,8,0,0,0,0,8,14,0,0,0,0,12,26,0,0,0,0,26,39,0,0,0,0,39,97,0,0,0,0,97,116,0,0,0,0,118,108,0,0,0,0,111,49,0,0,0,0,49,37,0,0,0,0,37,16,0,0,0,0,16,38,0,0,0,0,37,573,0,0,0,3,581
LGA58890,13,0,0,0,0,15,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,9,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,54,0,0,0,0,54
LGA59030,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
LGA59100,10,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,47,0,0,0,0,47
LGA59170,11,0,0,0,0,11,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6,23,0,0,0,0,23,10,0,0,0,0,8,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,78,0,0,0,0,82
LGA59250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59310,10,0,0,0,0,10,4,0,0,0,0,4,6,0,0,0,0,6,14,0,0,0,0,14,10,0,0,0,0,12,21,0,0,0,0,26,18,0,0,0,0,18,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,105,0,0,3,0,109
LGA59320,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,7,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35
LGA59330,0,0,0,0,0,6,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,36
LGA59340,10,0,0,0,0,11,6,0,0,0,0,6,4,0,0,0,0,3,8,0,0,0,0,8,14,0,0,0,0,21,37,3,0,0,0,43,33,4,3,0,0,37,56,4,4,0,0,61,26,5,0,0,0,35,23,0,0,0,0,29,22,0,0,4,9,30,20,3,0,0,4,25,247,25,7,12,14,303
LGA59350,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59360,6,0,0,0,0,6,7,0,0,0,0,7,8,0,0,0,0,8,14,0,0,0,0,10,12,0,0,0,0,12,12,0,0,0,0,12,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,64,0,0,0,0,68
LGA59370,24,0,0,0,0,25,11,0,0,0,0,14,6,0,0,0,0,6,20,0,0,0,0,20,36,0,0,0,0,36,85,0,0,0,0,91,82,0,0,0,0,82,70,0,0,0,0,68,22,0,0,0,0,21,19,0,0,0,0,19,10,0,0,0,0,10,27,0,0,0,0,23,415,4,0,0,0,422
LGA59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
