LGA_CODE_2021,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,0,0,0,8,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52590,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,7,0,7,0,3,3,9,0,0,4,0,0,0,9,0,0,0,9,5,0,8,0,4,0,7,0,0,0,7,0,0,3,0,5,0,5,0,0,0,5,0,0,7,5,4,0,9,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,4,0,4,0,5,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,8,5,0,13,0,0,0,13,8,0,16,0,0
LGA52660,0,0,0,3,0,0,0,3,7,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,6,0,4,0,3,0,3,0,4,3,5,9,0,16,0,5,0,5,4,0,4,9,12,0,16,0,11,4,19,0,0,0,24,22,0,44,8,27,0,33,0,0,3,32,18,0,55,24,29,3,50,0,0,0,52,22,0,75,37,32,0,70,0,0,0,70,19,0,82,23,6,0,29,0,4,4,37,14,0,47,19,13,3,32,0,0,0,32,4,0,37,19,0,0,21,0,0,0,21,6,0,27,39,6,5,47,0,0,0,49,9,0,56,9,3,0,15,0,0,0,15,0,0,19,5,0,5,10,0,0,0,10,3,0,9,3,0,0,8,0,0,0,8,0,0,5,6,7,0,11,0,0,0,11,0,0,14,17,14,0,29,5,0,5,36,10,0,47,0,0
LGA52730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,4,0,10,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,4,4,0,11,0,14,0,14,0,0,0,14,10,0,27,4,12,0,16,0,0,0,17,8,0,22,0,11,0,11,0,0,0,11,9,0,20,3,12,0,19,0,0,0,19,8,0,29,10,12,0,21,0,0,0,21,6,0,18,4,6,0,10,0,0,0,10,4,0,16,3,0,0,7,0,0,0,7,0,0,4,8,8,0,8,0,0,0,8,0,0,11,5,0,0,5,0,0,0,4,0,0,5,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,20,0,0,0,22,9,0,31,0,0
LGA52800,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,4,0,4,8,32,0,39,0,0,0,3,0,0,0,0,33,0,36,0,3,0,10,0,0,0,4,40,0,50,0,0,0,3,0,0,0,5,23,0,28,0,3,0,9,0,0,0,9,40,0,52,3,3,0,8,0,0,0,8,17,0,25,6,6,0,15,0,0,0,16,15,0,30,4,0,0,10,0,0,0,11,5,0,15,4,4,0,5,0,0,0,5,6,0,18,4,0,0,10,0,0,0,10,3,0,14,6,0,0,6,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,3,0,4,3,0,0,8,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,11,0,0,0,11,26,0,35,0,0
LGA52870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,5,0,4,0,4,0,0,0,4,7,0,14,0,9,0,7,0,4,3,14,8,0,22,0,7,0,15,0,0,0,15,8,0,19,0,8,0,7,0,0,0,7,12,0,21,3,3,0,8,0,0,0,8,11,0,19,0,5,0,10,0,0,0,10,7,0,16,4,5,0,7,0,0,0,7,0,0,13,0,0,0,6,0,0,0,6,6,0,3,6,0,4,9,0,0,0,11,5,0,16,0,0,3,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,5,0,12,0,0,0,12,11,0,21,0,0
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,5,0,3,0,0
LGA53150,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,0,5,5,0,6,0,4,0,4,0,0,0,5,6,0,15,3,10,0,11,0,0,0,8,4,0,21,4,11,0,13,0,0,0,13,3,0,19,4,9,0,15,0,0,0,15,9,0,21,6,9,0,16,0,0,0,12,7,0,24,13,9,0,19,0,0,0,19,3,0,21,12,4,0,17,0,0,0,17,0,0,19,22,0,0,20,0,0,0,23,3,0,26,9,0,0,13,0,0,0,13,0,0,15,10,0,0,7,0,0,0,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,20,4,0,21,0,0,0,21,0,0,21,14,7,0,23,0,0,0,23,0,0,23,0,0
LGA53220,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,5,10,0,12,0,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,12,0,20,0,0,0,0,0,0,0,5,7,0,13,0,6,0,4,0,0,0,4,12,0,18,0,3,0,3,0,0,0,3,0,0,5,4,5,0,9,0,0,0,5,8,0,18,5,0,0,5,0,4,4,6,0,0,6,10,0,0,13,0,0,0,16,0,0,14,7,0,0,9,0,0,0,9,0,0,15,17,0,0,16,0,0,0,16,0,0,14,3,0,0,7,0,0,0,7,0,0,7,3,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,3,8,0,0,8,0,0,0,8,0,0,8,4,0,0,6,0,0,0,6,0,0,9,0,0
LGA53290,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,3,3,6,0,5,0,0,0,0,0,0,0,0,15,0,10,0,3,0,3,0,0,4,7,9,0,18,0,8,0,9,0,0,0,8,28,0,37,0,9,0,12,0,3,3,16,12,0,32,7,9,0,20,0,6,3,24,10,0,35,15,15,0,36,0,0,0,36,19,0,58,13,11,0,25,0,0,0,25,15,0,42,19,9,0,26,0,0,0,26,10,0,41,7,5,0,18,0,0,0,16,6,0,24,8,4,3,17,0,0,0,17,3,0,22,21,6,0,29,0,0,0,28,10,0,44,8,3,0,12,0,0,0,12,5,0,16,6,0,0,10,0,0,0,10,4,0,11,5,0,0,5,0,0,0,5,0,0,5,11,0,0,11,0,0,0,11,0,0,11,18,6,3,30,0,0,0,32,18,5,55,0,4
LGA53360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,10,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,9,0,0,10,0,0,0,10,0,0,7,7,3,0,10,0,0,0,8,3,0,12,0,0,0,0,0,0,0,0,3,0,3,3,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,3,4,4,0,3,0,0,0,3,5,0,10,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,5,0,0,5,0,0,0,5,0,0,5,10,3,0,15,0,0,0,15,3,0,14,0,0
LGA53430,0,3,0,7,0,4,4,8,12,0,23,0,0,0,3,0,0,0,3,0,0,6,0,5,0,4,4,3,8,11,13,0,25,0,6,0,7,0,0,0,10,23,0,32,4,7,0,8,0,0,4,15,37,0,49,0,17,0,19,4,8,14,37,46,0,81,4,26,4,35,0,0,0,36,40,0,76,13,35,7,48,0,3,3,53,60,0,112,21,44,0,66,0,3,3,71,45,0,120,34,33,0,67,0,0,0,71,34,0,105,41,40,3,83,0,0,4,88,24,0,111,37,34,0,72,0,0,0,70,9,0,78,74,22,3,101,0,0,0,102,24,0,128,30,6,6,37,0,0,0,42,16,0,54,47,7,0,53,0,0,0,55,0,0,59,14,0,0,9,0,0,0,9,0,0,18,55,16,3,73,0,0,0,73,10,4,83,35,30,5,65,3,0,3,70,35,0,100,0,0
LGA53570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,6,0,11,0,0,6,10,0,0,0,9,4,0,11,0,3,0,4,0,0,0,8,5,0,10,4,5,0,12,0,0,0,12,6,0,21,4,6,0,11,0,0,0,13,4,0,14,9,0,0,14,0,0,0,14,4,0,18,9,0,0,7,0,0,0,12,0,0,12,5,6,3,4,0,0,0,8,0,0,10,4,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,7,5,0,14,0,0,0,14,5,0,15,0,0
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,4,0,0,0,4,0,0,6,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5,0,0,3,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,7,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0
LGA53780,0,3,6,8,10,10,16,25,98,0,117,0,0,0,4,3,4,3,8,21,0,28,0,8,0,13,7,5,15,31,52,0,80,3,25,4,31,17,18,34,74,87,0,160,5,55,5,72,10,11,21,91,172,0,269,17,111,14,144,18,28,53,196,219,0,415,44,137,15,196,23,22,42,239,215,0,454,125,137,18,273,10,18,19,296,242,0,544,177,147,10,340,12,12,25,361,196,0,563,208,141,17,363,18,4,22,380,176,5,562,157,76,8,241,7,6,9,252,98,0,354,148,60,14,221,5,4,5,230,90,0,320,290,101,16,407,4,5,9,417,105,0,530,131,37,6,177,3,0,4,180,55,0,239,111,24,5,137,0,5,7,143,27,4,168,35,10,5,54,0,0,0,54,11,0,65,62,16,0,71,4,3,3,80,27,0,108,130,71,26,229,14,6,20,245,129,13,381,6,4
LGA53800,0,0,0,0,0,0,0,0,28,0,27,0,0,0,0,0,0,0,4,13,0,13,0,4,0,6,4,5,8,15,28,0,37,0,5,0,11,5,7,14,21,33,3,60,0,15,0,20,8,8,16,36,61,0,101,10,40,4,44,0,14,14,60,83,0,142,17,64,5,86,3,8,11,100,71,0,169,28,60,9,100,5,4,7,100,99,0,203,62,63,10,140,3,0,3,139,66,0,211,60,34,6,102,5,3,7,102,40,0,145,55,32,4,97,0,6,3,100,25,0,126,58,21,3,79,0,0,0,86,23,0,106,87,19,7,110,0,0,0,113,33,0,147,41,14,5,61,0,0,0,61,19,0,80,32,4,5,39,0,0,0,39,3,0,42,12,4,0,16,6,0,6,18,3,0,20,19,3,0,26,0,0,0,27,3,0,28,57,24,3,85,3,0,9,89,51,8,156,0,0
LGA53920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,8,28,0,35,0,0,0,3,0,0,0,4,20,0,23,0,0,0,3,0,4,4,7,24,0,30,5,4,0,8,0,0,0,8,14,0,21,0,0,3,4,0,5,4,7,18,0,23,3,0,0,9,0,0,0,6,16,0,23,0,0,0,0,0,0,4,8,16,0,21,4,0,0,0,0,0,0,3,3,0,13,5,0,0,4,0,0,0,10,0,0,7,0,0,0,4,0,0,0,4,0,0,8,0,5,0,3,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,6,7,5,0,7,0,0,0,6,26,4,36,0,0
LGA53990,0,0,0,0,3,4,3,3,9,0,19,0,3,0,3,0,3,3,6,0,0,9,0,9,0,9,0,0,4,9,0,0,11,0,4,0,9,0,4,5,6,12,0,20,0,12,0,11,4,0,5,19,36,0,53,4,24,8,35,0,8,8,40,51,0,97,17,49,0,67,5,3,5,72,43,0,120,27,41,3,72,7,3,7,80,49,0,122,34,48,4,93,6,0,6,90,32,0,125,47,31,0,83,0,0,0,83,22,0,109,36,11,4,51,0,0,0,51,12,0,64,35,11,3,49,0,0,0,49,12,0,63,64,15,3,82,0,0,0,82,17,0,100,22,5,3,34,0,0,0,34,6,0,41,20,7,0,22,0,0,0,26,3,0,32,4,0,0,4,0,0,0,4,4,0,8,13,0,0,9,0,0,0,12,5,0,16,35,28,5,68,5,0,3,70,31,4,108,0,0
LGA54060,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,5,0,4,0,0,0,0,0,0,0,0,3,0,6,0,5,0,10,0,0,0,8,9,0,17,5,11,0,12,0,0,0,12,11,0,20,4,0,0,7,0,0,0,7,5,0,12,0,3,0,4,0,0,0,4,3,0,7,0,6,0,11,0,0,0,11,0,0,11,4,0,0,10,0,0,0,10,0,0,10,7,0,0,3,0,0,0,3,0,0,3,5,0,0,5,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,5,3,4,0,3,0,0,0,3,3,0,5,0,0
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
LGA54170,0,0,0,5,5,7,5,11,56,0,67,0,13,0,13,3,3,8,20,19,0,39,0,16,3,22,4,5,11,22,26,0,48,7,28,3,37,4,15,20,55,58,0,115,6,46,0,61,3,11,15,71,105,3,186,22,102,17,136,16,28,49,183,124,0,304,26,160,10,197,8,8,22,210,115,0,332,81,179,11,272,12,6,17,285,167,0,459,184,217,12,418,0,4,5,423,193,4,619,207,171,10,394,8,3,15,408,128,4,540,222,109,7,342,9,9,12,355,106,0,462,213,88,15,313,0,3,8,319,71,0,397,444,160,25,624,3,0,6,629,121,0,753,173,44,14,230,6,0,8,236,66,0,303,199,35,9,236,4,0,4,243,24,0,261,76,6,5,85,0,0,0,85,14,0,97,203,39,9,250,5,0,7,260,34,0,298,238,115,16,367,9,4,12,380,119,7,510,6,0
LGA54200,0,0,0,4,0,0,0,10,23,0,28,0,5,0,5,0,3,4,5,10,0,16,0,4,3,5,0,3,5,13,9,0,24,3,11,0,14,5,3,4,22,36,5,56,3,13,0,17,8,14,18,35,51,4,91,6,54,4,56,4,8,17,79,67,0,144,13,67,3,88,5,10,13,102,70,0,165,37,79,4,121,0,5,5,127,75,0,197,83,97,7,184,7,3,13,195,83,0,273,92,72,3,168,3,0,4,170,61,0,233,98,37,7,142,0,4,3,143,49,0,187,73,37,5,111,0,3,3,114,37,0,152,177,41,12,226,0,0,3,227,44,0,281,73,23,3,101,3,0,4,105,20,0,123,56,16,3,73,0,0,0,77,0,0,79,30,4,4,30,0,0,0,30,5,0,41,56,5,7,70,0,0,0,69,8,0,80,76,37,18,135,0,6,9,143,69,6,219,0,0
