LGA_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
LGA57080,204,951,3356,2155,1054,895,339,79,7,9046,0,3,16,0,0,3,0,0,0,24,5,49,176,119,55,28,0,0,0,423,3,17,61,41,26,12,7,0,0,162,0,0,22,17,12,0,0,0,0,57,0,17,65,44,25,16,3,0,0,169,0,3,33,18,14,8,6,0,0,78,84,145,177,71,42,41,11,4,0,574,132,335,444,139,60,28,12,0,0,1160,3,12,33,24,13,11,6,0,0,103,3,14,26,20,7,4,0,0,0,73,3,21,106,60,34,32,4,3,0,264,0,9,36,23,13,11,7,0,0,97,5,98,439,219,77,77,25,11,0,957,0,39,143,63,25,20,8,0,0,313,10,34,125,73,73,58,14,0,0,379,32,105,240,139,93,85,29,4,0,733,18,137,616,253,177,145,42,0,0,1400,14,37,70,21,14,13,4,0,0,171,17,47,78,41,21,19,5,0,0,219
LGA57140,8,17,22,36,39,54,24,5,0,210,0,0,7,4,7,11,10,0,0,38,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,0,3,0,0,0,0,13,6,0,3,0,0,6,0,0,0,15,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,3,0,0,0,11,0,4,0,9,8,4,0,0,0,20,0,0,5,3,11,7,8,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA57210,77,73,166,196,279,270,148,34,0,1247,3,7,21,27,31,39,31,7,0,173,0,0,0,0,0,0,0,0,0,9,5,0,11,5,16,4,0,0,0,54,0,0,0,0,0,0,0,0,0,3,0,0,8,6,3,5,0,0,0,18,0,3,10,0,7,4,0,0,0,22,12,6,10,13,29,29,4,0,0,109,18,6,9,14,14,8,9,0,0,77,0,5,0,3,9,12,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,15,0,0,0,6,4,0,0,0,0,5,0,4,10,8,8,8,0,0,0,37,0,0,0,4,9,7,0,0,0,21,0,6,7,10,24,14,7,0,0,63,0,3,16,39,34,40,12,0,0,142,0,15,23,27,46,61,15,0,0,196,0,0,3,3,0,0,0,0,0,10,0,0,3,5,9,5,5,0,0,27
LGA57280,204,254,1120,1168,841,657,108,5,0,4354,0,0,0,0,0,0,0,0,0,6,12,49,208,155,74,25,0,0,0,525,5,4,24,9,11,0,0,0,0,61,0,3,11,13,9,0,0,0,0,34,6,12,32,21,25,10,0,0,0,97,0,7,19,20,11,4,0,0,0,61,48,19,70,70,56,45,9,0,0,313,42,23,47,45,37,12,6,0,0,209,4,9,57,49,38,31,4,0,0,189,0,3,4,0,0,0,0,0,0,11,0,0,11,8,0,7,0,0,0,27,3,11,40,12,9,6,0,0,0,81,5,3,26,31,12,3,0,0,0,82,0,9,38,44,21,15,0,0,0,125,9,16,81,56,39,29,3,0,0,230,5,30,132,136,88,59,12,0,0,460,17,53,170,166,102,90,15,0,0,615,3,0,8,11,3,3,0,0,0,36,8,5,40,34,22,13,4,0,0,121
LGA57350,8,10,20,26,27,45,26,9,0,166,3,0,6,3,11,9,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,9,0,0,3,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,0,0,8,5,7,7,0,0,0,31,0,0,8,0,4,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57420,21,23,128,112,130,120,29,18,3,583,0,3,11,14,10,19,6,0,0,65,4,3,14,13,13,4,0,0,0,54,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,12,0,0,0,0,3,0,0,0,0,3,6,3,5,8,4,6,0,0,0,31,5,5,4,6,7,4,6,0,0,36,0,0,0,0,6,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,5,8,3,4,0,0,0,15,0,0,0,0,0,4,0,0,0,8,0,0,9,9,5,3,0,0,0,26,0,3,17,12,18,9,3,0,0,57,0,6,11,11,4,9,0,0,0,52,0,0,5,0,0,0,0,0,0,5,0,0,4,0,0,7,0,0,0,12
LGA57490,2060,3013,7082,7210,7012,5373,1099,95,9,32954,4,12,23,51,44,26,6,0,0,176,8,85,231,234,188,106,15,0,0,871,61,72,243,257,263,157,27,0,0,1082,7,12,47,53,48,29,0,0,0,194,11,56,228,209,205,161,22,4,0,877,12,22,96,90,102,65,9,0,0,404,611,594,779,676,742,523,85,0,0,4005,904,413,307,284,201,106,23,0,0,2248,13,45,131,141,138,113,26,0,0,606,24,22,36,25,13,9,3,4,0,138,5,36,193,184,148,76,5,0,0,648,13,35,114,111,106,79,17,6,0,471,12,82,314,335,261,134,38,0,0,1182,32,90,259,282,288,185,40,0,0,1177,38,212,470,497,515,353,45,3,0,2131,87,242,729,1156,1217,717,132,11,0,4286,119,539,1389,1583,1746,1315,214,7,0,6912,65,65,122,80,65,37,11,0,0,459,76,118,330,256,257,140,25,3,0,1204
LGA57630,0,0,0,3,3,12,4,3,0,25,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,473,693,1907,2001,1671,1262,325,42,4,8377,9,7,20,25,38,36,17,10,0,158,7,15,72,59,34,30,0,0,0,225,17,20,74,69,67,50,9,0,0,311,0,0,14,17,9,6,5,0,0,57,5,13,92,70,62,40,5,0,0,301,3,9,46,51,39,32,0,0,0,185,135,111,209,178,183,114,22,0,0,953,219,65,63,49,59,37,5,0,0,485,4,16,62,59,57,36,20,0,0,260,6,6,3,5,3,0,3,0,0,31,3,12,36,49,37,15,0,0,0,157,3,10,33,26,25,19,3,0,0,130,7,37,97,106,83,49,8,0,0,386,12,12,60,60,55,34,7,0,0,243,3,20,97,122,113,80,3,0,0,438,27,69,212,232,220,137,33,0,0,929,47,129,459,392,311,232,50,0,0,1626,15,31,32,34,27,11,4,0,0,155,22,35,116,77,64,39,12,0,0,365
LGA57770,4,16,54,57,45,55,15,7,0,248,0,0,0,0,0,0,0,0,0,5,0,0,9,0,3,4,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,9,0,0,0,26,4,7,24,8,8,8,0,0,0,59,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,3,5,0,5,0,0,0,18,0,0,8,0,11,3,0,0,0,21,0,0,0,7,0,3,0,0,0,22,0,0,0,3,0,3,0,0,0,9,0,0,3,0,0,4,0,0,0,12,0,0,3,0,0,0,0,0,0,6
LGA57840,540,1284,2726,2458,2121,1740,768,133,8,11776,3,7,7,7,4,5,8,0,0,50,0,27,141,127,116,45,4,0,0,464,3,20,61,40,46,40,14,5,0,228,0,0,24,18,23,14,0,0,0,77,0,22,71,79,62,35,19,0,0,284,0,16,22,35,33,17,5,0,0,132,173,210,176,105,123,100,39,4,0,925,211,194,157,92,76,46,11,0,0,796,0,19,36,39,53,30,14,0,0,184,3,8,31,22,21,17,5,0,0,101,0,25,81,95,114,55,20,0,0,405,0,11,44,47,42,56,23,5,0,227,6,140,336,335,203,145,63,7,0,1229,4,38,85,54,58,41,15,3,0,294,5,48,146,139,164,121,25,0,0,654,36,130,337,332,399,359,126,6,0,1730,32,307,675,488,451,455,123,14,0,2540,26,38,60,48,27,27,15,0,0,260,17,51,105,75,68,46,16,0,0,386
LGA57910,2379,4873,15295,14723,11357,8304,2700,424,31,60091,5,9,54,40,45,36,9,3,0,210,6,108,711,647,341,133,20,0,0,1966,74,97,287,307,315,217,79,10,0,1392,4,14,123,132,100,47,4,0,0,422,19,117,506,472,328,228,58,6,0,1739,19,55,187,192,211,139,46,4,0,853,906,1064,1160,824,728,659,190,19,0,5547,912,852,1045,613,403,249,59,3,0,4131,12,70,230,249,198,129,34,5,0,937,14,40,155,126,82,61,14,3,0,498,16,89,448,530,454,245,53,7,0,1844,8,55,248,225,200,166,77,11,0,991,35,328,1538,1443,976,520,165,13,0,5016,36,184,725,566,370,295,105,3,0,2285,15,158,783,941,837,601,103,8,0,3447,125,450,1584,1666,1897,1451,376,26,0,7572,139,1086,4060,3182,2556,2053,649,31,0,13752,106,171,310,223,169,107,32,0,0,1115,97,243,710,550,411,293,90,15,0,2419
LGA57980,182,330,1060,1000,845,681,326,63,6,4496,0,0,3,3,0,3,6,0,0,15,0,13,61,69,56,20,6,0,0,227,15,5,11,22,18,22,3,0,0,98,0,0,19,10,4,5,0,0,0,39,0,12,24,26,20,8,3,0,0,89,0,5,16,16,11,5,0,0,0,53,50,74,72,32,47,28,19,6,0,323,68,73,52,23,17,12,8,0,0,254,0,4,7,10,9,15,5,0,0,43,0,3,13,8,11,14,4,0,0,49,0,9,25,35,24,29,7,3,0,126,0,3,14,11,14,12,7,4,0,67,0,49,211,162,151,75,32,5,0,677,0,9,29,14,22,16,0,3,0,96,0,13,46,58,49,51,13,3,0,239,13,44,114,115,163,138,64,6,0,656,8,98,380,250,222,192,78,11,0,1229,7,20,26,14,15,10,4,0,0,105,9,20,23,34,26,11,7,0,0,128
LGA58050,2191,3614,9204,9593,7856,5886,1607,176,14,40146,17,29,54,43,63,63,25,9,0,310,6,73,311,281,237,100,13,0,0,1014,60,107,265,307,308,197,32,6,0,1293,0,14,62,53,54,37,8,0,0,230,20,77,307,311,233,165,36,0,0,1153,25,57,198,217,174,115,26,3,0,817,673,675,1023,779,750,572,105,7,0,4587,887,440,444,353,318,191,31,5,0,2659,28,89,273,263,281,181,42,0,0,1155,9,19,50,54,32,35,0,0,0,208,6,55,261,264,192,101,22,3,0,913,12,47,156,140,111,81,25,0,0,567,19,149,496,510,312,180,65,7,0,1726,26,122,328,320,302,200,36,4,0,1346,18,110,471,542,577,412,69,0,0,2211,76,247,824,1032,1077,773,135,10,0,4175,140,718,2051,2015,1790,1347,282,16,0,8361,53,84,156,110,92,65,20,4,0,585,80,184,458,388,333,173,32,4,0,1658
LGA58190,7,10,23,10,18,28,3,5,0,99,0,0,5,3,9,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,5,4,4,0,0,0,18,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58260,0,6,20,35,29,28,15,6,0,136,0,3,0,7,11,7,5,0,0,29,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,4,5,5,0,0,0,0,18,0,0,0,7,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58330,47,54,107,153,223,302,107,17,3,1007,0,3,6,7,8,13,13,0,0,43,0,0,7,10,15,8,0,0,0,33,7,0,4,3,9,6,7,0,0,32,0,0,0,0,0,0,0,0,0,5,0,0,6,5,6,12,0,0,0,31,3,0,3,0,8,7,0,0,0,23,14,5,8,12,17,21,3,0,0,86,16,6,0,6,10,15,0,0,0,58,0,0,3,7,5,3,8,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,3,9,5,6,0,0,0,18,0,5,0,4,0,6,3,0,0,18,0,0,3,3,11,13,4,0,0,36,0,0,3,0,5,10,0,0,0,20,0,4,10,11,30,20,7,0,0,77,5,0,11,24,27,39,10,0,0,108,0,7,21,28,43,68,13,4,0,190,0,0,0,0,8,0,0,0,0,13,0,3,9,0,7,7,5,0,0,29
LGA58400,4,3,17,9,12,22,9,6,0,75,0,0,0,0,3,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,3,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA58470,0,0,0,9,9,8,0,0,0,27,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58510,346,1055,3234,2588,1758,1240,382,35,7,10642,0,0,8,8,4,4,0,0,0,26,0,23,165,134,84,34,4,0,0,448,9,17,52,53,39,27,6,0,0,209,0,4,23,29,14,3,5,0,0,86,0,23,86,75,38,29,4,0,0,256,0,15,49,27,20,25,5,0,0,142,105,172,227,96,70,57,32,0,0,757,167,211,247,127,59,33,9,0,0,853,9,23,59,52,51,26,4,0,0,215,4,11,25,17,11,9,0,0,0,77,0,27,71,77,51,47,5,0,0,277,0,20,47,37,39,20,19,0,0,183,9,67,343,291,144,77,22,3,0,953,8,51,133,91,67,39,14,0,0,416,8,44,172,176,150,91,20,0,0,661,19,91,309,273,260,196,50,3,0,1200,21,228,710,442,364,276,77,0,0,2129,21,42,64,51,25,21,5,4,0,230,12,47,119,64,65,36,19,4,0,370
LGA58540,11,12,30,35,44,53,27,12,0,233,5,0,5,6,11,19,3,3,0,55,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,0,0,0,17,5,0,6,0,3,0,0,0,0,11,6,0,0,0,0,6,0,0,0,13,0,0,0,0,3,5,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,11,0,0,6,7,4,4,0,0,0,25,0,0,0,3,7,5,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,7
LGA58570,303,853,3414,2834,1984,1347,426,62,0,11223,0,0,19,9,0,4,5,0,0,35,0,31,186,185,98,31,0,0,0,532,23,9,64,51,29,28,4,0,0,205,0,0,39,40,34,13,0,0,0,124,0,24,106,59,35,23,7,0,0,254,0,11,34,30,37,12,0,0,0,127,101,180,199,122,109,74,16,3,0,804,135,224,331,135,57,21,7,0,0,903,5,7,35,41,24,27,4,0,0,131,0,14,53,34,24,16,3,0,0,139,0,21,127,115,73,35,3,0,0,370,0,13,46,48,32,24,15,0,0,189,3,100,487,353,221,117,40,6,0,1327,3,33,108,72,54,41,14,0,0,327,4,43,236,214,162,114,19,0,0,791,22,65,302,286,302,253,54,3,0,1285,18,177,820,471,374,273,80,5,0,2229,21,47,107,76,40,20,10,0,0,317,8,46,122,87,59,52,14,0,0,387
LGA58610,16,19,63,69,69,88,38,5,0,377,5,0,7,6,12,15,9,0,0,52,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,3,7,0,0,0,0,0,10,8,0,8,8,7,7,4,0,0,36,6,0,4,0,0,5,0,0,0,19,0,0,0,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,3,3,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,9,3,0,0,21,4,0,0,13,14,11,0,0,0,40,0,3,18,15,18,19,7,0,0,83,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,12
LGA58680,10,6,16,22,36,36,18,4,0,148,0,0,0,0,12,5,0,3,0,30,0,0,5,4,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,3,0,5,4,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
LGA58760,3089,5061,11522,12815,11733,7798,1845,203,13,54083,15,30,109,113,104,72,25,0,0,477,3,91,344,324,234,105,14,0,0,1121,58,70,264,344,390,221,39,3,0,1400,9,26,61,110,85,56,8,0,0,354,24,125,446,436,437,212,52,0,0,1735,13,68,175,210,203,140,27,0,0,831,1060,1053,1186,1091,1145,795,117,5,0,6453,1298,724,570,466,396,227,32,0,0,3707,18,70,191,185,224,164,28,4,0,889,20,33,83,49,47,33,4,0,0,271,24,79,398,466,407,180,28,0,0,1581,12,64,174,188,176,110,22,0,0,742,27,203,666,768,561,289,72,3,0,2586,50,192,421,464,468,285,48,7,0,1931,21,137,575,680,699,454,92,0,0,2668,156,346,1237,1715,1769,972,180,9,0,6392,218,1046,2718,2948,2883,1979,402,14,0,12217,124,118,147,170,143,78,18,4,0,802,133,292,709,590,475,255,46,3,0,2506
LGA58820,60,71,131,173,228,211,75,18,0,967,0,0,3,12,7,7,7,0,0,39,0,3,7,20,14,10,0,0,0,51,4,0,15,6,17,5,0,0,0,52,0,0,0,0,3,0,0,0,0,5,0,0,9,9,9,7,0,0,0,36,0,0,0,0,0,0,0,0,0,3,17,6,14,16,20,18,4,0,0,94,13,5,0,0,11,9,0,0,0,45,0,0,0,4,8,7,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,0,0,0,13,0,0,0,0,0,5,0,0,0,11,0,0,3,5,7,0,0,0,0,23,0,7,7,4,5,10,0,0,0,26,0,5,5,14,11,13,3,0,0,54,6,0,11,29,27,19,3,0,0,93,0,7,20,22,44,49,19,0,0,148,0,0,0,4,3,0,0,0,0,16,3,0,9,6,0,3,0,0,0,26
LGA58890,4,14,19,34,44,51,28,15,3,220,5,5,5,7,25,17,16,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,0,0,0,14,0,0,4,4,4,3,0,0,0,24,0,0,0,4,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
