LGA_CODE_2021,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
LGA50840,149,0,16,0,12,0,13,44,5,238,33,49,102,6,22,0,159,24,8,401,13,6,25,5,3,5,16,24,0,94,3,0,21,0,5,0,10,3,0,43,21,0,67,0,17,0,20,18,4,145,3,0,6,0,4,21,0,0,0,39,36,10,13,0,5,89,0,18,0,175,26,0,25,28,7,11,0,44,0,140,5,4,3,0,5,4,25,3,0,52,3,0,0,0,0,0,0,0,0,3,3,3,0,0,13,0,0,0,0,19,0,0,0,0,5,14,0,0,0,22,8,20,12,0,21,0,0,0,0,69,8,0,14,6,3,0,3,29,0,66,27,18,10,20,22,0,3,13,0,110,17,104,8,49,11,3,0,10,0,197,13,84,16,115,30,3,0,17,0,280,3,17,0,3,0,0,0,0,0,27,5,0,43,12,3,3,4,0,0,73,7,5,7,5,3,0,7,13,19,76
LGA50910,101,0,9,0,5,4,6,23,3,157,0,0,5,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,5,0,0,12,0,0,4,0,5,0,3,0,0,16,4,0,5,0,0,13,0,3,0,28,0,0,0,0,0,3,0,5,0,14,0,0,0,0,0,0,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,7,0,7,3,0,0,6,7,0,0,4,0,23,3,12,3,17,4,0,0,4,0,39,0,6,0,11,3,0,0,5,0,34,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,12,0,0,0,0,3,3,0,3,3,14
LGA50980,70,23,24,14,16,11,15,62,3,240,23,16,65,0,5,0,110,8,0,232,23,3,48,8,7,4,6,14,3,118,18,6,31,0,18,0,22,3,4,99,74,8,278,6,70,9,54,78,0,578,26,4,7,0,15,13,3,8,0,81,127,17,52,10,26,320,15,74,0,639,163,17,92,176,68,46,7,163,8,733,62,104,33,44,77,24,120,30,8,502,17,24,11,0,12,5,0,6,0,72,12,6,0,0,42,0,0,0,0,61,19,9,6,0,19,54,0,6,0,110,17,112,26,8,59,0,0,0,5,222,45,26,32,31,23,6,6,115,3,284,105,146,34,196,140,3,12,24,12,665,94,499,38,223,75,3,0,37,3,973,112,652,40,343,234,15,7,33,3,1456,25,58,14,21,9,0,0,7,0,139,39,22,104,46,35,12,0,32,3,298,41,49,58,27,43,17,15,33,104,391
LGA51080,175,4,7,0,10,0,4,41,0,244,0,0,0,0,0,0,8,0,0,8,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,10,3,0,22,3,0,5,0,0,0,0,0,0,10,5,0,0,0,0,6,0,0,0,14,4,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,3,4,4,5,0,6,0,0,27,3,15,5,10,0,0,0,0,0,44,0,14,0,12,0,0,0,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,4,0,0,0,4,0,0,0,4,12
LGA51120,120,0,6,0,5,0,5,16,0,154,0,0,0,0,0,0,3,0,0,12,4,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,5,0,13,0,4,0,15,3,0,38,0,0,0,0,0,6,0,0,0,10,6,0,3,0,0,10,0,0,0,14,4,0,3,8,0,0,0,3,0,17,0,0,0,0,3,0,8,0,0,14,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,7,4,0,32,3,13,4,11,0,0,0,3,0,34,0,7,0,16,9,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,3,0,9,0,3,0,0,0,0,10,0,0,0,0,4,0,0,5,0,13
LGA51190,37,11,18,0,17,3,24,82,3,193,64,77,316,4,46,0,320,64,13,908,121,94,329,13,85,43,236,305,13,1237,29,28,85,0,36,4,42,28,6,256,141,60,705,0,139,22,195,287,13,1560,46,22,39,0,42,49,45,16,0,263,201,36,99,18,81,790,58,216,10,1513,153,6,151,286,33,136,35,314,10,1122,57,24,35,7,111,10,281,42,8,584,7,52,18,0,4,25,0,9,0,119,20,71,0,0,96,8,0,0,0,204,14,14,10,0,47,94,8,8,0,203,37,263,94,0,102,9,9,11,0,522,31,44,54,20,21,0,14,232,4,431,61,132,39,142,208,5,13,97,11,718,84,657,38,286,83,6,0,86,0,1242,97,830,91,833,310,19,18,84,20,2304,21,23,20,41,15,7,0,16,0,148,49,53,233,96,47,8,19,71,0,572,49,32,92,25,53,22,59,93,118,542
LGA51260,411,27,48,3,34,11,41,196,15,782,85,140,435,12,42,3,459,78,16,1272,254,96,273,37,81,94,78,176,5,1100,18,14,58,0,30,0,33,15,4,176,212,43,1177,3,210,40,173,267,24,2151,61,32,21,0,38,68,22,23,3,261,335,65,122,17,95,1089,64,198,6,1987,384,12,333,566,138,190,22,548,16,2217,46,37,24,15,98,18,234,21,4,502,19,21,14,0,11,20,0,9,0,97,30,111,0,0,113,12,0,0,8,271,35,31,3,0,78,146,14,13,6,325,50,412,108,5,187,16,7,13,4,814,85,48,104,56,60,12,35,408,7,810,98,148,60,178,123,3,24,44,12,685,106,826,46,371,85,0,0,55,17,1513,113,928,80,820,289,15,7,106,9,2354,29,50,31,74,22,14,0,18,4,241,56,44,344,116,70,14,6,54,4,710,63,76,106,46,63,43,47,83,149,681
LGA51310,30,8,0,0,11,0,0,3,0,53,407,494,84,7,88,5,41,11,9,1149,122,75,51,6,28,49,23,40,3,396,45,56,4,0,17,0,0,5,4,133,255,140,265,4,103,17,18,63,4,867,108,69,18,3,37,37,23,13,4,295,180,104,27,16,42,501,23,75,3,968,166,11,61,299,18,79,13,144,5,793,62,75,16,17,45,12,67,15,0,301,37,80,12,0,14,19,0,4,0,179,138,307,0,3,141,7,0,0,27,636,56,57,10,0,47,139,0,7,5,319,412,1493,114,4,237,15,3,4,18,2298,80,78,25,22,37,9,3,79,0,330,170,282,19,91,135,0,5,6,14,722,144,958,19,237,119,10,0,10,9,1506,180,1826,52,296,335,3,6,26,14,2738,80,89,11,110,19,18,0,9,4,347,68,72,80,92,26,11,4,15,0,379,142,166,38,10,78,31,12,23,66,574
LGA51330,50,26,20,0,15,6,23,84,0,228,275,891,488,12,172,7,281,132,27,2297,342,291,607,33,272,112,326,404,28,2418,60,187,87,0,78,14,49,38,8,519,350,395,1426,14,357,43,155,401,34,3168,218,211,169,3,202,155,246,117,16,1342,508,315,229,48,211,2251,270,464,19,4324,512,48,836,1077,88,464,102,931,23,4070,198,199,84,64,611,76,1448,107,31,2808,74,130,67,4,52,65,12,13,7,420,140,355,11,11,452,32,8,8,15,1036,67,64,28,12,123,227,18,32,9,573,412,2364,494,8,519,35,38,36,29,3945,93,189,139,134,161,21,67,900,17,1719,290,751,167,681,670,11,25,96,46,2736,273,2440,164,861,365,4,10,127,19,4264,282,2878,297,2291,791,38,81,293,42,6995,101,98,84,372,65,46,6,54,15,837,160,185,611,336,164,24,23,215,12,1732,230,427,372,137,288,125,251,328,451,2612
LGA51400,166,11,25,0,20,0,25,86,7,345,57,80,271,3,27,6,226,36,16,714,80,40,191,13,40,28,120,142,7,666,14,17,68,0,21,0,30,14,5,165,83,35,441,5,99,9,112,166,8,955,29,15,24,0,25,30,15,6,0,146,117,22,43,5,49,464,22,94,0,823,74,0,27,127,23,95,16,143,0,515,29,17,25,0,57,4,191,20,0,354,14,8,4,4,5,11,0,0,0,43,14,26,0,0,58,3,0,0,0,102,11,3,4,0,20,28,3,7,4,83,20,125,59,0,71,3,6,5,3,301,24,22,29,19,17,0,11,119,6,248,42,94,43,113,133,0,3,39,8,466,54,456,31,201,47,0,0,44,4,833,57,571,54,511,195,3,13,38,4,1451,20,19,24,30,9,7,0,20,3,135,23,57,179,53,35,7,8,27,4,397,36,30,67,14,41,18,42,33,53,338
LGA51470,41,0,0,0,0,0,5,15,0,63,0,0,0,0,0,0,3,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,5,6,0,18,0,5,0,0,0,5,3,0,0,16,0,0,0,0,0,12,0,0,0,18,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,4,0,4,9,0,5,4,4,0,7,7,0,25,4,10,0,5,0,0,0,4,0,20,0,9,0,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,15,0,0,4,0,0,0,3,0,0,11
LGA51540,242,3,11,0,15,0,15,125,3,410,7,3,35,0,3,0,58,3,3,114,3,0,20,4,0,0,3,3,0,38,12,0,18,0,9,0,4,0,4,40,17,0,70,0,23,0,21,15,0,145,0,0,0,0,0,17,0,0,0,18,34,3,6,5,3,135,3,21,0,209,42,0,24,36,24,6,0,41,0,179,8,16,0,10,22,11,44,4,0,119,0,0,0,0,0,0,0,0,0,5,5,0,0,0,10,3,0,0,0,17,0,0,0,0,0,5,0,0,0,13,4,8,6,0,11,3,0,0,0,42,6,11,10,14,10,0,10,53,0,111,14,30,14,62,42,0,8,7,3,185,23,85,10,55,11,0,0,9,0,188,11,89,9,70,50,4,0,15,0,253,6,3,0,5,9,0,0,0,0,19,9,5,27,12,14,0,0,12,0,72,12,5,9,7,12,6,8,14,33,100
LGA51610,88,6,0,0,9,0,11,14,0,136,9,0,18,0,0,0,19,0,0,49,4,0,11,0,6,0,0,0,0,23,0,0,3,0,3,0,0,0,0,7,14,0,26,0,13,0,11,7,0,66,6,0,4,0,0,5,0,0,0,21,10,0,0,0,9,27,0,4,0,52,3,0,6,3,0,7,0,3,0,24,0,3,6,3,4,5,22,0,0,46,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,3,0,0,0,3,0,0,0,0,9,0,14,7,0,7,0,0,0,0,30,3,0,0,0,3,0,3,6,0,21,4,0,7,15,6,0,3,0,0,38,3,30,0,17,5,0,0,5,0,73,7,29,3,23,15,0,3,0,0,79,0,0,0,0,4,0,0,0,0,6,3,0,24,3,0,0,0,0,0,38,3,0,0,0,3,0,0,0,3,20
LGA51680,129,3,9,0,10,4,14,74,0,249,31,35,107,4,19,0,97,14,3,316,27,0,67,6,20,13,20,14,0,169,8,11,3,0,3,0,12,0,0,41,42,12,165,0,36,0,58,50,6,375,27,8,16,0,21,15,7,11,0,100,24,0,20,6,9,111,12,23,0,201,12,0,13,32,6,4,5,18,0,92,14,3,13,5,26,4,68,3,0,136,3,3,5,0,0,0,0,0,0,6,3,8,0,0,28,0,0,0,0,42,8,0,3,0,5,13,0,0,0,29,16,49,15,0,36,0,3,0,0,128,3,7,10,4,18,0,6,25,0,68,12,20,10,68,46,0,15,14,0,179,19,92,9,50,20,0,0,18,0,208,22,70,11,109,32,0,5,6,0,248,8,3,14,0,0,0,0,8,0,42,14,3,70,10,23,3,4,4,0,122,15,9,35,0,20,4,14,18,34,148
LGA51710,0,0,0,0,0,0,0,0,0,0,11,10,26,0,5,0,35,8,0,93,0,0,3,0,0,0,0,0,0,3,0,0,14,0,10,0,0,4,0,24,5,3,29,0,11,0,8,11,0,66,0,0,6,0,0,0,4,0,0,7,10,0,0,0,5,6,4,0,0,21,9,0,5,7,0,0,0,7,0,31,15,0,4,3,7,4,9,9,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,12,5,0,10,9,0,0,0,34,0,59,30,42,15,63,36,3,12,20,6,225,3,21,5,11,5,0,0,3,0,55,0,3,0,10,5,0,0,3,0,25,6,6,5,12,4,0,0,6,0,34,4,0,13,0,0,0,0,0,3,20,3,3,4,6,3,0,9,6,4,43
LGA51750,30,3,0,0,6,0,3,7,0,53,138,167,20,3,31,3,13,9,6,383,55,26,11,5,3,9,3,10,0,126,12,21,0,0,3,0,0,0,0,41,83,44,61,0,28,8,8,28,0,264,37,21,4,0,8,11,4,0,0,92,97,40,16,3,20,213,8,19,0,413,49,4,20,168,8,19,5,38,0,308,22,26,4,4,22,0,22,3,0,103,4,35,7,0,4,0,0,0,0,49,47,115,0,0,31,5,0,0,7,208,19,29,3,0,24,69,0,0,9,149,129,593,21,0,78,11,0,3,6,850,20,37,9,7,16,5,0,19,4,120,57,96,8,31,40,4,0,0,4,241,68,341,11,117,39,0,0,4,3,580,64,603,18,101,132,5,4,9,4,929,28,40,4,38,13,0,0,10,0,128,24,28,26,41,3,4,0,9,0,139,53,56,10,18,24,6,13,6,27,213
LGA51820,87,45,38,0,49,24,19,135,7,406,440,889,1048,27,335,3,725,214,63,3736,683,436,1468,39,490,163,494,534,49,4344,99,148,172,5,140,15,73,49,14,715,673,396,2831,25,642,88,386,745,69,5855,318,217,219,4,316,233,305,124,36,1774,872,265,301,46,327,2913,256,500,27,5498,545,38,503,1001,108,504,92,796,21,3617,316,241,179,77,632,88,1153,264,35,2985,52,148,89,0,55,37,4,10,4,396,181,451,25,8,629,58,0,6,29,1386,103,62,52,7,172,323,20,52,14,800,517,2217,649,16,708,40,56,58,33,4296,182,227,250,141,206,24,76,668,19,1788,466,854,327,892,857,9,54,157,67,3686,405,3127,210,1287,514,9,9,219,33,5817,460,3654,373,2721,1373,44,81,317,60,9087,175,190,68,347,86,48,3,61,3,988,219,185,1150,467,274,38,50,209,17,2601,393,409,551,124,398,191,313,305,450,3132
LGA51860,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,12,0,0,0,0,7,0,23,0,0,0,0,0,0,0,0,0,5,6,5,0,3,0,3,0,0,0,19,8,0,0,3,0,0,0,7,0,27,3,3,0,10,6,0,5,10,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,14,8,7,8,3,7,0,0,5,0,37,0,15,0,11,5,0,0,0,0,29,0,0,0,5,4,0,0,0,0,11,3,4,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,4,0,4,0,4,0,0,0,8,0,21
LGA51890,29,0,3,0,0,0,6,11,0,52,13,28,207,0,7,0,310,30,11,608,15,8,107,0,11,7,53,39,0,242,9,12,110,0,33,4,22,29,9,223,4,0,105,0,22,0,37,79,0,252,0,3,11,0,3,8,3,0,0,29,38,0,11,3,11,187,4,48,0,302,35,6,34,53,6,27,7,95,3,266,9,0,4,3,21,8,61,3,0,98,0,0,0,0,0,3,0,0,0,8,0,0,0,0,26,0,0,0,0,29,0,0,0,0,7,3,3,0,0,17,3,17,24,0,12,0,0,4,0,61,0,0,17,6,0,0,13,57,3,99,12,23,13,27,36,0,15,30,8,163,21,107,15,109,20,0,0,14,0,283,6,78,22,159,44,0,0,38,0,352,7,0,5,0,9,0,0,0,0,24,9,3,82,19,20,0,0,16,0,160,7,4,26,5,10,3,13,24,40,136
LGA51960,0,0,0,0,0,0,0,5,0,7,28,32,189,9,30,0,292,20,7,598,4,4,23,0,5,0,21,0,0,58,0,0,0,0,0,0,0,0,0,5,5,0,12,0,12,0,20,4,0,55,0,3,0,0,5,0,6,0,0,18,9,0,4,0,5,58,3,11,0,92,5,0,9,13,0,0,0,27,0,61,0,0,7,0,7,0,34,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,6,0,5,0,21,4,3,7,0,6,0,0,0,0,19,0,0,0,0,3,0,3,13,0,23,10,9,3,26,17,0,10,16,0,86,4,39,5,29,10,0,6,10,0,100,0,21,0,22,14,4,0,4,0,63,0,0,0,0,0,0,0,0,0,3,3,0,19,0,0,0,0,3,0,26,3,9,4,4,0,0,15,4,28,56
LGA52030,97,5,4,0,10,0,6,24,4,148,3,4,4,0,4,0,19,0,0,34,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,12,0,4,0,10,6,0,32,0,3,0,0,3,3,0,0,0,16,3,0,0,0,0,14,0,0,0,17,6,0,4,7,0,0,0,7,0,27,0,0,0,0,0,0,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,8,4,3,4,4,9,0,7,0,0,32,9,10,0,9,0,0,0,0,0,27,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,3,4,0,0,0,4,0,0,4,24
LGA52100,139,0,7,0,12,0,11,20,0,197,0,0,3,0,0,0,3,6,0,7,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,6,0,6,0,5,3,0,21,13,0,6,0,10,8,4,4,3,35,8,3,4,0,0,20,0,3,0,38,7,0,0,4,4,0,0,3,0,20,0,0,5,0,6,0,16,3,0,32,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,3,3,0,0,3,8,0,8,4,0,34,4,19,0,7,0,0,0,0,0,35,0,10,0,16,4,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,3,0,0,0,23,3,0,0,0,0,0,0,0,8,15
LGA52170,37,7,0,0,10,0,6,13,0,75,103,128,19,0,10,0,12,0,3,280,52,24,17,4,14,4,3,9,0,126,12,10,0,0,6,0,0,0,0,31,59,47,53,0,21,4,0,14,3,203,24,12,0,0,3,17,3,0,0,58,69,24,15,4,9,136,11,14,0,277,49,3,11,122,7,14,3,21,0,223,14,21,6,5,18,3,13,3,0,85,10,27,0,0,6,5,0,0,0,47,51,115,0,0,40,4,0,0,18,222,25,31,0,0,27,92,0,0,4,183,92,431,18,0,53,0,0,0,8,613,21,18,6,4,6,0,0,11,0,70,35,78,10,17,8,0,0,3,0,150,35,226,7,64,17,3,0,4,3,361,40,543,8,64,83,4,0,0,3,745,10,31,0,31,7,0,0,3,0,81,20,11,17,36,6,0,0,0,0,90,58,61,3,8,22,4,0,6,29,190
LGA52240,189,3,13,0,13,0,10,58,4,286,0,0,0,0,0,0,0,0,0,9,8,3,4,0,4,0,6,12,0,37,5,0,0,0,0,0,0,0,0,5,4,0,7,0,0,0,7,4,0,20,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,5,0,0,0,11,3,0,0,3,0,0,0,0,0,13,3,0,0,0,0,0,13,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,5,0,21,7,9,0,7,0,0,0,0,0,33,0,4,0,13,0,0,0,0,0,15,0,5,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,0,0,12,3,0,0,0,0,4,3,0,10,24
LGA52310,78,0,6,0,4,0,0,28,3,122,0,0,8,0,0,0,6,0,0,11,0,0,0,0,0,0,3,4,0,11,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,9,4,3,20,3,3,0,0,0,0,0,5,0,11,11,0,5,0,0,16,0,7,0,39,4,0,0,3,0,3,0,9,0,21,0,0,0,0,3,0,12,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,3,6,4,0,8,0,8,9,0,26,4,10,0,7,5,0,0,5,0,39,3,15,5,11,13,0,0,5,0,46,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,12,3,0,5,0,3,4,0,4,0,18
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,27,10,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,12,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
