LGA_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
LGA56620,3,0,0,0,3,24,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,4,8,27,0,33,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,0,0,0,9,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,0,0,0,9,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,0,0,0,9,3,0,12,0,0,0,0,0,4,0,4,4,19,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,4,0,4,4,18,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
LGA56730,41,5,0,5,45,14,0,58,0,0,0,0,0,0,0,0,0,0,0,3,177,14,0,4,200,4,0,4,207,22,0,233,37,8,0,0,46,0,0,0,49,3,0,52,61,6,0,0,63,0,0,0,69,3,0,71,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,102,8,0,0,117,3,0,0,121,9,0,128,5,0,0,0,5,0,0,0,5,0,0,5,4,0,0,0,4,0,0,0,3,0,0,3,6,0,0,0,6,0,0,0,5,0,0,5,110,8,0,0,122,3,0,0,123,9,0,133,14,4,0,0,20,0,0,0,21,19,0,35,0,0,0,0,0,0,0,0,0,0,0,0,123,13,3,0,144,3,0,7,147,26,0,172,61,4,0,0,64,0,0,0,63,7,0,68,57,0,0,0,59,3,0,3,67,0,0,69
LGA56790,7,0,0,0,7,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,29,10,0,0,42,0,0,0,38,12,0,49,3,0,0,0,3,0,0,0,3,0,0,5,8,3,3,0,8,0,0,0,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,3,0,20,0,0,0,20,6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,3,0,20,0,0,0,20,6,0,23,3,0,0,0,7,0,0,0,5,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,16,3,3,0,23,0,0,0,22,3,0,26,4,4,0,0,11,0,0,0,11,0,0,11,3,0,0,0,9,0,0,0,9,0,0,5
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,44,10,0,0,49,0,0,0,49,0,0,52,11,0,0,0,11,0,0,0,11,0,0,11,7,5,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,24,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,25,0,0,0,24,0,0,24,10,0,0,0,11,0,0,0,11,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,27,9,0,0,30,0,0,0,30,0,0,30,23,5,0,0,28,0,0,0,28,0,0,30,20,0,0,0,20,0,0,0,20,0,0,20
LGA57000,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,48,0,0,0,48,8,0,53,0,0,0,5,5,0,0,0,5,0,0,4,117,30,0,5,153,0,5,5,156,10,3,168,26,5,0,0,28,0,0,0,28,0,0,34,16,4,0,0,16,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,9,4,0,50,0,0,0,48,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,40,9,4,0,54,0,0,0,54,0,0,59,18,8,0,0,26,0,0,0,23,0,0,26,0,0,0,4,4,0,0,0,4,0,0,4,53,21,4,4,77,0,0,0,80,3,0,81,18,7,0,0,30,0,0,0,26,9,0,41,18,9,0,0,21,0,0,0,25,0,0,25
LGA57140,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17,0,0,0,17,8,0,23,3,0,0,0,3,0,0,0,3,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,8,3,0,11,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
LGA57210,17,0,0,0,18,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,74,15,0,4,94,0,0,0,95,10,0,101,23,8,0,0,24,0,0,0,24,0,0,24,18,12,5,0,27,0,0,0,27,6,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,14,3,0,49,0,0,0,49,4,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,14,3,0,49,0,0,0,49,4,0,59,10,6,0,0,13,0,0,0,13,6,0,21,0,0,0,0,0,0,0,0,0,0,0,3,43,21,3,0,67,0,0,0,67,9,0,83,31,0,0,4,35,0,0,0,35,5,0,33,24,9,0,0,29,0,0,0,27,6,0,37
LGA57280,80,9,3,6,85,18,0,105,0,0,0,0,0,0,0,0,0,0,0,3,357,30,19,13,419,9,3,15,431,21,0,456,99,0,3,0,104,0,0,0,109,3,0,108,65,6,0,0,84,0,0,0,84,0,0,83,7,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,177,11,9,7,195,0,0,0,194,3,0,198,7,0,0,0,7,0,0,0,7,0,0,6,0,0,0,0,5,0,0,0,3,0,0,3,6,0,0,0,8,0,0,0,9,0,0,7,179,13,9,7,202,3,0,3,203,4,0,206,24,8,3,0,32,0,3,3,39,8,0,42,0,0,0,0,0,0,0,0,0,0,0,0,206,17,11,10,236,4,3,6,243,7,5,258,92,0,5,0,103,0,0,0,103,4,0,103,36,6,0,0,47,0,0,0,47,0,0,51
LGA57350,4,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,8,0,0,0,8,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57420,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,28,4,3,0,44,0,0,0,44,0,0,43,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,4,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,9,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,9,4,0,16,5,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,14,0,0,0,14,4,0,14,6,0,0,0,6,0,0,0,6,0,0,6,3,3,0,0,8,0,0,0,8,0,0,8
LGA57490,768,21,5,25,786,103,0,894,4,0,0,4,7,0,0,0,7,0,11,17,3042,263,141,64,3509,67,11,78,3588,216,25,3824,706,46,19,5,777,8,3,10,790,37,0,826,805,89,27,10,936,15,0,17,950,28,0,977,23,0,6,0,32,0,0,0,32,0,0,34,12,0,0,3,12,0,0,0,14,0,0,19,1544,138,54,23,1757,20,5,23,1778,72,0,1852,15,0,3,3,23,0,0,0,24,5,0,25,37,3,0,0,49,3,0,5,57,0,0,59,55,4,4,0,70,10,0,8,81,8,0,81,1597,144,54,25,1826,29,3,35,1860,74,0,1938,338,49,31,12,429,10,5,14,437,64,5,505,0,0,0,0,4,0,0,0,4,0,6,10,1937,197,85,35,2257,45,7,48,2307,133,10,2453,895,63,23,5,991,13,6,8,1001,44,0,1046,924,89,46,5,1061,19,3,22,1089,51,0,1140
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,219,3,0,3,220,16,0,241,0,0,0,0,5,0,0,0,5,0,4,8,835,88,45,19,980,9,0,9,989,35,8,1034,198,19,0,0,216,3,0,3,215,10,0,225,201,17,12,0,224,0,0,0,230,11,0,238,8,0,0,0,16,0,0,0,16,0,0,14,0,0,0,3,5,0,0,0,5,0,0,4,403,31,19,7,457,9,0,9,463,18,0,487,3,0,0,0,5,5,0,5,11,0,0,11,11,0,0,0,17,0,0,0,17,0,0,19,18,3,0,0,20,5,0,5,27,0,0,28,422,35,17,4,480,6,0,6,489,18,0,507,107,11,3,4,129,0,0,0,132,13,0,146,0,0,0,0,0,0,0,0,0,0,0,0,531,48,19,12,608,12,0,12,619,35,5,652,220,12,7,0,238,4,0,4,245,7,0,251,212,37,15,0,261,6,0,6,266,8,0,274
LGA57770,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,3,17,0,0,0,17,0,0,19,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,5,0,6,0,0,3,0,0,0,3,0,0,3,6,0,0,0,6,0,0,0,6,0,0,6
LGA57840,112,5,3,7,121,23,0,144,0,0,0,0,0,0,0,0,0,0,3,3,758,75,10,8,851,14,3,13,866,47,6,919,193,14,0,0,211,9,0,8,220,13,4,231,238,28,3,0,265,0,0,0,263,4,0,273,3,0,3,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,439,39,6,0,487,7,0,8,497,22,4,516,8,0,0,0,8,0,0,0,8,0,0,7,8,5,0,0,9,0,0,0,9,0,0,9,13,5,0,0,14,0,0,0,14,6,0,17,448,39,6,0,503,7,0,8,513,23,4,534,71,5,0,4,83,0,0,0,86,7,0,96,0,0,0,0,0,0,0,0,0,0,0,0,527,47,6,4,587,7,4,9,595,37,5,631,272,31,3,0,305,5,0,14,316,21,0,338,274,30,6,0,311,5,5,4,316,12,0,326
LGA57910,800,22,7,30,836,166,4,1007,6,0,0,7,14,0,0,0,12,0,18,30,4075,621,61,53,4813,90,19,110,4923,291,29,5241,923,141,14,3,1079,16,3,15,1095,49,0,1146,1187,136,14,7,1345,9,4,10,1357,43,0,1398,21,7,5,0,36,0,0,0,36,0,0,38,8,0,0,12,21,0,0,0,18,0,5,25,2142,285,35,22,2478,26,4,29,2511,97,7,2610,17,3,0,0,22,0,0,0,22,3,0,26,46,6,0,0,48,0,0,4,55,6,0,66,58,12,0,0,77,0,0,4,80,9,0,94,2203,299,33,20,2555,30,6,32,2587,109,7,2701,346,69,9,6,421,13,9,21,440,115,0,562,0,0,0,3,9,3,0,3,12,0,12,24,2547,366,41,31,2988,41,17,54,3040,222,24,3285,1281,197,18,0,1488,26,4,35,1527,55,4,1583,1500,201,9,16,1728,8,6,9,1735,58,0,1795
LGA57980,84,0,0,0,84,9,0,87,0,0,0,0,0,0,0,0,0,0,3,3,366,30,3,0,402,10,0,9,417,24,4,443,96,12,0,0,107,0,0,0,112,9,0,122,94,10,0,0,106,3,0,3,105,0,0,109,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,186,28,0,0,219,0,0,3,222,10,0,229,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,7,0,0,0,7,0,0,7,196,25,0,0,227,0,0,3,229,10,0,241,33,0,0,0,41,0,0,0,41,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,228,29,3,0,260,0,0,3,269,8,0,277,105,15,0,0,124,6,4,3,133,8,0,137,107,15,0,0,119,0,0,4,128,13,0,135
LGA58050,788,28,4,36,822,154,4,977,8,3,0,8,20,0,0,0,20,4,14,42,3243,436,93,70,3838,81,19,93,3938,289,34,4255,771,84,22,0,883,18,0,21,906,37,6,952,796,114,26,12,951,11,0,12,960,32,0,995,18,7,10,0,32,0,0,0,32,4,0,31,8,5,0,7,18,0,0,0,18,6,0,19,1594,209,58,17,1880,28,0,32,1915,79,9,2000,14,0,0,0,19,4,0,4,22,0,0,20,24,11,0,0,37,0,0,0,32,0,0,39,43,8,0,0,56,3,0,3,57,4,0,64,1638,223,57,20,1935,31,0,34,1971,84,9,2062,374,78,19,16,484,14,4,13,498,106,3,606,0,0,0,3,8,0,0,0,8,0,5,15,2022,293,75,45,2433,45,3,53,2480,181,14,2680,997,108,30,5,1137,14,5,19,1159,47,0,1204,1005,139,24,9,1173,28,4,29,1201,49,0,1249
LGA58190,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA58330,22,0,0,0,22,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,54,10,4,0,69,4,0,4,72,5,0,77,14,0,0,0,14,0,0,0,15,0,0,21,18,0,0,0,19,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,0,0,33,0,0,0,38,6,0,44,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,0,6,29,4,0,0,33,4,0,4,40,6,0,48,10,0,0,0,10,0,0,0,10,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,42,4,0,0,48,4,0,4,49,3,0,59,14,4,0,0,23,0,0,0,24,9,0,28,6,5,0,0,12,0,0,0,14,0,0,18
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3
LGA58470,3,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
