SED_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
SED52505,0,0,0,9,45,39,359,382,80,49,36,24,20,10,15,1061,3,0,0,5,39,13,19,5,0,0,3,0,0,0,0,86,0,4,11,53,138,196,516,223,41,38,43,33,18,0,8,1332,0,0,6,36,105,170,651,317,20,29,26,46,21,10,19,1460,0,0,0,3,34,73,306,276,30,30,16,15,12,0,5,807,0,0,0,0,7,23,33,41,6,5,22,21,3,0,8,161,0,0,0,12,25,14,63,27,3,5,9,4,5,0,10,172,22,100,561,545,745,362,797,485,47,29,39,28,16,9,72,3848,0,0,10,12,25,26,37,33,5,4,5,4,10,3,10,185,0,0,0,27,32,14,38,32,3,5,4,6,4,0,14,193,9,9,122,165,301,285,1126,585,74,98,69,74,38,20,70,3040,65,244,919,1209,2503,2313,9031,6041,839,757,697,723,367,116,487,26308
SED52604,0,0,0,3,51,36,36,35,12,8,12,19,12,0,6,225,0,0,0,10,100,16,14,13,4,5,0,0,0,0,0,169,0,5,6,34,44,48,57,19,10,3,3,8,7,0,5,254,0,0,3,34,97,247,816,356,52,33,53,48,35,24,23,1823,0,0,0,4,10,3,8,4,0,8,7,34,9,0,0,90,0,0,0,0,0,4,12,11,4,0,4,7,0,0,0,44,0,0,0,4,6,19,32,25,5,9,0,8,3,0,3,124,24,108,820,929,1657,1144,2617,1032,98,88,64,77,41,13,132,8833,0,0,7,21,25,30,45,24,5,4,5,5,12,0,5,190,0,0,0,16,40,10,10,15,3,6,3,9,9,0,0,124,8,26,139,149,278,280,613,252,43,57,48,66,41,8,38,2053,75,286,1172,1547,3090,2365,5168,2494,354,317,315,454,237,69,302,18235
SED52702,0,0,0,5,21,14,21,17,0,5,0,0,0,0,0,90,3,0,3,8,28,10,4,0,0,0,0,0,0,0,0,65,3,0,14,19,14,6,25,4,0,3,0,0,0,0,3,104,0,4,13,49,71,88,221,75,8,11,15,7,4,5,11,583,3,0,3,9,10,6,0,3,0,0,0,6,0,0,4,40,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,10,0,0,0,0,14,16,33,26,4,0,0,7,3,0,4,110,74,203,1343,1008,878,501,849,264,22,17,16,13,15,7,121,5331,0,5,26,26,28,31,45,30,0,0,3,4,3,6,14,222,0,0,0,0,4,4,5,6,3,0,5,0,0,0,5,35,35,41,194,168,215,147,208,102,11,7,8,10,4,0,30,1192,236,584,1952,1701,1825,1127,1887,814,81,73,81,67,41,27,257,10752
SED52803,0,0,0,8,39,42,238,258,34,41,58,70,14,9,22,843,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,0,0,4,5,3,10,4,6,0,0,0,0,0,0,0,28,0,0,5,5,15,43,276,120,6,26,25,27,34,4,11,591,0,0,0,4,0,6,13,5,3,0,0,6,0,0,0,43,0,0,0,0,0,0,0,4,0,0,0,6,3,0,0,14,0,0,0,3,6,26,65,50,22,17,7,16,0,3,10,217,11,43,240,184,104,90,164,111,4,13,25,14,6,7,36,1060,0,0,7,5,4,8,13,14,0,0,0,0,0,0,4,60,0,0,0,4,0,0,8,19,3,0,0,8,6,0,0,50,3,15,42,46,66,79,433,259,52,57,93,114,54,34,29,1376,28,124,380,426,618,728,2387,1749,230,276,372,455,186,109,229,8298
SED52903,0,0,0,0,23,10,69,118,23,8,21,22,16,0,9,319,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5,0,0,4,7,4,10,3,5,0,0,0,0,0,0,0,31,0,0,3,9,12,22,70,30,0,5,4,7,0,0,0,156,0,0,0,0,5,0,19,10,0,0,6,4,0,0,0,45,0,0,0,0,0,0,7,26,0,4,4,0,0,0,0,43,0,0,0,0,7,16,22,24,0,6,7,15,0,0,7,102,4,31,166,112,112,94,203,108,12,9,20,37,14,0,30,945,0,3,7,10,8,10,22,14,4,3,8,8,0,0,0,86,0,0,0,0,3,0,15,13,4,6,4,0,0,3,5,47,0,10,26,43,41,50,142,105,23,42,38,139,62,33,22,791,11,84,268,287,350,341,906,717,114,137,174,359,141,62,137,4090
SED53004,0,0,0,18,40,9,27,29,9,0,4,7,0,0,8,150,4,0,3,9,36,23,18,9,0,0,0,4,0,0,0,112,0,8,15,21,43,18,34,7,0,0,3,0,0,0,0,157,0,0,8,39,70,113,423,179,23,29,20,31,13,5,0,962,0,5,10,8,12,5,12,3,3,0,0,4,0,0,0,64,0,0,0,0,5,0,8,13,0,0,0,4,3,0,0,35,0,0,0,0,6,15,30,33,7,4,4,8,3,0,0,107,66,190,821,704,887,552,1308,650,37,50,31,34,13,0,75,5422,3,0,7,23,17,26,29,23,3,0,3,16,6,3,0,154,0,0,0,33,44,24,28,16,10,4,0,5,4,0,5,176,21,31,156,143,271,186,397,229,31,25,29,25,11,0,21,1558,169,458,1368,1403,2088,1403,3271,2002,185,179,163,198,83,21,198,13186
SED53105,0,0,0,9,60,43,603,793,126,87,38,79,15,18,15,1883,0,0,0,4,31,7,8,0,0,0,0,4,0,0,0,58,0,0,0,13,27,35,127,63,4,5,0,5,4,0,3,292,0,0,0,28,77,89,411,170,31,0,20,26,13,8,21,890,0,0,4,0,6,18,69,44,3,5,3,3,4,0,10,166,0,0,0,0,0,3,16,27,5,0,0,3,3,0,0,70,0,0,0,0,14,18,60,34,3,0,3,17,0,0,13,168,43,138,1026,562,484,316,682,452,32,23,28,28,10,0,120,3954,0,0,9,7,15,11,40,34,4,0,0,0,0,0,6,139,0,0,0,7,18,20,25,23,4,3,0,9,3,0,5,117,5,25,141,137,266,257,751,311,49,55,39,47,31,9,100,2215,82,287,1354,996,1474,1396,5028,3476,435,360,322,430,172,64,499,16382
SED53204,0,0,0,4,93,65,202,230,25,20,20,25,7,0,8,703,3,0,0,14,72,29,10,14,0,0,0,0,0,0,0,147,0,0,3,24,41,45,86,35,3,3,4,6,5,0,7,258,0,0,5,27,64,138,651,245,33,38,27,35,19,8,12,1300,0,0,3,5,22,15,32,19,0,0,0,0,0,0,0,108,0,0,0,0,3,6,13,22,0,0,0,6,0,0,0,59,0,0,0,4,33,22,63,41,13,0,7,6,8,3,4,202,29,76,538,452,553,341,887,474,52,37,34,18,16,3,51,3565,0,0,3,10,11,24,54,18,3,0,0,4,3,0,4,135,0,0,6,67,547,340,220,146,34,27,6,25,11,5,35,1476,8,15,137,196,454,678,1293,594,90,58,53,60,32,7,44,3715,82,285,1043,1201,2672,2628,5822,3295,446,320,275,402,174,76,280,19001
SED53306,0,0,0,7,44,52,227,257,61,23,50,37,11,4,23,802,4,0,0,0,10,6,11,4,0,0,0,0,0,0,4,40,6,4,8,12,9,7,18,15,0,0,0,3,0,0,3,77,0,3,16,34,34,63,344,168,32,0,25,9,5,0,9,746,0,0,0,0,0,0,16,33,3,0,6,0,0,0,0,71,0,0,0,0,0,6,9,7,0,0,0,4,0,0,0,31,0,0,0,3,16,19,54,44,12,8,22,7,0,4,7,201,87,276,1357,840,606,342,1121,583,45,50,27,37,24,9,139,5552,0,3,13,11,16,12,29,18,6,0,4,8,0,0,3,122,0,0,0,0,8,5,16,16,9,7,9,6,3,0,3,77,23,36,101,108,103,68,363,229,25,26,33,35,16,0,19,1185,179,537,1709,1305,1218,914,3073,2197,298,199,262,283,106,47,317,12645
SED53402,0,0,0,7,58,39,88,130,24,11,25,25,12,0,10,413,13,7,13,21,104,33,23,20,0,0,0,0,0,0,9,230,0,7,9,38,68,51,48,16,5,4,0,0,0,0,0,252,0,0,12,27,73,80,121,44,8,10,8,15,4,0,5,399,0,4,15,23,21,15,34,38,7,12,11,32,21,0,4,235,0,0,0,0,0,8,23,43,3,3,0,15,0,0,0,107,0,0,0,9,23,25,53,46,6,5,7,3,8,5,5,200,48,103,575,479,509,359,525,294,38,27,26,28,5,10,74,3098,6,0,10,19,28,22,53,44,3,6,14,4,7,0,0,214,0,0,0,92,240,121,89,80,27,10,18,14,16,0,23,742,26,36,180,212,268,402,595,399,104,109,134,116,32,4,36,2662,181,450,1222,1377,2061,1777,3044,2320,471,405,497,551,220,38,281,14893
SED53502,0,0,3,8,47,63,442,472,81,51,70,82,39,4,21,1381,9,0,8,3,31,17,4,15,0,3,0,0,0,0,5,100,0,0,5,12,19,23,27,22,0,0,3,0,0,0,4,118,0,0,8,13,32,54,173,57,8,6,5,4,4,9,0,368,0,0,0,7,16,19,44,25,11,0,3,7,4,0,7,147,0,0,0,0,0,3,8,8,4,0,7,5,0,0,0,31,0,0,0,0,8,15,56,27,4,4,7,6,6,0,7,152,59,164,986,637,480,270,474,226,19,15,15,12,12,5,103,3466,0,0,0,20,23,21,32,27,0,10,4,3,0,0,3,149,0,0,0,15,39,21,33,24,6,4,6,8,0,3,10,163,17,33,145,128,162,178,477,270,48,43,26,58,33,18,60,1686,169,564,1584,1178,1465,1158,3133,2106,319,234,249,307,156,65,353,13045
SED53602,0,0,0,14,84,65,283,207,47,25,31,38,17,0,13,822,5,0,3,23,93,28,11,11,0,0,0,0,0,0,0,182,0,4,12,29,35,34,43,15,3,0,0,0,0,0,6,182,0,0,3,18,65,52,104,43,0,4,0,5,0,0,5,302,0,3,8,19,16,13,50,26,3,3,8,23,0,0,0,176,0,0,0,0,0,6,15,24,3,9,4,4,0,0,0,57,0,0,0,4,32,44,192,108,46,12,28,18,0,0,8,506,27,120,590,358,259,131,159,66,10,7,7,7,4,0,62,1820,0,0,4,13,3,14,19,3,4,0,4,0,5,0,0,79,0,0,0,173,861,583,579,376,78,79,67,99,48,7,130,3091,21,26,256,269,418,1025,2128,1051,321,271,302,327,97,27,143,6691,118,409,1397,1462,2699,2872,5388,3162,735,668,769,896,310,76,615,21575
SED53701,0,0,0,4,18,6,55,104,23,13,24,23,8,3,8,290,4,0,0,4,13,3,0,0,0,0,0,0,0,0,0,20,0,0,3,6,5,5,13,0,0,0,0,0,0,0,0,32,0,0,3,13,25,42,123,51,7,4,6,12,5,7,3,296,0,0,0,0,3,0,3,3,0,0,0,3,0,0,0,14,0,0,0,0,0,0,10,4,0,0,17,28,13,0,0,71,0,0,0,0,6,3,18,9,8,0,7,3,7,0,9,81,45,177,743,504,376,220,501,170,11,12,15,21,4,0,124,2926,0,0,13,19,16,19,8,11,0,0,4,0,3,0,0,91,0,0,0,7,15,6,11,8,0,0,0,0,4,0,7,56,11,29,113,62,75,53,111,64,12,13,11,50,17,90,28,742,112,356,1047,887,871,597,1166,626,92,70,123,189,79,104,273,6579
SED53802,0,0,0,24,61,70,163,195,51,21,24,30,9,6,10,666,12,9,15,17,71,19,22,27,0,0,0,0,0,0,4,202,0,3,12,37,61,48,66,18,4,0,0,0,0,0,5,267,0,3,7,41,177,155,230,66,8,0,0,11,6,0,5,705,0,4,10,22,25,17,38,37,6,10,5,24,4,0,4,215,0,0,0,0,0,0,25,51,0,9,6,16,4,0,4,122,0,0,0,11,19,26,76,45,12,7,10,4,4,0,9,236,37,116,539,301,338,178,292,164,15,17,18,12,4,3,33,2074,0,0,3,13,13,19,22,28,5,5,8,10,3,0,3,124,0,0,3,179,509,278,246,188,52,33,17,32,16,0,58,1614,37,43,212,277,359,557,886,607,210,132,129,155,43,11,74,3743,217,812,1643,1539,2517,2146,4054,3086,711,525,558,746,268,48,387,19242
SED53902,0,0,0,7,49,28,57,84,14,14,14,8,10,5,5,309,24,3,8,5,76,19,17,19,3,0,3,0,0,0,8,188,0,7,22,31,45,48,66,17,11,6,3,5,3,0,3,271,0,5,12,88,218,239,303,74,3,9,6,10,14,5,13,996,0,0,14,17,24,23,27,28,6,0,10,48,8,3,4,205,0,0,0,0,5,3,19,44,0,4,7,4,0,0,4,91,0,0,0,4,16,12,51,32,5,3,7,4,6,3,4,155,48,145,538,441,492,335,475,255,15,14,27,28,12,9,71,2903,0,5,13,15,18,32,35,30,9,3,7,7,3,0,4,171,0,0,0,122,232,92,76,74,10,19,27,28,14,4,39,736,45,68,150,194,280,450,590,380,104,95,122,148,69,14,61,2772,260,781,1331,1340,2130,1870,2920,2161,407,377,491,603,264,70,341,15341
SED54006,0,0,0,0,18,19,123,232,62,45,45,43,7,0,11,612,0,0,0,0,9,4,0,5,0,0,0,0,0,0,0,23,0,0,4,9,10,7,14,6,0,0,0,0,0,0,0,47,0,0,9,14,37,49,255,77,9,8,19,8,0,0,3,491,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,7,13,5,0,5,9,0,0,0,40,0,0,0,0,8,5,32,23,6,5,0,4,0,0,8,86,81,183,1023,656,422,230,530,212,17,3,10,18,0,0,162,3555,0,3,23,30,11,5,20,6,0,0,0,0,0,0,3,105,0,0,0,3,6,0,8,4,0,6,0,0,0,0,0,34,3,17,79,63,80,56,144,63,6,0,19,12,16,4,56,631,160,438,1346,1075,954,638,1623,912,123,116,153,182,56,30,352,8156
SED54104,5,0,3,9,26,15,58,51,17,11,14,29,6,0,4,252,8,0,4,5,50,10,16,19,0,0,9,3,5,0,6,127,7,4,29,76,87,87,142,80,19,23,32,50,51,8,10,702,0,5,13,64,125,127,325,101,9,15,10,12,23,7,7,859,5,8,6,29,38,25,34,45,6,6,11,19,12,0,0,240,0,0,0,10,54,11,21,24,7,0,0,5,5,0,11,144,0,0,0,10,14,17,38,31,6,5,13,16,0,0,7,164,53,177,611,498,538,451,790,399,61,87,55,77,70,36,76,3977,0,3,28,48,42,36,108,89,20,24,29,28,44,20,15,537,0,0,0,43,48,16,31,30,17,16,19,34,5,4,0,268,26,36,147,149,256,285,546,415,120,124,157,236,126,23,35,2683,202,459,1170,1499,2135,1786,3508,2470,588,703,772,1164,763,190,296,17694
SED54203,0,0,0,6,17,9,49,76,16,10,13,17,4,9,9,229,0,0,3,0,3,0,7,0,0,0,4,0,0,0,0,21,0,0,0,0,3,4,5,0,3,0,0,0,0,0,0,20,0,0,0,3,12,23,71,18,0,0,4,0,0,0,3,133,0,0,0,0,0,0,9,6,3,0,0,3,5,0,0,29,0,0,0,0,0,0,5,14,3,0,10,3,0,0,0,34,0,0,0,3,3,8,20,24,7,9,10,9,0,4,7,91,5,38,237,134,94,64,152,77,8,5,18,21,8,0,46,902,0,0,0,9,4,9,8,7,6,3,11,11,10,9,3,87,0,0,0,0,49,28,22,15,0,3,0,0,0,0,7,134,4,18,43,32,68,62,116,107,16,21,41,75,19,11,18,643,24,98,355,305,409,378,812,619,120,101,181,244,78,44,132,3900
SED54304,0,0,0,14,48,48,110,127,25,24,33,72,23,8,7,543,0,3,3,12,63,31,19,18,6,4,7,6,6,0,0,196,0,4,9,46,63,94,155,76,26,26,29,36,34,0,9,611,0,3,10,21,96,122,234,64,9,4,11,35,15,7,12,648,0,0,3,11,10,5,27,20,0,10,10,23,3,0,3,136,0,0,0,0,12,8,32,105,13,8,19,27,7,0,6,241,0,0,0,7,16,21,103,71,20,26,19,30,16,4,8,333,21,71,447,466,567,475,828,445,64,67,85,136,78,33,87,3867,0,4,12,18,33,43,81,64,29,24,31,69,30,10,17,459,0,0,0,136,246,63,76,70,20,33,28,39,14,8,22,761,27,28,141,192,248,400,651,658,189,247,339,570,259,46,77,4082,135,504,1101,1342,2226,2117,4160,3465,862,1074,1443,2044,1010,271,518,22271
SED54403,0,0,0,9,36,33,294,421,90,63,69,74,20,5,24,1140,0,0,0,0,9,0,9,6,3,0,0,0,0,0,0,30,0,0,6,8,22,9,24,3,0,0,11,8,0,0,0,90,0,0,4,13,28,58,258,98,6,6,12,32,19,6,8,547,0,0,0,0,3,5,32,22,5,0,7,13,4,0,0,106,0,0,0,0,0,0,7,26,0,0,4,5,0,0,0,40,0,0,0,0,17,22,90,89,18,18,12,22,11,0,11,305,4,24,199,182,202,125,337,157,23,22,16,33,15,3,50,1390,0,0,4,0,7,19,24,20,0,7,3,8,0,0,5,91,0,0,0,4,5,6,13,28,4,8,10,10,0,0,0,86,3,11,48,55,81,100,427,281,53,53,65,92,54,21,52,1391,10,55,336,466,811,764,2768,2119,337,317,356,536,218,94,287,9469
SED54505,0,0,0,10,27,22,63,73,4,8,6,4,4,0,4,232,6,0,0,3,30,13,12,6,0,0,0,0,0,0,0,73,0,6,12,77,168,169,402,174,43,31,30,42,28,4,12,1190,0,0,12,32,112,117,228,91,18,8,16,0,5,6,9,662,5,6,5,17,68,124,313,249,29,32,27,53,27,0,0,940,0,0,0,0,22,43,42,38,4,5,8,11,6,3,0,175,0,0,0,10,21,24,32,15,6,11,0,6,0,0,0,128,67,146,595,436,545,268,552,275,29,27,32,40,15,0,56,3092,3,0,4,25,14,26,47,35,10,3,4,6,5,0,0,182,0,0,0,34,65,44,23,18,16,13,10,12,0,0,5,239,28,26,126,166,286,213,489,345,58,60,51,67,24,15,25,1986,171,400,1056,1281,2931,2453,6553,4210,673,583,583,680,336,84,338,22333
SED54605,0,0,0,5,52,36,112,119,20,15,12,29,8,3,9,414,4,0,0,3,15,5,3,10,0,11,0,3,0,0,3,63,0,0,5,18,8,11,14,4,0,0,0,0,0,0,0,66,0,0,13,15,49,49,145,94,7,13,7,17,0,0,8,415,0,0,0,0,5,0,7,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,3,12,16,41,53,8,5,7,3,7,0,0,165,82,299,1894,1240,945,444,960,463,27,29,17,26,24,0,133,6587,0,5,10,10,19,19,30,18,0,7,0,6,5,0,0,126,3,0,0,0,9,10,30,25,4,0,3,5,0,3,0,106,20,33,171,158,146,186,210,130,19,17,14,25,7,3,30,1179,148,544,2370,1760,1711,1161,2309,1456,144,159,127,189,89,38,276,12490
SED54701,0,0,0,3,20,11,65,139,28,29,42,47,19,12,20,428,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,3,0,3,15,0,9,10,3,4,0,0,0,0,0,0,53,0,5,8,9,13,28,226,64,8,6,33,40,29,8,6,468,5,0,0,0,0,3,5,11,0,3,0,0,5,0,0,37,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,19,0,0,0,0,6,9,61,16,15,14,5,6,6,0,3,129,38,144,488,249,175,92,179,80,8,11,12,16,6,0,80,1586,0,4,5,10,12,10,16,8,3,0,0,0,0,0,0,67,0,0,0,0,5,10,6,8,4,3,3,0,3,3,0,40,7,15,55,33,48,34,175,100,29,20,22,41,35,54,26,702,92,269,678,475,589,415,1097,691,148,124,187,224,134,101,241,5460
SED54804,0,0,3,7,26,24,31,33,15,8,6,12,7,5,5,174,3,6,8,3,58,12,15,29,0,7,7,0,0,0,5,160,0,3,7,13,33,42,72,23,8,9,5,3,7,5,5,233,0,0,12,43,86,208,316,138,26,6,48,50,11,5,8,962,0,0,8,6,10,3,19,17,0,0,0,0,0,0,3,67,0,0,0,0,10,5,8,7,6,5,4,5,0,0,0,41,0,0,5,0,8,10,28,15,3,6,0,3,7,0,3,101,54,131,517,449,570,422,803,588,55,57,68,75,54,15,71,3932,0,0,6,26,29,31,51,55,13,13,10,18,15,0,7,282,0,0,0,19,39,18,6,10,0,0,10,6,4,0,4,114,25,29,98,134,234,298,656,530,116,144,134,186,81,6,43,2707,166,439,930,1012,1688,1632,3200,2525,357,383,434,553,270,75,284,13942
SED54905,0,0,0,12,38,28,65,50,18,13,19,31,4,0,7,278,5,3,4,10,55,19,6,14,0,7,3,0,0,0,5,129,0,5,11,63,103,104,153,50,11,14,18,18,11,3,3,561,0,3,11,52,86,119,230,95,20,30,17,19,18,0,3,702,0,0,7,8,26,15,33,33,4,3,10,21,0,0,0,176,0,0,0,0,10,10,19,23,0,4,8,3,0,0,0,84,0,0,4,4,22,27,57,35,8,14,0,11,4,5,9,195,53,152,587,480,503,340,551,255,33,37,39,51,33,9,80,3211,0,4,17,17,34,24,58,42,7,9,13,12,13,0,13,263,0,0,0,41,57,30,26,28,19,5,11,12,9,4,8,234,27,31,152,159,256,287,513,376,95,79,106,196,95,25,50,2457,181,409,1109,1305,2151,1821,3109,2146,436,424,521,715,382,87,306,15099
SED55005,0,0,0,6,67,60,380,275,43,46,33,36,12,0,14,973,0,0,0,3,30,13,11,13,0,0,5,0,0,0,0,70,4,5,12,37,128,115,350,154,8,16,15,10,11,0,14,872,0,0,10,57,72,113,529,164,9,8,9,28,3,8,7,1022,0,0,6,8,43,66,193,183,13,13,14,23,15,0,9,593,0,0,0,0,4,23,26,36,3,6,13,16,0,0,0,126,0,0,0,4,31,19,83,40,8,15,5,7,0,0,10,223,31,94,744,650,590,310,542,209,13,17,7,10,17,0,65,3312,0,0,7,20,13,13,34,19,4,9,0,4,0,5,0,127,0,0,0,9,37,23,29,34,3,12,3,0,0,0,12,171,12,13,136,144,252,388,976,479,87,84,66,77,33,14,45,2808,81,252,1125,1289,2168,2313,7842,4520,618,608,551,728,274,87,408,22874
SED55102,0,0,0,5,35,34,202,148,24,3,14,6,9,0,17,505,0,0,0,5,33,5,10,15,4,0,0,0,0,0,5,76,0,4,4,17,20,28,59,22,0,0,0,3,0,0,11,175,0,0,3,20,49,93,458,156,17,13,20,20,8,3,26,893,0,0,3,0,11,9,32,20,0,0,0,0,0,0,7,87,0,0,0,0,3,0,0,9,0,0,0,0,0,0,4,21,0,0,0,3,4,4,55,36,3,8,5,9,0,0,10,147,36,119,803,633,670,510,1107,393,30,20,16,34,11,7,148,4532,0,0,21,10,17,22,34,28,8,6,3,7,0,0,7,157,0,0,0,0,19,14,30,17,9,0,7,4,0,4,48,150,15,28,114,104,179,241,1047,312,32,22,24,28,16,7,101,2277,91,334,1158,1104,1564,1433,4491,2027,239,170,168,234,103,43,627,13801
SED55202,0,0,0,4,71,57,564,781,107,77,67,74,29,13,25,1870,0,0,4,9,22,10,16,9,0,0,0,0,0,0,0,73,0,4,10,56,91,72,163,48,4,17,5,0,3,0,7,478,0,4,7,39,53,35,131,91,9,0,0,10,0,0,5,386,0,9,9,10,8,16,120,137,9,27,20,31,16,5,5,431,0,0,0,0,0,3,19,31,3,7,4,0,0,0,5,74,0,0,0,9,22,20,172,82,16,15,14,12,4,6,0,369,46,171,1132,734,607,209,260,112,11,4,10,9,13,0,92,3419,0,3,12,6,16,20,19,17,0,0,4,0,0,0,0,109,0,0,0,7,52,22,55,43,5,11,5,13,6,0,10,234,13,27,169,197,255,360,971,514,145,79,62,101,34,18,78,3034,123,495,1655,1521,2091,1659,5374,4027,617,522,552,803,268,89,438,20253
SED55306,0,0,0,0,14,7,57,36,13,3,5,12,5,0,8,168,0,0,0,0,15,0,0,4,0,0,0,0,0,0,0,30,0,6,3,8,8,8,7,10,0,0,0,0,0,0,0,52,0,0,10,36,74,68,179,77,13,12,3,17,11,0,0,508,0,0,0,0,0,0,12,20,0,3,0,3,0,0,0,46,0,0,0,0,0,0,3,21,3,0,0,6,0,0,0,51,0,0,0,0,9,9,34,23,8,0,3,8,5,0,0,101,80,232,971,649,560,300,582,272,34,20,26,38,25,14,131,3936,3,6,10,30,19,27,41,26,3,11,0,5,6,5,6,187,0,0,0,3,3,11,16,25,4,3,0,7,0,0,3,69,18,27,94,84,101,79,194,112,25,35,29,36,16,3,17,866,168,406,1267,1100,1155,780,1620,1002,156,140,133,188,96,43,264,8527
