SED_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
SED54905,3,12,31,100,37,30,28,12,4,256,6,15,45,129,53,51,39,10,5,342,0,6,5,45,17,6,8,0,0,89,0,0,0,17,0,0,6,0,0,29,5,14,8,22,3,0,3,0,0,61,5,0,0,7,4,3,0,3,0,20,5,19,21,29,15,16,18,7,0,133,0,6,10,27,23,19,12,0,0,94,0,0,5,9,6,10,10,6,0,42,0,4,6,41,14,17,6,0,0,92,11,52,68,374,104,78,83,44,18,828,34,53,110,318,127,124,109,96,66,1049,1028,2237,3066,6096,2514,2380,2261,1115,437,21150,0,0,0,8,4,0,3,0,0,18,913,1598,2138,3151,1491,1375,1379,738,406,13185,0,3,0,9,0,3,0,0,0,10,0,0,0,9,0,8,0,0,0,20,0,0,3,53,4,3,0,0,0,60,0,0,0,7,3,0,4,0,0,19,0,0,4,34,12,11,10,0,0,72
SED55005,0,32,70,93,76,75,47,9,0,406,3,20,79,120,123,99,26,14,0,480,0,23,37,122,61,43,21,12,0,318,0,3,0,34,4,0,3,0,0,53,0,12,23,13,5,0,0,0,0,61,0,0,0,12,10,0,0,0,0,23,7,3,14,11,18,10,9,4,0,66,0,0,4,39,9,9,6,0,0,66,0,0,0,8,4,15,10,0,0,41,0,10,12,35,34,12,8,7,0,118,6,80,116,279,135,109,73,24,6,824,43,111,102,332,164,103,70,37,20,987,1789,4150,3525,7210,3453,2466,1788,718,216,25313,0,22,57,154,36,19,9,4,0,301,1637,3153,2001,2991,1395,892,756,338,155,13314,0,5,13,69,22,8,3,0,0,118,0,0,0,7,0,0,0,0,0,16,0,0,0,9,0,0,0,0,0,14,0,0,4,9,8,0,5,0,0,24,0,0,7,10,0,5,3,0,0,29
SED55102,0,3,16,19,16,16,5,0,0,80,0,29,69,141,110,62,28,9,0,454,0,0,6,15,13,7,5,0,0,40,0,0,0,5,0,0,0,0,0,9,0,8,12,12,0,0,0,0,0,41,0,0,0,3,0,0,0,0,0,6,0,12,5,12,8,22,8,4,0,83,0,0,5,35,22,16,4,0,0,86,0,0,8,13,6,8,8,3,0,51,0,6,19,57,37,32,17,3,0,166,0,24,125,286,138,98,70,37,7,792,50,153,137,422,272,198,94,48,11,1383,1804,4026,3320,7323,3663,2769,1832,788,157,25682,0,5,4,19,4,0,0,0,0,34,1492,3350,2139,4315,1944,1398,935,349,74,15997,0,0,0,3,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,5,0,0,0,3,5,0,0,0,0,13,0,4,0,4,0,0,0,0,0,11,0,3,8,12,0,9,10,4,0,41
SED55202,0,9,20,53,42,45,38,20,0,227,0,20,28,51,35,24,25,9,0,185,0,7,17,132,42,10,9,0,0,220,0,3,0,17,0,0,3,0,0,27,5,23,48,43,0,0,0,0,0,117,0,0,3,15,6,5,0,0,0,35,0,4,3,18,3,17,11,4,0,66,0,12,3,27,15,20,9,5,0,92,0,0,0,0,5,12,8,7,5,37,0,0,10,20,13,18,3,0,0,60,0,49,121,276,141,104,70,49,14,842,94,160,132,436,205,153,125,70,72,1442,1648,3252,3005,6878,3045,2524,2137,1177,382,24046,0,40,88,237,43,24,8,6,0,434,1463,2372,1744,2796,1291,1148,1062,545,263,12688,0,12,8,79,13,4,3,0,0,118,0,0,0,4,0,5,0,0,0,14,0,0,0,10,0,0,0,0,0,11,0,3,0,27,9,7,7,0,0,51,0,0,4,6,6,11,3,0,0,18
SED55306,0,0,0,3,6,3,0,0,0,17,0,17,18,68,54,41,32,6,7,245,0,7,0,10,7,0,0,0,0,24,0,0,0,8,0,0,0,0,0,8,0,7,3,4,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,6,0,12,11,23,15,12,22,8,0,99,0,3,3,7,9,0,0,0,0,33,0,0,0,9,3,12,17,3,0,51,0,0,0,8,17,14,10,0,0,52,0,15,14,57,52,44,51,35,15,285,56,154,91,430,246,188,169,122,47,1504,1132,3201,2062,4694,2928,2747,2859,1533,421,21589,0,0,5,7,5,0,0,0,0,16,1085,2682,1601,3668,2262,2114,2030,983,450,16860,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,18,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,43,12,7,5,0,0,80
SED55405,0,6,27,92,30,25,14,10,3,214,0,4,24,105,26,22,11,5,0,202,0,8,26,113,27,16,3,3,3,188,0,0,0,53,5,0,0,0,0,62,0,12,36,37,12,4,0,0,0,93,0,3,0,6,4,11,3,6,0,35,3,10,11,39,12,13,10,4,0,105,5,32,16,65,26,13,10,4,0,167,0,0,0,15,0,13,3,9,0,40,0,7,11,46,15,6,12,0,0,91,8,90,143,721,118,86,65,32,20,1295,64,83,229,666,195,148,78,82,79,1622,1332,2153,3644,9697,2724,2262,1606,871,416,24699,0,5,4,18,3,8,4,4,0,42,1232,1598,2087,3674,1299,1084,831,488,338,12639,5,3,8,39,0,4,0,0,0,60,0,0,0,9,3,3,0,4,0,17,0,9,3,63,7,5,4,0,0,87,0,3,9,9,6,3,4,0,0,38,0,0,8,48,5,8,5,3,3,88
SED55504,0,5,12,26,17,20,10,0,0,86,4,58,150,262,182,91,40,10,4,805,0,0,0,26,3,0,6,3,0,37,0,0,0,3,0,0,0,0,0,8,0,14,19,9,0,0,0,0,0,45,0,0,0,3,6,0,0,0,0,14,5,4,8,10,4,3,5,4,0,43,0,5,6,52,32,37,16,5,0,156,0,7,12,32,25,14,12,7,9,112,0,3,45,50,57,43,9,5,0,208,0,43,119,299,172,132,84,34,9,903,42,117,106,355,176,141,80,42,15,1068,1729,3869,3182,6873,3217,2507,1800,897,243,24317,0,0,0,14,0,8,3,0,0,29,1673,3211,1836,3816,1289,1018,819,403,159,14218,0,0,0,3,0,0,0,0,0,3,0,0,0,5,6,0,0,0,0,11,0,4,0,21,3,4,0,0,0,35,0,0,0,11,0,6,0,0,0,10,0,3,5,16,4,6,3,3,0,44
SED55605,0,0,0,12,11,10,3,0,0,34,4,31,72,167,95,65,26,17,3,470,0,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,7,8,10,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,7,6,29,12,15,5,4,0,79,0,0,5,7,3,0,0,0,0,15,0,11,7,28,12,23,12,15,0,111,0,3,5,27,20,23,5,3,0,84,0,18,39,86,85,82,52,24,4,388,52,152,155,483,232,146,74,34,18,1351,1806,4103,3541,6221,3464,2849,1496,764,201,24447,0,0,0,0,0,0,0,0,0,0,1492,3396,2465,4466,1999,1352,805,339,125,16444,0,0,0,4,0,0,0,0,0,7,0,0,0,4,4,3,0,0,0,9,0,0,0,12,3,3,0,0,0,22,0,0,0,3,0,0,0,0,0,3,3,7,0,31,14,8,4,0,0,72
SED55706,0,3,0,0,5,3,5,0,0,16,0,11,10,40,38,31,26,16,8,180,0,3,0,5,4,0,3,3,0,17,0,0,0,14,0,0,0,0,0,16,0,4,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,3,16,23,30,26,6,0,117,0,0,0,13,0,0,0,0,0,27,0,0,0,8,12,15,15,8,0,61,0,0,0,12,16,15,21,6,0,63,7,4,21,153,43,56,70,37,9,406,94,228,158,450,387,306,290,147,53,2110,1113,2804,1939,4343,3038,3355,3222,1519,404,21737,0,0,7,24,4,0,0,0,0,41,949,2288,1439,3184,1997,2225,1958,816,297,15140,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,38,15,15,13,0,0,85
SED55802,0,8,15,31,38,19,21,9,0,142,0,20,55,143,77,68,29,18,0,412,0,11,15,36,19,11,25,5,5,119,0,0,0,13,0,0,0,0,0,13,0,15,8,33,4,8,0,0,0,69,0,0,0,3,0,0,0,0,0,8,0,3,8,15,4,8,16,0,0,57,4,14,34,152,111,100,57,13,9,493,0,0,3,11,10,18,3,3,0,48,0,12,35,66,34,23,6,6,0,185,5,70,139,504,169,128,66,27,13,1119,75,134,96,409,152,110,48,37,17,1075,2288,3805,3394,8404,3047,2679,1547,741,235,26144,0,8,17,80,17,15,0,3,0,142,2013,2998,2324,4167,1608,1290,711,394,168,15675,0,3,0,13,0,0,0,0,0,25,0,0,0,24,13,9,9,0,4,66,0,3,0,30,5,3,3,0,0,42,0,4,0,18,7,8,5,0,0,51,0,6,5,15,5,6,0,0,0,36
SED55905,0,10,8,46,20,19,15,5,5,126,0,16,42,82,53,32,25,7,4,261,0,0,3,23,0,6,8,3,3,52,0,0,3,11,0,0,0,0,0,20,0,9,6,11,0,0,0,0,0,23,0,0,0,0,4,0,0,0,0,6,0,6,6,27,11,9,12,0,0,77,0,7,5,18,11,10,3,0,0,49,0,0,3,14,9,9,8,7,0,56,0,3,7,23,16,14,3,0,3,67,0,16,54,182,126,149,127,105,23,778,42,96,120,346,128,106,80,89,61,1063,1164,2170,2438,5366,2472,2417,1876,1197,453,19561,0,0,0,3,0,0,0,0,0,5,974,1790,1994,3339,1598,1459,1087,720,377,13325,0,5,0,19,3,5,0,0,0,34,0,0,0,17,7,15,10,0,0,50,0,0,0,34,0,4,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,31,8,9,0,0,0,60
SED59494,0,0,0,0,0,0,0,0,0,3,0,3,0,14,8,4,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,6,4,0,0,21,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,3,0,9,0,0,0,3,6,0,0,0,0,6,3,0,10,49,9,15,7,3,0,102,31,31,87,456,250,169,93,35,9,1156,149,244,414,1753,842,667,444,118,14,4639,5,0,0,0,0,0,0,0,0,13,119,194,247,755,298,267,167,20,4,2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,0,0,0,0,13
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,0,0,0,14,0,0,14,110,46,25,4,0,0,197,0,0,30,262,103,55,14,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,3,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
