SED_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SED51104,30,16,189,296,58,547,74,393,31,1633,118,179,478,547,251,411,171,326,36,2520,574,982,1372,916,783,448,531,650,136,6389,696,1172,1222,864,867,342,582,531,115,6386,718,963,1061,801,823,358,569,515,105,5901,333,456,588,419,490,258,359,361,46,3313,53,93,93,83,98,47,66,87,11,628,5,4,3,4,11,10,7,8,4,52,0,0,0,0,0,0,0,0,0,0,2520,3872,5004,3928,3382,2421,2362,2866,482,26826
SED51205,15,28,98,167,40,346,62,226,28,1005,94,332,484,600,247,437,223,455,86,2953,516,1829,1180,1079,781,467,795,885,154,7687,595,1552,1066,793,759,271,568,561,124,6290,388,750,735,503,555,195,453,552,73,4195,269,481,443,392,491,167,375,417,48,3072,84,140,129,98,140,51,85,111,15,858,11,19,5,3,9,6,8,11,6,77,0,0,0,0,0,0,0,0,0,3,1963,5129,4140,3637,3019,1943,2565,3217,528,26148
SED51304,12,32,112,334,64,486,47,309,15,1396,60,303,218,330,196,294,61,158,21,1640,284,1079,390,244,281,137,78,108,40,2643,1023,1983,520,322,584,199,97,113,69,4915,1218,1797,530,426,721,213,111,131,80,5223,709,1179,420,311,607,221,116,142,36,3749,227,438,129,79,244,112,68,69,23,1387,28,53,18,3,22,9,12,13,4,160,0,0,0,0,0,0,0,0,0,7,3567,6864,2346,2051,2722,1676,579,1038,283,21117
SED51401,25,4,130,82,32,203,42,232,24,778,91,80,216,115,103,111,103,213,13,1048,430,369,462,250,255,122,250,342,32,2523,642,379,426,314,315,157,294,274,50,2856,893,365,430,356,382,175,422,388,51,3454,1007,348,423,342,392,183,497,418,62,3670,560,125,123,103,128,75,162,155,37,1462,183,12,13,11,15,4,15,28,19,299,24,0,0,0,0,0,0,7,8,43,3866,1671,2228,1574,1614,1029,1796,2053,299,16128
SED51504,14,50,75,356,81,455,50,268,22,1361,64,425,215,460,209,294,63,183,17,1930,422,1703,408,517,360,207,154,433,68,4270,1053,2340,378,368,507,192,147,341,68,5394,1349,2308,307,306,624,232,96,129,56,5403,806,1455,255,226,427,183,65,112,37,3567,216,388,82,61,172,62,34,60,16,1086,37,59,13,6,32,14,4,14,8,174,3,10,0,0,5,3,0,0,3,24,3962,8734,1735,2297,2411,1640,612,1526,291,23208
SED51605,21,30,170,299,76,529,76,403,17,1613,104,297,444,442,248,377,166,285,24,2390,555,1568,1107,610,728,323,336,407,105,5737,954,1690,1129,625,896,286,374,375,109,6439,829,1146,960,577,928,328,445,468,93,5775,440,536,595,351,639,237,340,371,46,3557,92,151,111,64,109,61,73,109,10,775,13,10,0,3,0,9,0,18,3,56,0,0,0,0,0,0,0,0,0,0,3014,5420,4514,2976,3625,2148,1806,2429,421,26353
SED51706,17,10,206,216,49,417,50,370,21,1355,56,85,390,212,123,147,138,288,29,1467,250,514,972,324,382,259,417,477,68,3667,474,743,896,480,497,253,532,443,82,4401,581,686,805,523,565,255,596,468,74,4557,478,550,600,423,457,226,599,421,54,3818,228,154,124,76,99,54,129,105,17,990,64,10,8,3,7,5,9,24,16,153,14,0,0,0,0,0,0,0,3,12,2168,2746,4005,2264,2186,1621,2478,2592,360,20419
SED51804,11,73,57,463,60,338,51,219,11,1293,86,475,138,522,257,274,61,130,20,1967,419,1904,266,391,292,162,63,129,46,3678,894,1882,213,230,334,135,48,78,59,3887,1409,2180,189,253,489,213,62,84,70,4938,978,1726,162,188,395,177,40,91,73,3826,418,748,77,69,187,85,21,38,44,1673,102,149,8,12,40,26,5,9,22,376,3,8,0,0,3,0,0,0,4,27,4326,9148,1110,2131,2052,1415,352,785,348,21658
SED51902,24,31,237,261,66,494,89,380,32,1606,81,160,510,335,191,269,151,260,27,1979,423,787,1249,573,677,278,485,375,90,4932,730,967,1025,546,747,263,579,370,111,5344,760,867,897,546,815,264,557,367,98,5164,581,600,646,373,659,228,468,289,68,3904,160,156,149,80,150,66,126,99,12,1003,31,24,15,5,12,4,8,11,15,120,3,0,0,0,0,0,0,0,3,9,2795,3589,4725,2720,3307,1866,2450,2153,451,24059
SED52006,12,15,156,235,43,421,56,275,16,1222,40,114,290,279,97,229,121,200,20,1384,190,430,710,344,243,191,255,261,48,2669,369,595,654,447,373,196,384,261,59,3328,523,690,738,516,494,271,458,321,66,4076,461,607,610,439,483,262,431,292,57,3640,155,166,128,77,146,84,109,84,29,979,20,15,11,4,13,10,8,10,15,114,0,0,0,0,0,0,0,0,6,3,1766,2626,3289,2330,1892,1659,1828,1704,311,17412
SED52102,16,11,148,158,57,380,62,277,17,1134,51,115,390,304,191,296,179,273,38,1836,344,808,1016,484,579,254,443,376,112,4415,602,971,924,510,766,259,529,366,101,5024,491,602,742,435,689,246,562,391,83,4236,365,404,492,359,594,214,545,274,57,3311,110,131,119,77,175,58,127,93,9,894,9,6,12,4,15,7,11,11,0,67,0,0,0,0,0,0,0,0,3,9,1985,3063,3850,2327,3061,1705,2454,2059,428,20930
SED52205,12,25,87,227,30,304,34,204,10,929,78,279,262,555,161,263,79,201,20,1900,565,1885,838,677,422,219,190,308,93,5181,836,1804,730,416,421,160,199,265,79,4908,841,1559,553,410,513,193,218,253,61,4600,595,1173,437,333,469,196,218,276,55,3747,136,391,137,82,140,72,56,73,24,1117,17,43,3,7,12,11,6,13,4,125,0,5,0,0,0,0,0,0,0,9,3091,7153,3048,2711,2164,1410,995,1604,355,22527
SED52301,14,24,213,241,44,423,46,295,20,1314,56,127,344,258,125,196,92,209,20,1426,236,629,714,454,348,228,261,352,50,3265,410,742,612,428,417,222,264,331,39,3473,485,796,546,513,490,263,415,366,73,3944,401,517,452,407,441,211,434,337,48,3253,155,147,117,97,134,53,106,106,21,943,39,21,13,4,5,7,5,11,13,115,4,0,0,0,0,0,0,0,7,14,1798,3009,3002,2399,2011,1609,1627,2013,280,17751
SED52404,10,25,158,308,60,408,54,290,5,1320,76,270,303,371,160,296,75,167,21,1736,404,1203,892,421,469,230,175,218,79,4090,864,1531,872,459,637,170,177,215,71,4995,872,1326,666,469,683,224,203,256,66,4758,651,982,497,367,669,246,183,232,50,3875,166,268,153,86,208,74,65,79,14,1127,5,12,7,8,15,7,3,14,5,78,0,0,0,0,0,0,0,0,0,3,3054,5617,3548,2492,2911,1657,928,1468,309,21983
SED52505,16,37,138,274,68,534,92,350,21,1534,85,400,383,475,258,373,169,251,38,2424,644,2234,1082,757,928,403,470,402,127,7049,1153,2845,1176,847,1131,384,558,401,129,8628,806,1444,737,590,876,296,320,317,90,5490,615,888,508,372,688,256,260,268,42,3878,161,234,132,90,164,70,69,85,23,1031,23,14,9,0,15,6,3,18,4,89,0,0,0,0,0,0,0,0,0,7,3497,8090,4162,3405,4135,2322,1950,2091,471,30135
SED52604,10,23,147,299,56,477,58,311,9,1391,71,272,365,479,266,378,82,254,44,2209,342,1008,732,441,430,231,178,238,76,3670,661,1167,718,433,564,169,192,228,64,4211,928,1271,716,530,762,275,214,254,87,5042,679,1022,659,445,776,277,243,296,64,4463,138,202,143,85,191,86,69,82,17,1006,9,27,3,6,5,3,3,11,0,72,0,0,0,0,0,0,0,0,0,3,2844,4990,3491,2713,3054,1887,1036,1687,361,22065
SED52702,19,25,156,295,58,387,77,326,12,1357,51,170,311,279,156,211,91,188,23,1494,205,648,511,232,305,120,127,131,40,2318,640,1167,603,270,479,139,176,141,54,3673,971,1364,689,481,691,199,248,200,67,4898,725,1036,557,374,628,204,289,226,61,4088,238,371,178,85,176,81,89,70,27,1323,50,52,9,13,26,7,7,17,12,196,7,0,0,0,0,0,0,0,3,9,2907,4830,3018,2032,2523,1348,1097,1302,301,19361
SED52803,9,15,225,128,48,279,72,200,21,1001,32,215,458,164,167,133,289,207,27,1692,239,784,1089,389,434,184,767,334,60,4269,463,608,850,371,405,164,726,274,63,3917,411,460,754,331,430,171,760,281,71,3682,352,369,520,244,343,147,624,328,54,2991,101,73,113,47,93,35,170,88,22,735,14,9,5,9,14,0,8,12,6,65,0,0,0,0,0,0,0,0,0,0,1624,2531,4023,1667,1940,1110,3416,1712,324,18354
SED52903,3,22,62,124,57,168,12,151,24,621,46,174,138,207,107,69,46,155,29,964,339,989,440,621,358,161,143,344,88,3487,499,784,405,515,406,122,139,249,86,3203,496,569,351,394,372,126,175,220,75,2768,408,431,218,294,273,120,148,184,51,2121,122,122,70,80,79,45,70,66,19,687,24,4,4,3,10,4,0,10,10,68,0,0,0,0,0,0,0,0,0,6,1933,3099,1693,2234,1654,819,743,1378,370,13914
SED53004,16,30,143,273,61,473,39,294,11,1342,50,239,295,322,181,295,88,207,17,1683,312,1104,635,366,418,182,153,193,53,3410,771,1637,776,418,673,192,183,206,49,4904,731,1292,666,474,814,244,204,219,51,4691,569,884,557,401,760,236,214,217,48,3887,155,279,156,113,245,81,82,113,16,1237,9,24,10,7,23,9,3,14,6,107,0,5,0,0,3,0,0,0,0,6,2606,5487,3249,2374,3170,1709,968,1453,258,21267
SED53105,19,20,152,138,47,443,63,303,28,1209,81,200,447,394,201,292,170,290,35,2103,482,1211,1119,661,731,378,549,510,89,5743,738,1507,1142,761,901,353,576,509,100,6582,539,748,817,543,636,263,554,495,73,4666,267,353,446,307,429,157,397,326,49,2740,71,72,86,75,101,35,91,91,12,626,5,5,8,0,7,0,5,9,0,37,0,0,0,0,4,0,0,0,0,4,2211,4116,4215,2870,3055,1922,2398,2522,398,23712
SED53204,18,34,138,286,80,582,69,357,26,1588,87,294,387,458,282,450,149,278,29,2419,531,1263,960,650,743,350,304,337,94,5238,990,1637,1036,630,1002,378,379,448,98,6592,827,1098,915,628,905,341,456,474,92,5730,467,497,561,370,628,265,327,410,44,3557,76,112,90,62,146,49,86,86,3,722,8,8,11,7,7,3,4,12,3,59,0,0,0,0,0,0,0,0,0,4,3011,4936,4100,3078,3792,2428,1779,2401,382,25905
SED53306,12,9,134,225,44,388,52,287,27,1179,77,134,346,334,130,275,125,255,33,1705,285,521,833,545,329,292,397,380,71,3647,397,623,737,525,386,228,427,407,52,3789,456,624,671,522,413,255,480,345,61,3826,322,474,525,431,395,227,441,349,49,3202,80,114,92,81,98,67,104,96,8,744,6,13,10,4,14,8,11,8,4,79,0,0,0,0,0,0,0,0,4,10,1644,2507,3337,2666,1812,1743,2031,2126,312,18179
SED53402,9,22,64,195,37,293,37,197,4,861,79,359,238,471,233,334,108,209,30,2055,636,2428,822,722,708,334,289,386,98,6425,1035,2309,668,496,696,214,243,293,83,6027,876,1474,537,397,659,202,179,232,65,4627,518,862,342,299,543,171,184,232,49,3194,137,233,90,84,138,59,67,74,8,891,8,23,4,5,10,3,4,11,4,78,0,0,0,0,0,0,0,0,0,8,3292,7714,2754,2672,3025,1607,1113,1629,342,24156
