SED_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SED51104,0,0,0,0,0,0,0,0,0,17,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,6,0,11,0,0,0,0,0,3,0,9,0,11,0,24,0,0,0,0,0,14,0,13,3,31,0,73,0,6,0,6,0,18,6,24,0,29,0,86,0,10,0,30,4,79,3,32,14,40,0,215,12,38,3,91,8,133,6,46,19,37,0,395,12,23,0,110,21,139,7,34,17,33,0,398,24,28,0,157,19,148,10,23,11,21,0,443,177,44,6,394,57,304,24,27,35,29,0,1103,240,45,16,420,46,81,25,28,10,22,3,937,218,25,8,325,55,126,19,13,4,10,4,801,172,7,7,178,40,37,6,10,0,6,0,457,401,15,16,314,61,157,31,16
SED51205,4,0,0,0,0,0,0,0,0,23,0,28,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,4,0,0,0,13,0,22,0,0,0,0,0,3,0,7,0,10,0,17,0,0,0,0,0,3,0,10,3,20,0,36,0,0,0,5,0,6,0,34,0,18,0,64,0,9,0,4,0,33,0,34,7,35,0,124,4,13,0,8,0,72,4,39,5,45,5,201,3,31,0,29,8,169,6,57,13,62,0,380,21,59,0,82,3,184,3,66,4,58,0,483,29,40,0,127,9,149,8,42,3,43,0,442,43,35,0,129,13,153,8,40,4,41,0,476,212,69,3,311,46,267,14,45,8,52,3,1027,236,35,4,267,37,76,12,20,10,42,0,744,170,25,9,223,33,89,4,16,0,25,0,596,138,19,5,118,21,29,4,6,0,3,0,347,273,24,6,190,39,92,9,12
SED51304,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,4,0,0,0,3,0,11,0,19,0,3,0,0,0,8,0,5,3,10,0,29,0,9,0,5,0,16,0,13,3,11,0,54,3,5,0,23,0,18,0,11,3,27,0,83,7,4,0,27,0,37,0,4,6,17,3,106,13,3,0,50,4,39,0,13,0,14,0,137,40,33,3,185,11,126,3,19,17,50,0,490,78,36,0,301,25,54,7,20,0,28,0,545,119,30,3,365,42,100,3,20,6,27,0,727,186,15,0,275,39,29,8,16,5,18,0,591,862,72,16,1101,126,372,29,49
SED51401,3,0,0,3,0,0,0,3,0,9,0,19,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,7,0,3,0,9,0,21,4,0,0,7,0,0,0,4,0,17,4,32,9,0,0,4,0,8,0,13,3,21,0,57,3,3,4,10,0,17,0,11,0,18,0,71,10,13,0,26,0,44,0,23,0,30,0,148,14,15,0,64,3,64,0,15,0,34,4,213,19,3,5,72,7,49,5,13,4,19,0,203,33,5,3,83,5,59,0,13,4,11,0,215,64,14,8,158,35,101,0,12,13,19,0,420,103,11,3,147,25,32,13,10,3,17,0,367,84,11,0,115,24,39,0,5,4,7,0,292,59,4,7,64,8,21,0,6,0,0,0,173,141,4,0,111,25,53,8,5
SED51504,0,0,0,4,0,0,0,0,0,11,0,19,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,7,0,3,0,11,0,0,0,0,0,0,0,0,0,6,0,14,0,3,0,0,0,0,0,9,0,4,0,24,0,6,0,0,0,8,0,13,0,6,0,36,6,13,0,8,0,18,0,20,0,13,0,77,4,21,4,33,0,21,4,20,4,22,0,128,12,12,0,41,0,33,3,11,4,19,0,128,17,15,0,53,5,48,4,13,4,16,0,177,68,37,0,157,5,99,3,24,3,42,0,443,71,31,6,177,14,34,7,16,0,21,0,377,94,27,6,225,20,86,8,16,6,16,0,496,126,18,0,180,13,31,10,15,3,19,4,419,981,106,23,1344,96,557,19,67
SED51605,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,3,0,3,0,6,0,18,0,6,0,6,0,4,0,21,3,20,0,63,0,8,0,8,0,29,0,13,0,11,0,76,3,21,0,11,4,51,3,21,5,28,0,154,17,23,0,53,3,82,6,28,3,23,0,244,4,17,0,82,9,106,0,20,4,20,0,275,18,14,0,123,12,113,5,18,5,23,0,333,155,41,10,391,35,272,12,37,13,32,3,996,223,36,7,456,50,111,12,14,11,12,0,927,186,24,10,379,53,102,13,15,10,14,0,817,220,18,5,229,41,36,10,5,4,7,0,578,600,35,17,524,105,211,21,19
SED51706,0,0,0,0,0,0,0,0,0,4,0,10,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,8,0,9,0,0,0,0,0,0,0,4,0,5,0,21,0,0,0,6,0,3,0,11,0,24,0,49,4,8,0,7,3,19,0,14,0,24,5,85,0,7,0,30,5,45,0,22,5,26,0,144,7,13,3,46,9,61,6,30,5,31,0,208,12,14,4,84,3,80,6,13,8,17,0,248,14,11,3,100,9,95,3,27,4,24,0,290,94,32,4,276,32,216,7,32,21,26,0,738,124,27,12,336,35,74,28,9,3,16,0,667,138,11,5,265,34,66,13,9,7,16,0,562,126,8,8,155,15,29,3,7,0,3,6,354,299,17,17,254,51,69,20,3
SED51804,0,0,0,0,0,4,0,0,0,12,0,14,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,3,0,5,0,6,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,5,0,3,0,3,0,14,0,0,0,0,0,0,0,4,0,7,0,18,0,0,0,8,0,0,0,6,0,9,0,25,4,0,0,0,0,5,0,3,0,8,5,26,0,0,0,4,0,4,0,11,3,6,0,30,6,6,0,5,0,15,0,7,5,12,0,58,4,8,0,12,0,19,0,15,4,8,0,67,8,10,0,18,0,19,0,12,0,13,0,81,16,16,0,71,10,83,4,27,4,20,0,239,39,14,6,112,10,32,7,14,3,23,0,258,50,14,3,113,14,58,7,13,4,17,0,296,79,22,0,118,15,18,0,8,0,9,4,278,898,127,14,1202,136,655,26,104
SED51902,0,0,0,0,0,0,0,0,3,12,0,18,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,0,13,0,3,0,0,0,3,0,9,3,9,0,31,0,7,0,4,0,9,0,10,0,19,0,49,0,8,0,11,0,14,0,15,0,25,0,73,6,4,0,18,0,62,0,16,5,20,0,132,11,22,4,58,0,103,5,29,3,35,0,272,18,20,0,105,14,129,3,23,10,17,0,344,33,15,4,146,16,142,11,14,11,19,0,411,161,28,6,373,33,233,19,32,24,43,0,963,191,25,9,381,45,100,12,10,10,16,0,803,202,13,9,287,36,108,7,18,13,8,0,721,179,14,11,185,25,35,9,6,0,0,0,465,487,39,20,416,53,180,17,20
SED52006,0,0,0,0,0,0,0,0,0,8,0,19,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,3,0,6,0,11,0,0,0,0,0,0,0,7,0,13,0,25,0,0,0,3,0,0,0,9,0,20,0,38,0,6,0,11,0,15,0,17,3,24,0,68,7,13,0,12,0,29,0,28,0,42,0,126,3,13,0,31,0,49,3,18,3,37,0,155,5,17,0,45,5,55,3,25,11,21,0,178,14,15,3,51,0,60,5,17,3,26,0,196,62,28,6,168,20,139,10,21,20,20,0,501,89,16,6,195,21,57,10,17,9,10,0,439,137,12,10,167,21,69,16,13,6,6,0,455,98,8,3,134,14,13,10,9,4,8,0,299,307,20,11,271,43,96,14,11
SED52102,0,0,3,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,4,0,8,0,10,0,19,0,0,0,0,0,0,0,7,0,13,0,26,0,0,0,0,0,10,0,9,3,22,0,45,0,4,0,7,0,38,0,26,6,19,0,104,0,12,0,26,0,75,4,36,6,44,0,200,7,15,0,73,0,132,3,26,6,22,0,307,15,15,0,89,9,95,3,19,8,26,0,279,40,16,0,111,12,105,3,7,7,21,0,329,155,30,5,288,32,209,12,26,13,43,0,816,193,34,3,321,46,78,13,13,3,24,0,727,189,25,3,214,37,70,14,18,5,10,0,588,149,11,0,121,35,13,5,7,0,3,0,361,322,23,11,196,34,89,8,23
SED52205,0,0,0,4,0,0,0,0,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,4,0,5,0,18,0,0,0,6,0,3,0,15,0,22,0,46,0,6,0,3,0,16,0,14,0,19,5,63,5,11,0,7,0,27,5,18,5,27,0,106,8,19,0,29,0,45,8,26,3,34,0,172,8,20,0,37,6,51,5,18,0,20,0,158,8,14,4,55,8,43,0,8,3,20,0,167,66,46,3,153,18,111,10,27,9,17,0,466,66,40,4,210,31,50,10,24,3,10,0,455,84,27,8,194,41,71,8,15,7,11,0,461,102,19,6,138,21,21,8,9,3,5,0,333,398,52,11,444,74,151,27,30
SED52301,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,7,0,12,0,15,0,0,0,0,0,3,0,7,0,19,3,37,0,9,0,6,0,12,0,14,0,23,0,64,5,5,0,11,0,34,0,9,4,28,0,90,10,14,5,28,3,50,7,30,3,31,0,176,19,7,0,61,7,66,4,10,0,15,0,195,17,11,4,70,8,46,0,21,7,17,0,210,92,31,3,213,28,123,12,21,11,19,0,562,114,37,3,263,18,40,19,16,6,5,0,512,136,10,4,154,21,46,9,7,9,3,0,407,132,4,4,94,17,20,8,0,0,0,0,286,261,22,7,175,23,56,17,8
SED52404,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,3,0,9,0,0,0,0,0,0,0,4,0,3,0,9,0,0,0,3,0,6,0,7,0,20,0,39,0,0,0,8,0,10,0,11,0,12,0,53,7,11,0,12,3,22,5,20,0,32,0,106,3,24,0,24,0,49,3,17,0,32,0,155,15,21,5,62,5,58,4,17,0,26,0,204,15,10,9,80,6,63,8,11,0,21,0,220,59,35,7,254,35,143,9,35,10,39,0,630,134,37,9,320,34,68,15,23,4,17,0,656,144,19,6,342,49,72,13,15,8,12,0,676,154,26,3,233,37,31,8,6,0,12,0,513,625,56,14,659,78,265,23,19
SED52505,0,0,0,0,0,0,0,0,0,26,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,12,0,3,0,18,3,0,0,0,0,6,0,6,0,10,0,29,0,0,0,3,0,21,0,24,0,21,0,70,0,8,0,12,0,35,3,26,0,18,0,105,7,29,0,27,0,100,0,36,5,29,4,229,8,18,0,86,8,133,5,29,5,34,0,332,20,19,0,125,10,149,12,29,15,26,0,411,44,31,0,159,10,164,8,25,17,23,0,491,224,54,6,495,42,365,15,63,17,50,0,1328,310,51,4,572,62,118,17,35,6,28,0,1201,355,38,13,487,62,180,17,17,7,27,5,1215,337,21,6,286,46,54,15,11,0,8,3,789,879,59,8,583,85,295,28,31
SED52604,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,5,0,6,0,16,0,0,0,0,0,0,0,10,0,7,0,19,0,4,0,0,0,8,0,9,0,13,0,29,6,0,0,3,0,12,0,10,0,17,0,52,0,9,0,12,0,29,0,21,0,26,0,105,3,14,0,23,4,40,0,24,0,20,0,135,5,19,0,50,3,47,0,23,0,16,3,168,15,16,5,72,10,55,0,16,7,14,0,205,77,39,0,216,18,127,8,21,5,38,0,552,106,22,0,290,38,67,10,22,8,29,0,586,170,33,6,298,19,84,14,21,8,10,0,655,168,17,8,190,23,43,3,7,6,11,0,479,612,31,9,592,70,232,13,25
SED52702,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,4,0,3,0,9,0,16,4,0,0,5,0,0,0,11,0,11,0,28,0,9,0,5,0,10,0,0,0,14,0,35,3,8,0,10,0,19,0,8,0,34,0,85,10,12,0,38,0,31,5,10,4,27,0,139,3,14,0,32,12,44,0,17,9,29,0,159,14,11,0,74,13,58,3,13,3,22,0,214,64,37,0,193,21,142,10,26,11,40,0,544,94,25,5,289,30,59,12,18,3,28,0,569,132,27,3,290,22,83,18,9,3,12,0,605,173,16,8,197,28,42,5,9,3,5,0,485,541,41,13,543,58,258,30,30
SED52803,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,12,0,0,0,0,0,0,0,4,0,3,0,13,0,0,0,0,0,7,0,0,0,24,0,26,0,0,0,5,0,10,0,3,0,12,0,44,0,3,0,5,4,22,4,10,0,12,0,63,3,9,0,9,0,30,0,11,0,9,0,75,5,5,0,20,0,54,0,3,5,13,0,102,11,4,4,52,3,51,3,13,11,0,0,141,47,6,6,141,17,191,4,11,12,14,4,453,102,24,0,197,16,56,9,4,4,3,0,420,149,10,3,171,21,109,10,7,10,3,5,496,137,0,0,107,23,30,12,3,5,0,0,315,481,19,14,279,60,138,17,9
SED52903,3,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,8,0,16,0,0,0,0,0,0,0,0,3,14,0,13,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,4,0,6,0,106,4,119,0,0,0,0,0,5,0,9,0,68,0,85,0,0,0,3,0,6,0,14,6,127,0,155,7,3,0,0,0,14,0,14,0,84,0,123,7,13,0,9,0,23,0,20,3,57,3,130,5,9,0,19,0,27,0,18,0,36,0,117,5,15,3,12,0,22,0,3,0,10,3,89,17,8,4,35,3,29,3,8,6,9,4,124,79,9,6,98,19,55,6,11,10,15,0,311,103,11,0,110,18,24,4,3,0,6,0,286,125,7,0,120,15,26,5,4,0,6,5,322,89,3,6,46,21,15,3,3,0,5,3,188,222,10,4,117,28,41,8,4
SED53004,0,0,0,0,0,4,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,9,0,8,0,16,0,0,0,0,0,0,0,0,0,3,0,7,0,4,0,4,0,4,0,5,5,14,0,36,0,4,0,4,0,13,0,10,0,14,0,47,5,12,0,16,0,24,0,13,0,32,0,104,9,14,0,29,0,46,0,23,0,38,0,163,4,23,0,43,3,63,4,16,3,26,0,187,5,16,0,81,6,70,9,13,11,26,3,231,73,35,5,255,28,151,20,26,3,44,0,648,140,40,10,396,44,73,9,21,9,27,0,771,161,25,10,371,31,74,19,20,0,15,0,717,211,19,12,250,33,36,14,4,0,6,0,580,601,37,12,525,81,171,11,20
SED53105,0,0,0,0,0,0,0,0,0,11,0,21,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,6,0,8,0,6,0,0,0,0,0,5,0,8,0,18,0,0,0,0,0,6,0,9,0,12,0,33,0,5,3,0,0,13,0,13,0,31,0,76,3,8,0,10,0,28,3,20,3,31,0,95,3,9,0,15,0,83,0,35,6,42,0,207,15,15,0,73,8,124,4,29,9,21,0,306,17,15,0,125,8,128,0,30,13,34,0,374,25,29,3,158,14,127,5,23,9,18,0,420,164,29,12,370,60,231,17,44,23,38,0,983,211,27,9,397,49,95,26,10,8,24,0,863,240,25,4,316,35,106,8,14,4,11,4,765,198,14,9,170,33,31,12,3,5,0,0,479,399,18,7,313,43,131,17,19
SED53204,3,0,0,0,0,0,0,0,0,18,0,22,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,3,0,13,0,4,0,24,3,0,0,0,0,7,3,8,4,13,0,38,0,6,0,0,0,11,0,19,4,28,0,71,4,15,0,5,4,28,0,29,8,36,5,127,6,17,0,22,0,67,0,30,9,36,0,192,24,40,0,87,5,105,3,38,10,27,0,347,25,35,3,140,12,125,7,36,7,24,5,419,40,29,0,154,14,113,4,24,11,44,5,436,208,56,8,430,45,262,19,53,9,53,4,1144,278,35,16,519,56,108,25,37,16,19,0,1090,302,32,10,366,45,102,18,16,11,16,0,914,247,19,8,252,44,37,10,8,0,10,0,633,592,22,11,492,65,165,15,19
SED53306,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,5,0,14,0,8,0,0,0,0,0,5,0,23,0,37,0,7,0,0,0,7,0,18,4,37,0,70,0,3,3,5,0,24,3,22,3,45,3,108,0,15,0,6,4,70,0,24,4,43,0,174,6,26,0,36,9,76,4,32,8,51,0,246,11,13,0,67,8,80,5,28,4,30,0,232,11,13,0,77,3,93,3,12,11,18,6,250,95,31,10,209,23,161,11,24,23,18,0,608,83,21,9,239,22,54,20,13,8,9,0,479,118,12,4,183,21,67,10,13,5,5,0,445,100,7,0,108,12,23,8,4,7,9,0,272,246,24,16,213,40,89,9,10
SED53402,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,21,0,0,0,0,0,0,0,3,0,7,0,21,0,3,0,0,0,7,0,16,0,19,0,49,0,8,0,8,0,18,0,17,0,18,0,71,0,6,0,21,4,37,0,23,0,35,0,130,6,19,0,41,3,46,4,22,6,20,0,168,7,13,0,49,0,59,0,8,4,19,0,164,21,17,0,55,5,55,0,13,6,16,0,190,71,23,3,173,13,125,11,30,6,26,0,477,86,27,3,240,34,59,4,16,4,12,0,483,125,22,4,276,34,68,5,18,8,4,0,568,150,18,3,181,36,27,9,5,4,6,0,442,534,34,15,564,86,195,20,9
SED53502,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,5,0,3,0,9,0,0,0,0,0,0,0,0,0,9,0,13,0,0,0,0,0,6,0,5,0,8,0,22,0,5,0,3,0,5,0,12,0,16,0,49,4,0,0,5,4,20,0,22,0,14,0,68,4,7,0,12,5,54,4,33,4,38,0,154,11,16,3,75,0,94,3,21,9,24,4,249,8,23,0,63,8,99,3,24,10,22,0,253,28,15,0,122,16,79,5,12,3,20,0,299,127,33,4,298,40,187,15,29,14,37,0,777,173,20,9,321,42,63,7,15,9,18,0,673,170,18,9,216,23,80,13,10,7,11,4,564,160,4,6,119,21,23,6,3,4,3,0,359,357,22,12,305,49,120,15,9
SED53602,0,0,0,0,0,4,0,4,0,50,0,60,0,0,0,0,0,0,0,6,0,8,0,14,0,0,0,0,0,0,0,7,0,23,0,29,0,0,0,0,0,3,0,4,0,8,0,15,0,0,0,0,0,5,0,11,0,38,0,61,0,4,0,0,0,10,0,29,8,39,0,81,0,4,0,6,0,30,0,54,7,74,0,174,0,15,0,10,0,95,0,58,7,61,0,253,5,24,0,37,5,141,6,66,3,77,7,386,22,42,0,112,7,167,7,55,13,60,3,489,37,34,5,123,13,116,9,39,9,63,3,450,48,26,0,127,14,102,8,32,7,42,0,408,171,50,12,243,27,160,7,44,16,76,5,797,145,28,5,206,22,74,9,13,5,36,0,538,105,21,8,125,11,67,8,13,0,24,0,381,86,6,0,78,9,32,0,3,0,10,0,230,173,13,3,138,8,46,0,8
SED53701,5,0,0,6,0,0,0,0,0,5,0,11,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,7,0,0,0,11,0,25,0,0,0,5,0,3,0,0,0,0,0,13,5,0,0,14,0,7,0,11,0,15,0,56,11,4,0,8,0,10,0,4,7,15,0,59,4,7,0,20,3,32,0,9,7,25,0,105,12,11,0,52,5,53,3,15,3,20,0,185,7,9,0,51,4,54,3,15,9,14,3,170,16,10,3,87,10,52,0,5,3,20,0,215,85,21,4,184,14,110,8,11,14,21,0,484,100,14,7,167,16,52,3,7,9,6,0,382,93,8,5,117,16,39,6,6,8,9,0,319,91,7,0,79,9,19,5,5,3,0,0,213,185,15,7,135,22,59,12,10
