SED_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
SED53902,0,19,..,498,41,538,4,536,..,629,104,732,3,737,..,114,13,132,0,132,..,13,0,13,0,13,..,75,17,91,0,91,..,116,15,128,0,129,..,48,7,53,0,59,..,79,12,87,0,87,..,105,7,112,0,107,..,92,6,102,0,102,..,59,0,64,0,64,..,4,0,4,0,4,..,124,9,129,7,135,..,53,0,54,0,54,..,64,4,65,0,65,..,68,0,76,0,76,..,49,6,50,0,50,..,236,8,252,0,252,..,175,15,187,0,189,..,49,5,53,0,53,..,67,8,76,0,74,..,25,12,33,0,33,..,362,128,497,0,497,..,639,69,706,14,726,..,4750,746,5497,45,5540,..,83,20,102,808,903,15590,4831,765,5594,852,22037,30212,..,..,..,..,30212,..,52,0,53,0,53,..,221,41,265,0,265,..,16,0,16,0,16,..,442,145,587,3,590,..,735,204,936,5,941
SED54006,0,0,..,29,10,35,0,35,..,196,18,211,3,223,..,12,0,12,0,12,..,5,0,10,0,10,..,7,3,11,0,11,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,18,0,18,0,18,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,127,3,129,0,129,..,23,0,27,0,27,..,107,4,109,0,109,..,53,5,56,0,59,..,309,14,323,3,323,..,13,6,17,0,17,..,7,0,0,0,0,..,49,9,59,0,59,..,3,0,3,0,3,..,12,5,23,0,19,..,186,8,194,5,200,..,1166,125,1292,17,1310,..,117,3,116,1103,1221,19120,1281,130,1407,1121,21651,38184,..,..,..,..,38184,..,225,0,224,0,224,..,24,3,21,0,21,..,62,0,62,3,62,..,22,3,25,0,29,..,117,59,174,0,174
SED54104,0,40,..,395,22,418,3,421,..,186,14,197,0,200,..,166,42,204,0,205,..,4,0,6,0,6,..,81,9,91,0,91,..,10,0,10,0,10,..,54,0,60,0,60,..,128,10,136,3,134,..,74,6,83,0,81,..,104,11,114,3,114,..,88,8,96,0,96,..,0,0,0,0,0,..,31,8,41,0,41,..,43,0,43,0,43,..,218,13,227,0,228,..,60,0,60,0,60,..,66,6,72,0,72,..,375,23,396,0,397,..,194,14,205,7,207,..,99,5,99,0,104,..,63,16,76,0,76,..,8,0,8,0,8,..,133,22,159,0,161,..,494,29,524,12,534,..,4719,450,5170,53,5217,..,76,0,81,859,935,17896,4794,454,5241,912,24047,35125,..,..,..,..,35125,..,152,3,152,4,159,..,202,8,210,3,218,..,19,0,18,0,18,..,562,49,607,5,613,..,1861,299,2161,12,2173
SED54203,0,0,..,26,0,26,0,25,..,34,0,34,0,34,..,7,4,15,0,15,..,3,0,4,0,4,..,13,0,11,0,11,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,3,0,3,..,8,0,8,0,8,..,39,4,47,0,48,..,8,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,37,0,37,0,41,..,31,5,34,0,34,..,44,0,47,0,47,..,20,7,31,0,31,..,128,14,142,0,143,..,50,0,52,0,50,..,4,0,4,0,4,..,36,15,52,0,56,..,0,0,0,0,0,..,52,40,91,0,91,..,871,52,929,17,946,..,1505,164,1665,25,1693,..,54,4,58,1578,1633,6973,1552,171,1721,1604,10295,15446,..,..,..,..,15446,..,45,0,50,0,50,..,14,3,22,0,21,..,1370,103,1469,27,1493,..,13,4,17,0,17,..,91,12,101,0,101
SED54304,0,46,..,599,31,629,7,637,..,516,104,615,5,625,..,180,82,258,4,260,..,5,0,9,0,9,..,233,46,278,3,281,..,89,28,119,0,120,..,49,3,49,0,49,..,131,17,143,0,149,..,79,6,90,0,97,..,207,12,220,0,226,..,103,10,115,0,122,..,4,0,4,0,4,..,78,22,98,0,98,..,93,4,97,0,97,..,202,17,218,3,222,..,109,0,110,0,110,..,106,0,105,4,107,..,506,22,532,10,538,..,440,38,479,5,482,..,78,4,84,0,84,..,176,34,209,0,206,..,14,0,15,0,15,..,355,106,466,4,466,..,613,52,665,22,683,..,6693,1021,7714,80,7790,..,115,16,128,1549,1681,16569,6809,1036,7844,1628,26042,35017,..,..,..,..,35017,..,103,0,109,0,109,..,268,25,294,5,294,..,41,0,41,0,41,..,722,173,896,8,905,..,1979,406,2389,13,2404
SED54403,0,18,..,254,28,284,3,288,..,17,0,19,0,19,..,16,0,17,0,17,..,5,0,7,0,7,..,18,0,16,0,16,..,17,0,19,0,19,..,23,3,26,0,26,..,12,0,10,0,10,..,17,0,17,0,14,..,31,0,33,0,33,..,13,0,13,0,13,..,9,0,9,0,14,..,19,0,14,0,14,..,187,3,191,0,191,..,82,8,86,0,88,..,246,17,260,9,263,..,169,15,185,0,184,..,681,43,725,6,734,..,60,3,64,0,67,..,25,4,27,0,27,..,185,23,213,6,217,..,3,4,10,0,10,..,44,11,54,0,54,..,1139,67,1201,16,1222,..,3022,239,3259,41,3300,..,182,15,200,3039,3238,14455,3205,250,3459,3082,20991,31871,..,..,..,..,31871,..,240,3,244,0,245,..,69,7,71,0,71,..,1518,76,1597,20,1614,..,57,7,62,0,63,..,236,42,276,4,281
SED54505,0,122,..,1477,76,1550,0,1556,..,104,12,113,0,112,..,85,12,101,5,107,..,8,0,8,0,8,..,260,111,368,0,368,..,0,0,4,0,4,..,431,20,451,0,453,..,116,10,126,0,126,..,36,0,34,0,34,..,43,0,45,0,45,..,47,0,48,0,48,..,7,0,6,0,6,..,5,0,12,0,12,..,38,0,38,0,38,..,277,15,289,0,289,..,46,0,46,0,46,..,128,3,129,0,129,..,483,14,503,0,503,..,80,4,83,0,83,..,427,29,454,0,460,..,75,9,82,0,82,..,21,0,21,0,21,..,105,21,128,0,128,..,544,58,606,15,621,..,8106,1142,9248,51,9306,..,104,18,116,465,580,13543,8209,1157,9372,517,23426,26897,..,..,..,..,26897,..,127,0,127,0,127,..,318,25,344,0,343,..,9,0,13,0,13,..,1554,294,1851,10,1856,..,4498,998,5499,46,5544
SED54605,0,6,..,71,14,85,0,82,..,58,3,59,0,59,..,28,5,29,0,29,..,8,0,7,0,7,..,6,3,10,0,10,..,9,0,7,0,7,..,6,0,6,0,6,..,10,0,10,0,10,..,30,0,30,0,34,..,50,6,55,0,55,..,25,0,25,0,25,..,9,0,11,0,11,..,80,20,103,0,107,..,58,0,58,0,58,..,43,0,44,0,44,..,105,4,108,0,108,..,42,7,45,0,45,..,247,8,256,0,256,..,63,8,66,3,69,..,4,0,4,0,4,..,93,21,112,0,111,..,0,0,0,0,0,..,45,15,61,0,61,..,309,47,357,13,366,..,1463,211,1679,20,1697,..,87,8,95,1201,1297,17414,1550,219,1770,1221,20415,34724,..,..,..,..,34724,..,128,3,134,0,132,..,55,7,70,3,67,..,35,4,32,0,32,..,32,14,48,0,48,..,110,38,149,0,149
SED54701,0,0,..,47,3,47,0,47,..,39,7,43,0,43,..,4,0,3,0,3,..,3,0,4,0,4,..,9,0,9,0,9,..,0,0,0,0,0,..,19,0,23,0,23,..,3,0,3,0,3,..,10,0,10,0,10,..,9,6,10,3,15,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,107,4,107,0,107,..,17,0,20,0,20,..,70,4,72,0,72,..,68,40,107,3,107,..,266,46,311,3,314,..,19,0,23,0,23,..,11,0,11,0,11,..,40,7,47,0,47,..,0,0,0,0,0,..,21,10,30,0,30,..,257,78,338,8,345,..,1053,173,1225,20,1244,..,53,13,68,1778,1844,15334,1106,184,1291,1802,18424,31262,..,..,..,..,31262,..,320,3,323,0,325,..,18,0,14,0,14,..,58,0,61,0,61,..,23,7,30,0,27,..,58,24,80,0,78
SED54804,0,17,..,183,7,193,0,191,..,261,24,286,3,288,..,136,10,146,0,146,..,8,0,8,0,8,..,22,6,25,0,25,..,48,6,52,0,55,..,19,0,19,0,19,..,72,19,94,0,94,..,103,3,106,0,112,..,308,23,330,4,331,..,74,4,73,0,73,..,0,0,0,0,0,..,59,4,63,0,63,..,28,0,28,0,28,..,84,8,94,0,94,..,49,0,49,0,47,..,21,0,21,0,21,..,186,8,192,0,193,..,228,12,235,3,238,..,22,0,22,0,22,..,45,6,53,0,53,..,8,0,9,0,13,..,53,24,77,0,77,..,369,31,396,10,410,..,3226,322,3550,35,3587,..,72,12,86,1075,1164,19079,3295,338,3635,1115,23827,36750,..,..,..,..,36750,..,170,4,172,4,173,..,133,21,150,0,150,..,16,0,16,0,16,..,221,42,261,4,260,..,617,125,743,10,750
SED54905,5,55,..,406,33,435,5,438,..,199,10,206,5,212,..,94,23,120,0,117,..,4,7,10,0,10,..,89,25,116,0,116,..,13,0,13,0,13,..,56,5,53,0,58,..,150,19,169,0,169,..,64,8,70,0,70,..,64,8,74,0,74,..,38,8,44,0,50,..,0,0,0,0,0,..,26,0,28,0,27,..,51,0,51,0,49,..,249,21,271,4,274,..,60,5,63,0,63,..,75,6,85,0,88,..,436,29,468,3,473,..,165,13,181,0,180,..,64,0,63,0,63,..,90,18,110,0,111,..,24,9,32,0,32,..,113,36,148,0,148,..,495,67,562,19,581,..,4200,525,4731,59,4788,..,82,16,95,983,1079,16225,4286,544,4825,1038,22091,32114,..,..,..,..,32114,..,119,0,123,4,121,..,261,36,297,3,301,..,34,0,34,4,37,..,567,66,630,7,641,..,1353,251,1603,15,1613
SED55005,0,112,..,1852,185,2038,23,2058,..,105,14,119,0,119,..,32,0,32,0,32,..,28,16,39,0,39,..,84,29,110,0,110,..,5,0,5,0,5,..,339,13,356,5,364,..,137,34,166,0,166,..,31,5,38,0,43,..,29,0,27,0,29,..,33,0,33,0,32,..,14,0,17,0,17,..,21,9,28,0,30,..,173,0,169,0,169,..,345,48,387,3,387,..,258,7,262,0,264,..,296,13,315,0,314,..,1067,69,1138,4,1144,..,93,7,98,0,98,..,474,34,516,4,519,..,87,18,108,0,105,..,24,11,37,0,36,..,70,25,94,0,102,..,1206,251,1459,16,1477,..,8063,1439,9501,84,9589,..,146,38,185,801,981,15306,8210,1475,9690,883,25878,30470,..,..,..,..,30470,..,276,0,273,0,273,..,872,97,970,4,976,..,38,0,43,0,41,..,656,150,805,0,810,..,2363,973,3336,35,3369
SED55102,0,4,..,543,61,602,7,615,..,129,13,136,0,136,..,34,3,41,0,41,..,6,3,9,0,9,..,6,5,10,0,10,..,32,0,29,0,29,..,27,0,27,0,27,..,23,5,28,0,28,..,50,7,52,0,52,..,17,0,21,0,21,..,22,0,22,0,22,..,3,0,3,0,3,..,20,5,23,0,22,..,87,5,93,0,91,..,42,3,42,0,42,..,128,3,136,0,136,..,69,5,72,0,74,..,327,11,344,0,344,..,59,3,64,0,63,..,45,3,51,0,51,..,76,17,85,0,85,..,5,0,10,0,10,..,63,22,79,0,82,..,818,108,928,11,939,..,2986,340,3330,27,3358,..,82,7,89,962,1052,19613,3065,348,3410,991,24016,39078,..,..,..,..,39078,..,396,4,399,4,402,..,278,50,325,0,325,..,86,0,88,0,88,..,43,12,60,0,57,..,178,25,203,0,201
SED55202,0,72,..,1147,144,1287,3,1295,..,136,19,154,3,153,..,47,10,56,0,56,..,50,18,64,0,64,..,77,41,117,0,118,..,0,0,0,0,0,..,129,11,142,0,143,..,70,40,104,0,104,..,31,6,30,0,30,..,19,6,26,0,26,..,25,0,28,0,28,..,17,0,17,0,17,..,19,6,26,0,26,..,339,8,349,0,354,..,296,47,343,4,350,..,496,23,520,0,519,..,236,33,274,0,274,..,1370,118,1483,6,1492,..,68,12,83,0,83,..,258,44,306,0,306,..,120,29,145,0,148,..,41,13,48,0,51,..,105,55,159,0,162,..,1456,469,1922,31,1962,..,6561,1438,8003,72,8071,..,161,50,209,1240,1449,14939,6716,1494,8211,1310,24456,29688,..,..,..,..,29688,..,89,0,93,6,94,..,682,117,800,14,807,..,77,8,80,0,83,..,438,131,572,6,577,..,1061,438,1498,24,1518
SED55306,0,9,..,68,7,79,0,79,..,77,4,84,3,86,..,32,0,37,0,37,..,0,0,0,0,0,..,25,4,27,0,27,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,3,0,3,..,11,0,11,0,11,..,33,3,32,0,37,..,6,0,12,0,12,..,0,0,0,0,0,..,4,0,4,0,4,..,14,4,20,0,18,..,34,0,34,0,34,..,36,0,34,0,40,..,14,0,14,0,14,..,95,4,97,0,99,..,39,0,39,0,38,..,9,0,9,0,9,..,59,9,69,0,73,..,0,0,0,0,0,..,35,12,47,0,47,..,222,36,257,0,256,..,1133,100,1234,24,1258,..,76,6,85,1194,1283,20209,1211,114,1322,1214,22745,39323,..,..,..,..,39323,..,182,0,181,0,184,..,16,6,21,0,21,..,47,0,44,0,47,..,24,9,29,0,29,..,65,15,92,0,92
SED55405,0,39,..,1098,68,1165,14,1175,..,296,38,332,3,328,..,123,17,136,0,139,..,21,5,29,0,29,..,156,51,205,0,208,..,3,0,6,0,6,..,99,4,104,0,104,..,79,18,93,0,93,..,60,5,63,0,61,..,91,5,92,5,94,..,55,3,60,0,63,..,6,0,6,0,6,..,31,0,28,0,28,..,109,0,111,0,111,..,310,40,351,6,357,..,168,5,173,0,172,..,146,6,153,3,152,..,731,52,782,8,792,..,170,20,185,3,191,..,67,5,70,0,70,..,124,30,151,0,154,..,32,17,44,0,45,..,221,63,277,0,282,..,1023,135,1161,25,1177,..,6290,869,7164,87,7248,..,182,16,202,1425,1630,15042,6471,891,7365,1514,23917,30826,..,..,..,..,30826,..,90,0,90,0,90,..,425,73,499,4,501,..,43,6,47,0,50,..,572,119,689,7,695,..,1863,392,2263,25,2286
SED55504,0,14,..,609,61,670,4,673,..,134,13,149,0,151,..,25,8,28,0,28,..,14,5,21,0,21,..,14,3,16,0,16,..,36,3,43,0,43,..,127,0,127,0,127,..,55,4,61,0,60,..,56,5,56,0,56,..,45,7,50,0,50,..,35,3,38,0,38,..,3,0,3,0,4,..,17,6,22,0,22,..,134,0,142,0,142,..,52,0,57,0,57,..,168,0,172,0,172,..,82,9,95,0,93,..,438,21,456,0,458,..,88,14,103,0,103,..,30,3,34,0,34,..,88,8,97,0,98,..,3,0,8,0,8,..,157,103,256,0,255,..,619,87,713,10,720,..,3490,445,3937,25,3959,..,112,9,118,721,837,20357,3599,451,4054,741,25149,40155,..,..,..,..,40155,..,646,5,652,4,657,..,263,27,288,0,287,..,35,0,35,0,35,..,89,25,120,0,120,..,257,86,350,5,353
SED55605,0,0,..,45,4,50,0,50,..,57,0,57,0,59,..,25,3,33,0,32,..,0,0,0,0,0,..,13,0,12,0,12,..,12,0,12,0,12,..,0,0,0,0,0,..,4,0,4,0,4,..,13,0,16,0,16,..,49,8,59,0,59,..,18,4,22,0,22,..,11,0,11,0,11,..,39,3,40,0,40,..,43,0,43,0,43,..,56,0,58,0,58,..,82,7,87,0,87,..,38,0,38,0,38,..,222,4,233,0,232,..,63,6,69,0,70,..,3,0,3,0,3,..,105,18,119,0,119,..,5,0,5,0,5,..,29,13,40,3,47,..,349,29,381,9,390,..,1494,130,1629,20,1648,..,75,11,81,866,949,22186,1570,135,1710,889,24788,43881,..,..,..,..,43881,..,355,9,364,3,364,..,52,0,58,0,58,..,52,0,57,0,52,..,27,14,35,0,35,..,91,22,114,4,121
SED55706,0,0,..,16,5,19,0,19,..,99,3,103,4,110,..,37,4,42,0,42,..,0,0,0,0,0,..,19,4,22,0,22,..,30,4,30,0,30,..,3,0,3,0,3,..,8,6,7,0,7,..,19,6,24,0,24,..,26,0,26,0,26,..,5,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,38,3,47,0,45,..,29,4,32,0,32,..,49,3,55,0,56,..,20,5,26,0,26,..,136,14,153,8,151,..,80,4,82,0,82,..,5,0,5,0,5,..,39,9,49,0,51,..,0,0,0,0,0,..,25,11,33,0,33,..,225,38,258,8,272,..,1181,134,1311,20,1336,..,51,3,48,1646,1702,18675,1233,132,1366,1667,21705,37198,..,..,..,..,37198,..,78,0,74,0,74,..,7,0,8,0,8,..,32,0,35,5,38,..,31,3,34,0,34,..,94,24,119,4,118
SED55802,0,43,..,1527,182,1705,27,1732,..,152,0,151,0,153,..,44,7,46,0,51,..,33,26,62,0,62,..,35,8,43,0,41,..,113,20,133,0,133,..,60,9,64,0,64,..,77,17,99,0,101,..,61,9,70,0,74,..,58,7,63,0,65,..,26,9,34,0,34,..,11,0,11,0,11,..,74,15,95,0,95,..,292,12,307,0,306,..,79,5,83,0,83,..,509,17,523,5,528,..,174,10,180,0,181,..,1059,43,1102,3,1104,..,113,18,132,3,135,..,111,8,118,0,125,..,90,18,111,0,111,..,0,3,9,0,9,..,505,317,827,10,831,..,1483,285,1772,28,1796,..,6799,1196,7996,86,8084,..,162,37,202,1051,1254,17487,6965,1233,8197,1141,26826,34859,..,..,..,..,34859,..,329,0,328,4,333,..,691,129,821,4,824,..,58,0,57,0,58,..,271,78,345,6,348,..,378,104,484,8,490
SED55905,0,6,..,194,15,208,7,210,..,484,64,549,0,549,..,52,3,52,0,50,..,6,0,6,0,6,..,43,19,59,0,59,..,6,3,10,0,10,..,27,5,34,0,34,..,54,8,56,0,61,..,61,3,62,0,62,..,218,45,266,0,264,..,34,3,40,0,40,..,6,0,6,0,6,..,91,14,104,0,104,..,97,4,100,0,104,..,130,14,148,0,150,..,143,5,153,0,153,..,57,0,57,0,64,..,432,31,460,4,462,..,155,16,169,5,172,..,29,0,29,0,29,..,74,17,90,0,90,..,9,3,10,0,10,..,68,23,91,4,92,..,373,38,410,8,422,..,3517,465,3976,38,4019,..,100,21,119,887,1005,15896,3619,482,4093,927,20925,30953,..,..,..,..,30953,..,127,0,127,0,129,..,113,6,120,0,120,..,33,0,30,0,30,..,286,61,343,4,347,..,582,120,710,10,720
SED59494,0,0,..,8,0,9,0,3,..,13,0,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,6,0,6,..,3,0,3,0,3,..,3,0,3,0,3,..,16,0,20,0,20,..,29,0,29,0,29,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,7,0,7,..,48,10,53,3,59,..,215,26,236,7,244,..,30,0,25,1247,1280,1896,241,28,263,1253,3416,4079,..,..,..,..,4079,..,23,0,23,0,23,..,15,4,21,0,21,..,21,3,23,0,24,..,8,0,8,0,8,..,19,8,29,0,29
SED59797,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,19,25,29,7,0,7,19,58,232,..,..,..,..,232,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
