RA_CODE_2021,Age_yr_0_M,Age_yr_0_F,Age_yr_0_P,Age_yr_1_M,Age_yr_1_F,Age_yr_1_P,Age_yr_2_M,Age_yr_2_F,Age_yr_2_P,Age_yr_3_M,Age_yr_3_F,Age_yr_3_P,Age_yr_4_M,Age_yr_4_F,Age_yr_4_P,Age_yr_0_4_M,Age_yr_0_4_F,Age_yr_0_4_P,Age_yr_5_M,Age_yr_5_F,Age_yr_5_P,Age_yr_6_M,Age_yr_6_F,Age_yr_6_P,Age_yr_7_M,Age_yr_7_F,Age_yr_7_P,Age_yr_8_M,Age_yr_8_F,Age_yr_8_P,Age_yr_9_M,Age_yr_9_F,Age_yr_9_P,Age_yr_5_9_M,Age_yr_5_9_F,Age_yr_5_9_P,Age_yr_10_M,Age_yr_10_F,Age_yr_10_P,Age_yr_11_M,Age_yr_11_F,Age_yr_11_P,Age_yr_12_M,Age_yr_12_F,Age_yr_12_P,Age_yr_13_M,Age_yr_13_F,Age_yr_13_P,Age_yr_14_M,Age_yr_14_F,Age_yr_14_P,Age_yr_10_14_M,Age_yr_10_14_F,Age_yr_10_14_P,Age_yr_15_M,Age_yr_15_F,Age_yr_15_P,Age_yr_16_M,Age_yr_16_F,Age_yr_16_P,Age_yr_17_M,Age_yr_17_F,Age_yr_17_P,Age_yr_18_M,Age_yr_18_F,Age_yr_18_P,Age_yr_19_M,Age_yr_19_F,Age_yr_19_P,Age_yr_15_19_M,Age_yr_15_19_F,Age_yr_15_19_P,Age_yr_20_M,Age_yr_20_F,Age_yr_20_P,Age_yr_21_M,Age_yr_21_F,Age_yr_21_P,Age_yr_22_M,Age_yr_22_F,Age_yr_22_P,Age_yr_23_M,Age_yr_23_F,Age_yr_23_P,Age_yr_24_M,Age_yr_24_F,Age_yr_24_P,Age_yr_20_24_M,Age_yr_20_24_F,Age_yr_20_24_P,Age_yr_25_M,Age_yr_25_F,Age_yr_25_P,Age_yr_26_M,Age_yr_26_F,Age_yr_26_P,Age_yr_27_M,Age_yr_27_F,Age_yr_27_P,Age_yr_28_M,Age_yr_28_F,Age_yr_28_P,Age_yr_29_M,Age_yr_29_F,Age_yr_29_P,Age_yr_25_29_M,Age_yr_25_29_F,Age_yr_25_29_P,Age_yr_30_M,Age_yr_30_F,Age_yr_30_P,Age_yr_31_M,Age_yr_31_F,Age_yr_31_P,Age_yr_32_M,Age_yr_32_F,Age_yr_32_P,Age_yr_33_M,Age_yr_33_F,Age_yr_33_P,Age_yr_34_M,Age_yr_34_F,Age_yr_34_P,Age_yr_30_34_M,Age_yr_30_34_F,Age_yr_30_34_P,Age_yr_35_M,Age_yr_35_F,Age_yr_35_P,Age_yr_36_M,Age_yr_36_F,Age_yr_36_P,Age_yr_37_M,Age_yr_37_F,Age_yr_37_P,Age_yr_38_M,Age_yr_38_F,Age_yr_38_P,Age_yr_39_M,Age_yr_39_F,Age_yr_39_P,Age_yr_35_39_M,Age_yr_35_39_F,Age_yr_35_39_P,Age_yr_40_M,Age_yr_40_F,Age_yr_40_P,Age_yr_41_M,Age_yr_41_F,Age_yr_41_P,Age_yr_42_M,Age_yr_42_F,Age_yr_42_P,Age_yr_43_M,Age_yr_43_F,Age_yr_43_P,Age_yr_44_M,Age_yr_44_F,Age_yr_44_P,Age_yr_40_44_M,Age_yr_40_44_F,Age_yr_40_44_P,Age_yr_45_M,Age_yr_45_F,Age_yr_45_P,Age_yr_46_M,Age_yr_46_F,Age_yr_46_P,Age_yr_47_M,Age_yr_47_F,Age_yr_47_P,Age_yr_48_M,Age_yr_48_F,Age_yr_48_P,Age_yr_49_M,Age_yr_49_F,Age_yr_49_P,Age_yr_45_49_M,Age_yr_45_49_F,Age_yr_45_49_P,Age_yr_50_M,Age_yr_50_F,Age_yr_50_P,Age_yr_51_M,Age_yr_51_F,Age_yr_51_P,Age_yr_52_M,Age_yr_52_F,Age_yr_52_P,Age_yr_53_M,Age_yr_53_F,Age_yr_53_P,Age_yr_54_M,Age_yr_54_F,Age_yr_54_P,Age_yr_50_54_M,Age_yr_50_54_F,Age_yr_50_54_P,Age_yr_55_M,Age_yr_55_F
RA50,12631,12013,24643,12880,12263,25149,13106,12434,25543,13387,12605,25993,13836,12901,26735,65845,62221,128064,14149,13237,27386,13805,12966,26773,13606,13167,26770,13837,13186,27019,13521,13156,26675,68917,65708,134623,13708,13171,26882,13717,12964,26676,13722,12700,26417,13801,13160,26961,13768,12857,26625,68715,64850,133563,13126,12436,25560,12584,11857,24444,12418,11598,24018,11944,11819,23761,12077,11749,23829,62155,59453,121607,12783,12353,25136,12937,12814,25752,13072,12781,25852,12856,12708,25560,12942,13025,25976,64592,63678,128270,13276,13231,26510,13680,13785,27468,13549,14115,27661,13264,14473,27739,13598,14648,28238,67369,70246,137619,13996,15589,29588,14514,15793,30302,14374,16278,30648,14721,16351,31072,14937,16519,31459,72535,80526,153066,15132,16570,31702,15334,16531,31871,15130,16384,31511,15205,16203,31411,14746,15510,30257,75551,81204,156757,14438,15289,29723,13733,14440,28173,13199,14183,27383,12969,13589,26559,12694,13501,26201,67038,71001,138034,12753,13434,26187,12492,13546,26044,12549,13441,25995,12741,13666,26409,13432,14315,27749,63970,68407,132377,13551,14573,28119,12760,13498,26261,12647,13466,26114,11983,12680,24664,11669,12448,24120,62615,66666,129277,11506,12305
RA51,1164,1110,2272,1266,1118,2379,1299,1183,2485,1283,1274,2557,1343,1283,2627,6361,5961,12320,1445,1380,2826,1579,1378,2953,1524,1423,2946,1521,1402,2926,1614,1508,3121,7683,7085,14770,1611,1416,3024,1685,1611,3289,1609,1519,3127,1672,1537,3216,1675,1613,3285,8249,7692,15942,1595,1543,3142,1544,1391,2938,1434,1398,2831,1239,1135,2379,1097,1030,2130,6909,6499,13413,1114,930,2045,1095,928,2020,1165,951,2116,1099,940,2038,1142,986,2125,5608,4736,10344,1082,1002,2082,1145,1088,2234,1132,1155,2292,1162,1155,2325,1229,1208,2443,5756,5612,11366,1253,1281,2537,1257,1312,2568,1326,1325,2658,1289,1370,2659,1329,1352,2688,6461,6644,13104,1410,1458,2864,1277,1511,2781,1389,1470,2858,1414,1548,2966,1402,1538,2939,6887,7523,14407,1428,1445,2875,1347,1520,2862,1398,1484,2884,1376,1392,2766,1335,1416,2755,6883,7252,14137,1363,1466,2827,1378,1534,2911,1443,1511,2957,1568,1552,3123,1555,1691,3254,7310,7762,15065,1632,1745,3372,1525,1645,3169,1497,1602,3097,1467,1658,3124,1475,1529,3005,7591,8178,15771,1516,1542
RA52,1007,941,1946,1033,1043,2072,1121,971,2093,1068,1013,2088,1125,1079,2210,5356,5043,10404,1181,1130,2310,1129,1117,2241,1187,1137,2328,1251,1175,2424,1267,1117,2380,6014,5672,11683,1249,1140,2392,1229,1214,2447,1255,1135,2390,1264,1193,2457,1240,1192,2426,6237,5874,12111,1196,1190,2380,1144,1077,2223,1201,1093,2293,1024,891,1911,921,766,1691,5488,5015,10498,881,714,1599,941,807,1745,919,818,1739,960,916,1877,973,939,1916,4671,4197,8869,1083,885,1965,1068,1013,2080,1081,1016,2096,1089,1071,2158,1058,1036,2095,5375,5018,10394,1097,1088,2185,1098,1107,2208,1064,1088,2151,1078,1054,2131,1045,1134,2172,5375,5476,10849,1127,1159,2287,1171,1168,2336,1151,1132,2281,1128,1113,2247,1056,1102,2158,5631,5677,11308,1075,1184,2256,1087,1100,2191,1066,1138,2208,1114,1092,2201,1026,1062,2086,5362,5579,10945,1167,1132,2304,1071,1132,2202,1075,1149,2230,1211,1146,2360,1339,1278,2618,5872,5841,11712,1294,1343,2637,1240,1281,2519,1301,1272,2569,1245,1233,2480,1222,1153,2370,6298,6271,12572,1288,1259
RA53,592,570,1159,661,647,1305,681,628,1307,724,645,1370,726,662,1388,3385,3146,6533,732,655,1387,735,685,1423,747,730,1478,732,682,1409,706,691,1399,3650,3447,7092,727,696,1419,637,635,1272,604,588,1190,607,563,1160,593,563,1154,3167,3038,6210,490,505,992,502,417,921,464,375,842,439,359,799,446,361,801,2343,2010,4357,445,334,777,435,381,813,521,473,991,529,512,1040,617,568,1184,2545,2260,4802,669,642,1314,745,653,1400,717,726,1444,732,666,1394,746,699,1445,3613,3387,6999,866,778,1646,797,832,1628,839,827,1665,905,775,1683,882,856,1738,4301,4063,8361,969,844,1813,921,818,1741,936,769,1703,892,794,1684,915,758,1672,4632,3984,8614,920,689,1606,839,603,1442,780,625,1409,774,587,1355,822,583,1408,4129,3086,7217,742,567,1310,798,658,1459,771,602,1372,778,599,1373,895,626,1521,3988,3048,7034,899,635,1539,796,551,1343,789,623,1413,790,603,1389,787,580,1364,4065,2987,7056,758,578
RA54,440,379,819,501,429,933,454,426,879,486,458,946,464,480,938,2341,2168,4511,536,475,1009,512,481,992,559,479,1034,489,496,983,483,455,939,2577,2385,4963,490,451,939,484,452,935,358,378,737,322,358,680,326,307,631,1985,1948,3932,344,302,652,299,293,591,303,257,561,336,294,629,426,386,815,1707,1534,3245,487,413,898,575,453,1027,695,571,1260,863,598,1457,914,674,1588,3525,2709,6231,1142,739,1884,1150,755,1909,1229,757,1988,1160,788,1949,1361,669,2029,6042,3710,9751,1431,780,2213,1392,795,2182,1516,738,2256,1444,725,2170,1474,671,2142,7257,3709,10969,1485,673,2162,1335,611,1949,1372,666,2036,1391,576,1966,1356,573,1935,6947,3102,10050,1344,590,1933,1170,525,1696,1226,513,1740,1156,495,1653,1142,457,1601,6043,2580,8626,1162,473,1636,1211,490,1699,1223,514,1742,1290,490,1779,1189,584,1774,6074,2554,8627,1466,603,2070,1276,562,1843,1262,608,1877,1242,580,1825,1136,543,1686,6385,2900,9291,1107,580
RA55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,4,0,0,0,4,3,8,6,4,12,13,8,20,0,5,8,20,4,21,21,14,34,28,4,36,14,6,23,81,36,116,27,8,35,26,4,29,24,7,33,34,9,45,39,15,48,152,43,196,35,11,44,57,11,71,56,10,65,62,9,65,63,5,74,283,40,327,86,11,90,75,10,82,94,8,109,108,0,108,78,3,85,441,29,470,105,5,107,90,4,97,108,0,111,98,3,96,66,9,74,465,24,483,90,3,90,83,4,88,86,5,95,80,3,83,83,6,89,418,23,440,100,8,110,86,6,96,85,3,89,68,6,79,74,13,85,418,36,453,79,0
