RA_CODE_2021,Aus_Both_prnts_born_os,Aus_Father_only_born_os,Aus_Mother_only_born_os,Aus_Both_prnts_born_Aus,Aus_bp_ns,Aus_Tot_R,Aus_Abor_Both_pare_brn_os,Aus_Abor_Father_only_brn_os,Aus_Abor_Mother_only_brn_os,Aus_Abor_Both_pare_brn_Aus,Aus_Abor_bp_ns,Aus_Aborigin_Tot_R,Chin_Both_prnts_born_os,Chin_Father_only_born_os,Chin_Mother_only_born_os,Chin_Bth_prnts_born_Aus,Chin_bp_ns,Chin_Tot_R,Croat_Both_prnts_born_os,Croat_Father_only_born_os,Croat_Mother_only_born_os,Croat_Bth_parnts_born_Aus,Croat_bp_ns,Croat_Tot_R,Dutch_Both_prnts_born_os,Dutch_Father_only_born_os,Dutch_Mother_only_born_os,Dutch_Both_prnts_born_Aus,Dutch_bp_ns,Dutch_Tot_R,Eng_Both_prnts_born_os,Eng_Father_only_born_os,Eng_Mother_only_born_os,Eng_Both_prnts_born_Aus,Eng_bp_ns,Eng_Tot_R,Fili_Both_prnts_born_os,Fili_Father_only_born_os,Fili_Mother_only_born_os,Fili_Both_prnts_born_Aus,Fili_bp_ns,Fili_Tot_R,Fren_Both_prnts_born_os,Fren_Father_only_born_os,Fren_Mother_only_born_os,Fren_Both_prnts_born_Aus,Fren_bp_ns,Fren_Tot_R,Ger_Both_prnts_born_os,Ger_Father_only_born_os,Ger_Mother_only_born_os,Ger_Both_prnts_born_Aus,Ger_bp_ns,Ger_Tot_R,Greek_Both_prnts_born_os,Greek_Father_only_born_os,Greek_Mother_only_born_os,Greek_Both_prnts_born_Aus,Greek_bp_ns,Greek_Tot_R,Hung_Bth_prnts_born_os,Hung_Father_only_born_os,Hung_Mother_only_born_os,Hung_Bth_prents_brn_Aus,Hung_bp_ns,Hung_Tot_R,Ind_Both_prnts_born_os,Ind_Father_only_born_os,Ind_Mother_only_born_os,Ind_Both_prnts_born_Aus,Ind_bp_ns,Ind_Tot_R,Irish_Both_prnts_born_os,Irish_Father_only_born_os,Irish_Mother_only_born_os,Irish_Both_prnts_born_Aus,Irish_bp_ns,Irish_Tot_R,Ital_Both_prnts_born_os,Ital_Father_only_born_os,Ital_Mother_only_born_os,Ital_Bth_prnts_born_Aus,Ital_bp_ns,Ital_Tot_R,Kor_Both_prnts_born_os,Kor_Father_only_born_os,Kor_Mother_only_born_os,Kor_Both_prnts_born_Aus,Kor_bp_ns,Kor_Tot_R,Leb_Both_prnts_born_os,Leb_Father_only_born_os,Leb_Mother_only_born_os,Leb_Bth_prents_born_Aus,Leb_bp_ns,Leb_Tot_R,Mac_Bth_parnts_born_os,Mac_Father_only_brn_os,Mac_Mother_only_brn_os,Mac_Bth_prnts_brn_Aus,Mac_bp_ns,Mac_Tot_R,Malt_Both_prnts_born_os,Malt_Father_only_born_os,Malt_Mother_only_born_os,Malt_Bth_prnts_born_Aus,Malt_bp_ns,Malt_Tot_R,Maori_Both_prnts_born_os,Maori_Father_only_born_os,Maori_Mother_only_born_os,Maori_Both_prnts_born_Aus,Maori_bp_ns,Maori_Tot_R,NZ_Both_prnts_born_os,NZ_Father_only_born_os,NZ_Mother_only_born_os,NZ_Both_prnts_born_Aus,NZ_bp_ns,NZ_Tot_R,Pol_Both_prnts_born_os,Pol_Father_only_born_os,Pol_Mother_only_born_os,Pol_Both_prnts_born_Aus,Pol_bp_ns,Pol_Tot_R,Russ_Both_prnts_born_os,Russ_Father_only_born_os,Russ_Mother_only_born_os,Russ_Bth_prnts_born_Aus,Russ_bp_ns,Russ_Tot_R,Samoan_Both_prnts_born_os,Samoan_Father_only_born_os,Samoan_Mother_only_born_os,Samoan_Bth_prnts_born_Aus,Samoan_bp_ns,Samoan_Tot_R,Scott_Both_prnts_born_os,Scott_Father_only_born_os,Scott_Mother_only_born_os,Scott_Bth_prnts_brn_Aus,Scott_bp_ns,Scott_Tot_R,Serb_Both_prnts_born_os,Serb_Father_only_born_os,Serb_Mother_only_born_os,Serb_Bth_prnts_born_Aus,Serb_bp_ns,Serb_Tot_R,SthA_Both_prnts_born_os,SthA_Father_only_born_os,SthA_Mother_only_born_os,SthA_Bth_prnts_born_Aus,SthA_bp_ns,SthA_Tot_R,Span_Both_prnts_born_os,Span_Father_only_born_os,Span_Mother_only_born_os,Span_Bth_prnts_born_Aus,Span_bp_ns,Span_Tot_R,Sri_Lkn_Bth_prnts_born_os,Sri_Lkn_Father_only_born_os,Sri_Lkn_Mother_only_born_os,Sri_Lkn_Bth_prents_brn_Aus,Sri_Lkn_bp_ns,Sri_Lkn_Tot_R,Viet_Bth_prnts_brn_os,Viet_Father_only_brn_os,Viet_Mother_only_brn_os,Viet_Bth_prnts_brn_Aus,Viet_bp_ns,Viet_Tot_R,Welsh_Both_prnts_born_os,Welsh_Father_only_born_os,Welsh_Mother_only_born_os,Welsh_Both_prnts_born_Aus,Welsh_bp_ns,Welsh_Tot_R,Oth_Both_prnts_born_os,Oth_Father_only_born_os,Oth_Mother_only_born_os,Oth_Both_prnts_born_Aus,Oth_bp_ns,Oth_Tot_R,Ancest_ns_Bth_parnts_brn_os,Ancest_ns_Fther_only_brn_os,Ancest_ns_Mther_only_brn_os,Ancest_ns_Bth_prnt_brn_Aus,Ancest_ns_bp_ns,Ancest_ns_Tot_R,Tot_P_Bth_parnts_brn_os,Tot_P_Fther_only_brn_os,Tot_P_Mther_only_brn_os,Tot_P_Bth_prnts_brn_Aus,Tot_P_bp_ns,Tot_P_Tot_R
RA50,28777,92934,76525,371660,4375,574273,583,2795,1748,32574,728,38427,101454,2258,4273,2975,524,111479,9382,2666,1439,7617,146,21241,20695,5662,3880,10379,194,40808,293988,83197,66595,308261,5563,757610,34152,536,2685,593,132,38112,9569,1102,946,2481,68,14162,23582,5192,4334,24441,369,57910,5951,2019,1064,5222,69,14324,3052,551,360,842,30,4843,66944,2290,1615,1727,192,72763,68695,15202,11175,84204,1015,180289,45567,14917,7284,45506,629,113898,7492,119,410,118,16,8154,1906,436,245,520,9,3121,6369,1099,697,2275,60,10502,1957,690,378,1365,24,4419,18235,2538,1659,799,182,23417,12893,5059,3031,1475,108,22568,11745,1867,1555,4154,104,19433,4434,364,612,750,42,6202,2257,318,104,59,19,2751,69287,17347,13425,76203,944,177205,6394,568,357,644,40,7996,23466,2232,1939,589,100,28323,7643,630,558,1754,56,10644,5460,478,312,365,24,6641,20577,517,939,415,68,22521,11545,2028,1423,4181,67,19241,248869,19294,19297,20811,1961,310240,12219,1008,848,5299,77873,97246,963334,164706,131007,691515,92153,2042711
RA51,1868,10487,8721,65112,905,87090,35,398,210,5587,106,6334,1457,69,130,191,12,1863,295,137,91,467,17,1004,2378,762,475,1374,38,5019,27859,10231,8353,55013,1118,102576,2308,27,236,59,15,2646,767,106,111,359,5,1344,2484,677,565,4022,62,7811,215,116,44,415,9,796,174,56,29,94,3,363,1194,106,67,152,3,1526,5231,1704,1274,12945,197,21344,3178,1328,607,6275,96,11478,250,3,43,7,0,304,82,25,14,18,0,136,63,32,21,112,0,234,139,53,35,111,4,350,1618,324,238,96,27,2299,1319,698,372,218,32,2643,923,220,187,571,15,1917,263,30,42,106,4,451,92,10,10,7,0,124,6105,2080,1664,12402,180,22427,142,30,17,38,0,225,1726,202,163,64,9,2165,397,60,43,261,3,766,115,19,16,18,3,172,304,17,35,13,9,372,976,233,149,603,15,1978,8286,1411,1352,2126,139,13317,485,119,124,1051,15414,17196,56805,18374,14585,117960,17725,225447
RA52,1403,7324,6391,54057,869,70041,31,465,219,8708,227,9648,1043,44,90,222,10,1409,263,112,55,445,10,882,1833,558,325,1151,20,3888,17543,6966,5847,45056,956,76366,2632,35,265,62,24,3022,455,67,53,226,5,811,1795,448,478,3716,71,6501,164,71,38,191,0,457,161,32,16,49,6,259,1193,68,57,107,10,1428,3131,1177,876,10687,147,16021,1624,739,356,3634,58,6412,90,4,9,3,0,103,33,9,4,21,0,69,173,36,23,129,0,363,91,46,11,75,4,230,1850,254,233,86,55,2478,1081,465,309,164,18,2032,592,132,94,427,5,1252,150,22,31,59,3,256,177,22,4,13,5,215,4180,1417,1200,10141,150,17095,102,12,7,26,0,139,1255,117,97,60,6,1537,284,27,25,162,3,496,87,7,19,8,0,127,331,9,23,6,3,375,625,175,131,475,6,1409,7700,1005,1054,2158,143,12058,488,113,77,1019,16712,18412,41557,12842,10497,100621,18900,184417
RA53,706,3399,3274,26503,316,34198,32,428,203,8537,203,9400,739,47,54,206,15,1068,128,58,32,210,6,432,719,253,173,454,16,1619,8008,3122,2682,21067,376,35250,1549,19,163,54,12,1800,315,29,30,133,0,506,885,251,255,2072,29,3497,91,38,25,141,0,298,65,20,20,20,0,127,807,37,31,48,0,923,1852,533,444,5400,64,8302,723,358,161,1641,21,2906,57,0,14,0,0,78,28,3,3,12,0,45,64,9,4,22,0,102,49,40,19,53,0,160,1061,141,116,71,20,1412,690,241,162,89,10,1200,220,57,47,164,4,493,80,6,16,43,0,145,90,9,8,10,6,113,2163,704,599,5070,58,8590,51,12,5,13,0,77,547,57,85,23,0,715,242,16,21,70,0,346,78,11,11,9,0,100,132,0,14,0,3,152,262,51,49,207,0,568,4254,636,667,1824,82,7457,288,56,38,526,16093,17000,21070,6173,5387,52545,17084,102253
RA54,674,2876,2473,20313,333,26673,43,314,147,16541,334,17380,828,35,48,119,8,1035,240,74,29,178,3,523,832,244,133,426,9,1644,9369,2727,2355,16833,405,31681,1036,12,100,27,11,1187,358,20,25,107,4,513,1019,219,188,1728,26,3188,121,50,23,113,3,308,78,25,11,32,0,135,553,34,21,41,7,655,2348,547,404,4895,84,8273,894,325,160,1292,25,2696,78,0,4,0,0,87,38,5,7,16,0,69,71,22,7,26,3,125,68,31,10,62,0,173,1208,88,54,48,24,1423,683,127,120,48,8,993,283,61,34,153,7,538,93,7,15,38,3,154,112,11,4,5,0,132,2436,640,526,4312,58,7969,92,15,3,24,0,138,500,38,32,10,0,574,269,19,12,66,4,363,72,3,4,8,0,90,229,3,13,5,0,259,373,67,39,184,0,662,4647,499,435,1129,94,6801,237,27,31,405,25607,26309,23362,5322,4303,51554,26741,111284
RA55,20,58,69,409,3,557,0,0,0,41,0,45,21,0,6,0,0,25,3,0,0,11,0,14,27,11,4,13,0,54,334,60,75,381,3,853,47,0,0,0,0,46,8,0,0,0,0,11,24,11,0,56,0,97,0,3,0,5,0,10,3,0,0,0,0,5,17,0,0,0,0,17,97,8,6,142,0,259,32,12,6,36,0,73,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,5,31,0,0,0,0,36,18,0,4,0,0,29,9,0,0,0,0,14,12,0,0,0,0,12,5,0,0,0,0,5,132,15,11,106,0,266,3,0,0,0,0,0,9,0,0,0,0,6,6,0,0,0,0,6,5,0,0,0,0,5,5,0,0,0,0,5,7,3,0,7,0,16,139,9,6,16,0,176,17,0,0,7,1357,1376,803,107,119,850,1369,3250
