RA_CODE_2021,M_PG_Deg_15_24_yr,M_PG_Deg_25_34_yr,M_PG_Deg_35_44_yr,M_PG_Deg_45_54_yr,M_PG_Deg_55_64_yr,M_PG_Deg_65_74_yr,M_PG_Deg_75_84_yr,M_PG_Deg_85_yr_over,M_PG_Deg_Tot,M_Grad_Dip_Cer_15_24,M_Grad_Dip_Cer_25_34,M_Grad_Dip_Cer_35_44,M_Grad_Dip_Cer_45_54,M_Grad_Dip_Cer_55_64,M_Grad_Dip_Cer_65_74,M_Grad_Dip_Cer_75_84,M_Grad_Dip_Cer_85_over,M_Grad_Dip_Cer_Tot,M_B_Deg_15_24_yr,M_B_Deg_25_34_yr,M_B_Deg_35_44_yr,M_B_Deg_45_54_yr,M_B_Deg_55_64_yr,M_B_Deg_65_74_yr,M_B_Deg_75_84_yr,M_B_Deg_85_yr_over,M_B_Deg_Tot,M_Adv_Dip_Dip_15_24_yr,M_Adv_Dip_Dip_25_34_yr,M_Adv_Dip_Dip_35_44_yr,M_Adv_Dip_Dip_45_54_yr,M_Adv_Dip_Dip_55_64_yr,M_Adv_Dip_Dip_65_74_yr,M_Adv_Dip_Dip_75_84_yr,M_Adv_Dip_Dip_85_yr_over,M_Adv_Dip_Dip_Total,M_Cer_III_IV_15_24_yr,M_Cer_III_IV_25_34_yr,M_Cer_III_IV_35_44_yr,M_Cer_III_IV_45_54_yr,M_Cer_III_IV_55_64_yr,M_Cer_III_IV_65_74_yr,M_Cer_III_IV_75_84_yr,M_Cer_III_IV_85_yr_over,M_Cer_III_IV_Tot,M_Cer_I_II_15_24_yr,M_Cer_I_II_25_34_yr,M_Cer_I_II_35_44_yr,M_Cer_I_II_45_54_yr,M_Cer_I_II_55_64_yr,M_Cer_I_II_65_74_yr,M_Cer_I_II_75_84_yr,M_Cer_I_II_85_yr_over,M_Cer_I_II_Tot,M_Cer_nfd_15_24_yr,M_Cer_nfd_25_34_yr,M_Cer_nfd_35_44_yr,M_Cer_nfd_45_54_yr,M_Cer_nfd_55_64_yr,M_Cer_nfd_65_74_yr,M_Cer_nfd_75_84_yr,M_Cer_nfd_85_yr_over,M_Cer_nfd_Tot,M_Cer_Tot_15_24_yr,M_Cer_Tot_25_34_yr,M_Cer_Tot_35_44_yr,M_Cer_Tot_45_54_yr,M_Cer_Tot_55_64_yr,M_Cer_Tot_65_74_yr,M_Cer_Tot_75_84_yr,M_Cer_Tot_85_yr_over,M_Cer_Tot_Tot,M_lvl_educ_inad_desc_15_24,M_lvl_educ_inad_desc_25_34,M_lvl_educ_inad_desc_35_44,M_lvl_educ_inad_desc_45_54,M_lvl_educ_inad_desc_55_64,M_lvl_educ_inad_desc_65_74,M_lvl_educ_inad_desc_75_84,M_lvl_educ_inad_desc_85ov,M_lvl_educ_inad_desc_Tot,M_lvl_educ_ns_15_24,M_lvl_educ_ns_25_34,M_lvl_educ_ns_35_44,M_lvl_educ_ns_45_54,M_lvl_educ_ns_55_64,M_lvl_educ_ns_65_74,M_lvl_educ_ns_75_84,M_lvl_educ_ns_85_yr_over,M_lvl_educ_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_PG_Deg_15_24_yr,F_PG_Deg_25_34_yr,F_PG_Deg_35_44_yr,F_PG_Deg_45_54_yr,F_PG_Deg_55_64_yr,F_PG_Deg_65_74_yr,F_PG_Deg_75_84_yr,F_PG_Deg_85_yr_over,F_PGuate_Deg_Tot,F_Grad_Dip_Cer_15_24_yr,F_Grad_Dip_Cer_25_34_yr,F_Grad_Dip_Cer_35_44_yr,F_Grad_Dip_Cer_45_54_yr,F_Grad_Dip_Cer_55_64_yr,F_Grad_Dip_Cer_65_74_yr,F_Grad_Dip_Cer_75_84_yr,F_Grad_Dip_Cer_85_yr_over,F_Grad_Dip_Cer_Tot,F_B_Deg_15_24_yr,F_B_Deg_25_34_yr,F_B_Deg_35_44_yr,F_B_Deg_45_54_yr,F_B_Deg_55_64_yr,F_B_Deg_65_74_yr,F_B_Deg_75_84_yr,F_B_Deg_85_yr_over,F_B_Deg_Tot,F_Adv_Dip_Dip_15_24,F_Adv_Dip_Dip_25_34,F_Adv_Dip_Dip_35_44,F_Adv_Dip_Dip_45_54,F_Adv_Dip_Dip_55_64,F_Adv_Dip_Dip_65_74,F_Adv_Dip_Dip_75_84,F_Adv_Dip_Dip_85_over,F_Adv_Dip_Dip_Total,F_Cer_III_IV_15_24_yr,F_Cer_III_IV_25_34_yr,F_Cer_III_IV_35_44_yr,F_Cer_III_IV_45_54_yr,F_Cer_III_IV_55_64_yr,F_Cer_III_IV_65_74_yr,F_Cer_III_IV_75_84_yr,F_Cer_III_IV_85_yr_over,F_Cer_III_IV_Tot,F_Cer_I_II_15_24_yr,F_Cer_I_II_25_34_yr,F_Cer_I_II_35_44_yr,F_Cer_I_II_45_54_yr,F_Cer_I_II_55_64_yr,F_Cer_I_II_65_74_yr,F_Cer_I_II_75_84_yr,F_Cer_I_II_85_yr_over,F_Cer_I_II_Tot,F_Cer_nfd_15_24_yr,F_Cer_nfd_25_34_yr,F_Cer_nfd_35_44_yr,F_Cer_nfd_45_54_yr,F_Cer_nfd_55_64_yr,F_Cer_nfd_65_74_yr,F_Cer_nfd_75_84_yr,F_Cer_nfd_85_yr_over,F_Cer_nfd_Tot,F_Cer_Tot_15_24_yr,F_Cer_Tot_25_34_yr,F_Cer_Tot_35_44_yr,F_Cer_Tot_45_54_yr,F_Cer_Tot_55_64_yr,F_Cer_Tot_65_74_yr,F_Cer_Tot_75_84_yr,F_Cer_Tot_85_yr_over,F_Cer_Tot_Tot,F_lvl_educ_inad_desc_15_24,F_lvl_educ_inad_desc_25_34,F_lvl_educ_inad_desc_35_44,F_lvl_educ_inad_desc_45_54,F_lvl_educ_inad_desc_55_64,F_lvl_educ_inad_desc_65_74,F_lvl_educ_inad_desc_75_84,F_lvl_educ_inad_desc_85ov,F_lvl_educ_inad_desc_Tot,F_lvl_educ_ns_15_24_yr,F_lvl_educ_ns_25_34_yr,F_lvl_educ_ns_35_44_yr,F_lvl_educ_ns_45_54_yr,F_lvl_educ_ns_55_64_yr,F_lvl_educ_ns_65_74_yr,F_lvl_educ_ns_75_84_yr,F_lvl_educ_ns_85_yr_over,F_lvl_educ_ns_Tot,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_PG_Deg_15_24_yr,P_PG_Deg_25_34_yr
RA50,785,10329,14243,10103,7116,4706,1946,410,49640,182,2391,3339,3321,2696,1676,578,87,14263,8644,31645,32855,23925,16265,11490,4476,1061,130376,4131,12044,15376,13869,11317,8946,4181,994,70838,15457,35420,33282,30443,29061,20871,10338,2821,177689,5190,2077,1139,800,572,399,141,25,10339,886,1316,1681,1897,1772,1605,877,237,10268,21527,38809,36107,33142,31402,22874,11360,3084,198292,493,962,1260,1120,903,888,666,233,6529,6249,8678,8277,6950,5685,5093,4441,2758,48126,42015,104867,111451,92424,75384,55661,27636,8622,518061,865,13871,15698,9441,5557,2908,777,143,49261,621,5717,6997,6177,4633,2622,783,143,27691,12123,47245,45860,30499,18411,11641,4666,1267,171708,5636,16247,19108,18580,15915,9966,4259,1319,91031,14894,23190,20478,17961,13470,6493,1893,527,98906,5129,2507,2177,1876,1639,1076,419,87,14921,1280,1809,2903,4147,4033,2987,1523,544,19223,21309,27514,25558,23983,19137,10552,3829,1160,133044,430,1012,1221,1147,1170,1317,884,313,7490,5999,8794,8005,6709,6393,7096,7128,5533,55655,46981,120396,122445,96530,71210,46121,22326,9876,535885,1651,24199
RA51,12,199,348,361,339,330,147,25,1749,4,83,185,214,211,157,47,7,918,216,1129,1473,1504,1226,1124,423,84,7178,159,646,1060,1245,1286,1119,498,80,6095,1971,4445,4825,4956,4855,3478,1411,298,26234,726,237,134,101,94,66,23,6,1387,83,101,179,217,267,262,124,22,1254,2772,4786,5143,5274,5207,3810,1554,326,28879,36,68,89,90,105,118,74,17,607,1086,1209,1158,1239,1157,1031,752,343,7969,4280,8129,9450,9921,9533,7692,3498,882,53388,30,340,550,434,374,265,71,4,2064,35,330,551,568,475,311,78,14,2360,407,2374,3190,2700,1887,1288,522,123,12489,280,1224,1782,1998,2049,1370,516,142,9365,1939,3019,3209,2927,2236,1045,262,38,14668,712,424,350,317,294,175,55,12,2338,149,187,339,517,488,383,137,36,2225,2798,3622,3896,3756,3012,1607,453,93,19230,31,68,100,106,124,161,88,32,707,871,967,1020,1143,1218,1308,1053,591,8178,4455,8922,11086,10712,9140,6311,2782,988,54397,37,537
RA52,26,261,316,284,269,228,90,23,1486,9,84,124,162,157,122,20,7,681,198,996,1131,1030,879,756,230,40,5260,93,483,762,850,981,827,322,62,4379,1614,3841,3512,3616,3682,2542,1022,234,20074,529,235,132,107,117,56,20,5,1202,62,83,136,178,211,214,80,32,984,2200,4162,3787,3898,4011,2818,1126,269,22265,22,55,53,72,82,75,46,19,420,1128,1352,1391,1499,1524,1333,844,326,9395,3663,7384,7568,7789,7905,6161,2680,738,43893,34,361,424,329,311,170,35,3,1672,27,287,373,384,359,232,54,8,1723,476,2040,2251,1816,1453,924,373,98,9429,259,973,1245,1407,1511,1067,425,97,6979,1257,2181,2083,1967,1674,807,186,42,10203,667,382,277,262,202,125,36,4,1956,99,159,204,344,362,258,109,24,1558,2027,2715,2560,2581,2242,1195,335,73,13723,28,57,73,97,80,117,70,31,542,1007,1111,1237,1226,1404,1420,1045,589,9033,3858,7539,8154,7831,7349,5114,2338,900,43089,57,611
RA53,10,205,219,159,132,102,27,0,868,6,63,98,90,70,49,7,0,386,93,848,826,584,467,310,121,12,3259,50,339,703,637,554,363,131,11,2786,785,2719,2883,2325,1947,1173,320,50,12202,217,112,80,49,41,27,8,0,535,38,66,88,100,97,96,30,4,527,1036,2907,3052,2471,2089,1292,358,56,13262,13,25,50,54,43,40,11,6,258,927,1728,1893,1819,1620,878,386,79,9323,2138,6123,6840,5813,4968,3048,1047,162,30140,16,310,291,188,157,81,16,0,1057,18,232,282,194,171,93,17,0,1003,298,1745,1502,906,633,419,125,24,5641,115,621,759,675,701,453,114,26,3461,497,1203,1080,826,592,287,49,3,4545,237,203,187,107,83,45,11,0,879,32,77,123,151,177,109,34,3,709,770,1488,1390,1083,851,441,101,5,6132,15,28,28,25,40,37,24,5,210,747,1270,1101,999,1014,776,374,118,6406,1979,5693,5348,4079,3563,2310,773,180,23921,27,521
RA54,37,340,302,254,216,151,35,0,1339,0,78,91,115,118,94,14,0,511,206,1294,1013,772,606,454,95,6,4443,75,514,735,821,723,555,107,7,3544,788,3676,3618,3094,2658,1508,338,27,15712,204,172,136,87,61,33,8,0,696,37,81,100,93,101,108,28,0,561,1029,3938,3856,3275,2820,1646,375,26,16970,10,26,22,34,28,29,10,0,157,1507,4479,4404,4221,3012,1114,293,34,19072,2866,10671,10420,9490,7533,4044,927,83,46033,19,317,270,159,176,111,20,0,1066,10,184,145,157,184,137,7,0,824,311,1486,933,662,723,488,84,4,4685,90,524,455,496,723,487,67,9,2858,462,943,763,664,636,297,44,0,3821,189,173,117,96,87,50,6,0,720,43,95,98,99,171,127,13,0,647,693,1218,978,858,894,474,67,7,5190,4,30,26,14,28,36,15,0,153,965,1692,1204,1230,1155,778,275,42,7341,2089,5448,3996,3574,3888,2520,529,66,22118,54,660
RA55,0,5,5,14,8,0,0,0,43,0,3,8,6,0,0,0,0,15,3,49,62,58,27,15,0,0,208,6,19,86,85,47,9,3,0,257,23,107,217,191,102,17,0,0,659,3,7,0,5,0,0,0,0,22,0,3,10,7,9,3,0,0,39,28,118,231,201,112,18,4,0,722,0,4,12,3,6,4,0,0,24,40,193,416,385,196,40,0,0,1274,75,396,816,754,397,86,7,0,2532,0,4,0,3,0,0,0,0,16,0,0,3,0,3,7,0,0,15,3,23,11,9,15,8,0,0,68,4,5,5,11,7,6,0,0,34,12,16,3,4,3,0,5,0,43,0,3,0,0,3,0,0,0,9,0,0,0,0,0,3,0,0,4,14,21,4,8,12,3,5,0,57,0,0,0,0,0,0,0,0,0,12,29,20,22,26,14,10,0,136,32,82,44,51,69,38,14,0,325,0,13
