RA_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_mo_con_0_14,M_1_mo_con_15_24,M_1_mo_con_25_34,M_1_mo_con_35_44,M_1_mo_con_45_54,M_1_mo_con_55_64,M_1_mo_con_65_74,M_1_mo_con_75_84,M_1_mo_con_85_over,M_1_mo_con_Tot,M_2_mo_con_0_14,M_2_mo_con_15_24,M_2_mo_con_25_34,M_2_mo_con_35_44,M_2_mo_con_45_54,M_2_mo_con_55_64,M_2_mo_con_65_74,M_2_mo_con_75_84,M_2_mo_con_85_over,M_2_mo_con_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_OM_Lterm_Health_Tot_0_14,M_OM_Lterm_Health_Tot_15_24,M_OM_Lterm_Health_Tot_25_34,M_OM_Lterm_Health_Tot_35_44,M_OM_Lterm_Health_Tot_45_54,M_OM_Lterm_Health_Tot_55_64,M_OM_Lterm_Health_Tot_65_74,M_OM_Lterm_Health_Tot_75_84,M_OM_Lterm_Health_Tot_85_ov,M_OM_Lterm_Health_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_mo_con_0_14,F_1_mo_con_15_24,F_1_mo_con_25_34,F_1_mo_con_35_44,F_1_mo_con_45_54,F_1_mo_con_55_64,F_1_mo_con_65_74,F_1_mo_con_75_84,F_1_mo_con_85_over,F_1_mo_con_Tot,F_2_mo_con_0_14,F_2_mo_con_15_24,F_2_mo_con_25_34,F_2_mo_con_35_44,F_2_mo_con_45_54,F_2_mo_con_55_64,F_2_mo_con_65_74,F_2_mo_con_75_84,F_2_mo_con_85_over,F_2_mo_con_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_OM_Lterm_Health_Tot_0_14,F_OM_Lterm_Health_Tot_15_24,F_OM_Lterm_Health_Tot_25_34,F_OM_Lterm_Health_Tot_35_44,F_OM_Lterm_Health_Tot_45_54,F_OM_Lterm_Health_Tot_55_64,F_OM_Lterm_Health_Tot_65_74,F_OM_Lterm_Health_Tot_75_84,F_OM_Lterm_Health_Tot_85_ov,F_OM_Lterm_Health_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_mo_con_0_14,P_1_mo_con_15_24,P_1_mo_con_25_34,P_1_mo_con_35_44,P_1_mo_con_45_54,P_1_mo_con_55_64,P_1_mo_con_65_74,P_1_mo_con_75_84,P_1_mo_con_85_over,P_1_mo_con_Tot,P_2_mo_con_0_14,P_2_mo_con_15_24,P_2_mo_con_25_34,P_2_mo_con_35_44,P_2_mo_con_45_54,P_2_mo_con_55_64,P_2_mo_con_65_74,P_2_mo_con_75_84,P_2_mo_con_85_over,P_2_mo_con_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_OM_Lterm_Health_Tot_0_14,P_OM_Lterm_Health_Tot_15_24,P_OM_Lterm_Health_Tot_25_34,P_OM_Lterm_Health_Tot_35_44,P_OM_Lterm_Health_Tot_45_54,P_OM_Lterm_Health_Tot_55_64,P_OM_Lterm_Health_Tot_65_74,P_OM_Lterm_Health_Tot_75_84,P_OM_Lterm_Health_Tot_85_ov,P_OM_Lterm_Health_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
RA50,171988,98576,105975,105700,86068,62700,36304,13770,3347,684424,16570,16686,19936,22010,23950,27165,26694,14726,4692,172429,918,1746,2722,3697,5466,8293,11476,8427,3044,45797,41,139,316,721,1682,3804,6511,6331,2767,22298,17526,18574,22977,26422,31093,39259,44684,29479,10505,240522,13963,9598,10959,10465,9416,7273,4992,3143,1776,71593,203477,126743,139912,142591,126586,109242,85978,46391,15624,996537,166554,87910,106811,107842,87386,65361,40649,15259,4677,682449,12209,22533,27433,27167,28172,30032,28998,18009,7817,202370,789,3671,5731,6268,7969,10744,12800,9684,5061,62722,48,288,708,1416,2900,5285,7358,6794,4414,29216,13050,26491,33867,34855,39051,46059,49160,34488,17299,294311,13172,8734,10093,9505,8635,6951,5417,4011,2901,69423,192775,123130,150769,152200,135068,118366,95229,53755,24875,1046174,338540,186480,212789,213542,173451,128066,76958,29027,8023,1366873,28778,39215,47373,49178,52128,57190,55692,32727,12508,374800,1706,5420,8449,9963,13434,19035,24281,18117,8111,108519,86,425,1021,2138,4584,9094,13864,13120,7180,51512,30575,45067,56836,61274,70144,85317,93842,63966,27796,534830,27134,18331,21056,19970,18059,14227,10413,7148,4678,141013
RA51,17817,9052,7926,8908,9266,7928,5261,1960,387,68505,2318,1664,1737,2181,2751,3611,4019,1954,514,20760,127,193,277,394,710,1233,1751,1148,366,6198,8,18,40,99,227,603,1011,870,290,3176,2456,1875,2054,2682,3683,5448,6784,3972,1168,30132,2017,1585,2242,2178,1944,1551,1089,566,212,13395,22290,12517,12223,13766,14897,14932,13132,6494,1771,112027,17174,7586,7918,9653,9511,8157,5219,1958,470,67646,1559,2157,2650,2929,3497,4063,3987,2221,846,23915,104,363,535,818,1165,1601,1850,1150,542,8119,7,37,84,222,462,814,1117,821,500,4054,1672,2558,3261,3965,5127,6482,6947,4183,1890,36089,1901,1089,1070,1156,1299,1241,996,628,311,9684,20747,11243,12254,14776,15936,15885,13155,6765,2669,113421,34992,16637,15839,18558,18778,16090,10474,3917,862,136147,3881,3823,4388,5116,6250,7676,8011,4174,1358,44679,230,553,808,1216,1873,2837,3599,2289,903,14318,15,60,124,318,685,1420,2122,1689,792,7230,4122,4437,5318,6655,8815,11934,13731,8156,3061,66225,3922,2676,3314,3331,3244,2794,2084,1189,525,23081
RA52,13716,7181,7235,7103,7355,6852,4347,1518,387,55698,1617,1390,1495,1774,2190,3199,3177,1697,522,17070,78,172,232,275,607,1073,1433,994,291,5156,4,11,40,59,214,548,874,721,288,2760,1699,1570,1765,2109,3013,4819,5482,3414,1100,24975,2189,1398,1748,1782,1798,1700,1269,613,163,12671,17606,10158,10749,10997,12166,13375,11095,5544,1655,93348,13354,5996,6587,7022,6898,6412,4048,1561,443,52320,1096,1703,2108,2186,2598,3255,3015,1795,662,18414,84,327,483,546,912,1248,1453,988,475,6519,3,22,63,164,375,751,872,707,410,3365,1178,2055,2647,2901,3879,5252,5344,3485,1541,28297,2050,1160,1257,1337,1336,1344,1104,591,260,10451,16593,9213,10494,11258,12114,13014,10501,5639,2246,91070,27071,13178,13823,14119,14256,13264,8393,3077,827,108019,2714,3095,3599,3961,4791,6456,6193,3493,1181,35482,163,499,715,821,1519,2320,2892,1984,764,11665,9,37,100,221,584,1298,1745,1422,696,6122,2878,3627,4414,5005,6898,10073,10829,6902,2645,53274,4245,2564,3006,3126,3136,3046,2375,1205,424,23126
RA53,7888,3307,5108,5525,4610,3702,2121,591,91,32938,659,481,828,1009,1193,1571,1366,585,119,7825,34,43,106,145,247,448,546,322,69,1963,0,4,9,31,61,199,328,185,46,858,690,531,942,1189,1499,2221,2235,1090,238,10645,1623,1048,1858,2043,1952,1686,865,341,69,11482,10205,4887,7909,8761,8050,7605,5218,2024,398,55065,7640,2799,4852,4510,3401,3077,1789,527,95,28694,489,584,1098,1112,1159,1298,1239,507,131,7616,26,91,191,250,300,437,504,256,93,2144,0,6,31,43,135,221,258,156,63,913,519,680,1312,1403,1595,1952,2000,923,290,10671,1474,795,1286,1159,1038,1010,694,282,88,7823,9630,4272,7451,7072,6035,6038,4490,1721,472,47187,15527,6104,9962,10031,8008,6776,3908,1116,188,61628,1148,1063,1925,2121,2357,2867,2608,1091,253,15437,54,133,296,393,544,889,1046,573,165,4103,0,9,35,74,193,416,582,340,109,1776,1209,1214,2256,2591,3092,4176,4244,2007,527,21316,3097,1839,3141,3207,2988,2696,1562,621,154,19302
RA54,5296,3328,7618,7056,6317,4772,2531,549,53,37530,352,382,972,1241,1450,1910,1657,495,50,8501,11,27,101,161,301,509,712,240,35,2092,3,5,18,29,85,181,305,172,23,823,361,420,1087,1437,1838,2602,2677,905,103,11419,1241,1491,4597,4497,4306,3076,1074,268,36,20578,6907,5239,13299,12990,12458,10451,6278,1721,192,69531,5028,2807,4713,3459,2985,3196,1963,368,30,24550,246,424,837,804,893,1316,1324,382,55,6285,6,66,153,182,273,471,501,170,25,1853,0,10,25,35,106,202,252,105,23,758,252,499,1016,1028,1271,1985,2087,653,109,8901,1216,936,1692,1190,1207,1144,660,210,41,8299,6502,4244,7420,5678,5464,6331,4706,1229,179,41750,10323,6137,12334,10518,9299,7967,4495,914,91,62081,593,804,1808,2050,2345,3228,2983,872,102,14788,21,95,254,341,568,976,1216,409,62,3945,8,13,35,67,188,387,560,278,44,1586,619,915,2100,2462,3104,4590,4761,1552,215,20322,2461,2428,6290,5691,5510,4220,1734,475,70,28883
RA55,0,58,206,427,380,184,41,0,0,1305,0,0,31,57,68,52,27,7,0,232,0,0,6,5,7,15,11,0,0,44,0,0,0,0,0,8,0,0,0,9,0,0,31,63,80,69,38,7,0,287,0,35,194,417,379,197,41,0,0,1268,0,91,430,908,842,449,117,15,0,2856,3,21,43,24,29,49,24,9,0,201,0,8,12,4,4,8,18,4,0,55,0,0,3,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,8,12,4,4,7,22,3,0,67,0,12,29,20,23,26,13,5,0,127,4,39,89,49,60,77,61,17,0,395,3,80,249,453,414,233,64,12,0,1503,0,4,41,64,72,56,47,9,0,292,0,0,3,5,7,18,13,0,0,53,0,0,0,0,0,8,0,0,0,12,0,4,45,73,80,74,57,17,0,350,0,51,220,435,397,221,57,6,0,1396
