RA_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85_yr_over_Married,M_85_yr_over_Separated,M_85_yr_over_Divorced,M_85_yr_over_Widowed,M_85_yr_over_Never_married,M_85_yr_over_Tot,M_OS_visitors_Married,M_OS_visitors_Separated,M_OS_visitors_Divorced,M_OS_visitors_Widowed,M_OS_visitors_Never_married,M_OS_visitors_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85_yr_over_Married,F_85_yr_over_Separated,F_85_yr_over_Divorced,F_85_yr_over_Widowed,F_85_yr_over_Never_married,F_85_yr_over_Tot,F_OS_visitors_Married,F_OS_visitors_Separated,F_OS_visitors_Divorced,F_OS_visitors_Widowed,F_OS_visitors_Never_married,F_OS_visitors_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85_yr_over_Married,P_85_yr_over_Separated,P_85_yr_over_Divorced,P_85_yr_over_Widowed,P_85_yr_over_Never_married,P_85_yr_over_Tot,P_OS_vis_Married,P_OS_vis_Separated,P_OS_vis_Divorced,P_OS_vis_Widowed,P_OS_vis_Never_married,P_OS_vis_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
RA50,70,14,16,18,62034,62155,1262,81,43,30,63173,64592,40619,1928,1973,118,95271,139912,86433,5227,7457,214,43262,142591,80487,6322,13109,716,25948,126586,71488,4920,15974,1651,15215,109242,60244,3308,12743,3408,6281,85978,33259,1315,5140,4692,1986,46391,9153,270,967,4748,483,15624,1269,82,183,72,901,2510,384281,23470,57606,15664,314549,795570,72,21,10,21,59339,59453,2909,216,82,34,60446,63678,58710,3696,3507,201,84656,150769,95582,7340,11181,843,37258,152200,83643,7788,19518,2196,21932,135068,71832,5802,23359,5712,11667,118366,55237,3333,18666,13070,4920,95229,24599,1044,7777,18643,1691,53755,4788,170,1784,17502,625,24875,1052,64,171,387,743,2408,398418,29469,86049,58605,283276,855812,139,32,27,33,121376,121607,4169,294,130,59,123620,128270,99331,5628,5477,316,179924,290682,182018,12567,18631,1053,80516,294791,164133,14112,32624,2915,47880,261655,143319,10720,39329,7356,26883,227611,115480,6642,31409,16482,11202,181210,57855,2361,12921,23334,3670,100145,13943,446,2756,22250,1110,40499,2321,143,355,453,1642,4920,782697,52944,143656,74265,597823,1651383
RA51,7,0,0,4,6901,6909,164,11,0,5,5420,5608,3411,226,165,4,8407,12223,7460,658,796,22,4834,13766,8755,841,1668,85,3550,14897,9431,736,2401,239,2125,14932,9034,546,2176,554,824,13132,4679,189,742,683,204,6494,1039,23,119,537,57,1771,100,10,12,3,166,285,44075,3238,8086,2145,32485,90027,14,0,0,0,6483,6499,214,17,0,7,4498,4736,4538,356,307,32,7027,12254,8622,843,1145,101,4062,14776,9417,1001,2306,293,2922,15936,9862,772,3055,711,1487,15885,8234,451,2343,1605,529,13155,3371,112,820,2302,167,6765,538,17,176,1882,55,2669,52,5,16,17,76,173,44861,3577,10160,6949,27307,92852,17,0,4,3,13379,13413,379,30,0,10,9922,10344,7944,580,473,40,15436,24468,16085,1501,1940,124,8901,28546,18170,1837,3969,378,6474,30835,19293,1509,5455,944,3610,30818,17272,993,4518,2161,1352,26293,8044,297,1557,2990,366,13256,1574,45,291,2423,112,4443,154,13,28,20,242,465,88933,6813,18243,9094,59792,182875
RA52,15,0,9,0,5462,5488,151,12,0,3,4498,4671,3009,151,153,12,7429,10749,5860,495,551,27,4075,10997,6784,688,1301,96,3296,12166,7921,716,2071,293,2373,13375,7189,529,1851,542,992,11095,3722,198,679,655,299,5544,929,25,114,515,65,1655,97,10,12,9,118,253,35672,2821,6733,2154,28605,75992,8,6,0,0,5005,5015,251,30,5,9,3901,4197,3752,260,224,29,6233,10494,6307,611,799,99,3446,11258,6886,708,1672,236,2620,12114,7838,654,2317,643,1565,13014,6453,371,1743,1440,493,10501,2743,106,669,1990,136,5639,463,21,138,1585,35,2246,45,0,7,21,72,149,34737,2757,7570,6052,23507,74624,20,3,8,9,10464,10498,410,44,7,9,8406,8869,6762,412,376,41,13662,21244,12163,1102,1348,123,7520,22258,13672,1389,2976,331,5910,24285,15753,1367,4386,940,3940,26383,13642,901,3593,1979,1479,21591,6468,301,1345,2647,436,11185,1394,44,248,2105,111,3903,141,13,17,34,196,400,70413,5581,14303,8208,52115,150616
RA53,8,0,0,0,2338,2343,63,4,0,3,2467,2545,2103,111,108,11,5578,7909,4871,306,440,25,3118,8761,4547,479,857,45,2120,8050,4623,407,1197,125,1256,7605,3615,254,744,239,382,5218,1411,54,218,238,100,2024,239,12,27,106,17,398,69,9,12,0,124,219,21547,1636,3608,799,17494,45077,5,0,0,0,2005,2010,89,3,4,0,2161,2260,2464,145,144,14,4682,7451,4044,286,413,55,2275,7072,3456,338,734,87,1413,6035,3758,278,996,270,747,6038,3002,132,613,516,222,4490,927,40,180,525,44,1721,104,10,30,318,12,472,36,5,8,5,99,149,17899,1234,3118,1794,13655,37710,13,0,0,0,4341,4357,156,6,4,3,4629,4802,4572,258,252,22,10258,15363,8914,599,860,78,5389,15836,8010,821,1596,137,3533,14085,8381,681,2195,397,2002,13653,6619,386,1354,754,600,9712,2336,97,404,767,146,3746,346,17,51,428,32,870,109,9,19,10,225,367,39444,2875,6727,2593,31150,82788
RA54,28,0,0,3,1672,1707,188,13,6,4,3314,3525,3287,194,242,21,9560,13299,6702,530,842,21,4898,12990,6989,698,1547,71,3155,12458,6540,581,1621,190,1515,10451,4426,206,925,258,476,6278,1225,69,183,151,92,1721,98,6,10,63,12,192,171,8,28,3,261,478,29659,2306,5403,783,24955,63107,48,0,0,0,1486,1534,178,14,7,0,2503,2709,1778,133,156,20,5330,7420,2617,249,347,33,2438,5678,2600,369,779,132,1589,5464,3757,313,1105,301,852,6331,3309,124,586,449,241,4706,754,18,120,288,48,1229,40,0,4,129,13,179,47,4,9,4,242,301,15126,1227,3114,1353,14739,35550,78,0,3,3,3160,3245,366,33,16,7,5815,6231,5069,331,396,40,14887,20714,9320,775,1186,52,7331,18673,9593,1065,2322,202,4740,17922,10306,888,2729,485,2371,16781,7734,329,1505,709,715,10989,1980,92,303,436,142,2952,138,8,17,193,22,374,221,10,37,9,503,781,44785,3533,8515,2132,39690,98652
RA55,0,0,0,0,13,13,0,0,0,0,81,81,116,6,0,0,301,430,528,48,48,3,285,908,565,42,76,3,153,842,314,24,65,3,37,449,91,6,12,4,0,117,8,0,0,0,0,15,0,0,0,0,0,0,95,4,12,0,33,143,1728,131,216,13,908,3002,0,0,0,0,8,8,3,0,0,0,33,36,9,0,0,0,68,89,15,4,5,0,30,49,15,5,11,0,18,60,45,7,19,0,9,77,48,0,6,4,0,61,14,0,0,0,0,17,0,0,0,0,0,0,9,0,3,4,5,16,163,19,40,13,173,405,0,0,0,0,20,20,3,0,0,0,115,116,128,8,3,0,370,518,546,44,48,3,311,957,575,49,87,5,173,896,360,32,84,3,50,533,139,9,18,7,0,176,23,0,0,4,0,32,0,0,0,0,0,0,104,4,16,4,39,164,1892,147,262,29,1085,3410
