RA_CODE_2021,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Agr_fstry_fsh_15_19,F_Agr_fstry_fsh_20_24,F_Agr_fstry_fsh_25_34,F_Agr_fstry_fsh_35_44,F_Agr_fstry_fsh_45_54,F_Agr_fstry_fsh_55_64,F_Agr_fstry_fsh_65_74,F_Agr_fstry_fsh_75_84,F_Agr_fstry_fsh_85_yr_over,F_Agr_fstry_fsh_Tot,F_Min_15_19_yr,F_Min_20_24_yr,F_Min_25_34_yr,F_Min_35_44_yr,F_Min_45_54_yr,F_Min_55_64_yr,F_Min_65_74_yr,F_Min_75_84_yr,F_Min_85_yr_over,F_Min_Tot,F_Manf_15_19_yr,F_Manf_20_24_yr,F_Manf_25_34_yr,F_Manf_35_44_yr,F_Manf_45_54_yr,F_Manf_55_64_yr,F_Manf_65_74_yr,F_Manf_75_84_yr,F_Manf_85_yr_over,F_Manf_Tot,F_Elec_gas_wtr_wst_sv_15_19,F_Elec_gas_wtr_wst_sv_20_24,F_Elec_gas_wtr_wst_sv_25_34,F_Elec_gas_wtr_wst_sv_35_44,F_Elec_gas_wtr_wst_sv_45_54,F_Elec_gas_wtr_wst_sv_55_64,F_Elec_gas_wtr_wst_sv_65_74,F_Elec_gas_wtr_wst_sv_75_84,F_Elec_gas_wtr_wst_sv_85_over,F_Elec_gas_wtr_wst_sv_Tot,F_Con_15_19_yr,F_Con_20_24_yr,F_Con_25_34_yr,F_Con_35_44_yr,F_Con_45_54_yr,F_Con_55_64_yr,F_Con_65_74_yr,F_Con_75_84_yr,F_Con_85_yr_over,F_Con_Tot,F_Whl_trd_15_19_yr,F_Whl_trd_20_24_yr,F_Whl_trd_25_34_yr,F_Whl_trd_35_44_yr,F_Whl_trd_45_54_yr,F_Whl_trd_55_64_yr,F_Whl_trd_65_74_yr,F_Whl_trd_75_84_yr,F_Whl_trd_85_yr_over,F_Whl_trd_Tot,F_Re_trd_15_19_yr,F_Re_trd_20_24_yr,F_Re_trd_25_34_yr,F_Re_trd_35_44_yr,F_Re_trd_45_54_yr,F_Re_trd_55_64_yr,F_Re_trd_65_74_yr,F_Re_trd_75_84_yr,F_Re_trd_85_yr_over,F_Re_trd_Tot,F_Acc_food_svc_15_19,F_Acc_food_svc_20_24,F_Acc_food_svc_25_34,F_Acc_food_svc_35_44,F_Acc_food_svc_45_54,F_Acc_food_svc_55_64,F_Acc_food_svc_65_74,F_Acc_food_svc_75_84,F_Acc_food_svc_85_yr_over,F_Acc_food_svc_Tot,F_Trp_pos_wh_15_19,F_Trp_pos_wh_20_24,F_Trp_pos_wh_25_34,F_Trp_pos_wh_35_44,F_Trp_pos_wh_45_54,F_Trp_pos_wh_55_64,F_Trp_pos_wh_65_74,F_Trp_pos_wh_75_84,F_Trp_pos_wh_85_yr_over,F_Trp_pos_wh_Tot,F_In_med_tcom_15_19,F_In_med_tcom_20_24,F_In_med_tcom_25_34,F_In_med_tcom_35_44,F_In_med_tcom_45_54,F_In_med_tcom_55_64,F_In_med_tcom_65_74,F_In_med_tcom_75_84,F_In_med_tcom_85_yr_over,F_In_med_tcom_Tot,F_Fin_in_svc_15_19,F_Fin_in_svc_20_24,F_Fin_in_svc_25_34,F_Fin_in_svc_35_44,F_Fin_in_svc_45_54,F_Fin_in_svc_55_64,F_Fin_in_svc_65_74,F_Fin_in_svc_75_84,F_Fin_in_svc_85_yr_over,F_Fin_in_svc_Tot,F_Rnt_hrg_rea_est_serv_15_19,F_Rnt_hrg_rea_est_serv_20_24,F_Rnt_hrg_rea_est_serv_25_34,F_Rnt_hrg_rea_est_serv_35_44,F_Rnt_hrg_rea_est_serv_45_54,F_Rnt_hrg_rea_est_serv_55_64,F_Rnt_hrg_rea_est_serv_65_74,F_Rnt_hrg_rea_est_serv_75_84,F_Rnt_hrg_rea_est_serv_85_ov,F_Rnt_hrg_rea_est_serv_Tot,F_Prof_sc_tech_serv_15_19,F_Prof_sc_tech_serv_20_24,F_Prof_sc_tech_serv_25_34,F_Prof_sc_tech_serv_35_44,F_Prof_sc_tech_serv_45_54,F_Prof_sc_tech_serv_55_64,F_Prof_sc_tech_serv_65_74,F_Prof_sc_tech_serv_75_84,F_Prof_sc_tech_serv_85_over,F_Prof_sc_tech_serv_Tot,F_Adm_sup_serv_15_19,F_Adm_sup_serv_20_24,F_Adm_sup_serv_25_34,F_Adm_sup_serv_35_44,F_Adm_sup_serv_45_54,F_Adm_sup_serv_55_64,F_Adm_sup_serv_65_74,F_Adm_sup_serv_75_84,F_Adm_sup_serv_85_over,F_Adm_sup_serv_Tot,F_PubAd_saf_15_19,F_PubAd_saf_20_24,F_PubAd_saf_25_34,F_PubAd_saf_35_44,F_PubAd_saf_45_54,F_PubAd_saf_55_64,F_PubAd_saf_65_74,F_PubAd_saf_75_84,F_PubAd_saf_85_over,F_PubAd_saf_Tot,F_Ed_trng_15_19,F_Ed_trng_20_24,F_Ed_trng_25_34,F_Ed_trng_35_44,F_Ed_trng_45_54,F_Ed_trng_55_64,F_Ed_trng_65_74,F_Ed_trng_75_84,F_Ed_trng_85_yr_over,F_Ed_trng_Tot,F_Hlth_cre_socia_assist_15_19,F_Hlth_cre_socia_assist_20_24,F_Hlth_cre_socia_assist_25_34,F_Hlth_cre_socia_assist_35_44,F_Hlth_cre_socia_assist_45_54,F_Hlth_cre_socia_assist_55_64,F_Hlth_cre_socia_assist_65_74,F_Hlth_cre_socia_assist_75_84,F_Hlth_cre_socia_assist_85ov,F_Hlth_cre_socia_assist_Tot,F_Arts_rec_svc_15_19,F_Arts_rec_svc_20_24,F_Arts_rec_svc_25_34,F_Arts_rec_svc_35_44,F_Arts_rec_svc_45_54,F_Arts_rec_svc_55_64,F_Arts_rec_svc_65_74,F_Arts_rec_svc_75_84,F_Arts_rec_svc_85_yr_over,F_Arts_rec_svc_Tot,F_Oth_svc_15_19_yr,F_Oth_svc_20_24_yr,F_Oth_svc_25_34_yr,F_Oth_svc_35_44_yr,F_Oth_svc_45_54_yr,F_Oth_svc_55_64_yr,F_Oth_svc_65_74_yr,F_Oth_svc_75_84_yr,F_Oth_svc_85_yr_over,F_Oth_svc_Tot
RA50,27202,47566,115738,122088,105371,79364,24390,3203,245,525160,77,164,524,571,637,469,215,51,6,2724,94,875,3994,4347,2884,1320,185,17,0,13720,811,1028,2969,3542,3494,2372,560,63,3,14842,36,170,809,1077,808,429,75,4,0,3408,209,948,3758,3847,3097,2134,500,42,0,14542,211,608,1709,2013,1982,1345,300,32,4,8208,8690,9238,10281,8353,8517,6848,1645,121,11,53707,11361,7259,7070,4629,3469,2205,539,34,4,36571,188,800,2349,2529,2582,1836,454,41,0,10773,220,389,888,735,597,412,106,13,0,3360,118,719,3384,4113,3311,1881,396,38,9,13965,109,564,1779,1880,1794,1352,494,81,8,8067,309,2775,9617,9942,6911,3906,1202,127,6,34799,360,1500,4204,4083,3545,2552,644,49,0,16947,252,1537,6037,7596,7319,5366,1072,66,0,29247,1456,3950,12316,15898,18124,13006,3040,200,6,68003,1763,9720,28015,26899,25112,19784,4856,269,8,116418,1151,1449,2187,1844,1405,945,317,42,0,9338,1065,2283,5409,4673,3878,2516,687,84,3,20594
RA51,3373,3984,9037,10601,11660,10224,3464,532,64,52940,70,117,282,281,325,332,263,68,7,1747,20,96,262,317,293,162,17,0,0,1174,175,188,471,570,512,311,80,13,0,2313,0,28,67,83,92,64,12,0,0,357,34,95,316,420,408,304,59,3,0,1636,33,38,109,142,193,139,45,6,0,716,1001,580,931,1157,1307,1109,208,20,0,6315,1310,477,698,793,741,511,136,3,0,4677,21,55,131,181,282,267,89,10,0,1038,33,24,50,48,37,25,14,0,0,232,0,35,163,197,209,155,32,0,0,796,23,61,154,170,185,148,63,0,0,812,27,107,349,572,495,333,126,11,0,2011,49,101,303,432,487,339,97,8,0,1814,52,152,450,633,779,562,103,8,0,2749,124,208,903,1639,2095,1528,325,24,0,6848,246,664,1808,2422,2703,2390,523,23,0,10765,95,80,144,146,138,97,32,8,0,745,114,185,442,415,478,317,67,8,0,2033
RA52,2661,3372,8112,8324,9172,9031,3416,687,84,44864,92,117,375,461,541,606,461,145,6,2804,46,156,395,364,311,173,20,3,0,1468,62,88,216,223,216,178,53,5,0,1046,4,8,36,45,31,34,7,0,0,164,19,45,195,230,224,209,55,3,0,984,33,80,148,131,139,112,20,6,0,672,765,446,676,767,946,823,226,21,0,4670,845,336,558,529,521,476,132,26,0,3423,30,44,128,188,259,258,97,17,0,1027,13,24,41,31,28,30,10,0,0,179,10,55,131,142,143,113,12,3,0,612,16,45,100,110,132,98,29,7,0,533,39,114,331,347,296,261,100,8,0,1502,31,70,196,225,291,249,59,10,0,1121,32,92,376,510,610,457,99,8,0,2183,76,266,886,1370,1607,1314,272,20,0,5813,178,573,1626,1728,2041,1923,484,24,0,8571,44,32,78,82,91,83,22,0,0,437,105,150,299,296,286,226,63,8,0,1443
RA53,1109,1652,5652,6410,5671,4849,1583,286,29,27243,23,50,202,299,313,375,203,55,3,1526,24,124,502,401,248,85,22,0,0,1404,23,21,83,69,53,54,11,4,0,319,4,3,42,64,36,17,3,0,0,168,15,32,161,146,119,96,24,0,0,597,18,27,105,79,61,34,12,3,0,344,270,158,346,370,351,312,72,9,0,1901,246,182,443,288,269,220,76,6,0,1727,24,57,197,201,191,155,36,3,0,855,4,10,25,19,19,20,9,0,0,109,5,14,82,64,38,29,15,0,0,250,6,41,91,75,79,52,13,7,0,368,14,39,145,164,111,94,33,4,0,609,19,57,170,208,175,131,36,0,0,799,36,73,332,368,325,231,44,4,0,1414,33,149,683,860,774,515,145,5,0,3171,95,271,912,869,760,703,145,9,0,3771,21,15,60,68,58,41,18,0,0,278,43,51,193,175,134,99,19,0,0,703
RA54,542,1846,7767,7696,7391,5790,1436,145,16,32631,45,83,171,128,165,175,84,16,0,863,35,323,1006,651,588,336,23,0,0,2959,8,18,70,45,38,51,10,0,0,239,3,0,25,12,14,14,6,0,0,78,5,39,120,109,112,118,24,0,0,523,3,7,25,18,24,28,7,4,0,119,93,81,205,191,195,215,62,9,0,1052,113,208,481,248,244,253,68,0,0,1623,10,36,96,77,85,91,25,5,0,422,0,0,13,14,7,17,9,0,0,56,0,8,36,36,29,23,11,0,0,143,6,22,65,39,43,54,11,3,0,245,3,31,132,114,102,101,28,0,0,511,17,82,207,170,148,146,32,0,0,808,12,67,249,275,284,210,43,4,0,1134,27,130,525,504,498,433,93,5,0,2224,44,124,585,512,437,595,153,9,0,2455,14,21,70,46,45,38,10,0,0,248,13,26,94,84,79,71,13,0,0,382
RA55,3,54,237,494,451,234,32,6,0,1517,0,3,5,0,0,5,0,0,0,15,4,3,13,15,6,6,0,0,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,5,8,3,0,0,0,22,0,10,14,10,0,4,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,10,0,0,9,0,4,0,0,0,0,13,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,4,0,0,9,0,0,3,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
