RA_CODE_2021,Uses_Eng_on_M,Uses_Eng_on_F,Uses_Eng_on_P,Uses_othr_lang_Afrikaans_M,Uses_othr_lang_Afrikaans_F,Uses_othr_lang_Afrikaans_P,Uses_othr_lang_Arabic_M,Uses_othr_lang_Arabic_F,Uses_othr_lang_Arabic_P,Uses_othr_lang_Aus_Ind_lang_M,Uses_othr_lang_Aus_Ind_lang_F,Uses_othr_lang_Aus_Ind_lang_P,Uses_othr_lan_Chin_lan_Cant_M,Uses_othr_lan_Chin_lan_Cant_F,Uses_othr_lan_Chin_lan_Cant_P,Uses_othr_lan_Chin_lan_Mand_M,Uses_othr_lan_Chin_lan_Mand_F,Uses_othr_lan_Chin_lan_Mand_P,Uses_othr_lan_Chin_lan_othr_M,Uses_othr_lan_Chin_lan_othr_F,Uses_othr_lan_Chin_lan_othr_P,Uses_othr_lan_Chin_lan_Tot_M,Uses_othr_lan_Chin_lan_Tot_F,Uses_othr_lan_Chin_lan_Tot_P,Uses_othr_lang_Croatian_M,Uses_othr_lang_Croatian_F,Uses_othr_lang_Croatian_P,Uses_othr_lang_French_M,Uses_othr_lang_French_F,Uses_othr_lang_French_P,Uses_othr_lang_German_M,Uses_othr_lang_German_F,Uses_othr_lang_German_P,Uses_othr_lang_Greek_M,Uses_othr_lang_Greek_F,Uses_othr_lang_Greek_P,Us_oth_lan_Indo_Ary_lan_Ben_M,Us_oth_lan_Indo_Ary_lan_Ben_F,Us_oth_lan_Indo_Ary_lan_Ben_P,Us_oth_lan_Indo_Ary_lan_Guj_M,Us_oth_lan_Indo_Ary_lan_Guj_F,Us_oth_lan_Indo_Ary_lan_Guj_P,Us_oth_lan_Indo_Ary_lan_Hin_M,Us_oth_lan_Indo_Ary_lan_Hin_F,Us_oth_lan_Indo_Ary_lan_Hin_P,Us_oth_lan_Indo_Ary_lan_Nep_M,Us_oth_lan_Indo_Ary_lan_Nep_F,Us_oth_lan_Indo_Ary_lan_Nep_P,Us_oth_lan_Ind_Ary_lan_Punj_M,Us_oth_lan_Ind_Ary_lan_Punj_F,Us_oth_lan_Ind_Ary_lan_Punj_P,Us_oth_lan_Ind_Ary_lan_Sinh_M,Us_oth_lan_Ind_Ary_lan_Sinh_F,Us_oth_lan_Ind_Ary_lan_Sinh_P,Us_oth_lan_Indo_Ary_lan_Urd_M,Us_oth_lan_Indo_Ary_lan_Urd_F,Us_oth_lan_Indo_Ary_lan_Urd_P,Us_oth_lan_Indo_Ary_lan_oth_M,Us_oth_lan_Indo_Ary_lan_oth_F,Us_oth_lan_Indo_Ary_lan_oth_P,Us_oth_lan_Indo_Ary_lan_Tot_M,Us_oth_lan_Indo_Ary_lan_Tot_F,Us_oth_lan_Indo_Ary_lan_Tot_P,Uses_othr_lang_Italian_M,Uses_othr_lang_Italian_F,Uses_othr_lang_Italian_P,Uses_othr_lang_Japanese_M,Uses_othr_lang_Japanese_F,Uses_othr_lang_Japanese_P,Uses_othr_lang_Khmer_M,Uses_othr_lang_Khmer_F,Uses_othr_lang_Khmer_P,Uses_othr_lang_Korean_M,Uses_othr_lang_Korean_F,Uses_othr_lang_Korean_P,Uses_othr_lang_Macedonian_M,Uses_othr_lang_Macedonian_F,Uses_othr_lang_Macedonian_P,Uses_othr_lang_Malayalam_M,Uses_othr_lang_Malayalam_F,Uses_othr_lang_Malayalam_P,Us_oth_lan_Persian_ex_Dari_M,Us_oth_lan_Persian_ex_Dari_F,Us_oth_lan_Persian_ex_Dari_P,Uses_othr_lang_Polish_M,Uses_othr_lang_Polish_F,Uses_othr_lang_Polish_P,Uses_othr_lang_Portugese_M,Uses_othr_lang_Portugese_F,Uses_othr_lang_Portugese_P,Uses_othr_lang_Russian_M,Uses_othr_lang_Russian_F,Uses_othr_lang_Russian_P,Uses_othr_lang_Samoan_M,Uses_othr_lang_Samoan_F,Uses_othr_lang_Samoan_P,Uses_othr_lang_Serbian_M,Uses_othr_lang_Serbian_F,Uses_othr_lang_Serbian_P,Us_oth_la_SE_As_Au_la_Fili_M,Us_oth_la_SE_As_Au_la_Fili_F,Us_oth_la_SE_As_Au_la_Fili_P,Us_oth_la_SE_As_Au_la_Indo_M,Us_oth_la_SE_As_Au_la_Indo_F,Us_oth_la_SE_As_Au_la_Indo_P,Us_oth_la_SE_As_Au_la_Tag_M,Us_oth_la_SE_As_Au_la_Tag_F,Us_oth_la_SE_As_Au_la_Tag_P,Us_oth_la_SE_As_Au_la_oth_M,Us_oth_la_SE_As_Au_la_oth_F,Us_oth_la_SE_As_Au_la_oth_P,Us_oth_la_SE_As_Au_la_Tot_M,Us_oth_la_SE_As_Au_la_Tot_F,Us_oth_la_SE_As_Au_la_Tot_P,Uses_othr_lang_Spanish_M,Uses_othr_lang_Spanish_F,Uses_othr_lang_Spanish_P,Uses_othr_lang_Tamil_M,Uses_othr_lang_Tamil_F,Uses_othr_lang_Tamil_P,Uses_othr_lang_Thai_M,Uses_othr_lang_Thai_F,Uses_othr_lang_Thai_P,Uses_othr_lang_Turkish_M,Uses_othr_lang_Turkish_F,Uses_othr_lang_Turkish_P,Uses_othr_lang_Vietnamese_M,Uses_othr_lang_Vietnamese_F,Uses_othr_lang_Vietnamese_P,Uses_othr_lang_Other_M,Uses_othr_lang_Other_F,Uses_othr_lang_Other_P,Uses_othr_lang_Tot_M,Uses_othr_lang_Tot_F,Uses_othr_lang_Tot_P,Lang_used_home_ns_M,Lang_used_home_ns_F,Lang_used_home_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
RA50,744826,770678,1515506,5539,6039,11579,7886,7533,15418,883,1047,1935,8743,10344,19093,22288,26992,49280,1695,2062,3756,32728,39397,72123,2228,2607,4832,3932,4421,8353,3128,3815,6944,1997,2169,4166,1847,1792,3641,4963,4759,9727,5853,5411,11261,2428,2327,4755,10576,9314,19887,2972,2970,5946,4632,3365,7996,1293,1299,2593,34554,31240,65792,10679,12200,22878,2312,3348,5661,636,880,1514,3069,3468,6538,2780,2913,5696,4516,4416,8931,3681,3644,7326,2239,2933,5177,3468,4133,7594,1346,2161,3510,419,361,782,2642,2762,5408,4392,5575,9966,4857,6612,11471,6226,8040,14272,3336,4410,7748,18815,24645,43458,5331,6277,11607,4220,4165,8382,1829,4523,6351,991,939,1929,9859,11735,21592,35241,38490,73739,206226,231372,437597,45480,44126,89601,2696,2595,5293,999236,1048770,2048011
RA51,95216,99174,194386,598,644,1243,131,115,244,132,174,304,103,110,212,376,558,928,11,18,29,488,689,1173,43,41,88,241,272,514,313,441,759,52,83,141,29,27,59,58,38,97,77,70,148,52,52,98,175,135,311,61,53,114,86,64,156,17,19,40,551,458,1013,673,693,1361,86,137,227,28,21,42,130,114,241,17,20,40,146,141,287,35,23,60,110,141,251,100,117,218,62,92,150,20,6,26,24,28,57,344,396,742,115,175,291,368,478,843,184,238,422,1003,1287,2294,208,225,437,44,48,97,78,294,372,10,3,17,147,213,355,1347,1394,2744,6720,7752,14477,10092,6490,16586,302,192,493,112330,113614,225941
RA52,76835,75979,152814,551,551,1094,77,47,129,238,251,488,65,71,134,315,356,670,12,22,36,396,447,843,25,26,58,168,163,335,237,339,575,48,27,78,26,25,48,54,48,103,109,99,205,43,36,78,120,94,218,50,36,84,75,57,133,24,20,43,500,417,918,305,326,629,34,48,82,3,17,19,31,39,71,48,46,91,165,146,315,56,36,90,51,70,120,69,75,138,36,46,84,42,43,79,16,12,35,417,497,919,122,170,290,467,558,1022,356,417,778,1363,1642,3001,127,110,237,61,47,106,86,321,409,17,10,24,160,206,366,1795,1654,3451,6517,6960,13474,9989,8133,18125,265,154,419,93609,91228,184833
RA53,40479,35975,76463,254,227,481,56,27,83,585,640,1225,62,81,145,176,226,403,14,8,24,250,315,566,26,18,48,150,116,263,132,185,312,44,30,80,24,16,40,73,63,137,106,68,178,35,27,65,62,50,108,79,55,131,51,33,84,20,18,43,453,332,785,143,110,255,27,40,60,11,9,23,22,28,53,24,22,42,47,33,82,16,11,29,25,30,57,43,50,96,22,23,47,13,8,19,18,12,32,265,273,538,74,100,179,359,337,701,169,196,370,873,907,1780,142,173,318,44,35,77,99,274,373,21,13,31,67,82,152,1270,1212,2479,4324,4395,8717,10265,6811,17078,224,152,379,55294,47341,102631
RA54,42090,27723,69811,221,92,314,79,29,109,3650,3894,7547,57,43,106,284,192,475,17,5,23,356,242,599,67,45,114,151,145,297,179,153,328,58,31,88,29,9,35,38,12,48,55,25,83,24,5,29,61,23,84,63,22,80,41,13,53,28,3,33,342,98,437,190,127,317,30,36,63,18,7,31,47,24,72,42,9,52,56,36,89,53,18,63,51,41,92,95,74,169,31,12,46,23,6,32,40,14,54,219,107,332,122,74,200,314,137,454,113,59,170,772,385,1159,208,179,381,47,20,61,84,172,254,7,9,10,151,131,281,4690,4429,9113,8167,6674,14840,19271,7359,26631,490,300,789,70021,42058,112078
RA55,1404,244,1654,0,0,0,3,0,3,3,0,0,0,0,0,8,3,12,0,0,0,8,3,12,0,0,0,9,4,6,3,0,5,4,0,4,0,0,0,0,0,0,5,0,5,0,0,0,4,0,4,5,0,5,3,0,3,0,0,0,16,0,14,3,0,3,4,0,4,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,5,7,0,7,3,3,8,0,0,0,18,0,20,13,0,13,28,0,28,6,0,6,67,7,74,4,0,4,0,0,0,5,4,8,0,0,0,7,0,7,41,5,41,208,22,233,1238,122,1364,143,16,164,3003,413,3413
