RA_CODE_2021,M_Nat_Phy_Sci_15_24,M_Nat_Phy_Sci_25_34,M_Nat_Phy_Sci_35_44,M_Nat_Phy_Sci_45_54,M_Nat_Phy_Sci_55_64,M_Nat_Phy_Sci_65_74,M_Nat_Phy_Sci_75_84,M_Nat_Phy_Sci_85ov,M_Nat_Phy_Sci_Tot,M_IT_15_24,M_IT_25_34,M_IT_35_44,M_IT_45_54,M_IT_55_64,M_IT_65_74,M_IT_75_84,M_IT_85ov,M_IT_Tot,M_Egnr_rel_Tech_15_24_yr,M_Egnr_rel_Tech_25_34_yr,M_Egnr_rel_Tech_35_44_yr,M_Egnr_rel_Tech_45_54_yr,M_Egnr_rel_Tech_55_64_yr,M_Egnr_rel_Tech_65_74_yr,M_Egnr_rel_Tech_75_84_yr,M_Egnr_rel_Tech_85_yr_over,M_Egnr_rel_Tech_Tot,M_Arc_Bld_15_24_yr,M_Arc_Bld_25_34_yr,M_Arc_Bld_35_44_yr,M_Arc_Bld_45_54_yr,M_Arc_Bld_55_64_yr,M_Arc_Bld_65_74_yr,M_Arc_Bld_75_84_yr,M_Arc_Bld_85_yr_over,M_Arc_Bld_Tot,M_Agric_Env_Rel_Stud_15_24,M_Agric_Env_Rel_Stud_25_34,M_Agric_Env_Rel_Stud_35_44,M_Agric_Env_Rel_Stud_45_54,M_Agric_Env_Rel_Stud_55_64,M_Agric_Env_Rel_Stud_65_74,M_Agric_Env_Rel_Stud_75_84,M_Agric_Env_Rel_Stud_85_over,M_Agric_Envir_Rel_Stud_Tot,M_Hlth_15_24_yr,M_Hlth_25_34_yr,M_Hlth_35_44_yr,M_Hlth_45_54_yr,M_Hlth_55_64_yr,M_Hlth_65_74_yr,M_Hlth_75_84_yr,M_Hlth_85_yr_over,M_Hlth_Tot,M_Edu_15_24_yr,M_Edu_25_34_yr,M_Edu_35_44_yr,M_Edu_45_54_yr,M_Edu_55_64_yr,M_Edu_65_74_yr,M_Edu_75_84_yr,M_Edu_85_yr_over,M_Edu_Tot,M_Mgmt_Cmrce_15_24_yr,M_Mgmt_Cmrce_25_34_yr,M_Mgmt_Cmrce_35_44_yr,M_Mgmt_Cmrce_45_54_yr,M_Mgmt_Cmrce_55_64_yr,M_Mgmt_Cmrce_65_74_yr,M_Mgmt_Cmrce_75_84_yr,M_Mgmt_Cmrce_85_yr_over,M_Mgmt_Cmrce_Tot,M_Scty_Cul_15_24_yr,M_Scty_Cul_25_34_yr,M_Scty_Cul_35_44_yr,M_Scty_Cul_45_54_yr,M_Scty_Cul_55_64_yr,M_Scty_Cul_65_74_yr,M_Scty_Cul_75_84_yr,M_Scty_Cul_85_yr_over,M_Scty_Cul_Tot,M_Crtve_Arts_15_24_yr,M_Crtve_Arts_25_34_yr,M_Crtve_Arts_35_44_yr,M_Crtve_Arts_45_54_yr,M_Crtve_Arts_55_64_yr,M_Crtve_Arts_65_74_yr,M_Crtve_Arts_75_84_yr,M_Crtve_Arts_85_yr_over,M_Crtve_Arts_Tot,M_FoodHos_PsnlSvcs_15_24_yr,M_FoodHos_PsnlSvcs_25_34_yr,M_FoodHos_PsnlSvcs_35_44_yr,M_FoodHos_PsnlSvcs_45_54_yr,M_FoodHos_PsnlSvcs_55_64_yr,M_FoodHos_PsnlSvcs_65_74_yr,M_FoodHos_PsnlSvcs_75_84_yr,M_FoodHos_PsnlSvcs_85_over,M_FoodHos_PsnlSvcs_Tot,M_Mix_Fld_Prog_15_24_yr,M_Mix_Fld_Prog_25_34_yr,M_Mix_Fld_Prog_35_44_yr,M_Mix_Fld_Prog_45_54_yr,M_Mix_Fld_Prog_55_64_yr,M_Mix_Fld_Prog_65_74_yr,M_Mix_Fld_Prog_75_84_yr,M_Mix_Fld_Prog_85_over,M_Mix_Fld_Prog_Tot,M_Fld_stud_inad_desc_15_24,M_Fld_stud_inad_desc_25_34,M_Fld_stud_inad_desc_35_44,M_Fld_stud_inad_desc_45_54,M_Fld_stud_inad_desc_55_64,M_Fld_stud_inad_desc_65_74,M_Fld_stud_inad_desc_75_84,M_Fld_stud_inad_desc_85_over,M_Fld_stud_inad_desc_Tot,M_Fld_stud_ns_15_24_yr,M_Fld_stud_ns_25_34_yr,M_Fld_stud_ns_35_44_yr,M_Fld_stud_ns_45_54_yr,M_Fld_stud_ns_55_64_yr,M_Fld_stud_ns_65_74_yr,M_Fld_stud_ns_75_84_yr,M_Fld_stud_ns_85_yr_over,M_Fld_stud_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Nat_Phy_Sci_15_24_yr,F_Nat_Phy_Sci_25_34_yr,F_Nat_Phy_Sci_35_44_yr,F_Nat_Phy_Sci_45_54_yr,F_Nat_Phy_Sci_55_64_yr,F_Nat_Phy_Sci_65_74_yr,F_Nat_Phy_Sci_75_84_yr,F_Nat_Phy_Sci_85_yr_over,F_Nat_Phy_Sci_Tot,F_IT_15_24_yr,F_IT_25_34_yr,F_IT_35_44_yr,F_IT_45_54_yr,F_IT_55_64_yr,F_IT_65_74_yr,F_IT_75_84_yr,F_IT_85_yr_over,F_IT_Tot,F_Egnr_rel_Tech_15_24_yr,F_Egnr_rel_Tech_25_34_yr,F_Egnr_rel_Tech_35_44_yr,F_Egnr_rel_Tech_45_54_yr,F_Egnr_rel_Tech_55_64_yr,F_Egnr_rel_Tech_65_74_yr,F_Egnr_rel_Tech_75_84_yr,F_Egnr_rel_Tech_85_yr_over,F_Egnr_rel_Tech_Tot,F_Arc_Bld_15_24_yr,F_Arc_Bld_25_34_yr,F_Arc_Bld_35_44_yr,F_Arc_Bld_45_54_yr,F_Arc_Bld_55_64_yr,F_Arc_Bld_65_74_yr,F_Arc_Bld_75_84_yr,F_Arc_Bld_85_yr_over,F_Arc_Bld_Tot,F_Agric_Env_Rel_Stud_15_24,F_Agric_Env_Rel_Stud_25_34,F_Agric_Env_Rel_Stud_35_44,F_Agric_Env_Rel_Stud_45_54,F_Agric_Env_Rel_Stud_55_64,F_Agric_Env_Rel_Stud_65_74,F_Agric_Env_Rel_Stud_75_84,F_Agric_Env_Rel_Stud_85_over,F_Agric_Envir_Rel_Stud_Tot,F_Hlth_15_24_yr,F_Hlth_25_34_yr,F_Hlth_35_44_yr,F_Hlth_45_54_yr,F_Hlth_55_64_yr,F_Hlth_65_74_yr,F_Hlth_75_84_yr,F_Hlth_85_yr_over,F_Hlth_Tot,F_Edu_15_24_yr,F_Edu_25_34_yr,F_Edu_35_44_yr,F_Edu_45_54_yr,F_Edu_55_64_yr,F_Edu_65_74_yr,F_Edu_75_84_yr,F_Edu_85_yr_over,F_Edu_Tot,F_Mgmt_Cmrce_15_24_yr,F_Mgmt_Cmrce_25_34_yr
RA50,1603,3780,4015,3757,3164,2446,1115,219,20102,2284,5480,7772,4258,2146,799,155,11,22915,8810,30664,32712,28757,26535,20483,9561,2517,160033,3295,10259,9214,7847,6856,5216,2691,834,46212,638,1724,2129,1953,1568,1048,559,154,9773,1709,6303,5927,5002,3770,2405,1207,348,26674,677,2731,2874,2944,3328,3008,1469,381,17419,6383,15520,19946,16589,11992,8114,3466,754,82764,4050,8010,7623,6725,5171,4053,1661,359,37646,2938,4157,3349,1954,1263,971,341,84,15055,1947,4673,4720,3248,2308,1279,609,118,18906,326,155,78,67,68,58,39,12,809,575,1555,1793,1662,1204,774,444,136,8137,6774,9849,9296,7662,6003,5009,4327,2694,51611,42015,104867,111451,92424,75384,55661,27636,8622,518061,2202,5036,5107,3595,2251,1170,383,107,19843,426,2115,2526,1366,856,316,66,7,7679,1075,4089,3980,2322,1464,884,448,280,14542,486,1998,1624,1038,636,281,68,22,6166,602,1568,1692,1082,643,275,67,29,5958,7056,22487,19229,15102,12955,8500,4064,1336,90719,3525,11638,13545,13838,11747,8519,3657,990,67459,8391,26270
RA51,56,142,241,249,216,241,96,10,1255,186,239,264,167,113,74,15,0,1063,1155,2832,3323,3606,3582,2805,1169,233,18697,400,1087,1057,1004,1080,821,374,90,5905,157,282,456,489,431,329,155,40,2345,75,284,411,448,452,297,132,33,2134,61,176,304,404,480,483,197,34,2133,336,591,824,954,885,740,303,48,4687,255,363,417,418,405,376,152,37,2417,149,165,169,142,120,117,46,7,906,186,391,463,428,331,196,73,8,2086,33,19,3,3,12,10,4,0,87,52,98,156,180,162,113,44,11,820,1171,1453,1371,1433,1260,1095,748,333,8859,4280,8129,9450,9921,9533,7692,3498,882,53388,61,225,337,303,199,115,32,5,1278,13,47,85,71,68,37,12,0,346,104,247,270,204,130,84,49,23,1105,24,106,114,110,56,24,10,0,449,151,227,363,301,193,73,24,0,1331,585,1471,1732,1613,1797,1265,564,167,9196,348,993,1629,1776,1544,1152,421,95,7960,773,1909
RA52,68,154,189,196,155,158,59,15,988,101,170,144,102,82,44,12,0,650,952,2748,2574,2614,2707,1983,781,181,14540,303,818,651,606,685,580,254,66,3965,268,389,515,583,553,413,160,42,2930,76,265,291,338,316,222,89,23,1614,29,166,236,330,370,357,99,22,1615,261,419,602,637,660,460,161,40,3240,161,301,328,326,360,301,105,20,1900,79,127,116,78,84,79,33,3,602,116,293,292,279,251,127,78,8,1446,30,17,4,0,9,3,0,4,72,39,75,104,107,115,84,40,5,578,1196,1449,1517,1582,1561,1345,808,306,9761,3663,7384,7568,7789,7905,6161,2680,738,43893,78,206,258,192,133,82,16,0,961,18,46,64,55,44,30,9,0,274,75,195,153,112,101,54,41,21,755,11,54,74,59,42,25,0,0,263,168,298,331,270,210,90,15,5,1391,538,1342,1198,1229,1367,1019,479,148,7316,270,874,1194,1318,1233,864,341,79,6174,627,1390
RA53,18,89,101,82,66,58,21,0,432,35,68,97,38,26,25,4,0,296,560,2254,2372,1884,1517,936,270,37,9830,124,569,519,398,379,260,75,10,2335,94,181,307,271,226,140,67,12,1296,24,157,175,170,176,94,38,7,845,14,113,172,166,153,131,49,3,801,107,390,547,457,362,281,80,9,2228,66,186,215,179,171,114,46,5,974,35,88,58,38,25,25,3,0,272,52,149,184,154,123,51,15,0,738,9,3,5,4,0,0,4,0,25,31,70,112,90,88,46,11,3,449,967,1805,1978,1882,1652,882,372,78,9621,2138,6123,6840,5813,4968,3048,1047,162,30140,35,131,142,89,44,20,11,0,470,3,35,43,19,14,11,0,0,125,58,230,152,76,45,22,8,6,604,9,42,26,31,20,11,0,0,148,60,131,151,109,74,21,4,0,541,196,829,684,493,604,376,134,30,3352,136,657,741,599,545,446,108,17,3250,317,1098
RA54,55,331,231,200,131,101,20,0,1065,22,78,89,58,42,34,3,0,314,621,3396,3120,2642,2176,1269,278,25,13525,158,682,629,448,451,374,89,3,2844,65,206,215,217,194,140,39,0,1082,40,235,210,282,282,149,30,3,1234,31,118,152,192,227,241,41,3,995,111,368,523,530,481,322,74,3,2410,93,279,226,194,184,129,31,3,1146,24,108,78,63,41,42,11,0,359,75,224,295,252,153,63,16,3,1078,10,11,5,4,4,0,0,0,33,18,90,131,124,91,33,14,0,509,1536,4561,4513,4293,3067,1142,297,37,19449,2866,10671,10420,9490,7533,4044,927,83,46033,67,242,141,76,70,43,3,0,647,3,31,25,14,34,15,0,0,122,85,284,147,87,52,32,4,0,694,12,52,27,22,18,11,0,0,145,49,147,121,79,56,22,0,0,480,155,659,419,381,642,475,85,4,2830,105,486,428,434,554,428,71,4,2505,248,745
RA55,0,8,10,12,4,0,0,0,40,0,0,4,0,0,0,0,0,11,27,126,271,262,140,20,6,0,849,0,13,27,15,10,4,0,0,74,0,8,7,6,0,4,0,0,24,0,5,13,13,7,0,0,0,38,0,5,0,4,3,0,0,0,17,0,8,17,18,8,7,0,0,64,0,8,6,11,0,3,0,0,30,0,0,0,3,5,0,0,0,10,3,12,19,20,11,0,0,0,67,0,0,3,0,0,0,0,0,0,0,4,7,7,6,0,0,0,39,37,196,422,380,194,44,0,0,1283,75,396,816,754,397,86,7,0,2532,4,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,16,5,5,3,0,0,0,34,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,10,4,5,0,7,3,3,0,0,21,0,0,3,6,11,9,0,0,25,4,3
