RA_CODE_2021,M_Yr_12_eq_15_19_yr,M_Yr_12_eq_20_24_yr,M_Yr_12_eq_25_34_yr,M_Yr_12_eq_35_44_yr,M_Yr_12_eq_45_54_yr,M_Yr_12_eq_55_64_yr,M_Yr_12_eq_65_74_yr,M_Yr_12_eq_75_84_yr,M_Yr_12_eq_85_yr_over,M_Yr_12_eq_Tot,M_Yr_11_eq_15_19_yr,M_Yr_11_eq_20_24_yr,M_Yr_11_eq_25_34_yr,M_Yr_11_eq_35_44_yr,M_Yr_11_eq_45_54_yr,M_Yr_11_eq_55_64_yr,M_Yr_11_eq_65_74_yr,M_Yr_11_eq_75_84_yr,M_Yr_11_eq_85_yr_over,M_Yr_11_eq_Tot,M_Yr_10_eq_15_19_yr,M_Yr_10_eq_20_24_yr,M_Yr_10_eq_25_34_yr,M_Yr_10_eq_35_44_yr,M_Yr_10_eq_45_54_yr,M_Yr_10_eq_55_64_yr,M_Yr_10_eq_65_74_yr,M_Yr_10_eq_75_84_yr,M_Yr_10_eq_85_yr_over,M_Yr_10_eq_Tot,M_Yr_9_eq_15_19_yr,M_Yr_9_eq_20_24_yr,M_Yr_9_eq_25_34_yr,M_Yr_9_eq_35_44_yr,M_Yr_9_eq_45_54_yr,M_Yr_9_eq_55_64_yr,M_Yr_9_eq_65_74_yr,M_Yr_9_eq_75_84_yr,M_Yr_9_eq_85_yr_over,M_Yr_9_eq_Tot,M_Yr_8_bel_15_19_yr,M_Yr_8_bel_20_24_yr,M_Yr_8_bel_25_34_yr,M_Yr_8_bel_35_44_yr,M_Yr_8_bel_45_54_yr,M_Yr_8_bel_55_64_yr,M_Yr_8_bel_65_74_yr,M_Yr_8_bel_75_84_yr,M_Yr_8_bel_85_yr_over,M_Yr_8_bel_Tot,M_Did_not_go_to_school_15_19,M_Did_not_go_to_school_20_24,M_Did_not_go_to_school_25_34,M_Did_not_go_to_school_35_44,M_Did_not_go_to_school_45_54,M_Did_not_go_to_school_55_64,M_Did_not_go_to_school_65_74,M_Did_not_go_to_school_75_84,M_Did_not_go_to_school_85ov,M_Did_not_go_to_school_Tot,M_High_yr_sch_ns_15_19_yr,M_High_yr_sch_ns_20_24_yr,M_High_yr_sch_ns_25_34_yr,M_High_yr_sch_ns_35_44_yr,M_High_yr_sch_ns_45_54_yr,M_High_yr_sch_ns_55_64_yr,M_High_yr_sch_ns_65_74_yr,M_High_yr_sch_ns_75_84_yr,M_High_yr_sch_ns_85_yr_over,M_High_yr_sch_ns_Tot,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Yr_12_eq_15_19_yr,F_Yr_12_eq_20_24_yr,F_Yr_12_eq_25_34_yr,F_Yr_12_eq_35_44_yr,F_Yr_12_eq_45_54_yr,F_Yr_12_eq_55_64_yr,F_Yr_12_eq_65_74_yr,F_Yr_12_eq_75_84_yr,F_Yr_12_eq_85_yr_over,F_Yr_12_eq_Tot,F_Yr_11_eq_15_19_yr,F_Yr_11_eq_20_24_yr,F_Yr_11_eq_25_34_yr,F_Yr_11_eq_35_44_yr,F_Yr_11_eq_45_54_yr,F_Yr_11_eq_55_64_yr,F_Yr_11_eq_65_74_yr,F_Yr_11_eq_75_84_yr,F_Yr_11_eq_85_yr_over,F_Yr_11_eq_Tot,F_Yr_10_eq_15_19_yr,F_Yr_10_eq_20_24_yr,F_Yr_10_eq_25_34_yr,F_Yr_10_eq_35_44_yr,F_Yr_10_eq_45_54_yr,F_Yr_10_eq_55_64_yr,F_Yr_10_eq_65_74_yr,F_Yr_10_eq_75_84_yr,F_Yr_10_eq_85_yr_over,F_Yr_10_eq_Tot,F_Yr_9_eq_15_19_yr,F_Yr_9_eq_20_24_yr,F_Yr_9_eq_25_34_yr,F_Yr_9_eq_35_44_yr,F_Yr_9_eq_45_54_yr,F_Yr_9_eq_55_64_yr,F_Yr_9_eq_65_74_yr,F_Yr_9_eq_75_84_yr,F_Yr_9_eq_85_yr_over,F_Yr_9_eq_Tot,F_Yr_8_bel_15_19_yr,F_Yr_8_bel_20_24_yr,F_Yr_8_bel_25_34_yr,F_Yr_8_bel_35_44_yr,F_Yr_8_bel_45_54_yr,F_Yr_8_bel_55_64_yr,F_Yr_8_bel_65_74_yr,F_Yr_8_bel_75_84_yr,F_Yr_8_bel_85_yr_over,F_Yr_8_bel_Tot,F_Did_not_go_to_school_15_19,F_Did_not_go_to_school_20_24,F_Did_not_go_to_school_25_34,F_Did_not_go_to_school_35_44,F_Did_not_go_to_school_45_54,F_Did_not_go_to_school_55_64,F_Did_not_go_to_school_65_74,F_Did_not_go_to_school_75_84,F_Did_not_go_to_school_85ov,F_Did_not_go_to_school_Tot,F_High_yr_sch_ns_15_19_yr,F_High_yr_sch_ns_20_24_yr,F_High_yr_sch_ns_25_34_yr,F_High_yr_sch_ns_35_44_yr,F_High_yr_sch_ns_45_54_yr,F_High_yr_sch_ns_55_64_yr,F_High_yr_sch_ns_65_74_yr,F_High_yr_sch_ns_75_84_yr,F_High_yr_sch_ns_85_yr_over,F_High_yr_sch_ns_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Yr_12_eq_15_19_yr,P_Yr_12_eq_20_24_yr,P_Yr_12_eq_25_34_yr,P_Yr_12_eq_35_44_yr,P_Yr_12_eq_45_54_yr,P_Yr_12_eq_55_64_yr,P_Yr_12_eq_65_74_yr,P_Yr_12_eq_75_84_yr,P_Yr_12_eq_85_yr_over,P_Yr_12_eq_Tot,P_Yr_11_eq_15_19_yr,P_Yr_11_eq_20_24_yr,P_Yr_11_eq_25_34_yr,P_Yr_11_eq_35_44_yr,P_Yr_11_eq_45_54_yr,P_Yr_11_eq_55_64_yr,P_Yr_11_eq_65_74_yr,P_Yr_11_eq_75_84_yr,P_Yr_11_eq_85_yr_over,P_Yr_11_eq_Tot,P_Yr_10_eq_15_19_yr,P_Yr_10_eq_20_24_yr,P_Yr_10_eq_25_34_yr,P_Yr_10_eq_35_44_yr,P_Yr_10_eq_45_54_yr,P_Yr_10_eq_55_64_yr,P_Yr_10_eq_65_74_yr,P_Yr_10_eq_75_84_yr,P_Yr_10_eq_85_yr_over,P_Yr_10_eq_Tot,P_Yr_9_eq_15_19_yr,P_Yr_9_eq_20_24_yr,P_Yr_9_eq_25_34_yr,P_Yr_9_eq_35_44_yr,P_Yr_9_eq_45_54_yr,P_Yr_9_eq_55_64_yr,P_Yr_9_eq_65_74_yr,P_Yr_9_eq_75_84_yr,P_Yr_9_eq_85_yr_over,P_Yr_9_eq_Tot
RA50,17941,50695,100376,100681,77192,55701,41511,18570,4783,467452,2755,4510,12082,12378,12633,10651,5874,2643,593,64124,3504,5189,16463,18068,25438,30769,24281,11360,3024,138098,997,727,2007,2515,3083,4120,4988,3967,1551,23957,260,273,876,1267,1528,2290,4081,5119,2721,18420,54,148,703,875,994,926,799,625,359,5480,2174,2923,7281,6706,5622,4691,4377,4062,2582,40418,27677,64463,139792,142489,126493,109153,85915,46348,15614,757948,18842,52807,118390,117229,88199,62357,39735,17383,5634,520578,1767,3289,9693,10147,13164,14050,8018,3389,959,64486,2587,3999,12811,14380,23352,30003,30894,15697,5742,139461,735,525,1405,1948,2436,3727,5514,4782,2584,23656,214,182,781,1341,1822,2630,4932,6100,4360,22367,48,89,622,997,1113,1243,1104,941,795,6956,2075,2664,6971,6054,4895,4271,4953,5401,4778,42063,26272,63559,150667,152106,134976,118278,95153,53699,24848,819564,36786,103498,218764,217914,165388,118057,81248,35952,10419,988028,4526,7803,21778,22528,25795,24700,13896,6032,1550,128605,6089,9191,29273,32450,48789,60773,55176,27063,8763,277561,1733,1251,3410,4464,5523,7847,10496,8752,4132,47615
RA51,1379,3286,5995,6732,6164,5124,4636,1928,381,35633,525,690,1526,1803,1976,1570,1014,410,76,9574,685,956,2996,3530,4753,5904,4721,1909,337,25789,145,98,297,384,537,872,1079,716,208,4339,40,42,128,134,184,312,692,819,437,2784,3,16,46,56,98,92,48,46,30,442,412,526,1218,1120,1181,1058,944,658,315,7426,3188,5605,12220,13766,14892,14929,13131,6492,1773,85987,1529,3381,7985,9510,8406,6588,4380,1809,483,44082,303,381,1299,1667,2077,2304,1342,456,113,9947,445,532,1824,2434,4068,5190,5049,2219,651,22399,114,81,206,231,336,622,891,685,327,3490,11,26,68,90,114,215,532,772,528,2355,3,9,39,25,27,33,38,33,35,244,342,333,826,817,906,931,924,787,526,6390,2752,4736,12248,14772,15935,15875,13154,6759,2670,88899,2907,6665,13980,16246,14565,11717,9014,3743,867,79709,824,1071,2831,3473,4056,3869,2356,866,186,19528,1123,1486,4820,5969,8820,11090,9767,4127,983,48190,263,173,512,612,873,1495,1964,1402,531,7825
RA52,1011,2601,5422,5302,4912,4288,3457,1348,321,28649,498,627,1319,1335,1526,1367,869,328,77,7954,678,783,2323,2493,3596,5086,3799,1532,354,20653,155,98,245,341,480,783,982,688,214,3982,42,41,111,132,189,349,737,862,396,2860,12,9,54,76,77,72,58,59,35,449,477,507,1270,1317,1374,1422,1195,727,252,8538,2864,4661,10742,10995,12155,13373,11095,5544,1648,73080,1020,2717,6726,6816,6019,5111,3312,1398,425,33544,286,382,1078,1139,1607,1950,1121,385,78,8022,396,560,1431,1827,2931,4030,3752,1662,540,17110,109,89,153,227,297,489,734,646,263,3005,26,23,68,96,136,247,464,703,449,2203,4,16,29,47,62,54,61,60,41,372,435,415,1015,1095,1053,1132,1040,798,453,7439,2272,4199,10494,11247,12112,13005,10489,5641,2246,71697,2031,5312,12153,12122,10933,9394,6769,2746,745,62196,781,1010,2390,2473,3137,3322,1991,711,158,15978,1069,1338,3753,4323,6528,9116,7555,3194,892,37762,263,183,398,568,781,1274,1712,1329,476,6987
RA53,491,1386,3991,4136,3062,2243,1541,515,78,17446,199,263,804,939,927,861,406,115,9,4533,218,315,1186,1544,1928,2391,1700,550,77,9908,65,52,179,216,244,371,439,196,48,1813,13,10,45,60,105,158,294,272,100,1059,6,3,16,35,28,28,13,19,11,153,339,505,1680,1826,1743,1556,825,354,79,8908,1320,2545,7904,8757,8051,7608,5217,2024,398,43821,451,1466,4873,4376,2868,2236,1337,420,89,18112,106,173,559,633,782,886,468,126,18,3751,133,200,728,869,1226,1675,1528,504,97,6953,39,37,86,108,157,219,262,180,63,1151,15,5,26,55,65,93,199,187,95,740,0,3,10,15,17,17,19,13,11,112,280,381,1170,1019,913,900,666,300,95,5724,1018,2261,7449,7065,6030,6032,4483,1721,472,36545,936,2852,8864,8514,5932,4483,2880,931,165,35556,302,434,1364,1574,1710,1748,881,239,33,8284,349,512,1919,2405,3153,4067,3224,1052,173,16862,101,90,257,322,404,588,706,379,114,2959
RA54,308,1539,5437,4875,3788,2826,1873,413,33,21077,170,310,1326,1364,1345,993,508,112,5,6126,222,479,1762,1948,2527,2860,1943,433,40,12218,94,83,229,303,377,481,473,200,19,2252,54,37,100,127,197,285,380,260,41,1479,8,7,33,38,63,50,48,44,17,301,330,1072,4398,4335,4146,2953,1056,266,33,18607,1192,3521,13287,12984,12451,10442,6277,1720,192,62058,346,1435,4122,2882,2136,2271,1449,277,28,14953,124,255,642,591,657,865,449,79,9,3668,181,306,810,833,1159,1705,1571,339,32,6942,91,49,122,149,183,240,325,125,15,1305,55,31,70,70,122,165,220,162,29,924,6,6,17,17,29,39,52,44,22,226,248,628,1625,1130,1168,1042,637,211,41,6727,1054,2696,7415,5671,5459,6332,4706,1230,179,34743,657,2968,9563,7755,5926,5096,3322,685,63,36033,288,561,1972,1949,2003,1860,959,189,15,9801,409,776,2577,2788,3689,4562,3521,766,72,19155,184,132,348,449,559,718,795,325,35,3556
RA55,0,37,164,325,243,122,47,6,0,942,0,3,33,72,81,43,8,0,0,246,6,7,31,96,118,83,22,3,0,366,0,0,5,5,8,10,0,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,6,28,190,414,378,198,35,4,0,1263,13,81,430,908,839,449,117,15,0,2854,7,19,53,29,29,38,22,7,0,198,0,0,3,0,0,7,3,0,0,22,0,6,0,0,4,7,12,3,0,40,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,29,20,23,24,12,5,0,124,8,36,89,49,60,77,61,17,0,392,5,59,216,349,273,156,75,7,0,1134,0,3,43,74,83,53,13,0,0,272,6,9,31,95,129,92,39,10,0,402,0,0,7,3,8,8,0,0,0,38
