RA_CODE_2021,A_0_4_Indig_M,A_0_4_Indig_F,A_0_4_Indig_P,A_0_4_Non_Indig_M,A_0_4_Non_Indig_F,A_0_4_Non_Indig_P,A_0_4_Indig_status_ns_M,A_0_4_Indig_status_ns_F,A_0_4_Indig_status_ns_P,A_0_4_Tot_M,A_0_4_Tot_F,A_0_4_Tot_P,A_5_9_Indig_M,A_5_9_Indig_F,A_5_9_Indig_P,A_5_9_Non_Indig_M,A_5_9_Non_Indig_F,A_5_9_Non_Indig_P,A_5_9_Indig_status_ns_M,A_5_9_Indig_status_ns_F,A_5_9_Indig_status_ns_P,A_5_9_Tot_M,A_5_9_Tot_F,A_5_9_Tot_P,A_10_14_Indig_M,A_10_14_Indig_F,A_10_14_Indig_P,A_10_14_Non_Indig_M,A_10_14_Non_Indig_F,A_10_14_Non_Indig_P,A_10_14_Indig_status_ns_M,A_10_14_Indig_status_ns_F,A_10_14_Indig_status_ns_P,A_10_14_Tot_M,A_10_14_Tot_F,A_10_14_Tot_P,A_15_19_Indig_M,A_15_19_Indig_F,A_15_19_Indig_P,A_15_19_Non_Indig_M,A_15_19_Non_Indig_F,A_15_19_Non_Indig_P,A_15_19_Indig_status_ns_M,A_15_19_Indig_status_ns_F,A_15_19_Indig_status_ns_P,A_15_19_Tot_M,A_15_19_Tot_F,A_15_19_Tot_P,A_20_24_Indig_M,A_20_24_Indig_F,A_20_24_Indig_P,A_20_24_Non_Indig_M,A_20_24_Non_Indig_F,A_20_24_Non_Indig_P,A_20_24_Indig_status_ns_M,A_20_24_Indig_status_ns_F,A_20_24_Indig_status_ns_P,A_20_24_Tot_M,A_20_24_Tot_F,A_20_24_Tot_P,A_25_29_Indig_M,A_25_29_Indig_F,A_25_29_Indig_P,A_25_29_Non_Indig_M,A_25_29_Non_Indig_F,A_25_29_Non_Indig_P,A_25_29_Indig_status_ns_M,A_25_29_Indig_status_ns_F,A_25_29_Indig_status_ns_P,A_25_29_Tot_M,A_25_29_Tot_F,A_25_29_Tot_P,A_30_34_Indig_M,A_30_34_Indig_F,A_30_34_Indig_P,A_30_34_Non_Indig_M,A_30_34_Non_Indig_F,A_30_34_Non_Indig_P,A_30_34_Indig_status_ns_M,A_30_34_Indig_status_ns_F,A_30_34_Indig_status_ns_P,A_30_34_Tot_M,A_30_34_Tot_F,A_30_34_Tot_P,A_35_39_Indig_M,A_35_39_Indig_F,A_35_39_Indig_P,A_35_39_Non_Indig_M,A_35_39_Non_Indig_F,A_35_39_Non_Indig_P,A_35_39_Indig_status_ns_M,A_35_39_Indig_status_ns_F,A_35_39_Indig_status_ns_P,A_35_39_Tot_M,A_35_39_Tot_F,A_35_39_Tot_P,A_40_44_Indig_M,A_40_44_Indig_F,A_40_44_Indig_P,A_40_44_Non_Indig_M,A_40_44_Non_Indig_F,A_40_44_Non_Indig_P,A_40_44_Indig_status_ns_M,A_40_44_Indig_status_ns_F,A_40_44_Indig_status_ns_P,A_40_44_Tot_M,A_40_44_Tot_F,A_40_44_Tot_P,A_45_49_Indig_M,A_45_49_Indig_F,A_45_49_Indig_P,A_45_49_Non_Indig_M,A_45_49_Non_Indig_F,A_45_49_Non_Indig_P,A_45_49_Indig_status_ns_M,A_45_49_Indig_status_ns_F,A_45_49_Indig_status_ns_P,A_45_49_Tot_M,A_45_49_Tot_F,A_45_49_Tot_P,A_50_54_Indig_M,A_50_54_Indig_F,A_50_54_Indig_P,A_50_54_Non_Indig_M,A_50_54_Non_Indig_F,A_50_54_Non_Indig_P,A_50_54_Indig_status_ns_M,A_50_54_Indig_status_ns_F,A_50_54_Indig_status_ns_P,A_50_54_Tot_M,A_50_54_Tot_F,A_50_54_Tot_P,A_55_59_Indig_M,A_55_59_Indig_F,A_55_59_Indig_P,A_55_59_Non_Indig_M,A_55_59_Non_Indig_F,A_55_59_Non_Indig_P,A_55_59_Indig_status_ns_M,A_55_59_Indig_status_ns_F,A_55_59_Indig_status_ns_P,A_55_59_Tot_M,A_55_59_Tot_F,A_55_59_Tot_P,A_60_64_Indig_M,A_60_64_Indig_F,A_60_64_Indig_P,A_60_64_Non_Indig_M,A_60_64_Non_Indig_F,A_60_64_Non_Indig_P,A_60_64_Indig_status_ns_M,A_60_64_Indig_status_ns_F,A_60_64_Indig_status_ns_P,A_60_64_Tot_M,A_60_64_Tot_F,A_60_64_Tot_P,A_65_and_over_Indig_M,A_65_and_over_Indig_F,A_65_and_over_Indig_P,A_65_and_over_Non_Indig_M,A_65_and_over_Non_Indig_F,A_65_and_over_Non_Indig_P,A_65_and_over_Indig_stat_ns_M,A_65_and_over_Indig_stat_ns_F,A_65_and_over_Indig_stat_ns_P,A_65_and_over_Tot_M,A_65_and_over_Tot_F,A_65_and_over_Tot_P,Tot_Indig_M,Tot_Indig_F,Tot_Indig_P,Tot_Non_Indig_M,Tot_Non_Indig_F,Tot_Non_Indig_P,Tot_Indig_status_ns_M,Tot_Indig_status_ns_F,Tot_Indig_status_ns_P,Tot_Tot_M,Tot_Tot_F,Tot_Tot_P
RA50,2424,2267,4689,61347,58045,119393,2075,1907,3983,65845,62221,128064,2451,2237,4690,64149,61195,125346,2313,2272,4590,68917,65708,134623,2375,2344,4717,64031,60380,124413,2310,2126,4433,68715,64850,133563,2123,1989,4113,58080,55551,113627,1947,1910,3858,62155,59453,121607,1890,1816,3705,60319,59652,119964,2384,2215,4601,64592,63678,128270,1671,1769,3443,62891,65609,128497,2806,2869,5674,67369,70246,137619,1452,1539,2993,68160,76104,144258,2923,2887,5813,72535,80526,153066,1194,1257,2454,71620,77066,148687,2734,2881,5612,75551,81204,156757,1004,1045,2050,63456,67837,131293,2570,2116,4687,67038,71001,138034,946,1027,1973,60778,65269,126047,2246,2113,4360,63970,68407,132377,831,1013,1847,59664,63787,123448,2118,1867,3982,62615,66666,129277,744,834,1578,54834,59042,113873,1945,1674,3618,57522,61554,119071,558,648,1203,49544,54669,104219,1614,1499,3112,51716,56819,108533,851,1101,1954,141669,166232,307907,5473,6522,11990,147997,173859,321848,20527,20881,41407,940551,990436,1930985,35466,34854,70326,996537,1046174,2042711
RA51,408,324,730,5646,5345,10992,308,292,600,6361,5961,12320,437,382,818,6854,6323,13177,393,383,773,7683,7085,14770,412,401,807,7388,6854,14243,451,435,888,8249,7692,15942,380,369,750,6138,5792,11932,391,339,727,6909,6499,13413,374,240,614,4798,4191,8989,441,298,741,5608,4736,10344,355,210,565,4975,5030,10001,434,361,797,5756,5612,11366,359,182,542,5697,6093,11792,401,365,771,6461,6644,13104,256,185,443,6194,6948,13142,429,390,817,6887,7523,14407,218,181,404,6293,6719,13016,367,351,721,6883,7252,14137,218,182,399,6635,7187,13827,452,390,844,7310,7762,15065,149,169,315,6990,7608,14603,451,400,850,7591,8178,15771,164,158,325,6922,7408,14328,425,413,841,7513,7979,15490,121,117,240,6891,7424,14313,408,367,774,7419,7904,15329,180,202,379,20032,21087,41110,1195,1306,2502,21403,22593,43993,4015,3316,7334,101462,104006,205463,6552,6098,12650,112027,113421,225447
RA52,576,510,1089,4364,4161,8527,408,371,782,5356,5043,10404,589,546,1137,4901,4632,9532,523,490,1013,6014,5672,11683,631,646,1276,5059,4735,9790,552,493,1045,6237,5874,12111,556,538,1093,4504,4086,8588,429,391,821,5488,5015,10498,459,381,843,3783,3445,7229,429,369,798,4671,4197,8869,449,346,798,4385,4246,8628,540,429,974,5375,5018,10394,346,313,658,4486,4683,9169,539,482,1021,5375,5476,10849,323,304,623,4754,4884,9634,554,491,1046,5631,5677,11308,307,294,600,4460,4806,9264,595,475,1074,5362,5579,10945,300,286,594,4976,5108,10085,591,439,1034,5872,5841,11712,269,303,573,5412,5475,10885,616,492,1110,6298,6271,12572,249,280,530,5800,5739,11542,597,509,1102,6646,6532,13183,215,229,447,5888,5802,11693,622,445,1068,6730,6481,13206,332,444,774,16445,16526,32972,1518,1410,2927,18295,18379,36680,5606,5436,11044,79219,78337,157553,8515,7295,15809,93348,91070,184417
RA53,575,494,1074,2435,2330,4771,373,315,687,3385,3146,6533,596,528,1121,2580,2472,5051,475,444,919,3650,3447,7092,569,573,1139,2180,2074,4246,420,396,814,3167,3038,6210,500,478,977,1526,1280,2803,315,254,576,2343,2010,4357,416,372,785,1676,1538,3213,455,358,810,2545,2260,4802,354,405,768,2526,2459,4986,727,518,1245,3613,3387,6999,425,380,801,3058,3134,6190,815,551,1368,4301,4063,8361,357,341,696,3367,3130,6505,903,514,1416,4632,3984,8614,331,318,649,2973,2360,5330,826,407,1233,4129,3086,7217,287,269,555,2903,2366,5263,798,420,1218,3988,3048,7034,273,284,561,2957,2278,5234,831,426,1261,4065,2987,7056,218,254,473,2896,2350,5248,763,421,1181,3876,3025,6900,185,209,386,2879,2397,5275,669,417,1085,3739,3016,6747,261,319,586,6317,5485,11803,1061,877,1935,7640,6681,14329,5350,5213,10568,40282,35646,75930,9433,6319,15753,55065,47187,102253
RA54,870,804,1672,1223,1126,2349,252,237,493,2341,2168,4511,920,861,1778,1329,1200,2526,332,325,656,2577,2385,4963,841,851,1696,889,847,1740,258,247,499,1985,1948,3932,795,794,1592,635,526,1156,282,212,500,1707,1534,3245,734,779,1515,1789,1354,3143,1007,571,1574,3525,2709,6231,763,723,1489,3367,2216,5579,1910,771,2683,6042,3710,9751,777,704,1479,4163,2270,6441,2317,734,3050,7257,3709,10969,686,678,1363,4003,1862,5867,2260,560,2819,6947,3102,10050,606,568,1178,3529,1548,5073,1907,464,2371,6043,2580,8626,570,519,1089,3555,1518,5077,1948,516,2464,6074,2554,8627,505,549,1058,3825,1812,5636,2059,542,2604,6385,2900,9291,396,410,806,3564,2155,5719,1650,540,2193,5609,3110,8719,334,327,657,3317,2467,5786,1184,428,1613,4838,3218,8059,472,571,1042,6540,4824,11364,1176,725,1907,8191,6120,14314,9273,9139,18406,41727,25732,67460,18539,6880,25414,69531,41750,111284
RA55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,5,7,11,3,3,6,13,8,20,4,0,4,49,21,73,29,15,41,81,36,116,0,0,0,89,29,120,60,14,72,152,43,196,3,0,4,153,29,178,132,9,138,283,40,327,9,0,14,233,13,254,195,10,207,441,29,470,3,0,3,251,13,263,213,11,216,465,24,483,3,3,8,227,11,238,190,6,196,418,23,440,9,0,14,221,24,245,182,11,193,418,36,453,0,0,3,170,27,195,135,11,145,305,43,341,0,0,3,92,28,114,55,14,71,150,40,188,0,0,0,88,57,143,45,24,64,131,77,209,39,6,48,1574,267,1836,1241,121,1364,2856,395,3250
