RA_CODE_2021,M_Neg_Nil_inc_15_19_yr,M_Neg_Nil_inc_20_24_yr,M_Neg_Nil_inc_25_34_yr,M_Neg_Nil_inc_35_44_yr,M_Neg_Nil_inc_45_54_yr,M_Neg_Nil_inc_55_64_yr,M_Neg_Nil_inc_65_74_yr,M_Neg_Nil_inc_75_84_yr,M_Neg_Nil_inc_85_yr_over,M_Neg_Nil_inc_Tot,M_1_149_15_19_yr,M_1_149_20_24_yr,M_1_149_25_34_yr,M_1_149_35_44_yr,M_1_149_45_54_yr,M_1_149_55_64_yr,M_1_149_65_74_yr,M_1_149_75_84_yr,M_1_149_85_yr_over,M_1_149_Tot,M_150_299_15_19_yr,M_150_299_20_24_yr,M_150_299_25_34_yr,M_150_299_35_44_yr,M_150_299_45_54_yr,M_150_299_55_64_yr,M_150_299_65_74_yr,M_150_299_75_84_yr,M_150_299_85_yr_over,M_150_299_Tot,M_300_399_15_19_yr,M_300_399_20_24_yr,M_300_399_25_34_yr,M_300_399_35_44_yr,M_300_399_45_54_yr,M_300_399_55_64_yr,M_300_399_65_74_yr,M_300_399_75_84_yr,M_300_399_85_yr_over,M_300_399_Tot,M_400_499_15_19_yr,M_400_499_20_24_yr,M_400_499_25_34_yr,M_400_499_35_44_yr,M_400_499_45_54_yr,M_400_499_55_64_yr,M_400_499_65_74_yr,M_400_499_75_84_yr,M_400_499_85_yr_over,M_400_499_Tot,M_500_649_15_19_yr,M_500_649_20_24_yr,M_500_649_25_34_yr,M_500_649_35_44_yr,M_500_649_45_54_yr,M_500_649_55_64_yr,M_500_649_65_74_yr,M_500_649_75_84_yr,M_500_649_85_yr_over,M_500_649_Tot,M_650_799_15_19_yr,M_650_799_20_24_yr,M_650_799_25_34_yr,M_650_799_35_44_yr,M_650_799_45_54_yr,M_650_799_55_64_yr,M_650_799_65_74_yr,M_650_799_75_84_yr,M_650_799_85_yr_over,M_650_799_Tot,M_800_999_15_19_yr,M_800_999_20_24_yr,M_800_999_25_34_yr,M_800_999_35_44_yr,M_800_999_45_54_yr,M_800_999_55_64_yr,M_800_999_65_74_yr,M_800_999_75_84_yr,M_800_999_85_yr_over,M_800_999_Tot,M_1000_1249_15_19_yr,M_1000_1249_20_24_yr,M_1000_1249_25_34_yr,M_1000_1249_35_44_yr,M_1000_1249_45_54_yr,M_1000_1249_55_64_yr,M_1000_1249_65_74_yr,M_1000_1249_75_84_yr,M_1000_1249_85_yr_over,M_1000_1249_Tot,M_1250_1499_15_19_yr,M_1250_1499_20_24_yr,M_1250_1499_25_34_yr,M_1250_1499_35_44_yr,M_1250_1499_45_54_yr,M_1250_1499_55_64_yr,M_1250_1499_65_74_yr,M_1250_1499_75_84_yr,M_1250_1499_85_yr_over,M_1250_1499_Tot,M_1500_1749_15_19_yr,M_1500_1749_20_24_yr,M_1500_1749_25_34_yr,M_1500_1749_35_44_yr,M_1500_1749_45_54_yr,M_1500_1749_55_64_yr,M_1500_1749_65_74_yr,M_1500_1749_75_84_yr,M_1500_1749_85_yr_over,M_1500_1749_Tot,M_1750_1999_15_19_yr,M_1750_1999_20_24_yr,M_1750_1999_25_34_yr,M_1750_1999_35_44_yr,M_1750_1999_45_54_yr,M_1750_1999_55_64_yr,M_1750_1999_65_74_yr,M_1750_1999_75_84_yr,M_1750_1999_85_yr_over,M_1750_1999_Tot,M_2000_2999_15_19_yr,M_2000_2999_20_24_yr,M_2000_2999_25_34_yr,M_2000_2999_35_44_yr,M_2000_2999_45_54_yr,M_2000_2999_55_64_yr,M_2000_2999_65_74_yr,M_2000_2999_75_84_yr,M_2000_2999_85_yr_over,M_2000_2999_Tot,M_3000_3499_15_19_yr,M_3000_3499_20_24_yr,M_3000_3499_25_34_yr,M_3000_3499_35_44_yr,M_3000_3499_45_54_yr,M_3000_3499_55_64_yr,M_3000_3499_65_74_yr,M_3000_3499_75_84_yr,M_3000_3499_85_yr_over,M_3000_3499_Tot,M_3500_more_15_19_yr,M_3500_more_20_24_yr,M_3500_more_25_34_yr,M_3500_more_35_44_yr,M_3500_more_45_54_yr,M_3500_more_55_64_yr,M_3500_more_65_74_yr,M_3500_more_75_84_yr,M_3500_more_85_yr_over,M_3500_more_Tot,M_Personal_inc_ns_15_19_yr,M_Personal_inc_ns_20_24_yr,M_Personal_inc_ns_25_34_yr,M_Personal_inc_ns_35_44_yr,M_Personal_inc_ns_45_54_yr,M_Personal_inc_ns_55_64_yr,M_Personal_inc_ns_65_74_yr,M_Personal_inc_ns_75_84_yr,M_Personal_inc_ns_85_yr_over,M_Personal_inc_ns_Tot,M_OS_vis_15_19_yr,M_OS_vis_20_24_yr,M_OS_vis_25_34_yr,M_OS_vis_35_44_yr,M_OS_vis_45_54_yr,M_OS_vis_55_64_yr,M_OS_vis_65_74_yr,M_OS_vis_75_84_yr,M_OS_vis_85_yr_over,M_OS_vis_Tot,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Neg_Nil_inc_15_19_yr,F_Neg_Nil_inc_20_24_yr,F_Neg_Nil_inc_25_34_yr,F_Neg_Nil_inc_35_44_yr,F_Neg_Nil_inc_45_54_yr,F_Neg_Nil_inc_55_64_yr,F_Neg_Nil_inc_65_74_yr,F_Neg_Nil_inc_75_84_yr,F_Neg_Nil_inc_85_yr_over,F_Neg_Nil_inc_Tot,F_1_149_15_19_yr,F_1_149_20_24_yr,F_1_149_25_34_yr,F_1_149_35_44_yr,F_1_149_45_54_yr,F_1_149_55_64_yr,F_1_149_65_74_yr,F_1_149_75_84_yr,F_1_149_85_yr_over,F_1_149_Tot
RA50,27433,5587,4579,3230,3531,5566,6106,2543,727,59297,12010,2715,1006,699,808,1580,2441,1015,321,22598,6851,5714,3286,2324,2546,3436,4896,2795,811,32666,2765,5037,4586,3336,3668,5113,12034,10091,3171,49800,2532,4435,3825,2658,3083,4344,10094,7509,2903,41387,2937,6001,5390,3406,3461,4310,8652,5583,1590,41328,1955,6728,6869,4419,3593,4427,6444,3981,1163,39576,1370,7680,12701,8182,6887,6848,6082,2668,742,53156,753,7039,18991,14057,11199,10580,6484,2192,501,71799,280,4099,16373,13545,10605,9073,4414,1239,244,59874,148,2426,14763,14384,11519,9524,3526,932,263,57481,67,1263,10940,12799,10675,7764,2421,487,129,46544,64,1517,19321,29066,24736,16770,4190,777,196,96631,16,237,4284,8638,7720,4789,1222,231,62,27202,40,181,4101,14037,16177,10070,2802,704,171,48288,2928,3922,8907,7811,6372,5046,4173,3637,2628,45429,63,195,574,402,376,408,343,123,28,2510,62219,64786,140487,142989,126960,109652,86323,46512,15655,795570,22938,4818,13421,15197,11330,15006,9876,3158,1275,97016,14287,3026,3246,4018,3040,4016,3793,1394,485,37309
RA51,2573,313,264,262,364,669,734,247,54,5477,1358,96,44,77,87,220,350,146,33,2421,587,285,280,274,298,479,780,399,119,3498,268,259,380,360,437,780,2199,1609,391,6683,352,247,303,313,414,694,1707,1077,355,5462,459,402,435,381,441,736,1334,761,170,5115,318,636,576,402,491,706,1064,536,139,4872,219,765,989,746,822,989,892,363,72,5869,107,672,1451,1294,1331,1466,975,290,45,7625,41,425,1227,1224,1243,1219,530,143,21,6074,24,285,1115,1329,1349,1223,436,121,34,5917,10,176,874,1154,1348,1085,296,59,9,5003,8,233,1631,2611,2882,2150,460,72,15,10059,4,24,367,675,771,539,139,19,4,2539,5,27,277,789,1018,716,256,69,18,3178,567,768,1989,1879,1605,1256,980,596,297,9940,4,76,91,52,26,19,14,10,0,285,6918,5683,12309,13818,14927,14955,13143,6505,1771,90027,2152,290,1134,1108,1158,1983,1148,294,98,9377,1648,141,392,486,345,537,498,159,81,4288
RA52,1925,230,241,224,330,585,577,215,71,4402,897,64,61,61,102,214,280,116,32,1834,455,227,277,282,305,498,675,281,101,3093,181,192,306,308,430,746,1706,1315,356,5537,260,197,262,283,381,678,1449,997,292,4802,398,317,341,301,418,587,1043,589,180,4181,291,492,487,356,432,661,795,427,126,4061,221,673,893,683,708,929,745,269,82,5202,138,582,1262,1005,1061,1326,770,205,48,6391,56,331,977,917,970,983,471,108,19,4827,40,296,1048,964,1130,1035,383,101,33,5036,9,178,847,893,986,881,275,77,17,4155,16,233,1527,2025,2152,1762,439,83,14,8244,0,42,372,560,572,459,114,19,8,2146,3,26,298,599,707,586,219,53,18,2505,590,603,1548,1536,1492,1432,1149,688,271,9319,4,39,97,41,15,19,17,13,3,253,5490,4710,10852,11043,12179,13394,11114,5554,1657,75992,1597,245,889,723,684,1307,811,244,115,6612,1157,124,262,266,227,397,335,102,40,2921
RA53,712,114,135,110,150,234,266,76,9,1798,353,16,25,32,44,54,99,44,8,663,185,87,108,102,123,163,231,88,26,1114,78,68,128,112,161,296,621,350,76,1891,67,67,103,93,145,228,502,303,70,1571,136,126,93,116,134,246,465,196,31,1542,121,182,185,131,164,216,312,134,25,1472,90,228,360,248,270,331,324,136,21,2006,81,267,600,492,428,565,394,102,16,2940,49,222,549,481,487,493,261,53,15,2605,30,171,669,634,586,540,229,40,6,2909,9,124,606,680,577,510,179,25,3,2720,18,209,1475,1830,1528,1134,246,53,5,6502,5,49,558,708,571,375,90,13,4,2368,6,47,541,1084,899,629,195,69,9,3481,406,561,1781,1904,1784,1581,823,352,80,9278,0,23,85,35,21,32,18,4,0,219,2345,2567,7997,8801,8077,7635,5235,2027,398,45077,587,122,539,442,326,598,364,85,23,3093,402,39,144,151,86,155,136,39,17,1165
RA54,483,97,146,112,123,278,297,56,12,1591,140,24,46,45,52,99,106,29,7,544,242,285,451,385,294,279,302,88,21,2339,55,149,240,198,242,278,756,315,31,2270,45,64,126,95,139,230,633,264,39,1630,68,75,124,108,143,212,565,201,18,1515,40,90,171,121,128,259,447,135,10,1398,51,174,344,212,217,352,385,100,13,1843,41,217,488,328,378,533,452,88,6,2532,35,217,540,404,438,460,282,52,4,2442,26,204,715,571,561,586,214,33,4,2911,28,219,825,719,671,612,162,15,0,3256,27,472,2726,2668,2490,1756,387,24,0,10549,5,82,997,1154,1034,680,105,14,0,4078,5,57,863,1468,1348,849,149,28,0,4764,425,1114,4498,4409,4205,2980,1043,276,34,18976,0,65,181,97,66,42,22,0,0,478,1707,3595,13476,13093,12527,10491,6303,1720,193,63107,428,109,323,233,206,579,363,42,8,2289,155,43,92,89,75,177,148,16,0,794
RA55,0,0,0,0,0,4,4,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,5,0,0,13,0,5,4,3,0,0,0,0,0,14,0,0,0,0,4,0,8,3,0,19,0,0,4,5,3,5,0,0,0,17,0,5,3,4,6,0,8,0,0,24,0,6,11,17,17,7,0,3,0,66,0,3,14,12,17,7,6,0,0,65,0,8,17,23,22,14,8,0,0,93,0,9,14,25,22,10,0,0,0,88,0,11,72,138,110,76,9,0,0,418,0,3,26,82,56,28,6,0,0,207,0,0,61,183,189,89,10,0,0,538,3,32,190,413,386,197,40,4,0,1269,0,0,24,37,53,24,0,0,0,143,14,81,459,945,896,473,119,15,0,3002,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,4,0,0,0
