RA_CODE_2021,F_150_299_15_19_yr,F_150_299_20_24_yr,F_150_299_25_34_yr,F_150_299_35_44_yr,F_150_299_45_54_yr,F_150_299_55_64_yr,F_150_299_65_74_yr,F_150_299_75_84_yr,F_150_299_85_yr_over,F_150_299_Tot,F_300_399_15_19_yr,F_300_399_20_24_yr,F_300_399_25_34_yr,F_300_399_35_44_yr,F_300_399_45_54_yr,F_300_399_55_64_yr,F_300_399_65_74_yr,F_300_399_75_84_yr,F_300_399_85_yr_over,F_300_399_Tot,F_400_499_15_19_yr,F_400_499_20_24_yr,F_400_499_25_34_yr,F_400_499_35_44_yr,F_400_499_45_54_yr,F_400_499_55_64_yr,F_400_499_65_74_yr,F_400_499_75_84_yr,F_400_499_85_yr_over,F_400_499_Tot,F_500_649_15_19_yr,F_500_649_20_24_yr,F_500_649_25_34_yr,F_500_649_35_44_yr,F_500_649_45_54_yr,F_500_649_55_64_yr,F_500_649_65_74_yr,F_500_649_75_84_yr,F_500_649_85_yr_over,F_500_649_Tot,F_650_799_15_19_yr,F_650_799_20_24_yr,F_650_799_25_34_yr,F_650_799_35_44_yr,F_650_799_45_54_yr,F_650_799_55_64_yr,F_650_799_65_74_yr,F_650_799_75_84_yr,F_650_799_85_yr_over,F_650_799_Tot,F_800_999_15_19_yr,F_800_999_20_24_yr,F_800_999_25_34_yr,F_800_999_35_44_yr,F_800_999_45_54_yr,F_800_999_55_64_yr,F_800_999_65_74_yr,F_800_999_75_84_yr,F_800_999_85_yr_over,F_800_999_Tot,F_1000_1249_15_19_yr,F_1000_1249_20_24_yr,F_1000_1249_25_34_yr,F_1000_1249_35_44_yr,F_1000_1249_45_54_yr,F_1000_1249_55_64_yr,F_1000_1249_65_74_yr,F_1000_1249_75_84_yr,F_1000_1249_85_yr_over,F_1000_1249_Tot,F_1250_1499_15_19_yr,F_1250_1499_20_24_yr,F_1250_1499_25_34_yr,F_1250_1499_35_44_yr,F_1250_1499_45_54_yr,F_1250_1499_55_64_yr,F_1250_1499_65_74_yr,F_1250_1499_75_84_yr,F_1250_1499_85_yr_over,F_1250_1499_Tot,F_1500_1749_15_19_yr,F_1500_1749_20_24_yr,F_1500_1749_25_34_yr,F_1500_1749_35_44_yr,F_1500_1749_45_54_yr,F_1500_1749_55_64_yr,F_1500_1749_65_74_yr,F_1500_1749_75_84_yr,F_1500_1749_85_yr_over,F_1500_1749_Tot,F_1750_1999_15_19_yr,F_1750_1999_20_24_yr,F_1750_1999_25_34_yr,F_1750_1999_35_44_yr,F_1750_1999_45_54_yr,F_1750_1999_55_64_yr,F_1750_1999_65_74_yr,F_1750_1999_75_84_yr,F_1750_1999_85_yr_over,F_1750_1999_Tot,F_2000_2999_15_19_yr,F_2000_2999_20_24_yr,F_2000_2999_25_34_yr,F_2000_2999_35_44_yr,F_2000_2999_45_54_yr,F_2000_2999_55_64_yr,F_2000_2999_65_74_yr,F_2000_2999_75_84_yr,F_2000_2999_85_yr_over,F_2000_2999_Tot,F_3000_3499_15_19_yr,F_3000_3499_20_24_yr,F_3000_3499_25_34_yr,F_3000_3499_35_44_yr,F_3000_3499_45_54_yr,F_3000_3499_55_64_yr,F_3000_3499_65_74_yr,F_3000_3499_75_84_yr,F_3000_3499_85_yr_over,F_3000_3499_Tot,F_3500_more_15_19_yr,F_3500_more_20_24_yr,F_3500_more_25_34_yr,F_3500_more_35_44_yr,F_3500_more_45_54_yr,F_3500_more_55_64_yr,F_3500_more_65_74_yr,F_3500_more_75_84_yr,F_3500_more_85_yr_over,F_3500_more_Tot,F_Personal_inc_ns_15_19_yr,F_Personal_inc_ns_20_24_yr,F_Personal_inc_ns_25_34_yr,F_Personal_inc_ns_35_44_yr,F_Personal_inc_ns_45_54_yr,F_Personal_inc_ns_55_64_yr,F_Personal_inc_ns_65_74_yr,F_Personal_inc_ns_75_84_yr,F_Personal_inc_ns_85_yr_over,F_Personal_inc_ns_Tot,F_OS_vis_15_19_yr,F_OS_vis_20_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_OS_vis_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Neg_Nil_inc_15_19_yr,P_Neg_Nil_inc_20_24_yr,P_Neg_Nil_inc_25_34_yr,P_Neg_Nil_inc_35_44_yr,P_Neg_Nil_inc_45_54_yr,P_Neg_Nil_inc_55_64_yr,P_Neg_Nil_inc_65_74_yr,P_Neg_Nil_inc_75_84_yr,P_Neg_Nil_inc_85_yr_over,P_Neg_Nil_inc_Tot,P_1_149_15_19_yr,P_1_149_20_24_yr,P_1_149_25_34_yr,P_1_149_35_44_yr,P_1_149_45_54_yr,P_1_149_55_64_yr,P_1_149_65_74_yr,P_1_149_75_84_yr,P_1_149_85_yr_over,P_1_149_Tot,P_150_299_15_19_yr,P_150_299_20_24_yr,P_150_299_25_34_yr,P_150_299_35_44_yr,P_150_299_45_54_yr,P_150_299_55_64_yr,P_150_299_65_74_yr,P_150_299_75_84_yr,P_150_299_85_yr_over,P_150_299_Tot,P_300_399_15_19_yr,P_300_399_20_24_yr,P_300_399_25_34_yr,P_300_399_35_44_yr,P_300_399_45_54_yr,P_300_399_55_64_yr,P_300_399_65_74_yr,P_300_399_75_84_yr,P_300_399_85_yr_over,P_300_399_Tot
RA50,8561,6556,5792,6039,4913,6246,6999,3548,1187,49854,3594,6172,6828,6932,6515,8527,15707,10386,2823,67493,2404,5650,7383,7308,6790,8127,16208,13334,7028,74229,2144,7362,11760,11148,9666,9261,11323,7012,3154,72830,1256,6855,12904,12407,10556,8909,7378,3735,1449,65449,797,7209,15657,14047,12894,9840,5546,2258,933,69185,364,6033,18083,15747,14561,11474,4513,1313,483,72569,156,3633,14957,12541,11424,8485,2723,676,239,54841,73,1758,12815,11274,10303,7324,2088,604,277,46516,18,578,8102,8251,7629,5002,1319,302,101,31306,27,549,9427,13949,13080,7832,1800,420,173,47260,11,83,1368,2662,2473,1513,441,175,61,8781,30,91,1170,4027,4416,2347,860,419,149,13515,2784,3308,7856,6646,5467,4458,4658,5012,5059,45253,71,189,486,247,265,517,450,140,50,2408,59523,63867,151252,152450,135335,118888,95676,53892,24925,855812,50374,10404,18000,18425,14859,20567,15984,5701,2006,156314,26293,5737,4251,4719,3850,5599,6230,2408,813,59902,15411,12270,9082,8367,7464,9689,11898,6338,2003,82519,6362,11209,11415,10274,10184,13634,27741,20478,5992,117295
RA51,733,309,595,731,635,971,917,480,156,5522,348,328,708,821,858,1297,2635,1434,319,8747,306,334,819,943,942,1324,2373,1652,781,9483,363,569,1201,1406,1434,1398,1611,876,332,9191,251,646,1206,1538,1623,1305,986,496,157,8212,138,717,1420,1616,1713,1368,684,269,95,8024,58,496,1307,1555,1816,1411,528,162,40,7379,11,280,920,1047,1208,996,262,69,28,4830,4,145,660,880,1063,751,220,71,31,3817,4,44,425,595,765,516,118,26,9,2496,4,44,479,860,1022,742,183,35,9,3382,0,7,64,136,169,109,32,18,11,553,8,7,64,181,248,197,91,28,11,837,471,375,848,884,935,963,868,699,507,6554,9,13,62,24,18,25,15,8,5,173,6510,4751,12316,14798,15950,15903,13175,6772,2675,92852,4729,605,1397,1370,1525,2655,1882,537,150,14853,3011,238,436,560,436,756,847,305,118,6706,1314,595,876,1005,924,1452,1696,876,273,9017,613,588,1088,1181,1292,2078,4829,3036,709,15426
RA52,546,255,497,488,493,742,742,326,103,4197,229,251,529,572,655,1055,1979,1176,275,6718,236,239,618,669,717,1013,1754,1311,576,7130,256,465,927,1051,990,1113,1202,715,289,6995,209,533,1024,1091,1076,998,760,370,107,6176,151,544,1012,1143,1263,1184,572,223,93,6196,70,474,1121,1119,1345,1242,405,127,39,5945,25,301,774,850,885,775,256,75,13,3961,18,173,744,691,862,703,185,85,34,3483,8,68,423,528,594,463,140,45,6,2272,8,58,469,714,899,645,191,38,22,3042,0,3,65,123,132,106,42,18,9,495,4,12,68,140,197,176,88,43,8,729,508,437,1069,1092,1088,1105,1039,747,517,7598,4,14,47,16,16,18,20,6,0,149,5021,4211,10543,11277,12133,13031,10520,5648,2247,74624,3521,470,1131,949,1013,1890,1385,462,186,11017,2056,192,331,325,331,617,619,222,73,4755,998,487,775,770,795,1238,1411,610,202,7284,408,439,835,880,1080,1797,3687,2492,635,12253
RA53,194,104,284,243,175,265,283,86,21,1645,81,114,275,305,261,391,677,297,52,2460,74,116,251,296,233,324,570,363,121,2347,84,138,397,446,337,370,406,190,62,2425,89,214,485,444,427,377,321,111,24,2486,56,261,611,576,481,455,252,71,15,2781,52,269,721,652,603,560,234,49,8,3148,21,210,607,552,467,406,141,23,5,2434,18,129,647,531,440,371,111,29,4,2281,8,62,521,395,367,256,98,22,5,1726,4,70,567,692,653,404,114,24,4,2530,0,9,104,124,98,94,32,7,0,468,4,7,98,207,173,115,74,31,0,701,339,395,1194,1015,918,917,674,302,107,5859,0,22,72,12,10,14,18,0,0,149,2014,2288,7520,7080,6044,6056,4507,1723,472,37710,1296,231,674,556,475,831,632,159,32,4891,759,58,164,182,127,208,233,79,21,1827,378,186,391,345,303,430,512,174,43,2764,160,185,403,423,430,686,1299,648,125,4356
RA54,204,267,418,412,343,360,355,90,11,2465,67,154,335,309,294,456,778,224,39,2667,50,119,246,207,223,311,580,244,47,2022,78,151,360,312,211,361,540,154,14,2184,62,157,348,270,232,359,366,80,5,1876,54,206,442,321,334,408,248,49,13,2083,46,220,606,404,415,493,223,31,0,2438,31,221,608,384,392,408,124,21,0,2195,13,139,584,401,381,343,107,16,4,1981,6,96,412,318,320,281,77,5,0,1516,5,158,747,577,595,512,103,13,0,2721,0,11,147,122,133,97,23,4,0,539,0,10,96,157,139,126,40,9,3,589,341,638,1643,1158,1163,1056,634,217,41,6903,6,70,154,19,12,23,16,0,4,301,1539,2774,7569,5699,5473,6352,4722,1231,185,35550,916,199,473,341,325,856,655,95,18,3873,293,63,138,129,128,278,259,44,8,1338,448,549,869,796,631,641,653,185,30,4799,127,314,578,513,536,731,1535,541,64,4933
RA55,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,3,4,0,0,12,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,6,3,0,13,0,0,0,0,0,0,0,0,0,13,0,0,4,0,0,5,8,0,0,20,3,3,7,3,0,3,3,0,0,28,0,4,6,0,8,3,3,0,0,37,0,6,6,0,0,0,0,0,0,25,0,4,6,3,4,4,0,0,0,17,0,5,7,10,6,3,0,0,0,32,0,0,0,0,3,0,0,0,0,10,0,0,9,3,7,13,3,0,0,39,3,14,28,20,21,28,11,8,0,127,0,0,3,7,0,3,0,0,4,16,8,37,94,55,57,86,61,17,3,405,0,0,0,0,0,8,12,0,0,21,0,0,0,0,0,3,4,0,0,5,0,0,0,0,0,4,0,0,0,12,0,0,5,4,3,9,5,0,0,26
