RA_CODE_2021,M_15_19_Mgrs,M_15_19_Profnls,M_15_19_Techs_trades_workers,M_15_19_Comm_psnl_serv_wrkrs,M_15_19_Cler_admin_wrkrs,M_15_19_Sales_wrkrs,M_15_19_Mach_oper_dvrs,M_15_19_Labrs,M_15_19_Inad_desc_Ns,M_15_19_Tot,M_20_24_Mgrs,M_20_24_Profnls,M_20_24_Techs_trades_wrkrs,M_20_24_Comm_psnl_serv_wrkrs,M_20_24_Cler_admin_wrkrs,M_20_24_Sales_wrkrs,M_20_24_Mach_oper_dvrs,M_20_24_Labrs,M_20_24_Inad_desc_Ns,M_20_24_Tot,M_25_34_Mgrs,M_25_34_Profnls,M_25_34_Techs_trades_wrkrs,M_25_34_Comm_psnl_serv_wrkrs,M_25_34_Cler_admin_wrkrs,M_25_34_Sales_wrkrs,M_25_34_Mach_oper_dvrs,M_25_34_Labrs,M_25_34_Inad_desc_Ns,M_25_34_Tot,M_35_44_Mgrs,M_35_44_Profnls,M_35_44_Techs_trades_wrkrs,M_35_44_Comm_psnl_serv_wrkrs,M_35_44_Cler_admin_wrkrs,M_35_44_Sales_wrkrs,M_35_44_Mach_oper_dvrs,M_35_44_Labrs,M_35_44_Inad_desc_Ns,M_35_44_Tot,M_45_54_Mgrs,M_45_54_Profnls,M_45_54_Techs_trades_wrkrs,M_45_54_Comm_psnl_serv_wrkrs,M_45_54_Cler_admin_wrkrs,M_45_54_Sales_wrkrs,M_45_54_Mach_oper_dvrs,M_45_54_Labrs,M_45_54_Inad_desc_Ns,M_45_54_Tot,M_55_64_Mgrs,M_55_64_Profnls,M_55_64_Techs_trades_wrkrs,M_55_64_Comm_psnl_serv_wrkrs,M_55_64_Cler_admin_wrkrs,M_55_64_Sales_wrkrs,M_55_64_Mach_oper_dvrs,M_55_64_Labrs,M_55_64_Inad_desc_Ns,M_55_64_Tot,M_65_74_Mgrs,M_65_74_Profnls,M_65_74_Techs_trades_wrkrs,M_65_74_Comm_psnl_serv_wrkrs,M_65_74_Cler_admin_wrkrs,M_65_74_Sales_wrkrs,M_65_74_Mach_oper_dvrs,M_65_74_Labrs,M_65_74_Inad_desc_Ns,M_65_74_Tot,M_75_84_Mgrs,M_75_84_Profnls,M_75_84_Techs_trades_wrkrs,M_75_84_Comm_psnl_serv_wrkrs,M_75_84_Cler_admin_wrkrs,M_75_84_Sales_wrkrs,M_75_84_Mach_oper_dvrs,M_75_84_Labrs,M_75_84_Inad_desc_Ns,M_75_84_Tot,M_85_yr_over_Mgrs,M_85_yr_over_Profnls,M_85ov_Techs_trades_wrkrs,M_85ov_Com_psnl_serv_wrkrs,M_85_yr_over_Cler_admin_wrkrs,M_85_yr_over_Sales_wrkrs,M_85_yr_over_Mach_oper_dvrs,M_85_yr_over_Labrs,M_85_yr_over_Inad_desc_Ns,M_85_yr_over_Tot,M_Tot_Mgrs,M_Tot_Profnls,M_Tot_Techs_trades_wrkrs,M_Tot_Comm_psnl_serv_wrkrs,M_Tot_Cler_admin_wrkrs,M_Tot_Sales_wrkrs,M_Tot_Mach_oper_dvrs,M_Tot_Labrs,M_Tot_Inad_desc_Ns,M_Tot_Tot,F_15_19_Mgrs,F_15_19_Profnls,F_15_19_Techs_trades_workers,F_15_19_Comm_psnl_serv_wrkrs,F_15_19_Cler_admin_wrkrs,F_15_19_Sales_wrkrs,F_15_19_Mach_oper_dvrs,F_15_19_Labrs,F_15_19_Inad_desc_Ns,F_15_19_Tot,F_20_24_Mgrs,F_20_24_Profnls,F_20_24_Techs_trades_wrkrs,F_20_24_Comm_psnl_serv_wrkrs,F_20_24_Cler_admin_wrkrs,F_20_24_Sales_wrkrs,F_20_24_Mach_oper_dvrs,F_20_24_Labrs,F_20_24_Inad_desc_Ns,F_20_24_Tot,F_25_34_Mgrs,F_25_34_Profnls,F_25_34_Techs_trades_wrkrs,F_25_34_Comm_psnl_serv_wrkrs,F_25_34_Cler_admin_wrkrs,F_25_34_Sales_wrkrs,F_25_34_Mach_oper_dvrs,F_25_34_Labrs,F_25_34_Inad_desc_Ns,F_25_34_Tot,F_35_44_Mgrs,F_35_44_Profnls,F_35_44_Techs_trades_wrkrs,F_35_44_Comm_psnl_serv_wrkrs,F_35_44_Cler_admin_wrkrs,F_35_44_Sales_wrkrs,F_35_44_Mach_oper_dvrs,F_35_44_Labrs,F_35_44_Inad_desc_Ns,F_35_44_Tot,F_45_54_Mgrs,F_45_54_Profnls,F_45_54_Techs_trades_wrkrs,F_45_54_Comm_psnl_serv_wrkrs,F_45_54_Cler_admin_wrkrs,F_45_54_Sales_wrkrs,F_45_54_Mach_oper_dvrs,F_45_54_Labrs,F_45_54_Inad_desc_Ns,F_45_54_Tot,F_55_64_Mgrs,F_55_64_Profnls,F_55_64_Techs_trades_wrkrs,F_55_64_Comm_psnl_serv_wrkrs,F_55_64_Cler_admin_wrkrs,F_55_64_Sales_wrkrs,F_55_64_Mach_oper_dvrs,F_55_64_Labrs,F_55_64_Inad_desc_Ns,F_55_64_Tot,F_65_74_Mgrs,F_65_74_Profnls,F_65_74_Techs_trades_wrkrs,F_65_74_Comm_psnl_serv_wrkrs,F_65_74_Cler_admin_wrkrs,F_65_74_Sales_wrkrs,F_65_74_Mach_oper_dvrs,F_65_74_Labrs,F_65_74_Inad_desc_Ns,F_65_74_Tot,F_75_84_Mgrs,F_75_84_Profnls,F_75_84_Techs_trades_wrkrs,F_75_84_Comm_psnl_serv_wrkrs,F_75_84_Cler_admin_wrkrs,F_75_84_Sales_wrkrs,F_75_84_Mach_oper_dvrs,F_75_84_Labrs,F_75_84_Inad_desc_Ns,F_75_84_Tot,F_85_yr_over_Mgrs,F_85_yr_over_Profnls,F_85_yr_over_Techs_tra_wrkrs,F_85ov_Com_psnl_serv_wrkrs,F_85ov_Cler_admin_wrkrs,F_85_yr_over_Sales_wrkrs,F_85_yr_over_Mach_oper_dvrs,F_85_yr_over_Labrs,F_85_yr_over_Inad_desc_Ns,F_85_yr_over_Tot,F_Tot_Mgrs,F_Tot_Profnls,F_Tot_Techs_trades_wrkrs,F_Tot_Comm_psnl_serv_wrkrs,F_Tot_Cler_admin_wrkrs,F_Tot_Sales_wrkrs,F_Tot_Mach_oper_dvrs,F_Tot_Labrs,F_Tot_Inad_desc_Ns,F_Tot_Tot
RA50,315,584,4709,3167,647,6258,2119,8966,424,27202,1666,5403,12117,5997,2554,5841,4865,8171,951,47566,10568,26669,30762,8453,6765,5634,12755,11677,2461,115738,20773,30370,28575,6532,7228,4231,13098,8958,2309,122088,21220,23050,23336,5412,6408,3916,12230,7835,1960,105371,14867,15943,16797,3961,5389,3195,11030,6861,1316,79364,4325,5860,4109,1058,1696,1412,3054,2416,458,24390,658,925,323,92,227,220,234,373,152,3203,45,61,10,4,24,22,4,21,52,245,74430,108858,120746,34688,30950,30729,59397,55284,10084,525160,355,688,1009,8062,1735,12845,432,3874,407,29400,2061,7539,2974,13995,7283,9101,942,3145,667,47701,9983,37801,7355,19597,19273,8170,1966,5758,1702,111608,13110,37713,6059,17688,22086,6681,1756,6137,1573,112806,12332,28704,4876,16513,23244,7328,1818,6864,1287,102972,7288,17823,3235,11607,19027,6106,1351,5668,860,72960,1597,4482,719,2449,5105,1603,295,1476,269,17997,162,351,50,138,435,125,22,164,112,1563,12,13,6,0,24,7,0,10,40,103,46897,135110,26275,90061,98201,51970,8581,33095,6912,497104
RA51,43,33,861,266,39,735,200,1128,76,3373,125,185,1588,255,99,286,476,904,65,3984,765,896,3401,483,219,347,1185,1544,178,9037,1479,1332,3437,477,319,300,1702,1301,242,10601,1961,1509,3258,521,431,397,2110,1198,272,11660,1740,1275,2464,476,438,369,2065,1194,203,10224,882,494,560,114,166,170,600,388,84,3464,245,54,34,7,27,31,37,59,31,532,36,3,0,0,0,0,0,9,11,64,7291,5784,15605,2604,1744,2654,8389,7736,1155,52940,37,38,179,1005,182,1393,60,595,68,3551,166,361,316,948,500,544,101,424,62,3418,711,1933,725,1534,1399,745,233,913,98,8297,1194,2748,748,1910,2069,916,236,1018,151,10996,1366,2584,695,2181,2570,1072,300,1233,153,12154,1053,1845,472,1649,2098,943,242,981,94,9378,377,482,101,307,535,218,52,275,40,2390,84,27,11,18,44,8,7,37,24,258,13,0,0,0,0,0,0,0,3,21,4996,10015,3244,9562,9396,5839,1237,5479,692,50463
RA52,66,23,756,163,36,519,167,863,67,2661,183,183,1271,177,58,253,406,785,57,3372,882,910,2724,401,194,310,1216,1344,136,8112,1644,1026,2296,396,225,285,1262,1047,134,8324,2029,1062,2127,510,261,308,1713,994,179,9172,2006,985,1834,435,336,332,1883,1044,173,9031,1154,380,488,120,114,120,566,403,75,3416,371,54,40,17,20,24,43,79,38,687,56,0,0,0,0,0,0,9,11,84,8386,4625,11541,2216,1253,2152,7254,6578,862,44864,29,41,138,670,148,959,54,442,53,2547,107,439,259,697,446,420,130,313,45,2856,553,1861,481,1248,1273,587,224,673,87,6996,977,1961,418,1398,1592,620,265,715,87,8030,1239,1862,476,1545,1790,764,302,900,119,9000,1136,1464,362,1310,1681,674,226,933,106,7887,575,369,77,294,493,179,53,253,50,2346,143,35,9,13,56,16,8,45,28,340,6,0,0,0,0,0,0,0,4,10,4763,8025,2229,7182,7484,4203,1258,4285,578,40008
RA53,22,15,305,62,14,220,83,350,35,1109,121,81,627,87,36,86,222,356,33,1652,736,723,2018,245,163,157,755,742,118,5652,1230,782,2086,254,230,133,959,567,166,6410,1294,601,1530,217,207,119,1043,502,150,5671,1218,526,1005,148,176,134,1029,504,106,4849,571,153,226,48,60,54,269,170,35,1583,169,27,10,3,8,14,10,29,18,286,15,0,0,0,0,0,0,0,3,29,5383,2901,7809,1071,899,908,4384,3217,681,27243,11,14,71,222,105,326,26,157,24,958,73,244,102,318,283,165,90,144,26,1447,500,1358,348,737,944,336,210,416,68,4932,734,1176,296,746,1040,300,163,430,90,4970,770,805,219,627,897,320,173,383,58,4252,643,618,150,450,699,270,117,365,54,3366,270,171,34,112,197,45,30,107,17,978,56,9,0,9,15,13,3,20,7,136,3,0,0,0,0,0,0,0,0,8,3055,4398,1220,3213,4184,1776,811,2025,347,21028
RA54,12,18,115,31,13,81,64,190,18,542,51,220,552,106,37,50,385,420,29,1846,487,1252,2735,356,141,94,1642,920,130,7767,899,933,2689,286,180,60,1907,618,128,7696,1057,835,2218,258,191,68,2059,579,140,7391,859,634,1457,264,187,72,1751,476,83,5790,336,174,255,66,41,40,368,118,38,1436,59,9,17,0,8,3,17,9,11,145,6,0,0,0,0,0,0,5,3,16,3764,4069,10052,1369,792,474,8187,3339,584,32631,7,17,29,128,44,99,19,116,15,475,45,221,121,236,201,86,155,255,46,1372,320,1175,314,643,641,156,439,505,70,4264,463,794,244,462,590,149,301,303,61,3358,486,588,182,432,585,171,387,341,50,3225,477,629,140,370,619,211,235,322,42,3040,135,158,26,65,148,60,28,78,26,735,23,7,3,3,9,4,3,4,9,70,0,0,0,0,0,0,0,0,0,3,1958,3592,1060,2343,2840,947,1560,1933,315,16550
RA55,0,0,0,0,0,0,0,3,0,3,0,6,15,9,0,0,0,20,0,54,5,42,103,8,0,0,18,64,0,237,18,80,204,10,11,0,52,105,9,494,27,92,175,10,18,0,60,66,10,451,21,53,90,6,5,0,32,29,8,234,5,8,10,0,0,0,4,7,0,32,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,76,290,596,37,33,6,168,289,18,1517,0,0,0,0,0,0,0,0,0,7,0,0,7,7,0,0,0,10,0,23,3,15,8,12,3,0,0,18,0,54,0,8,8,3,0,0,0,9,0,28,3,9,6,0,3,0,0,10,0,32,11,8,0,5,0,0,0,6,0,29,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,21,40,28,25,9,0,4,49,5,186
