RA_CODE_2021,F_Mgmt_Cmrce_35_44_yr,F_Mgmt_Cmrce_45_54_yr,F_Mgmt_Cmrce_55_64_yr,F_Mgmt_Cmrce_65_74_yr,F_Mgmt_Cmrce_75_84_yr,F_Mgmt_Cmrce_85_yr_over,F_Mgmt_Cmrce_Tot,F_Scty_Cul_15_24_yr,F_Scty_Cul_25_34_yr,F_Scty_Cul_35_44_yr,F_Scty_Cul_45_54_yr,F_Scty_Cul_55_64_yr,F_Scty_Cul_65_74_yr,F_Scty_Cul_75_84_yr,F_Scty_Cul_85_yr_over,F_Scty_Cul_Tot,F_Crtve_Arts_15_24_yr,F_Crtve_Arts_25_34_yr,F_Crtve_Arts_35_44_yr,F_Crtve_Arts_45_54_yr,F_Crtve_Arts_55_64_yr,F_Crtve_Arts_65_74_yr,F_Crtve_Arts_75_84_yr,F_Crtve_Arts_85_yr_over,F_Crtve_Arts_Tot,F_FoodHos_PsnlSvcs_15_24_yr,F_FoodHos_PsnlSvcs_25_34_yr,F_FoodHos_PsnlSvcs_35_44_yr,F_FoodHos_PsnlSvcs_45_54_yr,F_FoodHos_PsnlSvcs_55_64_yr,F_FoodHos_PsnlSvcs_65_74_yr,F_FoodHos_PsnlSvcs_75_84_ye,F_FoodHos_PsnlSvcs_85_over,F_FoodHos_PsnlSvcs_Tot,F_Mix_Fld_Prog_15_24_yr,F_Mix_Fld_Prog_25_34_yr,F_Mix_Fld_Prog_35_44_yr,F_Mix_Fld_Prog_45_54_yr,F_Mix_Fld_Prog_55_64_yr,F_Mix_Fld_Prog_65_74_yr,F_Mix_Fld_Prog_75_84_yr,F_Mix_Fld_Prog_85_yr_over,F_Mix_Fld_Prog_Tot,F_Fld_stud_inad_desc_15_24,F_Fld_stud_inad_desc_25_34,F_Fld_stud_inad_desc_35_44,F_Fld_stud_inad_desc_45_54,F_Fld_stud_inad_desc_55_64,F_Fld_stud_inad_desc_65_74,F_Fld_stud_inad_desc_75_84,F_Fld_stud_inad_desc_85_over,F_Fld_stud_inad_desc_Tot,F_Fld_stud_ns_15_24_yr,F_Fld_stud_ns_25_34_yr,F_Fld_stud_ns_35_44_yr,F_Fld_stud_ns_45_54_yr,F_Fld_stud_ns_55_64_yr,F_Fld_stud_ns_65_74_yr,F_Fld_stud_ns_75_84_yr,F_Fld_stud_ns_85_yr_over,F_Fld_stud_ns_Tot,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Nat_Phy_Sci_15_24_yr,P_Nat_Phy_Sci_25_34_yr,P_Nat_Phy_Sci_35_44_yr,P_Nat_Phy_Sci_45_54_yr,P_Nat_Phy_Sci_55_64_yr,P_Nat_Phy_Sci_65_74_yr,P_Nat_Phy_Sci_75_84_yr,P_Nat_Phy_Sci_85_yr_over,P_Nat_Phy_Sci_Tot,P_IT_15_24_yr,P_IT_25_34_yr,P_IT_35_44_yr,P_IT_45_54_yr,P_IT_55_64_yr,P_IT_65_74_yr,P_IT_75_84_yr,P_IT_85_yr_over,P_IT_Tot,P_Egnr_rel_Tech_15_24_yr,P_Egnr_rel_Tech_25_34_yr,P_Egnr_rel_Tech_35_44_yr,P_Egnr_rel_Tech_45_54_yr,P_Egnr_rel_Tech_55_64_yr,P_Egnr_rel_Tech_65_74_yr,P_Egnr_rel_Tech_75_84_yr,P_Egnr_rel_Tech_85_yr_over,P_Egnr_rel_Tech_Tot,P_Arc_Bld_15_24_yr,P_Arc_Bld_25_34_yr,P_Arc_Bld_35_44_yr,P_Arc_Bld_45_54_yr,P_Arc_Bld_55_64_yr,P_Arc_Bld_65_74_yr,P_Arc_Bld_75_84_yr,P_Arc_Bld_85_yr_over,P_Arc_Bld_Tot,P_Agric_Env_Rel_Stud_15_24,P_Agric_Env_Rel_Stud_25_34,P_Agric_Env_Rel_Stud_35_44,P_Agric_Env_Rel_Stud_45_54,P_Agric_Env_Rel_Stud_55_64,P_Agric_Env_Rel_Stud_65_74,P_Agric_Env_Rel_Stud_75_84,P_Agric_Env_Rel_Stud_85_over,P_Agric_Envir_Rel_Stud_Tot,P_Hlth_15_24_yr,P_Hlth_25_34_yr,P_Hlth_35_44_yr,P_Hlth_45_54_yr,P_Hlth_55_64_yr,P_Hlth_65_74_yr,P_Hlth_75_84_yr,P_Hlth_85_yr_over,P_Hlth_Tot,P_Edu_15_24_yr,P_Edu_25_34_yr,P_Edu_35_44_yr,P_Edu_45_54_yr,P_Edu_55_64_yr,P_Edu_65_74_yr,P_Edu_75_84_yr,P_Edu_85_yr_over,P_Edu_Tot,P_Mgmt_Cmrce_15_24_yr,P_Mgmt_Cmrce_25_34_yr,P_Mgmt_Cmrce_35_44_yr,P_Mgmt_Cmrce_45_54_yr,P_Mgmt_Cmrce_55_64_yr,P_Mgmt_Cmrce_65_74_yr,P_Mgmt_Cmrce_75_84_yr,P_Mgmt_Cmrce_85_yr_over,P_Mgmt_Cmrce_Tot,P_Scty_Cul_15_24_yr,P_Scty_Cul_25_34_yr,P_Scty_Cul_35_44_yr,P_Scty_Cul_45_54_yr,P_Scty_Cul_55_64_yr,P_Scty_Cul_65_74_yr,P_Scty_Cul_75_84_yr,P_Scty_Cul_85_yr_over,P_Scty_Cul_Tot,P_Crtve_Arts_15_24_yr,P_Crtve_Arts_25_34_yr,P_Crtve_Arts_35_44_yr,P_Crtve_Arts_45_54_yr,P_Crtve_Arts_55_64_yr,P_Crtve_Arts_65_74_yr,P_Crtve_Arts_75_84_yr,P_Crtve_Arts_85_yr_over,P_Crtve_Arts_Tot,P_FoodHos_PsnlSvcs_15_24,P_FoodHos_PsnlSvcs_25_34,P_FoodHos_PsnlSvcs_35_44,P_FoodHos_PsnlSvcs_45_54,P_FoodHos_PsnlSvcs_55_64,P_FoodHos_PsnlSvcs_65_74,P_FoodHos_PsnlSvcs_75_84,P_FoodHos_PsnlSvcs_85_over,P_FoodHos_PsnlSvcs_Tot,P_Mix_Fld_Prog_15_24_yr,P_Mix_Fld_Prog_25_34_yr,P_Mix_Fld_Prog_35_44_yr,P_Mix_Fld_Prog_45_54_yr,P_Mix_Fld_Prog_55_64_yr,P_Mix_Fld_Prog_65_74_yr,P_Mix_Fld_Prog_75_84_yr,P_Mix_Fld_Prog_85_yr_over,P_Mix_Fld_Prog_Tot,P_Fld_stud_inad_desc_15_24,P_Fld_stud_inad_desc_25_34,P_Fld_stud_inad_desc_35_44,P_Fld_stud_inad_desc_45_54,P_Fld_stud_inad_desc_55_64,P_Fld_stud_inad_desc_65_74,P_Fld_stud_inad_desc_75_84,P_Fld_stud_inad_desc_85_over,P_Fld_stud_inad_desc_Tot,P_Fld_stud_ns_15_24_yr,P_Fld_stud_ns_25_34_yr,P_Fld_stud_ns_35_44_yr,P_Fld_stud_ns_45_54_yr,P_Fld_stud_ns_55_64_yr,P_Fld_stud_ns_65_74_yr,P_Fld_stud_ns_75_84_yr,P_Fld_stud_ns_85_yr_over,P_Fld_stud_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr
RA50,31634,24658,16208,8926,3595,1117,120804,7438,18601,20006,16473,12536,7422,2314,485,85274,3664,6263,5504,3305,1945,1226,610,207,22733,5100,9766,7838,6061,3796,2489,982,239,36274,344,167,102,88,117,96,56,26,992,570,1427,1666,1303,916,612,253,98,6848,6102,8979,7987,6285,5136,5415,5769,4928,50596,46981,120396,122445,96530,71210,46121,22326,9876,535885,3803,8814,9126,7355,5413,3617,1498,324,39949,2707,7599,10295,5622,3007,1120,222,20,30589,9888,34753,36687,31079,28004,21363,10008,2797,174576,3785,12256,10846,8880,7487,5497,2764,858,52376,1242,3295,3825,3033,2211,1323,628,184,15734,8766,28788,25154,20105,16726,10897,5268,1682,117389,4198,14367,16420,16784,15078,11526,5127,1371,84876,14778,41791,51579,41245,28204,17037,7059,1875,203573,11490,26612,27635,23198,17698,11468,3976,843,122922,6606,10422,8848,5262,3208,2200,946,295,37794,7049,14432,12563,9304,6110,3766,1597,361,55181,674,320,187,159,182,154,87,34,1801,1138,2979,3462,2972,2117,1383,698,236,14990,12875,18825,17278,13946,11143,10423,10093,7625,102207,88994,225258,233900,188950
RA51,2332,2175,1709,994,334,94,10326,694,1233,1764,1786,1505,928,233,23,8179,221,392,398,337,268,191,94,28,1918,524,1008,880,792,492,324,109,20,4140,35,16,9,11,14,10,4,3,103,37,78,125,136,112,68,31,7,599,893,966,1037,1086,1048,1042,868,527,7466,4455,8922,11086,10712,9140,6311,2782,988,54397,113,366,581,552,415,363,124,15,2534,204,288,348,242,181,116,27,5,1405,1256,3079,3592,3810,3710,2893,1217,249,19798,429,1190,1171,1120,1134,839,377,94,6349,304,510,823,792,626,409,178,43,3680,659,1756,2135,2062,2252,1565,695,197,11330,413,1170,1937,2182,2019,1631,617,123,10094,1108,2504,3158,3130,2597,1739,633,150,15012,946,1601,2179,2203,1910,1308,386,54,10597,363,561,568,478,384,304,136,31,2829,714,1400,1342,1213,824,520,181,29,6230,69,32,16,20,32,20,12,3,195,93,183,279,319,275,180,77,21,1419,2062,2413,2405,2525,2308,2136,1616,857,16328,8734,17051,20541,20633
RA52,1619,1437,1247,694,241,60,7318,446,989,1163,1113,1128,686,160,27,5708,144,229,223,200,181,134,66,11,1192,405,704,579,548,306,199,75,14,2829,35,13,10,11,10,7,4,0,95,28,51,76,78,83,49,12,6,383,1029,1151,1209,1206,1263,1187,878,526,8447,3858,7539,8154,7831,7349,5114,2338,900,43089,144,361,448,384,290,239,70,15,1951,115,215,208,161,122,76,18,0,921,1027,2947,2724,2729,2806,2033,827,202,15293,312,871,725,671,725,603,257,66,4225,438,689,845,860,761,500,174,47,4314,608,1604,1488,1574,1685,1240,564,166,8925,294,1046,1430,1643,1607,1223,447,104,7786,891,1814,2215,2080,1903,1160,399,100,10556,602,1289,1487,1436,1489,987,263,45,7605,222,350,345,279,261,213,101,21,1789,519,997,867,826,556,331,157,25,4271,64,30,13,13,21,7,3,7,160,65,123,179,187,197,135,54,16,962,2224,2593,2729,2784,2823,2536,1688,834,18213,7524,14922,15722,15622
RA53,1123,794,573,317,94,12,4331,187,614,615,461,400,232,39,5,2552,46,203,156,93,69,35,21,3,617,143,399,340,289,162,103,25,0,1466,5,6,3,4,0,5,0,0,25,19,40,51,36,42,25,4,3,224,754,1287,1110,985,954,695,324,105,6211,1979,5693,5348,4079,3563,2310,773,180,23921,54,225,245,171,112,74,21,3,905,42,107,148,59,43,31,4,0,422,616,2483,2529,1965,1554,961,276,36,10432,136,618,553,427,411,266,75,10,2486,153,311,460,373,298,156,70,12,1833,221,989,856,663,781,471,174,39,4192,152,766,912,764,696,573,155,24,4049,423,1482,1671,1252,942,597,177,22,6558,250,796,827,643,575,347,83,7,3529,80,287,212,134,96,60,25,5,895,201,551,518,447,288,152,41,3,2200,16,8,7,5,4,6,4,0,49,49,103,161,133,131,74,21,6,674,1726,3087,3088,2870,2605,1576,695,185,15829,4116,11815,12188,9891
RA54,689,550,652,378,66,3,3325,155,500,408,363,434,262,42,0,2161,38,161,111,72,60,42,6,0,491,164,390,248,204,176,99,25,0,1297,8,15,0,0,4,0,0,0,26,15,32,36,43,38,20,6,0,192,982,1707,1204,1239,1113,681,227,38,7203,2089,5448,3996,3574,3888,2520,529,66,22118,121,580,375,274,199,143,19,0,1708,27,106,109,75,74,44,3,0,436,709,3682,3268,2721,2225,1303,283,23,14223,169,733,658,474,468,386,89,3,2985,118,348,333,302,247,167,44,5,1568,192,899,629,668,924,624,110,7,4056,134,605,576,623,778,670,108,4,3501,359,1106,1208,1082,1128,702,139,12,5733,248,773,631,553,618,392,76,6,3308,60,263,188,139,95,82,10,0,847,240,610,544,458,330,160,33,3,2378,12,23,4,4,8,3,0,0,57,38,122,166,170,131,56,16,0,703,2521,6270,5722,5530,4179,1828,524,76,26651,4958,16118,14419,13062
RA55,9,8,11,7,3,0,42,0,10,0,4,0,0,0,0,23,0,3,0,3,6,0,0,0,10,5,3,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,29,20,23,25,14,7,0,126,32,82,44,51,69,38,14,0,325,3,9,10,12,9,0,0,0,50,0,0,4,9,6,0,0,0,12,35,141,277,260,141,20,6,0,883,0,13,30,15,10,4,0,0,79,0,11,13,6,0,4,0,0,33,4,6,14,19,14,6,4,0,59,0,6,7,5,10,14,0,0,37,3,13,24,24,24,13,3,0,106,7,14,9,11,8,5,0,0,48,0,3,0,5,3,0,0,0,16,7,17,20,20,12,0,0,0,80,0,0,3,0,0,0,0,0,6,0,4,8,7,10,0,0,0,39,51,222,444,398,218,57,13,0,1405,112,476,858,801
