UCL_CODE_2021,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot
UCL521027,4,9,12,19,11,3,5,3,0,65,4,4,15,7,7,7,0,0,0,36,0,4,16,12,19,23,9,0,0,86,3,0,0,3,0,5,3,0,0,11,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,6,9,26,25,19,21,12,6,0,130,18,22,68,61,66,64,34,5,4,341,9,11,16,16,13,3,11,3,0,80,6,0,7,3,12,4,0,0,0,31,4,7,10,12,12,10,9,0,0,59,0,0,0,0,6,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,10,19,19,16,12,8,8,0,95,21,29,52,51,52,39,20,13,0,278,11,21,32,34,22,8,12,3,0,145,7,3,17,6,18,8,0,0,0,67,6,7,26,22,28,35,14,0,0,148,0,0,0,0,9,8,4,0,0,20
UCL521028,5,3,17,15,16,11,15,8,0,91,3,3,3,3,0,7,5,0,0,25,4,0,9,7,12,27,21,10,0,99,0,0,0,3,4,14,8,0,4,38,0,0,0,0,0,4,7,10,6,29,0,0,0,0,0,0,0,0,0,0,4,0,5,3,9,8,7,16,5,56,16,10,39,41,47,75,62,39,13,338,6,5,17,17,14,14,12,8,0,104,0,0,4,9,9,5,0,5,0,37,3,0,4,10,18,27,26,11,8,106,0,0,0,0,0,3,4,11,7,23,0,0,0,0,0,5,4,5,3,16,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,9,6,13,9,51,14,9,29,40,53,61,50,47,30,344,17,9,38,28,31,30,24,13,0,191,0,3,7,13,13,14,7,5,0,60,11,0,12,21,29,53,50,18,7,206,0,0,0,3,4,15,17,12,6,59
UCL521029,4,10,24,25,19,19,13,7,5,130,0,0,5,10,0,4,7,0,0,34,7,3,10,11,16,34,22,10,0,115,0,3,0,0,3,5,5,4,0,22,0,0,0,0,0,0,4,0,4,13,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,8,5,10,5,43,14,15,54,54,47,76,50,32,13,356,5,13,29,23,16,22,11,15,8,143,0,0,3,4,8,10,7,0,0,33,0,0,8,12,18,23,32,13,4,105,0,0,0,0,3,0,3,3,0,9,0,3,0,0,0,4,3,4,8,22,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,8,0,11,9,40,13,16,43,44,52,67,55,50,25,353,10,23,53,49,39,42,24,23,14,271,0,0,7,18,7,11,14,0,0,66,8,3,17,22,32,59,48,21,10,223,0,3,0,0,3,12,9,4,4,33
UCL521030,0,7,21,15,13,15,22,13,0,111,0,4,3,0,4,3,6,0,0,25,0,6,9,8,22,27,30,6,0,111,6,0,3,0,0,9,0,0,0,15,0,0,0,0,0,3,5,9,4,20,0,0,4,0,0,0,0,0,0,5,0,5,3,0,8,11,10,7,0,47,8,24,41,31,51,63,68,40,8,341,0,8,56,19,14,19,13,11,0,143,0,3,4,0,6,10,0,3,0,32,0,0,4,12,12,18,32,9,4,88,0,0,0,0,0,0,3,5,4,15,0,0,5,0,0,0,0,8,0,19,0,0,4,0,0,0,0,0,0,3,0,4,4,5,4,9,3,4,0,36,0,13,67,31,39,61,57,36,11,326,0,18,76,34,29,38,37,25,5,255,0,7,6,3,12,13,8,5,0,59,0,6,9,18,35,51,62,22,4,202,6,0,3,0,0,3,3,3,4,27
UCL521031,4,12,24,14,6,17,10,0,0,80,0,0,5,5,6,10,3,0,0,28,0,0,11,4,11,14,3,0,0,39,0,0,3,4,9,6,0,0,0,21,0,0,0,0,3,0,5,0,0,7,0,0,0,0,0,0,0,0,0,5,0,6,23,12,13,12,8,3,0,80,7,21,69,37,45,48,22,12,4,269,0,8,19,16,15,11,3,3,0,78,7,0,0,3,0,3,0,0,0,14,0,3,9,7,8,10,3,0,0,42,0,0,4,0,0,4,3,0,0,14,0,0,4,3,5,3,3,4,0,21,0,0,0,0,0,0,0,0,0,0,0,9,8,9,6,5,0,4,0,39,7,12,46,40,35,43,18,11,0,210,4,15,45,26,22,23,13,3,0,151,5,0,9,8,8,10,5,0,0,45,0,4,17,9,15,22,6,5,0,89,5,0,3,4,6,10,7,0,0,35
UCL521032,0,12,22,0,9,7,6,0,0,60,0,0,13,0,4,3,0,0,0,25,4,9,8,7,12,24,12,3,0,81,0,0,4,0,0,6,0,0,0,16,4,0,3,3,4,0,3,9,0,28,0,0,0,0,0,0,0,0,0,0,6,4,15,4,10,11,3,4,0,53,12,20,63,26,36,56,31,15,0,259,5,8,31,7,9,8,4,0,0,77,3,4,12,6,0,9,0,0,0,34,3,11,3,10,15,18,3,0,0,64,0,0,0,0,4,0,0,0,0,13,4,0,0,0,0,0,3,4,0,17,0,0,0,0,0,0,0,0,0,3,6,3,11,11,12,10,6,0,0,59,16,27,64,38,40,47,18,9,0,260,0,14,61,13,19,17,7,0,0,136,3,4,18,5,9,11,4,0,0,53,9,14,18,23,27,43,17,3,0,141,3,0,6,3,5,8,0,0,0,22
UCL521033,0,4,7,5,8,5,6,0,0,35,0,0,4,0,7,6,5,0,0,14,5,0,9,3,6,11,0,4,0,33,0,0,0,0,0,3,3,4,0,14,0,0,0,0,0,4,0,0,0,6,0,0,0,0,3,0,0,0,0,3,3,5,19,17,30,17,15,9,0,128,12,11,32,30,57,47,35,18,0,240,0,0,3,16,9,13,7,3,0,51,0,0,4,4,0,3,0,0,0,20,0,0,3,4,5,4,4,0,0,21,0,0,0,5,0,3,5,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,15,26,21,20,11,0,0,105,15,10,26,53,40,49,25,6,0,220,0,7,14,23,17,20,14,4,0,91,0,0,3,4,7,8,5,0,0,31,5,0,8,3,9,17,11,6,0,56,4,0,0,4,6,5,5,4,0,23
UCL521034,11,19,20,21,11,19,10,3,0,115,3,3,3,5,11,10,7,0,0,43,0,4,10,11,25,32,14,4,0,97,0,0,3,0,0,8,9,0,3,18,0,0,0,0,0,0,3,3,3,9,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,6,0,7,0,36,12,31,34,39,67,68,46,15,10,315,3,11,17,28,27,17,17,6,0,125,3,0,3,4,11,13,6,0,0,42,0,4,8,9,16,24,19,9,0,87,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,9,0,4,0,33,11,12,37,47,62,66,40,21,0,308,15,32,37,50,42,35,22,8,0,242,5,7,10,10,25,24,6,0,0,85,5,6,15,15,50,57,29,10,0,185,0,0,3,6,0,8,12,4,3,29
UCL521035,3,4,4,12,17,12,20,5,0,91,0,0,0,3,6,0,5,0,0,17,0,0,3,7,8,19,15,12,0,65,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,6,6,5,0,29,4,5,14,28,35,41,50,30,10,222,4,0,14,15,18,23,14,14,4,96,0,0,0,8,7,10,10,4,0,29,0,0,0,6,11,16,18,13,3,67,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,6,12,4,24,3,0,16,28,36,53,48,36,10,232,9,4,23,26,36,38,34,20,3,191,0,0,0,3,10,6,7,7,0,47,0,0,3,8,18,33,35,21,3,129,0,0,0,0,3,4,4,7,0,23
UCL521036,0,9,19,3,11,8,10,5,0,62,0,3,8,0,9,4,0,0,0,23,0,0,3,12,10,15,17,8,0,75,0,0,0,0,9,7,4,3,0,24,0,0,0,0,0,3,8,4,0,22,0,0,0,0,0,0,0,0,0,0,5,0,11,0,19,7,10,4,0,49,4,12,36,13,47,54,50,27,5,255,0,8,16,3,7,16,4,5,0,62,0,0,3,0,3,9,5,0,0,22,4,5,7,8,13,20,15,7,0,78,0,0,0,0,0,4,9,0,0,18,0,0,0,0,0,4,5,3,0,8,0,0,0,0,0,0,0,0,0,0,0,5,4,0,6,13,4,5,0,45,6,19,36,24,44,51,33,19,0,230,0,18,32,7,15,20,16,14,0,121,5,3,9,3,13,7,5,0,0,41,4,6,10,12,26,35,37,11,0,146,0,0,0,0,8,11,10,6,0,45
UCL521037,10,10,22,22,16,17,14,6,0,116,3,0,7,15,10,9,4,8,0,52,6,3,11,20,24,30,15,12,0,127,0,0,3,4,3,7,4,0,0,27,0,0,0,0,0,5,3,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,0,0,34,22,22,42,77,66,71,47,33,6,380,4,6,19,41,21,22,11,7,3,120,0,4,7,20,11,11,4,7,0,53,8,9,17,11,30,22,22,14,0,126,0,0,0,4,10,4,9,3,0,28,0,0,0,0,0,0,6,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,3,9,6,0,25,11,15,49,79,69,59,62,33,4,380,14,18,38,62,33,37,24,12,3,241,3,0,10,34,16,20,14,9,0,107,12,10,27,36,58,49,37,24,5,256,4,4,4,9,15,11,11,3,0,60
UCL521038,4,4,11,13,12,9,15,8,5,76,0,0,4,3,0,5,0,4,0,24,3,0,0,10,15,30,26,12,7,113,0,0,0,0,4,14,13,4,0,38,0,0,0,0,0,0,19,14,0,33,0,0,0,0,0,0,0,0,0,0,4,3,5,9,10,9,8,12,0,58,9,11,18,33,47,70,78,51,16,344,5,4,13,14,12,16,15,14,8,103,0,0,0,7,9,10,11,0,0,35,3,3,6,4,13,19,36,7,10,102,0,0,0,3,3,5,5,5,4,23,0,0,0,0,0,0,4,9,3,21,0,0,0,0,0,0,0,3,0,6,3,0,9,7,5,10,9,3,6,48,6,12,29,34,46,64,77,42,31,342,4,10,24,28,25,31,27,19,16,183,0,0,5,4,15,18,9,3,0,49,3,3,7,15,32,53,60,21,12,217,0,3,0,5,3,16,18,10,3,62
UCL521039,8,6,9,20,35,35,36,20,5,171,0,0,3,5,8,13,3,4,0,40,3,0,6,16,8,20,12,3,0,69,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,6,5,21,10,15,18,38,51,78,58,37,8,315,6,3,23,42,47,57,36,17,4,227,0,0,0,5,9,8,0,0,0,28,0,0,3,4,6,8,9,0,0,40,0,0,0,0,0,4,5,0,0,3,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,5,0,0,3,5,4,3,6,0,27,9,3,31,53,65,81,54,25,12,327,15,13,36,59,81,90,70,38,9,400,0,0,4,14,11,17,4,9,0,69,0,0,9,20,13,36,19,7,0,103,0,0,0,0,0,4,7,0,0,12
UCL521040,0,8,32,37,16,15,3,0,0,109,0,0,9,7,7,5,3,0,0,32,0,3,9,14,13,20,17,0,0,69,0,0,3,0,3,5,3,0,0,12,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,4,0,4,0,10,18,18,11,15,0,0,0,66,0,20,68,77,45,58,21,6,0,308,0,10,45,38,18,16,8,0,0,139,0,0,8,4,7,4,0,0,0,30,0,0,10,6,14,9,3,4,0,49,0,0,0,0,6,0,0,5,0,9,0,0,0,0,4,0,0,3,0,11,0,0,0,0,0,0,7,0,0,4,0,3,24,19,9,7,6,0,0,64,5,9,86,67,57,39,24,7,4,301,0,11,79,79,32,34,9,0,0,252,0,0,13,15,15,13,9,0,0,57,0,3,20,19,28,29,16,4,0,120,0,0,3,5,4,3,3,7,0,25
UCL521041,0,10,37,29,10,11,0,0,0,94,0,0,18,11,9,5,0,0,0,39,0,0,20,25,16,17,4,0,0,73,0,0,0,0,7,4,4,0,0,12,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,9,0,9,80,65,36,30,8,0,0,229,3,15,66,39,9,8,0,0,0,141,0,0,4,3,7,3,0,0,0,19,0,0,14,7,8,7,6,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,10,3,23,93,52,18,17,4,0,0,212,4,22,98,71,17,17,0,0,0,229,0,5,21,15,9,5,0,0,0,56,0,0,33,28,22,21,3,0,0,106,0,0,0,3,3,3,4,0,0,18
UCL521042,3,12,17,11,17,15,7,3,0,91,0,0,7,0,6,0,4,0,0,24,3,0,6,4,19,18,23,8,3,89,0,0,0,0,3,0,0,8,3,18,0,0,0,0,0,0,0,9,4,7,0,0,0,0,0,0,0,0,0,0,0,3,9,4,4,6,3,0,5,28,12,20,38,23,51,42,35,22,15,257,0,13,22,21,18,14,3,5,0,106,0,0,0,6,7,9,0,0,0,32,0,0,3,4,12,11,24,6,5,66,0,0,0,0,0,3,0,3,0,10,0,0,0,0,5,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,3,3,3,0,26,3,16,29,40,47,41,39,25,14,247,10,22,37,31,35,32,11,9,0,195,0,0,4,14,16,13,6,0,0,55,3,3,12,12,32,28,50,13,4,157,0,0,0,0,3,3,4,10,8,25
UCL521043,0,4,13,18,17,23,19,6,0,103,0,0,0,0,3,4,3,0,0,22,0,0,0,6,8,19,10,3,0,42,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,16,9,9,17,28,38,51,37,13,0,191,3,4,15,18,27,23,16,6,0,127,0,0,0,4,4,11,4,0,0,27,0,0,4,0,12,15,11,0,0,44,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,14,5,10,21,25,48,59,37,15,7,214,10,8,26,33,48,50,30,16,0,227,0,0,0,3,8,16,11,0,0,46,0,0,4,4,22,28,19,3,7,90,0,0,0,0,0,6,3,0,0,16
UCL521044,4,7,13,12,8,17,19,3,0,82,0,5,0,0,11,10,3,0,0,31,3,3,11,10,15,27,17,14,0,103,0,0,0,0,4,3,8,3,0,31,0,0,0,0,0,0,10,10,4,22,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,4,8,8,4,37,9,23,29,34,40,63,58,39,10,311,5,8,15,21,11,19,18,6,0,100,0,0,8,3,6,5,3,4,0,35,0,4,6,0,7,18,19,14,4,76,0,0,0,0,5,3,7,3,0,25,0,0,3,0,0,0,0,4,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,9,7,42,5,11,32,30,32,62,62,49,13,292,7,12,22,33,17,35,38,17,0,181,0,5,8,9,11,15,14,5,0,65,3,7,22,15,22,51,35,21,4,181,0,0,0,3,10,15,21,11,4,63
UCL521045,0,5,6,6,9,6,13,7,0,50,0,0,0,0,3,3,3,0,0,16,3,0,8,9,5,14,27,10,0,80,0,0,0,4,0,0,5,0,0,8,0,0,0,0,0,0,3,9,9,17,0,0,0,0,0,0,0,0,0,0,5,0,6,4,8,12,17,6,5,66,7,5,18,14,28,40,75,32,17,236,0,3,14,10,4,14,8,6,3,66,3,0,0,0,6,6,0,0,0,23,0,0,4,7,3,19,29,7,7,86,0,0,0,0,0,0,9,0,6,20,0,0,0,0,0,0,7,3,3,11,0,0,0,0,0,0,0,0,0,0,0,5,12,5,6,13,16,6,0,64,6,6,26,24,28,52,63,31,22,260,0,9,20,13,12,24,21,12,5,116,5,0,0,0,5,11,3,0,3,33,5,0,8,14,12,36,57,22,7,162,0,0,0,4,0,0,12,4,5,31
UCL521046,10,4,20,12,6,4,4,5,0,60,5,6,13,3,9,6,0,0,0,40,4,10,11,10,18,21,0,0,0,73,7,0,7,3,4,3,0,0,0,24,0,3,0,3,4,3,4,4,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,8,6,8,7,4,0,31,21,26,44,33,49,47,25,13,3,258,7,10,21,16,11,9,3,0,0,77,0,8,10,7,5,0,0,0,0,32,3,5,15,17,20,14,8,4,0,89,0,0,3,4,8,3,3,0,0,27,3,5,0,0,4,5,7,4,0,28,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,4,0,0,0,20,13,27,48,49,55,36,27,13,0,274,12,20,39,27,12,8,9,3,0,135,4,15,22,8,16,12,0,0,0,72,12,17,24,30,38,35,9,6,0,161,7,5,3,5,13,8,4,0,0,48
UCL521047,0,10,17,18,9,11,11,6,0,74,5,5,3,5,4,8,0,0,0,21,0,0,9,0,17,28,11,5,0,72,0,0,0,0,5,3,8,5,0,18,0,0,0,3,0,0,9,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,10,3,0,0,25,3,12,34,30,41,61,36,16,4,237,0,9,26,17,15,7,5,0,0,79,0,0,3,7,6,9,0,4,0,26,0,4,3,4,18,7,16,5,0,66,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,3,14,0,6,29,32,49,31,31,18,6,203,4,11,33,31,26,14,16,6,0,148,5,5,6,6,11,17,4,4,0,49,0,4,10,10,38,35,31,5,0,136,0,0,0,0,4,4,14,6,5,27
UCL521048,0,9,21,7,11,28,39,17,4,139,0,3,4,4,4,4,4,6,0,35,3,5,10,17,14,26,26,17,3,121,0,0,3,0,0,0,12,0,3,20,0,0,0,0,5,0,4,6,6,19,0,0,0,0,0,0,0,0,0,0,0,3,8,6,3,14,3,11,0,47,3,16,43,36,35,79,90,53,18,382,5,13,20,19,24,33,28,9,3,158,0,3,6,8,4,10,10,3,0,45,0,0,9,14,16,26,36,10,0,112,0,0,0,0,0,4,10,7,0,23,0,0,0,0,0,0,4,8,8,22,0,0,0,0,0,0,0,0,0,0,0,0,10,4,6,8,6,9,5,47,8,19,40,50,51,82,90,45,21,402,5,16,42,28,32,60,70,30,9,296,6,4,4,8,11,13,14,8,0,75,3,4,23,31,29,45,59,22,5,231,0,0,6,0,0,3,17,8,4,43
UCL521049,0,5,11,12,4,3,0,0,0,36,0,3,7,8,4,0,0,0,0,21,9,9,13,12,10,3,5,0,0,56,3,0,11,11,3,6,0,0,0,31,0,7,6,9,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,3,0,0,0,15,20,25,42,39,30,20,3,0,0,189,3,11,9,11,6,7,0,0,0,42,3,0,7,12,0,0,0,0,0,29,4,15,10,18,14,3,3,0,0,65,3,4,11,6,5,3,0,0,0,26,0,6,10,5,3,7,0,0,0,25,0,0,0,0,0,3,0,0,0,9,0,7,4,4,3,5,0,0,0,22,12,35,46,47,34,29,5,3,0,211,0,12,20,18,8,11,3,0,0,76,4,7,20,16,4,4,0,0,0,50,11,21,15,23,27,6,4,0,0,116,8,4,18,9,6,6,0,0,0,57
UCL521050,3,13,25,20,21,13,16,5,0,127,0,5,10,3,4,3,3,0,0,29,0,3,7,12,10,28,27,10,0,103,0,0,0,3,0,3,6,0,0,14,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,3,8,0,0,32,12,18,52,42,44,51,60,21,9,309,3,17,25,29,12,19,12,3,0,120,0,0,5,4,3,8,4,0,0,26,0,0,9,12,12,14,17,13,4,76,0,0,0,3,0,0,8,3,0,15,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,6,0,6,4,0,7,3,0,26,9,22,38,49,34,47,54,24,9,282,12,26,54,51,34,27,24,4,5,239,0,3,14,5,12,12,8,0,0,59,3,0,17,27,21,41,48,17,8,183,0,0,3,6,0,8,17,0,0,34
UCL521051,5,22,17,17,18,11,6,4,0,91,5,9,7,0,8,3,3,0,0,38,0,3,15,15,12,41,17,6,0,115,0,5,0,3,11,8,5,3,0,34,0,0,0,0,0,6,4,4,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,7,7,3,4,6,0,34,12,40,37,41,51,68,43,21,5,317,5,11,16,16,23,12,9,0,0,105,0,9,5,6,14,15,0,3,0,55,0,3,14,17,23,39,23,8,4,128,0,0,0,0,0,6,8,0,0,19,0,0,0,0,0,0,5,3,0,9,0,0,0,0,0,0,0,0,0,0,3,0,4,4,6,4,5,12,5,30,13,26,37,54,68,79,42,28,7,347,10,37,35,32,38,25,14,3,0,195,5,15,7,11,20,22,3,3,0,89,3,8,26,27,43,75,38,13,5,238,0,5,0,6,8,11,10,4,0,52
UCL521052,3,12,18,25,13,4,5,0,0,74,0,0,8,8,0,6,0,0,0,26,4,11,0,11,28,10,7,0,0,71,0,3,5,0,0,4,0,3,0,28,0,0,0,4,5,8,7,3,0,23,0,0,0,0,0,0,0,0,0,0,3,4,8,20,14,13,3,0,0,63,13,20,39,63,65,48,32,9,0,290,12,0,27,20,14,10,3,0,0,89,8,6,8,4,3,10,3,0,0,39,4,3,9,15,14,10,3,0,0,55,0,0,0,0,0,7,0,5,0,18,0,0,0,0,0,5,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,13,10,7,9,6,3,4,52,25,17,59,54,41,44,15,17,0,274,14,11,49,42,24,12,11,0,0,167,8,6,16,18,8,13,3,0,0,62,8,8,13,25,36,19,14,3,0,132,4,3,4,7,3,11,3,7,0,39
UCL522001,0,8,4,9,5,4,0,0,0,27,5,4,10,13,6,0,4,0,0,40,3,11,12,13,9,0,0,0,0,47,0,5,4,0,4,0,0,0,0,19,4,0,3,5,4,4,3,0,0,21,0,0,0,0,0,0,0,0,0,3,0,9,0,0,3,4,0,0,0,11,16,29,41,31,29,9,4,0,0,175,0,8,9,8,9,7,5,0,0,43,0,5,12,10,6,0,3,0,0,39,8,6,18,4,6,3,0,0,0,49,0,4,3,4,0,0,0,0,0,12,0,3,3,0,0,0,5,0,0,16,0,0,0,0,0,0,3,4,0,4,0,4,0,0,0,0,5,0,0,10,18,27,46,32,24,13,13,4,0,178,5,12,15,18,12,10,5,0,0,72,5,14,20,24,9,0,0,0,0,74,15,19,30,15,16,0,0,0,0,99,0,7,6,11,8,5,0,0,0,27
UCL522002,0,0,6,9,3,9,17,3,0,44,0,5,0,3,4,4,5,0,0,17,0,0,5,0,6,5,5,8,0,30,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,17,0,7,15,14,14,18,29,13,3,114,0,4,9,4,14,14,20,7,3,75,0,0,3,0,3,0,7,0,0,14,0,0,0,3,3,12,10,0,0,31,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,4,4,13,10,23,24,36,18,3,130,0,0,12,17,18,22,34,12,6,124,0,5,5,0,7,4,6,0,0,29,0,0,9,5,8,12,12,7,0,56,0,0,0,0,0,0,0,3,0,7
