UCL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
UCL521002,0,0,4,6,6,3,0,4,0,16,0,0,0,4,4,3,5,5,0,18,7,3,17,3,0,0,5,7,3,44,7,12,20,9,3,5,8,6,4,57,7,15,15,16,14,8,3,7,0,84,6,9,10,8,7,0,13,4,5,59,8,4,6,9,3,0,5,5,0,36,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,31,46,67,49,31,21,34,25,11,322
UCL521003,0,0,0,0,0,0,5,3,0,9,0,0,0,0,0,0,4,0,0,12,0,7,8,3,0,0,0,5,0,27,0,7,10,8,5,0,11,6,0,47,7,5,9,7,10,8,7,6,0,55,5,12,9,7,6,6,8,10,0,67,14,0,6,4,0,0,0,6,0,31,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,34,28,40,32,25,22,34,31,5,257
UCL521004,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,5,0,14,4,3,5,3,0,0,0,38,4,12,0,0,4,0,0,0,0,23,6,7,0,9,5,0,0,0,0,24,0,3,5,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,42,7,22,9,7,7,4,3,112
UCL521005,0,0,0,3,0,0,0,5,0,12,0,0,12,0,0,0,6,5,0,32,7,7,18,6,10,0,19,11,0,81,14,16,14,9,10,4,33,6,0,98,3,12,20,9,10,3,29,16,3,103,14,13,20,4,11,12,29,13,0,121,9,0,4,0,5,0,7,0,0,28,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,47,46,98,36,48,15,119,58,8,484
UCL521006,0,0,4,12,0,9,0,5,0,24,0,0,12,3,4,3,0,0,0,27,6,6,12,4,8,0,11,13,0,52,5,11,20,11,12,5,14,8,0,84,5,13,14,15,11,6,12,11,0,86,14,20,13,12,9,5,18,21,3,114,8,0,6,0,0,0,3,5,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,34,49,78,57,43,28,54,58,8,404
UCL521007,0,0,3,0,0,0,0,3,0,13,0,0,8,9,4,4,0,3,0,25,5,5,7,0,5,0,5,4,5,34,0,10,4,6,0,4,4,3,0,32,0,6,11,4,0,5,4,6,0,33,8,5,8,3,4,0,4,7,0,42,4,0,0,0,0,0,3,3,0,13,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,21,34,21,15,18,21,39,3,194
UCL521008,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,7,0,14,0,5,9,3,0,0,3,0,0,26,3,0,0,11,0,3,8,5,0,29,3,5,0,0,4,0,7,13,0,39,3,0,4,5,6,10,8,4,0,43,3,0,6,6,0,0,0,8,0,20,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,19,12,14,30,18,13,24,42,4,170
UCL521009,0,0,3,0,0,0,4,0,0,4,0,0,4,0,0,0,3,0,0,11,9,3,5,9,0,0,0,3,0,32,3,6,10,9,3,0,6,6,0,47,8,7,5,3,3,0,6,8,0,37,7,3,5,4,3,3,11,7,0,45,6,0,0,3,0,0,4,0,0,17,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,34,23,34,26,19,7,33,31,3,196
UCL521010,0,0,7,0,0,0,0,9,0,15,0,0,8,5,0,0,5,0,0,30,4,4,11,5,4,0,5,14,0,55,0,4,11,6,3,4,9,5,0,47,7,8,9,9,7,3,8,12,0,72,4,3,4,10,7,0,18,11,0,59,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,63,45,25,15,50,47,8,292
UCL521011,0,0,0,3,0,7,4,10,0,22,0,3,0,0,3,5,5,9,0,22,0,6,11,0,6,3,5,7,0,47,7,10,22,8,16,3,11,8,0,95,9,12,16,8,15,5,16,8,0,77,5,12,5,0,6,5,3,4,0,43,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,43,63,30,46,18,39,42,0,306
UCL521012,0,0,0,5,0,11,0,0,0,15,0,0,4,0,0,0,3,0,0,11,3,3,14,5,12,5,0,8,0,44,4,9,16,0,0,4,0,4,0,45,11,13,6,8,0,5,9,4,0,61,14,8,6,7,8,3,14,0,0,64,0,0,0,3,4,0,3,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,35,44,31,26,20,30,30,3,257
UCL521013,0,0,8,3,0,8,0,13,0,34,0,3,13,0,3,0,0,5,0,31,5,9,29,12,15,3,9,3,0,84,3,16,14,10,13,6,8,3,6,76,17,14,13,24,17,13,11,10,0,107,10,10,16,16,11,6,12,12,5,91,0,0,4,0,5,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,48,93,63,66,34,48,42,14,444
UCL521014,0,0,4,0,0,4,0,0,0,10,0,0,3,3,0,0,4,0,0,9,4,6,9,4,6,4,9,4,0,34,4,0,8,3,3,3,15,5,0,43,4,4,14,11,11,3,22,6,4,83,9,13,3,5,11,3,24,13,4,77,3,0,0,0,5,5,3,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,20,43,29,33,16,77,32,8,289
UCL521015,0,0,6,4,0,0,0,4,0,15,0,0,3,0,0,4,0,5,0,23,4,5,9,3,11,7,4,12,0,59,6,6,8,11,7,0,0,4,0,49,11,0,4,4,6,5,9,7,0,48,15,4,4,8,13,6,4,5,5,58,20,3,4,0,5,6,0,0,0,40,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,61,24,45,28,38,28,27,43,7,297
UCL521016,0,0,9,3,0,3,0,9,0,17,0,0,6,0,4,9,0,6,0,25,21,10,10,10,3,3,3,9,0,74,6,6,7,8,0,5,3,3,0,51,11,4,11,10,6,3,0,13,0,60,5,5,4,5,8,3,4,8,0,49,8,0,0,3,5,3,5,3,0,26,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,48,33,53,25,30,28,23,50,8,295
UCL521017,0,0,0,0,0,3,3,0,0,12,4,4,8,0,4,5,0,0,0,29,20,17,10,4,11,6,10,5,0,80,14,10,18,6,9,9,6,4,6,82,6,5,12,0,8,7,5,7,0,53,14,5,3,6,10,5,7,8,0,53,6,0,4,0,3,3,0,3,0,26,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,72,42,50,21,54,23,34,33,10,335
UCL521018,0,0,0,0,0,4,0,5,0,17,0,0,8,3,0,5,0,0,0,25,6,9,11,5,6,4,16,3,0,54,5,9,7,6,9,0,10,4,0,54,9,12,11,7,8,3,9,9,0,62,0,10,6,3,6,0,11,3,0,34,0,0,4,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,29,34,49,27,28,20,40,33,3,264
UCL521019,0,0,0,4,0,0,0,3,0,7,0,4,0,3,0,5,5,5,0,22,5,9,8,12,4,5,3,8,4,54,8,7,12,8,6,3,5,8,0,55,12,10,6,4,11,7,0,7,0,61,15,3,9,7,17,7,0,14,3,74,4,7,5,3,0,5,3,7,5,25,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,53,41,33,43,38,28,16,47,7,304
UCL521020,0,0,0,3,0,4,0,12,0,17,0,0,5,6,0,3,0,3,0,21,0,0,4,6,7,5,5,3,3,33,10,4,17,4,3,0,8,0,3,50,14,7,21,8,10,3,13,8,7,90,7,5,13,0,11,4,16,18,0,72,0,3,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,34,28,67,30,33,23,40,45,8,300
UCL521021,0,0,0,5,0,3,3,9,0,16,3,0,5,4,0,6,0,0,0,23,7,6,10,3,10,0,16,20,0,68,21,11,21,7,11,5,13,14,0,102,15,16,10,8,5,3,14,9,6,77,12,13,6,0,11,3,20,13,0,78,12,0,0,0,3,6,0,7,0,20,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,74,45,54,26,50,23,60,67,5,399
UCL521022,0,0,5,11,0,3,0,8,0,27,0,6,3,6,0,3,0,0,0,15,0,23,15,3,5,4,0,9,0,56,9,24,10,8,5,4,0,3,0,71,20,36,9,10,15,5,0,9,0,116,22,24,8,0,6,12,0,4,0,87,4,4,6,3,0,8,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,110,60,41,28,43,9,41,3,404
UCL521023,0,0,0,0,4,0,0,0,0,3,0,0,4,0,4,0,3,0,0,16,7,5,14,7,3,3,0,4,7,50,7,8,8,4,7,3,0,8,0,53,8,0,12,0,3,0,3,7,0,39,8,5,9,0,3,0,5,8,0,43,6,0,0,0,6,0,11,9,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,41,26,54,11,31,13,28,27,4,236
UCL521024,0,0,0,0,0,0,0,0,0,9,0,7,3,12,4,0,0,0,0,31,13,30,3,29,8,7,5,5,4,101,11,17,11,25,13,0,0,4,3,81,18,16,11,9,3,0,0,8,6,74,12,10,8,10,7,0,3,7,5,67,4,3,0,0,3,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,82,35,91,35,12,15,31,25,377
UCL521025,0,0,0,4,0,0,0,0,0,6,0,6,0,4,0,0,0,5,0,18,8,20,26,7,11,3,12,3,0,91,17,16,12,9,8,0,4,3,0,73,12,12,17,0,10,0,14,13,0,68,3,9,16,4,4,8,16,10,4,70,5,6,5,0,0,0,3,0,0,17,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,47,58,67,33,28,20,57,27,12,350
UCL521026,0,0,5,3,6,3,0,4,0,22,0,4,8,6,6,0,0,0,0,28,3,9,8,5,7,0,6,3,0,51,7,15,12,7,9,3,9,9,0,70,20,20,20,13,17,6,20,4,6,118,14,9,14,7,7,3,11,9,0,72,3,0,0,0,0,0,7,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,46,56,83,44,47,20,51,34,4,378
UCL521027,0,0,0,4,0,3,0,6,4,24,0,0,6,0,0,3,10,0,0,18,0,5,11,6,3,0,18,0,3,59,4,6,7,3,8,0,21,4,0,54,0,3,15,3,6,5,21,10,0,57,0,4,6,0,9,5,14,0,0,39,0,0,4,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,21,51,17,24,16,95,22,9,261
UCL521028,0,0,5,0,0,5,0,10,7,26,0,0,0,0,0,0,0,0,0,14,3,9,13,11,8,0,4,10,0,51,5,5,7,6,9,6,3,11,0,52,13,0,6,9,10,0,9,12,0,57,7,3,12,12,0,4,17,13,0,82,3,3,0,0,6,0,4,0,0,16,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,30,23,52,44,21,26,31,63,9,297
UCL521029,0,0,3,6,0,3,0,5,3,21,0,0,4,0,4,4,4,14,0,30,9,9,18,12,8,8,3,15,0,72,11,8,13,11,4,0,7,19,0,71,9,8,11,4,8,3,13,16,0,70,13,8,12,8,9,9,21,17,0,96,15,3,4,0,0,0,10,4,4,35,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,59,35,63,35,33,23,51,95,3,395
UCL521030,0,0,0,0,0,3,0,0,0,12,4,0,3,0,0,3,0,15,0,30,5,0,7,6,4,0,4,65,3,96,5,7,0,5,4,0,6,14,6,48,12,5,12,7,5,4,3,8,0,66,16,7,8,5,5,3,8,14,0,68,4,5,3,0,4,0,0,3,4,22,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,44,25,43,26,19,13,34,120,19,341
UCL521031,0,0,0,0,0,0,0,4,0,7,0,0,5,0,0,0,0,3,0,18,6,8,13,10,3,4,11,5,0,65,8,8,4,4,4,3,5,9,0,38,3,4,10,9,0,0,5,8,0,46,12,11,7,8,0,0,7,8,0,49,3,0,0,0,0,5,3,0,0,7,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,29,22,43,40,26,10,33,40,4,240
UCL521032,0,0,0,0,0,0,0,0,4,4,0,0,0,4,4,0,0,0,0,13,10,20,3,8,6,7,0,5,0,59,0,3,0,0,5,0,0,3,0,19,5,6,3,6,0,4,3,4,0,28,11,6,5,6,7,3,7,3,3,55,6,4,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,29,33,15,24,25,12,17,17,14,196
UCL521033,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,5,3,0,0,0,0,3,3,15,0,6,0,6,3,0,0,0,0,26,3,7,0,5,4,0,8,9,0,34,6,8,4,0,4,0,5,7,0,32,5,5,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,23,20,12,16,20,7,17,26,6,133
UCL521034,0,0,11,0,0,7,0,4,0,29,0,3,8,6,0,3,9,5,0,33,4,4,9,3,8,0,9,8,3,52,8,10,12,4,10,0,9,8,3,65,14,14,16,16,16,0,14,16,3,105,16,6,23,6,14,3,14,5,0,92,3,0,0,0,0,0,7,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,53,43,85,32,41,20,59,46,16,380
UCL521035,0,0,0,0,0,0,3,6,0,14,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,7,0,21,9,3,3,10,6,3,0,6,0,46,7,11,7,8,3,0,10,9,0,54,4,9,10,9,4,3,5,14,0,61,4,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,29,27,32,33,15,9,27,46,0,217
UCL521036,0,0,0,0,0,6,0,5,0,9,0,0,0,0,0,3,0,0,0,17,4,11,3,12,0,0,0,10,3,42,0,0,5,5,3,3,5,4,0,22,5,5,5,0,4,4,3,7,0,38,6,7,4,0,8,5,8,12,0,50,8,0,5,0,5,0,3,0,0,16,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,24,28,19,23,27,18,22,28,0,195
UCL521037,0,0,3,0,0,9,3,3,0,26,0,0,4,0,0,0,0,4,0,15,0,9,14,10,5,3,11,7,0,54,8,7,17,16,7,6,16,7,6,93,6,8,7,12,7,11,20,17,5,83,0,5,7,11,0,3,21,15,0,64,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,20,62,58,20,33,73,61,4,336
UCL521038,0,0,0,0,0,4,4,0,0,14,0,0,0,0,0,0,0,0,0,7,0,4,8,0,0,4,3,0,0,25,4,7,11,9,6,0,5,7,0,44,5,6,11,3,0,3,8,18,0,57,10,9,6,9,4,5,26,7,0,70,4,0,4,3,0,0,3,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,29,33,12,10,50,43,5,233
UCL521039,0,0,4,3,0,7,0,11,0,24,0,0,8,0,0,0,5,0,0,16,0,7,7,6,4,3,0,0,0,40,8,24,13,10,10,4,5,4,0,75,22,22,17,3,10,4,5,8,5,93,17,21,20,13,13,6,9,11,6,102,3,7,0,0,0,5,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,51,85,67,43,28,26,20,37,13,374
UCL521040,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,6,0,18,6,15,20,19,9,0,10,6,0,91,14,25,27,12,15,0,12,3,0,101,7,10,10,11,7,3,11,12,0,68,10,5,0,4,12,3,14,15,0,66,5,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,60,69,45,47,13,44,41,4,367
UCL521041,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,3,3,23,3,10,43,13,9,0,32,5,0,128,8,5,38,5,9,0,36,3,0,110,3,4,15,0,0,0,23,0,0,54,5,0,11,0,3,5,14,0,0,34,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,106,28,21,5,118,18,5,352
UCL521042,0,0,0,6,0,6,0,3,3,16,0,0,3,0,5,3,3,11,0,23,6,0,7,8,3,0,0,22,0,44,5,0,5,4,3,0,6,14,0,50,10,11,3,9,6,4,11,18,0,74,7,12,0,5,9,4,3,13,0,59,5,4,0,4,0,3,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,33,25,35,25,27,31,80,3,292
UCL521043,0,0,4,6,0,4,0,3,0,17,0,0,0,0,0,0,0,4,0,12,0,7,6,6,3,0,5,0,0,29,6,11,6,9,6,0,0,0,0,41,12,24,9,14,3,4,6,7,0,67,14,18,9,15,14,6,7,8,0,81,0,4,5,0,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,64,43,44,29,10,20,22,0,268
UCL521044,0,0,4,0,0,6,0,7,0,14,0,0,9,0,0,0,4,4,0,17,0,0,8,3,4,0,4,6,0,33,6,6,6,0,0,4,4,0,0,34,4,7,6,3,0,0,4,6,3,36,5,7,5,14,10,0,12,3,0,55,0,3,6,0,0,0,0,4,0,16,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,24,41,28,20,12,24,32,10,210
UCL521045,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,0,4,5,0,3,0,3,0,25,3,3,0,4,0,0,0,3,0,20,8,3,5,4,0,0,3,0,0,21,6,0,6,12,4,4,7,5,0,43,12,0,0,0,0,4,4,7,0,24,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,40,9,12,25,7,15,15,23,0,151
UCL521046,0,0,0,0,3,0,0,4,0,12,0,4,5,6,0,0,0,4,0,12,0,3,9,15,3,5,9,3,0,41,4,4,5,13,3,0,3,5,0,36,8,5,8,6,4,0,0,9,0,35,7,3,3,4,0,0,3,3,0,27,0,4,0,0,0,0,7,3,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,18,24,23,50,20,11,19,27,0,185
UCL521047,0,0,0,0,0,0,3,0,0,8,3,0,4,0,3,0,0,0,0,13,0,5,14,4,3,4,3,0,4,43,8,0,5,9,5,0,8,0,4,47,7,0,14,0,11,5,12,9,0,65,10,5,7,3,8,0,15,14,0,58,4,0,0,0,0,0,4,5,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,36,14,45,20,33,18,42,39,6,245
UCL521048,0,0,0,0,0,0,0,4,0,14,0,0,6,8,0,5,0,0,0,21,0,7,15,8,9,0,0,5,0,44,6,9,9,10,0,5,3,3,0,55,4,17,5,3,9,4,3,5,0,60,20,14,13,12,18,5,11,8,4,91,4,10,0,3,6,0,6,5,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,42,51,54,42,41,20,22,36,3,318
UCL521049,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,0,4,0,3,6,4,0,3,0,18,4,11,0,0,4,0,0,7,0,25,3,6,0,3,0,0,0,0,0,15,4,0,0,0,3,0,0,3,0,11,5,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,0,12,13,4,0,9,0,82
UCL521050,0,0,9,0,0,3,0,5,0,17,5,4,12,4,3,3,4,3,0,35,5,9,17,3,5,4,4,12,0,67,14,13,10,5,7,5,5,11,0,66,11,3,11,10,6,5,8,7,0,59,3,11,5,13,7,6,5,4,0,62,0,3,6,3,4,0,14,4,0,34,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,41,40,61,35,41,29,46,48,5,343
UCL521051,0,0,4,0,0,4,0,7,0,24,0,0,7,10,6,3,4,14,0,41,0,3,13,10,3,3,6,10,0,51,4,3,13,4,5,3,6,12,0,54,0,7,14,11,9,7,17,14,0,78,3,9,13,13,12,8,16,19,3,97,0,3,0,0,4,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,64,42,47,29,47,74,10,353
UCL521052,0,0,0,3,0,0,0,0,0,10,0,3,0,5,4,0,0,0,0,11,0,13,0,16,0,0,7,6,0,53,13,7,10,17,6,0,4,0,0,52,9,14,3,8,3,0,0,13,3,53,7,7,7,5,0,0,3,3,0,32,5,3,0,0,3,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,49,25,59,15,8,18,24,10,231
UCL522001,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,11,6,4,0,0,0,0,4,24,0,0,0,3,0,3,0,4,0,14,4,6,0,0,0,0,0,4,0,6,7,3,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,6,14,0,6,5,8,6,74
UCL522002,0,0,6,0,0,0,0,0,0,6,0,0,6,0,0,0,0,4,0,8,0,6,5,5,0,0,3,0,0,16,3,7,0,0,0,0,0,0,0,17,5,6,0,3,3,0,6,5,0,28,0,3,3,3,0,0,3,0,0,25,0,3,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,18,13,8,3,17,17,3,108
UCL522003,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,7,0,7,7,5,0,0,4,0,0,23,0,0,0,4,0,0,4,0,0,18,4,0,0,4,5,4,0,4,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,4,18,10,4,8,7,0,70
UCL522004,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,5,3,0,6,0,33
UCL522005,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,3,0,19,0,7,0,11,10,0,3,0,4,26,0,5,0,3,4,0,0,0,3,12,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,17,10,4,3,4,3,71
UCL522006,0,0,8,4,0,0,0,6,0,17,0,0,4,6,0,5,4,0,0,27,0,11,4,4,0,0,0,3,0,27,5,10,11,0,0,5,0,0,0,41,12,23,7,7,3,4,0,0,5,57,14,9,6,3,6,3,0,0,0,42,0,8,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,64,41,24,18,18,6,16,9,224
UCL522007,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,3,0,12,0,3,3,0,0,0,0,3,0,18,10,0,0,0,0,0,3,0,0,17,0,3,5,0,0,0,0,3,0,10,8,0,0,5,6,0,4,5,0,25,6,0,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,22,11,9,5,10,21,0,101
UCL522008,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,3,6,0,3,0,0,0,4,0,13,3,0,0,0,0,0,0,0,0,14,0,0,3,0,0,0,4,6,0,14,3,0,0,0,0,0,4,0,0,20,3,0,0,0,0,0,0,3,0,8,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,3,11,11,6,0,15,13,0,76
UCL522009,0,0,6,5,0,0,0,6,0,17,0,0,5,0,0,0,0,8,0,17,0,3,10,0,7,4,3,3,0,35,4,3,6,0,12,3,5,0,0,42,9,4,13,7,3,3,12,10,0,60,0,0,9,3,6,0,9,14,0,33,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,53,16,25,12,31,30,0,203
UCL522010,0,0,3,0,0,4,0,0,0,11,0,0,5,0,0,4,5,0,0,14,0,10,9,5,4,0,0,0,0,23,4,13,9,5,5,3,0,0,0,36,8,9,6,5,5,0,0,0,0,36,4,5,4,6,0,9,5,0,0,28,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,39,35,23,19,17,9,4,0,161
