UCL_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
UCL521006,75,53,23,0,40,32,4,7,61,8,55,390,27,663,4,4,0,0,0,0,0,0,4,0,6,12,0,23,24,7,10,0,12,8,0,6,10,0,12,26,0,75,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,3,0,0,0,0,0,0,0,5,13,0,21,34,16,13,0,21,13,0,6,12,0,15,64,5,147,3,0,0,0,0,0,0,0,0,0,0,14,44,64,113,74,33,0,62,48,6,18,80,8,76,466,74,878,44,37,12,0
UCL521007,59,27,22,3,31,13,11,14,59,6,42,207,7,371,0,4,0,0,0,0,0,0,0,0,0,7,4,14,14,7,3,0,4,7,0,12,4,3,7,12,0,45,3,0,0,0,0,0,0,0,3,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,18,9,3,0,7,10,0,6,9,3,11,39,3,86,0,0,0,0,0,0,0,0,0,0,0,9,63,76,83,36,27,9,36,21,9,21,69,14,53,256,78,540,15,10,5,0
UCL521008,76,47,23,25,35,23,9,13,61,9,33,181,10,385,0,0,0,0,0,0,0,0,4,0,0,4,0,14,6,0,0,5,0,0,0,0,6,0,0,10,0,23,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,3,0,7,8,9,0,6,7,0,6,32,0,66,7,0,0,0,0,4,0,0,0,0,0,3,67,76,100,46,27,26,38,33,13,13,68,12,38,217,80,532,24,10,4,0
UCL521009,61,48,18,3,30,29,0,17,48,3,44,220,26,433,3,3,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,8,3,0,5,3,0,0,8,0,22,4,0,0,0,0,0,0,0,0,0,0,5,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,5,14,3,3,0,7,4,4,3,4,0,0,35,5,62,0,0,0,0,0,0,0,0,0,0,0,0,68,72,81,54,14,7,40,35,0,17,53,4,43,253,99,564,23,20,9,0
UCL521010,67,68,24,5,40,28,6,17,93,5,51,348,24,626,3,0,0,0,6,0,0,0,0,0,0,13,0,21,14,5,0,0,3,4,0,3,4,0,0,10,4,40,0,0,0,0,0,4,0,0,0,0,0,7,0,12,0,0,0,0,4,4,0,0,0,0,5,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,12,0,13,28,15,5,4,12,8,0,9,6,0,10,46,10,109,0,0,0,0,0,4,0,0,5,0,0,5,62,74,94,84,25,8,51,41,8,22,104,9,64,400,91,807,20,37,4,0
UCL521011,37,43,10,0,17,10,4,10,36,0,28,345,9,503,0,0,0,0,3,0,0,0,0,0,0,8,0,13,4,4,0,0,9,8,0,0,0,0,8,14,0,39,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,4,10,0,0,8,8,0,0,0,0,5,47,0,71,0,0,0,0,0,0,0,0,0,0,0,9,16,19,50,52,10,0,24,15,4,10,42,0,35,398,22,591,21,26,4,0
UCL521012,59,45,20,3,20,18,8,14,36,3,32,232,19,409,0,0,0,0,0,0,0,0,0,0,0,8,0,12,8,5,6,0,3,4,0,9,8,0,6,17,0,47,0,0,0,0,4,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,0,0,3,0,0,0,0,0,3,7,0,13,16,11,6,0,10,6,0,9,10,0,10,57,0,109,0,0,0,0,0,0,0,0,0,0,0,3,21,27,72,55,24,3,32,23,9,26,46,12,41,292,39,538,19,26,6,0
UCL521013,57,67,11,0,16,10,0,12,76,3,53,438,22,662,0,7,0,0,0,0,0,0,0,0,4,14,5,31,21,8,9,0,11,5,0,4,11,0,8,54,3,95,4,0,0,0,0,0,0,0,0,0,0,11,0,13,4,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,7,0,12,26,14,7,0,10,15,0,5,12,0,18,108,6,184,0,0,0,0,0,0,0,0,5,0,0,13,43,59,85,78,21,0,27,25,0,20,89,0,69,553,74,907,38,40,7,0
UCL521014,58,42,21,0,43,29,9,21,45,4,43,274,20,481,6,0,0,0,6,0,0,5,7,0,0,29,3,44,3,0,0,0,6,0,0,0,0,0,5,8,0,22,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,10,12,5,0,0,11,4,0,4,12,0,4,79,4,114,0,8,0,0,6,0,0,0,5,0,0,15,147,172,71,47,21,0,60,39,15,25,52,4,54,360,172,763,16,24,9,0
UCL521015,89,46,26,3,37,26,11,27,53,5,47,266,18,509,6,5,0,0,0,0,0,0,0,0,0,10,0,21,4,4,5,0,3,4,0,0,0,0,4,4,0,24,6,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,0,0,0,0,3,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,6,0,9,11,3,6,3,4,7,35,4,77,0,0,0,0,0,0,0,0,0,0,0,0,37,38,106,60,32,3,47,38,17,27,54,10,47,293,50,625,40,27,11,0
UCL521016,39,48,21,0,23,22,8,12,25,3,19,321,12,482,0,0,0,0,0,0,0,0,3,0,0,3,0,13,11,0,0,0,7,6,0,7,0,0,4,14,0,31,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,3,0,0,40,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,9,10,7,3,0,10,3,3,7,6,0,10,83,4,122,0,4,0,0,0,0,0,0,0,0,3,6,52,55,52,60,19,0,34,28,10,19,31,4,29,410,63,661,17,27,4,0
UCL521017,31,46,22,0,35,17,4,13,45,3,30,277,20,463,0,3,0,0,0,0,0,0,0,0,3,9,0,14,6,0,6,0,0,6,0,0,0,0,5,18,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,14,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,0,0,0,0,10,0,19,5,8,5,0,5,4,0,0,8,0,8,119,14,162,0,0,0,0,0,0,0,0,0,0,0,0,88,91,38,53,20,0,35,26,4,13,49,3,37,396,120,713,19,30,10,0
UCL521018,39,43,7,4,11,14,5,6,55,6,39,270,17,438,4,0,0,0,0,0,0,0,0,0,0,5,0,12,15,8,0,0,5,10,0,0,10,0,3,24,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,4,19,8,4,0,4,10,0,4,11,3,6,38,3,83,5,0,4,0,0,0,0,0,5,0,5,7,11,26,64,54,11,4,19,21,5,7,78,6,46,312,31,545,18,25,0,0
UCL521019,48,42,22,0,32,28,0,7,51,5,26,269,20,465,0,0,0,0,0,0,0,0,0,0,3,11,0,14,8,5,3,0,4,4,0,0,4,3,4,27,5,55,0,0,0,0,0,0,0,0,0,0,0,13,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,14,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,5,11,7,3,0,9,3,0,0,4,4,13,86,10,123,0,0,0,0,0,0,0,0,0,0,0,10,124,134,61,49,28,0,40,35,0,9,59,8,40,360,155,723,21,28,7,0
UCL521020,71,49,17,3,26,27,5,19,55,6,33,287,22,494,3,4,3,0,3,0,0,0,3,0,3,11,0,29,19,8,5,5,9,9,5,0,14,0,4,62,6,105,0,3,4,0,5,4,0,0,0,0,0,15,0,25,3,0,3,0,0,4,0,0,0,5,0,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,13,32,12,11,5,16,18,0,3,21,8,13,120,12,214,7,5,0,4,0,4,0,0,0,4,0,10,30,57,110,69,33,11,47,54,6,23,74,11,49,416,59,764,23,21,10,0
UCL521021,52,48,13,3,28,30,6,11,45,8,53,410,27,637,0,0,0,0,0,0,0,0,0,0,0,9,0,15,11,4,4,0,8,4,0,4,9,3,8,41,0,79,0,0,0,0,0,0,0,0,0,0,0,20,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,38,0,43,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,11,14,5,10,0,10,11,0,0,10,0,23,128,7,195,4,0,0,0,0,5,0,0,0,0,3,13,47,65,70,58,28,3,37,42,7,17,53,11,76,550,79,902,23,25,11,0
UCL521022,32,25,18,0,6,10,0,3,29,0,35,374,11,513,0,0,0,0,0,0,0,0,0,0,0,19,0,17,4,5,0,0,0,0,0,0,0,0,0,29,3,44,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,12,3,22,0,0,0,0,0,0,0,0,0,0,0,12,0,13,7,6,0,0,0,0,0,3,6,0,3,90,9,124,0,0,0,0,0,0,0,0,0,0,0,9,88,95,41,31,22,0,3,10,0,0,39,0,39,479,99,723,22,23,17,0
UCL521023,50,24,19,6,29,18,0,9,45,8,24,245,19,409,0,6,0,0,0,0,0,0,4,0,3,4,0,12,0,0,4,0,5,8,0,0,6,0,4,10,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,9,7,9,0,12,5,0,0,6,3,6,69,5,102,3,0,0,0,0,0,0,0,0,0,0,9,43,55,56,33,26,8,37,27,4,5,54,14,31,322,65,568,24,19,6,0
UCL521024,22,48,6,5,61,31,8,9,29,8,41,941,152,1299,0,0,0,0,3,0,0,0,0,0,0,32,0,40,0,3,0,0,3,4,0,0,0,0,3,17,0,25,3,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,25,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,3,5,0,8,5,3,0,0,8,6,0,0,5,6,8,96,5,123,0,3,0,0,9,0,0,0,0,0,0,13,162,182,27,55,7,8,75,35,8,9,31,10,47,1050,317,1605,14,29,3,0
UCL521025,68,41,23,0,18,24,10,18,39,0,46,339,12,534,3,0,0,0,0,0,0,0,3,0,0,18,0,28,9,3,4,0,0,0,0,5,7,0,3,16,0,42,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,17,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,10,3,5,0,0,6,0,0,0,4,0,0,41,0,53,16,10,7,0,4,4,0,3,14,0,9,125,0,178,0,0,0,0,0,0,0,0,0,0,0,11,55,75,81,50,29,0,29,32,9,23,56,4,55,472,66,783,32,23,8,0
UCL521026,36,46,10,0,16,14,4,14,59,6,34,364,17,555,0,0,0,0,0,0,0,0,0,0,0,12,0,22,19,4,3,0,9,8,0,4,22,0,10,57,5,100,0,0,0,0,0,0,0,0,0,0,3,8,0,14,0,0,0,0,0,0,0,0,3,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,12,3,3,0,0,0,3,0,0,3,0,0,7,0,8,26,10,3,0,8,14,4,4,30,5,17,99,6,174,0,0,0,0,0,0,0,0,0,0,0,22,38,60,62,58,12,0,25,29,7,21,95,12,48,485,55,782,15,26,3,0
UCL521027,32,42,3,0,23,5,0,12,50,0,30,239,19,395,5,9,0,0,6,0,0,0,0,0,4,40,0,56,4,3,0,0,0,0,0,0,4,0,3,12,0,25,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,19,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,6,0,3,11,3,0,5,17,0,6,75,3,119,0,0,0,0,0,0,0,0,0,0,0,9,278,285,44,57,3,3,31,10,4,21,59,3,40,324,295,802,16,32,0,0
UCL521028,90,94,23,19,51,47,13,27,57,10,66,297,23,604,0,0,0,0,0,0,0,0,3,0,3,8,0,17,9,7,4,0,5,3,0,3,12,0,3,16,0,34,0,0,0,0,0,0,0,0,0,0,0,3,0,10,5,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,17,27,19,5,0,0,8,0,6,14,3,7,59,0,104,13,4,0,0,5,6,0,5,7,0,8,10,64,96,130,119,22,23,55,53,14,35,80,11,82,362,89,798,31,50,3,0
UCL521029,116,76,42,10,52,41,3,14,78,15,58,315,26,633,8,3,4,0,0,0,0,0,0,0,3,34,4,57,6,3,5,0,0,3,0,0,3,0,0,12,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,35,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,18,8,5,4,10,3,0,3,4,3,6,101,11,165,5,0,5,0,5,0,0,0,4,0,4,14,58,79,136,88,50,13,60,50,0,23,87,13,70,430,95,878,49,44,16,0
