UCL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL521012,..,0,0,0,0,0,0,0,0,3,..,0,0,0,7,7,19,4,0,49,0,0,4,0,5,5,5,0,0,11,44,18,26,21,34,48,52,10,5,260,..,0,16,27,35,46,49,9,0,184,..,5,17,10,15,18,11,5,0,73,..,0,4,0,5,3,0,0,0,12,66,..,..,..,..,..,..,..,..,66,..,14,..,..,..,..,..,..,..,14,..,14,7,3,0,0,0,0,0,19,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,5,12,22,23,27,11,6,97,5,0,0,0,5,3,0,0,0,19,72,36,56,48,72,92,91,23,9,497
UCL521013,..,4,0,0,9,3,0,0,0,11,..,0,0,0,4,8,8,5,0,29,0,0,0,0,0,0,0,0,0,8,78,46,54,49,76,56,46,12,4,417,..,0,33,44,79,76,56,13,0,305,..,7,35,12,12,14,3,0,0,74,..,0,3,13,13,4,4,0,0,39,170,..,..,..,..,..,..,..,..,170,..,48,..,..,..,..,..,..,..,48,..,40,11,8,4,0,0,0,0,63,..,0,3,0,0,6,0,0,0,15,..,0,0,0,0,0,0,0,0,8,..,4,4,3,10,8,9,0,0,35,..,0,3,5,12,17,13,8,3,63,3,3,0,4,3,0,0,0,0,17,167,108,95,88,127,123,86,25,4,834
UCL521014,..,0,0,0,0,4,0,0,0,4,..,0,0,0,9,10,5,3,0,27,0,3,0,3,5,6,0,0,0,14,46,24,24,35,52,48,36,5,0,281,..,0,17,19,44,58,47,5,0,200,..,6,13,9,18,16,7,5,0,67,..,0,8,11,10,0,4,0,0,35,87,..,..,..,..,..,..,..,..,87,..,11,..,..,..,..,..,..,..,11,..,21,5,5,5,0,0,0,0,35,..,3,6,4,5,3,0,0,0,12,..,0,0,0,4,0,0,0,0,12,..,0,0,0,3,3,0,0,0,15,..,0,4,3,15,35,29,17,0,103,5,3,0,5,3,6,0,0,0,22,91,51,52,61,107,124,91,26,4,597
UCL521015,..,0,0,0,0,0,0,0,0,8,..,4,5,0,3,12,15,12,4,58,0,3,0,0,0,5,0,0,0,14,44,20,31,30,26,40,47,29,12,272,..,0,22,25,26,37,50,32,14,214,..,14,19,10,4,6,4,0,0,58,..,0,0,5,6,0,0,0,0,15,81,..,..,..,..,..,..,..,..,81,..,4,..,..,..,..,..,..,..,4,..,12,0,0,0,3,0,0,0,14,..,0,0,0,4,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,5,0,0,0,8,..,7,6,4,10,24,31,18,9,111,0,3,3,4,0,5,11,0,0,23,81,40,61,51,54,72,102,52,22,536
UCL521016,..,0,0,0,0,0,0,0,0,0,..,7,0,0,7,3,7,4,7,37,0,0,0,0,0,0,0,0,0,6,50,41,41,30,37,26,31,17,8,283,..,6,43,33,42,40,39,19,3,232,..,8,16,6,5,5,0,0,0,39,..,0,3,0,0,4,5,0,0,16,110,..,..,..,..,..,..,..,..,110,..,21,..,..,..,..,..,..,..,21,..,11,10,3,3,0,0,0,0,28,..,6,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,11,0,0,0,0,0,0,0,17,..,4,19,5,11,14,16,17,13,98,0,5,0,0,3,5,4,0,0,12,114,73,91,56,69,69,65,38,16,587
UCL521017,..,0,0,0,0,0,0,0,0,0,..,3,0,3,0,3,0,3,3,25,6,0,0,0,0,0,0,0,0,15,71,32,47,43,30,25,22,13,10,292,..,10,43,63,32,41,33,16,3,245,..,8,19,10,7,3,3,0,0,49,..,0,0,0,0,5,3,0,0,16,136,..,..,..,..,..,..,..,..,136,..,17,..,..,..,..,..,..,..,17,..,11,7,0,0,4,0,0,0,29,..,0,0,0,0,0,0,0,0,13,..,4,0,8,0,0,0,0,0,13,..,0,5,11,5,0,0,0,0,16,..,9,4,7,10,11,4,9,3,57,7,0,5,0,6,0,0,0,0,23,142,64,92,95,65,63,45,28,11,606
UCL521018,..,0,0,0,0,0,3,0,0,0,..,0,0,0,0,8,6,9,3,22,0,0,0,0,0,3,0,0,0,3,42,30,27,30,32,36,22,23,4,246,..,3,35,29,41,34,31,21,8,202,..,10,11,14,6,0,3,0,0,51,..,0,5,5,12,3,0,0,0,26,109,..,..,..,..,..,..,..,..,109,..,24,..,..,..,..,..,..,..,24,..,15,7,4,3,5,0,0,0,29,..,3,0,0,0,0,3,0,0,13,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,4,0,0,6,..,0,7,0,7,7,10,10,0,47,0,0,0,0,0,3,0,0,0,4,109,64,63,58,65,58,48,32,11,510
UCL521019,..,6,0,0,0,3,0,0,0,14,..,0,7,3,11,13,13,11,0,54,0,0,0,0,3,0,4,0,0,8,41,23,37,32,40,57,47,20,3,295,..,0,7,29,20,44,58,23,0,183,..,0,26,18,14,18,10,4,0,96,..,0,3,6,8,0,0,0,0,16,80,..,..,..,..,..,..,..,..,80,..,3,..,..,..,..,..,..,..,3,..,9,4,0,0,0,0,0,0,12,..,0,3,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,5,..,8,0,0,0,6,6,0,0,26,..,4,5,10,19,26,35,18,4,122,0,0,0,0,4,5,4,3,0,18,82,40,55,67,68,103,106,44,8,565
UCL521020,..,0,0,0,0,0,0,6,0,4,..,0,0,0,0,3,12,0,0,12,4,4,0,4,0,3,3,0,0,21,57,34,28,35,48,52,66,15,5,342,..,0,7,36,61,77,80,36,0,296,..,6,21,12,14,4,17,5,0,74,..,0,6,0,7,6,0,0,0,22,110,..,..,..,..,..,..,..,..,110,..,24,..,..,..,..,..,..,..,24,..,27,15,4,0,0,0,0,0,48,..,5,5,0,3,3,3,0,0,21,..,0,0,0,0,0,0,0,0,4,..,0,0,3,0,0,4,6,0,9,..,0,0,0,11,13,24,3,0,48,4,4,0,9,0,8,5,4,5,30,111,68,48,60,100,111,134,49,7,685
UCL521021,..,0,7,0,0,4,4,0,0,16,..,3,0,0,0,3,8,5,7,33,3,0,0,0,5,0,0,0,0,5,90,37,43,63,42,48,49,21,5,411,..,0,17,72,46,68,72,44,4,325,..,13,28,13,10,7,0,3,0,72,..,0,3,9,9,0,0,0,0,25,195,..,..,..,..,..,..,..,..,195,..,33,..,..,..,..,..,..,..,33,..,16,6,3,5,4,0,0,0,30,..,0,5,0,0,0,0,0,0,4,..,4,0,4,0,0,0,0,0,8,..,0,12,0,3,8,5,0,0,25,..,3,4,3,9,10,19,8,9,66,3,0,0,0,7,0,6,0,0,16,193,71,64,107,89,102,94,63,15,804
UCL521022,..,0,5,0,4,5,0,0,0,14,..,0,0,0,7,12,7,0,6,25,4,0,0,0,0,4,0,0,0,10,62,20,34,44,60,53,28,3,6,297,..,0,13,27,68,48,29,0,0,188,..,6,27,23,17,11,3,0,0,88,..,0,0,9,7,6,0,0,0,25,121,..,..,..,..,..,..,..,..,121,..,28,..,..,..,..,..,..,..,28,..,16,0,0,0,0,0,0,0,20,..,0,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,10,0,4,3,0,0,0,22,..,7,5,3,4,19,17,0,6,62,0,0,0,0,4,4,3,0,0,16,127,48,60,75,107,94,55,6,6,577
UCL521023,..,0,4,4,0,0,0,0,0,8,..,0,0,0,0,7,4,0,0,19,0,0,0,0,0,0,0,0,0,7,56,20,41,40,24,31,22,10,0,238,..,10,30,47,33,30,38,11,0,206,..,4,16,9,8,9,4,0,0,41,..,0,3,4,6,0,0,0,0,14,120,..,..,..,..,..,..,..,..,120,..,10,..,..,..,..,..,..,..,10,..,14,4,9,5,0,0,0,0,26,..,0,3,0,0,0,7,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,4,4,0,3,4,0,0,14,..,6,3,3,5,23,12,4,0,61,0,0,0,0,4,3,0,0,0,13,118,40,70,75,53,74,63,16,3,512
UCL521024,..,3,7,0,3,0,0,0,0,16,..,3,15,10,11,22,12,0,0,79,5,12,5,0,3,0,0,0,0,31,179,117,130,119,88,65,41,10,0,747,..,9,49,45,28,22,21,9,0,180,..,20,42,41,32,15,5,3,0,160,..,9,32,42,29,13,11,9,0,155,373,..,..,..,..,..,..,..,..,373,..,40,..,..,..,..,..,..,..,40,..,71,29,16,5,0,0,0,0,116,..,56,15,20,23,13,9,3,0,136,..,0,0,0,0,3,0,0,0,5,..,0,9,5,6,4,0,0,0,23,..,3,30,28,27,38,25,4,0,152,5,12,5,3,4,5,0,0,0,49,379,225,223,203,151,114,71,26,0,1391
UCL521025,..,0,0,0,3,0,0,0,0,7,..,7,4,5,6,6,9,17,4,66,4,0,4,4,0,0,3,0,0,15,66,21,61,44,39,37,33,33,9,345,..,0,35,46,34,36,34,21,7,214,..,6,42,19,13,12,11,4,0,103,..,0,4,10,5,0,3,6,0,27,142,..,..,..,..,..,..,..,..,142,..,3,..,..,..,..,..,..,..,3,..,6,0,5,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,5,..,3,0,0,0,0,0,0,0,3,..,0,6,0,3,3,0,0,0,6,..,7,12,6,20,25,20,24,9,130,9,0,4,3,0,3,4,0,0,30,151,34,107,86,87,86,67,47,15,688
UCL521026,..,0,0,0,3,0,0,0,0,3,..,0,4,0,4,5,3,0,0,22,0,0,0,0,0,0,0,0,0,3,71,44,35,55,81,49,21,24,0,380,..,0,30,60,91,55,31,16,3,293,..,10,14,14,20,14,5,3,0,76,..,0,3,9,7,3,0,0,0,32,176,..,..,..,..,..,..,..,..,176,..,36,..,..,..,..,..,..,..,36,..,21,10,0,0,0,0,0,0,35,..,0,0,0,3,0,5,4,0,16,..,0,0,0,0,0,3,0,0,9,..,0,0,0,8,0,4,0,0,10,..,0,3,3,8,14,5,8,0,49,0,4,0,0,0,0,0,0,0,8,171,75,63,93,144,95,51,37,3,733
UCL521027,..,0,0,0,0,0,0,0,0,4,..,3,3,7,0,6,6,5,0,26,4,4,0,0,0,0,0,0,0,4,42,39,34,34,36,22,15,9,0,228,..,0,24,24,35,34,19,5,0,138,..,21,28,16,13,9,0,0,0,86,..,0,5,4,8,0,0,0,0,22,101,..,..,..,..,..,..,..,..,101,..,18,..,..,..,..,..,..,..,18,..,7,0,0,0,0,0,0,0,17,..,6,0,0,0,0,0,0,0,11,..,4,0,0,0,0,0,0,0,5,..,0,0,3,0,0,0,0,0,9,..,4,8,11,12,19,12,4,0,77,7,4,4,5,0,0,0,0,0,13,110,69,73,67,73,59,39,6,0,496
UCL521028,..,0,0,0,0,0,0,3,0,3,..,4,5,6,5,12,14,20,9,72,0,0,0,0,0,3,0,0,0,7,42,30,31,35,43,55,48,36,16,329,..,0,16,24,23,51,55,24,3,205,..,3,19,14,17,22,7,4,0,91,..,0,6,8,9,3,9,5,0,37,90,..,..,..,..,..,..,..,..,90,..,22,..,..,..,..,..,..,..,22,..,18,6,9,8,0,0,0,0,35,..,3,3,0,5,3,0,0,3,20,..,0,0,4,0,0,0,0,0,0,..,0,4,0,0,3,0,3,0,16,..,8,6,12,17,21,28,26,13,124,0,3,0,6,0,0,4,4,0,22,90,59,60,70,79,116,102,56,24,662
UCL521029,..,0,0,0,0,0,0,0,0,10,..,0,4,0,8,6,16,26,15,84,0,3,0,0,0,0,0,0,0,4,64,28,34,41,43,57,51,39,17,382,..,0,22,42,34,59,50,33,9,257,..,11,24,14,22,27,4,0,0,90,..,6,0,9,8,3,4,8,0,31,141,..,..,..,..,..,..,..,..,141,..,3,..,..,..,..,..,..,..,3,..,15,5,12,4,0,0,0,0,38,..,6,0,0,0,3,0,0,0,16,..,0,0,4,0,0,0,0,0,17,..,6,3,4,5,6,0,0,0,27,..,11,7,8,16,30,30,29,16,144,0,3,7,0,0,0,0,0,0,14,141,59,82,93,85,129,95,63,29,777
UCL521030,..,0,19,0,0,3,4,0,0,29,..,0,7,4,5,15,13,17,4,61,0,0,0,0,8,4,0,0,0,14,32,10,57,25,30,50,46,33,12,292,..,0,14,14,35,43,54,33,4,202,..,7,21,17,9,15,5,3,0,70,..,0,0,0,5,5,0,0,0,10,58,..,..,..,..,..,..,..,..,58,..,7,..,..,..,..,..,..,..,7,..,12,0,3,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,3,..,0,9,4,0,0,0,0,0,6,..,5,35,0,3,6,3,0,0,51,..,0,10,9,5,26,37,24,7,116,0,0,0,0,5,9,4,0,0,25,58,27,90,46,71,103,100,64,17,579
UCL521031,..,4,0,0,0,0,0,0,0,7,..,4,3,0,3,8,4,4,0,31,5,0,3,0,0,0,0,0,0,7,42,18,31,28,28,30,18,9,0,208,..,0,17,16,19,23,23,6,0,107,..,7,10,7,13,10,0,0,0,50,..,0,6,5,4,3,0,4,0,16,77,..,..,..,..,..,..,..,..,77,..,8,..,..,..,..,..,..,..,8,..,11,5,7,0,0,0,0,0,24,..,7,6,0,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,5,..,4,5,0,0,0,0,0,0,7,..,3,8,4,12,19,8,7,0,64,5,0,3,4,4,0,0,0,0,21,79,36,58,45,56,64,42,16,4,397
UCL521032,..,0,0,0,4,4,0,0,0,9,..,0,9,8,6,0,0,0,0,24,3,0,5,0,6,0,0,0,0,17,52,48,48,33,37,34,13,6,0,271,..,3,16,8,21,20,8,3,0,75,..,12,39,16,9,16,8,0,0,106,..,3,11,6,4,7,0,0,0,38,117,..,..,..,..,..,..,..,..,117,..,11,..,..,..,..,..,..,..,11,..,23,4,0,0,0,0,0,0,33,..,21,6,3,0,8,5,3,0,50,..,0,7,0,0,0,0,0,0,7,..,0,3,4,6,6,0,0,0,13,..,0,15,8,15,20,13,9,0,70,11,5,7,3,6,0,0,0,0,26,124,80,94,52,62,76,36,14,0,547
UCL521033,..,0,0,0,0,0,3,0,0,6,..,0,0,0,3,12,10,0,0,24,0,0,0,3,0,0,0,0,0,3,25,6,8,32,16,29,20,6,0,128,..,0,0,14,10,15,11,5,0,61,..,0,4,9,10,13,3,0,0,37,..,0,3,11,0,3,0,0,0,12,47,..,..,..,..,..,..,..,..,47,..,4,..,..,..,..,..,..,..,4,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,3,5,6,4,0,19,..,0,7,5,9,17,17,0,0,44,0,7,4,3,4,5,0,0,0,18,47,13,23,42,37,54,39,15,7,263
UCL521034,..,0,3,0,0,0,0,0,0,5,..,0,0,3,6,7,4,5,0,25,0,0,0,0,0,0,0,0,0,0,47,33,33,38,62,55,41,21,5,339,..,0,19,56,74,78,52,16,3,302,..,11,15,8,7,16,6,0,0,68,..,0,4,0,11,3,4,3,0,32,102,..,..,..,..,..,..,..,..,102,..,25,..,..,..,..,..,..,..,25,..,38,14,12,8,3,0,0,0,70,..,0,0,0,0,0,0,3,0,16,..,0,3,0,0,0,0,0,0,9,..,0,3,0,4,5,0,0,0,6,..,0,0,4,6,14,14,7,0,43,5,3,3,0,0,0,0,0,0,11,109,86,59,78,112,123,78,38,11,693
UCL521035,..,0,0,0,0,8,0,0,0,11,..,0,0,7,3,13,12,10,5,46,0,0,0,0,6,0,3,0,0,7,22,13,10,23,32,50,39,29,6,237,..,0,7,21,24,36,45,33,4,170,..,0,6,11,12,12,10,4,0,55,..,0,3,8,4,8,0,0,0,22,60,..,..,..,..,..,..,..,..,60,..,22,..,..,..,..,..,..,..,22,..,8,6,0,0,0,0,0,0,20,..,0,0,0,0,3,4,0,0,4,..,5,0,0,0,0,0,0,0,4,..,0,0,4,0,10,5,0,0,18,..,0,3,6,15,19,18,12,4,80,0,0,0,0,3,0,0,0,0,15,59,33,27,46,60,90,86,56,14,466
UCL521036,..,0,0,0,0,0,0,0,0,0,..,0,4,4,8,12,11,11,0,47,0,0,3,0,0,0,3,0,0,9,20,24,30,16,31,35,30,15,0,204,..,0,10,8,10,30,22,19,0,108,..,9,19,11,9,11,0,0,0,54,..,0,8,4,5,3,11,0,0,28,49,..,..,..,..,..,..,..,..,49,..,4,..,..,..,..,..,..,..,4,..,13,13,4,4,0,0,0,0,31,..,8,0,0,0,4,6,0,0,18,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,3,9,9,20,30,25,15,0,123,0,5,0,3,3,0,4,0,0,18,53,37,58,32,63,74,67,40,5,435
UCL521037,..,3,0,0,4,0,3,0,0,11,..,0,0,7,15,11,15,12,6,54,0,0,4,0,0,0,0,0,0,18,96,40,45,76,67,53,58,35,4,468,..,0,23,60,40,59,57,38,0,279,..,10,15,26,22,10,11,0,0,82,..,0,18,28,16,14,3,4,0,78,189,..,..,..,..,..,..,..,..,189,..,33,..,..,..,..,..,..,..,33,..,35,16,8,3,5,0,0,0,67,..,7,0,5,0,6,6,0,0,20,..,5,0,0,0,0,0,0,0,9,..,6,0,0,7,4,3,0,0,22,..,4,10,10,23,25,20,22,9,126,10,4,4,0,7,3,3,0,0,25,193,98,83,138,127,116,105,68,11,931
UCL521038,..,5,0,0,0,0,0,0,0,11,..,6,0,0,3,6,17,21,12,53,0,0,0,5,3,3,10,0,0,17,52,18,26,27,43,48,72,30,18,329,..,0,4,18,28,68,64,28,11,227,..,3,14,20,15,14,13,0,0,79,..,0,0,10,8,0,0,3,0,27,104,..,..,..,..,..,..,..,..,104,..,10,..,..,..,..,..,..,..,10,..,12,5,3,7,3,0,0,0,38,..,8,0,0,3,0,5,0,0,11,..,0,0,0,0,0,0,0,0,0,..,5,0,0,0,6,4,0,0,18,..,6,0,0,18,21,35,27,16,114,4,4,3,4,3,0,9,0,0,31,102,39,41,54,81,111,137,70,25,651
UCL521039,..,0,4,0,0,3,0,0,0,7,..,6,3,0,0,12,10,9,5,40,0,0,0,0,3,4,3,0,0,15,66,25,27,52,49,72,47,21,12,377,..,0,23,58,55,77,67,35,6,316,..,0,6,14,18,22,8,3,0,69,..,0,6,6,10,4,3,0,0,25,146,..,..,..,..,..,..,..,..,146,..,34,..,..,..,..,..,..,..,34,..,15,4,3,0,0,0,0,0,29,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,4,0,0,6,0,0,4,13,..,6,3,0,8,21,15,12,9,71,3,0,0,3,4,7,3,0,0,32,150,59,46,94,92,134,96,59,17,745
UCL521040,..,0,3,0,0,0,0,0,0,7,..,0,0,0,6,5,0,0,0,19,4,0,0,0,0,0,0,0,0,4,83,8,61,47,40,33,23,6,4,309,..,3,43,64,43,34,21,0,0,207,..,0,48,29,11,27,8,0,0,124,..,0,6,3,5,0,3,0,0,19,156,..,..,..,..,..,..,..,..,156,..,0,..,..,..,..,..,..,..,0,..,8,0,0,4,4,0,0,0,13,..,4,3,0,0,0,3,0,0,17,..,0,0,0,0,0,0,0,0,5,..,3,0,0,3,0,5,0,0,12,..,4,8,8,8,15,4,9,0,62,6,0,0,5,9,0,0,0,0,15,159,25,110,115,80,79,43,9,4,627
UCL521041,..,0,0,0,0,0,0,0,0,0,..,3,0,0,4,3,0,0,0,8,3,0,9,0,0,0,0,0,0,17,33,9,28,12,4,4,0,0,0,86,..,0,16,16,0,0,0,0,0,45,..,4,9,0,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,3,50,..,..,..,..,..,..,..,..,50,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,6,0,4,4,3,0,0,0,11,12,0,11,0,8,6,0,0,0,33,58,11,43,25,9,13,0,0,0,164
UCL521042,..,4,8,0,0,4,0,0,0,15,..,0,0,4,6,10,7,7,7,47,3,6,0,0,0,0,0,0,0,11,48,28,24,33,42,32,29,17,12,261,..,0,16,27,46,25,40,13,4,171,..,8,10,10,8,7,6,3,0,49,..,0,0,5,10,5,5,0,0,29,78,..,..,..,..,..,..,..,..,78,..,19,..,..,..,..,..,..,..,19,..,22,4,0,4,0,0,0,0,33,..,0,0,0,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,6,..,4,12,0,3,6,3,0,0,25,..,0,6,14,10,15,15,14,15,88,3,3,0,0,4,0,3,5,0,21,82,56,51,52,83,67,64,39,25,525
UCL521043,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,4,7,0,0,22,0,5,0,0,0,9,0,0,0,14,52,16,17,20,46,44,27,9,7,245,..,0,20,30,44,56,35,12,4,196,..,8,10,11,15,9,9,0,0,57,..,0,0,0,11,6,0,0,0,17,91,..,..,..,..,..,..,..,..,91,..,17,..,..,..,..,..,..,..,17,..,4,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,11,..,0,0,3,3,13,10,10,0,41,3,4,0,0,0,8,4,0,0,23,89,37,32,44,76,91,60,22,4,455
UCL521044,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,12,17,17,6,65,0,3,0,0,0,4,0,3,0,6,51,18,30,28,26,58,53,40,9,309,..,0,9,27,23,52,66,31,12,224,..,8,21,4,8,13,5,0,0,54,..,0,5,10,7,8,6,3,0,36,106,..,..,..,..,..,..,..,..,106,..,6,..,..,..,..,..,..,..,6,..,17,8,6,4,4,0,0,0,42,..,6,0,0,3,0,3,3,5,20,..,0,0,0,0,0,0,0,0,0,..,0,0,5,0,0,0,0,0,4,..,8,0,3,10,36,30,28,12,130,0,6,0,0,8,4,4,3,0,22,109,52,57,55,56,117,110,73,19,650
UCL521045,..,0,0,0,0,0,0,0,0,3,..,0,5,0,6,10,5,13,3,43,4,0,0,0,0,0,0,0,0,17,32,11,16,16,18,42,48,26,11,223,..,0,11,11,17,35,50,25,8,151,..,3,16,6,3,12,9,0,0,48,..,0,0,9,3,0,5,0,0,16,56,..,..,..,..,..,..,..,..,56,..,4,..,..,..,..,..,..,..,4,..,4,0,3,0,0,0,0,0,16,..,6,0,0,0,3,5,0,0,17,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,3,5,3,4,14,20,15,9,79,4,4,0,0,0,0,8,3,0,22,60,25,33,33,31,72,95,49,19,414
UCL521046,..,0,0,0,0,0,0,0,0,4,..,0,3,4,3,0,5,3,0,22,4,0,0,0,0,0,0,0,0,9,62,54,50,41,50,28,25,10,0,316,..,0,11,17,12,8,9,6,0,70,..,25,26,24,36,17,6,0,0,133,..,0,12,15,16,12,4,6,0,58,125,..,..,..,..,..,..,..,..,125,..,19,..,..,..,..,..,..,..,19,..,33,21,3,0,0,0,0,0,64,..,22,14,6,9,8,6,0,0,77,..,0,0,3,0,0,0,0,0,4,..,0,0,0,3,5,0,0,0,14,..,0,3,4,8,12,6,6,0,41,0,4,3,0,0,0,0,0,0,16,130,105,94,74,92,65,40,18,0,616
UCL521047,..,0,0,0,0,0,0,0,0,4,..,6,3,4,6,4,6,5,0,39,0,0,0,0,0,0,0,0,0,0,30,11,26,28,42,24,31,13,3,208,..,0,15,19,31,23,42,10,4,146,..,7,18,11,10,12,5,0,0,48,..,0,0,0,8,6,0,0,0,21,68,..,..,..,..,..,..,..,..,68,..,3,..,..,..,..,..,..,..,3,..,11,3,3,0,0,0,0,0,20,..,0,0,0,4,0,0,0,0,0,..,0,3,0,0,0,0,0,0,11,..,0,3,0,3,3,0,0,0,17,..,9,11,6,15,22,19,11,5,108,0,0,0,0,0,6,0,0,0,5,71,24,50,47,77,72,68,30,10,443
