UCL_CODE_2021,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
UCL521036,0,0,7,7,0,5,9,12,4,11,13,26,4,5,5,13,7,0,18,28,13,8,20,44,13,0,22,34,14,0,6,20,0,0,0,5,50,25,114,192,0,0,4,4,0,3,11,14,9,11,14,31,7,3,3,18,10,9,14,26,12,3,20,35,8,0,14,28,7,0,10,17,0,0,0,0,52,26,93,174,0,0,13,13,0,9,17,28,10,19,28,60,8,11,13,26,10,9,38,56,30,11,42,79,22,0,39,62,19,0,22,37,0,0,0,5,108,54,207,364
UCL521037,0,0,36,36,0,3,19,20,8,8,22,40,27,14,26,65,22,9,26,52,27,11,29,65,25,4,17,46,22,3,8,29,0,0,4,6,135,38,177,352,0,0,22,22,0,0,10,12,14,5,26,41,33,14,29,72,18,13,34,63,32,3,17,52,31,8,21,55,17,0,13,34,0,0,5,4,143,44,180,366,0,0,62,62,0,10,24,30,23,15,41,82,60,26,53,140,40,22,58,115,59,10,45,118,57,11,33,103,38,0,23,65,0,0,6,11,279,82,358,716
UCL521038,0,0,11,11,0,0,6,10,3,9,6,9,12,7,5,25,14,5,17,30,34,3,19,60,28,10,28,65,18,0,12,32,7,0,3,11,105,35,108,254,0,0,8,13,0,0,5,5,0,12,5,23,9,5,7,24,19,5,13,40,32,8,9,49,33,7,22,63,8,0,22,30,3,0,11,18,117,43,106,261,0,0,21,20,0,0,13,13,4,14,12,39,18,20,12,46,28,15,28,75,68,14,32,107,64,13,49,128,28,0,37,61,11,0,16,25,227,79,211,515
UCL521039,0,0,28,28,0,0,5,6,5,0,5,18,25,7,5,35,21,4,7,37,35,15,12,60,36,6,14,49,24,0,7,33,3,0,0,6,154,31,88,272,0,0,23,23,0,0,0,0,13,4,11,27,35,8,8,50,35,11,10,52,38,4,25,65,34,0,12,43,16,0,9,20,4,0,3,12,161,34,99,297,0,0,46,46,0,0,8,10,23,6,19,46,58,14,15,90,55,18,16,89,77,22,34,129,67,8,20,95,35,3,12,52,6,0,7,17,316,69,185,573
UCL521040,0,0,3,3,0,0,11,11,14,24,6,44,33,17,13,63,19,7,14,32,18,11,11,42,11,4,5,23,0,0,4,10,0,0,3,3,103,58,64,225,0,0,5,5,0,0,4,5,26,24,10,61,32,8,4,47,17,7,11,43,17,13,9,33,9,3,8,23,0,0,3,6,0,0,0,0,108,60,60,225,0,0,8,8,3,0,15,18,43,48,20,106,64,29,18,111,43,11,19,79,34,27,19,79,21,8,12,40,0,0,10,9,0,0,4,4,207,124,123,453
UCL521041,0,0,4,4,0,0,0,6,5,3,0,13,12,0,0,6,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,22,6,6,29,0,0,0,0,0,3,3,5,11,6,5,22,12,0,0,12,0,0,4,3,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,22,10,14,50,0,0,3,3,0,4,4,8,16,9,4,33,16,0,4,20,0,0,4,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,45,18,22,76
UCL521042,0,0,15,15,0,4,9,15,10,7,11,25,11,5,8,22,20,4,20,38,9,3,15,32,20,3,7,35,7,0,12,14,6,0,5,15,85,23,102,212,0,0,13,13,0,4,6,6,12,3,10,24,16,6,16,33,21,3,17,42,11,5,18,31,15,0,12,26,6,0,11,17,3,0,9,12,82,25,105,213,0,0,28,28,0,8,13,18,16,10,24,44,27,10,18,52,46,8,29,82,25,7,29,68,40,6,22,63,13,3,21,36,4,0,18,21,171,49,202,422
UCL521043,0,0,9,9,0,0,3,9,9,3,6,16,12,5,4,18,18,8,4,37,26,7,7,45,19,4,6,30,6,0,4,11,0,0,0,0,98,33,37,168,0,0,11,9,0,4,5,4,11,7,3,17,15,0,6,20,24,8,9,41,22,7,11,40,15,3,7,25,5,0,0,9,0,0,0,0,101,25,50,180,0,5,23,23,0,3,10,11,20,10,6,34,30,11,5,44,44,15,14,74,56,9,15,83,35,9,11,53,12,0,10,22,4,0,0,6,196,57,95,348
UCL521044,0,0,12,12,0,0,12,15,3,10,7,25,12,3,13,30,14,3,13,27,23,6,31,56,33,5,21,55,18,0,17,35,7,0,4,12,112,25,125,263,0,0,7,9,0,6,3,11,3,11,14,30,13,3,8,28,10,0,14,26,31,9,19,58,29,0,23,55,17,0,22,38,3,0,4,9,117,27,110,258,0,0,21,22,0,10,22,28,9,21,19,54,27,4,23,55,23,8,25,57,52,13,48,110,66,5,35,107,31,0,37,74,12,0,14,19,224,54,243,521
UCL521045,0,0,6,9,0,0,6,6,0,3,0,8,0,0,5,13,6,0,8,13,11,5,12,32,27,6,16,51,19,0,8,19,0,0,3,11,75,20,61,157,0,6,9,6,0,0,3,6,10,9,7,22,4,0,8,16,9,6,3,20,23,4,15,38,25,5,15,41,12,0,11,24,4,0,7,11,82,25,76,176,0,4,13,18,0,0,3,6,11,16,8,30,11,6,16,26,17,3,10,28,35,12,26,65,50,9,28,90,25,0,16,50,8,0,8,18,151,48,137,337
UCL521046,0,0,26,30,0,8,14,25,8,11,27,40,8,9,9,31,4,17,25,44,5,9,20,38,7,3,3,14,3,0,4,11,0,0,0,0,37,63,129,229,0,3,19,22,0,6,22,24,7,10,29,46,11,12,21,42,5,20,16,46,9,7,16,23,0,5,17,23,0,0,7,10,0,0,0,0,35,70,145,244,0,3,46,51,0,16,28,48,11,26,54,89,17,24,34,71,12,36,40,88,8,17,32,63,9,6,22,39,6,0,11,18,0,0,0,0,70,133,277,475
UCL521047,0,0,4,4,0,0,10,12,6,9,12,21,11,7,5,22,8,3,11,35,14,4,24,47,20,3,11,39,10,0,10,16,0,0,0,0,73,24,95,192,0,0,6,6,0,3,3,6,4,6,9,26,12,6,10,28,22,7,15,42,12,8,5,23,20,0,6,29,0,0,11,13,0,0,0,3,76,28,74,170,0,0,10,10,0,7,10,18,15,18,21,50,19,11,15,47,31,10,32,73,23,12,36,69,42,5,24,69,10,0,17,30,4,0,5,10,146,48,169,368
UCL521048,0,0,19,19,0,0,12,21,3,4,21,27,11,4,10,25,16,0,15,34,33,3,23,58,45,0,35,83,31,0,16,50,9,0,10,12,146,23,159,329,0,0,10,10,0,5,12,14,3,13,14,33,8,5,28,41,19,8,23,43,40,3,29,74,52,0,33,84,20,0,19,35,6,0,14,20,151,26,178,354,0,0,32,32,0,6,25,32,6,17,32,58,22,15,37,75,37,5,32,74,73,6,48,132,97,0,71,162,52,0,31,82,9,0,20,38,299,51,334,677
UCL521049,0,0,18,21,10,0,9,21,17,0,16,33,18,0,15,35,12,0,13,28,6,0,9,17,0,0,5,3,0,0,0,0,0,0,0,0,70,12,80,158,4,0,13,19,15,6,13,30,14,0,24,44,19,0,19,39,15,0,13,32,9,0,21,20,0,0,8,3,0,0,6,6,0,0,0,0,68,10,115,193,7,4,29,41,22,7,24,49,34,0,46,80,36,0,39,72,31,0,26,59,14,0,21,39,5,0,6,12,0,0,3,3,0,0,0,0,146,14,195,355
UCL521050,0,0,11,12,0,0,9,15,7,14,16,36,13,0,17,36,11,11,15,37,18,0,18,44,20,0,21,47,8,0,6,13,4,0,3,3,96,31,126,251,0,4,4,7,0,8,10,22,12,5,20,38,22,7,11,43,17,7,7,33,24,3,17,41,19,0,17,39,5,0,9,16,0,0,4,0,100,33,108,240,3,8,18,26,0,8,18,32,19,22,35,73,41,9,32,79,28,9,24,70,44,5,37,84,40,4,38,81,16,0,20,31,0,0,3,10,193,64,233,494
UCL521051,0,0,21,21,0,9,21,37,9,8,17,34,16,6,7,36,18,7,17,45,28,16,26,63,29,4,6,33,8,0,12,17,0,0,0,0,111,53,128,289,0,0,27,27,0,13,11,18,15,11,15,35,20,6,20,45,31,9,28,64,35,16,25,75,15,0,20,36,9,0,12,21,0,0,9,9,115,52,165,337,0,0,49,49,0,23,36,54,23,16,34,73,36,11,30,73,51,17,47,113,61,30,48,137,39,5,31,70,17,0,24,44,0,0,9,13,230,106,293,627
UCL521052,0,0,15,15,0,4,15,15,3,16,10,31,9,10,18,39,5,16,26,46,4,9,16,36,4,0,11,19,0,0,8,9,0,0,0,0,34,55,123,209,0,0,26,27,0,6,10,14,7,19,17,45,9,19,23,46,10,16,11,34,3,6,22,33,9,0,8,13,3,0,10,8,0,0,0,0,40,58,121,217,0,0,40,39,0,6,21,30,12,33,36,73,16,25,43,82,16,29,41,82,16,12,42,68,12,0,15,30,7,0,16,16,0,0,0,0,71,107,245,424
UCL522001,0,0,24,25,3,0,20,29,5,15,22,38,11,11,13,34,5,7,9,30,0,7,6,6,3,0,0,4,0,0,0,0,0,0,0,0,27,48,99,168,0,0,17,15,0,3,21,27,4,17,19,43,12,17,11,34,7,7,12,24,0,0,9,11,0,5,9,13,0,0,4,4,0,0,0,0,27,44,90,165,4,0,34,40,0,13,38,54,6,27,40,75,24,24,18,67,11,15,19,50,0,7,16,20,4,5,14,17,0,0,4,4,0,0,3,3,53,89,187,332
UCL522002,0,0,4,4,0,0,4,10,5,4,0,8,9,3,0,13,5,0,3,15,8,0,3,13,5,8,10,30,9,0,0,13,3,0,0,3,40,24,34,96,0,0,7,7,0,4,0,4,0,6,4,13,3,4,0,9,3,6,7,21,9,3,10,23,8,0,16,30,7,0,14,20,0,0,3,3,42,20,61,117,0,0,9,9,0,5,4,7,5,11,4,18,12,7,6,21,17,6,11,29,17,7,15,39,15,10,29,57,9,4,10,31,3,0,3,9,82,41,95,214
UCL522003,0,0,8,8,0,5,15,18,4,13,12,30,0,13,3,16,6,10,4,18,6,0,7,11,0,0,7,5,0,0,0,0,0,0,0,0,13,33,57,104,0,3,8,11,0,0,12,11,0,14,8,20,0,11,11,26,7,6,8,17,3,3,0,4,0,0,0,3,0,0,0,3,0,0,3,3,9,36,55,101,0,3,13,18,0,8,24,33,3,22,26,51,5,18,17,38,4,15,11,34,3,0,9,14,0,0,4,10,0,0,4,6,0,0,3,0,24,68,113,208
UCL522004,0,0,27,27,4,3,14,20,3,3,9,16,12,7,3,17,8,0,9,14,4,3,3,6,0,0,5,0,0,0,0,0,0,0,0,0,23,16,61,99,0,0,19,20,0,3,8,16,7,3,14,28,9,0,9,21,5,0,7,16,3,4,9,9,0,0,7,7,0,0,3,3,0,0,0,0,26,15,70,112,3,0,46,45,12,5,22,33,15,5,23,41,16,9,9,37,10,3,15,27,7,3,10,23,0,0,6,9,0,0,3,3,0,0,0,0,53,26,130,216
UCL522005,0,0,13,13,0,0,0,0,3,8,15,27,12,3,10,23,3,0,9,14,0,0,8,8,0,0,3,3,0,0,4,4,0,0,0,0,21,14,56,92,0,0,17,17,0,0,10,9,5,6,7,24,12,6,18,32,0,5,6,11,9,0,9,15,0,0,3,4,0,0,5,5,0,0,0,0,27,18,67,109,0,0,29,29,0,0,11,9,14,14,19,48,17,8,25,53,8,3,12,22,6,0,13,17,6,0,9,9,0,0,3,8,0,0,0,0,47,36,120,200
UCL522006,0,0,18,18,0,0,14,15,6,0,8,14,13,3,5,20,26,6,6,33,25,0,5,30,22,0,4,23,3,0,0,7,8,0,0,8,105,9,51,165,0,0,7,7,0,0,14,16,7,4,8,15,17,3,3,26,29,4,4,28,29,0,4,39,17,4,4,24,7,0,6,13,0,0,0,3,109,13,51,172,0,0,28,28,0,0,32,31,12,7,9,30,32,8,4,46,56,6,3,64,53,0,10,67,40,4,9,48,15,0,9,21,6,0,0,11,212,25,108,340
UCL522007,0,0,5,5,0,0,0,5,0,6,0,4,0,0,0,8,3,0,3,8,8,3,9,15,8,0,7,20,8,0,3,6,0,0,0,3,30,11,32,75,0,0,4,4,0,0,3,3,4,4,7,11,4,0,4,9,0,0,5,3,9,6,6,19,10,0,13,22,0,0,0,3,0,0,0,0,29,13,37,73,0,0,5,5,0,7,3,8,7,7,7,16,6,3,4,14,0,0,11,15,16,3,7,30,18,6,21,44,5,0,9,15,0,0,0,9,52,24,66,146
UCL522008,0,0,0,0,0,0,3,3,3,3,3,7,0,0,4,6,0,3,6,11,11,6,3,22,6,6,9,20,10,0,0,10,0,0,0,0,31,11,29,74,0,0,4,4,0,0,0,3,0,5,9,9,7,0,3,11,3,7,5,12,9,5,4,17,10,3,3,14,0,0,5,3,0,0,0,0,33,15,28,76,0,0,5,5,0,0,8,9,0,4,14,21,10,0,6,14,5,6,5,21,16,5,9,35,17,5,12,32,12,0,5,11,0,0,0,0,63,24,59,146
UCL522009,0,0,10,10,0,0,10,13,0,3,8,15,7,7,5,17,14,6,14,36,8,4,7,24,11,0,3,8,0,0,0,6,0,0,0,0,50,19,64,131,0,0,16,16,0,0,7,14,4,8,8,17,12,8,4,27,23,4,7,28,10,4,6,21,8,0,5,12,4,0,6,6,0,0,0,0,56,22,60,133,0,0,29,29,0,3,24,27,7,10,11,30,19,15,11,44,36,8,24,70,20,0,16,40,14,0,9,19,5,0,3,10,0,0,0,0,105,39,127,269
UCL522010,0,0,16,16,0,0,16,16,5,0,12,17,13,3,5,16,18,4,0,19,14,0,6,22,14,0,0,16,5,0,0,3,0,0,3,3,62,10,52,128,0,0,10,10,0,0,3,3,9,0,3,16,15,0,6,27,14,0,3,22,17,0,3,23,12,0,6,14,0,0,7,3,0,0,0,0,68,4,46,118,0,0,29,29,0,0,16,16,15,0,13,31,30,3,6,41,31,3,5,38,34,0,6,41,22,4,8,33,5,0,4,9,0,0,0,0,133,10,98,243
UCL522011,0,0,4,4,0,6,7,4,6,6,4,13,9,4,7,24,6,0,4,13,11,0,4,21,11,0,14,23,9,0,7,12,0,0,0,5,50,14,48,109,0,0,0,0,0,8,0,12,3,7,8,16,6,0,0,9,4,0,0,13,10,0,9,22,13,0,0,17,0,0,3,7,0,0,0,0,47,17,27,91,0,0,8,8,0,9,7,11,12,16,8,35,20,5,9,30,10,3,11,22,26,0,18,40,25,3,16,37,6,0,9,20,3,0,0,9,94,37,75,207
UCL522012,0,0,0,0,0,0,5,5,5,11,0,20,6,4,6,17,10,0,3,16,13,3,19,35,23,0,9,43,11,0,12,20,7,0,0,8,76,23,58,162,0,0,3,3,0,0,0,4,6,4,9,20,11,4,6,14,15,6,3,19,20,5,13,35,15,5,11,33,15,0,11,27,4,0,7,8,79,22,48,153,0,0,7,7,0,0,3,7,16,22,12,41,21,7,11,35,19,3,11,31,33,5,35,70,41,8,18,68,25,0,18,40,10,0,8,14,160,42,111,316
UCL522013,0,0,17,17,0,0,12,12,4,6,3,16,11,6,7,28,12,3,10,29,25,3,14,36,14,0,7,26,3,0,0,6,3,0,3,5,73,21,71,167,0,0,19,19,0,0,6,8,8,6,5,19,14,3,5,20,23,8,7,41,23,5,13,41,14,0,5,17,4,0,8,10,0,0,5,5,76,22,72,171,0,0,34,34,0,0,19,17,10,10,11,32,25,12,7,43,33,11,23,72,43,9,20,74,28,0,15,43,5,0,9,16,3,0,8,8,149,49,140,342
UCL522014,0,0,3,3,0,0,3,6,5,0,3,12,9,3,0,13,5,0,0,14,8,0,0,18,8,0,0,11,4,0,0,6,0,0,0,0,40,8,19,67,0,0,4,4,0,4,4,6,6,3,0,9,3,0,0,10,8,0,3,10,12,4,4,15,9,0,0,9,0,0,3,5,0,0,0,0,39,16,22,79,0,0,12,12,0,4,6,10,6,9,9,22,9,4,5,25,19,0,9,28,18,3,8,32,17,0,0,15,3,0,4,9,0,0,0,0,80,29,44,148
UCL522015,0,0,4,0,0,0,0,0,0,3,11,11,8,0,9,14,6,0,6,6,3,0,0,6,0,0,3,6,0,0,0,0,0,0,0,0,12,10,31,54,0,0,0,0,0,3,4,5,0,7,7,10,3,0,0,10,0,0,0,3,4,0,7,15,0,0,6,6,0,0,0,0,0,0,0,0,14,12,29,57,0,0,0,3,0,3,4,10,5,11,16,25,10,0,13,20,4,0,3,12,11,3,8,20,3,3,9,14,0,0,3,3,0,0,0,0,30,27,56,109
UCL522016,0,0,5,5,0,0,0,0,0,4,6,10,7,0,0,8,3,0,10,14,12,0,3,20,14,0,3,16,10,0,3,14,0,0,0,0,41,11,35,85,0,0,8,8,0,0,4,4,0,0,5,8,9,0,3,19,3,0,4,14,13,0,5,17,7,0,4,15,6,0,3,13,0,0,4,4,42,14,36,92,0,0,9,9,0,0,4,10,4,3,13,22,17,0,8,23,6,3,9,25,22,6,10,38,22,0,4,28,17,0,12,24,0,0,4,4,84,24,75,186
UCL522017,0,0,3,3,0,3,0,5,8,3,3,14,9,3,3,19,7,6,5,18,25,3,4,30,26,0,13,37,8,0,3,14,3,0,0,3,73,21,44,133,0,0,6,6,0,7,0,11,6,3,9,16,7,0,4,12,13,5,7,27,23,0,10,32,25,0,4,26,6,0,3,6,0,0,0,0,76,15,39,139,0,0,4,4,0,9,3,15,17,3,14,33,13,4,9,29,22,12,10,44,46,3,14,67,44,0,17,63,8,3,12,16,3,0,0,5,156,39,83,271
UCL522018,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,3,4,0,0,3,11,5,0,15,23,4,0,5,6,0,0,0,0,17,0,36,51,0,0,0,0,0,0,3,5,0,0,0,4,0,0,4,3,0,0,3,6,4,0,3,7,10,0,10,13,3,0,4,5,0,0,0,0,11,4,27,44,0,0,0,0,0,0,4,4,0,3,4,11,0,0,7,10,0,0,10,7,5,0,8,17,13,0,23,35,3,0,0,8,0,0,0,0,31,7,61,94
UCL522019,0,0,3,3,0,0,0,0,0,0,5,6,3,0,3,9,0,0,0,5,4,0,10,18,9,0,3,14,0,0,3,4,0,0,0,6,28,8,24,62,0,0,4,4,0,0,4,4,0,0,0,4,5,5,0,8,6,0,4,6,7,0,3,14,3,0,4,7,3,0,0,4,5,0,3,3,25,4,25,54,0,0,3,3,0,0,3,3,0,3,3,7,8,7,0,16,3,0,7,11,16,0,19,31,14,0,4,21,3,0,3,9,5,0,3,11,57,9,50,118
UCL522020,0,0,9,9,0,0,4,7,0,3,8,21,9,3,6,14,6,3,0,8,3,0,11,20,0,3,6,9,0,0,0,0,0,0,0,0,24,14,44,80,0,0,10,10,0,3,6,11,6,3,9,19,3,0,7,12,3,4,3,7,9,0,8,14,0,0,6,5,0,0,0,0,0,0,0,0,23,13,44,83,0,0,17,17,3,5,12,19,10,6,20,36,11,6,10,23,9,3,0,16,16,6,14,32,0,3,7,10,0,0,0,0,0,0,0,0,46,25,85,161
UCL522021,0,0,8,8,0,5,7,12,3,6,0,8,8,0,0,20,10,0,5,18,5,0,8,13,20,0,10,35,12,0,0,14,0,0,0,0,56,11,50,124,0,0,8,8,0,5,7,7,0,3,6,8,15,6,10,32,10,0,10,14,6,0,7,13,22,0,8,34,4,0,4,12,0,0,3,3,59,9,59,131,0,0,9,9,0,4,8,18,5,5,10,21,26,5,13,46,19,0,16,30,14,0,17,30,41,0,23,66,15,0,10,28,0,0,3,3,116,26,110,254
UCL522022,0,0,0,0,0,0,0,0,3,6,0,10,5,0,3,14,4,4,4,14,6,0,13,20,9,0,5,13,6,0,7,12,0,0,0,0,32,12,34,79,0,0,0,0,0,4,3,3,8,3,4,13,3,6,0,9,3,0,9,13,10,0,8,16,6,0,9,20,9,0,0,11,0,0,0,0,34,15,31,83,0,0,0,0,0,8,3,5,11,8,3,20,10,4,4,19,10,6,11,31,14,0,21,35,17,7,10,24,15,0,8,23,0,0,0,0,71,26,69,166
UCL522023,0,0,3,3,0,0,4,5,3,5,4,10,10,0,0,10,5,9,7,17,10,8,12,24,17,0,4,22,8,0,6,11,4,0,0,9,54,21,42,109,0,0,5,5,0,0,5,4,12,6,3,13,3,0,8,13,11,8,3,18,11,3,11,24,11,4,9,21,4,0,5,8,0,0,4,5,54,22,43,113,0,0,15,15,0,5,3,9,15,5,5,31,16,3,6,26,16,8,9,33,17,7,19,46,23,4,14,40,8,0,12,18,5,0,3,9,102,37,85,229
UCL522024,0,0,4,4,0,0,0,3,0,0,0,0,4,0,0,4,10,0,0,11,16,0,8,21,21,0,6,29,14,6,3,17,0,0,0,0,62,11,23,97,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,6,11,0,0,6,17,7,9,31,24,0,4,30,10,0,3,15,0,0,0,0,64,16,33,102,0,0,6,6,0,6,0,3,0,3,7,8,7,3,3,13,10,5,3,17,31,3,17,52,53,0,11,63,21,0,10,37,0,0,5,3,123,21,50,202
UCL522025,0,0,10,6,0,0,11,8,6,4,8,16,4,0,10,16,12,0,5,17,10,5,17,37,21,4,19,39,10,0,6,16,4,0,9,6,69,15,85,167,0,0,6,7,0,0,5,7,9,0,4,11,14,0,8,27,11,3,4,17,15,3,16,34,21,0,12,32,3,0,4,11,0,0,5,6,66,16,71,156,0,0,8,14,0,8,11,18,13,5,14,33,19,4,21,41,21,3,9,33,30,8,32,69,42,4,30,77,17,0,18,34,0,0,11,12,140,33,148,322
UCL522026,0,0,0,0,0,0,0,0,3,5,4,5,0,0,0,3,4,0,3,6,17,4,8,25,23,0,12,45,23,0,5,29,0,0,0,5,73,7,39,122,0,0,3,3,0,0,0,0,0,0,0,7,0,0,3,7,12,0,5,13,11,4,3,19,26,0,10,31,20,0,5,19,0,0,3,3,70,8,33,113,0,0,3,3,0,0,0,0,3,3,3,12,4,3,9,6,13,0,11,19,28,0,12,48,53,4,24,79,40,0,15,57,5,0,7,4,145,16,70,234
UCL522027,0,0,3,3,0,0,3,8,0,5,4,12,9,8,3,12,8,3,9,21,10,4,20,29,11,0,7,23,8,3,6,12,0,0,4,5,52,22,59,134,0,0,8,8,0,4,8,13,7,0,6,7,8,3,4,18,4,8,0,13,12,3,11,29,16,0,12,25,4,0,4,12,0,0,0,0,55,20,55,130,0,0,13,13,0,6,3,15,8,5,8,22,18,9,9,32,13,9,13,35,26,5,27,63,23,4,24,46,21,3,8,31,0,0,9,9,109,42,115,262
UCL522028,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,4,0,0,0,3,4,3,3,10,11,0,3,14,4,0,0,3,0,0,0,0,27,3,22,46,0,0,0,0,0,0,3,3,5,0,3,7,0,0,5,3,0,0,0,4,10,0,3,9,12,0,8,10,3,0,5,10,0,0,0,0,25,3,25,55,0,0,0,0,0,0,7,6,6,0,8,15,5,0,5,6,6,0,4,6,6,4,5,22,20,0,9,26,6,0,3,14,0,0,0,0,47,10,40,100
UCL522029,0,0,12,12,0,0,6,6,11,7,7,23,16,0,8,24,4,0,4,18,11,0,7,12,17,0,5,23,9,0,3,11,0,0,0,0,64,15,53,130,0,0,8,8,0,0,0,5,9,4,4,22,14,5,5,28,14,4,13,25,10,0,5,20,14,0,3,20,0,0,0,10,0,0,3,3,71,16,51,137,0,0,22,22,0,0,8,11,20,9,11,45,31,5,12,50,17,4,16,44,19,0,9,32,30,0,15,41,12,3,10,15,0,0,8,3,134,33,108,269
UCL522030,0,0,0,0,0,0,4,8,4,5,4,11,9,0,7,13,4,0,9,12,9,4,9,25,6,0,5,6,3,0,0,7,0,0,0,0,36,10,31,83,0,0,0,0,0,6,4,4,6,3,7,21,12,0,0,13,8,6,0,12,6,0,8,12,10,0,0,10,0,0,3,3,0,0,0,0,41,11,24,75,0,0,0,0,0,9,4,8,14,15,11,31,20,0,5,27,17,6,7,21,14,4,14,35,10,0,4,15,6,0,6,8,0,0,0,0,78,25,55,157
UCL522031,0,0,12,14,0,0,8,8,4,5,6,17,0,10,7,15,5,6,6,12,4,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,15,17,41,75,3,0,15,17,0,0,3,3,3,15,15,30,0,5,11,18,3,0,8,10,3,0,10,11,0,0,9,4,0,0,0,0,0,0,0,0,15,17,58,97,0,3,22,28,0,0,10,10,7,19,20,47,3,13,19,31,8,3,5,25,3,0,15,17,0,0,7,7,0,0,0,0,0,0,0,0,28,37,103,167
UCL522032,0,3,15,19,0,7,8,20,0,9,10,22,0,16,11,24,4,4,5,15,4,4,8,10,0,0,3,8,0,0,0,0,0,0,0,0,6,41,60,114,0,3,12,15,0,8,10,24,3,9,12,21,0,13,8,24,4,3,15,25,4,3,15,15,0,0,7,7,0,0,0,0,0,0,0,0,11,47,72,127,0,5,31,34,0,18,17,40,0,17,23,44,0,31,22,45,6,9,19,39,3,9,20,29,0,0,8,9,0,0,0,0,0,0,0,0,18,86,135,247
