UCL_CODE_2021,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
UCL515023,0,0,0,4,0,0,0,0,9,3,0,0,0,0,0,0,0,8,12,50,32,23,31,16,0,0,175,5,9,7,6,8,7,5,0,45,4,6,4,3,10,0,0,0,31,0,5,3,5,0,0,0,0,15,0,7,0,0,4,0,0,0,18,3,8,4,7,4,0,0,0,36,0,8,4,7,5,3,0,0,32,0,3,0,3,0,0,0,0,9,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,11,21,24,27,24,20,21,15,4,156,63,109,89,91,85,61,33,7,545,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,6,0,0,0,3,0,0,17,18,13,10,11,21,6,3,5,82,0,14,8,11,13,7,0,0,62,7,23
UCL515024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,13,14,15,14,7,0,107,0,8,3,0,7,5,0,0,29,0,0,4,6,9,3,0,0,17,0,0,0,3,3,0,0,0,9,0,0,0,0,0,4,0,0,10,0,3,0,0,3,0,3,0,12,0,0,4,4,4,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,14,15,15,13,13,0,113,33,57,45,47,56,43,24,7,318,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,10,5,8,9,6,0,6,0,0,35,0,12,11,0,13,4,0,0,49,5,10
UCL515025,0,0,0,0,0,6,0,0,4,6,3,3,0,0,0,0,0,9,9,7,13,13,12,10,9,0,80,4,7,11,6,4,3,5,0,34,5,4,3,5,4,4,4,3,29,0,0,3,3,0,0,0,0,11,0,0,0,8,3,6,0,0,16,3,0,0,0,10,4,0,0,19,6,0,8,4,0,3,0,0,22,0,0,0,0,0,0,0,0,4,0,3,0,3,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,5,14,16,17,17,15,15,123,49,39,59,53,64,62,34,22,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,12,4,7,12,12,14,11,0,3,63,3,7,11,10,13,8,5,0,58,7,14
UCL515026,0,0,0,0,0,0,0,0,5,0,6,4,0,0,0,0,0,9,25,70,38,38,32,17,6,0,225,8,24,6,8,6,5,0,5,62,3,10,9,3,6,0,0,0,24,0,0,3,5,0,0,0,0,15,0,3,0,3,0,3,0,0,12,3,9,8,11,4,4,0,0,27,0,0,0,3,5,0,0,0,14,3,0,0,0,3,0,0,0,11,4,0,0,3,4,0,0,0,13,4,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,5,12,24,11,15,15,10,6,0,89,58,149,91,86,71,44,10,4,518,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,5,4,0,0,0,0,17,0,0,0,0,0,0,0,0,6,0,5,3,0,0,0,0,0,7,8,32,21,10,13,8,0,0,92,12,24,12,11,4,4,0,0,59,11,27
UCL515027,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,11,27,48,28,34,30,31,9,6,213,4,14,4,15,15,15,5,0,73,4,17,6,10,13,4,6,3,65,3,8,12,5,3,5,0,0,40,0,4,0,5,10,6,3,4,35,10,11,5,13,5,5,0,0,59,3,12,8,11,4,5,0,0,53,0,0,0,0,5,5,0,0,13,0,7,13,0,6,4,0,0,30,3,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,6,40,32,26,38,30,30,23,18,242,100,166,109,139,127,124,52,25,839,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,0,3,0,3,3,0,0,4,14,0,0,0,0,0,5,0,0,5,0,7,7,9,0,3,0,0,31,12,37,21,25,27,22,13,15,171,10,18,23,24,25,17,11,0,134,11,27
UCL515028,0,0,5,3,0,0,0,0,11,0,4,0,3,0,0,0,0,8,25,147,157,99,68,11,0,0,505,6,38,24,10,12,4,0,0,87,0,3,6,8,3,0,0,0,23,0,3,7,3,6,4,0,0,23,3,9,12,10,10,8,0,0,41,7,17,10,11,4,3,0,0,53,4,14,3,7,3,6,0,0,44,0,5,5,0,0,0,0,0,4,0,10,3,15,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,13,33,67,57,42,31,8,0,0,230,83,325,297,214,143,43,4,0,1095,0,8,6,7,0,0,0,0,19,0,0,0,0,3,0,0,0,7,9,25,13,3,0,0,0,0,53,0,0,4,0,0,0,0,0,6,0,3,6,4,0,0,0,0,9,8,36,27,18,13,4,0,0,104,6,41,33,29,12,0,0,0,120,21,76
UCL515029,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,28,52,28,19,0,0,0,134,0,11,13,6,5,0,0,0,32,0,4,3,0,0,0,0,0,4,0,0,5,0,0,0,0,0,4,0,0,4,5,0,0,0,0,8,0,3,6,6,3,0,0,0,15,0,0,0,4,4,0,0,0,13,0,0,6,0,0,0,0,0,4,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,19,31,54,33,21,0,4,0,162,24,90,138,88,51,6,4,0,402,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,0,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,0,5,0,4,11,7,7,0,0,0,22,5,10,5,4,0,0,0,0,27,0,11
UCL515030,0,0,0,0,6,0,0,0,8,0,3,0,3,6,0,0,0,11,18,46,52,47,64,54,27,9,311,8,10,3,11,13,14,4,0,60,5,9,7,3,0,0,5,0,35,6,8,0,7,3,3,0,0,26,0,4,10,9,9,5,0,0,40,0,8,8,8,8,6,6,0,47,7,3,6,8,4,4,3,0,36,0,3,0,0,0,0,0,0,6,4,3,5,6,7,0,3,0,27,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,0,0,15,21,22,26,26,26,26,30,19,193,76,109,121,134,148,116,79,30,818,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,3,0,0,10,0,4,0,0,0,12,13,17,18,10,24,27,8,7,124,10,8,18,23,20,17,3,3,109,16,26
UCL515031,0,0,0,4,4,0,0,0,5,0,5,0,0,0,0,0,0,6,12,21,32,46,58,50,28,6,255,3,7,7,15,13,30,6,0,76,0,0,5,7,6,3,4,0,27,0,0,3,4,0,0,0,0,11,0,0,0,0,4,3,0,5,16,8,0,3,3,13,5,4,0,27,0,0,0,0,3,5,3,0,15,0,0,0,3,0,5,0,0,3,3,3,5,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,9,14,17,23,24,39,37,26,9,189,37,62,87,102,146,142,72,20,663,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,8,3,0,0,4,0,0,0,0,10,0,0,3,0,0,4,0,0,8,0,5,11,0,0,0,0,0,16,9,19,3,23,16,22,12,0,104,0,4,9,14,23,24,10,0,90,13,13
UCL515032,0,0,0,0,0,5,0,0,6,0,5,4,0,0,0,0,0,6,10,35,30,39,19,16,0,0,162,7,8,4,12,6,5,0,0,45,0,0,5,0,4,4,0,0,9,0,0,0,6,8,0,0,0,15,0,0,0,5,3,0,0,0,10,3,3,8,10,8,0,0,0,33,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,5,4,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,16,15,5,18,10,3,0,0,67,38,69,65,103,54,33,7,3,379,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,6,7,15,7,0,0,46,3,7,15,18,10,5,0,0,58,0,19
UCL515033,0,0,5,3,0,0,0,0,10,0,3,0,0,0,0,0,0,5,15,89,126,54,36,7,0,0,328,0,20,29,13,8,4,0,0,75,0,4,0,0,0,0,0,0,6,0,4,3,8,4,0,0,0,21,4,3,10,3,9,0,0,0,30,0,9,12,15,4,6,0,0,52,5,5,3,0,5,0,0,0,19,0,0,4,4,0,0,0,0,8,5,0,7,5,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,16,27,27,57,32,23,4,0,0,167,60,174,265,152,94,18,3,0,753,0,5,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,19,16,13,5,0,0,0,61,7,35,30,19,3,0,4,0,101,9,37
UCL515034,3,0,5,0,0,0,0,0,10,3,6,0,6,0,0,0,0,15,13,34,36,54,52,36,17,0,239,9,15,12,19,25,14,4,0,99,0,5,4,6,9,4,0,0,27,0,0,0,8,4,0,0,0,18,0,0,0,3,0,3,0,0,12,4,8,7,6,7,12,3,0,46,4,7,7,9,4,3,0,0,37,0,3,0,0,4,6,0,0,10,0,3,7,4,6,4,3,0,27,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,14,16,17,29,21,19,17,15,0,134,48,111,113,132,140,91,45,5,694,0,3,4,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,8,6,0,0,0,0,12,0,0,5,0,0,3,0,0,4,0,0,4,5,0,0,0,0,12,4,21,20,23,17,9,3,0,100,0,9,14,10,14,16,0,0,69,9,20
UCL515035,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,15,17,15,19,14,9,0,98,0,4,0,0,3,0,0,0,15,0,3,4,0,6,5,3,0,13,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,11,0,3,3,3,6,3,0,0,11,0,0,0,0,0,6,0,0,6,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,8,7,11,12,8,3,0,71,14,42,40,28,55,40,27,3,253,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,10,6,4,10,10,0,0,34,0,3,6,4,10,9,0,0,35,0,9
UCL515036,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,12,13,30,30,43,44,27,15,4,210,0,5,5,0,4,5,7,4,33,4,3,4,0,0,3,0,0,13,0,0,5,0,5,4,4,0,17,0,5,0,0,6,0,0,0,15,0,3,9,4,11,9,0,0,30,4,0,4,4,3,4,0,0,18,0,7,0,0,0,0,0,0,8,0,0,4,3,5,10,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,15,17,12,19,15,18,15,12,117,38,73,73,86,94,78,43,17,510,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,5,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,0,0,11,4,11,16,14,12,14,5,0,69,5,7,8,13,10,4,4,0,57,8,15
UCL515037,0,0,4,0,5,0,0,0,9,0,0,4,0,0,0,0,0,3,15,85,95,47,26,9,0,0,276,0,8,10,5,0,0,0,0,31,0,0,0,0,0,0,0,0,4,0,5,9,3,0,0,0,0,13,0,0,0,3,3,0,0,0,14,0,7,13,4,0,0,0,0,25,0,0,6,4,0,0,0,0,4,0,3,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,53,48,33,27,5,5,0,187,39,163,191,109,63,22,5,0,593,0,0,5,5,0,0,0,0,9,0,3,3,0,0,0,0,0,7,4,5,5,6,0,0,0,0,16,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,6,11,17,7,3,0,0,0,43,0,9,18,12,3,0,0,0,51,10,29
UCL515038,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,4,17,16,24,38,44,27,5,180,0,5,3,4,6,16,4,0,43,0,3,5,4,7,10,5,0,30,0,0,0,0,6,9,0,0,18,0,4,0,7,0,12,5,0,33,0,0,4,6,13,14,8,0,42,0,0,4,0,6,5,8,0,30,0,0,4,3,5,8,6,0,21,3,3,0,3,7,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,10,11,11,13,24,23,23,13,7,131,33,48,56,80,114,143,82,19,568,0,0,5,4,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,7,0,0,0,3,0,0,0,0,6,3,9,4,0,4,3,0,0,20,4,10,8,11,20,28,14,8,106,0,16,12,13,27,21,15,8,104,0,5
UCL521001,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,8,17,24,11,10,4,0,81,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,10,7,14,22,33,30,21,4,0,135,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,6,3,4,0,0,10,0,4,3,5,4,6,0,0,27,0,0
UCL521002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,22,18,23,0,0,92,0,3,0,0,0,3,0,0,13,0,0,0,5,0,3,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,6,0,0,0,3,0,3,0,0,7,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,12,5,6,10,0,0,40,7,25,30,40,34,50,7,0,192,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,5,4,9,4,3,0,26,0,4,3,6,8,3,0,0,23,0,9
UCL521003,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,6,9,12,8,13,8,5,55,0,0,3,0,4,4,0,0,18,0,4,0,4,0,0,0,0,11,0,0,0,0,0,3,0,0,6,0,0,0,0,0,3,0,0,3,0,5,0,4,0,5,7,0,18,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,7,8,4,6,15,10,64,13,21,20,27,30,43,29,14,197,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,8,9,5,0,31,0,0,3,6,10,9,4,0,33,0,0
UCL521004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,7,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,5,4,3,0,0,32,14,12,12,12,12,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,3,0,0,0,0,8,0,8,4,7,5,0,0,0,25,0,0
UCL521005,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,8,23,19,21,23,11,5,0,117,0,0,3,6,9,0,0,0,15,5,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,8,0,0,3,0,0,0,0,0,5,0,6,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,6,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,14,3,17,16,6,4,0,67,15,50,35,46,61,28,10,3,251,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,9,6,5,5,3,4,4,0,0,24,0,6,6,0,4,3,0,0,32,0,11
UCL521006,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,9,15,13,16,8,11,0,80,0,0,7,12,9,8,0,0,34,0,0,4,0,4,0,0,0,9,0,0,0,0,0,5,0,0,10,0,0,0,0,5,3,0,0,12,5,0,5,0,4,0,0,0,17,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,3,0,6,11,4,0,40,16,19,37,28,53,34,18,0,209,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,8,0,7,3,6,15,8,0,0,44,0,3,10,12,12,0,0,0,34,5,10
UCL521007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,3,0,0,22,3,0,0,0,3,0,0,0,8,0,5,0,6,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,10,3,4,0,36,8,9,15,18,17,13,3,5,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,11,0,5,4,0,4,3,7,0,23,0,4,0,0,3,4,3,0,20,4,4
UCL521008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,4,5,0,0,18,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,12,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,3,4,9,4,0,0,33,6,10,14,10,20,17,9,7,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,3,4,5,0,0,0,0,13,0,6
UCL521009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,11,0,0,0,34,0,3,3,0,4,4,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,4,5,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,3,9,3,7,15,9,0,45,15,16,23,16,24,22,13,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,18,0,6,10,3,0,3,7,0,20,0,3
UCL521010,0,0,3,0,4,0,0,0,3,0,0,0,0,0,0,0,0,4,8,10,12,9,5,9,8,0,58,0,8,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,4,0,0,4,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,7,5,8,9,0,0,44,22,28,29,26,21,21,7,5,164,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,3,0,20,0,3,0,8,7,0,0,0,17,5,6
UCL521011,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,14,18,9,7,4,0,0,53,0,4,4,0,0,0,0,0,12,0,0,5,0,0,0,0,0,6,0,0,0,0,3,0,0,0,5,0,0,0,0,5,0,0,0,6,0,0,7,0,0,0,0,0,10,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,8,0,3,0,0,20,8,24,34,28,25,11,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,7,4,8,0,0,0,27,0,0,3,10,3,0,0,0,21,0,7
